Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RFWD2-N1,Intensity RFWD2-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q9H6R4;A0A0C4DFX0;A0A0A0MRW6,Q9H6R4;A0A0C4DFX0;A0A0A0MRW6,2;1;1,2;1;1,2;1;1,Nucleolar protein 6,NOL6,sp|Q9H6R4|NOL6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2;tr|A0A0C4DFX0|A0A0C4DFX0_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=1;tr|A0A0A0MRW6|A0A0A0MRW6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NO,2,2,3.3,25.6284248473144,23.2061135227217,23.1440912182596,23.0506756981069
Q9UHY1;F8W6G1;C9JHZ6,Q9UHY1;F8W6G1;C9JHZ6,2;2;1,2;2;1,2;2;1,Nuclear receptor-binding protein,NRBP1,sp|Q9UHY1|NRBP_HUMAN Nuclear receptor-binding protein OS=Homo sapiens OX=9606 GN=NRBP1 PE=1 SV=1;tr|F8W6G1|F8W6G1_HUMAN Nuclear receptor-binding protein OS=Homo sapiens OX=9606 GN=NRBP1 PE=1 SV=1;tr|C9JHZ6|C9JHZ6_HUMAN Nuclear receptor-binding protein (Fra,2,2,5.8,4.52842334622658,4.50098623350307,25.279694737471,24.3049383755941
Q9BZD4;E9PQC4;B1AQT3;B1AQT4;E9PP32,Q9BZD4;E9PQC4;B1AQT3;B1AQT4;E9PP32,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,Kinetochore protein Nuf2,NUF2,sp|Q9BZD4|NUF2_HUMAN Kinetochore protein Nuf2 OS=Homo sapiens OX=9606 GN=NUF2 PE=1 SV=2;tr|E9PQC4|E9PQC4_HUMAN Kinetochore protein Nuf2 OS=Homo sapiens OX=9606 GN=NUF2 PE=1 SV=1;tr|B1AQT3|B1AQT3_HUMAN Kinetochore protein Nuf2 (Fragment) OS=Homo sapiens OX=,2,2,5.6,24.2463375903972,24.5042763739664,4.41334328787,4.32921797042726
Q7Z3B4,Q7Z3B4,2,2,2,Nucleoporin p54,NUP54,sp|Q7Z3B4|NUP54_HUMAN Nucleoporin p54 OS=Homo sapiens OX=9606 GN=NUP54 PE=1 SV=2,2,2,4.9,25.2053082309742,24.0697277145536,4.41334328787,4.32921797042726
Q149M9;F8W0U9,Q149M9;F8W0U9,2;2,2;2,2;2,NACHT domain- and WD repeat-containing protein 1,NWD1,sp|Q149M9|NWD1_HUMAN NACHT domain- and WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=NWD1 PE=1 SV=3;tr|F8W0U9|F8W0U9_HUMAN NACHT domain- and WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=NWD1 PE=1 SV=1,2,2,3.2,26.1028955095575,26.3624500164992,28.7084621378462,28.3690293688352
E9PIN3;Q9UBU9,E9PIN3;Q9UBU9,2;1,2;1,2;1,Nuclear RNA export factor 1,NXF1,tr|E9PIN3|E9PIN3_HUMAN Nuclear RNA export factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=NXF1 PE=1 SV=1;sp|Q9UBU9|NXF1_HUMAN Nuclear RNA export factor 1 OS=Homo sapiens OX=9606 GN=NXF1 PE=1 SV=1,2,2,4.6,26.9632284236322,26.7648381901326,4.41334328787,4.32921797042726
Q9Y6K5;F8VWK9;F8VS35,Q9Y6K5;F8VWK9;F8VS35,2;2;2,2;2;2,2;2;2,2-5-oligoadenylate synthase 3,OAS3,sp|Q9Y6K5|OAS3_HUMAN 2-5-oligoadenylate synthase 3 OS=Homo sapiens OX=9606 GN=OAS3 PE=1 SV=3;tr|F8VWK9|F8VWK9_HUMAN 2-5-oligoadenylate synthase 3 OS=Homo sapiens OX=9606 GN=OAS3 PE=1 SV=1;tr|F8VS35|F8VS35_HUMAN 2-5-oligoadenylate synthase 3 OS=Homo s,2,2,2.1,23.1479613483545,24.0243976960673,22.974493014498,22.36626350964
P04181,P04181,2,2,2,"Ornithine aminotransferase, mitochondrial;Ornithine aminotransferase, hepatic form;Ornithine aminotransferase, renal form",OAT,"sp|P04181|OAT_HUMAN Ornithine aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=OAT PE=1 SV=1",2,2,7.1,23.8361490042455,25.0483491721667,4.41334328787,4.32921797042726
Q9NZT2;A0A087X028;A0A0A0MRN5,Q9NZT2;A0A087X028;A0A0A0MRN5,2;2;2,2;2;2,2;2;2,Opioid growth factor receptor,OGFR,sp|Q9NZT2|OGFR_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=3;tr|A0A087X028|A0A087X028_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=1;tr|A0A0A0MRN5|A0A0A0MRN5_HUMAN Opioid growth factor receptor,2,2,3.7,24.0776535079404,24.4140942100921,25.0604393287893,24.8209934371124
Q01804;D6RI06,Q01804;D6RI06,2;1,2;1,2;1,OTU domain-containing protein 4,OTUD4,sp|Q01804|OTUD4_HUMAN OTU domain-containing protein 4 OS=Homo sapiens OX=9606 GN=OTUD4 PE=1 SV=4;tr|D6RI06|D6RI06_HUMAN OTU domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=OTUD4 PE=1 SV=1,2,2,2.5,4.52842334622658,4.50098623350307,22.9533503071865,21.195083793373
Q86U42;H0YJH9;B4DEH8;G3V4T2,Q86U42;H0YJH9;B4DEH8;G3V4T2,2;1;1;1,2;1;1;1,2;1;1;1,Polyadenylate-binding protein 2,PABPN1,sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3;tr|H0YJH9|H0YJH9_HUMAN Polyadenylate-binding protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=1;tr|B4DEH8|B4DEH8_HUMAN Polyadenylate-binding pro,2,2,8.8,24.6740171584005,24.2498130933058,24.9696535166411,24.7387689086317
Q9NRJ5,Q9NRJ5,12,2,2,Poly(A) polymerase beta,PAPOLB,sp|Q9NRJ5|PAPOB_HUMAN Poly(A) polymerase beta OS=Homo sapiens OX=9606 GN=PAPOLB PE=2 SV=1,12,2,19.3,24.2472796994615,23.2338437464673,23.612005456494,25.1703172214392
Q8TEW8;R4GN62;A0A087WZG6;A0A087WYL6;A0A087X1S9,Q8TEW8;R4GN62;A0A087WZG6;A0A087WYL6;A0A087X1S9,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Partitioning defective 3 homolog B,PARD3B,sp|Q8TEW8|PAR3L_HUMAN Partitioning defective 3 homolog B OS=Homo sapiens OX=9606 GN=PARD3B PE=1 SV=2;tr|R4GN62|R4GN62_HUMAN Partitioning defective 3 homolog B OS=Homo sapiens OX=9606 GN=PARD3B PE=1 SV=1;tr|A0A087WZG6|A0A087WZG6_HUMAN Partitioning defective,2,2,1.9,23.8182162586546,23.3385133377002,27.7083727663452,27.6947145274736
Q15154;A0A5H1ZRS1;H0YBA1,Q15154;A0A5H1ZRS1,27;26;10,27;26;10,2;2;2,Pericentriolar material 1 protein,PCM1,sp|Q15154|PCM1_HUMAN Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=5;tr|A0A5H1ZRS1|A0A5H1ZRS1_HUMAN Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=1,27,2,20.7,27.2762195584726,27.6919891369022,28.8545394228099,27.9013867552707
O95613,O95613,2,2,2,Pericentrin,PCNT,sp|O95613|PCNT_HUMAN Pericentrin OS=Homo sapiens OX=9606 GN=PCNT PE=1 SV=4,2,2,0.5,4.52842334622658,4.50098623350307,23.6328958267371,23.1796631219967
Q53GG5;A0A2U3TZH4;A0A087WYF8;D6RAF1;A0A2R8Y6L7,Q53GG5;A0A2U3TZH4;A0A087WYF8;D6RAF1;A0A2R8Y6L7,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,PDZ and LIM domain protein 3,PDLIM3,sp|Q53GG5|PDLI3_HUMAN PDZ and LIM domain protein 3 OS=Homo sapiens OX=9606 GN=PDLIM3 PE=1 SV=1;tr|A0A2U3TZH4|A0A2U3TZH4_HUMAN PDZ and LIM domain protein 3 OS=Homo sapiens OX=9606 GN=PDLIM3 PE=1 SV=1;tr|A0A087WYF8|A0A087WYF8_HUMAN PDZ and LIM domain protein,2,2,9.1,4.52842334622658,4.50098623350307,25.1498460230947,25.2187453210558
P12955;A0A494C194;K7ES25;A0A494C165,P12955;A0A494C194;K7ES25;A0A494C165,2;1;1;1,2;1;1;1,2;1;1;1,Xaa-Pro dipeptidase,PEPD,sp|P12955|PEPD_HUMAN Xaa-Pro dipeptidase OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3;tr|A0A494C194|A0A494C194_HUMAN Xaa-Pro dipeptidase (Fragment) OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=1;tr|K7ES25|K7ES25_HUMAN Xaa-Pro dipeptidase (Fragment) OS=Homo sapiens,2,2,8.9,4.52842334622658,4.50098623350307,24.5758863476618,25.5099639058186
O15212,O15212,5,5,2,Prefoldin subunit 6,PFDN6,sp|O15212|PFD6_HUMAN Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1,5,2,34.9,27.3860735068815,26.811151818937,4.41334328787,4.32921797042726
C9J0J7;G5E9Q6;C9JQ45;C9J2N0,C9J0J7;G5E9Q6;C9JQ45,6;6;4;2,6;6;4;2,2;2;0;0,Profilin,PFN2,tr|C9J0J7|C9J0J7_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1;tr|G5E9Q6|G5E9Q6_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1;tr|C9JQ45|C9JQ45_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1,6,2,52.7,28.1734087528888,27.9489337746169,25.3288923783207,24.9261935467524
Q9NXJ5;U3KQ24;U3KQG9;S4R2Y9,Q9NXJ5;U3KQ24;U3KQG9;S4R2Y9,2;1;1;1,2;1;1;1,2;1;1;1,Pyroglutamyl-peptidase 1,PGPEP1,sp|Q9NXJ5|PGPI_HUMAN Pyroglutamyl-peptidase 1 OS=Homo sapiens OX=9606 GN=PGPEP1 PE=1 SV=1;tr|U3KQ24|U3KQ24_HUMAN Pyroglutamyl-peptidase 1 OS=Homo sapiens OX=9606 GN=PGPEP1 PE=1 SV=2;tr|U3KQG9|U3KQG9_HUMAN Pyroglutamyl-peptidase 1 OS=Homo sapiens OX=9606 GN,2,2,18.7,4.52842334622658,4.50098623350307,23.0550195703404,24.2025459482337
Q8N2W9,Q8N2W9,2,2,2,E3 SUMO-protein ligase PIAS4,PIAS4,sp|Q8N2W9|PIAS4_HUMAN E3 SUMO-protein ligase PIAS4 OS=Homo sapiens OX=9606 GN=PIAS4 PE=1 SV=1,2,2,5.5,24.8571408109804,25.5383985183481,4.41334328787,4.32921797042726
P42336;A0A2R8Y2F6,P42336;A0A2R8Y2F6,2;2,2;2,2;2,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PIK3CA,"sp|P42336|PK3CA_HUMAN Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PIK3CA PE=1 SV=2;tr|A0A2R8Y2F6|A0A2R8Y2F6_HUMAN Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit OS=Homo sapiens",2,2,2.2,4.52842334622658,4.50098623350307,23.3751752207998,22.7239450256759
P48426;H7BXS3;S4R320,P48426;H7BXS3,3;2;1,3;2;1,2;1;0,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,PIP4K2A,sp|P48426|PI42A_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens OX=9606 GN=PIP4K2A PE=1 SV=2;tr|H7BXS3|H7BXS3_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens OX=9606 GN=PIP4K2A PE=1 SV=1,3,2,8.1,4.52842334622658,4.50098623350307,24.7812676529649,25.1199299284704
B4DJX4;F5H1X3,B4DJX4,34;1,2;0,2;0,,PLEKHA5,tr|B4DJX4|B4DJX4_HUMAN Pleckstrin homology domain-containing family A member 5 (Fragment) OS=Homo sapiens OX=9606 GN=PLEKHA5 PE=1 SV=1,34,2,46.7,4.52842334622658,4.50098623350307,23.0953731978109,22.1781286712212
Q7Z736;X6R3U4,Q7Z736;X6R3U4,2;2,2;2,2;2,Pleckstrin homology domain-containing family H member 3,PLEKHH3,sp|Q7Z736|PKHH3_HUMAN Pleckstrin homology domain-containing family H member 3 OS=Homo sapiens OX=9606 GN=PLEKHH3 PE=1 SV=2;tr|X6R3U4|X6R3U4_HUMAN Pleckstrin homology domain-containing family H member 3 OS=Homo sapiens OX=9606 GN=PLEKHH3 PE=1 SV=1,2,2,3.9,25.1155710904343,24.9885975789355,24.7456575026586,24.610260249317
Q9Y4G2;K7EPF2;J3KRU0;K7EII8;J3KRL8,Q9Y4G2;K7EPF2;J3KRU0;K7EII8;J3KRL8,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Pleckstrin homology domain-containing family M member 1,PLEKHM1,sp|Q9Y4G2|PKHM1_HUMAN Pleckstrin homology domain-containing family M member 1 OS=Homo sapiens OX=9606 GN=PLEKHM1 PE=1 SV=3;tr|K7EPF2|K7EPF2_HUMAN Pleckstrin homology domain-containing family M member 1 (Fragment) OS=Homo sapiens OX=9606 GN=PLEKHM1 PE=1 SV=,2,2,2.9,4.52842334622658,4.50098623350307,24.4734550617965,24.4501666517431
Q9P215,Q9P215,2,2,2,Pogo transposable element with KRAB domain,POGK,sp|Q9P215|POGK_HUMAN Pogo transposable element with KRAB domain OS=Homo sapiens OX=9606 GN=POGK PE=1 SV=2,2,2,3.8,23.5023770237109,23.2192624822589,24.096274409507,24.098364340286
E7EX70;Q9GZS1,E7EX70;Q9GZS1,2;1,2;1,2;1,DNA-directed RNA polymerase I subunit RPA49,POLR1E,tr|E7EX70|E7EX70_HUMAN DNA-directed RNA polymerase I subunit RPA49 OS=Homo sapiens OX=9606 GN=POLR1E PE=1 SV=2;sp|Q9GZS1|RPA49_HUMAN DNA-directed RNA polymerase I subunit RPA49 OS=Homo sapiens OX=9606 GN=POLR1E PE=1 SV=3,2,2,28.4,4.52842334622658,4.50098623350307,23.4647581139245,26.7541712650807
A6NF01;A8CG34;Q96HA1,A6NF01;A8CG34;Q96HA1,2;2;1,2;2;1,2;2;1,Putative nuclear envelope pore membrane protein POM 121B;Nuclear envelope pore membrane protein POM 121C;Nuclear envelope pore membrane protein POM 121,POM121B;POM121C;POM121,sp|A6NF01|P121B_HUMAN Putative nuclear envelope pore membrane protein POM 121B OS=Homo sapiens OX=9606 GN=POM121B PE=5 SV=2;sp|A8CG34|P121C_HUMAN Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens OX=9606 GN=POM121C PE=1 SV=3;sp|Q96HA1|P121A_H,2,2,6.2,24.9643747144074,24.894348923129,24.4663149904282,24.2923436063773
Q8NEY8;F8WF16;B7Z8L1;F8W6A0;F8W0Q9;F8VPY7;F8VWU8,Q8NEY8;F8WF16;B7Z8L1;F8W6A0;F8W0Q9;F8VPY7;F8VWU8,2;2;2;2;2;1;1,2;2;2;2;2;1;1,2;2;2;2;2;1;1,Periphilin-1,PPHLN1,sp|Q8NEY8|PPHLN_HUMAN Periphilin-1 OS=Homo sapiens OX=9606 GN=PPHLN1 PE=1 SV=2;tr|F8WF16|F8WF16_HUMAN Periphilin-1 OS=Homo sapiens OX=9606 GN=PPHLN1 PE=1 SV=1;tr|B7Z8L1|B7Z8L1_HUMAN Periphilin-1 OS=Homo sapiens OX=9606 GN=PPHLN1 PE=1 SV=1;tr|F8W6A0|F8W6A0_,2,2,4.6,24.1448269222045,23.8477585571313,20.7788439479617,21.281210047517
O75688;B8ZZF0;C9JIR6;A0A3B3IS24;P35813;E9PKB5,O75688;B8ZZF0;C9JIR6;A0A3B3IS24;P35813;E9PKB5,2;2;2;2;1;1,2;2;2;2;1;1,2;2;2;2;1;1,Protein phosphatase 1B;Protein phosphatase 1A,PPM1B;PPM1A,sp|O75688|PPM1B_HUMAN Protein phosphatase 1B OS=Homo sapiens OX=9606 GN=PPM1B PE=1 SV=1;tr|B8ZZF0|B8ZZF0_HUMAN Protein phosphatase 1B (Fragment) OS=Homo sapiens OX=9606 GN=PPM1B PE=1 SV=2;tr|C9JIR6|C9JIR6_HUMAN Protein phosphatase 1B (Fragment) OS=Homo sap,2,2,4.4,4.52842334622658,4.50098623350307,23.8718293033933,22.6007994753489
O75864,O75864,2,2,2,Protein phosphatase 1 regulatory subunit 37,PPP1R37,sp|O75864|PPR37_HUMAN Protein phosphatase 1 regulatory subunit 37 OS=Homo sapiens OX=9606 GN=PPP1R37 PE=1 SV=4,2,2,3.9,4.52842334622658,4.50098623350307,24.2715610535719,24.4536243184851
Q9UPN7;K7EM28,Q9UPN7;K7EM28,2;1,2;1,2;1,Serine/threonine-protein phosphatase 6 regulatory subunit 1,PPP6R1,sp|Q9UPN7|PP6R1_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PPP6R1 PE=1 SV=5;tr|K7EM28|K7EM28_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=PPP6R1 PE,2,2,3.1,25.2445192093537,25.4297236795785,23.5543818136214,23.3706597396773
Q13131,Q13131,2,2,2,5-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,sp|Q13131|AAPK1_HUMAN 5-AMP-activated protein kinase catalytic subunit alpha-1 OS=Homo sapiens OX=9606 GN=PRKAA1 PE=1 SV=4,2,2,5.0,25.123831139784,24.9067401602736,23.2928269420566,23.0099051404454
Q99873;E9PKG1,Q99873;E9PKG1,2;2,2;2,2;2,Protein arginine N-methyltransferase 1,PRMT1,sp|Q99873|ANM1_HUMAN Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=3;tr|E9PKG1|E9PKG1_HUMAN Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=1,2,2,8.4,24.9066484237117,25.8041018661743,4.41334328787,4.32921797042726
Q99633;M0R3G1;Q5T9P7,Q99633;M0R3G1;Q5T9P7,2;1;1,2;1;1,2;1;1,Pre-mRNA-splicing factor 18,PRPF18,sp|Q99633|PRP18_HUMAN Pre-mRNA-splicing factor 18 OS=Homo sapiens OX=9606 GN=PRPF18 PE=1 SV=1;tr|M0R3G1|M0R3G1_HUMAN Prp18 domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1;tr|Q5T9P7|Q5T9P7_HUMAN Pre-mRNA-splicing factor 18 (Fragment),2,2,7.3,24.7056703507448,25.3172411859383,4.41334328787,4.32921797042726
O60256;C9JDU5;C9JJS3;C9K0K7;E7EPA1;I3L164;C9JDH0;E7EW35,O60256;C9JDU5;C9JJS3;C9K0K7;E7EPA1;I3L164;C9JDH0;E7EW35,2;2;2;2;2;1;1;1,2;2;2;2;2;1;1;1,2;2;2;2;2;1;1;1,Phosphoribosyl pyrophosphate synthase-associated protein 2,PRPSAP2,sp|O60256|KPRB_HUMAN Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1;tr|C9JDU5|C9JDU5_HUMAN Phosphoribosyl pyrophosphate synthase-associated protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=,2,2,10.6,29.0295216704672,29.7395835021796,30.5154975198725,32.537094386227
O75475,O75475,2,2,2,PC4 and SFRS1-interacting protein,PSIP1,sp|O75475|PSIP1_HUMAN PC4 and SFRS1-interacting protein OS=Homo sapiens OX=9606 GN=PSIP1 PE=1 SV=1,2,2,4.7,4.52842334622658,4.50098623350307,25.4176715013451,25.013717610678
P25789;H0YMZ1;H0YN18;H0YL69;H0YLS6;H0YLC2;H0YKT8;H0YMI6;H0YMA1,P25789;H0YMZ1;H0YN18;H0YL69;H0YLS6;H0YLC2;H0YKT8;H0YMI6;H0YMA1,2;2;2;2;1;1;1;1;1,2;2;2;2;1;1;1;1;1,2;2;2;2;1;1;1;1;1,Proteasome subunit alpha type-4;Proteasome subunit alpha type;Proteasome subunit beta type,PSMA4,sp|P25789|PSA4_HUMAN Proteasome subunit alpha type-4 OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1;tr|H0YMZ1|H0YMZ1_HUMAN Proteasome subunit alpha type (Fragment) OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=8;tr|H0YN18|H0YN18_HUMAN Proteasome endopeptidase compl,2,2,8.8,24.7445801179298,24.2979607307248,4.41334328787,4.32921797042726
P62195;J3QLH6;J3KRP2;J3QSA9;J3QQM1;J3QRR3;J3QRW1;J3QSE0,P62195;J3QLH6;J3KRP2;J3QSA9;J3QQM1,3;2;2;2;2;1;1;1,2;1;1;1;1;0;0;1,2;1;1;1;1;0;0;1,26S protease regulatory subunit 8,PSMC5,sp|P62195|PRS8_HUMAN 26S proteasome regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1;tr|J3QLH6|J3QLH6_HUMAN 26S proteasome regulatory subunit 8 (Fragment) OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1;tr|J3KRP2|J3KRP2_HUMAN 26S proteasome regul,3,2,13.1,25.1233842594977,25.2388513603842,4.41334328787,4.32921797042726
O00487,O00487,2,2,2,26S proteasome non-ATPase regulatory subunit 14,PSMD14,sp|O00487|PSDE_HUMAN 26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1,2,2,12.6,24.5587702644745,25.8361730874953,4.41334328787,4.32921797042726
Q05397;E7ESA6;H0YBP1;H0YB16;E9PEI4;B4DWJ1;E5RHD8;E5RH01;E5RG66;E5RI03;E5RI72;E5RFW9;E5RGA6;H0YB99;E5RIK4;E5RJI4;E5RG80;E5RG54;E5RJP0;E5RH48;E5RJQ2,Q05397;E7ESA6;H0YBP1;H0YB16;E9PEI4,12;12;12;10;9;5;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1,12;12;12;10;9;5;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1,2;2;2;0;0;0;0;2;2;0;2;2;2;0;1;0;0;1;1;1;0,Focal adhesion kinase 1,PTK2,sp|Q05397|FAK1_HUMAN Focal adhesion kinase 1 OS=Homo sapiens OX=9606 GN=PTK2 PE=1 SV=2;tr|E7ESA6|E7ESA6_HUMAN Focal adhesion kinase 1 OS=Homo sapiens OX=9606 GN=PTK2 PE=1 SV=1;tr|H0YBP1|H0YBP1_HUMAN Focal adhesion kinase 1 (Fragment) OS=Homo sapiens OX=960,12,2,15.2,26.7859383108994,27.6218459703476,27.6751912453918,27.4140942100921
A0A1B0GTU4;P49023;A0A1B0GU60;F5H836;A0A1B0GV30,A0A1B0GTU4;P49023,24;23;7;4;4,24;23;7;4;4,2;1;1;0;1,Paxillin,PXN,tr|A0A1B0GTU4|A0A1B0GTU4_HUMAN Paxillin OS=Homo sapiens OX=9606 GN=PXN PE=1 SV=1;sp|P49023|PAXI_HUMAN Paxillin OS=Homo sapiens OX=9606 GN=PXN PE=1 SV=3,24,2,32.8,29.098785978403,29.0309163797274,30.2233148501581,30.2576609387815
P11216;H0Y4Z6,P11216;H0Y4Z6,4;2,2;1,2;1,"Glycogen phosphorylase, brain form;Alpha-1,4 glucan phosphorylase",PYGB,"sp|P11216|PYGB_HUMAN Glycogen phosphorylase, brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5;tr|H0Y4Z6|H0Y4Z6_HUMAN Alpha-1,4 glucan phosphorylase (Fragment) OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=1",4,2,6.2,25.5809540985057,26.0577361255103,4.41334328787,4.32921797042726
Q96PU8;F5GXS8;F5GYM3;F5H5U6;F5H8C8;H0YGD6;H0YG47,Q96PU8;F5GXS8;F5GYM3;F5H5U6;F5H8C8;H0YGD6;H0YG47,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,Protein quaking,QKI,sp|Q96PU8|QKI_HUMAN Protein quaking OS=Homo sapiens OX=9606 GN=QKI PE=1 SV=1;tr|F5GXS8|F5GXS8_HUMAN Protein quaking (Fragment) OS=Homo sapiens OX=9606 GN=QKI PE=1 SV=1;tr|F5GYM3|F5GYM3_HUMAN Protein quaking (Fragment) OS=Homo sapiens OX=9606 GN=QKI PE=1 SV,2,2,7.0,4.52842334622658,4.50098623350307,24.2881349822105,23.8779251409578
Q2TAL8,Q2TAL8,2,2,2,Glutamine-rich protein 1,QRICH1,sp|Q2TAL8|QRIC1_HUMAN Glutamine-rich protein 1 OS=Homo sapiens OX=9606 GN=QRICH1 PE=1 SV=1,2,2,2.6,24.4263681645638,24.9705835313656,24.3989784864771,25.0678419991748
P51149;C9IZZ0;C9J592;C9J8S3;C9J7D1;C9J4S4;C9J4V0,P51149;C9IZZ0;C9J592;C9J8S3;C9J7D1;C9J4S4;C9J4V0,2;2;2;2;1;1;1,2;2;2;2;1;1;1,2;2;2;2;1;1;1,Ras-related protein Rab-7a,RAB7A,sp|P51149|RAB7A_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1;tr|C9IZZ0|C9IZZ0_HUMAN Ras-related protein Rab-7a (Fragment) OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1;tr|C9J592|C9J592_HUMAN Ras-related protein Rab-7a (Fragment),2,2,10.1,4.52842334622658,4.50098623350307,23.1612949103217,24.3473948267971
Q9H0H5;F8VRD2;F8VZ66;F8VVE5;F8VWY4;F8VV47;F8W1E5;F8W0L1;F8VWX0;F8W1T4;F8VQF5;F8VV37;F8VS54;F8VQZ5;F8VV39;F8VUW9;F8VYH6;F8VXH1,Q9H0H5;F8VRD2;F8VZ66;F8VVE5;F8VWY4;F8VV47;F8W1E5;F8W0L1;F8VWX0,3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1,3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1,2;2;1;1;1;1;2;1;1;1;1;1;0;1;0;0;1;0,Rac GTPase-activating protein 1,RACGAP1,sp|Q9H0H5|RGAP1_HUMAN Rac GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RACGAP1 PE=1 SV=1;tr|F8VRD2|F8VRD2_HUMAN Rac GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RACGAP1 PE=1 SV=8;tr|F8VZ66|F8VZ66_HUMAN Rac GTPase-activating p,3,2,5.1,4.52842334622658,4.50098623350307,23.8487138578157,24.3597109603025
P13631,P13631,2,2,2,Retinoic acid receptor gamma,RARG,sp|P13631|RARG_HUMAN Retinoic acid receptor gamma OS=Homo sapiens OX=9606 GN=RARG PE=1 SV=1,2,2,12.1,23.9190470233422,24.0380844005904,24.5406734159431,24.3034243936019
