Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RBBP4_N1,Intensity RBBP4_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
P52907,P52907,5,5,4,F-actin-capping protein subunit alpha-1,CAPZA1,sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3,5,4,28.7,4.31753116899141,4.15777444202647,27.0245370786483,25.4719058755547
Q96JG6;H0Y7Q2,Q96JG6,4;1,4;1,4;1,Coiled-coil domain-containing protein 132,CCDC132,sp|Q96JG6|VPS50_HUMAN Syndetin OS=Homo sapiens OX=9606 GN=VPS50 PE=1 SV=3,4,4,3.3,4.31753116899141,4.15777444202647,25.7060657432655,28.2610510003498
Q16204,Q16204,4,4,4,Coiled-coil domain-containing protein 6,CCDC6,sp|Q16204|CCDC6_HUMAN Coiled-coil domain-containing protein 6 OS=Homo sapiens OX=9606 GN=CCDC6 PE=1 SV=2,4,4,9.3,4.31753116899141,4.15777444202647,25.308865875752,24.9244276187949
P16070;H0YD13;H0Y2P0;H0YE40;H0YDX6;H0YD17;H0YDW7;H0YCV9;H0Y5E4;E9PKC6;J3KN83,P16070;H0YD13;H0Y2P0;H0YE40;H0YDX6;H0YD17;H0YDW7;H0YCV9;H0Y5E4,4;4;4;2;2;2;2;2;2;1;1,4;4;4;2;2;2;2;2;2;1;1,4;4;4;2;2;2;2;2;2;1;1,CD44 antigen,CD44,sp|P16070|CD44_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3;tr|H0YD13|H0YD13_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2;tr|H0Y2P0|H0Y2P0_HUMAN CD44 antigen (Fragment) OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=1;tr|H0YE40|H0Y,4,4,6.1,4.31753116899141,4.15777444202647,26.344129948342,24.7821179889762
Q9UJX2;D6RBY8;D6RCF8;H0Y936,Q9UJX2,4;1;1;1,4;1;1;1,4;1;1;1,Cell division cycle protein 23 homolog,CDC23,sp|Q9UJX2|CDC23_HUMAN Cell division cycle protein 23 homolog OS=Homo sapiens OX=9606 GN=CDC23 PE=1 SV=3,4,4,7.5,4.31753116899141,4.15777444202647,26.3990926089102,26.3104442884074
Q03701;C9J9W7,Q03701,4;1,4;1,4;1,CCAAT/enhancer-binding protein zeta,CEBPZ,sp|Q03701|CEBPZ_HUMAN CCAAT/enhancer-binding protein zeta OS=Homo sapiens OX=9606 GN=CEBPZ PE=1 SV=3,4,4,5.2,4.31753116899141,4.15777444202647,25.3424862567794,25.7947388972684
Q9Y4F5;J3KQR7,Q9Y4F5;J3KQR7,4;4,4;4,4;4,Centrosomal protein of 170 kDa protein B,CEP170B,sp|Q9Y4F5|C170B_HUMAN Centrosomal protein of 170 kDa protein B OS=Homo sapiens OX=9606 GN=CEP170B PE=1 SV=4;tr|J3KQR7|J3KQR7_HUMAN Centrosomal protein of 170 kDa protein B OS=Homo sapiens OX=9606 GN=CEP170B PE=1 SV=1,4,4,3.5,4.31753116899141,4.15777444202647,23.9117767090589,24.1191779785507
Q9C0F1;D6RBX1;D6RC25;D6RGX6,Q9C0F1,4;1;1;1,4;1;1;1,4;1;1;1,Centrosomal protein of 44 kDa,CEP44,sp|Q9C0F1|CEP44_HUMAN Centrosomal protein of 44 kDa OS=Homo sapiens OX=9606 GN=CEP44 PE=1 SV=2,4,4,14.9,4.31753116899141,4.15777444202647,25.0189889777434,23.7971905025005
Q8IW35;E9PG22;F8WF91;H7C4Y5,Q8IW35;E9PG22;F8WF91,4;4;2;1,4;4;2;1,4;4;2;1,Centrosomal protein of 97 kDa,CEP97,sp|Q8IW35|CEP97_HUMAN Centrosomal protein of 97 kDa OS=Homo sapiens OX=9606 GN=CEP97 PE=1 SV=1;tr|E9PG22|E9PG22_HUMAN Centrosomal protein of 97 kDa OS=Homo sapiens OX=9606 GN=CEP97 PE=1 SV=1;tr|F8WF91|F8WF91_HUMAN Centrosomal protein of 97 kDa OS=Homo sapi,4,4,5.9,4.31753116899141,4.15777444202647,25.4331032540375,25.5009685177974
Q13111;K7EPA1;K7EJF1,Q13111;K7EPA1,4;2;1,4;2;1,4;2;1,Chromatin assembly factor 1 subunit A,CHAF1A,sp|Q13111|CAF1A_HUMAN Chromatin assembly factor 1 subunit A OS=Homo sapiens OX=9606 GN=CHAF1A PE=1 SV=3;tr|K7EPA1|K7EPA1_HUMAN Chromatin assembly factor 1 subunit A (Fragment) OS=Homo sapiens OX=9606 GN=CHAF1A PE=1 SV=8,4,4,6.5,24.0968373810717,24.2614097458548,4.51593238036728,4.43639371883917
Q9H444,Q9H444,4,4,4,Charged multivesicular body protein 4b,CHMP4B,sp|Q9H444|CHM4B_HUMAN Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1,4,4,22.8,4.31753116899141,4.15777444202647,26.667632197196,26.6207279270555
Q00610;A0A087WVQ6;J3KS13,Q00610;A0A087WVQ6,5;5;1,5;5;1,4;4;1,Clathrin heavy chain 1;Clathrin heavy chain,CLTC,sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5;tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1,5,4,4.2,4.31753116899141,4.15777444202647,25.4939941812848,24.5492196887515
P35606;D6RBZ7;D6RCL6;D6RBG7;D6RBT6;H0YAC7;D6R997,P35606,4;1;1;1;1;1;1,4;1;1;1;1;1;1,4;1;1;1;1;1;1,Coatomer subunit beta,COPB2,sp|P35606|COPB2_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2,4,4,5.5,4.31753116899141,4.15777444202647,25.9553783565265,25.4400922996791
Q86YQ8;E7ENV7;Q8IYJ1;Q9HCH3;A0A0J9YWU8;A0A0J9YWA1;A0A087WX62,Q86YQ8;E7ENV7,5;5;2;2;1;1;1,4;4;1;1;1;1;1,4;4;1;1;1;1;1,Copine-8,CPNE8,sp|Q86YQ8|CPNE8_HUMAN Copine-8 OS=Homo sapiens OX=9606 GN=CPNE8 PE=1 SV=2;tr|E7ENV7|E7ENV7_HUMAN Copine-8 OS=Homo sapiens OX=9606 GN=CPNE8 PE=1 SV=2,5,4,10.1,4.31753116899141,4.15777444202647,25.2752251107056,25.659244017134
Q9H0L4,Q9H0L4,9,4,4,Cleavage stimulation factor subunit 2 tau variant,CSTF2T,sp|Q9H0L4|CSTFT_HUMAN Cleavage stimulation factor subunit 2 tau variant OS=Homo sapiens OX=9606 GN=CSTF2T PE=1 SV=1,9,4,24.2,24.864801533701,22.122846948251,25.6526677580314,25.5552306213509
O43310,O43310,4,4,4,CBP80/20-dependent translation initiation factor,CTIF,sp|O43310|CTIF_HUMAN CBP80/20-dependent translation initiation factor OS=Homo sapiens OX=9606 GN=CTIF PE=1 SV=1,4,4,8.9,4.31753116899141,4.15777444202647,24.4458802299775,25.3319357152391
P07858;E9PCB3;E9PQM1;E9PSG5;E9PLY3;E9PHZ5;E9PNL5;E9PKQ7;E9PJ67;E9PR54;E9PS78;E9PID0;R4GMQ5;E9PKX0;E9PL32;E9PIS1;E9PR00,P07858;E9PCB3;E9PQM1;E9PSG5;E9PLY3;E9PHZ5;E9PNL5;E9PKQ7;E9PJ67;E9PR54;E9PS78,4;3;3;3;3;3;3;3;3;3;2;1;1;1;1;1;1,4;3;3;3;3;3;3;3;3;3;2;1;1;1;1;1;1,4;3;3;3;3;3;3;3;3;3;2;1;1;1;1;1;1,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,CTSB,sp|P07858|CATB_HUMAN Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3;tr|E9PCB3|E9PCB3_HUMAN Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=2;tr|E9PQM1|E9PQM1_HUMAN Cathepsin B (Fragment) OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=1;tr|E9PSG5|E9PSG5,4,4,16.5,25.3217203248848,23.8901249868496,25.1872958859938,24.6084001253472
Q6NSI4;B1AQ74,Q6NSI4,4;1,4;1,4;1,Uncharacterized protein CXorf57,CXorf57,sp|Q6NSI4|RADX_HUMAN RPA-related protein RADX OS=Homo sapiens OX=9606 GN=RADX PE=1 SV=2,4,4,4.6,4.31753116899141,4.15777444202647,24.0872368585824,25.0846442683801
P98082;D6REB1;D6RIA5;D6RFF7,P98082,4;1;1;1,4;1;1;1,4;1;1;1,Disabled homolog 2,DAB2,sp|P98082|DAB2_HUMAN Disabled homolog 2 OS=Homo sapiens OX=9606 GN=DAB2 PE=1 SV=3,4,4,6.0,4.31753116899141,4.15777444202647,25.8585405300153,25.5436556255197
P81605,P81605,4,4,4,Dermcidin;Survival-promoting peptide;DCD-1,DCD,sp|P81605|DCD_HUMAN Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2,4,4,35.5,26.1031757339097,22.7503168948058,4.51593238036728,4.43639371883917
Q96GQ7;B7Z6D5;A0A087WYH5;A0A087X059,Q96GQ7;B7Z6D5,4;4;1;1,4;4;1;1,4;4;1;1,Probable ATP-dependent RNA helicase DDX27,DDX27,sp|Q96GQ7|DDX27_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2;tr|B7Z6D5|B7Z6D5_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=1,4,4,6.2,4.31753116899141,4.15777444202647,25.7194972406067,25.0086406226979
Q9Y394;H0YJ66;H0YJE4;H0YJR8,Q9Y394;H0YJ66;H0YJE4,4;4;2;1,4;4;2;1,4;4;2;1,Dehydrogenase/reductase SDR family member 7,DHRS7,sp|Q9Y394|DHRS7_HUMAN Dehydrogenase/reductase SDR family member 7 OS=Homo sapiens OX=9606 GN=DHRS7 PE=1 SV=1;tr|H0YJ66|H0YJ66_HUMAN Dehydrogenase/reductase SDR family member 7 (Fragment) OS=Homo sapiens OX=9606 GN=DHRS7 PE=1 SV=1;tr|H0YJE4|H0YJE4_HUMAN Deh,4,4,15.3,4.31753116899141,4.15777444202647,23.6981637310534,24.6398109953772
O60231;Q5SQH5;A0A140T8Y5;A0A140T947;A0A140T9T4,O60231;Q5SQH5;A0A140T8Y5,5;4;4;2;1,4;4;4;1;1,4;4;4;1;1,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,DHX16,"sp|O60231|DHX16_HUMAN Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=2;tr|Q5SQH5|Q5SQH5_HUMAN DEAH (Asp-Glu-Ala-His) box polypeptide 16, isoform CRA_a OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=1;tr|A0A140T",5,4,5.1,4.31753116899141,4.15777444202647,23.2300216087958,24.7549612872036
Q9H2U1;E7EWK3;A0A0G2JRP3;H7C5F5;A0A0G2JQU7,Q9H2U1;E7EWK3,4;4;1;1;1,4;4;1;1;1,4;4;1;1;1,ATP-dependent RNA helicase DHX36,DHX36,sp|Q9H2U1|DHX36_HUMAN ATP-dependent DNA/RNA helicase DHX36 OS=Homo sapiens OX=9606 GN=DHX36 PE=1 SV=2;tr|E7EWK3|E7EWK3_HUMAN ATP-dependent DNA/RNA helicase DHX36 (Fragment) OS=Homo sapiens OX=9606 GN=DHX36 PE=1 SV=1,4,4,5.0,4.31753116899141,4.15777444202647,24.2722732493907,24.4843145060726
O43237;B4E2E0;J3KRI4;H3BUM4,O43237;B4E2E0,4;2;1;1,4;2;1;1,4;2;1;1,Cytoplasmic dynein 1 light intermediate chain 2,DYNC1LI2,sp|O43237|DC1L2_HUMAN Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1;tr|B4E2E0|B4E2E0_HUMAN Dynein light intermediate chain OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1,4,4,9.3,4.31753116899141,4.15777444202647,26.5390172531954,26.3542557052171
P24534;F8WF65;F2Z2G2;C9JZW3,P24534,4;1;1;1,4;1;1;1,4;1;1;1,Elongation factor 1-beta,EEF1B2,sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,4,4,24.4,4.31753116899141,4.15777444202647,27.4493954053509,27.6581954627343
P20042,P20042,4,4,4,Eukaryotic translation initiation factor 2 subunit 2,EIF2S2,sp|P20042|IF2B_HUMAN Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,4,4,18.6,4.31753116899141,4.15777444202647,26.2785963510665,22.9318751094516
Q15723;P32519;Q99607;D6RHI1;A0A0U1RRL5;A0A087WU18,Q15723,4;1;1;1;1;1,4;1;1;1;1;1,4;1;1;1;1;1,ETS-related transcription factor Elf-2,ELF2,sp|Q15723|ELF2_HUMAN ETS-related transcription factor Elf-2 OS=Homo sapiens OX=9606 GN=ELF2 PE=1 SV=2,4,4,8.4,22.7087462810547,22.3143358941699,25.0361149079476,25.1786605963957
Q5R3F8;P0C7U0,Q5R3F8,4;1,4;1,4;1,Protein phosphatase 1 regulatory subunit 29,ELFN2,sp|Q5R3F8|PPR29_HUMAN Protein phosphatase 1 regulatory subunit 29 OS=Homo sapiens OX=9606 GN=ELFN2 PE=1 SV=1,4,4,7.8,4.31753116899141,4.15777444202647,24.3825158499409,26.256775067658
Q9HCE0;K7ENS1,Q9HCE0,4;1,4;1,4;1,Ectopic P granules protein 5 homolog,EPG5,sp|Q9HCE0|EPG5_HUMAN Ectopic P granules protein 5 homolog OS=Homo sapiens OX=9606 GN=EPG5 PE=1 SV=2,4,4,2.2,4.31753116899141,4.15777444202647,23.7089356787746,24.693438887963
P28715;A0A494C0S2;A0A1W2PS85;R4GMW8;A0A090HNM7;A0A494C113,P28715;A0A494C0S2;A0A1W2PS85;R4GMW8;A0A090HNM7,4;4;4;4;3;1,4;4;4;4;3;1,4;4;4;4;3;1,DNA repair protein complementing XP-G cells,ERCC5;BIVM-ERCC5;ERCC5-201,sp|P28715|ERCC5_HUMAN DNA repair protein complementing XP-G cells OS=Homo sapiens OX=9606 GN=ERCC5 PE=1 SV=3;tr|A0A494C0S2|A0A494C0S2_HUMAN DNA repair protein-complementing XP-G cells OS=Homo sapiens OX=9606 GN=ERCC5 PE=1 SV=1;tr|A0A1W2PS85|A0A1W2PS85_HUMA,4,4,4.6,4.31753116899141,4.15777444202647,24.8442184342214,24.625334281542
Q99504;B1APR7,Q99504;B1APR7,4;3,4;3,4;3,Eyes absent homolog 3;Eyes absent homolog,EYA3,sp|Q99504|EYA3_HUMAN Eyes absent homolog 3 OS=Homo sapiens OX=9606 GN=EYA3 PE=1 SV=3;tr|B1APR7|B1APR7_HUMAN Eyes absent homolog OS=Homo sapiens OX=9606 GN=EYA3 PE=1 SV=1,4,4,10.3,4.31753116899141,4.15777444202647,24.7632431705772,26.5213320563092
Q9H098;C9J6N5;C9JQ40;C9JW51;A0A1C7CYX8;C9J3Q3;C9JYP1;C9J6Y8;X6RET8;C9JP05;F8WCJ2,Q9H098;C9J6N5;C9JQ40;C9JW51;A0A1C7CYX8;C9J3Q3;C9JYP1;C9J6Y8;X6RET8;C9JP05,4;4;4;4;4;3;2;2;2;2;1,4;4;4;4;4;3;2;2;2;2;1,4;4;4;4;4;3;2;2;2;2;1,Protein FAM107B,FAM107B,sp|Q9H098|F107B_HUMAN Protein FAM107B OS=Homo sapiens OX=9606 GN=FAM107B PE=1 SV=1;tr|C9J6N5|C9J6N5_HUMAN Protein FAM107B (Fragment) OS=Homo sapiens OX=9606 GN=FAM107B PE=1 SV=8;tr|C9JQ40|C9JQ40_HUMAN Protein FAM107B (Fragment) OS=Homo sapiens OX=9606 GN=F,4,4,38.9,4.31753116899141,4.15777444202647,25.0182249732908,24.5588251962515
Q9P2D6;D6RCC7;Q49AJ0;D6RFG9;E5RH68;D6REA8;E5RFQ7;H7BXC5;J3QSR3;D6RC17,Q9P2D6;D6RCC7,4;3;1;1;1;1;1;1;1;1,4;3;1;1;1;1;1;1;1;1,4;3;1;1;1;1;1;1;1;1,Protein FAM135A,FAM135A,sp|Q9P2D6|F135A_HUMAN Protein FAM135A OS=Homo sapiens OX=9606 GN=FAM135A PE=1 SV=2;tr|D6RCC7|D6RCC7_HUMAN Protein FAM135A OS=Homo sapiens OX=9606 GN=FAM135A PE=1 SV=1,4,4,2.6,4.31753116899141,4.15777444202647,24.6459789570026,24.3674638106445
Q9GZU8;H3BQQ6;H3BTI2;H3BTP8;H3BSY6;H3BP64;H3BUL4;H3BMX9;H3BPH9;H3BPF9;H3BN22;Q6P4H7;H3BSF0;H3BU93;H3BNK9,Q9GZU8;H3BQQ6;H3BTI2;H3BTP8;H3BSY6;H3BP64;H3BUL4;H3BMX9;H3BPH9;H3BPF9;H3BN22;Q6P4H7;H3BSF0;H3BU93,4;3;3;3;3;3;3;3;2;2;2;2;2;2;1,4;3;3;3;3;3;3;3;2;2;2;2;2;2;1,4;3;3;3;3;3;3;3;2;2;2;2;2;2;1,Protein FAM192A,FAM192A;NIP30,sp|Q9GZU8|PIP30_HUMAN PSME3-interacting protein OS=Homo sapiens OX=9606 GN=PSME3IP1 PE=1 SV=1;tr|H3BQQ6|H3BQQ6_HUMAN PSME3-interacting protein (Fragment) OS=Homo sapiens OX=9606 GN=PSME3IP1 PE=1 SV=1;tr|H3BTI2|H3BTI2_HUMAN PSME3-interacting protein (Fragme,4,4,17.3,4.31753116899141,4.15777444202647,26.8000824932196,26.7844413509302
Q5T0N5;S4R347;A0A075B6Q2,Q5T0N5;S4R347;A0A075B6Q2,4;4;3,4;4;3,4;4;3,Formin-binding protein 1-like,FNBP1L,sp|Q5T0N5|FBP1L_HUMAN Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3;tr|S4R347|S4R347_HUMAN Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=1;tr|A0A075B6Q2|A0A075B6Q2_HUMAN Formin-binding protein 1-like (F,4,4,9.9,24.5375369281656,23.8319521806924,24.4830845869522,22.1381180275846
P35637;H3BPE7,P35637;H3BPE7,6;6,6;6,4;4,RNA-binding protein FUS,FUS,sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1;tr|H3BPE7|H3BPE7_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,6,4,12.4,25.978888827326,22.7788639952772,27.5319275368689,27.2280259766954
O14976;A0A087X1U9;H0Y8H5;D6RAW3,O14976;A0A087X1U9;H0Y8H5,4;2;2;1,4;2;2;1,4;2;2;1,Cyclin-G-associated kinase,GAK,sp|O14976|GAK_HUMAN Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=2;tr|A0A087X1U9|A0A087X1U9_HUMAN Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=1;tr|H0Y8H5|H0Y8H5_HUMAN Cyclin-G-associated kinase (Fragment) OS=Homo,4,4,5.5,4.31753116899141,4.15777444202647,25.2356629002979,25.117157646601
P46926;D6RAY7;D6R9P4;D6RFF8;D6RFK5;D6R917;D6RB13;Q8TDQ7;V9GYW0;V9GYK3,P46926;D6RAY7;D6R9P4;D6RFF8;D6RFK5;D6R917;D6RB13,4;4;4;4;2;2;2;1;1;1,4;4;4;4;2;2;2;1;1;1,4;4;4;4;2;2;2;1;1;1,Glucosamine-6-phosphate isomerase 1;Glucosamine-6-phosphate isomerase,GNPDA1,sp|P46926|GNPI1_HUMAN Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens OX=9606 GN=GNPDA1 PE=1 SV=1;tr|D6RAY7|D6RAY7_HUMAN Glucosamine-6-phosphate isomerase (Fragment) OS=Homo sapiens OX=9606 GN=GNPDA1 PE=1 SV=1;tr|D6R9P4|D6R9P4_HUMAN Glucosamine-6-phosp,4,4,18.3,4.31753116899141,4.15777444202647,24.8387957545083,24.9975285574259
E9PAV9;Q5T3I0;A0A0A0MRK1;E9PPY4;F2Z3C6;F8W895,E9PAV9;Q5T3I0;A0A0A0MRK1;E9PPY4;F2Z3C6;F8W895,4;3;3;2;2;2,4;3;3;2;2;2,4;3;3;2;2;2,G patch domain-containing protein 4,GPATCH4,tr|E9PAV9|E9PAV9_HUMAN G patch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GPATCH4 PE=1 SV=1;sp|Q5T3I0|GPTC4_HUMAN G patch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GPATCH4 PE=1 SV=2;tr|A0A0A0MRK1|A0A0A0MRK1_HUMAN G patch domain-con,4,4,12.8,4.31753116899141,4.15777444202647,25.7715281568137,24.8701837060426
Q9UKJ3;K7EKU0,Q9UKJ3,4;1,4;1,4;1,G patch domain-containing protein 8,GPATCH8,sp|Q9UKJ3|GPTC8_HUMAN G patch domain-containing protein 8 OS=Homo sapiens OX=9606 GN=GPATCH8 PE=1 SV=2,4,4,4.2,4.31753116899141,4.15777444202647,25.5654066064912,25.6785799383942
P52655;J3KNC0,P52655;J3KNC0,4;3,4;3,4;3,Transcription initiation factor IIA subunit 1;Transcription initiation factor IIA alpha chain;Transcription initiation factor IIA beta chain,GTF2A1,sp|P52655|TF2AA_HUMAN Transcription initiation factor IIA subunit 1 OS=Homo sapiens OX=9606 GN=GTF2A1 PE=1 SV=1;tr|J3KNC0|J3KNC0_HUMAN Transcription initiation factor IIA subunit 1 OS=Homo sapiens OX=9606 GN=GTF2A1 PE=1 SV=1,4,4,21.8,4.31753116899141,4.15777444202647,26.9842452936278,30.0042371426778
P35269;M0R0Z3;M0QXD6;M0R0R9,P35269;M0R0Z3;M0QXD6;M0R0R9,4;3;3;2,4;3;3;2,4;3;3;2,General transcription factor IIF subunit 1,GTF2F1,sp|P35269|T2FA_HUMAN General transcription factor IIF subunit 1 OS=Homo sapiens OX=9606 GN=GTF2F1 PE=1 SV=2;tr|M0R0Z3|M0R0Z3_HUMAN Transcription initiation factor IIF subunit alpha (Fragment) OS=Homo sapiens OX=9606 GN=GTF2F1 PE=1 SV=1;tr|M0QXD6|M0QXD6_HUM,4,4,11.2,4.31753116899141,4.15777444202647,26.4607492168943,25.6696878581068
P46976;G5E9W8;C9JQ42,P46976;G5E9W8;C9JQ42,4;3;3,4;3;3,4;3;3,Glycogenin-1,GYG1,"sp|P46976|GLYG_HUMAN Glycogenin-1 OS=Homo sapiens OX=9606 GN=GYG1 PE=1 SV=4;tr|G5E9W8|G5E9W8_HUMAN Glycogenin 1, isoform CRA_e OS=Homo sapiens OX=9606 GN=GYG1 PE=1 SV=1;tr|C9JQ42|C9JQ42_HUMAN Glycogenin-1 (Fragment) OS=Homo sapiens OX=9606 GN=GYG1 PE=1 SV=",4,4,16.9,4.31753116899141,4.15777444202647,27.0236914191629,26.0953088039999
Q92769;H3BM24;E5RFI6;E5RJ04;E5RGV4;E5RHE7;E5RH52;E5RG37;E5RFP9;E5RK19,Q92769;H3BM24,7;4;2;2;2;2;2;2;2;1,7;4;2;2;2;2;2;2;2;1,4;2;0;0;0;0;0;0;0;0,Histone deacetylase 2,HDAC2,sp|Q92769|HDAC2_HUMAN Histone deacetylase 2 OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=2;tr|H3BM24|H3BM24_HUMAN Histone deacetylase 2 (Fragment) OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=1,7,4,21.7,28.3383688161334,26.7409830135601,25.2161197170526,24.5861759584604
P42694;J3QS41;A0A075B6R3,P42694;J3QS41;A0A075B6R3,4;4;2,4;4;2,4;4;2,Probable helicase with zinc finger domain,HELZ,sp|P42694|HELZ_HUMAN Probable helicase with zinc finger domain OS=Homo sapiens OX=9606 GN=HELZ PE=1 SV=2;tr|J3QS41|J3QS41_HUMAN Probable helicase with zinc finger domain OS=Homo sapiens OX=9606 GN=HELZ PE=1 SV=1;tr|A0A075B6R3|A0A075B6R3_HUMAN Probable heli,4,4,2.4,4.31753116899141,4.15777444202647,23.7604032187922,24.6022956238236
Q6FI13;A0A0U1RR32;Q99878;Q9BTM1;Q16777;P0C0S8;Q96KK5;A0A0U1RRH7;P20671;Q93077;Q7L7L0;P04908;H0YFX9;P16104;C9J0D1;A0A3B3IS11;P0C0S5;A0A494C189;Q96QV6;Q71UI9;Q8IUE6;C9J386,Q6FI13;A0A0U1RR32;Q99878;Q9BTM1;Q16777;P0C0S8;Q96KK5;A0A0U1RRH7;P20671;Q93077;Q7L7L0;P04908;H0YFX9;P16104;C9J0D1;A0A3B3IS11;P0C0S5;A0A494C189;Q96QV6;Q71UI9,4;4;4;4;4;4;4;4;4;3;3;3;3;2;2;2;2;2;2;2;1;1,4;4;4;4;4;4;4;4;4;3;3;3;3;2;2;2;2;2;2;2;1;1,4;4;4;4;4;4;4;4;4;3;3;3;3;2;2;2;2;2;2;2;1;1,Histone H2A type 2-A;Histone H2A type 1-J;Histone H2A.J;Histone H2A type 2-C;Histone H2A type 1;Histone H2A type 1-H;Histone H2A type 1-D;Histone H2A type 1-C;Histone H2A type 3;Histone H2A type 1-B/E;Histone H2A;Histone H2AX;Histone H2A.Z;Histone H2A type 1-A;Histone H2A.V,HIST2H2AA3;HIST1H2AJ;H2AFJ;HIST2H2AC;HIST1H2AG;HIST1H2AH;HIST1H2AD;HIST1H2AC;HIST3H2A;HIST1H2AB;H2AFX;H2AFV;H2AFZ;HIST1H2AA,sp|Q6FI13|H2A2A_HUMAN Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=H2AC18 PE=1 SV=3;tr|A0A0U1RR32|A0A0U1RR32_HUMAN Histone H2A OS=Homo sapiens OX=9606 GN=hCG_2039566 PE=3 SV=1;sp|Q99878|H2A1J_HUMAN Histone H2A type 1-J OS=Homo sapiens OX=9606 GN=H2AC14,4,4,35.4,25.3508377730082,26.2224352689492,26.4140135382414,25.4615768666798
Q13151,Q13151,4,4,4,Heterogeneous nuclear ribonucleoprotein A0,HNRNPA0,sp|Q13151|ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1,4,4,18.0,22.8457695031626,22.3807093116171,25.6274510590773,25.910336220361
P61978;S4R457;S4R359,P61978,23;5;4,23;5;4,4;0;3,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,sp|P61978|HNRPK_HUMAN Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1,23,4,51.6,27.7066191108073,26.9065566813161,31.9216016024783,32.0799815952549
