AMBRA1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
RPL32,0.7847229116,0.047073526207696,0,P62910;D3YTB1;F8W727;D3YTI8,P62910;D3YTB1;F8W727,14;14;14;1,14;14;14;1,14;14;14;1,60S ribosomal protein L32,RPL32,sp|P62910|RL32_HUMAN 60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2;tr|D3YTB1|D3YTB1_HUMAN 60S ribosomal protein L32 (Fragment) OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=1;tr|F8W727|F8W727_HUMAN 60S ribosomal protein L32 OS=Homo sapien,14,14,61.5,135
HLA-B,-0.8469084839,0.0579925566152326,0,D5H3J5;A0A140TA11;A0A140T997;Q2L6G2;A0A140T9A9;A0A140T9Y5;A0A140TA14;A0A140T9H3;A0A1W2PPR8;P01889;A0A140T8X0;Q8MH48;A0A0G2JPA3;A0A0G2JPQ3;Q5RJ85;A0A1W2PQE2;D0EV57;A0A0G2JH66;A0A140T9V0;P13747;Q31611;A0A1W2PQZ3;A0A140T9X6;A0A140T9D9;A0A140T939;A0A140T9C2;A0A140T9W3;A0A140T9W7;A0A140T9B7;A0A0G2JNX1;P17693;A0A1W2PP29,D5H3J5;A0A140TA11;A0A140T997;Q2L6G2;A0A140T9A9;A0A140T9Y5;A0A140TA14,8;6;6;6;5;4;4;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,7;6;6;5;4;4;4;2;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,3;3;3;1;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,HLA-B,"tr|D5H3J5|D5H3J5_HUMAN HLA class I histocompatibility antigen B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1;tr|A0A140TA11|A0A140TA11_HUMAN HLA class I histocompatibility antigen, B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1;tr|A0A140",8,3,26.2,362
HNRNPAB,0.9563170103,0.0168057828389949,0,D6R9P3;D6RD18;D6RBZ0;Q99729,D6R9P3;D6RD18;D6RBZ0;Q99729,10;10;10;9,10;10;10;9,10;10;10;9,Heterogeneous nuclear ribonucleoprotein A/B,HNRNPAB,tr|D6R9P3|D6R9P3_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1;tr|D6RD18|D6RD18_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1;tr|D6RBZ0|D6RBZ0_HUMAN Heterogen,10,10,31.4,280
DBN1,0.5694880282,0.063085817024486,0,Q16643;D6R9W4;D6RCR4;D6RFI1,Q16643;D6R9W4;D6RCR4;D6RFI1,4;4;3;3,4;4;3;3,4;4;3;3,Drebrin,DBN1,sp|Q16643|DREB_HUMAN Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4;tr|D6R9W4|D6R9W4_HUMAN Drebrin (Fragment) OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=1;tr|D6RCR4|D6RCR4_HUMAN Drebrin (Fragment) OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=1;tr|D6RFI1|D6RFI1_,4,4,5.1,649
EIF4E,1.0100234209,0.0769100272959234,0,D6RBW1;P06730;H0Y8J7;A6NMX2;D6RHE2;H0Y8X3,D6RBW1;P06730;H0Y8J7,8;7;4;1;1;1,8;7;4;1;1;1,8;7;4;1;1;1,Eukaryotic translation initiation factor 4E,EIF4E,tr|D6RBW1|D6RBW1_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=1;sp|P06730|IF4E_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2;tr|H0Y8J7|H0Y8J7_HUMAN Eukaryotic tran,8,8,24.5,245
PAIP1,-0.6014606803,0.294957391953399,0,Q9H074;D6REB4;D6R9H8,Q9H074;D6REB4,3;3;1,3;3;1,1;1;0,Polyadenylate-binding protein-interacting protein 1,PAIP1,sp|Q9H074|PAIP1_HUMAN Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAIP1 PE=1 SV=1;tr|D6REB4|D6REB4_HUMAN Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAIP1 PE=1 SV=1,3,1,8.4,479
SEPT11,0.7255056342,0.172971329747549,0,Q9NVA2;D6RGI3;D6RER5;D6RDU5;Q14141;B1AMS2;H0Y961;D6RDP1;D6R9Y6,Q9NVA2;D6RGI3;D6RER5;D6RDU5,10;10;10;9;4;4;3;2;2,10;10;10;9;4;4;3;2;2,6;6;6;5;1;1;1;2;2,Septin-11,SEPT11,"sp|Q9NVA2|SEP11_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3;tr|D6RGI3|D6RGI3_HUMAN Septin 11, isoform CRA_b OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=1;tr|D6RER5|D6RER5_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=1;tr|D6",10,6,28.9,429
SEC31A,-0.3772004771,0.25129102727115,0,O94979;D6REX3;H7BXG7;D6RHZ5;H0Y8W8;H0YAF5;H0Y9T9,O94979;D6REX3;H7BXG7;D6RHZ5,7;7;6;4;3;2;1,7;7;6;4;3;2;1,5;5;4;2;3;2;1,Protein transport protein Sec31A,SEC31A,sp|O94979|SC31A_HUMAN Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=3;tr|D6REX3|D6REX3_HUMAN Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=1;tr|H7BXG7|H7BXG7_HUMAN Protein transport protein Sec31A O,7,5,7.9,1220
GINS4,0.6475534216,0.0986537204333956,0,Q9BRT9;E5RFF9;E5RH56,Q9BRT9;E5RFF9;E5RH56,2;2;1,2;2;1,2;2;1,"DNA replication complex GINS protein SLD5;DNA replication complex GINS protein SLD5, N-terminally processed;DNA replication complex GINS protein SLD5",GINS4,sp|Q9BRT9|SLD5_HUMAN DNA replication complex GINS protein SLD5 OS=Homo sapiens OX=9606 GN=GINS4 PE=1 SV=1;tr|E5RFF9|E5RFF9_HUMAN DNA replication complex GINS protein SLD5 OS=Homo sapiens OX=9606 GN=GINS4 PE=1 SV=1;tr|E5RH56|E5RH56_HUMAN DNA replication com,2,2,9.9,223
DECR1,1.6598960625,0.0271700225355158,1,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2,4;4;4;3;3,4;4;4;3;3,4;4;4;3;3,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,"sp|Q16698|DECR_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RJG7|E5RJG7_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RFV2|E5RFV2_HUMAN 2,4-dienoy",4,4,17.9,335
PROSC,2.0095845117,0.00300902785514332,1,O94903;E5RG77;E5RFZ4;H0YBG2;E5RFX7,O94903;E5RG77;E5RFZ4,3;3;2;1;1,3;3;2;1;1,3;3;2;1;1,Proline synthase co-transcribed bacterial homolog protein,PROSC,sp|O94903|PLPHP_HUMAN Pyridoxal phosphate homeostasis protein OS=Homo sapiens OX=9606 GN=PLPBP PE=1 SV=1;tr|E5RG77|E5RG77_HUMAN Pyridoxal phosphate homeostasis protein (Fragment) OS=Homo sapiens OX=9606 GN=PLPBP PE=1 SV=1;tr|E5RFZ4|E5RFZ4_HUMAN Pyridoxal p,3,3,12,275
TBCA,0.7442650189,0.116520103551176,0,O75347;E5RIW3;E5RJD8;E5RHG6;E5RIX8,O75347;E5RIW3;E5RJD8;E5RHG6,5;5;5;5;1,5;5;5;5;1,5;5;5;5;1,Tubulin-specific chaperone A,TBCA,sp|O75347|TBCA_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=3;tr|E5RIW3|E5RIW3_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=1;tr|E5RJD8|E5RJD8_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX,5,5,43.5,108
TCEB1,1.319533353,0.00326164093991751,1,Q15369;E5RHG8;R4GMY8,Q15369;E5RHG8,6;6;2,6;6;2,6;6;2,Transcription elongation factor B polypeptide 1,TCEB1,sp|Q15369|ELOC_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1;tr|E5RHG8|E5RHG8_HUMAN Elongin-C (Fragment) OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1,6,6,64.3,112
RPL30,0.0719820412,0.752896469124814,0,P62888;E5RI99;E5RJH3;A0A0C4DH44,P62888;E5RI99,13;13;5;5,13;13;5;5,9;9;5;3,60S ribosomal protein L30,RPL30,sp|P62888|RL30_HUMAN 60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2;tr|E5RI99|E5RI99_HUMAN 60S ribosomal protein L30 (Fragment) OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=1,13,9,72.2,115
DNPEP,0.9603814413,0.22495639574422,0,Q9ULA0;E5RIA4;E7ETB3;E7EMB6;E7EPX3;B9ZVU2;F8WAN0;C9JBE1;C9JRG3;C9J1E2;E5RJ35,Q9ULA0;E5RIA4;E7ETB3;E7EMB6;E7EPX3;B9ZVU2;F8WAN0;C9JBE1,6;6;6;5;3;3;3;3;2;2;1,6;6;6;5;3;3;3;3;2;2;1,6;6;6;5;3;3;3;3;2;2;1,Aspartyl aminopeptidase,DNPEP,sp|Q9ULA0|DNPEP_HUMAN Aspartyl aminopeptidase OS=Homo sapiens OX=9606 GN=DNPEP PE=1 SV=1;tr|E5RIA4|E5RIA4_HUMAN Aspartyl aminopeptidase OS=Homo sapiens OX=9606 GN=DNPEP PE=1 SV=1;tr|E7ETB3|E7ETB3_HUMAN Aspartyl aminopeptidase OS=Homo sapiens OX=9606 GN=DNP,6,6,16.6,475
RBM22,-1.0285352375,0.13052741406099,0,Q9NW64;E5RJW4;E5RHA8,Q9NW64;E5RJW4;E5RHA8,2;2;1,2;2;1,2;2;1,Pre-mRNA-splicing factor RBM22,RBM22,sp|Q9NW64|RBM22_HUMAN Pre-mRNA-splicing factor RBM22 OS=Homo sapiens OX=9606 GN=RBM22 PE=1 SV=1;tr|E5RJW4|E5RJW4_HUMAN Pre-mRNA-splicing factor RBM22 (Fragment) OS=Homo sapiens OX=9606 GN=RBM22 PE=1 SV=1;tr|E5RHA8|E5RHA8_HUMAN Pre-mRNA-splicing factor RBM2,2,2,4.8,420
SWAP70,0.5362659326,0.459166082660452,0,Q9UH65;E7EMB1;E9PJK8;E9PJM7,Q9UH65;E7EMB1,4;4;1;1,4;4;1;1,4;4;1;1,Switch-associated protein 70,SWAP70,sp|Q9UH65|SWP70_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1;tr|E7EMB1|E7EMB1_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1,4,4,9.6,585
AP1M1;AP1M2,2.3552192363,0.00460499721467082,1,Q9BXS5;K7EJL1;E7ENJ6;Q9Y6Q5;K7EK69;K7ERH5;K7EL08,Q9BXS5;K7EJL1;E7ENJ6;Q9Y6Q5;K7EK69;K7ERH5;K7EL08,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,AP-1 complex subunit mu-1;AP-1 complex subunit mu-2,AP1M1;AP1M2,sp|Q9BXS5|AP1M1_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=3;tr|K7EJL1|K7EJL1_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=1;tr|E7ENJ6|E7ENJ6_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 ,2,2,5,423
RPL14,-0.8781645705,0.0194796383597508,0,P50914;E7EPB3,P50914;E7EPB3,9;9,9;9,9;9,60S ribosomal protein L14,RPL14,sp|P50914|RL14_HUMAN 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4;tr|E7EPB3|E7EPB3_HUMAN 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=1,9,9,33,215
SEPT7,-0.9610050532,0.0283494098659945,0,Q16181;E7ES33;E7EPK1;G3V1Q4;A0A0U1RRE1;A0A0U1RRH9;A0A5F9ZGZ7;A0A0U1RRD1;Q6ZU15;A0A0U1RRM2,Q16181;E7ES33;E7EPK1;G3V1Q4,10;10;10;8;4;3;3;2;1;1,10;10;10;8;4;3;3;2;1;1,10;10;10;8;4;3;3;2;1;1,Septin-7,SEPT7,sp|Q16181|SEPT7_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;tr|E7ES33|E7ES33_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=3;tr|E7EPK1|E7EPK1_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;tr|G3V1Q4|G3V1Q4_HUMAN Sep,10,10,31.6,437
UBA5,-0.2651905714,0.380365749282358,0,Q9GZZ9;E7EWE1;E7EQ61;C9J0F6;C9J5W5;C9JRV9;D6RJC9,Q9GZZ9;E7EWE1;E7EQ61;C9J0F6;C9J5W5;C9JRV9,4;4;4;2;2;2;1,4;4;4;2;2;2;1,4;4;4;2;2;2;1,Ubiquitin-like modifier-activating enzyme 5,UBA5,sp|Q9GZZ9|UBA5_HUMAN Ubiquitin-like modifier-activating enzyme 5 OS=Homo sapiens OX=9606 GN=UBA5 PE=1 SV=1;tr|E7EWE1|E7EWE1_HUMAN Ubiquitin-like modifier-activating enzyme 5 OS=Homo sapiens OX=9606 GN=UBA5 PE=1 SV=1;tr|E7EQ61|E7EQ61_HUMAN Ubiquitin-like mo,4,4,13.1,404
HMGB3,-0.0070134237,0.979347039282624,0,O15347;E9PES6;E7ES08;E7EQU1,O15347;E9PES6;E7ES08;E7EQU1,3;3;3;3,3;3;3;3,3;3;3;3,High mobility group protein B3,HMGB3,sp|O15347|HMGB3_HUMAN High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4;tr|E9PES6|E9PES6_HUMAN High mobility group protein B3 (Fragment) OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=1;tr|E7ES08|E7ES08_HUMAN High mobility group protein B,3,3,15,200
EIF2B4,0.8825813419,0.533817342381513,0,E7ERK9;Q9UI10;A0A087WTA5;H7C2L8;A0A087WW69;F8W8L6,E7ERK9;Q9UI10;A0A087WTA5,6;5;5;2;2;1,6;5;5;2;2;1,6;5;5;2;2;1,Translation initiation factor eIF-2B subunit delta,EIF2B4,tr|E7ERK9|E7ERK9_HUMAN Translation initiation factor eIF-2B subunit delta OS=Homo sapiens OX=9606 GN=EIF2B4 PE=1 SV=1;sp|Q9UI10|EI2BD_HUMAN Translation initiation factor eIF-2B subunit delta OS=Homo sapiens OX=9606 GN=EIF2B4 PE=1 SV=2;tr|A0A087WTA5|A0A087W,6,6,16,544
EIF4G1,0.8043287061,0.0178506565642313,0,Q04637;E7EX73;E9PGM1;E7EUU4;C9JF13;H7C044;C9J6B6;C9J2Z7;C9K073;F8WCF2;C9JHW9;H7C0V6,Q04637;E7EX73;E9PGM1;E7EUU4,18;18;18;18;7;6;5;4;4;1;1;1,18;18;18;18;7;6;5;4;4;1;1;1,15;15;15;15;5;5;5;4;4;1;1;1,Eukaryotic translation initiation factor 4 gamma 1,EIF4G1,sp|Q04637|IF4G1_HUMAN Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=4;tr|E7EX73|E7EX73_HUMAN Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=1;tr|E9PGM1|E9PGM1_HUMA,18,15,13.7,1599
MAP4,0.7959704403,0.070007428443757,0,P27816;E7EVA0;H0Y2V1;F8W9U4;H7C4C5;B5MEG9;H7C456;A0A0J9YVV8;A0A0J9YW37,P27816;E7EVA0,19;19;9;9;8;7;3;1;1,19;19;9;9;8;7;3;1;1,19;19;9;9;8;7;3;1;1,Microtubule-associated protein 4;Microtubule-associated protein,MAP4,sp|P27816|MAP4_HUMAN Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3;tr|E7EVA0|E7EVA0_HUMAN Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=1,19,19,20.7,1152
CSTF2,1.6215065327,0.0135540620925289,1,P33240;E9PID8;E7EWR4;Q9H0L4;A0A0A0MT56,P33240;E9PID8;E7EWR4,9;9;9;4;4,9;9;9;4;4,9;9;9;4;4,Cleavage stimulation factor subunit 2,CSTF2,sp|P33240|CSTF2_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E9PID8|E9PID8_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E7EWR4|E7EWR4_HUMAN Cleavage stimulation facto,9,9,24.6,577
EIF4B,0.6194083308,0.0629191028153737,0,P23588;E7EX17;F8VX11;F8W0K0;F8VRU1;F8VYE9;F8VSC7;F8VP89,P23588;E7EX17;F8VX11;F8W0K0;F8VRU1;F8VYE9;F8VSC7;F8VP89,8;8;6;5;5;5;5;5,8;8;6;5;5;5;5;5,8;8;6;5;5;5;5;5,Eukaryotic translation initiation factor 4B,EIF4B,sp|P23588|IF4B_HUMAN Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=2;tr|E7EX17|E7EX17_HUMAN Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=1;tr|F8VX11|F8VX11_HUMAN Eukaryotic tran,8,8,16.4,611
DCTN1,0.4924739964,0.146933241540704,0,Q14203;E7EX90;E7EWF7;Q6AWB1;C9JZA4;C9JTE5;C9JJN7;C9JJD0;C9JKG6;E9PCY0,Q14203;E7EX90;E7EWF7,14;14;8;4;1;1;1;1;1;1,14;14;8;4;1;1;1;1;1;1,14;14;8;4;1;1;1;1;1;1,Dynactin subunit 1,DCTN1,sp|Q14203|DCTN1_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=3;tr|E7EX90|E7EX90_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=1;tr|E7EWF7|E7EWF7_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 ,14,14,12.5,1278
NACA,-0.1320194522,0.7662096451652,0,E9PAV3;F8VZJ2;F8W0W4;H0YHX9;Q13765;F8W1N5;F8VNW4;F8VZ58;Q9BZK3,E9PAV3;F8VZJ2;F8W0W4;H0YHX9;Q13765;F8W1N5;F8VNW4,7;7;7;7;7;6;6;3;2,7;7;7;7;7;6;6;3;2,7;7;7;7;7;6;6;3;2,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",NACA,"sp|E9PAV3|NACAM_HUMAN Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1;tr|F8VZJ2|F8VZJ2_HUMAN Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1",7,7,3.4,2078
OGDH,2.8515993962,0.0161670462139882,1,Q02218;E9PDF2;E9PCR7;E9PFG7;A0A0D9SFS3;C9J4G7,Q02218;E9PDF2;E9PCR7;E9PFG7;A0A0D9SFS3,7;7;7;6;6;1,7;7;7;6;6;1,6;6;6;5;5;1,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,"sp|Q02218|ODO1_HUMAN 2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3;tr|E9PDF2|E9PDF2_HUMAN 2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=1;tr|E9PCR7|E9PCR7_HUMAN 2-oxoglutarate de",7,6,11.4,1023
HNRNPH1,0.6794491555,0.0346254867260112,0,P31943;G8JLB6;E9PCY7;D6RBM0;E5RGV0;H0YB39;D6RIU0;D6RIT2;D6RAM1;D6R9T0;D6RFM3;D6RDU3;D6RJ04;D6RIH9;E7EN40;E7EQJ0;H0YBG7;H0YBD7;E5RGH4;D6RDL0;D6RF17;H0YAQ2;D6R9D3;E5RJ94,P31943;G8JLB6;E9PCY7;D6RBM0;E5RGV0;H0YB39;D6RIU0;D6RIT2,15;15;15;9;8;8;8;8;7;7;7;7;7;7;6;6;6;6;4;4;4;3;3;2,8;8;8;5;4;3;5;6;5;5;5;5;5;5;4;5;3;3;1;4;4;1;3;2,8;8;8;5;4;3;5;6;5;5;5;5;5;5;4;5;3;3;1;4;4;1;3;2,"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",HNRNPH1,sp|P31943|HNRH1_HUMAN Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4;tr|G8JLB6|G8JLB6_HUMAN Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=1;tr|E9PCY7|E9PCY7_HUMAN Heterogeneous ,15,8,37.6,449
FUBP1,0.6331686166,0.0616370972393582,0,Q96AE4;E9PEB5;C9JSZ1,Q96AE4;E9PEB5;C9JSZ1,21;21;11,21;21;11,17;17;10,Far upstream element-binding protein 1,FUBP1,sp|Q96AE4|FUBP1_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3;tr|E9PEB5|E9PEB5_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=1;tr|C9JSZ1|C9JSZ1_HUMAN Far upstream element-bin,21,17,31.2,644
ITGB6,-0.9256265279,0.0892417811265828,0,P18564;E9PEE8;A0A087WXP3,P18564;E9PEE8;A0A087WXP3,2;2;1,2;2;1,2;2;1,Integrin beta-6;Integrin beta,ITGB6,sp|P18564|ITB6_HUMAN Integrin beta-6 OS=Homo sapiens OX=9606 GN=ITGB6 PE=1 SV=2;tr|E9PEE8|E9PEE8_HUMAN Integrin beta OS=Homo sapiens OX=9606 GN=ITGB6 PE=1 SV=1;tr|A0A087WXP3|A0A087WXP3_HUMAN Integrin beta OS=Homo sapiens OX=9606 GN=ITGB6 PE=1 SV=1,2,2,6.1,788
DLAT,1.7243164785,0.0016250522453364,1,P10515;H0YDD4;E9PEJ4,P10515;H0YDD4;E9PEJ4,6;6;6,6;6;6,6;6;6,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial;Acetyltransferase component of pyruvate dehydrogenase complex",DLAT,"sp|P10515|ODP2_HUMAN Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=3;tr|H0YDD4|H0YDD4_HUMAN Acetyltransferase component of pyruvate dehydrogenase complex (Fr",6,6,13.1,647
TSN,0.8633501346,0.0641691390297189,0,Q15631;E9PGT1;H7C1D4;A0A0J9YVW2,Q15631;E9PGT1;H7C1D4,7;7;4;1,7;7;4;1,7;7;4;1,Translin,TSN,sp|Q15631|TSN_HUMAN Translin OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1;tr|E9PGT1|E9PGT1_HUMAN Translin OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1;tr|H7C1D4|H7C1D4_HUMAN Translin (Fragment) OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1,7,7,45.6,228
COPS8,1.659296398,0.172662778334616,0,Q99627;E9PGT6;F8WEF2;H7C3S9,Q99627;E9PGT6,5;5;2;2,5;5;2;2,5;5;2;2,COP9 signalosome complex subunit 8,COPS8,sp|Q99627|CSN8_HUMAN COP9 signalosome complex subunit 8 OS=Homo sapiens OX=9606 GN=COPS8 PE=1 SV=1;tr|E9PGT6|E9PGT6_HUMAN COP9 signalosome complex subunit 8 OS=Homo sapiens OX=9606 GN=COPS8 PE=1 SV=1,5,5,25.4,209
SSR2,-1.5670801254,0.00851596854562276,1,P43308;E9PNP2;E9PQJ7;E9PLP2;E9PN13;E9PQ05;E9PJ35;E9PQI4,P43308;E9PNP2;E9PQJ7;E9PLP2;E9PN13;E9PQ05;E9PJ35;E9PQI4,2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2,Translocon-associated protein subunit beta,SSR2,sp|P43308|SSRB_HUMAN Translocon-associated protein subunit beta OS=Homo sapiens OX=9606 GN=SSR2 PE=1 SV=1;tr|E9PNP2|E9PNP2_HUMAN Translocon-associated protein subunit beta OS=Homo sapiens OX=9606 GN=SSR2 PE=1 SV=1;tr|E9PQJ7|E9PQJ7_HUMAN Translocon-associat,2,2,8.7,183
EEF1D,-0.4977506374,0.16435004374735,0,P29692;E9PK01;A0A087X1X7;E9PRY8;E9PI39;E9PPR1;E9PL12;E9PQ49;E9PMW7;H0YCK7;E9PIZ1;E9PQZ1;E9PL71;E9PN91;E9PK06;E9PK72;H0YE72;H0YE58;E9PKK3;E9PQC9;E9PJD0;E9PNW6,P29692;E9PK01;A0A087X1X7;E9PRY8;E9PI39;E9PPR1;E9PL12;E9PQ49;E9PMW7;H0YCK7;E9PIZ1;E9PQZ1;E9PL71,17;17;16;16;13;13;13;13;12;11;10;9;9;8;7;5;4;4;3;3;1;1,17;17;16;16;13;13;13;13;12;11;10;9;9;8;7;5;4;4;3;3;1;1,17;17;16;16;13;13;13;13;12;11;10;9;9;8;7;5;4;4;3;3;1;1,Elongation factor 1-delta,EEF1D,sp|P29692|EF1D_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5;tr|E9PK01|E9PK01_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1;tr|A0A087X1X7|A0A087X1X7_HUMAN Elongation factor 1-delta OS=Hom,17,17,60.1,281
