WSB1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
EBNA1BP2,0.0026238244,0.985455528856001,0,Q99848;H7C2Q8,Q99848;H7C2Q8,4;4,4;4,4;4,Probable rRNA-processing protein EBP2,EBNA1BP2,"sp|Q99848|EBP2_HUMAN Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2;tr|H7C2Q8|H7C2Q8_HUMAN EBNA1 binding protein 2, isoform CRA_d OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=1",4,4,18.6,306
ATP2A2,0.0198602063,0.926763134603082,0,P16615;H7C5W9;O14983;Q93084,P16615;H7C5W9,8;8;2;2,8;8;2;2,8;8;2;2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,sp|P16615|AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1;tr|H7C5W9|H7C5W9_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (Fragment) OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,8,8,10.7,1042
NSF,-0.6168438146,0.0457464376546853,0,P46459;I3L0N3;I3L0L3,P46459;I3L0N3,10;10;2,10;10;2,10;10;2,Vesicle-fusing ATPase,NSF,sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3;tr|I3L0N3|I3L0N3_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=1,10,10,16.8,744
SLC25A11,-0.4005022168,0.0321081205781777,0,Q02978;I3L1P8,Q02978;I3L1P8,1;1,1;1,1;1,Mitochondrial 2-oxoglutarate/malate carrier protein,SLC25A11,sp|Q02978|M2OM_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3;tr|I3L1P8|I3L1P8_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein (Fragment) OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=1,1,1,5.1,314
EIF5A;EIF5AL1;EIF5A2,-0.275352121,0.0500124964786122,0,P63241;I3L397;I3L504;Q6IS14;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5,P63241;I3L397;I3L504;Q6IS14;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5,12;12;12;11;10;10;10;10,12;12;12;11;10;10;10;10,12;12;12;11;10;10;10;10,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1-like;Eukaryotic translation initiation factor 5A-2,EIF5A;EIF5AL1;EIF5A2,sp|P63241|IF5A1_HUMAN Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2;tr|I3L397|I3L397_HUMAN Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8;tr|I3L504|I3L504_HUMAN E,12,12,50,154
RPS15A,0.512617687,0.00519473318077092,0,P62244;I3L3P7;I3L246;H3BV27;H3BT37;I3L303;H3BVC7,P62244;I3L3P7;I3L246,10;10;7;3;3;3;3,10;10;7;3;3;3;3,4;4;1;1;1;1;3,40S ribosomal protein S15a,RPS15A,sp|P62244|RS15A_HUMAN 40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2;tr|I3L3P7|I3L3P7_HUMAN 40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=1;tr|I3L246|I3L246_HUMAN 40S ribosomal protein S15a OS=Homo sapiens OX=,10,4,50,130
SRSF2,0.089218921,0.412196118627299,0,Q01130;J3QL05;J3KP15;Q9BRL6,Q01130;J3QL05;J3KP15,7;7;7;1,7;7;7;1,7;7;7;1,Serine/arginine-rich splicing factor 2,SRSF2,sp|Q01130|SRSF2_HUMAN Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4;tr|J3QL05|J3QL05_HUMAN Serine/arginine-rich-splicing factor 2 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=1;tr|J3KP15|J3KP15_HUMAN Serine/argini,7,7,26.2,221
OLA1,0.2252425961,0.119322490125021,0,Q9NTK5;J3KQ32;C9JTK6;C9JCJ9,Q9NTK5;J3KQ32,10;10;3;2,10;10;3;2,10;10;3;2,Obg-like ATPase 1,OLA1,sp|Q9NTK5|OLA1_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2;tr|J3KQ32|J3KQ32_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=1,10,10,34.1,396
SUMF2,-0.3244775346,0.0739673518819935,0,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;E9PBT8;H7C3B2;F8WA42;J3QT17;F8WEX5;E9PG02;F8WES7;F8WEV7,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;E9PBT8;H7C3B2;F8WA42;J3QT17,7;7;6;6;6;6;5;5;5;4;3;3;2;1,7;7;6;6;6;6;5;5;5;4;3;3;2;1,7;7;6;6;6;6;5;5;5;4;3;3;2;1,Sulfatase-modifying factor 2,SUMF2,sp|Q8NBJ7|SUMF2_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=2;tr|J3KQJ1|J3KQJ1_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=1;tr|C9JL30|C9JL30_HUMAN ,7,7,33.9,301
APOL2,0.7352340723,0.102462227147342,0,Q9BQE5;J3KQL8;E9PM95,Q9BQE5;J3KQL8,3;3;1,3;3;1,3;3;1,Apolipoprotein L2,APOL2,sp|Q9BQE5|APOL2_HUMAN Apolipoprotein L2 OS=Homo sapiens OX=9606 GN=APOL2 PE=1 SV=1;tr|J3KQL8|J3KQL8_HUMAN Apolipoprotein L2 OS=Homo sapiens OX=9606 GN=APOL2 PE=1 SV=2,3,3,15.1,337
RPL36AL;RPL36A;RPL36A-HNRNPH2,0.2379759808,0.0584025356171556,0,Q969Q0;P83881;J3KQN4;H0Y5B4;H7BZ11;R4GN19,Q969Q0;P83881;J3KQN4;H0Y5B4;H7BZ11,4;4;4;3;3;1,4;4;4;3;3;1,4;4;4;3;3;1,60S ribosomal protein L36a-like;60S ribosomal protein L36a,RPL36AL;RPL36A;RPL36A-HNRNPH2,sp|Q969Q0|RL36L_HUMAN 60S ribosomal protein L36a-like OS=Homo sapiens OX=9606 GN=RPL36AL PE=1 SV=3;sp|P83881|RL36A_HUMAN 60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2;tr|J3KQN4|J3KQN4_HUMAN 60S ribosomal protein L36a OS=Homo sapien,4,4,19.8,106
IARS,-0.1732670552,0.168645715490421,0,P41252;J3KR24;A0A0A0MSX9;Q5TCD1;Q5TCC6,P41252;J3KR24;A0A0A0MSX9,25;25;23;3;2,25;25;23;3;2,25;25;23;3;2,"Isoleucine--tRNA ligase, cytoplasmic",IARS,"sp|P41252|SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2;tr|J3KR24|J3KR24_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=1;tr|A0A0A0MSX9|A0A0A0MSX9_HUMAN Isoleucine--tRNA liga",25,25,22.8,1262
CBX1,-0.3170726175,0.0394776435255421,0,P83916;J3KS05;B5MD17;K7ELA4;C9JWS9,P83916;J3KS05;B5MD17;K7ELA4,6;6;5;4;2,5;5;4;3;2,5;5;4;3;2,Chromobox protein homolog 1,CBX1,sp|P83916|CBX1_HUMAN Chromobox protein homolog 1 OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=1;tr|J3KS05|J3KS05_HUMAN Chromobox protein homolog 1 (Fragment) OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=8;tr|B5MD17|B5MD17_HUMAN Chromobox protein homolog 1 (Fragment),6,5,41.6,185
ZNF207,0.2479209839,0.150433098274872,0,O43670;J3KS31;J3QRS9;X6R4W8,O43670;J3KS31;J3QRS9;X6R4W8,2;2;2;2,2;2;2;2,2;2;2;2,BUB3-interacting and GLEBS motif-containing protein ZNF207,ZNF207,sp|O43670|ZN207_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1;tr|J3KS31|J3KS31_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 (Fragment) OS=Homo sapiens OX=9606 GN=ZNF207 PE=1,2,2,2.9,478
NT5C,-0.4810568362,0.113869809169729,0,Q8TCD5;J3KSY6;J3KSX6;J3KRC4,Q8TCD5;J3KSY6;J3KSX6;J3KRC4,2;2;1;1,2;2;1;1,2;2;1;1,"5(3)-deoxyribonucleotidase, cytosolic type",NT5C,"sp|Q8TCD5|NT5C_HUMAN 5(3)-deoxyribonucleotidase, cytosolic type OS=Homo sapiens OX=9606 GN=NT5C PE=1 SV=2;tr|J3KSY6|J3KSY6_HUMAN 5(3)-deoxyribonucleotidase, cytosolic type OS=Homo sapiens OX=9606 GN=NT5C PE=1 SV=1;tr|J3KSX6|J3KSX6_HUMAN 5(3)-deoxyrib",2,2,10.9,201
HN1,0.105671978,0.315302542721631,0,Q9UK76;J3KT51;F2Z3M5;J3KSH8,Q9UK76;J3KT51,8;8;3;2,8;8;3;2,8;8;3;2,"Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed",HN1,sp|Q9UK76|JUPI1_HUMAN Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3;tr|J3KT51|J3KT51_HUMAN Jupiter microtubule-associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=1,8,8,50.6,154
DDX5,-0.2212339354,0.146265537065366,0,P17844;J3KTA4;J3KRZ1;J3QSF1;J3QRQ7;J3KRX8;J3KTQ4;X6RLV5;J3QR02;J3QLG9;J3QR62;J3QRN5,P17844;J3KTA4,40;40;16;13;10;4;4;3;3;1;1;1,40;40;16;13;10;4;4;3;3;1;1;1,28;28;5;7;7;4;4;3;3;1;1;1,Probable ATP-dependent RNA helicase DDX5,DDX5,sp|P17844|DDX5_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1;tr|J3KTA4|J3KTA4_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,40,28,57.8,614
RPL19,0.1049942963,0.316972496309083,0,P84098;J3QR09;J3KTE4,P84098;J3QR09;J3KTE4,13;13;13,13;13;13,13;13;13,60S ribosomal protein L19;Ribosomal protein L19,RPL19,sp|P84098|RL19_HUMAN 60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1;tr|J3QR09|J3QR09_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1;tr|J3KTE4|J3KTE4_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 ,13,13,42.9,196
SRSF1,0.1762509634,0.159108336897238,0,Q07955;J3KTL2;J3KSR8;J3QQV5;J3KSW7,Q07955;J3KTL2,16;16;6;5;5,16;16;6;5;5,15;15;6;5;5,Serine/arginine-rich splicing factor 1,SRSF1,sp|Q07955|SRSF1_HUMAN Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2;tr|J3KTL2|J3KTL2_HUMAN Serine/arginine-rich-splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=1,16,15,55.2,248
CHERP,0.133570449,0.391291831693943,0,Q8IWX8;J3QK89,Q8IWX8;J3QK89,7;7,7;7,7;7,Calcium homeostasis endoplasmic reticulum protein,CHERP,sp|Q8IWX8|CHERP_HUMAN Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=3;tr|J3QK89|J3QK89_HUMAN Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=1,7,7,10.8,916
SNRPB;SNRPN,-0.0859239259,0.396284948269994,0,P14678;P63162;J3QLE5;J3KRY3;S4R3P3,P14678;P63162;J3QLE5;J3KRY3;S4R3P3,4;4;4;3;3,4;4;4;3;3,4;4;4;3;3,Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N,SNRPB;SNRPN,sp|P14678|RSMB_HUMAN Small nuclear ribonucleoprotein-associated proteins B and B OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2;sp|P63162|RSMN_HUMAN Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens OX=9606 GN=SNRPN PE=1 SV=1;tr|J3QLE5|J3QL,4,4,17.1,240
MRPS23,-0.061271907,0.715936235931665,0,Q9Y3D9;J3QLR8,Q9Y3D9;J3QLR8,5;5,5;5,5;5,"28S ribosomal protein S23, mitochondrial",MRPS23,"sp|Q9Y3D9|RT23_HUMAN 28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=2;tr|J3QLR8|J3QLR8_HUMAN 28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=1",5,5,18.4,190
RAB31;RAB22A,-0.6811514039,0.0330686226132464,0,Q13636;Q9UL26;J3QR51,Q13636;Q9UL26;J3QR51,2;2;2,2;2;2,2;2;2,Ras-related protein Rab-31;Ras-related protein Rab-22A,RAB31;RAB22A,sp|Q13636|RAB31_HUMAN Ras-related protein Rab-31 OS=Homo sapiens OX=9606 GN=RAB31 PE=1 SV=1;sp|Q9UL26|RB22A_HUMAN Ras-related protein Rab-22A OS=Homo sapiens OX=9606 GN=RAB22A PE=1 SV=2;tr|J3QR51|J3QR51_HUMAN Ras-related protein Rab-31 OS=Homo sapiens OX=9,2,2,11.3,194
MYL12B;MYL12A,0.3123870704,0.0556075470503939,0,O14950;P19105;J3QRS3;J3KTJ1,O14950;P19105;J3QRS3;J3KTJ1,5;5;5;3,5;5;5;3,2;2;2;0,Myosin regulatory light chain 12B;Myosin regulatory light chain 12A,MYL12B;MYL12A,sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2;sp|P19105|ML12A_HUMAN Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2;tr|J3QRS3|J3QRS3_HUMAN Myosin regulatory light chain 12A,5,2,40.1,172
YES1;SRC,-0.485257539,0.016461985135189,0,P07947;J3QRU1;P12931;P06239;Q573B4,P07947;J3QRU1;P12931,5;5;3;1;1,5;5;3;1;1,3;3;1;0;0,Tyrosine-protein kinase Yes;Non-specific protein-tyrosine kinase;Proto-oncogene tyrosine-protein kinase Src,YES1;SRC,sp|P07947|YES_HUMAN Tyrosine-protein kinase Yes OS=Homo sapiens OX=9606 GN=YES1 PE=1 SV=3;tr|J3QRU1|J3QRU1_HUMAN Tyrosine-protein kinase OS=Homo sapiens OX=9606 GN=YES1 PE=1 SV=1;sp|P12931|SRC_HUMAN Proto-oncogene tyrosine-protein kinase Src OS=Homo sapien,5,3,11.8,543
BUB3,-0.3882815976,0.0309469812214574,0,O43684;J3QT28;J3QSX4,O43684;J3QT28;J3QSX4,10;10;5,10;10;5,10;10;5,Mitotic checkpoint protein BUB3,BUB3,sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1;tr|J3QT28|J3QT28_HUMAN Mitotic checkpoint protein BUB3 (Fragment) OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1;tr|J3QSX4|J3QSX4_HUMAN Mitotic checkpoint protein BUB,10,10,36.9,328
FMNL1,0.0889746271,0.709882513725387,0,O95466;K7EJE6;K7EK60;A0A0A0MR62,O95466;K7EJE6;K7EK60;A0A0A0MR62,2;2;2;1,2;2;2;1,2;2;2;1,Formin-like protein 1,FMNL1,sp|O95466|FMNL1_HUMAN Formin-like protein 1 OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=3;tr|K7EJE6|K7EJE6_HUMAN Formin-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=1;tr|K7EK60|K7EK60_HUMAN Formin-like protein 1 OS=Homo sapiens OX=9606 G,2,2,1.9,1100
LONP1,-0.6263495178,0.0397454456996366,0,P36776;K7EJE8;K7EKE6;K7ER27;K7EQF8,P36776;K7EJE8;K7EKE6,11;11;11;5;2,11;11;11;5;2,11;11;11;5;2,"Lon protease homolog, mitochondrial",LONP1,"sp|P36776|LONM_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=2;tr|K7EJE8|K7EJE8_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=1;tr|K7EKE6|K7EKE6_HUMAN Lon protease homolog, mitochond",11,11,11.4,959
RPS15,0.3668488746,0.0217389744836418,0,P62841;K7ELC2;K7EM56;A0A0B4J2B4;K7EJ78;S4R417;K7EQJ5;S4R456,P62841;K7ELC2;K7EM56;A0A0B4J2B4;K7EJ78;S4R417;K7EQJ5;S4R456,5;5;4;4;4;4;4;3,5;5;4;4;4;4;4;3,5;5;4;4;4;4;4;3,40S ribosomal protein S15,RPS15,sp|P62841|RS15_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|K7ELC2|K7ELC2_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=1;tr|K7EM56|K7EM56_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 G,5,5,60.7,145
PRKCSH,-0.0519315478,0.725271303778215,0,P14314;K7ELL7;K7EPW7;A0A0C4DGP4;K7EKX1;K7EJ70,P14314;K7ELL7,12;12;5;5;3;3,12;12;5;5;3;3,12;12;5;5;3;3,Glucosidase 2 subunit beta,PRKCSH,sp|P14314|GLU2B_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2;tr|K7ELL7|K7ELL7_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=1,12,12,20.1,528
SEH1L,-0.0190169314,0.87596402313252,0,Q96EE3;K7ELV2;K7ENI5;K7EP88;K7EPZ5,Q96EE3;K7ELV2;K7ENI5;K7EP88,4;4;2;2;1,4;4;2;2;1,4;4;2;2;1,Nucleoporin SEH1,SEH1L,sp|Q96EE3|SEH1_HUMAN Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=3;tr|K7ELV2|K7ELV2_HUMAN Nucleoporin SEH1 (Fragment) OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=1;tr|K7ENI5|K7ENI5_HUMAN Nucleoporin SEH1 (Fragment) OS=Homo sapiens OX=9606 GN=SEH,4,4,16.7,360
PARK7,-0.3886172269,0.0274125041061707,0,Q99497;K7ELW0;K7EN27,Q99497;K7ELW0,15;15;6,15;15;6,15;15;6,Protein deglycase DJ-1,PARK7,sp|Q99497|PARK7_HUMAN Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2;tr|K7ELW0|K7ELW0_HUMAN Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=1,15,15,75.1,189
EIF1;EIF1B,-0.1564652729,0.246861630886321,0,P41567;K7EM18;O60739;K7EQP2,P41567;K7EM18;O60739;K7EQP2,4;4;3;2,4;4;3;2,4;4;3;2,Eukaryotic translation initiation factor 1;Eukaryotic translation initiation factor 1b,EIF1;EIF1B,sp|P41567|EIF1_HUMAN Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1;tr|K7EM18|K7EM18_HUMAN Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1;sp|O60739|EIF1B_HUMAN Eukaryotic translati,4,4,65.5,113
PIN1,-0.7235624367,0.253211306384205,0,Q13526;K7EN45;K7EMU7,Q13526;K7EN45;K7EMU7,2;2;1,2;2;1,2;2;1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,sp|Q13526|PIN1_HUMAN Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Homo sapiens OX=9606 GN=PIN1 PE=1 SV=1;tr|K7EN45|K7EN45_HUMAN Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Homo sapiens OX=9606 GN=PIN1 PE=1 SV=1;tr|K7EMU7|K7EMU7_HUMAN Pep,2,2,18.4,163
U2AF2,-0.1626747366,0.525871740292122,0,K7ENG2;P26368,K7ENG2;P26368,4;3,4;3,4;3,Splicing factor U2AF 65 kDa subunit,U2AF2,tr|K7ENG2|K7ENG2_HUMAN U2 snRNP auxiliary factor large subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=1;sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4,4,4,30.9,307
TBCB,-0.3074709511,0.0593050388114035,0,Q99426;K7EP07;K7EK42;A0A494C0X0,Q99426;K7EP07;K7EK42;A0A494C0X0,3;3;2;2,3;3;2;2,3;3;2;2,Tubulin-folding cofactor B,TBCB,sp|Q99426|TBCB_HUMAN Tubulin-folding cofactor B OS=Homo sapiens OX=9606 GN=TBCB PE=1 SV=2;tr|K7EP07|K7EP07_HUMAN Tubulin-folding cofactor B (Fragment) OS=Homo sapiens OX=9606 GN=TBCB PE=1 SV=8;tr|K7EK42|K7EK42_HUMAN Tubulin-folding cofactor B OS=Homo sapie,3,3,19.7,244
DNAJC7,-0.2819666718,0.0477656354820762,0,Q99615;K7EPP7;K7ESP1;K7EIH8;K7ER44;K7EJE9;K7EJL5;K7EN19;K7EJV7;K7EK03;K7ELJ8;K7EJ24,Q99615;K7EPP7;K7ESP1;K7EIH8;K7ER44,5;5;5;4;3;2;2;2;2;2;2;1,5;5;5;4;3;2;2;2;2;2;2;1,5;5;5;4;3;2;2;2;2;2;2;1,DnaJ homolog subfamily C member 7,DNAJC7,sp|Q99615|DNJC7_HUMAN DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=2;tr|K7EPP7|K7EPP7_HUMAN DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=1;tr|K7ESP1|K7ESP1_HUMAN DnaJ homolog subfamily C member ,5,5,12.1,494
TXNL1,0.0984995322,0.341788909932763,0,O43396;K7ER96;K7EME7;K7EML9,O43396;K7ER96,3;3;1;1,3;3;1;1,3;3;1;1,Thioredoxin-like protein 1,TXNL1,sp|O43396|TXNL1_HUMAN Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3;tr|K7ER96|K7ER96_HUMAN Thioredoxin-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=1,3,3,14.9,289
EIF3K,0.143692909,0.402423569263394,0,Q9UBQ5;K7ERF1;K7ES31;A0A087WVB9;K7EQM4;K7EK53,Q9UBQ5;K7ERF1;K7ES31,7;7;6;3;2;1,7;7;6;3;2;1,7;7;6;3;2;1,Eukaryotic translation initiation factor 3 subunit K,EIF3K,sp|Q9UBQ5|EIF3K_HUMAN Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1;tr|K7ERF1|K7ERF1_HUMAN Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1;tr|K7ES31|K7ES31_HU,7,7,32.6,218
COPE,0.0819297423,0.463677940217424,0,O14579;M0QXB4;M0R061,O14579;M0QXB4;M0R061,6;6;5,6;6;5,6;6;5,Coatomer subunit epsilon,COPE,"sp|O14579|COPE_HUMAN Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=3;tr|M0QXB4|M0QXB4_HUMAN Coatomer protein complex, subunit epsilon, isoform CRA_g OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=1;tr|M0R061|M0R061_HUMAN Coatomer subunit epsilo",6,6,33.1,308
ETHE1,0.0708182411,0.705088659619622,0,O95571;M0QXB5;M0QY80;M0QX80,O95571;M0QXB5;M0QY80,5;5;3;1,5;5;3;1,5;5;3;1,"Persulfide dioxygenase ETHE1, mitochondrial",ETHE1,"sp|O95571|ETHE1_HUMAN Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens OX=9606 GN=ETHE1 PE=1 SV=2;tr|M0QXB5|M0QXB5_HUMAN Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens OX=9606 GN=ETHE1 PE=1 SV=1;tr|M0QY80|M0QY80_HUMAN Persulfide dio",5,5,26.8,254
MYDGF,-0.2387152658,0.107184152569518,0,Q969H8;M0QXF7;M0QYN0,Q969H8;M0QXF7;M0QYN0,4;4;4,4;4;4,4;4;4,Myeloid-derived growth factor,MYDGF,sp|Q969H8|MYDGF_HUMAN Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QXF7|M0QXF7_HUMAN Myeloid-derived growth factor (Fragment) OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QYN0|M0QYN0_HUMAN Myeloid-derived growth factor O,4,4,23.1,173
SLC1A5,-0.621832986,0.0349093452489373,0,Q15758;M0QXM4;M0QX44,Q15758;M0QXM4,3;3;1,3;3;1,3;3;1,Neutral amino acid transporter B(0);Amino acid transporter,SLC1A5,sp|Q15758|AAAT_HUMAN Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2;tr|M0QXM4|M0QXM4_HUMAN Amino acid transporter OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=1,3,3,7.9,541
SH3GL1,-0.2866677408,0.263297846603688,0,Q99961;M0QYE0;M0R0I3;Q99962;M0R2K6,Q99961;M0QYE0;M0R0I3,4;4;4;1;1,4;4;4;1;1,4;4;4;1;1,Endophilin-A2,SH3GL1,sp|Q99961|SH3G1_HUMAN Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1;tr|M0QYE0|M0QYE0_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=8;tr|M0R0I3|M0R0I3_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE,4,4,11.7,368
HNRNPM,-0.6355338771,0.184160278651884,0,M0QZM1,M0QZM1,19,1,1,,HNRNPM,tr|M0QZM1|M0QZM1_HUMAN Heterogeneous nuclear ribonucleoprotein M (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1,19,1,66.1,383
