Gene_names,DCAF17_vs_zBirA_logFC,DCAF17_vs_zBirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_DCAF17_N1,Peptides_DCAF17_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_DCAF17_N1,Razor___unique_peptides_DCAF17_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_DCAF17_N1,Unique_peptides_DCAF17_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_DCAF17_N1,Identification_type_DCAF17_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_DCAF17_N1,Ratio_H_L_DCAF17_N2,X,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_DCAF17_N1,Ratio_H_L_normalized_DCAF17_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____DCAF17_N1,Ratio_H_L_variability_____DCAF17_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_DCAF17_N1,Ratio_H_L_count_DCAF17_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_DCAF17_N1,Ratio_H_L_iso_count_DCAF17_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_DCAF17_N1,Ratio_H_L_type_DCAF17_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_DCAF17_N1____,Sequence_coverage_DCAF17_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_DCAF17_N1,Intensity_L_DCAF17_N1,Intensity_H_DCAF17_N1,Intensity_DCAF17_N2,Intensity_L_DCAF17_N2,Intensity_H_DCAF17_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DCAF17_N1,metacell_Intensity_L_DCAF17_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
HSPH1,-1.16198443156332,0.026472710488364,Q92598;R4GN69,Q92598,29;4,26;4,6;4,Heat shock protein 105 kDa,sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,2,29,26,6,19,21,19,16,17,19,17,14,6,5,3,3,37.1,34.1,8.3,96.864,858,858;115,0.0,66.993,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33409,0.96578,30.066,68,28,Leave out requantified,0.32163,0.37984,0.17867,0.41379,,1.02,0.99422,0.4393,0.95531,44.765,17.41,61.193,27.95,17,21,17,13,6,7,10,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,25.3,28.7,30.2,23.7,5531100000,4155100000,1376000000,992300000,751980000,240320000,1782200000,1260600000,521660000,1597000000,1334700000,262330000,1159500000,807820000,351690000,,,,2455,703;704;2607;2886;2994;4363;4507;4858;5137;5138;5318;5319;6147;7059;7677;10811;10812;12320;12460;13022;14670;15671;16110;16511;16534;16535;16578;18873;19132,True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True,739;740;2787;3092;3201;4666;4813;5182;5481;5482;5682;5683;5684;6614;7623;8278;11650;11651;13242;13389;13986;15704;16759;17217;17638;17662;17663;17708;20172;20453,1976;1977;1978;1979;1980;1981;1982;1983;7761;8568;8569;8570;8804;8805;12371;12372;12373;12754;12755;12756;12757;13662;13663;14452;14453;14454;14962;14963;14964;14965;14966;14967;14968;17597;20342;20343;22131;22132;22133;31434;31435;31436;31437;31438;35564;35565;35566;35932;35933;37509;37510;37511;37512;41969;41970;41971;44819;44820;44821;44822;46032;46033;47174;47175;47176;47177;47178;47264;47265;47266;47267;47268;47269;47270;47271;47387;47388;54212;54213;54214;54215;54996,3579;3580;3581;3582;3583;3584;3585;3586;3587;3588;3589;3590;14559;16106;16107;16108;16109;16110;16111;16112;16113;16513;16514;16515;16516;22939;22940;22941;22942;22943;22944;22945;22946;23674;23675;23676;23677;23678;23679;23680;23681;23682;23683;23684;23685;23686;23687;23688;23689;25273;25274;25275;25276;26754;26755;26756;26757;26758;26759;27707;27708;27709;27710;27711;27712;27713;27714;27715;27716;27717;27718;27719;27720;27721;27722;27723;27724;27725;32705;32706;37855;37856;41322;41323;41324;58243;58244;58245;65557;65558;65559;65560;66262;66263;66264;66265;66266;69148;69149;69150;69151;77173;77174;77175;77176;77177;77178;77179;77180;77181;82276;82277;82278;82279;84527;84528;86582;86583;86584;86585;86586;86587;86588;86589;86590;86754;86755;86756;86757;86758;86759;86760;86761;86762;86962;86963;100513;100514;100515;100516;100517;100518;100519;100520;100521;100522;100523;100524;102097,3589;3590;14559;16111;16515;22945;23688;25275;26754;26758;27714;27725;32705;37856;41323;58243;58245;65558;66262;69151;77174;82277;84528;86587;86754;86761;86963;100514;102097,,,,,-1;-1,protein_2456,quanti,quanti,quanti,quanti
GCN1L1,-0.637655571682419,0.116102355071252,Q92616,Q92616,24,24,24,Translational activator GCN1,sp|Q92616|GCN1_HUMAN eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6,1,24,24,24,10,13,10,12,10,13,10,12,10,13,10,12,11.3,11.3,11.3,292.75,2671,2671,0.0,48.105,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33452,0.74265,23.409,44,26,Leave out requantified,0.25055,0.34136,0.28496,0.37788,,0.80198,0.78845,0.62803,0.8472,21.613,31.44,16.473,12.958,10,12,10,12,6,6,6,8,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,4.5,6.1,5.4,5.9,1509200000,956910000,552250000,188680000,134850000,53826000,383320000,253820000,129500000,454500000,270260000,184250000,482660000,297980000,184680000,,,,2456,66;1388;1947;2270;2435;2701;5090;6792;9056;10230;10824;10867;10877;10907;11671;12045;12508;13397;13990;14456;15892;16429;18756;19643,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,66;1485;2090;2439;2609;2889;5427;7318;9761;11027;11663;11708;11720;11751;12558;12950;13445;14374;14992;15475;16989;17551;20044;21000,167;168;169;170;4128;4129;4130;5868;5869;6850;7314;7315;7316;7317;8011;14305;14306;19493;19494;26197;29730;31475;31476;31477;31597;31598;31631;31706;33719;33720;34790;34791;36073;36074;38524;40154;40155;41389;45452;46933;53869;56495;56496;56497;56498,267;268;269;270;271;272;273;7662;7663;7664;11047;11048;11049;12917;13756;13757;13758;13759;13760;13761;13762;14982;26452;26453;26454;36164;36165;36166;48731;55107;58308;58309;58504;58505;58565;58696;62140;62141;62142;62143;62144;64169;64170;66515;66516;71004;74114;74115;76155;83430;86103;99857;104997;104998;104999;105000;105001;105002,269;7662;11049;12917;13758;14982;26453;36164;48731;55107;58309;58504;58565;58696;62144;64170;66516;71004;74115;76155;83430;86103;99857;104997,,,,,-1,protein_2457,quanti,quanti,quanti,quanti
NUP205,21.7802271494533,4.90055316468625e-08,Q92621;U3KQ97;U3KPX2,Q92621,5;1;1,5;1;1,5;1;1,Nuclear pore complex protein Nup205,sp|Q92621|NU205_HUMAN Nuclear pore complex protein Nup205 OS=Homo sapiens OX=9606 GN=NUP205 PE=1 SV=3,3,5,5,5,0,0,4,4,0,0,4,4,0,0,4,4,3.2,3.2,3.2,227.92,2012,2012;184;273,0.0,3.2681,,,By MS/MS,By MS/MS,0.35646,0.81808,19.321,9,3,Leave out requantified,,,0.2711,0.39347,,,,0.67704,0.81808,,,32.014,22.376,0,0,4,5,0,0,2,1,Median,Median,Median,Leave out requantified,0.0,0.0,2.5,2.7,359130000,268610000,90520000,0,0,0,0,0,0,161590000,127050000,34541000,197540000,141560000,55979000,,,,2457,1983;4148;10493;11538;11770,True;True;True;True;True,2127;4434;11312;12411;12659,5965;5966;11745;11746;11747;30544;30545;33354;33995,11209;21782;21783;56600;56601;61512;62601,11209;21782;56601;61512;62601,,,,,-1;-1;-1,protein_2458,quanti,quanti,imputed MEC,imputed MEC
MRPS31,21.2576444340043,1.22642640641454e-07,Q92665,Q92665,4,4,4,"28S ribosomal protein S31, mitochondrial","sp|Q92665|RT31_HUMAN 28S ribosomal protein S31, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS31 PE=1 SV=3",1,4,4,4,0,0,3,3,0,0,3,3,0,0,3,3,16.2,16.2,16.2,45.318,395,395,0.0,3.9887,,,By MS/MS,By MS/MS,0.24912,0.65532,39.168,6,3,Median,,,0.23152,0.25214,,,,0.80068,0.53635,,,46.054,41.149,0,0,3,3,0,0,2,1,Median,Median,Median,Median,0.0,0.0,9.4,12.4,265190000,191520000,73663000,0,0,0,0,0,0,164520000,117080000,47438000,100660000,74440000,26225000,,,,2458,8229;10960;11954;15197,True;True;True;True,8871;11808;12858;16252,23798;23799;31862;31863;34543;43412,44253;44254;58943;58944;63722;79648,44253;58944;63722;79648,,,,,-1,protein_2459,quanti,quanti,imputed MEC,imputed MEC
ANP32B,21.1230060229122,5.5093090825095e-07,Q92688,Q92688,3,3,3,Acidic leucine-rich nuclear phosphoprotein 32 family member B,sp|Q92688|AN32B_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens OX=9606 GN=ANP32B PE=1 SV=1,1,3,3,3,0,0,2,3,0,0,2,3,0,0,2,3,13.9,13.9,13.9,28.787,251,251,0.0,3.1902,,,By MS/MS,By MS/MS,0.27604,0.71858,38.508,5,2,Median,,,0.27071,0.28431,,,,0.77767,0.71858,,,17.906,51.411,0,0,2,3,0,0,0,2,Median,Median,Median,Median,0.0,0.0,13.9,13.9,261920000,178220000,83704000,0,0,0,0,0,0,88583000,62486000,26097000,173340000,115730000,57607000,,,,2459,7304;7305;10342,True;True;True,7877;7878;11150,20978;20979;20980;30076;30077,38973;38974;38975;38976;38977;38978;55810;55811,38974;38978;55811,,,,,-1,protein_2460,quanti,quanti,imputed MEC,imputed MEC
TFG,1.48904673480181,0.0104202577547877,Q92734;C9JTY3;C9JUE0;C9JJP5,Q92734;C9JTY3;C9JUE0;C9JJP5,4;3;3;3,4;3;3;3,4;3;3;3,Protein TFG,sp|Q92734|TFG_HUMAN Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2;tr|C9JTY3|C9JTY3_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JUE0|C9JUE0_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JJP5,4,4,4,4,1,1,3,3,1,1,3,3,1,1,3,3,16.2,16.2,16.2,43.447,400,400;128;157;181,0.0,4.3618,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.52861,1.3663,75.374,9,1,Leave out requantified,0.49587,0.94574,0.29546,0.29567,,1.6333,2.4348,0.76677,0.76985,,,138.76,24.484,1,1,4,3,1,0,0,0,Median,Median,Leave out requantified,Leave out requantified,4.2,4.2,12.0,12.0,534970000,303570000,231410000,36293000,23050000,13243000,34174000,16742000,17432000,284260000,140720000,143540000,180250000,123060000,57194000,,,,2460,10787;11612;13628;14701,True;True;True;True,11626;12495;14613;15737,31388;31389;33552;33553;33554;39189;39190;42066;42067,58177;58178;58179;61856;61857;61858;72331;72332;72333;77328,58179;61858;72333;77328,,,,,-1;-1;-1;-1,protein_2461,quanti,quanti,quanti,quanti
HDAC2,1.17809623064602,0.0072120022948075,Q92769;H3BM24;E5RFI6;E5RJ04;E5RGV4;E5RHE7;E5RH52;E5RG37;E5RFP9,Q92769,8;3;2;2;2;2;2;2;2,8;3;2;2;2;2;2;2;2,5;1;0;0;0;0;0;0;0,Histone deacetylase 2,sp|Q92769|HDAC2_HUMAN Histone deacetylase 2 OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=2,9,8,8,5,4,3,7,8,4,3,7,8,1,1,4,5,25.8,25.8,18.2,55.364,488,488;161;60;65;71;86;100;103;109,0.0,26.361,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37414,1.1287,20.571,27,9,Leave out requantified,0.43201,0.52008,0.3243,0.37706,,1.324,1.1923,0.98751,0.97369,16.078,28.534,17.766,23.677,4,3,11,9,0,1,5,3,Leave out requantified,Median,Leave out requantified,Leave out requantified,11.1,8.6,20.3,25.8,2550700000,1769800000,780880000,204110000,137160000,66948000,195880000,138450000,57435000,1156700000,813650000,343030000,994020000,680560000,313470000,,,,2462,9906;10128;12843;14412;15553;16877;20216;20746,True;True;True;True;True;True;True;True,10685;10918;13798;15431;16631;18022;21593;22152,28797;28798;29447;29448;37032;37033;37034;37035;37036;41285;41286;41287;41288;44438;44439;44440;44441;44442;44443;48287;48288;48289;48290;58047;58048;58049;59564,53396;53397;54610;54611;54612;68169;68170;68171;68172;68173;68174;68175;68176;68177;76009;76010;81619;81620;81621;81622;81623;81624;81625;81626;81627;88789;88790;88791;107664;107665;107666;110410;110411,53396;54611;68169;76009;81622;88789;107666;110410,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2463,quanti,quanti,quanti,quanti
SYMPK,1.65218123587543,0.00647285564962059,Q92797;A0A087WUE9;M0R3C7;M0R033,Q92797;A0A087WUE9;M0R3C7,5;4;3;1,5;4;3;1,5;4;3;1,Symplekin,sp|Q92797|SYMPK_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=2;tr|A0A087WUE9|A0A087WUE9_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1;tr|M0R3C7|M0R3C7_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1,4,5,5,5,1,1,4,4,1,1,4,4,1,1,4,4,6.3,6.3,6.3,141.15,1274,1274;1058;673;95,0.00051099,2.091,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30248,0.74407,202.13,11,3,Leave out requantified,0.22597,0.24952,0.2914,0.30058,,0.81661,0.6955,0.74362,0.77713,,,202.15,33.64,1,1,5,4,0,0,1,2,Median,Median,Leave out requantified,Median,1.6,1.6,5.1,5.1,1122600000,788640000,333930000,65737000,53126000,12611000,54102000,40364000,13737000,499720000,334960000,164760000,503010000,360180000,142820000,,,,2463,986;9962;11362;14860;17895,True;True;True;True;True,1045;10745;12229;15900;19102,2830;2831;2832;2833;2834;28965;32920;32921;42487;42488;51250,5153;5154;53731;60778;60779;78009;78010;78011;94778,5154;53731;60778;78011;94778,,,,,-1;-1;-1;-1,protein_2464,quanti,quanti,quanti,quanti
GGH,21.6715743938196,2.25812465622884e-07,Q92820,Q92820,4,4,4,Gamma-glutamyl hydrolase,sp|Q92820|GGH_HUMAN Gamma-glutamyl hydrolase OS=Homo sapiens OX=9606 GN=GGH PE=1 SV=2,1,4,4,4,0,0,3,4,0,0,3,4,0,0,3,4,17.3,17.3,17.3,35.964,318,318,0.0,5.6349,,,By MS/MS,By MS/MS,0.46516,0.97069,38.05,7,2,Leave out requantified,,,0.49339,0.46516,,,,1.1056,0.97069,,,40.89,32.577,0,0,3,4,0,0,1,1,Median,Median,Median,Leave out requantified,0.0,0.0,14.5,17.3,591520000,254880000,336640000,0,0,0,0,0,0,158720000,99680000,59042000,432800000,155200000,277600000,,,,2465,13335;15531;19678;20759,True;True;True;True,14311;16608;21037;22165,38356;38357;44372;44373;56591;56592;59605,70700;70701;70702;70703;70704;70705;70706;81439;81440;81441;81442;105194;105195;105196;110483,70700;81440;105194;110483,,,,,-1,protein_2466,quanti,quanti,imputed MEC,imputed MEC
RAD50,-0.583652704857606,0.373854717097144,Q92878;A0A494C1B7;A0A1W2PQ90;E7ESD9;A0A494BZX5;A0A494C122;E7EN38;A0A494C0Y7;A0A494BZW0;E9PM98,Q92878;A0A494C1B7;A0A1W2PQ90;E7ESD9;A0A494BZX5;A0A494C122;E7EN38,6;5;5;3;3;3;3;2;1;1,6;5;5;3;3;3;3;2;1;1,6;5;5;3;3;3;3;2;1;1,DNA repair protein RAD50,sp|Q92878|RAD50_HUMAN DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1;tr|A0A494C1B7|A0A494C1B7_HUMAN DNA repair protein RAD50 (Fragment) OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1;tr|A0A1W2PQ90|A0A1W2PQ90_HUMAN Zinc-hook domain-containi,10,6,6,6,3,2,2,1,3,2,2,1,3,2,2,1,5.4,5.4,5.4,153.89,1312,1312;894;1213;551;606;659;660;482;47;102,0.00048286,1.7275,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36734,0.96592,32.761,6,3,Leave out requantified,0.39911,0.4304,0.32398,0.36734,,1.0689,0.97774,1.0333,0.96592,44.399,,,,3,1,1,1,1,1,1,0,Plateau,Median,Median,Median,2.2,1.8,2.5,0.7,181980000,127350000,54634000,49833000,34248000,15585000,21902000,15807000,6095000,66001000,49640000,16361000,44247000,27654000,16593000,,,,2467,10284;10712;11151;12805;18343;19924,True;True;True;True;True;True,11084;11549;12010;13757;19585;21293,29885;31192;31193;32368;36906;52536;57293;57294,55391;57852;57853;57854;59848;67902;97353;106401;106402;106403;106404,55391;57852;59848;67902;97353;106402,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2468,quanti,quanti,quanti,quanti
UFD1L,-0.488517191624169,0.394940986818188,Q92890;C9J6N9;C9IZG3,Q92890,5;2;2,5;2;2,5;2;2,Ubiquitin fusion degradation protein 1 homolog,sp|Q92890|UFD1_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3,3,5,5,5,2,2,3,4,2,2,3,4,2,2,3,4,18.9,18.9,18.9,34.5,307,307;135;190,0.0,9.0329,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.85791,2.5466,12.388,10,2,Leave out requantified,0.75193,0.97127,0.75577,1.0,,2.4811,2.5315,2.0521,2.5623,11.975,4.794,26.95,26.218,2,2,2,4,0,0,0,2,Median,Median,Median,Median,11.4,11.4,11.4,15.6,476030000,250410000,225620000,75946000,40113000,35833000,85605000,47673000,37932000,85808000,48469000,37338000,228670000,114150000,114520000,,,,2469,5069;7600;9205;10966;12346,True;True;True;True;True,5404;8189;9924;11814;13271,14248;14249;21866;26652;26653;31879;31880;35639;35640;35641;35642,26333;26334;40747;49453;49454;49455;49456;49457;58972;58973;58974;58975;65694;65695;65696;65697;65698;65699;65700;65701;65702;65703;65704;65705;65706;65707;65708;65709;65710,26334;40747;49457;58974;65697,,,,,-1;-1;-1,protein_2470,quanti,quanti,quanti,quanti
UPF1,0.172264477266598,0.753185541541074,Q92900,Q92900,13,13,13,Regulator of nonsense transcripts 1,sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,1,13,13,13,8,4,7,7,8,4,7,7,8,4,7,7,14.0,14.0,14.0,124.34,1129,1129,0.0,31.118,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36557,0.83449,21.68,23,8,Leave out requantified,0.30569,0.41689,0.33839,0.36551,,0.74805,0.92955,0.7745,0.85937,36.285,7.5282,21.862,17.561,7,3,7,6,3,0,3,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,8.9,3.8,7.5,6.9,744460000,509370000,235090000,127620000,91898000,35724000,70930000,48318000,22612000,315130000,228860000,86274000,230780000,140300000,90479000,,,,2471,763;2432;3337;4797;10604;10910;11922;13763;16168;17793;17851;19054;20261,True;True;True;True;True;True;True;True;True;True;True;True;True,803;2606;3571;5117;11430;11754;12825;14754;17278;18992;19058;20370;21641,2156;2157;7297;7298;7299;9715;9716;13495;13496;30863;30864;31712;31713;31714;34449;34450;34451;39555;39556;46183;50926;50927;51118;54780;54781;58185,3941;3942;3943;13734;13735;13736;13737;18193;18194;24969;24970;57139;58702;58703;58704;63528;63529;72993;84776;94070;94071;94072;94533;101690;101691;101692;107901;107902,3942;13734;18194;24970;57139;58703;63529;72993;84776;94071;94533;101692;107901,,,,,-1,protein_2472,quanti,quanti,quanti,quanti
SMARCC1,2.0154679842107,0.00341166298502896,Q92922;F8WE13,Q92922,8;2,8;2,5;2,SWI/SNF complex subunit SMARCC1,sp|Q92922|SMRC1_HUMAN SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3,2,8,8,5,2,3,7,6,2,3,7,6,1,2,4,3,10.9,10.9,8.0,122.87,1105,1105;133,0.0,21.078,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.43318,1.1474,24.586,19,2,Leave out requantified,0.44966,0.5869,0.4287,0.32536,,1.0356,1.3802,1.1665,0.82973,18.67,43.064,9.1342,13.689,2,3,7,7,0,0,0,2,Median,Leave out requantified,Leave out requantified,Leave out requantified,3.9,4.6,10.1,9.0,739670000,521660000,218010000,26182000,17189000,8993100,55502000,34260000,21242000,376430000,256330000,120100000,281550000,213880000,67676000,,,,2473,16;142;1380;3661;5145;15635;15875;17356,True;True;True;True;True;True;True;True,16;145;1476;3918;5489;16721;16970;16971;18535,43;44;45;46;378;4107;4108;10574;14465;14466;44728;44729;45394;45395;45396;45397;45398;45399;49702;49703,70;71;72;73;74;75;76;77;78;79;701;702;7606;7607;7608;19758;26769;26770;26771;26772;82102;82103;83295;83296;83297;83298;83299;83300;83301;83302;83303;83304;83305;91726;91727,75;701;7608;19758;26770;82102;83300;91726,,,,,-1;-1,protein_2474,quanti,quanti,quanti,quanti
TNPO1,-0.375723282869792,0.341519547563464,Q92973;E7EW37;O14787;A0A075B780;K7ENW1;K7ESC1;S4R398,Q92973,11;4;3;3;2;2;2,11;4;3;3;2;2;2,11;4;3;3;2;2;2,Transportin-1,sp|Q92973|TNPO1_HUMAN Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2,7,11,11,11,7,6,5,8,7,6,5,8,7,6,5,8,16.5,16.5,16.5,102.35,898,898;136;897;766;85;109;193,0.0,14.4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38158,0.9522,17.009,27,6,Leave out requantified,0.32216,0.38917,0.28531,0.46947,,0.92493,1.0345,0.91712,1.2171,17.407,32.682,28.188,17.464,8,7,4,8,2,3,0,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,8.8,7.5,6.9,12.4,1181800000,841090000,340740000,172890000,129930000,42965000,227950000,162210000,65746000,286090000,210910000,75179000,494900000,338050000,156850000,,,,2475,852;4932;9599;9728;10283;14449;15427;15849;15850;15980;17273,True;True;True;True;True;True;True;True;True;True;True,897;5260;10357;10496;11083;15468;16499;16944;16945;17083;18447,2441;13877;13878;27938;28307;28308;29881;29882;29883;29884;41371;41372;44092;44093;45331;45332;45333;45334;45335;45336;45337;45338;45713;45714;49467;49468;49469;49470,4446;4447;25650;25651;25652;25653;51761;52454;55385;55386;55387;55388;55389;55390;76133;76134;80881;80882;80883;80884;83199;83200;83201;83202;83203;83204;83205;83206;83207;83208;83910;83911;83912;83913;83914;91228;91229;91230;91231;91232;91233;91234;91235;91236;91237;91238;91239;91240,4447;25653;51761;52454;55390;76134;80883;83203;83206;83910;91231,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2476,quanti,quanti,quanti,quanti
EMG1,1.62820052461769,0.0125485285648512,Q92979;V9GYP5;A0A087WWQ2;A0A087WVM7,Q92979;V9GYP5;A0A087WWQ2,5;4;4;1,5;4;4;1,5;4;4;1,Ribosomal RNA small subunit methyltransferase NEP1,sp|Q92979|NEP1_HUMAN Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=4;tr|V9GYP5|V9GYP5_HUMAN Ribosomal RNA small subunit methyltransferase NEP1 (Fragment) OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=2;tr|A0A087WWQ2|A,4,5,5,5,1,1,4,4,1,1,4,4,1,1,4,4,29.5,29.5,29.5,26.72,244,244;217;223;149,0.0,5.5928,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.59777,1.6574,31.686,9,2,Leave out requantified,0.59344,0.57341,0.50091,0.71566,,2.0649,1.6432,1.2699,1.8039,,,31.502,60.164,1,1,4,3,0,0,1,1,Median,Median,Leave out requantified,Median,4.1,4.1,23.8,21.3,937060000,720100000,216960000,51198000,28892000,22306000,84547000,60762000,23785000,465630000,377090000,88540000,335690000,253360000,82331000,,,,2476,191;752;3838;18490;18619,True;True;True;True;True,199;791;4102;19741;19890,527;528;529;530;2119;2120;10995;52984;53422;53423,963;964;965;966;967;968;969;3839;3840;20469;98141;98957;98958;98959;98960,967;3840;20469;98141;98957,,,,,-1;-1;-1;-1,protein_2477,quanti,quanti,quanti,quanti
ATP6V0A1,19.4109868673597,1.0661493811798e-06,Q93050;K7EM24;K7EN36;K7EPG4;B7Z641;B7Z2A9;K7EQW2;K7ELZ6,Q93050;K7EM24;K7EN36;K7EPG4;B7Z641;B7Z2A9,3;2;2;2;2;2;1;1,3;2;2;2;2;2;1;1,3;2;2;2;2;2;1;1,V-type proton ATPase 116 kDa subunit a isoform 1;V-type proton ATPase subunit a,sp|Q93050|VPP1_HUMAN V-type proton ATPase 116 kDa subunit a1 OS=Homo sapiens OX=9606 GN=ATP6V0A1 PE=1 SV=3;tr|K7EM24|K7EM24_HUMAN V-type proton ATPase subunit a (Fragment) OS=Homo sapiens OX=9606 GN=ATP6V0A1 PE=1 SV=1;tr|K7EN36|K7EN36_HUMAN V-type proton A,8,3,3,3,0,0,1,2,0,0,1,2,0,0,1,2,3.6,3.6,3.6,96.412,837,837;130;195;198;788;794;68;93,0.00048591,1.7611,,,By MS/MS,By MS/MS,0.38178,0.88301,14.885,3,2,Median,,,0.40088,0.36336,,,,0.96387,0.79795,,,,14.325,0,0,1,2,0,0,1,1,Median,Median,Median,Median,0.0,0.0,1.3,2.3,81073000,55034000,26039000,0,0,0,0,0,0,26767000,18382000,8384600,54306000,36652000,17654000,,,,2478,3003;9959;13122,True;True;True,3210;10742;14093,8827;28959;37785,16554;53724;69632,16554;53724;69632,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_2479,quanti,quanti,imputed MEC,imputed MEC
