GNB2_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
EIF4E,0.4890188351,0.315486620056714,0,P06730;D6RBW1;H0Y8J7;A6NMX2;D6RHE2;H0Y8X3,P06730;D6RBW1;H0Y8J7,6;6;5;1;1;1,6;6;5;1;1;1,6;6;5;1;1;1,Eukaryotic translation initiation factor 4E,EIF4E,sp|P06730|IF4E_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2;tr|D6RBW1|D6RBW1_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=1;tr|H0Y8J7|H0Y8J7_HUMAN Eukaryotic tran,6,6,17.5,217
SEPT11,-0.1677548767,0.234788031748718,0,Q9NVA2;D6RGI3;D6RER5;D6RDU5;Q14141;D6RDP1;D6R9Y6;B1AMS2;H0Y961;H0Y9G8,Q9NVA2;D6RGI3;D6RER5;D6RDU5,12;12;12;10;4;4;4;4;2;1,12;12;12;10;4;4;4;4;2;1,8;8;8;6;1;4;4;1;1;1,Septin-11,SEPT11,"sp|Q9NVA2|SEP11_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3;tr|D6RGI3|D6RGI3_HUMAN Septin 11, isoform CRA_b OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=1;tr|D6RER5|D6RER5_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=1;tr|D6",12,8,38.2,429
SEC31A,0.1794898611,0.366522760219087,0,O94979;D6REX3;D6RHZ5;H7BXG7;H0YAF5;H0Y9T9;H0Y8W8,O94979;D6REX3;D6RHZ5;H7BXG7,8;8;6;6;2;2;2,8;8;6;6;2;2;2,6;6;4;4;2;2;2,Protein transport protein Sec31A,SEC31A,sp|O94979|SC31A_HUMAN Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=3;tr|D6REX3|D6REX3_HUMAN Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=1;tr|D6RHZ5|D6RHZ5_HUMAN Protein transport protein Sec31A O,8,6,8.7,1220
CYB5B,-0.264247955,0.240829260956596,0,O43169;D6RFH4;H3BUX2;J3QR91,O43169;D6RFH4;H3BUX2;J3QR91,3;3;3;2,3;3;3;2,3;3;3;2,Cytochrome b5 type B,CYB5B,sp|O43169|CYB5B_HUMAN Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=3;tr|D6RFH4|D6RFH4_HUMAN Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=2;tr|H3BUX2|H3BUX2_HUMAN Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 S,3,3,31.3,150
THOC3,-0.6248667226,0.00659204701581624,0,Q96J01;D6RGZ2,Q96J01;D6RGZ2,2;2,2;2,2;2,THO complex subunit 3,THOC3,sp|Q96J01|THOC3_HUMAN THO complex subunit 3 OS=Homo sapiens OX=9606 GN=THOC3 PE=1 SV=1;tr|D6RGZ2|D6RGZ2_HUMAN THO complex subunit 3 OS=Homo sapiens OX=9606 GN=THOC3 PE=1 SV=1,2,2,12,351
PAIP1,0.0350387843,0.930789788322938,0,D6RJF2;D6RJ02;Q9H074;D6RD97;D6R9H8;D6REB4,D6RJF2;D6RJ02,3;2;1;1;1;1,3;2;1;1;1;1,3;2;1;1;1;1,,PAIP1,tr|D6RJF2|D6RJF2_HUMAN Polyadenylate-binding protein-interacting protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=PAIP1 PE=1 SV=1;tr|D6RJ02|D6RJ02_HUMAN Polyadenylate-binding protein-interacting protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=PAIP1 PE=1 SV=,3,3,26.5,200
CIRBP,-0.0327081071,0.869249358290682,0,Q14011;K7ENX8;K7ELV6;K7EJV5;K7ELT6;K7EJV1;K7EMY9;K7EPM4;K7ER40;K7EQR7;D6W5Y5,Q14011;K7ENX8;K7ELV6;K7EJV5;K7ELT6;K7EJV1;K7EMY9;K7EPM4;K7ER40;K7EQR7;D6W5Y5,2;2;2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2;2;2,Cold-inducible RNA-binding protein,CIRBP,sp|Q14011|CIRBP_HUMAN Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1;tr|K7ENX8|K7ENX8_HUMAN Cold-inducible RNA-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=2;tr|K7ELV6|K7ELV6_HUMAN Cold-inducible RNA-bi,2,2,23.3,172
PFDN1,0.9525224989,0.00991137598975922,0,O60925;E5RGS4;D6RGG5,O60925;E5RGS4,5;5;1,5;5;1,5;5;1,Prefoldin subunit 1,PFDN1,sp|O60925|PFD1_HUMAN Prefoldin subunit 1 OS=Homo sapiens OX=9606 GN=PFDN1 PE=1 SV=2;tr|E5RGS4|E5RGS4_HUMAN Prefoldin subunit 1 OS=Homo sapiens OX=9606 GN=PFDN1 PE=1 SV=1,5,5,31.1,122
TCEB1,0.0598803726,0.620704987794453,0,Q15369;E5RHG8,Q15369;E5RHG8,6;6,6;6,4;4,Transcription elongation factor B polypeptide 1,TCEB1,sp|Q15369|ELOC_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1;tr|E5RHG8|E5RHG8_HUMAN Elongin-C (Fragment) OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1,6,4,64.3,112
RPL30,0.24829545,0.094621500118867,0,P62888;E5RI99;E5RJH3;A0A0C4DH44,P62888;E5RI99,15;15;7;7,15;15;7;7,11;11;7;5,60S ribosomal protein L30,RPL30,sp|P62888|RL30_HUMAN 60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2;tr|E5RI99|E5RI99_HUMAN 60S ribosomal protein L30 (Fragment) OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=1,15,11,79.1,115
SLC39A14,-0.3851132868,0.0276046690870365,0,Q15043;E5RIP4;E5RFZ8;E5RGA7;E5RJ40;E5RJG5,Q15043;E5RIP4;E5RFZ8;E5RGA7;E5RJ40;E5RJG5,2;2;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,Zinc transporter ZIP14,SLC39A14,sp|Q15043|S39AE_HUMAN Metal cation symporter ZIP14 OS=Homo sapiens OX=9606 GN=SLC39A14 PE=1 SV=3;tr|E5RIP4|E5RIP4_HUMAN Metal cation symporter ZIP14 (Fragment) OS=Homo sapiens OX=9606 GN=SLC39A14 PE=1 SV=2;tr|E5RFZ8|E5RFZ8_HUMAN Metal cation symporter ZIP1,2,2,6.7,492
ITGA2,-0.3764394431,0.352107429187237,0,P17301;E7EMF1;E7ESP4;E9PB77,P17301;E7EMF1;E7ESP4;E9PB77,4;4;4;3,4;4;4;3,4;4;4;3,Integrin alpha-2,ITGA2,sp|P17301|ITA2_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1;tr|E7EMF1|E7EMF1_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1;tr|E7ESP4|E7ESP4_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1;tr|E9PB77,4,4,3.2,1181
SEPT7,0.0542289806,0.673991668559752,0,Q16181;E7ES33;E7EPK1;G3V1Q4;A0A0U1RRE1;A0A0U1RRH9;A0A5F9ZGZ7;A0A0U1RRD1;Q6ZU15,Q16181;E7ES33;E7EPK1;G3V1Q4,10;10;10;8;4;3;3;2;1,10;10;10;8;4;3;3;2;1,10;10;10;8;4;3;3;2;1,Septin-7,SEPT7,sp|Q16181|SEPT7_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;tr|E7ES33|E7ES33_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=3;tr|E7EPK1|E7EPK1_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;tr|G3V1Q4|G3V1Q4_HUMAN Sep,10,10,29.1,437
MRPS25,1.2065434957,0.0587381161042749,0,P82663;E7EPW2,P82663;E7EPW2,2;2,2;2,2;2,"28S ribosomal protein S25, mitochondrial",MRPS25,"sp|P82663|RT25_HUMAN 28S ribosomal protein S25, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS25 PE=1 SV=1;tr|E7EPW2|E7EPW2_HUMAN 28S ribosomal protein S25, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS25 PE=1 SV=1",2,2,11,173
NAA50,-0.2361638048,0.367834492606658,0,Q9GZZ1;E7EQ69,Q9GZZ1;E7EQ69,2;2,2;2,2;2,N-alpha-acetyltransferase 50,NAA50,sp|Q9GZZ1|NAA50_HUMAN N-alpha-acetyltransferase 50 OS=Homo sapiens OX=9606 GN=NAA50 PE=1 SV=1;tr|E7EQ69|E7EQ69_HUMAN N-alpha-acetyltransferase 50 OS=Homo sapiens OX=9606 GN=NAA50 PE=1 SV=1,2,2,17.2,169
GPX8,0.3307397847,0.0897573931438098,0,Q8TED1;E7ETY7,Q8TED1;E7ETY7,1;1,1;1,1;1,Probable glutathione peroxidase 8;Glutathione peroxidase,GPX8,sp|Q8TED1|GPX8_HUMAN Probable glutathione peroxidase 8 OS=Homo sapiens OX=9606 GN=GPX8 PE=1 SV=2;tr|E7ETY7|E7ETY7_HUMAN Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX8 PE=1 SV=1,1,1,5.7,209
EIF4G1,-0.2298429144,0.103329474389117,0,Q04637;E7EX73;E9PGM1;E7EUU4;H7C044;C9JF13;C9J6B6;C9J2Z7;C9K073;F8WCF2;C9JHW9;H7C0V6,Q04637;E7EX73;E9PGM1;E7EUU4,17;17;17;17;6;5;3;2;2;1;1;1,17;17;17;17;6;5;3;2;2;1;1;1,14;14;14;14;5;3;3;2;2;1;1;1,Eukaryotic translation initiation factor 4 gamma 1,EIF4G1,sp|Q04637|IF4G1_HUMAN Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=4;tr|E7EX73|E7EX73_HUMAN Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=1;tr|E9PGM1|E9PGM1_HUMA,17,14,12.4,1599
MAP4,0.3965720586,0.117135532924251,0,P27816;E7EVA0;H0Y2V1;H7C4C5;F8W9U4;B5MEG9;H7C456;A0A0J9YVV8;A0A0J9YW37,P27816;E7EVA0;H0Y2V1;H7C4C5;F8W9U4,14;14;7;7;7;6;2;1;1,14;14;7;7;7;6;2;1;1,14;14;7;7;7;6;2;1;1,Microtubule-associated protein 4;Microtubule-associated protein,MAP4,sp|P27816|MAP4_HUMAN Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3;tr|E7EVA0|E7EVA0_HUMAN Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=1;tr|H0Y2V1|H0Y2V1_HUMAN Microtubule-associated protein (Fragment),14,14,17.5,1152
EIF4B,-0.1219795966,0.392564242775338,0,P23588;E7EX17;F8VX11;F8W0K0;F8VRU1;F8VYE9;F8VSC7;F8VP89,P23588;E7EX17;F8VX11;F8W0K0;F8VRU1;F8VYE9;F8VSC7;F8VP89,5;5;4;3;3;3;3;3,5;5;4;3;3;3;3;3,5;5;4;3;3;3;3;3,Eukaryotic translation initiation factor 4B,EIF4B,sp|P23588|IF4B_HUMAN Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=2;tr|E7EX17|E7EX17_HUMAN Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=1;tr|F8VX11|F8VX11_HUMAN Eukaryotic tran,5,5,8.8,611
CALD1,-0.1717218628,0.732300761716248,0,E7EX44;Q05682;E9PGZ1;C9J813,E7EX44;Q05682;E9PGZ1;C9J813,8;7;7;6,8;7;7;6,8;7;7;6,Caldesmon,CALD1,tr|E7EX44|E7EX44_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;sp|Q05682|CALD1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3;tr|E9PGZ1|E9PGZ1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;tr|C9J813|C9J813_HUMAN Caldes,8,8,17.6,557
NACA,-0.0009302331,0.996563214517631,0,E9PAV3;F8W1N5;F8VZJ2;F8VNW4;F8W0W4;H0YHX9;Q13765;F8VZ58;Q9BZK3,E9PAV3;F8W1N5;F8VZJ2;F8VNW4;F8W0W4;H0YHX9;Q13765,5;5;5;5;5;5;5;2;1,5;5;5;5;5;5;5;2;1,5;5;5;5;5;5;5;2;1,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",NACA,"sp|E9PAV3|NACAM_HUMAN Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1;tr|F8W1N5|F8W1N5_HUMAN Nascent polypeptide-associated complex subunit alpha (Fragment) OS=Homo sapiens OX=9606 GN=NAC",5,5,2.6,2078
CCNB1,-0.0087664574,0.971212507392546,0,P14635;E9PC90;H0YA62,P14635;E9PC90;H0YA62,2;2;1,2;2;1,2;2;1,G2/mitotic-specific cyclin-B1,CCNB1,sp|P14635|CCNB1_HUMAN G2/mitotic-specific cyclin-B1 OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1;tr|E9PC90|E9PC90_HUMAN G2/mitotic-specific cyclin-B1 (Fragment) OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1;tr|H0YA62|H0YA62_HUMAN G2/mitotic-specific cyclin-B1 (,2,2,6.2,433
OGDH,-0.1331842106,0.446683208989872,0,Q02218;E9PDF2;E9PCR7;A0A0D9SFS3;E9PFG7;Q9ULD0;C9J4G7,Q02218;E9PDF2;E9PCR7;A0A0D9SFS3;E9PFG7,19;19;19;18;16;6;2,19;19;19;18;16;6;2,19;19;19;18;16;6;2,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,"sp|Q02218|ODO1_HUMAN 2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3;tr|E9PDF2|E9PDF2_HUMAN 2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=1;tr|E9PCR7|E9PCR7_HUMAN 2-oxoglutarate de",19,19,22.7,1023
SMC4,0.0711663729,0.695508828944246,0,Q9NTJ3;E9PD53;C9JR83;C9J9E4;C9JWF0;C9IYK2;C9JJ64;C9JVD8;C9J578,Q9NTJ3;E9PD53;C9JR83,8;8;5;3;2;2;2;1;1,8;8;5;3;2;2;2;1;1,8;8;5;3;2;2;2;1;1,Structural maintenance of chromosomes protein 4;Structural maintenance of chromosomes protein,SMC4,sp|Q9NTJ3|SMC4_HUMAN Structural maintenance of chromosomes protein 4 OS=Homo sapiens OX=9606 GN=SMC4 PE=1 SV=2;tr|E9PD53|E9PD53_HUMAN Structural maintenance of chromosomes protein OS=Homo sapiens OX=9606 GN=SMC4 PE=1 SV=1;tr|C9JR83|C9JR83_HUMAN Structural ,8,8,8.3,1288
MYO1B,-0.178593825,0.265419507414881,0,O43795;E9PDF6;A0A0U1RRI3;C9JUP5;C9JYW1;H7C2Y7;E7EQD9,O43795;E9PDF6,7;7;2;1;1;1;1,7;7;2;1;1;1;1,6;6;2;1;1;1;1,Unconventional myosin-Ib,MYO1B,sp|O43795|MYO1B_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3;tr|E9PDF6|E9PDF6_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=1,7,6,8.1,1136
SUCLG2,-0.3925890511,0.212740066874096,0,Q96I99;E9PDQ8;H0Y852,Q96I99;E9PDQ8,9;9;3,9;9;3,9;9;3,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCLG2,"sp|Q96I99|SUCB2_HUMAN Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2;tr|E9PDQ8|E9PDQ8_HUMAN Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 ",9,9,22.9,432
MRPS17;hCG_1984214,-0.1199844217,0.386016362525398,0,Q9Y2R5;E9PE17;I3L0E3,Q9Y2R5;E9PE17;I3L0E3,1;1;1,1;1;1,1;1;1,"28S ribosomal protein S17, mitochondrial",MRPS17;hCG_1984214,"sp|Q9Y2R5|RT17_HUMAN 28S ribosomal protein S17, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS17 PE=1 SV=1;tr|E9PE17|E9PE17_HUMAN 28S ribosomal protein S17, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPS17 PE=1 SV=1;tr|I3L0E3|I3L0E3_HUMAN HCG19842",1,1,6.9,130
FUBP1,0.0949197825,0.456870526789963,0,Q96AE4;E9PEB5;C9JSZ1,Q96AE4;E9PEB5,26;26;11,26;26;11,22;22;10,Far upstream element-binding protein 1,FUBP1,sp|Q96AE4|FUBP1_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3;tr|E9PEB5|E9PEB5_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=1,26,22,49.7,644
NUP155,-0.1595161376,0.372388814067426,0,O75694;E9PF10;D6RA13,O75694;E9PF10,8;8;1,8;8;1,8;8;1,Nuclear pore complex protein Nup155,NUP155,sp|O75694|NU155_HUMAN Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155 PE=1 SV=1;tr|E9PF10|E9PF10_HUMAN Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155 PE=1 SV=1,8,8,9.5,1391
NCAPH,-0.2225112971,0.411822372994594,0,Q15003;E9PHA2;C9J470;H7C415,Q15003;E9PHA2;C9J470,8;8;7;1,8;8;7;1,4;4;3;1,Condensin complex subunit 2,NCAPH,sp|Q15003|CND2_HUMAN Condensin complex subunit 2 OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=3;tr|E9PHA2|E9PHA2_HUMAN Condensin complex subunit 2 OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=1;tr|C9J470|C9J470_HUMAN Condensin complex subunit 2 (Fragment) OS=Homo ,8,4,13.6,741
THY1,-1.196322084,0.00971809213590223,1,P04216;E9PIM6;E9PNQ8;J3QRJ3,P04216;E9PIM6;E9PNQ8;J3QRJ3,3;3;3;2,3;3;3;2,3;3;3;2,Thy-1 membrane glycoprotein,THY1,sp|P04216|THY1_HUMAN Thy-1 membrane glycoprotein OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=2;tr|E9PIM6|E9PIM6_HUMAN Thy-1 membrane glycoprotein (Fragment) OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=8;tr|E9PNQ8|E9PNQ8_HUMAN Thy-1 membrane glycoprotein (Fragment),3,3,18.6,161
SSR2,-0.3447242674,0.115738616542491,0,P43308;E9PNP2;E9PQJ7;E9PLP2;E9PN13;E9PQ05;E9PJ35;E9PQI4,P43308;E9PNP2;E9PQJ7;E9PLP2;E9PN13;E9PQ05;E9PJ35;E9PQI4,2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2,Translocon-associated protein subunit beta,SSR2,sp|P43308|SSRB_HUMAN Translocon-associated protein subunit beta OS=Homo sapiens OX=9606 GN=SSR2 PE=1 SV=1;tr|E9PNP2|E9PNP2_HUMAN Translocon-associated protein subunit beta OS=Homo sapiens OX=9606 GN=SSR2 PE=1 SV=1;tr|E9PQJ7|E9PQJ7_HUMAN Translocon-associat,2,2,8.7,183
CLNS1A,0.3825183533,0.0403375716374178,0,P54105;E9PMI6;E9PJF4;J3KN38,P54105;E9PMI6;E9PJF4;J3KN38,2;2;2;2,2;2;2;2,2;2;2;2,Methylosome subunit pICln,CLNS1A,sp|P54105|ICLN_HUMAN Methylosome subunit pICln OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1;tr|E9PMI6|E9PMI6_HUMAN Methylosome subunit pICln OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1;tr|E9PJF4|E9PJF4_HUMAN Methylosome subunit pICln OS=Homo sapiens OX=9606,2,2,16,237
EEF1D,0.0521203485,0.709932683212241,0,P29692;E9PK01;A0A087X1X7;E9PRY8;E9PI39;E9PPR1;E9PL12;E9PQ49;E9PMW7;H0YCK7;E9PQZ1;E9PIZ1;E9PK06;E9PK72;H0YE72;H0YE58;E9PKK3;E9PQC9;E9PJD0;E9PNW6,P29692;E9PK01;A0A087X1X7;E9PRY8;E9PI39;E9PPR1;E9PL12;E9PQ49;E9PMW7;H0YCK7;E9PQZ1;E9PIZ1,20;20;18;18;15;15;15;15;14;12;11;11;8;6;5;5;4;4;2;2,20;20;18;18;15;15;15;15;14;12;11;11;8;6;5;5;4;4;2;2,10;10;10;10;5;5;5;5;5;5;5;5;2;2;5;5;0;4;0;0,Elongation factor 1-delta,EEF1D,sp|P29692|EF1D_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5;tr|E9PK01|E9PK01_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1;tr|A0A087X1X7|A0A087X1X7_HUMAN Elongation factor 1-delta OS=Hom,20,10,61.9,281
PRMT1,-0.1655884047,0.275924293049813,0,Q99873;E9PKG1;E9PIX6;E9PNR9;E9PQ98;H0YDE4;E9PMW9,Q99873;E9PKG1;E9PIX6;E9PNR9;E9PQ98;H0YDE4,9;9;6;5;5;5;1,9;9;6;5;5;5;1,9;9;6;5;5;5;1,Protein arginine N-methyltransferase 1,PRMT1,sp|Q99873|ANM1_HUMAN Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=3;tr|E9PKG1|E9PKG1_HUMAN Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=1;tr|E9PIX6|E9PIX6_HUMAN Protein arginine N-methyl,9,9,26.1,371
NDUFS8,0.3574023288,0.108290824153467,0,O00217;E9PN51;F8W9K7;E9PKH6;E9PPW7,O00217;E9PN51;F8W9K7;E9PKH6;E9PPW7,3;3;3;3;3,3;3;3;3;3,3;3;3;3;3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",NDUFS8,"sp|O00217|NDUS8_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1;tr|E9PN51|E9PN51_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Fragment) OS=Homo sapiens OX",3,3,17.6,210
NPEPPS,-0.2149771532,0.2227540231632,0,P55786;E9PLK3;H0YDG0;A6NEC2;E9PP11;H0YCQ5;E9PJ74;E9PRQ5,P55786;E9PLK3,20;20;7;6;3;1;1;1,20;20;7;6;3;1;1;1,20;20;7;6;3;1;1;1,Puromycin-sensitive aminopeptidase,NPEPPS,sp|P55786|PSA_HUMAN Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2;tr|E9PLK3|E9PLK3_HUMAN Aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=1,20,20,24.9,919
VKORC1,0.598905231,0.0137806931626817,0,Q9BQB6;I3L3B4;F8W9H0;E9PLN8,Q9BQB6;I3L3B4;F8W9H0;E9PLN8,1;1;1;1,1;1;1;1,1;1;1;1,Vitamin K epoxide reductase complex subunit 1,VKORC1,sp|Q9BQB6|VKOR1_HUMAN Vitamin K epoxide reductase complex subunit 1 OS=Homo sapiens OX=9606 GN=VKORC1 PE=1 SV=1;tr|I3L3B4|I3L3B4_HUMAN VKc domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1;tr|F8W9H0|F8W9H0_HUMAN Vitamin K epoxide reduc,1,1,8,163
FDFT1,-0.8305913251,0.0671842494920766,0,P37268;E9PNM1;A0A1W2PQ47;E9PJG4;E9PQ90;E9PNJ2;E9PSH1;E9PS69,P37268;E9PNM1;A0A1W2PQ47;E9PJG4,6;6;4;3;2;2;2;1,6;6;4;3;2;2;2;1,6;6;4;3;2;2;2;1,Squalene synthase,FDFT1,sp|P37268|FDFT_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1;tr|E9PNM1|E9PNM1_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1;tr|A0A1W2PQ47|A0A1W2PQ47_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=,6,6,18.2,417
FAU,-0.3622156077,0.0760725531831398,0,P62861;E9PR30,P62861;E9PR30,4;4,4;4,4;4,40S ribosomal protein S30,FAU,sp|P62861|RS30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1;tr|E9PR30|E9PR30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1,4,4,32.2,59
LSM8,-0.5058795421,0.022594379342139,0,O95777;F2Z2Y6;C9JNV3,O95777;F2Z2Y6;C9JNV3,2;2;1,2;2;1,2;2;1,U6 snRNA-associated Sm-like protein LSm8,LSM8,sp|O95777|LSM8_HUMAN U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=3;tr|F2Z2Y6|F2Z2Y6_HUMAN U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=1;tr|C9JNV3|C9JNV3_HUMAN U6 snRNA-associated Sm-,2,2,20.8,96
TMEM258,-0.1244068331,0.342495455457759,0,P61165;F5GWH5,P61165;F5GWH5,1;1,1;1,1;1,Transmembrane protein 258,TMEM258,sp|P61165|TM258_HUMAN Transmembrane protein 258 OS=Homo sapiens OX=9606 GN=TMEM258 PE=1 SV=1;tr|F5GWH5|F5GWH5_HUMAN Transmembrane protein 258 OS=Homo sapiens OX=9606 GN=TMEM258 PE=1 SV=1,1,1,10.1,79
MLEC,0.492620625,0.0840470773451872,0,Q14165;F5GX14;F5H1S8,Q14165;F5GX14;F5H1S8,2;2;1,2;2;1,2;2;1,Malectin,MLEC,sp|Q14165|MLEC_HUMAN Malectin OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1;tr|F5GX14|F5GX14_HUMAN Malectin OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1;tr|F5H1S8|F5H1S8_HUMAN Malectin (Fragment) OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1,2,2,8.6,292
