Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity WDTC1-N1,Intensity WDTC1-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
E9PFD9;Q92854;C9JD54;F5H044;C9JYS7;C9JFP1,E9PFD9;Q92854,3;2;1;1;1;1,3;2;1;1;1;1,3;2;1;1;1;1,Semaphorin-4D,SEMA4D,tr|E9PFD9|E9PFD9_HUMAN Semaphorin-4D OS=Homo sapiens OX=9606 GN=SEMA4D PE=1 SV=1;sp|Q92854|SEM4D_HUMAN Semaphorin-4D OS=Homo sapiens OX=9606 GN=SEMA4D PE=1 SV=1,3,3,10.2,23.7985754265353,23.8439310161428,25.2129323010252,24.6277293513644
Q8NEM2;I3L3Z1,Q8NEM2,3;1,3;1,3;1,SHC SH2 domain-binding protein 1,SHCBP1,sp|Q8NEM2|SHCBP_HUMAN SHC SH2 domain-binding protein 1 OS=Homo sapiens OX=9606 GN=SHCBP1 PE=1 SV=3,3,3,4.0,4.09524828417093,4.01027517941627,24.6874175477251,24.5788255080881
P55011;G3XAL9,P55011;G3XAL9,3;2,3;2,3;2,Solute carrier family 12 member 2,SLC12A2,"sp|P55011|S12A2_HUMAN Solute carrier family 12 member 2 OS=Homo sapiens OX=9606 GN=SLC12A2 PE=1 SV=1;tr|G3XAL9|G3XAL9_HUMAN Solute carrier family 12 (Sodium/potassium/chloride transporters), member 2, isoform CRA_a OS=Homo sapiens OX=9606 GN=SLC12A2 PE=1 S",3,3,3.8,4.09524828417093,4.01027517941627,25.0655430139324,23.8313242554478
Q9UP95;I3L4N6;Q9UHW9;B3KXX3;Q9H2X9;A0A1B0GVB1;H0YMQ9;H0YKQ8,Q9UP95;I3L4N6;Q9UHW9;B3KXX3,3;3;2;2;1;1;1;1,3;3;2;2;1;1;1;1,3;3;2;2;1;1;1;1,Solute carrier family 12 member 4;Solute carrier family 12 member 6,SLC12A4;SLC12A6,sp|Q9UP95|S12A4_HUMAN Solute carrier family 12 member 4 OS=Homo sapiens OX=9606 GN=SLC12A4 PE=1 SV=2;tr|I3L4N6|I3L4N6_HUMAN Solute carrier family 12 member 4 OS=Homo sapiens OX=9606 GN=SLC12A4 PE=1 SV=1;sp|Q9UHW9|S12A6_HUMAN Solute carrier family 12 member,3,3,3.4,4.09524828417093,4.01027517941627,22.464508857697,24.467870188648
P11169;Q8TDB8;F5GYR5,P11169;Q8TDB8,3;2;1,3;2;1,3;2;1,"Solute carrier family 2, facilitated glucose transporter member 3;Solute carrier family 2, facilitated glucose transporter member 14",SLC2A3;SLC2A14,"sp|P11169|GTR3_HUMAN Solute carrier family 2, facilitated glucose transporter member 3 OS=Homo sapiens OX=9606 GN=SLC2A3 PE=1 SV=1;sp|Q8TDB8|GTR14_HUMAN Solute carrier family 2, facilitated glucose transporter member 14 OS=Homo sapiens OX=9606 GN=SLC2A14 P",3,3,7.7,4.09524828417093,4.01027517941627,26.3959754548538,24.0834273860512
Q96QD8;F8VUY8,Q96QD8,3;1,3;1,3;1,Sodium-coupled neutral amino acid transporter 2,SLC38A2,sp|Q96QD8|S38A2_HUMAN Sodium-coupled neutral amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC38A2 PE=1 SV=2,3,3,10.5,4.09524828417093,4.01027517941627,26.2929684892414,25.9810033053832
O14745;J3QRP6,O14745;J3QRP6,3;2,3;2,3;2,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,SLC9A3R1,sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=4;tr|J3QRP6|J3QRP6_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (Fragment) OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=1,3,3,12.6,4.09524828417093,4.01027517941627,25.2110398649686,24.5131005940185
Q8IYB5;A0A087X1X9,Q8IYB5;A0A087X1X9,4;3,4;3,3;2,Stromal membrane-associated protein 1,SMAP1,sp|Q8IYB5|SMAP1_HUMAN Stromal membrane-associated protein 1 OS=Homo sapiens OX=9606 GN=SMAP1 PE=1 SV=2;tr|A0A087X1X9|A0A087X1X9_HUMAN Stromal membrane-associated protein 1 OS=Homo sapiens OX=9606 GN=SMAP1 PE=1 SV=1,4,3,9.4,25.7147108767955,24.420212109178,27.7500868386325,27.3818725591483
Q9H4L7;F8W9M2;D6RAY8,Q9H4L7,3;1;1,3;1;1,3;1;1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,SMARCAD1,sp|Q9H4L7|SMRCD_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens OX=9606 GN=SMARCAD1 PE=1 SV=2,3,3,4.0,4.09524828417093,4.01027517941627,24.6881649198259,23.8018346397202
Q8ND04;J3QRE1;J3KTD7,Q8ND04,3;1;1,3;1;1,3;1;1,Protein SMG8,SMG8,sp|Q8ND04|SMG8_HUMAN Protein SMG8 OS=Homo sapiens OX=9606 GN=SMG8 PE=1 SV=1,3,3,3.9,4.09524828417093,4.01027517941627,24.3452980334292,23.2289801158461
O75940,O75940,3,3,3,Survival of motor neuron-related-splicing factor 30,SMNDC1,sp|O75940|SPF30_HUMAN Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens OX=9606 GN=SMNDC1 PE=1 SV=1,3,3,20.6,4.09524828417093,4.01027517941627,25.4760539555603,24.1393833509397
O75391;I3L0X5;I3L4C3;I3L0Q5,O75391;I3L0X5;I3L4C3,3;3;2;1,3;3;2;1,3;3;2;1,Sperm-associated antigen 7,SPAG7,sp|O75391|SPAG7_HUMAN Sperm-associated antigen 7 OS=Homo sapiens OX=9606 GN=SPAG7 PE=1 SV=2;tr|I3L0X5|I3L0X5_HUMAN Sperm-associated antigen 7 OS=Homo sapiens OX=9606 GN=SPAG7 PE=1 SV=1;tr|I3L4C3|I3L4C3_HUMAN Sperm-associated antigen 7 OS=Homo sapiens OX=96,3,3,15.9,4.09524828417093,4.01027517941627,26.3947659491577,26.1144197452108
Q9UQ35;I3L1C0;A0A087X1W1;I3L1I8;I3L182;I3L4D8,Q9UQ35;I3L1C0;A0A087X1W1;I3L1I8;I3L182;I3L4D8,3;2;2;2;2;2,3;2;2;2;2;2,3;2;2;2;2;2,Serine/arginine repetitive matrix protein 2,SRRM2,sp|Q9UQ35|SRRM2_HUMAN Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2;tr|I3L1C0|I3L1C0_HUMAN Serine/arginine repetitive matrix protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=1;tr|A0A087X1W1|A0A087X1W1_H,3,3,2.0,23.8727688026717,23.7574559347419,4.51797218234219,4.43654697102791
Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,3;3;3,3;3;3,3;3;3,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,3,3,19.7,24.8195324306675,22.0189974644095,4.51797218234219,4.43654697102791
Q8N3U4;B1AMT4,Q8N3U4,7;3,3;1,3;1,Cohesin subunit SA-2,STAG2,sp|Q8N3U4|STAG2_HUMAN Cohesin subunit SA-2 OS=Homo sapiens OX=9606 GN=STAG2 PE=1 SV=3,7,3,5.8,4.09524828417093,4.01027517941627,24.2375390903086,24.0591193126479
P42226;A0A494C0T4;A0A1W2PNW1;H0YJH6;Q5FBW6;G3V2L2;G3V2M3;G3V2H4;G3V5I8;G3V568;G3V370;G3V5K5,P42226;A0A494C0T4;A0A1W2PNW1;H0YJH6,3;3;3;3;1;1;1;1;1;1;1;1,3;3;3;3;1;1;1;1;1;1;1;1,3;3;3;3;1;1;1;1;1;1;1;1,Signal transducer and activator of transcription 6,STAT6,sp|P42226|STAT6_HUMAN Signal transducer and activator of transcription 6 OS=Homo sapiens OX=9606 GN=STAT6 PE=1 SV=1;tr|A0A494C0T4|A0A494C0T4_HUMAN Signal transducer and activator of transcription OS=Homo sapiens OX=9606 GN=STAT6 PE=1 SV=1;tr|A0A1W2PNW1|A0A,3,3,4.4,4.09524828417093,4.01027517941627,25.1437098607147,23.6758373246865
O75683,O75683,3,3,3,Surfeit locus protein 6,SURF6,sp|O75683|SURF6_HUMAN Surfeit locus protein 6 OS=Homo sapiens OX=9606 GN=SURF6 PE=1 SV=3,3,3,11.6,4.09524828417093,4.01027517941627,25.0771237570473,24.2469174226244
Q5VWG9,Q5VWG9,3,3,3,Transcription initiation factor TFIID subunit 3,TAF3,sp|Q5VWG9|TAF3_HUMAN Transcription initiation factor TFIID subunit 3 OS=Homo sapiens OX=9606 GN=TAF3 PE=1 SV=1,3,3,4.1,4.09524828417093,4.01027517941627,25.4232934203948,25.4733621575189
Q15369;E5RHG8;R4GMY8,Q15369;E5RHG8;R4GMY8,3;3;2,3;3;2,3;3;2,Transcription elongation factor B polypeptide 1,TCEB1,sp|Q15369|ELOC_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1;tr|E5RHG8|E5RHG8_HUMAN Elongin-C (Fragment) OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1;tr|R4GMY8|R4GMY8_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1,3,3,41.1,23.1759381133668,21.760659508563,27.1967616449125,27.1688263402245
Q07157;G3V1L9;H0YKB1;H0Y3R8;H0YLT6,Q07157;G3V1L9,64;64;9;7;3,64;64;9;7;3,3;3;0;0;0,Tight junction protein ZO-1,TJP1,"sp|Q07157|ZO1_HUMAN Tight junction protein ZO-1 OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=3;tr|G3V1L9|G3V1L9_HUMAN Tight junction protein 1 (Zona occludens 1), isoform CRA_a OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=1",64,3,48.3,28.3634839827484,27.6770748351933,31.0900520319783,30.795832109705
P29401;A0A0B4J1R6;E9PFF2,P29401;A0A0B4J1R6;E9PFF2,3;3;2,3;3;2,3;3;2,Transketolase,TKT,sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3;tr|A0A0B4J1R6|A0A0B4J1R6_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1;tr|E9PFF2|E9PFF2_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1,3,3,7.9,4.09524828417093,4.01027517941627,25.112126349235,24.8708891919037
Q04727;Q5JSZ1;E7EQH3;Q04725;F8WAY5;A0A0A0MT79;Q5JSZ2;K7EMK7;K7EPF3;K7ESD8;Q5JSY8;Q5JSY7,Q04727;Q5JSZ1;E7EQH3;Q04725;F8WAY5;A0A0A0MT79;Q5JSZ2;K7EMK7,4;3;3;2;2;2;2;2;1;1;1;1,4;3;3;2;2;2;2;2;1;1;1;1,3;3;3;1;2;2;2;1;1;1;1;1,Transducin-like enhancer protein 4;Transducin-like enhancer protein 2,TLE4;TLE2,sp|Q04727|TLE4_HUMAN Transducin-like enhancer protein 4 OS=Homo sapiens OX=9606 GN=TLE4 PE=1 SV=3;tr|Q5JSZ1|Q5JSZ1_HUMAN Transducin-like enhancer protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=TLE4 PE=1 SV=2;tr|E7EQH3|E7EQH3_HUMAN Transducin-like enhancer,4,3,6.9,26.6196491036023,25.7980315077775,23.7491918268356,24.3252593335116
Q86UE8;J3KRK0;J3QS73;J3KST4;J3QS44;J3QLK5;J3QR10,Q86UE8;J3KRK0;J3QS73;J3KST4;J3QS44;J3QLK5,4;3;2;2;2;2;1,4;3;2;2;2;2;1,3;3;2;2;2;1;1,Serine/threonine-protein kinase tousled-like 2,TLK2,sp|Q86UE8|TLK2_HUMAN Serine/threonine-protein kinase tousled-like 2 OS=Homo sapiens OX=9606 GN=TLK2 PE=1 SV=2;tr|J3KRK0|J3KRK0_HUMAN Serine/threonine-protein kinase tousled-like 2 (Fragment) OS=Homo sapiens OX=9606 GN=TLK2 PE=1 SV=1;tr|J3QS73|J3QS73_HUMAN,4,3,7.4,25.3325666170353,24.5861759584604,24.8114213418774,23.7961014144723
P63313;CON__P21752,P63313,3;1,3;1,3;1,Thymosin beta-10,TMSB10,sp|P63313|TYB10_HUMAN Thymosin beta-10 OS=Homo sapiens OX=9606 GN=TMSB10 PE=1 SV=2,3,3,63.6,24.5290401514444,23.8314209087182,27.0607485329428,26.2999353380136
P11387;Q969P6;E5RIC7;E5RJ95;E5RFS0,P11387;Q969P6;E5RIC7,3;2;2;1;1,3;2;2;1;1,3;2;2;1;1,"DNA topoisomerase 1;DNA topoisomerase I, mitochondrial",TOP1;TOP1MT,"sp|P11387|TOP1_HUMAN DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2;sp|Q969P6|TOP1M_HUMAN DNA topoisomerase I, mitochondrial OS=Homo sapiens OX=9606 GN=TOP1MT PE=1 SV=1;tr|E5RIC7|E5RIC7_HUMAN DNA topoisomerase I (Fragment) OS=Homo sapiens OX",3,3,3.8,4.09524828417093,4.01027517941627,22.9998954307587,24.3989132696047
Q9Y3Q8;O75157;Q15714;Q99576;Q5JRJ0;E7EWD5;H0Y865;H7BZ77,Q9Y3Q8,3;1;1;1;1;1;1;1,3;1;1;1;1;1;1;1,3;1;1;1;1;1;1;1,TSC22 domain family protein 4,TSC22D4,sp|Q9Y3Q8|T22D4_HUMAN TSC22 domain family protein 4 OS=Homo sapiens OX=9606 GN=TSC22D4 PE=1 SV=2,3,3,9.6,4.09524828417093,4.01027517941627,25.4319563615961,25.6882449724495
O43156,O43156,3,3,3,TELO2-interacting protein 1 homolog,TTI1,sp|O43156|TTI1_HUMAN TELO2-interacting protein 1 homolog OS=Homo sapiens OX=9606 GN=TTI1 PE=1 SV=3,3,3,5.0,4.09524828417093,4.01027517941627,22.610271515487,24.8209934371124
Q8WZ42;A0A0A0MRA3;A0A0A0MTS7,Q8WZ42;A0A0A0MRA3;A0A0A0MTS7,3;3;3,3;3;3,3;3;3,Titin,TTN,sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,3,3,0.2,23.9795431206935,22.5859739000947,4.51797218234219,4.43654697102791
Q9BUF5;K7ESM5;K7ES63;K7EL29;K7ESQ3;K7EQT3;K7EJ64;K7ERA8;K7EJZ4;K7EN98;K7EPE5,Q9BUF5;K7ESM5,15;12;3;2;1;1;1;1;1;1;1,3;0;0;1;1;1;1;1;1;1;1,3;0;0;1;1;1;1;1;1;1;1,Tubulin beta-6 chain,TUBB6,sp|Q9BUF5|TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1;tr|K7ESM5|K7ESM5_HUMAN Tubulin beta chain (Fragment) OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1,15,3,35.7,24.3819220532404,23.355146740306,26.6109079112276,25.2404172313465
P49411,P49411,3,3,3,"Elongation factor Tu, mitochondrial",TUFM,"sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",3,3,10.8,23.9131472671665,22.5184773948767,24.7487313187588,24.7444774678859
P10599,P10599,3,3,3,Thioredoxin,TXN,sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3,3,3,22.9,23.9584571348512,22.4215481521244,24.1851797212713,23.8192280056819
O95881,O95881,3,3,3,Thioredoxin domain-containing protein 12,TXNDC12,sp|O95881|TXD12_HUMAN Thioredoxin domain-containing protein 12 OS=Homo sapiens OX=9606 GN=TXNDC12 PE=1 SV=1,3,3,21.5,22.9700925462057,22.3557919768152,4.51797218234219,4.43654697102791
P04818,P04818,3,3,3,Thymidylate synthase,TYMS,sp|P04818|TYSY_HUMAN Thymidylate synthase OS=Homo sapiens OX=9606 GN=TYMS PE=1 SV=3,3,3,13.1,25.6369659596727,22.0207277012354,28.0348039151445,27.8976925468446
P61081,P61081,3,3,3,NEDD8-conjugating enzyme Ubc12,UBE2M,sp|P61081|UBC12_HUMAN NEDD8-conjugating enzyme Ubc12 OS=Homo sapiens OX=9606 GN=UBE2M PE=1 SV=1,3,3,19.7,23.3022908444723,22.7766771965543,26.0684981797721,26.1976054633195
O14562;H3BRL3;H3BUM8,O14562;H3BRL3,3;3;1,3;3;1,3;3;1,Ubiquitin domain-containing protein UBFD1,UBFD1,sp|O14562|UBFD1_HUMAN Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens OX=9606 GN=UBFD1 PE=1 SV=2;tr|H3BRL3|H3BRL3_HUMAN Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens OX=9606 GN=UBFD1 PE=1 SV=1,3,3,13.3,25.1973804933306,21.9669109501164,26.0489103744027,25.9173877417291
Q8IWV8,Q8IWV8,3,3,3,E3 ubiquitin-protein ligase UBR2,UBR2,sp|Q8IWV8|UBR2_HUMAN E3 ubiquitin-protein ligase UBR2 OS=Homo sapiens OX=9606 GN=UBR2 PE=1 SV=1,3,3,2.2,28.2989396349727,27.1794960827678,26.0244102613219,25.6989055583211
Q9BZV1;K7EP32,Q9BZV1;K7EP32,3;3,3;3,3;3,UBX domain-containing protein 6,UBXN6,sp|Q9BZV1|UBXN6_HUMAN UBX domain-containing protein 6 OS=Homo sapiens OX=9606 GN=UBXN6 PE=1 SV=1;tr|K7EP32|K7EP32_HUMAN UBX domain-containing protein 6 (Fragment) OS=Homo sapiens OX=9606 GN=UBXN6 PE=1 SV=1,3,3,9.3,21.9644099704537,21.1642720601215,21.9323978805685,23.6122304908168
P40818;H0YLH2;H0YNL5;H0YKV1;A0A075B720,P40818,4;1;1;1;1,4;1;1;1;1,3;0;0;0;0,Ubiquitin carboxyl-terminal hydrolase 8,USP8,sp|P40818|UBP8_HUMAN Ubiquitin carboxyl-terminal hydrolase 8 OS=Homo sapiens OX=9606 GN=USP8 PE=1 SV=1,4,3,4.9,4.09524828417093,4.01027517941627,25.5666844586925,23.0774090316993
Q9P0L0;J3QKM9,Q9P0L0,4;1,3;1,3;1,Vesicle-associated membrane protein-associated protein A,VAPA,sp|Q9P0L0|VAPA_HUMAN Vesicle-associated membrane protein-associated protein A OS=Homo sapiens OX=9606 GN=VAPA PE=1 SV=3,4,3,16.1,4.09524828417093,4.01027517941627,25.8699249414309,25.4630436070245
P21796;C9JI87,P21796,3;1,3;1,3;1,Voltage-dependent anion-selective channel protein 1,VDAC1,sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2,3,3,15.5,24.4337081910014,22.7382225835562,23.6219856648566,24.0045367414419
Q9H267;F5H008;A0A2R8YDQ0;G3V3F9,Q9H267;F5H008;A0A2R8YDQ0,3;3;2;1,3;3;2;1,3;3;2;1,Vacuolar protein sorting-associated protein 33B,VPS33B,sp|Q9H267|VP33B_HUMAN Vacuolar protein sorting-associated protein 33B OS=Homo sapiens OX=9606 GN=VPS33B PE=1 SV=2;tr|F5H008|F5H008_HUMAN Vacuolar protein sorting-associated protein 33B OS=Homo sapiens OX=9606 GN=VPS33B PE=1 SV=1;tr|A0A2R8YDQ0|A0A2R8YDQ0_HU,3,3,7.3,4.09524828417093,4.01027517941627,23.4008033629918,23.9092148450457
Q9BTA9;J3QTA0;C9JD58;A0A494C0B7;A0A494C0C1;A0A494C0S5;C9JVK6;A0A0A0MRT2,Q9BTA9;J3QTA0;C9JD58,3;3;2;1;1;1;1;1,3;3;2;1;1;1;1;1,3;3;2;1;1;1;1;1,WW domain-containing adapter protein with coiled-coil,WAC,sp|Q9BTA9|WAC_HUMAN WW domain-containing adapter protein with coiled-coil OS=Homo sapiens OX=9606 GN=WAC PE=1 SV=3;tr|J3QTA0|J3QTA0_HUMAN WW domain-containing adapter protein with coiled-coil (Fragment) OS=Homo sapiens OX=9606 GN=WAC PE=1 SV=1;tr|C9JD58|C9,3,3,9.0,4.09524828417093,4.01027517941627,26.2437799253373,23.9663125186489
O00401,O00401,3,3,3,Neural Wiskott-Aldrich syndrome protein,WASL,sp|O00401|WASL_HUMAN Neural Wiskott-Aldrich syndrome protein OS=Homo sapiens OX=9606 GN=WASL PE=1 SV=2,3,3,8.1,24.9941220578015,23.6830602932293,23.5091786670238,23.0681373173773
Q8IWB7;A0A494C0A6;C9JJ54,Q8IWB7;A0A494C0A6;C9JJ54,3;2;2,3;2;2,3;2;2,WD repeat and FYVE domain-containing protein 1,WDFY1,sp|Q8IWB7|WDFY1_HUMAN WD repeat and FYVE domain-containing protein 1 OS=Homo sapiens OX=9606 GN=WDFY1 PE=1 SV=1;tr|A0A494C0A6|A0A494C0A6_HUMAN WD_REPEATS_REGION domain-containing protein OS=Homo sapiens OX=9606 PE=4 SV=1;tr|C9JJ54|C9JJ54_HUMAN WD repeat an,3,3,11.2,4.09524828417093,4.01027517941627,24.4742599816917,23.9011335276961
Q01831,Q01831,3,3,3,DNA repair protein complementing XP-C cells,XPC,sp|Q01831|XPC_HUMAN DNA repair protein complementing XP-C cells OS=Homo sapiens OX=9606 GN=XPC PE=1 SV=4,3,3,4.8,4.09524828417093,4.01027517941627,25.3966288197673,25.3978041314746
Q9HAV4;E2QRM3;H0Y9I3,Q9HAV4,3;1;1,3;1;1,3;1;1,Exportin-5,XPO5,sp|Q9HAV4|XPO5_HUMAN Exportin-5 OS=Homo sapiens OX=9606 GN=XPO5 PE=1 SV=1,3,3,4.7,22.2894864794495,22.179846126758,21.7807672210889,23.7737428869186
P54577;A0A0C4DGZ5,P54577;A0A0C4DGZ5,3;3,3;3,3;3,"Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed;Tyrosine--tRNA ligase",YARS,"sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=4;tr|A0A0C4DGZ5|A0A0C4DGZ5_HUMAN Tyrosine--tRNA ligase OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=1",3,3,4.9,23.256901197183,21.280537447674,23.2547945058072,24.5227093880843
P63104;E7EX29;E7ESK7;B0AZS6;E5RGE1;E5RIR4;E9PD24;E7EVZ2;B7Z2E6;H0YB80,P63104;E7EX29;E7ESK7;B0AZS6,5;5;3;3;2;2;2;2;2;2,3;3;2;2;1;1;1;1;1;1,3;3;2;2;1;1;1;1;1;1,14-3-3 protein zeta/delta,YWHAZ,sp|P63104|1433Z_HUMAN 14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;tr|E7EX29|E7EX29_HUMAN 14-3-3 protein zeta/delta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;tr|E7ESK7|E7ESK7_HUMAN 14-3-3 protein zeta/delta (Fragment) OS,5,3,22.9,20.0454023982834,19.7879438324229,24.6494917029882,24.4224743781979
Q5VZL5;H7C1I7,Q5VZL5;H7C1I7,3;2,3;2,3;2,Zinc finger MYM-type protein 4,ZMYM4,sp|Q5VZL5|ZMYM4_HUMAN Zinc finger MYM-type protein 4 OS=Homo sapiens OX=9606 GN=ZMYM4 PE=1 SV=1;tr|H7C1I7|H7C1I7_HUMAN Zinc finger MYM-type protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=ZMYM4 PE=1 SV=1,3,3,3.6,4.09524828417093,4.01027517941627,25.3506966695368,25.2911600174165
Q8NC26;M0QXN8;M0R0V4,Q8NC26,3;1;1,3;1;1,3;1;1,Zinc finger protein 114,ZNF114,sp|Q8NC26|ZN114_HUMAN Zinc finger protein 114 OS=Homo sapiens OX=9606 GN=ZNF114 PE=1 SV=1,3,3,9.8,4.09524828417093,4.01027517941627,25.3816910662821,24.3173447075936
Q9Y5A6;G3V1M0;C9JHD9;G3V0F4,Q9Y5A6;G3V1M0;C9JHD9;G3V0F4,3;3;2;2,3;3;2;2,3;3;2;2,Zinc finger and SCAN domain-containing protein 21,ZSCAN21,sp|Q9Y5A6|ZSC21_HUMAN Zinc finger and SCAN domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZSCAN21 PE=1 SV=2;tr|G3V1M0|G3V1M0_HUMAN Zinc finger and SCAN domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZSCAN21 PE=1 SV=2;tr|C9JHD9|C9JHD9_HUMA,3,3,7.8,22.0146797962555,22.2943470229437,25.1225784179115,26.0043818202263
O14639;A0A3B3IS55;F8W8M4;A0A0A0MRL6;A0A494C1P1;A0A494C1G0,O14639;A0A3B3IS55;F8W8M4;A0A0A0MRL6;A0A494C1P1;A0A494C1G0,24;24;23;23;14;14,24;24;23;23;14;14,4;4;3;3;3;3,Actin-binding LIM protein 1,ABLIM1,sp|O14639|ABLM1_HUMAN Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=3;tr|A0A3B3IS55|A0A3B3IS55_HUMAN Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=1;tr|F8W8M4|F8W8M4_HUMAN Actin-binding LIM protein 1 OS=Homo,24,4,35.5,26.590351303337,25.8208960826997,28.1805397607883,27.9545466242509
Q8IWZ3;H7C2F5;D6RHC4;H0Y4P6;A0A0A0MQZ8;H0Y7Y3;H0Y785;H0Y472;H7C2E1,Q8IWZ3,38;16;10;10;6;6;6;6;1,23;7;7;9;6;6;6;6;1,4;0;0;4;4;4;3;3;1,Ankyrin repeat and KH domain-containing protein 1,ANKHD1,sp|Q8IWZ3|ANKH1_HUMAN Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1,38,4,21.1,26.0740024302561,25.5323735243136,28.7071459302548,28.2346186540058
P08758;E9PHT9;D6RBL5;D6RBE9,P08758;E9PHT9;D6RBL5,4;3;2;1,4;3;2;1,4;3;2;1,Annexin A5;Annexin,ANXA5,sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2;tr|E9PHT9|E9PHT9_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|D6RBL5|D6RBL5_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1,4,4,14.7,4.09524828417093,4.01027517941627,24.7476050131339,25.0764714887988
