Gene_names,PHIP_vs_BirA_logFC,PHIP_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_DCAF14_N1,Peptides_DCAF14_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_DCAF14_N1,Razor___unique_peptides_DCAF14_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_DCAF14_N1,Unique_peptides_DCAF14_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_DCAF14_N1,Identification_type_DCAF14_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_DCAF14_N1,Ratio_H_L_DCAF14_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_DCAF14_N1,Ratio_H_L_normalized_DCAF14_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____DCAF14_N1,Ratio_H_L_variability_____DCAF14_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_DCAF14_N1,Ratio_H_L_count_DCAF14_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_DCAF14_N1,Ratio_H_L_iso_count_DCAF14_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_DCAF14_N1,Ratio_H_L_type_DCAF14_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_DCAF14_N1____,Sequence_coverage_DCAF14_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_DCAF14_N1,Intensity_L_DCAF14_N1,Intensity_H_DCAF14_N1,Intensity_DCAF14_N2,Intensity_L_DCAF14_N2,Intensity_H_DCAF14_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DCAF14_N1,metacell_Intensity_L_DCAF14_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
VARS,-1.34645142810383,0.0181514612712504,P26640;A0A140T936;A0A140T954;A2ABF4;A0A0G2JJT9;A0A140T904,P26640;A0A140T936,26;23;6;5;5;2,26;23;6;5;5;2,26;23;6;5;5;2,Valine--tRNA ligase,sp|P26640|SYVC_HUMAN Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4;tr|A0A140T936|A0A140T936_HUMAN Valine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=1,6,26,26,26,14,18,10,13,14,18,10,13,14,18,10,13,30.1,30.1,30.1,140.47,1264,1264;1183;366;174;174;95,0.0,95.564,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34556,0.92325,66.602,64,19,Leave out requantified,0.26132,0.31667,0.37584,0.41443,0.82385,0.83114,1.0001,0.99747,63.873,75.027,79.157,18.441,16,21,12,15,4,8,4,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,15.3,20.3,15.3,16.8,4240700000,2936300000,1304400000,925490000,683450000,242040000,1161500000,810650000,350810000,872520000,567300000,305220000,1281200000,874940000,406290000,,,,1611,1542;3613;5718;6026;6354;7323;7819;7939;9140;9141;9476;11805;11806;12391;12528;12929;13876;14914;16921;17168;17192;17582;17784;19372;21932;22495,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1643;3860;6095;6450;6814;7870;8427;8547;9846;9847;10204;12712;12713;13322;13466;13892;14910;15994;18100;18360;18384;18797;19005;20689;23424;24022,4394;4395;10041;10042;15402;16346;16347;17323;17324;20068;20069;20070;21563;21564;21833;25315;25316;25317;26197;32806;32807;34289;34290;34291;34292;34646;35722;38337;41136;41137;41138;46362;46363;46364;46365;46366;46367;46368;46369;47070;47071;47128;47129;48198;48199;48200;48201;48753;48754;48755;48756;48757;48758;48759;53139;53140;60324;60325;60326;60327;61846;61847;61848;61849,8285;8286;8287;19262;19263;19264;19265;29262;29263;31211;31212;31213;31214;31215;33044;33045;33046;38141;38142;41060;41061;41062;41063;41064;41065;41066;41067;41536;41537;48213;48214;48215;48216;48217;48218;48219;49942;62127;62128;64665;64666;64667;64668;64669;64670;65333;65334;65335;67282;72110;72111;72112;77544;77545;77546;86909;86910;86911;86912;86913;86914;86915;86916;86917;86918;86919;86920;88127;88128;88129;88244;88245;90219;90220;90221;90222;90223;90224;90225;91242;91243;91244;91245;91246;91247;91248;100226;100227;114127;114128;114129;114130;114131;114132;116942;116943;116944;116945;116946;116947;116948;116949;116950,8287;19262;29262;31214;33044;38141;41062;41536;48217;48219;49942;62127;62128;64668;65334;67282;72112;77545;86918;88127;88244;90222;91243;100227;114127;116949,,,,,-1;-1;-1;-1;-1;-1,protein_1612,quanti,quanti,quanti,quanti
EEF1G,-1.59061979249459,0.0143543116290692,P26641,P26641,25,25,25,Elongation factor 1-gamma,sp|P26641|EF1G_HUMAN Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,1,25,25,25,19,23,10,14,19,23,10,14,19,23,10,14,49.7,49.7,49.7,50.118,437,437,0.0,184.67,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.26273,0.68439,39.105,98,44,Leave out requantified,0.17958,0.21008,0.27504,0.28229,0.58321,0.58208,0.82693,0.75366,52.655,17.866,7.6304,14.375,27,33,15,23,14,18,4,8,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,46.0,45.5,33.4,37.5,20974000000,15134000000,5840100000,4993600000,3804900000,1188700000,5706900000,4482200000,1224700000,3511600000,2513000000,998590000,6762100000,4334000000,2428100000,,,,1612,39;109;110;633;660;1146;1376;2410;3355;4558;6768;8473;9416;9747;9748;10502;13219;15137;15762;17737;17738;17739;20602;20603;21548,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,39;109;110;662;689;1216;1217;1464;1465;2577;3587;4862;4863;7269;9129;10139;10503;10504;10505;11323;14197;16227;16875;18957;18958;18959;18960;22028;22029;23031,108;109;110;266;267;268;269;270;271;272;1701;1702;1773;1774;1775;1776;3217;3218;3219;3220;3221;3222;3884;3885;3886;3887;3888;3889;3890;3891;3892;3893;3894;6927;6928;6929;6930;9436;12302;12303;12304;12305;12306;12307;12308;12309;12310;18495;18496;18497;18498;23461;23462;23463;26028;26029;26030;26031;26943;26944;26945;26946;26947;26948;26949;26950;26951;26952;26953;29270;29271;36499;36500;41700;43229;48631;48632;48633;48634;48635;48636;48637;48638;48639;48640;48641;48642;48643;48644;56728;56729;56730;56731;56732;56733;56734;56735;56736;59322;59323;59324;59325;59326,201;202;203;204;205;482;483;484;485;486;487;488;489;490;491;492;493;494;495;496;497;498;499;500;501;502;3177;3178;3179;3180;3181;3182;3183;3184;3185;3186;3283;3284;3285;3286;6023;6024;6025;6026;6027;6028;7284;7285;7286;7287;7288;7289;7290;7291;7292;7293;7294;7295;7296;7297;7298;7299;7300;7301;7302;7303;7304;7305;7306;7307;7308;7309;7310;7311;7312;13335;13336;13337;13338;13339;18150;23350;23351;23352;23353;23354;23355;23356;23357;23358;23359;23360;23361;23362;23363;23364;23365;23366;23367;23368;23369;23370;23371;35236;35237;35238;35239;35240;35241;35242;44703;44704;44705;44706;44707;44708;44709;44710;44711;44712;44713;49655;49656;49657;49658;49659;49660;49661;51310;51311;51312;51313;51314;51315;51316;51317;51318;51319;51320;51321;51322;55540;55541;55542;68830;68831;68832;78600;78601;78602;81218;91029;91030;91031;91032;91033;91034;91035;91036;91037;91038;91039;91040;91041;91042;91043;91044;91045;91046;91047;91048;91049;91050;91051;91052;91053;91054;91055;91056;91057;91058;91059;107466;107467;107468;107469;107470;107471;107472;107473;107474;107475;107476;107477;107478;107479;107480;107481;107482;107483;107484;107485;107486;107487;107488;107489;107490;107491;107492;107493;107494;107495;107496;107497;107498;107499;107500;107501;107502;107503;112348;112349;112350;112351;112352;112353;112354;112355;112356;112357,204;496;499;3186;3284;6025;7304;13339;18150;23362;35236;44710;49656;51317;51322;55542;68832;78602;81218;91029;91031;91059;107475;107493;112348,106,,277,,-1,protein_1613,quanti,quanti,quanti,quanti
STOM,-1.41131736898527,0.125940442670144,P27105;F8VSL7,P27105;F8VSL7,5;3,5;3,5;3,Erythrocyte band 7 integral membrane protein,sp|P27105|STOM_HUMAN Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3;tr|F8VSL7|F8VSL7_HUMAN Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=1,2,5,5,5,3,2,5,2,3,2,5,2,3,2,5,2,25.7,25.7,25.7,31.73,288,288;168,0.0,6.7391,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.60311,1.7907,34.239,12,2,Leave out requantified,0.42567,0.70097,0.86077,1.1659,1.5383,1.9011,2.0843,2.6785,32.433,7.0831,31.899,27.916,3,2,5,2,0,1,1,0,Leave out requantified,Median,Leave out requantified,Median,16.0,9.4,25.7,10.8,571760000,316540000,255220000,147590000,100510000,47085000,95602000,55268000,40335000,243570000,124110000,119460000,85000000,36650000,48350000,,,,1613,1394;6705;11438;20918;22220,True;True;True;True;True,1486;7200;12318;22365;23727,3965;3966;3967;3968;18336;31792;31793;31794;57568;57569;61079;61080,7457;7458;7459;7460;7461;34956;60145;60146;60147;60148;60149;109133;115445;115446;115447;115448,7457;34956;60149;109133;115445,,,,,-1;-1,protein_1614,quanti,quanti,quanti,quanti
AK4,1.01275679101455,0.146418024519183,P27144;F8VS11,P27144;F8VS11,5;3,5;3,5;3,"Adenylate kinase 4, mitochondrial","sp|P27144|KAD4_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1;tr|F8VS11|F8VS11_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1",2,5,5,5,3,3,5,4,3,3,5,4,3,3,5,4,29.6,29.6,29.6,25.268,223,223;171,0.0,11.644,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37087,0.9879,19.125,19,10,Leave out requantified,0.2508,0.37087,0.40144,0.5117,0.86764,0.9879,1.1863,1.2163,137.23,112.24,17.585,18.495,3,3,8,5,3,1,4,2,Median,Median,Leave out requantified,Median,16.6,16.6,29.6,22.0,1341200000,911240000,429960000,110310000,66773000,43534000,122360000,72400000,49959000,812170000,573130000,239040000,296360000,198940000,97420000,,,,1614,2389;7747;11930;15929;17139,True;True;True;True;True,2555;8352;12840;17055;18329,6870;6871;6872;21364;21365;21366;21367;33108;33109;33110;33111;43675;43676;46990;46991;46992;46993;46994;46995,13233;13234;13235;13236;13237;13238;13239;13240;40698;40699;40700;40701;40702;40703;40704;40705;40706;40707;40708;40709;40710;40711;62664;62665;62666;62667;62668;82009;82010;88012;88013;88014;88015;88016;88017,13233;40704;62664;82010;88014,,,,,-1;-1,protein_1615,quanti,quanti,quanti,quanti
YWHAQ,-2.20314641875941,0.0178382714319274,P27348;E9PG15,P27348;E9PG15,17;14,14;13,14;13,14-3-3 protein theta,sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1;tr|E9PG15|E9PG15_HUMAN 14-3-3 protein theta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,2,17,14,14,10,9,12,12,9,8,9,9,9,8,9,9,56.3,48.6,48.6,27.764,245,245;149,0.0,104.71,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37681,1.0579,18.194,42,6,Leave out requantified,0.30855,0.38116,0.41815,0.37766,1.0857,1.0861,0.93512,0.96267,24.579,16.984,19.393,19.665,11,11,9,11,1,0,3,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,32.7,32.7,52.7,52.7,5799800000,4139900000,1660000000,1412900000,1054300000,358630000,2256800000,1571200000,685670000,559980000,409620000,150360000,1570100000,1104800000,465300000,,,,1615,1163;2474;2475;3426;4234;9936;10192;12219;13359;13360;14523;14528;14529;16787;16788;22124;22175,True;True;True;False;False;True;True;True;True;True;False;True;True;True;True;True;True,1235;2645;2646;3659;4517;10706;10984;13147;14346;14347;15585;15586;15591;15592;17959;17960;23629;23680,3271;3272;3273;3274;7108;7109;7110;7111;7112;7113;7114;9597;9598;9599;11561;11562;27481;27482;28267;28268;28269;28270;28271;33868;33869;33870;36915;36916;36917;36918;36919;36920;40087;40088;40089;40090;40091;40092;40093;40094;40095;40096;40097;40098;40099;40100;40110;40111;40112;45974;45975;45976;45977;45978;45979;45980;45981;60858;60859;60966;60967,6116;6117;6118;6119;6120;6121;6122;6123;6124;6125;6126;6127;13719;13720;13721;13722;13723;13724;13725;13726;13727;13728;13729;13730;13731;13732;13733;13734;18425;18426;18427;18428;18429;22026;22027;52223;52224;53596;53597;53598;53599;53600;53601;53602;53603;53604;53605;63965;63966;69574;69575;69576;69577;69578;69579;69580;69581;69582;69583;69584;69585;69586;69587;69588;75482;75483;75484;75485;75486;75487;75488;75489;75490;75491;75492;75493;75494;75495;75496;75497;75498;75499;75500;75501;75502;75503;75504;75505;75506;75507;75508;75509;75510;75511;75512;75513;75514;75515;75539;75540;75541;75542;75543;75544;75545;86121;86122;86123;86124;86125;86126;115088;115089;115090;115091;115247;115248,6126;13726;13729;18426;22027;52223;53597;63966;69575;69584;75486;75539;75540;86122;86125;115090;115248,,,,,-1;-1,protein_1616,quanti,quanti,quanti,quanti
RPL10,-1.07137955707064,0.0166829345622763,P27635;X1WI28;F8W7C6;A0A087WV22;H7C123;H7C2C5;Q96L21;B8A6G2;A6QRI9;H7C2U2,P27635;X1WI28;F8W7C6;A0A087WV22,17;16;14;14;7;7;6;5;5;1,17;16;14;14;7;7;6;5;5;1,17;16;14;14;7;7;6;5;5;1,60S ribosomal protein L10,sp|P27635|RL10_HUMAN 60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4;tr|X1WI28|X1WI28_HUMAN 60S ribosomal protein L10 (Fragment) OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=7;tr|F8W7C6|F8W7C6_HUMAN 60S ribosomal protein L10 OS=Homo sapien,10,17,17,17,12,11,14,10,12,11,14,10,12,11,14,10,60.7,60.7,60.7,24.604,214,214;200;163;178;91;131;214;108;181;28,0.0,135.83,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39461,1.0707,19.47,67,7,Leave out requantified,0.29942,0.31735,0.40613,0.47297,1.0528,0.92743,1.1336,1.2727,18.876,23.64,16.987,12.532,16,15,20,16,4,1,2,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,56.1,50.0,55.1,47.7,12668000000,8942300000,3725300000,2683600000,2001500000,682140000,2892600000,2165600000,727020000,3670000000,2508200000,1161800000,3421300000,2266900000,1154300000,,,,1616,1191;3890;5230;5231;7797;8705;11082;11230;12243;12244;13692;16016;19669;20090;20972;21564;22063,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1263;4149;5575;5576;5577;8405;9387;11932;12091;13173;13174;14707;17143;21003;21451;21452;22420;23047;23563,3330;3331;3332;3333;3334;3335;10710;10711;14133;14134;14135;14136;14137;14138;14139;14140;14141;21505;21506;21507;21508;24151;24152;24153;30746;30747;31154;31155;31156;33925;33926;33927;33928;33929;37826;37827;37828;37829;43925;43926;53974;53975;53976;53977;55152;55153;55154;55155;55156;55157;55158;55159;55160;55161;57696;59364;59365;59366;59367;59368;60669;60670;60671;60672;60673;60674;60675;60676,6225;6226;6227;6228;6229;6230;6231;6232;6233;6234;6235;6236;6237;6238;6239;6240;6241;6242;6243;6244;6245;6246;6247;6248;6249;20510;20511;20512;26784;26785;26786;26787;26788;26789;26790;26791;26792;26793;26794;26795;26796;26797;26798;26799;26800;26801;40956;40957;40958;40959;40960;46040;46041;46042;46043;58283;59021;59022;59023;59024;59025;59026;59027;59028;59029;59030;59031;59032;59033;59034;59035;64061;64062;64063;64064;64065;64066;64067;71214;71215;71216;71217;71218;71219;71220;71221;71222;82390;82391;101936;101937;101938;101939;101940;101941;101942;101943;101944;101945;101946;101947;101948;101949;101950;101951;104319;104320;104321;104322;104323;104324;104325;104326;104327;104328;104329;104330;104331;104332;104333;104334;104335;104336;104337;104338;104339;104340;104341;104342;104343;104344;109319;112454;112455;112456;112457;112458;112459;112460;112461;112462;114761;114762;114763;114764;114765;114766;114767;114768;114769;114770;114771;114772;114773;114774;114775;114776;114777;114778;114779;114780,6249;20512;26784;26791;40959;46041;58283;59034;64061;64067;71215;82390;101939;104330;109319;112462;114773,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1617,quanti,quanti,quanti,quanti
RPA1,-1.76243863993517,0.0382787302483729,P27694;I3L4R8,P27694;I3L4R8,4;3,4;3,4;3,"Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed",sp|P27694|RFA1_HUMAN Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2;tr|I3L4R8|I3L4R8_HUMAN Replication protein A 70 kDa DNA-binding subunit (Fragment) OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=1,2,4,4,4,2,3,1,2,2,3,1,2,2,3,1,2,9.4,9.4,9.4,68.137,616,616;313,0.0,5.4821,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37676,1.0425,10.428,8,2,Leave out requantified,0.30795,0.45263,0.37676,0.79381,0.93279,1.1531,0.87878,1.9992,15.731,6.5523,,101.22,2,3,1,2,0,1,0,1,Median,Median,Median,Median,5.5,7.6,3.7,3.9,295940000,196130000,99817000,56660000,45169000,11491000,97743000,64374000,33369000,35128000,23023000,12106000,106410000,63561000,42851000,,,,1617,3416;17215;18007;21360,True;True;True;True,3648;18407;19235;22837,9573;47187;47188;47189;49377;49378;49379;58825;58826,18366;88326;88327;88328;88329;92431;92432;92433;92434;111477,18366;88326;92433;111477,,,,,-1;-1,protein_1618,quanti,quanti,quanti,quanti
APEX1,-1.10390245515711,0.0421562919746407,P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;G3V3C7;H7C4A8;G3V5M0;G3V359,P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;G3V3C7,5;4;4;3;3;3;2;2;2,5;4;4;3;3;3;2;2;2,5;4;4;3;3;3;2;2;2,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2;tr|G3V5Q1|G3V5Q1_HUMAN DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=1;tr|G3V3M6|G3V3M6_HUMAN ,9,5,5,5,4,4,3,4,4,4,3,4,4,4,3,4,20.8,20.8,20.8,35.554,318,318;242;263;107;146;174;150;162;172,0.0,9.1219,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34353,0.86547,18.456,17,1,Leave out requantified,0.29164,0.35998,0.33788,0.37547,0.94008,0.98556,0.80498,0.89861,36.316,29.981,22.96,21.633,4,4,4,5,0,0,0,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,15.1,15.1,14.2,19.5,1269700000,908440000,361310000,244440000,187650000,56783000,329520000,235350000,94170000,247940000,183270000,64671000,447850000,302170000,145680000,,,,1618,5761;7830;7831;10531;15290,True;True;True;True;True,6145;8438;8439;11352;16384,15520;15521;15522;21595;21596;21597;21598;21599;21600;29332;29333;42081;42082;42083;42084;42085;42086,29494;29495;29496;29497;29498;41121;41122;41123;41124;41125;41126;41127;41128;41129;41130;41131;41132;41133;41134;55625;55626;55627;55628;79307;79308;79309;79310;79311;79312;79313;79314,29497;41122;41134;55627;79309,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1619,quanti,quanti,quanti,quanti
CALR,1.38023527051493,0.00769967102321273,P27797;K7EJB9;K7EL50,P27797;K7EJB9,21;11;2,21;11;2,21;11;2,Calreticulin,sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1;tr|K7EJB9|K7EJB9_HUMAN Calreticulin (Fragment) OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1,3,21,21,21,8,9,19,14,8,9,19,14,8,9,19,14,61.9,61.9,61.9,48.141,417,417;247;163,0.0,219.32,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32669,0.91939,28.168,75,19,Leave out requantified,0.31955,0.3809,0.29225,0.35381,1.1183,1.0732,0.87535,0.95706,21.38,23.55,66.085,10.103,10,11,30,24,3,1,12,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,22.8,29.7,53.2,51.1,19542000000,14584000000,4957900000,1350500000,980280000,370190000,1464500000,1019900000,444660000,8899100000,6877900000,2021200000,7827800000,5706000000,2121800000,,,,1619,2694;4287;5613;5614;5624;6355;6804;6805;6999;7275;7392;7871;8347;10032;10033;10727;10728;14924;16381;16716;20108,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2882;4572;5986;5987;5988;5998;5999;6815;7307;7308;7509;7820;7948;8479;8989;8990;8991;10810;10811;10812;11558;11559;16004;17528;17880;21473;21474,7704;7705;7706;7707;11670;11671;11672;11673;15156;15157;15158;15159;15160;15161;15162;15163;15164;15198;15199;15200;15201;17325;18596;18597;18598;19064;19918;19919;19920;19921;20289;20290;20291;20292;21684;21685;21686;21687;21688;21689;23051;23052;23053;23054;23055;23056;23057;27773;27774;27775;27776;27777;27778;27779;27780;27781;27782;29783;29784;29785;41164;41165;41166;41167;41168;41169;41170;41171;44854;44855;45757;45758;55220;55221;55222;55223;55224;55225;55226,14778;14779;14780;14781;14782;22180;22181;22182;22183;22184;22185;22186;22187;22188;22189;22190;22191;22192;22193;22194;28778;28779;28780;28781;28782;28783;28784;28785;28786;28787;28788;28789;28790;28791;28792;28793;28794;28795;28796;28797;28798;28799;28800;28801;28802;28803;28804;28805;28806;28894;28895;28896;28897;28898;33047;33048;35411;35412;35413;35414;36212;37809;37810;37811;37812;37813;37814;37815;37816;38617;38618;38619;38620;41272;41273;41274;41275;41276;41277;41278;41279;41280;41281;41282;41283;41284;41285;43987;43988;43989;43990;43991;43992;43993;43994;43995;43996;52704;52705;52706;52707;52708;52709;52710;52711;52712;52713;52714;52715;52716;52717;52718;56412;56413;56414;56415;56416;56417;56418;56419;77598;77599;77600;77601;77602;77603;77604;77605;77606;77607;77608;77609;84099;84100;85667;85668;85669;85670;85671;85672;85673;85674;85675;85676;85677;85678;85679;85680;85681;104433;104434;104435;104436;104437;104438;104439;104440;104441;104442;104443;104444;104445,14778;22190;28794;28806;28897;33048;35412;35414;36212;37813;38618;41275;43993;52704;52718;56412;56415;77609;84100;85672;104434,107,,151,,-1;-1;-1,protein_1620,quanti,quanti,quanti,quanti
CANX,1.36146106507451,0.0123450382136955,P27824;H0Y9Q7;D6RDP7;D6RGY2;D6RFL1;D6RAU8;D6RB85;D6RAQ8;H0Y9H1;D6RHJ3;D6RD16;O14967,P27824,17;8;7;7;6;6;6;4;4;2;2;1,17;8;7;7;6;6;6;4;4;2;2;1,17;8;7;7;6;6;6;4;4;2;2;1,Calnexin,sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2,12,17,17,17,7,7,14,13,7,7,14,13,7,7,14,13,37.7,37.7,37.7,67.567,592,592;170;168;308;131;134;144;107;189;78;96;610,0.0,68.745,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32881,0.93954,28.619,50,10,Leave out requantified,0.29454,0.33258,0.3051,0.34838,1.0363,0.92209,0.89997,0.95719,40.852,54.452,18.125,61.65,7,7,19,17,3,0,4,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,21.6,21.6,31.2,29.2,8129000000,5647200000,2481800000,929900000,352910000,576990000,642530000,422150000,220390000,3893200000,2922400000,970820000,2663300000,1949700000,713600000,,,,1620,1821;1822;2660;2661;2675;6583;6975;9197;9198;9699;11799;11997;12077;18461;18918;21226;21601,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1948;1949;2846;2847;2861;7068;7484;9908;9909;9910;10448;10449;12706;12911;12994;19713;20204;22687;23087,5239;5240;5241;5242;5243;5244;5245;7617;7618;7619;7620;7621;7652;7653;17999;18000;19004;19005;25463;25464;25465;25466;25467;25468;25469;25470;25471;25472;26798;26799;26800;26801;32793;33293;33294;33493;33494;33495;33496;50580;50581;51846;51847;51848;51849;58399;59476;59477;59478;59479;59480,10065;10066;10067;10068;10069;10070;10071;10072;10073;10074;10075;14639;14640;14641;14642;14643;14644;14645;14646;14647;14648;14649;14650;14651;14652;14697;14698;14699;34348;34349;36103;36104;36105;36106;36107;36108;36109;48479;48480;48481;48482;48483;48484;48485;48486;48487;48488;48489;48490;48491;48492;51013;51014;51015;51016;51017;51018;51019;51020;51021;51022;51023;51024;51025;51026;51027;51028;51029;62115;62960;63313;63314;63315;63316;63317;63318;63319;63320;94959;94960;97584;97585;97586;97587;97588;97589;97590;97591;97592;97593;97594;97595;97596;110616;110617;112657;112658;112659;112660;112661;112662;112663;112664;112665;112666;112667;112668;112669;112670;112671;112672;112673;112674;112675;112676;112677;112678;112679,10066;10069;14644;14651;14697;34348;36108;48481;48483;51020;62115;62960;63315;94960;97595;110617;112667,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1621,quanti,quanti,quanti,quanti
