PHIP_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
GLOD4,1.3397825421,0.097996091857635,0,Q9HC38;F6TLX2;I3L3Q4;I3NI27;I3NI24;I3L2C2;I3L1F4;I3L277;I3L1I0,Q9HC38;F6TLX2;I3L3Q4,4;4;3;1;1;1;1;1;1,4;4;3;1;1;1;1;1;1,4;4;3;1;1;1;1;1;1,Glyoxalase domain-containing protein 4,GLOD4,sp|Q9HC38|GLOD4_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1;tr|F6TLX2|F6TLX2_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1;tr|I3L3Q4|I3L3Q4_HUMAN Glyoxalase domain-contai,4,4,20.1,313
POLDIP3,0.0574249546,0.838440088733687,0,Q9BY77;F6VRR5;Q8WUT1;F8WCX5;Q6R954;F8WEE2,Q9BY77;F6VRR5;Q8WUT1;F8WCX5,7;7;5;5;3;3,7;7;5;5;3;3,7;7;5;5;3;3,Polymerase delta-interacting protein 3,POLDIP3,sp|Q9BY77|PDIP3_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2;tr|F6VRR5|F6VRR5_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=1;tr|Q8WUT1|Q8WUT1_HUMAN POLDIP3 protein OS=H,7,7,24.7,421
CAD,0.1600789181,0.252131130871306,0,P27708;F8VPD4;H7C2E4;H7BZB3,P27708;F8VPD4,33;33;6;2,33;33;6;2,33;33;6;2,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3;tr|F8VPD4|F8VPD4_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=1,33,33,22.1,2225
LIMA1,0.7311868697,0.0912941133695617,0,Q9UHB6;F8VQE1;F8VS07;F8VRN8,Q9UHB6;F8VQE1;F8VS07,20;20;17;5,20;20;17;5,20;20;17;5,LIM domain and actin-binding protein 1,LIMA1,sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VQE1|F8VQE1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VS07|F8VS07_HUMAN LIM domain and actin-bin,20,20,30.4,759
COPZ1,-0.2289368267,0.0890352471092843,0,P61923;F8VVA7;F8VXB1;F8VUC5;F8W156;F8W651;F8VYZ4;F8VXR1;F8VYK5,P61923;F8VVA7;F8VXB1;F8VUC5;F8W156;F8W651;F8VYZ4;F8VXR1,4;4;3;3;3;3;3;2;1,4;4;3;3;3;3;3;2;1,4;4;3;3;3;3;3;2;1,Coatomer subunit zeta-1,COPZ1,sp|P61923|COPZ1_HUMAN Coatomer subunit zeta-1 OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1;tr|F8VVA7|F8VVA7_HUMAN Coatomer subunit zeta OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1;tr|F8VXB1|F8VXB1_HUMAN Coatomer subunit zeta (Fragment) OS=Homo sapiens OX=9606,4,4,35,177
SMARCC2,-0.4365260729,0.104051282046128,0,Q8TAQ2;F8VXC8;F8VZW6,Q8TAQ2;F8VXC8,4;4;1,1;1;1,1;1;1,SWI/SNF complex subunit SMARCC2,SMARCC2,sp|Q8TAQ2|SMRC2_HUMAN SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1;tr|F8VXC8|F8VXC8_HUMAN SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1,4,1,3.9,1214
PPP1CC,-0.3361954867,0.0499252175384928,0,P36873;F8VYE8;F8W0W8;F8VR82;A0A087WYY5,P36873;F8VYE8;F8W0W8;F8VR82,13;13;12;11;6,2;2;1;2;2,2;2;1;2;2,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase,PPP1CC,sp|P36873|PP1G_HUMAN Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1;tr|F8VYE8|F8VYE8_HUMAN Serine/threonine-protein phosphatase OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1;tr|F8W0W8|F8W0W8_HUMAN,13,2,47.7,323
PPP1R12A,-0.098348004,0.573458718178154,0,O14974;F8VZN8;H0YHL8;H0YIS4;H0YHI8;A0A3B3ISH4,O14974;F8VZN8;H0YHL8;H0YIS4;H0YHI8;A0A3B3ISH4,2;2;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,Protein phosphatase 1 regulatory subunit 12A,PPP1R12A,sp|O14974|MYPT1_HUMAN Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1;tr|F8VZN8|F8VZN8_HUMAN Protein phosphatase 1 regulatory subunit 12A (Fragment) OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1;tr|H0YHL8|H0YHL8_H,2,2,2.3,1030
AK2,0.1347596222,0.26537302221994,0,P54819;F8W1A4;F8VY04;A0A5K1VW67;F8VZG5;A0A5F9ZHP2;G3V213;F8VPP1,P54819;F8W1A4;F8VY04;A0A5K1VW67;F8VZG5;A0A5F9ZHP2;G3V213,16;16;12;12;11;11;8;3,16;16;12;12;11;11;8;3,16;16;12;12;11;11;8;3,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed;Adenylate kinase 2, mitochondrial",AK2,"sp|P54819|KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2;tr|F8W1A4|F8W1A4_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=1;tr|F8VY04|F8VY04_HUMAN Adenylate kinase 2, mitochondrial OS=Ho",16,16,75.7,239
MYL6,-0.0140643587,0.932094609999693,0,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3;G3V1Y7;P14649;F8VZU9;F8W1I5;F8W180;F8VXL3;H0YI43,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3;G3V1Y7,12;12;12;10;10;10;8;6;3;3;3;3;1;1,12;12;12;10;10;10;8;6;3;3;3;3;1;1,12;12;12;10;10;10;8;6;3;3;3;3;1;1,Myosin light polypeptide 6,MYL6,sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2;tr|F8W1R7|F8W1R7_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1;tr|G3V1V0|G3V1V0_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 ,12,12,67.5,151
HNRNPA1;HNRNPA1L2,0.0087908833,0.94809511056045,0,P09651;F8W6I7;F8VZ49;Q32P51;F8VTQ5;F8W646,P09651;F8W6I7;F8VZ49;Q32P51,21;21;16;11;10;10,21;21;16;11;10;10,6;6;5;5;3;6,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2",HNRNPA1;HNRNPA1L2,sp|P09651|ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5;tr|F8W6I7|F8W6I7_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2;tr|F8VZ49|F8VZ49_HUMAN Heterogeneous,21,6,52.7,372
MRE11A,-0.6083195877,0.00980894022236266,0,P49959;F8W7U8;F5GXT0;F5H742;F5H256,P49959;F8W7U8;F5GXT0,9;9;5;1;1,9;9;5;1;1,9;9;5;1;1,Double-strand break repair protein MRE11A,MRE11A,sp|P49959|MRE11_HUMAN Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3;tr|F8W7U8|F8W7U8_HUMAN Double-strand break repair protein OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=1;tr|F5GXT0|F5GXT0_HUMAN Double-strand break repair,9,9,16,708
IGF2BP2,-2.1843246732,8.99987695408356e-05,1,Q9Y6M1;F8W930,Q9Y6M1;F8W930,8;8,8;8,7;7,Insulin-like growth factor 2 mRNA-binding protein 2,IGF2BP2,sp|Q9Y6M1|IF2B2_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2;tr|F8W930|F8W930_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=1,8,7,19,599
EIF2A,-0.0827933727,0.737837951424529,0,Q9BY44;F8WAE5;C9IZE1;H7C5Q3;F8WF18;F8WAT3;H7C5R5,Q9BY44;F8WAE5;C9IZE1,10;10;6;2;1;1;1,10;10;6;2;1;1;1,10;10;6;2;1;1;1,"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",EIF2A,sp|Q9BY44|EIF2A_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3;tr|F8WAE5|F8WAE5_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=1;tr|C9IZE1|C9IZE1_HUMAN Eukaryotic tra,10,10,25.5,585
NDRG3,-0.336143728,0.0912713094050361,0,Q9UGV2;F8WBF9;Q5TH30,Q9UGV2;F8WBF9;Q5TH30,1;1;1,1;1;1,1;1;1,Protein NDRG3,NDRG3,"sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2;tr|F8WBF9|F8WBF9_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=1;tr|Q5TH30|Q5TH30_HUMAN NDRG family member 3, isoform CRA_c OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 ",1,1,2.7,375
DDX56,0.5762312444,0.00345822456906543,0,Q9NY93;F8WDT8;G3V0G3;H7C3E9;F8WEI3,Q9NY93;F8WDT8;G3V0G3;H7C3E9,6;6;6;4;2,6;6;6;4;2,6;6;6;4;2,Probable ATP-dependent RNA helicase DDX56,DDX56,sp|Q9NY93|DDX56_HUMAN Probable ATP-dependent RNA helicase DDX56 OS=Homo sapiens OX=9606 GN=DDX56 PE=1 SV=1;tr|F8WDT8|F8WDT8_HUMAN Probable ATP-dependent RNA helicase DDX56 OS=Homo sapiens OX=9606 GN=DDX56 PE=1 SV=1;tr|G3V0G3|G3V0G3_HUMAN DEAD (Asp-Glu-Ala-,6,6,15.7,547
NDUFV1,0.5895564314,0.00615203424513301,0,P49821;G3V0I5;B4DE93;E9PPS5;H0YE81;E9PLC6;E9PQP1;E9PMX3,P49821;G3V0I5;B4DE93,3;3;2;1;1;1;1;1,3;3;2;1;1;1;1;1,2;2;2;0;1;1;0;0,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUFV1,"sp|P49821|NDUV1_HUMAN NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=4;tr|G3V0I5|G3V0I5_HUMAN NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=1",3,2,7.3,464
CAPRIN1,-0.7976769091,0.0234007664136405,0,Q14444;G3V153;E9PLA9,Q14444;G3V153;E9PLA9,5;5;3,5;5;3,5;5;3,Caprin-1,CAPRIN1,sp|Q14444|CAPR1_HUMAN Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2;tr|G3V153|G3V153_HUMAN Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=1;tr|E9PLA9|E9PLA9_HUMAN Caprin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=1,5,5,9,709
PARP2,-0.356787398,0.14603813267784,0,Q9UGN5;H0YH02;G3V167,Q9UGN5;H0YH02;G3V167,1;1;1,1;1;1,1;1;1,Poly [ADP-ribose] polymerase 2,PARP2,sp|Q9UGN5|PARP2_HUMAN Poly [ADP-ribose] polymerase 2 OS=Homo sapiens OX=9606 GN=PARP2 PE=1 SV=2;tr|H0YH02|H0YH02_HUMAN Poly [ADP-ribose] polymerase (Fragment) OS=Homo sapiens OX=9606 GN=PARP2 PE=1 SV=1;tr|G3V167|G3V167_HUMAN Poly [ADP-ribose] polymerase OS,1,1,2.2,583
API5,-0.0897868157,0.575875411427059,0,Q9BZZ5;G3V1C3;E9PQK6;H0YER7,Q9BZZ5;G3V1C3,8;8;2;2,8;8;2;2,8;8;2;2,Apoptosis inhibitor 5,API5,sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3;tr|G3V1C3|G3V1C3_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=1,8,8,15.5,524
NRD1,-0.4456014484,0.0125208607608828,0,O43847;H0Y5G9;G3V1R5,O43847;H0Y5G9;G3V1R5,1;1;1,1;1;1,1;1;1,Nardilysin,NRD1,sp|O43847|NRDC_HUMAN Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=3;tr|H0Y5G9|H0Y5G9_HUMAN Nardilysin (Fragment) OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=1;tr|G3V1R5|G3V1R5_HUMAN Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=1,1,1,1.1,1151
RPL18,0.6516958249,0.00323869325015945,0,Q07020;G3V203;H0YHA7;J3QQ67;F8VYV2;A0A075B7A0,Q07020;G3V203;H0YHA7;J3QQ67;F8VYV2;A0A075B7A0,12;12;12;12;8;8,12;12;12;12;8;8,4;4;4;4;4;4,60S ribosomal protein L18,RPL18,sp|Q07020|RL18_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2;tr|G3V203|G3V203_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=1;tr|H0YHA7|H0YHA7_HUMAN 60S ribosomal protein L18 (Fragment) OS=Homo sapien,12,4,38.3,188
PSMA6,-0.0923892664,0.486265919594747,0,P60900;G3V295;G3V5Z7;G3V3I1;G3V3U4;G3V4S5;G3V2S7,P60900;G3V295;G3V5Z7;G3V3I1;G3V3U4,13;13;13;11;7;3;3,13;13;13;11;7;3;3,13;13;13;11;7;3;3,Proteasome subunit alpha type-6;Proteasome subunit alpha type,PSMA6,sp|P60900|PSA6_HUMAN Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V295|G3V295_HUMAN Proteasome subunit alpha type OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V5Z7|G3V5Z7_HUMAN Proteasome subunit alpha type OS=Homo sap,13,13,48.4,246
PFN2,-0.5379379764,0.00754934838605963,0,G5E9Q6;C9J0J7;C9JQ45;C9J2N0;C9J5V8;F2Z3G0,G5E9Q6;C9J0J7;C9JQ45,7;6;4;3;1;1,7;6;4;3;1;1,3;3;0;0;0;0,Profilin,PFN2,tr|G5E9Q6|G5E9Q6_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1;tr|C9J0J7|C9J0J7_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1;tr|C9JQ45|C9JQ45_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1,7,3,39.9,188
MRPS22,0.1081640983,0.680246709080509,0,P82650;G5E9W7;G5E9V5;H7C5L9;H7C5H3;H7C5F2,P82650;G5E9W7;G5E9V5;H7C5L9,11;11;11;9;5;2,11;11;11;9;5;2,11;11;11;9;5;2,"28S ribosomal protein S22, mitochondrial",MRPS22,"sp|P82650|RT22_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1;tr|G5E9W7|G5E9W7_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1;tr|G5E9V5|G5E9V5_HUMAN 28S ribosomal prote",11,11,27.8,360
CLPTM1L,-0.3334696978,0.0256026035403089,0,Q96KA5;G5E9Z2,Q96KA5;G5E9Z2,2;2,2;2,2;2,Cleft lip and palate transmembrane protein 1-like protein,CLPTM1L,"sp|Q96KA5|CLP1L_HUMAN Cleft lip and palate transmembrane protein 1-like protein OS=Homo sapiens OX=9606 GN=CLPTM1L PE=1 SV=1;tr|G5E9Z2|G5E9Z2_HUMAN Cisplatin resistance related protein CRR9p, isoform CRA_c OS=Homo sapiens OX=9606 GN=CLPTM1L PE=1 SV=1",2,2,7.2,538
CELF1,-0.2917192052,0.113530459910733,0,G5EA30;Q92879;E9PKU1;E9PQK4;E9PSH0;F5H0D8;F5H4Y5;A0A1B0GUN8;E9PC62;A0A1B0GU44;A0A0J9YX66;A0A0J9YXJ0;Q5VZZ6;E9PKA1;O95319;V9GYD9;F5H3J7,G5EA30;Q92879;E9PKU1,13;12;7;6;6;5;4;3;3;3;3;3;3;3;3;2;1,13;12;7;6;6;5;4;3;3;3;3;3;3;3;3;2;1,13;12;7;6;6;5;4;3;3;3;3;3;3;3;3;2;1,CUGBP Elav-like family member 1,CELF1,"tr|G5EA30|G5EA30_HUMAN CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=1;sp|Q92879|CELF1_HUMAN CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2;tr|E9PKU1|E9PKU1_HUMAN CUGBP Elav-li",13,13,34.4,514
SEC24C,-0.3776869599,0.0270028128520145,0,P53992;G5EA31,P53992;G5EA31,9;9,9;9,9;9,Protein transport protein Sec24C,SEC24C,sp|P53992|SC24C_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3;tr|G5EA31|G5EA31_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=1,9,9,11,1094
ZYX,0.4043644949,0.123830726043366,0,Q15942;H0Y2Y8;C9JJK5;H7C3D3;C9IZ41,Q15942;H0Y2Y8,9;9;4;3;2,9;9;4;3;2,9;9;4;3;2,Zyxin,ZYX,sp|Q15942|ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|H0Y2Y8|H0Y2Y8_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,9,9,23.4,572
TWF2,-1.0842339528,0.000333450286638225,1,H0Y858;Q6IBS0;D6RG15;Q9NR96,H0Y858;Q6IBS0;D6RG15,3;2;2;1,2;1;1;1,2;1;1;1,Twinfilin-2,TWF2,tr|H0Y858|H0Y858_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1;sp|Q6IBS0|TWF2_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2;tr|D6RG15|D6RG15_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=1,3,2,2.9,1186
HNRNPD,0.0803374814,0.506694838897544,0,Q14103;H0YA96;H0Y8G5;D6RAF8;D6RF44;D6RBQ9;D6RD83,Q14103;H0YA96;H0Y8G5;D6RAF8;D6RF44;D6RBQ9,15;15;15;14;12;10;7,13;13;13;12;10;8;7,13;13;13;12;10;8;7,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,sp|Q14103|HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0YA96|H0YA96_HUMAN Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0Y8G5|H0Y8G5_HUMAN Het,15,13,31,355
RRM2B,-0.8979784468,0.236020354957941,0,Q7LG56;H0YAV1;A0A0C4DGZ6,Q7LG56;H0YAV1;A0A0C4DGZ6,3;3;2,3;3;2,3;3;2,Ribonucleoside-diphosphate reductase subunit M2 B,RRM2B,sp|Q7LG56|RIR2B_HUMAN Ribonucleoside-diphosphate reductase subunit M2 B OS=Homo sapiens OX=9606 GN=RRM2B PE=1 SV=1;tr|H0YAV1|H0YAV1_HUMAN Ribonucleoside-diphosphate reductase subunit M2 B (Fragment) OS=Homo sapiens OX=9606 GN=RRM2B PE=1 SV=1;tr|A0A0C4DGZ6|,3,3,10.8,351
TPD52,-0.0499768235,0.7718960061481,0,H0YC42;P55327;E5RK35;U3KQQ8;E5RFR7;H0YC44,H0YC42;P55327,7;5;1;1;1;1,7;5;1;1;1;1,5;5;1;0;1;1,Tumor protein D52,TPD52,tr|H0YC42|H0YC42_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=1 SV=2;sp|P55327|TPD52_HUMAN Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=2,7,5,30.9,278
CD44,0.4619322554,0.073635133548087,0,P16070;H0YD13;H0Y2P0;H0YE40;H0YDW7;H0YCV9;H0Y5E4;E9PKC6;Q86UZ1;H0YDX6;H0YD17;J3KN83,P16070;H0YD13;H0Y2P0;H0YE40,10;10;9;6;4;4;4;3;2;2;2;2,10;10;9;6;4;4;4;3;2;2;2;2,10;10;9;6;4;4;4;3;2;2;2;2,CD44 antigen,CD44,sp|P16070|CD44_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3;tr|H0YD13|H0YD13_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2;tr|H0Y2P0|H0Y2P0_HUMAN CD44 antigen (Fragment) OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=1;tr|H0YE40|H0Y,10,10,13.7,742
DLAT,0.1359345526,0.252183174065311,0,P10515;H0YDD4;E9PEJ4,P10515;H0YDD4;E9PEJ4,18;18;16,18;18;16,18;18;16,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial;Acetyltransferase component of pyruvate dehydrogenase complex",DLAT,"sp|P10515|ODP2_HUMAN Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=3;tr|H0YDD4|H0YDD4_HUMAN Acetyltransferase component of pyruvate dehydrogenase complex (Fr",18,18,31.1,647
EMC7,0.0123467551,0.913602918737105,0,Q9NPA0;H0YDT8,Q9NPA0;H0YDT8,2;2,2;2,2;2,ER membrane protein complex subunit 7,EMC7,sp|Q9NPA0|EMC7_HUMAN ER membrane protein complex subunit 7 OS=Homo sapiens OX=9606 GN=EMC7 PE=1 SV=1;tr|H0YDT8|H0YDT8_HUMAN ER membrane protein complex subunit 7 (Fragment) OS=Homo sapiens OX=9606 GN=EMC7 PE=1 SV=1,2,2,12,242
HADHA,-0.0738852649,0.563050520296769,0,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21;A0A2R8Y688,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21,38;38;34;23;12,38;38;34;23;12,38;38;34;23;12,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",HADHA,"sp|P40939|ECHA_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|H0YFD6|H0YFD6_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|A0A2R8Y4F5|A0A2R8Y4F5_H",38,38,60.4,763
REXO2,0.1952150583,0.204512697123267,0,Q9Y3B8;H0YG54;H0YGR4;F5GYG5,Q9Y3B8;H0YG54;H0YGR4;F5GYG5,4;4;4;2,4;4;4;2,4;4;4;2,"Oligoribonuclease, mitochondrial",REXO2,"sp|Q9Y3B8|ORN_HUMAN Oligoribonuclease, mitochondrial OS=Homo sapiens OX=9606 GN=REXO2 PE=1 SV=3;tr|H0YG54|H0YG54_HUMAN Oligoribonuclease, mitochondrial OS=Homo sapiens OX=9606 GN=REXO2 PE=1 SV=2;tr|H0YGR4|H0YGR4_HUMAN Oligoribonuclease, mitochondrial (Frag",4,4,20.7,237
YARS2,0.2721743301,0.154583689463643,0,Q9Y2Z4;H0YHS6,Q9Y2Z4;H0YHS6,10;10,10;10,10;10,"Tyrosine--tRNA ligase, mitochondrial;Tyrosine--tRNA ligase",YARS2,"sp|Q9Y2Z4|SYYM_HUMAN Tyrosine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=YARS2 PE=1 SV=2;tr|H0YHS6|H0YHS6_HUMAN Tyrosine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=YARS2 PE=1 SV=1",10,10,26.2,477
DUT,0.0670817203,0.720138359095659,0,P33316;H0YNW5;H0YKC5;H0YMM5;A0A0C4DGL3;H0YNJ9;H0YKI0;H0YMP1,P33316;H0YNW5;H0YKC5;H0YMM5;A0A0C4DGL3;H0YNJ9;H0YKI0;H0YMP1,6;6;6;5;5;5;5;4,6;6;6;5;5;5;5;4,6;6;6;5;5;5;5;4,"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,"sp|P33316|DUT_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4;tr|H0YNW5|H0YNW5_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=1;tr|H0YKC5|H0YKC5_H",6,6,27.4,252
RPL28,0.3737638861,0.150188575716059,0,P46779;H0YMF4;H0YKD8;H0YLP6,P46779;H0YMF4;H0YKD8;H0YLP6,10;10;10;6,10;10;10;6,10;10;10;6,60S ribosomal protein L28,RPL28,sp|P46779|RL28_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3;tr|H0YMF4|H0YMF4_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=1;tr|H0YKD8|H0YKD8_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 G,10,10,45.3,137
