Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF12_N1,Intensity DCAF12_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q9NVM6;S4R343;H0YLQ7;H0YK99,Q9NVM6,3;1;1;1,3;1;1;1,3;1;1;1,DnaJ homolog subfamily C member 17,DNAJC17,sp|Q9NVM6|DJC17_HUMAN DnaJ homolog subfamily C member 17 OS=Homo sapiens OX=9606 GN=DNAJC17 PE=1 SV=1,3,3,13.8,24.7521117505426,25.4721228617993,24.3979346625799,23.3751752207998
Q99615;K7EPP7;K7ESP1;K7EIH8;K7EJE9;K7EJL5;K7EN19;K7EJV7;K7EK03;K7ER44;K7ELJ8,Q99615;K7EPP7;K7ESP1;K7EIH8;K7EJE9;K7EJL5;K7EN19;K7EJV7;K7EK03;K7ER44;K7ELJ8,3;3;3;3;2;2;2;2;2;2;2,3;3;3;3;2;2;2;2;2;2;2,3;3;3;3;2;2;2;2;2;2;2,DnaJ homolog subfamily C member 7,DNAJC7,sp|Q99615|DNJC7_HUMAN DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=2;tr|K7EPP7|K7EPP7_HUMAN DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=1;tr|K7ESP1|K7ESP1_HUMAN DnaJ homolog subfamily C member,3,3,6.5,23.1361475383388,24.4292447978513,22.8400548646535,23.1437487793686
Q8WXX5,Q8WXX5,3,3,3,DnaJ homolog subfamily C member 9,DNAJC9,sp|Q8WXX5|DNJC9_HUMAN DnaJ homolog subfamily C member 9 OS=Homo sapiens OX=9606 GN=DNAJC9 PE=1 SV=1,3,3,16.5,4.25377280271413,4.41538556284283,25.5114727802223,25.3392952033385
P55039;A8MZF9;J3QR71;J3QRI9;J3QKW7;J3QL90;J3KRL5;J3QKV7,P55039;A8MZF9;J3QR71;J3QRI9;J3QKW7,3;2;2;2;2;1;1;1,3;2;2;2;2;1;1;1,3;2;2;2;2;1;1;1,Developmentally-regulated GTP-binding protein 2,DRG2,sp|P55039|DRG2_HUMAN Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=DRG2 PE=1 SV=1;tr|A8MZF9|A8MZF9_HUMAN Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=DRG2 PE=1 SV=1;tr|J3QR71|J3QR71_HUMAN Developme,3,3,11.3,4.25377280271413,4.41538556284283,23.6468030245642,23.8900400855633
P33316;H0YNW5;H0YKC5;H0YMM5;A0A0C4DGL3;H0YNJ9;H0YKI0;H0YMP1,P33316;H0YNW5;H0YKC5;H0YMM5;A0A0C4DGL3;H0YNJ9;H0YKI0,3;3;3;2;2;2;2;1,3;3;3;2;2;2;2;1,3;3;3;2;2;2;2;1,"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,"sp|P33316|DUT_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4;tr|H0YNW5|H0YNW5_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=1;tr|H0YKC5|H0YKC5_H",3,3,16.3,23.8065622082571,23.2987998321681,25.7055648944353,25.4932001997
O75461;Q2Z196;Q2Z197;F8WC40;F8WEZ5,O75461,3;1;1;1;1,3;1;1;1;1,3;1;1;1;1,Transcription factor E2F6,E2F6,sp|O75461|E2F6_HUMAN Transcription factor E2F6 OS=Homo sapiens OX=9606 GN=E2F6 PE=1 SV=1,3,3,14.9,25.7048355253402,26.7766822159421,22.9799791514766,22.6995411068076
P49770;H0YK01;H0YJJ8;G3V5E5,P49770,3;1;1;1,3;1;1;1,3;1;1;1,Translation initiation factor eIF-2B subunit beta,EIF2B2,sp|P49770|EI2BB_HUMAN Translation initiation factor eIF-2B subunit beta OS=Homo sapiens OX=9606 GN=EIF2B2 PE=1 SV=3,3,3,12.3,4.25377280271413,4.41538556284283,24.4725257496902,23.7827679079175
Q15723;P32519;Q99607;A0A0U1RRL5;A0A087WU18,Q15723,4;1;1;1;1,4;1;1;1;1,3;0;0;0;0,ETS-related transcription factor Elf-2,ELF2,sp|Q15723|ELF2_HUMAN ETS-related transcription factor Elf-2 OS=Homo sapiens OX=9606 GN=ELF2 PE=1 SV=2,4,3,8.4,24.0587891198122,25.4473630074601,25.0361149079476,25.1786605963957
Q5R3F8,Q5R3F8,4,4,3,Protein phosphatase 1 regulatory subunit 29,ELFN2,sp|Q5R3F8|PPR29_HUMAN Protein phosphatase 1 regulatory subunit 29 OS=Homo sapiens OX=9606 GN=ELFN2 PE=1 SV=1,4,3,7.8,4.25377280271413,4.41538556284283,24.3825158499409,26.256775067658
Q6IA86;F5GWY6;K7ER35;F5GYE9,Q6IA86,3;1;1;1,3;1;1;1,3;1;1;1,Elongator complex protein 2,ELP2,sp|Q6IA86|ELP2_HUMAN Elongator complex protein 2 OS=Homo sapiens OX=9606 GN=ELP2 PE=1 SV=2,3,3,5.3,24.6894694938366,25.1702408034594,22.7782022867331,22.6777738283878
O43768;A6NMQ3;Q5T5H1;A0A1W2PRU0;P56211;H3BQ52;H3BTD3;H3BMD8,O43768;A6NMQ3;Q5T5H1;A0A1W2PRU0,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,Alpha-endosulfine,ENSA,sp|O43768|ENSA_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1;tr|A6NMQ3|A6NMQ3_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=2;tr|Q5T5H1|Q5T5H1_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1;tr|A0A1W2,3,3,36.4,4.25377280271413,4.41538556284283,26.063610676774,25.8774571437302
Q6P995,Q6P995,3,3,3,Protein FAM171B,FAM171B,sp|Q6P995|F171B_HUMAN Protein FAM171B OS=Homo sapiens OX=9606 GN=FAM171B PE=2 SV=3,3,3,6.2,4.25377280271413,4.41538556284283,25.7324425910744,23.7827679079175
P22087;M0R0P1;M0QXL5;M0R2Q4;M0R2U2;M0R1H0;M0R2B0;M0R299,P22087;M0R0P1;M0QXL5;M0R2Q4;M0R2U2;M0R1H0;M0R2B0;M0R299,4;4;4;4;3;3;3;3,4;4;4;4;3;3;3;3,3;3;3;3;3;3;3;2,rRNA 2-O-methyltransferase fibrillarin,FBL,sp|P22087|FBRL_HUMAN rRNA 2-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2;tr|M0R0P1|M0R0P1_HUMAN rRNA 2-O-methyltransferase fibrillarin (Fragment) OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=1;tr|M0QXL5|M0QXL5_HUMAN rRNA 2-O-methyl,4,3,18.4,25.9615955917888,25.901501844022,23.8437393722741,23.3639935461289
P21333;F8WE98;H0Y5F3;H7C2E7;A0A669KBC6,P21333,175;35;12;4;2,175;35;12;4;2,3;2;0;0;0,Filamin-A,FLNA,sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4,175,3,72.9,34.0922278765416,35.1041523406333,38.2740860228385,38.057425952186
Q96CP2;I3L1Y9;I3L4I0,Q96CP2;I3L1Y9;I3L4I0,3;3;2,3;3;2,3;3;2,FLYWCH family member 2,FLYWCH2,sp|Q96CP2|FWCH2_HUMAN FLYWCH family member 2 OS=Homo sapiens OX=9606 GN=FLYWCH2 PE=1 SV=1;tr|I3L1Y9|I3L1Y9_HUMAN FLYWCH family member 2 OS=Homo sapiens OX=9606 GN=FLYWCH2 PE=1 SV=1;tr|I3L4I0|I3L4I0_HUMAN FLYWCH family member 2 (Fragment) OS=Homo sapiens OX,3,3,30.0,22.0326471012867,24.0525839702855,22.0711690339097,23.9035259047392
Q9HA64;I3L2G3;I3L139;I3L3W5,Q9HA64;I3L2G3;I3L139,3;3;2;1,3;3;2;1,3;3;2;1,Ketosamine-3-kinase,FN3KRP,sp|Q9HA64|KT3K_HUMAN Ketosamine-3-kinase OS=Homo sapiens OX=9606 GN=FN3KRP PE=1 SV=2;tr|I3L2G3|I3L2G3_HUMAN Ketosamine-3-kinase (Fragment) OS=Homo sapiens OX=9606 GN=FN3KRP PE=1 SV=1;tr|I3L139|I3L139_HUMAN Ketosamine-3-kinase OS=Homo sapiens OX=9606 GN=FN3,3,3,14.6,23.7486801421199,23.5544989202444,4.42724936884613,4.39090484493968
P15407,P15407,3,3,3,Fos-related antigen 1,FOSL1,sp|P15407|FOSL1_HUMAN Fos-related antigen 1 OS=Homo sapiens OX=9606 GN=FOSL1 PE=1 SV=1,3,3,13.3,25.186238191635,24.6438892100658,24.4896524868815,23.1471229241958
P35637;H3BPE7,P35637;H3BPE7,5;5,5;5,3;3,RNA-binding protein FUS,FUS,sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1;tr|H3BPE7|H3BPE7_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,5,3,11.6,26.5906368441674,26.6121742355268,27.5319275368689,27.2280259766954
P41250,P41250,3,3,3,Glycine--tRNA ligase,GARS,sp|P41250|GARS_HUMAN Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3,3,3,7.3,4.25377280271413,4.41538556284283,24.7630911719424,24.0446856057149
Q9UJY5;B0QYR6;Q9UJY4;B0QYR9;B0QYS0;B0QYS1;A0A087WYN2;B0QYS2;B0QYS3;B0QYR5;B0QYS5;H3BPI3;H3BMM6,Q9UJY5;B0QYR6,4;2;1;1;1;1;1;1;1;1;1;1;1,3;1;0;0;0;0;0;0;0;0;0;0;0,3;1;0;0;0;0;0;0;0;0;0;0;0,ADP-ribosylation factor-binding protein GGA1,GGA1,sp|Q9UJY5|GGA1_HUMAN ADP-ribosylation factor-binding protein GGA1 OS=Homo sapiens OX=9606 GN=GGA1 PE=1 SV=1;tr|B0QYR6|B0QYR6_HUMAN ADP-ribosylation factor-binding protein GGA1 (Fragment) OS=Homo sapiens OX=9606 GN=GGA1 PE=1 SV=1,4,3,7.7,4.25377280271413,4.41538556284283,23.3421810357449,24.3674638106445
O14908;K7EM11;Q8TF64;A0A2R8Y651,O14908;K7EM11,3;2;1;1,3;2;1;1,3;2;1;1,PDZ domain-containing protein GIPC1,GIPC1,sp|O14908|GIPC1_HUMAN PDZ domain-containing protein GIPC1 OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=2;tr|K7EM11|K7EM11_HUMAN PDZ domain-containing protein GIPC1 (Fragment) OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=1,3,3,11.7,4.25377280271413,4.41538556284283,24.4433528434583,24.5282056034262
Q49A26;K7EMM8;K7EQB2,Q49A26;K7EMM8,3;3;1,3;3;1,3;3;1,Putative oxidoreductase GLYR1,GLYR1,sp|Q49A26|GLYR1_HUMAN Putative oxidoreductase GLYR1 OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=4;tr|K7EMM8|K7EMM8_HUMAN Putative oxidoreductase GLYR1 (Fragment) OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=2,3,3,8.9,4.25377280271413,4.41538556284283,24.5558449636229,24.1608488483829
P46926;D6RAY7;D6R9P4;D6RFF8;Q8TDQ7;D6RFK5;V9GYW0;V9GYK3;D6R917;D6RB13,P46926;D6RAY7;D6R9P4;D6RFF8,3;3;3;3;1;1;1;1;1;1,3;3;3;3;1;1;1;1;1;1,3;3;3;3;1;1;1;1;1;1,Glucosamine-6-phosphate isomerase 1;Glucosamine-6-phosphate isomerase,GNPDA1,sp|P46926|GNPI1_HUMAN Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens OX=9606 GN=GNPDA1 PE=1 SV=1;tr|D6RAY7|D6RAY7_HUMAN Glucosamine-6-phosphate isomerase (Fragment) OS=Homo sapiens OX=9606 GN=GNPDA1 PE=1 SV=1;tr|D6R9P4|D6R9P4_HUMAN Glucosamine-6-phosp,3,3,18.3,4.25377280271413,4.41538556284283,24.8387957545083,24.2570269442324
Q8N954,Q8N954,3,3,3,G patch domain-containing protein 11,GPATCH11,sp|Q8N954|GPT11_HUMAN G patch domain-containing protein 11 OS=Homo sapiens OX=9606 GN=GPATCH11 PE=1 SV=4,3,3,10.5,23.1682295560815,24.9949420774414,25.2955455919835,24.934271089704
P57764;E9PIB2;G3V1A6,P57764;E9PIB2;G3V1A6,3;3;3,3;3;3,3;3;3,Gasdermin-D,GSDMD,"sp|P57764|GSDMD_HUMAN Gasdermin-D OS=Homo sapiens OX=9606 GN=GSDMD PE=1 SV=1;tr|E9PIB2|E9PIB2_HUMAN Gasdermin-D (Fragment) OS=Homo sapiens OX=9606 GN=GSDMD PE=1 SV=1;tr|G3V1A6|G3V1A6_HUMAN Gasdermin domain containing 1, isoform CRA_d OS=Homo sapiens OX=960",3,3,10.1,22.3021234687496,23.9449439467493,24.1755422412435,24.6890719228955
P15170;H3BR35;H3BSV8,P15170;H3BR35,8;8;3,8;8;3,3;3;2,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,GSPT1,sp|P15170|ERF3A_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1;tr|H3BR35|H3BR35_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Fragment) OS=Homo sapiens OX=9606 G,8,3,17.4,4.25377280271413,4.41538556284283,26.439458329137,26.1440990000171
Q9UBN7;A0A2R8YDE6;A0A2R8Y5Z4;A0A2R8YD35;C9J172;Q9BRX7;A0A2R8YCS4;E7EP63;E7ER52;A6NDI8,Q9UBN7;A0A2R8YDE6,3;3;1;1;1;1;1;1;1;1,3;3;1;1;1;1;1;1;1;1,3;3;1;1;1;1;1;1;1;1,Histone deacetylase 6,HDAC6,sp|Q9UBN7|HDAC6_HUMAN Histone deacetylase 6 OS=Homo sapiens OX=9606 GN=HDAC6 PE=1 SV=2;tr|A0A2R8YDE6|A0A2R8YDE6_HUMAN Histone deacetylase 6 OS=Homo sapiens OX=9606 GN=HDAC6 PE=1 SV=1,3,3,3.9,4.25377280271413,4.41538556284283,28.2152125886951,27.1356505814985
P49773;D6RC06;D6REP8;D6RE99;D6RD60,P49773,3;1;1;1;1,3;1;1;1;1,3;1;1;1;1,Histidine triad nucleotide-binding protein 1,HINT1,sp|P49773|HINT1_HUMAN Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2,3,3,45.2,23.413384142942,25.6703364061244,24.8286637498321,23.1141814210934
P16403,P16403,12,3,3,Histone H1.2,HIST1H1C,sp|P16403|H12_HUMAN Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2,12,3,27.7,26.4513620555653,28.2508794068433,24.2563791727447,23.508936969077
P17096,P17096,3,3,3,High mobility group protein HMG-I/HMG-Y,HMGA1,sp|P17096|HMGA1_HUMAN High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3,3,3,23.4,24.3712581889919,24.7427826868374,23.4583885890488,24.3339496754476
P31942,P31942,3,3,3,Heterogeneous nuclear ribonucleoprotein H3,HNRNPH3,sp|P31942|HNRH3_HUMAN Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2,3,3,15.9,24.0364025786031,24.3287554482674,23.2654216126912,24.8817103337782
Q00613;E9PMQ6;A0A087X1F9;E9PI02,Q00613;E9PMQ6;A0A087X1F9;E9PI02,3;3;2;2,3;3;2;2,3;3;2;2,Heat shock factor protein 1,HSF1,sp|Q00613|HSF1_HUMAN Heat shock factor protein 1 OS=Homo sapiens OX=9606 GN=HSF1 PE=1 SV=1;tr|E9PMQ6|E9PMQ6_HUMAN Heat shock factor protein 1 OS=Homo sapiens OX=9606 GN=HSF1 PE=1 SV=2;tr|A0A087X1F9|A0A087X1F9_HUMAN Heat shock factor protein 1 (Fragment) OS,3,3,6.8,23.9041538668502,23.8679709470492,24.3945370096451,24.8469938608749
P61604;B8ZZL8;S4R3N1;B8ZZ54,P61604;B8ZZL8;S4R3N1,3;2;2;1,3;2;2;1,3;2;2;1,"10 kDa heat shock protein, mitochondrial",HSPE1;HSPE1-MOB4,"sp|P61604|CH10_HUMAN 10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=2;tr|B8ZZL8|B8ZZL8_HUMAN 10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=1;tr|S4R3N1|S4R3N1_HUMAN HSPE1-MOB4 readthroug",3,3,32.4,4.25377280271413,4.41538556284283,24.6720644435112,25.6397282095369
O75874;C9J4N6;P48735;C9JJE5;C9JLU6,O75874;C9J4N6,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,Isocitrate dehydrogenase [NADP] cytoplasmic,IDH1,sp|O75874|IDHC_HUMAN Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2;tr|C9J4N6|C9J4N6_HUMAN Isocitrate dehydrogenase [NADP] cytoplasmic (Fragment) OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=1,3,3,7.0,4.25377280271413,4.41538556284283,25.0255089746457,24.4544403757475
Q9BW83;F5GZ09;B1AH58;H0Y6C7;B1AH56,Q9BW83;F5GZ09;B1AH58;H0Y6C7,3;3;2;2;1,3;3;2;2;1,3;3;2;2;1,Intraflagellar transport protein 27 homolog,IFT27,sp|Q9BW83|IFT27_HUMAN Intraflagellar transport protein 27 homolog OS=Homo sapiens OX=9606 GN=IFT27 PE=1 SV=1;tr|F5GZ09|F5GZ09_HUMAN Intraflagellar transport protein 27 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IFT27 PE=1 SV=1;tr|B1AH58|B1AH58_HUMAN Int,3,3,17.7,4.25377280271413,4.41538556284283,24.9240197898053,24.511653739149
Q9NV88;G3XAN1,Q9NV88;G3XAN1,3;2,3;2,3;2,Integrator complex subunit 9,INTS9,sp|Q9NV88|INT9_HUMAN Integrator complex subunit 9 OS=Homo sapiens OX=9606 GN=INTS9 PE=1 SV=2;tr|G3XAN1|G3XAN1_HUMAN Integrator complex subunit 9 OS=Homo sapiens OX=9606 GN=INTS9 PE=1 SV=1,3,3,6.7,22.4906442781568,24.2552268603504,23.0895985386628,22.4160418722327
P05412,P05412,4,4,3,Transcription factor AP-1,JUN,sp|P05412|JUN_HUMAN Transcription factor AP-1 OS=Homo sapiens OX=9606 GN=JUN PE=1 SV=2,4,3,15.4,4.25377280271413,4.41538556284283,26.4709910747802,26.3241951079219
O60229;H7BXZ5;C9IZQ6,O60229;H7BXZ5;C9IZQ6,6;6;5,3;3;2,3;3;2,Kalirin,KALRN,"sp|O60229|KALRN_HUMAN Kalirin OS=Homo sapiens OX=9606 GN=KALRN PE=1 SV=3;tr|H7BXZ5|H7BXZ5_HUMAN Kalirin (Fragment) OS=Homo sapiens OX=9606 GN=KALRN PE=1 SV=1;tr|C9IZQ6|C9IZQ6_HUMAN HCG2022551, isoform CRA_j OS=Homo sapiens OX=9606 GN=KALRN PE=1 SV=1",6,3,2.4,22.5315290047895,24.8570933390717,24.1111592363304,23.8583271013106
Q96AT1,Q96AT1,3,3,3,Uncharacterized protein KIAA1143,KIAA1143,sp|Q96AT1|K1143_HUMAN Uncharacterized protein KIAA1143 OS=Homo sapiens OX=9606 GN=KIAA1143 PE=1 SV=2,3,3,27.3,27.2603210646185,28.0717848406553,26.9161579196866,27.0212573833065
Q9P206,Q9P206,3,3,3,Uncharacterized protein KIAA1522,KIAA1522,sp|Q9P206|K1522_HUMAN Uncharacterized protein KIAA1522 OS=Homo sapiens OX=9606 GN=KIAA1522 PE=1 SV=2,3,3,4.9,4.25377280271413,4.41538556284283,24.1848771584766,24.4123506937282
O00139,O00139,3,3,3,Kinesin-like protein KIF2A,KIF2A,sp|O00139|KIF2A_HUMAN Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3,3,3,4.0,4.25377280271413,4.41538556284283,25.5009077522746,23.6263373527993
A0A494C108;Q8N9T8;H0YG91;H0YFD2;F8WFC1,A0A494C108;Q8N9T8,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,Protein KRI1 homolog,KRI1,tr|A0A494C108|A0A494C108_HUMAN Protein KRI1 homolog OS=Homo sapiens OX=9606 GN=KRI1 PE=1 SV=1;sp|Q8N9T8|KRI1_HUMAN Protein KRI1 homolog OS=Homo sapiens OX=9606 GN=KRI1 PE=1 SV=3,3,3,6.2,26.0399257474146,26.7893977376811,23.1912327532728,24.2594714594884
Q4G0J3;H0YA82;D6R9Z6,Q4G0J3;H0YA82;D6R9Z6,3;3;2,3;3;2,3;3;2,La-related protein 7,LARP7,sp|Q4G0J3|LARP7_HUMAN La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1;tr|H0YA82|H0YA82_HUMAN La-related protein 7 (Fragment) OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1;tr|D6R9Z6|D6R9Z6_HUMAN La-related protein 7 (Fragment) OS=Homo sapiens O,3,3,5.2,22.2658507946194,21.9274510181562,22.4696100226578,23.1675559646496
Q9GZY6;C9JA24;C9JDY7;F8W947;C9JXP0,Q9GZY6;C9JA24,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,Linker for activation of T-cells family member 2,LAT2,sp|Q9GZY6|NTAL_HUMAN Linker for activation of T-cells family member 2 OS=Homo sapiens OX=9606 GN=LAT2 PE=1 SV=1;tr|C9JA24|C9JA24_HUMAN Linker for activation of T-cells family member 2 (Fragment) OS=Homo sapiens OX=9606 GN=LAT2 PE=1 SV=1,3,3,19.8,4.25377280271413,4.41538556284283,24.7448880242464,25.5072136981477
Q9Y2L9,Q9Y2L9,3,3,3,Leucine-rich repeat and calponin homology domain-containing protein 1,LRCH1,sp|Q9Y2L9|LRCH1_HUMAN Leucine-rich repeat and calponin homology domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LRCH1 PE=1 SV=3,3,3,6.3,4.25377280271413,4.41538556284283,25.4723398154134,25.6227397815572
Q96AG4,Q96AG4,3,3,3,Leucine-rich repeat-containing protein 59,LRRC59,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1,3,3,12.1,4.25377280271413,4.41538556284283,24.7270238413683,24.510628004985
Q9BX40;Q5TBQ0;Q5TBQ1;A0A0C4DFV2,Q9BX40;Q5TBQ0,7;5;3;2,7;5;3;2,3;2;2;2,Protein LSM14 homolog B,LSM14B,sp|Q9BX40|LS14B_HUMAN Protein LSM14 homolog B OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1;tr|Q5TBQ0|Q5TBQ0_HUMAN Protein LSM14 homolog B (Fragment) OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1,7,3,26.8,4.25377280271413,4.41538556284283,27.1733134342643,27.5286527427575
Q9Y383;A0A0A6YYJ8;V9GZ75;F8WEU3,Q9Y383;A0A0A6YYJ8,5;4;1;1,5;4;1;1,3;2;1;1,Putative RNA-binding protein Luc7-like 2,LUC7L2,sp|Q9Y383|LC7L2_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2;tr|A0A0A6YYJ8|A0A0A6YYJ8_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=4 SV=1,5,3,15.8,25.4318607460583,26.0325041798678,4.42724936884613,4.39090484493968
P10636;I3L170;A0A0G2JQJ7;A0A0G2JPD5;A0A0G2JS76;A0A0G2JMX7,P10636;I3L170;A0A0G2JQJ7;A0A0G2JPD5;A0A0G2JS76;A0A0G2JMX7,3;3;3;3;3;3,3;3;3;3;3;3,3;3;3;3;3;3,Microtubule-associated protein tau;Microtubule-associated protein,MAPT,sp|P10636|TAU_HUMAN Microtubule-associated protein tau OS=Homo sapiens OX=9606 GN=MAPT PE=1 SV=5;tr|I3L170|I3L170_HUMAN Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAPT PE=1 SV=1;tr|A0A0G2JQJ7|A0A0G2JQJ7_HUMAN Microtubule-associated protein O,3,3,5.7,4.25377280271413,4.41538556284283,25.4383799394419,25.5147308117017
Q9NR56;C9JP00;A0A0A0MQX8;Q86VM6;Q9NUK0;H7C4T5;B1AKI6,Q9NR56;C9JP00;A0A0A0MQX8;Q86VM6,4;4;4;2;1;1;1,4;4;4;2;1;1;1,3;3;3;2;0;0;0,Muscleblind-like protein 1,MBNL1,sp|Q9NR56|MBNL1_HUMAN Muscleblind-like protein 1 OS=Homo sapiens OX=9606 GN=MBNL1 PE=1 SV=2;tr|C9JP00|C9JP00_HUMAN Muscleblind-like protein 1 OS=Homo sapiens OX=9606 GN=MBNL1 PE=1 SV=1;tr|A0A0A0MQX8|A0A0A0MQX8_HUMAN Muscleblind-like protein 1 OS=Homo sapie,4,3,11.1,25.2895075865514,25.5025475237037,4.42724936884613,4.39090484493968
Q9NYP9,Q9NYP9,3,3,3,Protein Mis18-alpha,MIS18A,sp|Q9NYP9|MS18A_HUMAN Protein Mis18-alpha OS=Homo sapiens OX=9606 GN=MIS18A PE=1 SV=1,3,3,24.5,25.9722933505332,26.9371931185181,25.52644550959,24.5980979472482
P51948;H0YJ92;H0YJF2,P51948,3;1;1,3;1;1,3;1;1,CDK-activating kinase assembly factor MAT1,MNAT1,sp|P51948|MAT1_HUMAN CDK-activating kinase assembly factor MAT1 OS=Homo sapiens OX=9606 GN=MNAT1 PE=1 SV=1,3,3,12.3,24.3902760268061,25.263094655831,25.2403808350388,25.5058214858244
Q9Y6X9;H7C3M1;H7C1V1,Q9Y6X9,3;1;1,3;1;1,3;1;1,MORC family CW-type zinc finger protein 2,MORC2,sp|Q9Y6X9|MORC2_HUMAN ATPase MORC2 OS=Homo sapiens OX=9606 GN=MORC2 PE=1 SV=2,3,3,4.4,21.6474180215461,23.3846818885234,23.9352607467819,22.9629284741935
Q9BXT6,Q9BXT6,3,3,3,Putative helicase Mov10l1,MOV10L1,sp|Q9BXT6|M10L1_HUMAN RNA helicase Mov10l1 OS=Homo sapiens OX=9606 GN=MOV10L1 PE=2 SV=1,3,3,3.6,23.1856939324411,26.6798956168618,24.284680099099,22.220192905508
Q6P1R3;B4E1M0;E9PPE2,Q6P1R3,3;1;1,3;1;1,3;1;1,Myb/SANT-like DNA-binding domain-containing protein 2,MSANTD2,sp|Q6P1R3|MSD2_HUMAN Myb/SANT-like DNA-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MSANTD2 PE=1 SV=1,3,3,7.9,22.7876056908279,22.3526167817477,24.2174146260736,24.4662527476152
