Unnamed: 0,CIAO1_vs_BirA,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
PPT1,-0.089974124,0.744841671999961,0,P50897;A0A2C9F2P4;A0A286YFF7;Q5T0S4;A0A286YFE3;A0A286YFL8;E9PSE5;E9PK48;E9PIA8,P50897;A0A2C9F2P4;A0A286YFF7;Q5T0S4;A0A286YFE3;A0A286YFL8,3;3;3;2;2;2;1;1;1,3;3;3;2;2;2;1;1;1,3;3;3;2;2;2;1;1;1,Palmitoyl-protein thioesterase 1,PPT1,sp|P50897|PPT1_HUMAN Palmitoyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=PPT1 PE=1 SV=1;tr|A0A2C9F2P4|A0A2C9F2P4_HUMAN Palmitoyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=PPT1 PE=1 SV=1;tr|A0A286YFF7|A0A286YFF7_HUMAN Palmitoyl-protein thioe,3,3,20.3,306,0.0899741240361836,0.744841671999961
OPA1,-0.2097057781,0.486672959456788,0,O60313;A0A2R8Y3X5;A0A2R8YE78;A0A2R8YDM2;C9JMB8;E5KLJ9;A0A2R8Y4G4;A0A2R8Y4Q3;A0A2R8YE54;A0A2R8YD53;A0A2R8YGE5;A0A2R8YFD1,O60313;A0A2R8Y3X5;A0A2R8YE78;A0A2R8YDM2;C9JMB8;E5KLJ9;A0A2R8Y4G4;A0A2R8Y4Q3;A0A2R8YE54;A0A2R8YD53;A0A2R8YGE5,3;3;3;3;3;3;2;2;2;2;2;1,3;3;3;3;3;3;2;2;2;2;2;1,3;3;3;3;3;3;2;2;2;2;2;1,"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1",OPA1,"sp|O60313|OPA1_HUMAN Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=3;tr|A0A2R8Y3X5|A0A2R8Y3X5_HUMAN Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=1;tr|A0A2R8YE78|A0A2R8YE78_HUMAN D",3,3,4.6,960,0.209705778098603,0.486672959456788
GSS,0.2408756828,0.893720846819514,0,P48637;A0A2R8Y430;A0A2R8YF34;A0A2R8Y2X9;A0A2R8Y6Y6;A0A2R8Y4V9;A0A2R8Y790;A0A2R8Y446;A0A0S2Z4J7;A0A2R8Y7I7;A0A2R8Y5T7;A0A2R8Y2F2;A0A2R8Y6Q7,P48637;A0A2R8Y430;A0A2R8YF34,5;5;3;2;2;2;2;2;2;2;2;1;1,5;5;3;2;2;2;2;2;2;2;2;1;1,5;5;3;2;2;2;2;2;2;2;2;1;1,Glutathione synthetase,GSS,sp|P48637|GSHB_HUMAN Glutathione synthetase OS=Homo sapiens OX=9606 GN=GSS PE=1 SV=1;tr|A0A2R8Y430|A0A2R8Y430_HUMAN Glutathione synthetase OS=Homo sapiens OX=9606 GN=GSS PE=1 SV=1;tr|A0A2R8YF34|A0A2R8YF34_HUMAN Glutathione synthetase (Fragment) OS=Homo sap,5,5,12.2,474,-0.240875682751251,0.893720846819514
SMARCE1,0.2408321169,0.702506749654584,0,Q969G3;J3QR61;A0A2R8Y765;J3QKS7;A0A2R8Y7U4;A0A2U3TZQ7;A0A2R8Y7I9;A0A2R8Y4T4;A0A2R8YES3;A0A2R8Y855;B4DGM3,Q969G3;J3QR61;A0A2R8Y765;J3QKS7;A0A2R8Y7U4;A0A2U3TZQ7;A0A2R8Y7I9;A0A2R8Y4T4;A0A2R8YES3;A0A2R8Y855;B4DGM3,2;2;2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2;2;2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,sp|Q969G3|SMCE1_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Homo sapiens OX=9606 GN=SMARCE1 PE=1 SV=2;tr|J3QR61|J3QR61_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin,2,2,7.1,411,-0.240832116897901,0.702506749654584
CTNNB1,-0.5643528957,0.0934452395280413,0,P35222;A0A2R8Y804;A0A2R8Y543;A0A2R8YCH5;A0A2R8Y7Z0;A0A2R8Y5A3;A0A2R8Y750;A0A2R8Y5Z1;B4DGU4;A0A2R8Y5C3;A0A2R8Y6G0;P14923;A0A2R8Y815,P35222;A0A2R8Y804;A0A2R8Y543;A0A2R8YCH5;A0A2R8Y7Z0;A0A2R8Y5A3;A0A2R8Y750;A0A2R8Y5Z1;B4DGU4;A0A2R8Y5C3,6;6;6;6;6;6;5;5;5;4;2;1;1,6;6;6;6;6;6;5;5;5;4;2;1;1,6;6;6;6;6;6;5;5;5;4;2;1;1,Catenin beta-1,CTNNB1,sp|P35222|CTNB1_HUMAN Catenin beta-1 OS=Homo sapiens OX=9606 GN=CTNNB1 PE=1 SV=1;tr|A0A2R8Y804|A0A2R8Y804_HUMAN Catenin beta-1 OS=Homo sapiens OX=9606 GN=CTNNB1 PE=1 SV=1;tr|A0A2R8Y543|A0A2R8Y543_HUMAN Catenin beta-1 OS=Homo sapiens OX=9606 GN=CTNNB1 PE=1,6,6,10.4,781,0.564352895678134,0.0934452395280413
TNKS1BP1,-2.0817395724,0.000994440801689675,1,A0A2R8Y5C4;Q9C0C2,A0A2R8Y5C4;Q9C0C2,2;1,2;1,2;1,182 kDa tankyrase-1-binding protein,TNKS1BP1,tr|A0A2R8Y5C4|A0A2R8Y5C4_HUMAN 182 kDa tankyrase-1-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=TNKS1BP1 PE=1 SV=1;sp|Q9C0C2|TB182_HUMAN 182 kDa tankyrase-1-binding protein OS=Homo sapiens OX=9606 GN=TNKS1BP1 PE=1 SV=4,2,2,9.5,283,2.08173957237797,0.000994440801689675
POLR1C,1.1545526736,0.395936674036061,0,O15160;A0A2R8YEZ4;A0A2R8Y5D3;A0A2R8Y8D6;E7EQB9;H0Y723,O15160;A0A2R8YEZ4;A0A2R8Y5D3;A0A2R8Y8D6;E7EQB9;H0Y723,5;5;5;4;4;3,5;5;5;4;4;3,2;2;2;2;2;1,DNA-directed RNA polymerases I and III subunit RPAC1,POLR1C,sp|O15160|RPAC1_HUMAN DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens OX=9606 GN=POLR1C PE=1 SV=1;tr|A0A2R8YEZ4|A0A2R8YEZ4_HUMAN DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens OX=9606 GN=POLR1C PE=1 SV=1;tr|A0A2R8,5,2,16.8,346,-1.15455267362505,0.395936674036061
BCAP31,-1.9214840165,0.0809642419854415,0,P51572;A0A2R8Y5M6;C9JM14;C9JMD7;C9JSP1;C9JQ75;C9J0M4,P51572;A0A2R8Y5M6,3;3;1;1;1;1;1,3;3;1;1;1;1;1,3;3;1;1;1;1;1,B-cell receptor-associated protein 31,BCAP31,sp|P51572|BAP31_HUMAN B-cell receptor-associated protein 31 OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=3;tr|A0A2R8Y5M6|A0A2R8Y5M6_HUMAN B-cell receptor-associated protein OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=1,3,3,15.9,246,1.9214840164748,0.0809642419854415
TBCE,0.4278201757,0.394211603051892,0,Q15813;A0A2R8Y5Q8;A0A2R8Y7E7;A0A2U3TZJ6;A0A2R8YHI9;A0A2R8Y6Q1;A0A2R8YFM3;A0A2R8YFL4;A0A2R8Y809;A0A2R8Y4V6;A0A2R8YH53;A0A2R8Y597;A0A2R8Y784;A0A2R8Y4P2;A0A2R8Y787;A0A2R8Y6L2;A0A2R8Y5H6;A0A2R8Y897;A0A2R8YF12;A0A2R8YER9,Q15813;A0A2R8Y5Q8;A0A2R8Y7E7;A0A2U3TZJ6;A0A2R8YHI9;A0A2R8Y6Q1,3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Tubulin-specific chaperone E,TBCE,sp|Q15813|TBCE_HUMAN Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1;tr|A0A2R8Y5Q8|A0A2R8Y5Q8_HUMAN Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1;tr|A0A2R8Y7E7|A0A2R8Y7E7_HUMAN Tubulin-specific chaperone E OS,3,3,9.5,527,-0.427820175707701,0.394211603051892
TPM4,-1.6994270158,0.00256447876243621,1,P67936;A0A2R8YGX3;A0A2R8Y5V9;A0A2R8YEU4;A0A2R8YH90;A0A2R8YE05;K7ENT6;A0A2R8YHD2;A0A590UJB9;A0A590UK79;A0A5F9UN72,P67936;A0A2R8YGX3;A0A2R8Y5V9;A0A2R8YEU4;A0A2R8YH90;A0A2R8YE05;K7ENT6;A0A2R8YHD2,14;14;14;9;9;9;9;9;5;5;2,6;6;6;1;1;1;1;1;5;5;1,5;5;5;0;0;0;0;0;5;5;0,Tropomyosin alpha-4 chain,TPM4,sp|P67936|TPM4_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3;tr|A0A2R8YGX3|A0A2R8YGX3_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=1;tr|A0A2R8Y5V9|A0A2R8Y5V9_HUMAN Tropomyosin alpha-4 chain OS=Homo sap,14,5,37.5,248,1.6994270157788,0.00256447876243621
RPS14,-1.7182224385,0.00758059887042693,1,P62263;A0A2R8Y811;E5RH77,P62263;A0A2R8Y811;E5RH77,11;11;6,11;11;6,11;11;6,40S ribosomal protein S14,RPS14,sp|P62263|RS14_HUMAN 40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3;tr|A0A2R8Y811|A0A2R8Y811_HUMAN 40S ribosomal protein S14 (Fragment) OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=1;tr|E5RH77|E5RH77_HUMAN 40S ribosomal protein S14 OS=Hom,11,11,45.7,151,1.71822243853255,0.00758059887042693
RPS24,-2.0726079973,0.0030977227811187,1,P62847;E7ETK0;A0A2R8Y849;A0A2R8YD14;A0A2R8Y8A0,P62847;E7ETK0;A0A2R8Y849;A0A2R8YD14,11;11;11;11;5,11;11;11;11;5,11;11;11;11;5,40S ribosomal protein S24,RPS24,sp|P62847|RS24_HUMAN 40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1;tr|E7ETK0|E7ETK0_HUMAN 40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1;tr|A0A2R8Y849|A0A2R8Y849_HUMAN 40S ribosomal protein S24 OS=Homo sapiens O,11,11,53.4,133,2.07260799730015,0.0030977227811187
PFKM,-0.5310531067,0.449496988875695,0,P08237;F8VZI0;A0A2R8Y891;F8VP00;F8VSF7;F8VTQ3;F8VW30;F8VUB8;F8VYK8;F8VX13;F8VZQ1;F8VVE3,P08237;F8VZI0;A0A2R8Y891,9;9;9;3;2;2;2;2;2;2;2;2,8;8;8;3;2;2;2;2;2;2;2;2,8;8;8;3;2;2;2;2;2;2;2;2,"ATP-dependent 6-phosphofructokinase, muscle type",PFKM,"sp|P08237|PFKAM_HUMAN ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=2;tr|F8VZI0|F8VZI0_HUMAN ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=10;tr|A0A2R8Y891|A0A2R8Y891_HUM",9,8,15.6,780,0.531053106678455,0.449496988875695
HSD17B4,-2.4592591882,0.000768765372099428,1,P51659;A0A2R8YD50;E7EWE5;E7ER27;A0A2R8Y7L2;G5E9S2;E7ET17;E7EPL9;A0A2R8YDT8;A0A2R8YF45;A0A2R8YEG2;A0A2R8Y7W2,P51659;A0A2R8YD50;E7EWE5;E7ER27;A0A2R8Y7L2;G5E9S2;E7ET17;E7EPL9,10;10;8;7;6;6;6;5;4;4;2;1,10;10;8;7;6;6;6;5;4;4;2;1,10;10;8;7;6;6;6;5;4;4;2;1,Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2,HSD17B4,sp|P51659|DHB4_HUMAN Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3;tr|A0A2R8YD50|A0A2R8YD50_HUMAN Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=1;tr|E7EWE5|E7EWE5_HUMAN Peroxis,10,10,20.1,736,2.4592591882147,0.000768765372099428
CSNK2A1;CSNK2A3,-1.2533379867,0.0128673526817136,1,P68400;E7EU96;A0A2R8YD58;A0A2R8YF43;Q8NEV1;A0A2R8Y5A0;A0A2R8YFU2;A0A2R8YDP2;A0A2R8Y4D6;V9GYA2;A0A2R8YDY7;A0A2R8YEW1;A0A087WY74;A0A2R8Y7T1;A0A2R8YCK2;A0A2R8YF47;V9GY80;A0A2R8YEL7;A0A2R8Y797;A0A2R8Y3W6,P68400;E7EU96;A0A2R8YD58;A0A2R8YF43;Q8NEV1;A0A2R8Y5A0;A0A2R8YFU2;A0A2R8YDP2;A0A2R8Y4D6;V9GYA2,11;11;11;11;10;10;7;7;7;6;5;4;3;2;2;2;2;2;2;2,11;11;11;11;10;10;7;7;7;6;5;4;3;2;2;2;2;2;2;2,4;4;4;4;3;4;4;4;0;0;0;0;3;0;0;0;0;0;0;0,Casein kinase II subunit alpha;Casein kinase II subunit alpha 3,CSNK2A1;CSNK2A3,sp|P68400|CSK21_HUMAN Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A1 PE=1 SV=1;tr|E7EU96|E7EU96_HUMAN Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A1 PE=1 SV=1;tr|A0A2R8YD58|A0A2R8YD58_HUMAN Casein kinase II subunit alp,11,4,36.6,391,1.25333798669215,0.0128673526817136
SEC23B,0.1399383165,0.679566387579761,0,Q15437;A0A2R8YFH5;Q5QPE2;A0A2R8Y633;A0A2R8Y7S7;G3V4V1;G3V1W4;G3V3G5;G3V2R6;Q5QPE1;G3V5K1;G3V5X8;G3V4Q2;A0A2R8YF30,Q15437;A0A2R8YFH5;Q5QPE2,9;9;6;3;3;3;3;3;3;3;2;2;2;1,9;9;6;3;3;3;3;3;3;3;2;2;2;1,6;6;3;1;1;0;0;0;0;3;0;0;0;0,Protein transport protein Sec23B,SEC23B,sp|Q15437|SC23B_HUMAN Protein transport protein Sec23B OS=Homo sapiens OX=9606 GN=SEC23B PE=1 SV=2;tr|A0A2R8YFH5|A0A2R8YFH5_HUMAN Protein transport protein SEC23 OS=Homo sapiens OX=9606 GN=SEC23B PE=1 SV=1;tr|Q5QPE2|Q5QPE2_HUMAN Protein transport protein S,9,6,15.4,767,-0.139938316519746,0.679566387579761
TPP1,-2.7140085116,0.00143509483354915,1,O14773;A0A2R8YGD1;A0A2R8Y7U1;A0A2R8YD45;A0A2R8Y7I4;A0A2R8YD72;A0A2R8YDY1,O14773;A0A2R8YGD1;A0A2R8Y7U1;A0A2R8YD45;A0A2R8Y7I4,4;4;3;3;2;1;1,4;4;3;3;2;1;1,4;4;3;3;2;1;1,Tripeptidyl-peptidase 1,TPP1,sp|O14773|TPP1_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2;tr|A0A2R8YGD1|A0A2R8YGD1_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=1;tr|A0A2R8Y7U1|A0A2R8Y7U1_HUMAN Tripeptidyl-peptidase 1 (Fragment) OS=Hom,4,4,8.7,563,2.7140085115738,0.00143509483354915
EEF1A2,-2.4861943067,0.00369613541798772,1,Q05639;A0A2U3TZH3;A0A2R8Y488;A0A2R8Y660;A0A2R8YDN5,Q05639;A0A2U3TZH3,30;30;14;12;9,13;13;3;3;3,13;13;3;3;3,Elongation factor 1-alpha 2,EEF1A2,sp|Q05639|EF1A2_HUMAN Elongation factor 1-alpha 2 OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1;tr|A0A2U3TZH3|A0A2U3TZH3_HUMAN Elongation factor 1-alpha OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1,30,13,67.6,463,2.4861943066989,0.00369613541798772
CD59,-5.6827585594,0.00155089099392595,1,P13987;E9PNW4;A0A2U3TZL5;H0YET2,P13987;E9PNW4;A0A2U3TZL5,5;5;5;2,5;5;5;2,5;5;5;2,CD59 glycoprotein,CD59,sp|P13987|CD59_HUMAN CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1;tr|E9PNW4|E9PNW4_HUMAN UPAR/Ly6 domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1;tr|A0A2U3TZL5|A0A2U3TZL5_HUMAN CD59 glycoprotein (Fragment) OS=Homo sapiens OX=9606,5,5,28.1,128,5.68275855943515,0.00155089099392595
MTHFD1,-1.1762940723,0.0297718675276505,1,P11586;V9GYY3;A0A384N5Y3;F5H2F4;V9GZ78;A0A494C1T2,P11586;V9GYY3;A0A384N5Y3;F5H2F4;V9GZ78;A0A494C1T2,59;59;59;59;51;39,59;59;59;59;51;39,57;57;57;57;49;37,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",MTHFD1,"sp|P11586|C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3;tr|V9GYY3|V9GYY3_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=2;tr|A0A384N5Y3|A0A384N5Y3_HUMAN C-1-tet",59,57,62.4,935,1.1762940723279,0.0297718675276505
CTPS1,-0.2804094726,0.755089687548517,0,P17812;A0A3B3IRI2;B4E1E0;A0A3B3IRQ8;A0A3B3ITF6;A0A3B3ITB8;A0A3B3ITH9;A0A3B3ISY3;Q9NRF8,P17812;A0A3B3IRI2;B4E1E0;A0A3B3IRQ8;A0A3B3ITF6;A0A3B3ITB8,24;24;18;18;18;13;5;4;2,24;24;18;18;18;13;5;4;2,24;24;18;18;18;13;5;4;2,CTP synthase 1;CTP synthase,CTPS1,sp|P17812|PYRG1_HUMAN CTP synthase 1 OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=2;tr|A0A3B3IRI2|A0A3B3IRI2_HUMAN CTP synthase OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=1;tr|B4E1E0|B4E1E0_HUMAN CTP synthase OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=1;tr|A0A3B3I,24,24,50.8,591,0.280409472626751,0.755089687548517
INPP5F,2.5924741459,0.135782841958859,0,Q9Y2H2;A0A3B3ITL0;A0A3B3IRJ9;A0A3B3ISJ5;A0A3B3ITR9;A0A3B3ISI3,Q9Y2H2;A0A3B3ITL0;A0A3B3IRJ9;A0A3B3ISJ5;A0A3B3ITR9;A0A3B3ISI3,3;3;3;2;2;2,3;3;3;2;2;2,3;3;3;2;2;2,Phosphatidylinositide phosphatase SAC2,INPP5F,sp|Q9Y2H2|SAC2_HUMAN Phosphatidylinositide phosphatase SAC2 OS=Homo sapiens OX=9606 GN=INPP5F PE=1 SV=3;tr|A0A3B3ITL0|A0A3B3ITL0_HUMAN Phosphatidylinositide phosphatase SAC2 OS=Homo sapiens OX=9606 GN=INPP5F PE=1 SV=1;tr|A0A3B3IRJ9|A0A3B3IRJ9_HUMAN Phospha,3,3,4.7,1132,-2.59247414591425,0.135782841958859
MOGS,-0.3784373272,0.433081461644086,0,Q13724;A0A3B3IRW2;A0A3B3IRK6;A0A3B3IS52,Q13724;A0A3B3IRW2;A0A3B3IRK6,3;3;3;1,3;3;3;1,3;3;3;1,Mannosyl-oligosaccharide glucosidase,MOGS,sp|Q13724|MOGS_HUMAN Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5;tr|A0A3B3IRW2|A0A3B3IRW2_HUMAN Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=1;tr|A0A3B3IRK6|A0A3B3IRK6_HUMAN Mannosyl-oligos,3,3,4.7,837,0.37843732724715,0.433081461644086
IFIH1,0.4277028666,0.196844727995786,0,Q9BYX4;A0A3B3IRK8,Q9BYX4;A0A3B3IRK8,4;4,4;4,4;4,Interferon-induced helicase C domain-containing protein 1,IFIH1,sp|Q9BYX4|IFIH1_HUMAN Interferon-induced helicase C domain-containing protein 1 OS=Homo sapiens OX=9606 GN=IFIH1 PE=1 SV=3;tr|A0A3B3IRK8|A0A3B3IRK8_HUMAN Interferon-induced helicase C domain-containing protein 1 OS=Homo sapiens OX=9606 GN=IFIH1 PE=1 SV=1,4,4,7.5,1025,-0.427702866578896,0.196844727995786
DARS2,-2.7079787824,0.0299402581745441,1,Q6PI48;A0A3B3ITK9;A0A3B3IS01;A0A3B3IT01;A0A3B3ISK7;A0A3B3ITS3;A0A3B3IS54,Q6PI48;A0A3B3ITK9;A0A3B3IS01;A0A3B3IT01;A0A3B3ISK7;A0A3B3ITS3;A0A3B3IS54,2;2;2;2;2;1;1,2;2;2;2;2;1;1,2;2;2;2;2;1;1,"Aspartate--tRNA ligase, mitochondrial",DARS2,"sp|Q6PI48|SYDM_HUMAN Aspartate--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=DARS2 PE=1 SV=1;tr|A0A3B3ITK9|A0A3B3ITK9_HUMAN Aspartate--tRNA ligase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DARS2 PE=1 SV=1;tr|A0A3B3IS01|A0A3B3IS01_HUMAN",2,2,3.3,645,2.70797878239277,0.0299402581745441
TCOF1,-0.4179932139,0.22586739565626,0,Q13428;A0A3B3IS06;E7ETY2;H0Y8Y7;A0A2R8Y857;H0YA99,Q13428;A0A3B3IS06;E7ETY2;H0Y8Y7,7;7;7;5;2;1,7;7;7;5;2;1,7;7;7;5;2;1,Treacle protein,TCOF1,sp|Q13428|TCOF_HUMAN Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3;tr|A0A3B3IS06|A0A3B3IS06_HUMAN Treacle protein (Fragment) OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=1;tr|E7ETY2|E7ETY2_HUMAN Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=,7,7,7.3,1488,0.417993213939604,0.22586739565626
PPM1B,-0.1448538482,0.620611648068008,0,O75688;B8ZZF0;C9JIR6;A0A3B3IS24,O75688;B8ZZF0;C9JIR6;A0A3B3IS24,3;3;3;3,3;3;3;3,2;2;2;2,Protein phosphatase 1B,PPM1B,sp|O75688|PPM1B_HUMAN Protein phosphatase 1B OS=Homo sapiens OX=9606 GN=PPM1B PE=1 SV=1;tr|B8ZZF0|B8ZZF0_HUMAN Protein phosphatase 1B (Fragment) OS=Homo sapiens OX=9606 GN=PPM1B PE=1 SV=2;tr|C9JIR6|C9JIR6_HUMAN Protein phosphatase 1B (Fragment) OS=Homo sap,3,2,8.8,479,0.144853848164702,0.620611648068008
COPA,-0.7900574943,0.0624877258617916,0,P53621;A0A3B3IS84;A0A3B3ISC6;A0A3B3IT15;A0A3B3ITV3;A0A3B3ISK1;A0A3B3IU89;A0A3B3IU78;A0A3B3ITI7;A0A3B3IS23;A0A3B3ITX2,P53621;A0A3B3IS84;A0A3B3ISC6;A0A3B3IT15;A0A3B3ITV3;A0A3B3ISK1;A0A3B3IU89,18;18;17;16;10;9;9;3;3;1;1,18;18;17;16;10;9;9;3;3;1;1,18;18;17;16;10;9;9;3;3;1;1,Coatomer subunit alpha;Xenin;Proxenin,COPA,sp|P53621|COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2;tr|A0A3B3IS84|A0A3B3IS84_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=1;tr|A0A3B3ISC6|A0A3B3ISC6_HUMAN Coatomer subunit alpha (Fragment) OS=Homo s,18,18,19.4,1224,0.790057494308151,0.0624877258617916
IDE,0.5822577722,0.0871823771881228,0,P14735;A0A3B3ISG5,P14735;A0A3B3ISG5,3;3,3;3,3;3,Insulin-degrading enzyme,IDE,sp|P14735|IDE_HUMAN Insulin-degrading enzyme OS=Homo sapiens OX=9606 GN=IDE PE=1 SV=4;tr|A0A3B3ISG5|A0A3B3ISG5_HUMAN Insulin-degrading enzyme OS=Homo sapiens OX=9606 GN=IDE PE=1 SV=1,3,3,4.1,1019,-0.582257772191165,0.0871823771881228
EIF2B5,-18.8062285055,1.36864572707086e-07,1,Q13144;A0A3B3ISX3;A0A3B3IUB1;A0A3B3IUF2;A0A3B3ISM8;A0A3B3ITG6;A0A3B3ISV1;A0A3B3ITQ2;C9JRD9;A0A3B3IT53;A0A3B3IS56;A0A3B3IRP4,Q13144;A0A3B3ISX3;A0A3B3IUB1;A0A3B3IUF2;A0A3B3ISM8;A0A3B3ITG6;A0A3B3ISV1;A0A3B3ITQ2,4;4;4;3;3;3;2;2;1;1;1;1,4;4;4;3;3;3;2;2;1;1;1;1,4;4;4;3;3;3;2;2;1;1;1;1,Translation initiation factor eIF-2B subunit epsilon,EIF2B5,sp|Q13144|EI2BE_HUMAN Translation initiation factor eIF-2B subunit epsilon OS=Homo sapiens OX=9606 GN=EIF2B5 PE=1 SV=3;tr|A0A3B3ISX3|A0A3B3ISX3_HUMAN Translation initiation factor eIF-2B subunit epsilon OS=Homo sapiens OX=9606 GN=EIF2B5 PE=1 SV=1;tr|A0A3B3,4,4,10.4,721,18.806228505509,1.36864572707086e-07
NUP98,0.7022268839,0.0766585798301045,0,P52948;A0A3B3ITD8;H0YDA1;H7C3P6,P52948;A0A3B3ITD8;H0YDA1,3;3;2;1,3;3;2;1,3;3;2;1,Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96,NUP98,sp|P52948|NUP98_HUMAN Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=4;tr|A0A3B3ITD8|A0A3B3ITD8_HUMAN Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=1;tr|H0YDA1|H0YDA1_HUMAN Nuclear pore,3,3,1.3,1817,-0.702226883920014,0.0766585798301045
