Gene_names,CIAO1_vs_BirA_logFC,CIAO1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_CIAO1_N1,Peptides_CIAO1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_CIAO1_N1,Razor___unique_peptides_CIAO1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_CIAO1_N1,Unique_peptides_CIAO1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_CIAO1_N1,Identification_type_CIAO1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_CIAO1_N1,Ratio_H_L_CIAO1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_CIAO1_N1,Ratio_H_L_normalized_CIAO1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____CIAO1_N1,Ratio_H_L_variability_____CIAO1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_CIAO1_N1,Ratio_H_L_count_CIAO1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_CIAO1_N1,Ratio_H_L_iso_count_CIAO1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_CIAO1_N1,Ratio_H_L_type_CIAO1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_CIAO1_N1____,Sequence_coverage_CIAO1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_CIAO1_N1,Intensity_L_CIAO1_N1,Intensity_H_CIAO1_N1,Intensity_CIAO1_N2,Intensity_L_CIAO1_N2,Intensity_H_CIAO1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_CIAO1_N1,metacell_Intensity_L_CIAO1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
FEN1,-2.28615820721767,0.0344730333207901,P39748;F5H1Y3;I3L3E9,P39748;F5H1Y3,8;4;2,8;4;2,8;4;2,Flap endonuclease 1,sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1;tr|F5H1Y3|F5H1Y3_HUMAN Flap endonuclease 1 (Fragment) OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,3,8,8,8,7,6,4,1,7,6,4,1,7,6,4,1,22.6,22.6,22.6,42.592,380,380;165;154,0.0,22.027,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3805,1.2175,20.862,16,4,Leave out requantified,0.34099,0.40331,0.1994,,1.1838,1.143,0.23105,,37.877,9.5148,122.53,,7,6,3,0,1,0,3,0,Leave out requantified,Leave out requantified,Median,Median,22.6,22.6,16.3,2.9,1115400000,823180000,292260000,419270000,282260000,137010000,502910000,357890000,145030000,162240000,152010000,10221000,31015000,31015000,0,,,,1534,656;7400;8360;8361;8362;11516;12548;16024,True;True;True;True;True;True;True;True,781;9147;10334;10335;10336;14033;15239;19423,1848;1849;21090;21091;23877;23878;23879;23880;23881;23882;32340;32341;32342;35107;35108;35109;45082;45083;45084,3108;3109;34927;34928;34929;34930;34931;39368;39369;39370;39371;39372;39373;39374;39375;39376;39377;39378;39379;39380;39381;39382;39383;53028;53029;53030;57402;57403;57404;57405;74360;74361;74362;74363,3108;34930;39370;39377;39382;53030;57404;74360,,,,,-1;-1;-1,protein_1535,quanti,quanti,quanti,quanti
CCT6A,-1.14205472805354,0.0162821239210219,P40227,P40227,29,29,24,T-complex protein 1 subunit zeta,sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,1,29,29,24,22,23,18,14,22,23,18,14,18,18,15,12,51.2,51.2,46.3,58.024,531,531,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29697,0.89505,12.216,92,49,Leave out requantified,0.26774,0.30716,0.076334,0.072621,0.89722,0.85442,0.10983,0.10481,19.473,12.465,112.28,108.16,29,28,22,13,10,6,21,12,Leave out requantified,Leave out requantified,Median,Median,44.4,43.5,38.4,31.3,9140100000,7265800000,1874300000,2918600000,2229300000,689310000,3516700000,2628700000,887970000,1731500000,1540900000,190670000,973300000,866960000,106340000,,,,1537,242;243;1233;1234;1475;1515;1930;2412;3203;4620;4621;4622;4904;4905;4935;5106;6238;6239;7548;10300;10301;10610;11421;12321;13445;14669;14670;14719;15238,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,290;291;1529;1530;1531;1825;1876;2378;2973;3926;5664;5665;5666;5667;6045;6046;6047;6087;6296;7739;7740;7741;7742;9338;9339;12620;12621;12978;13922;13923;14978;16277;17729;17730;17792;18454,665;666;667;3634;3635;3636;3637;3638;3639;3640;3641;3642;4401;4402;4403;4404;4537;4538;4539;4540;4541;4542;5760;5761;7102;7103;7104;7105;7106;7107;9171;9172;9173;9174;13071;13072;13073;13074;13075;13076;13077;13078;13968;13969;13970;13971;13972;13973;13974;14077;14078;14545;17891;17892;17893;17894;17895;17896;17897;17898;21507;21508;21509;21510;29086;29087;29088;29089;29090;29927;32079;32080;32081;32082;32083;32084;32085;32086;34468;37558;37559;41018;41019;41020;41021;41022;41023;41189;41190;41191;41192;41193;42773;42774;42775;42776;42777,1127;1128;1129;1130;1131;6132;6133;6134;6135;6136;6137;6138;6139;6140;6141;6142;6143;6144;6145;6146;6147;6148;6149;6150;6151;7520;7521;7522;7523;7524;7525;7526;7527;7528;7529;7530;7531;7532;7533;7534;7535;7536;7537;7538;7539;7540;7541;7542;7543;7753;7754;7755;7756;7757;7758;7759;7760;7761;7762;7763;7764;7765;7766;7767;7768;7769;7770;9872;12090;12091;12092;12093;12094;12095;12096;12097;12098;12099;12100;12101;12102;12103;12104;12105;12106;12107;15312;15313;15314;15315;15316;15317;15318;21736;21737;21738;21739;21740;21741;21742;21743;21744;21745;21746;21747;21748;21749;21750;21751;21752;21753;23140;23141;23142;23143;23144;23145;23146;23147;23148;23149;23150;23366;23367;23368;24101;29695;29696;29697;29698;29699;29700;29701;29702;29703;29704;29705;29706;29707;29708;29709;29710;35530;35531;35532;35533;47645;47646;47647;47648;47649;47650;47651;47652;47653;47654;47655;49040;52608;52609;52610;52611;52612;52613;52614;52615;52616;52617;52618;52619;52620;52621;52622;52623;52624;52625;52626;52627;52628;56406;61448;61449;67589;67590;67591;67592;67593;67594;67595;67596;67597;67870;67871;67872;67873;67874;67875;67876;67877;67878;70470;70471;70472;70473;70474;70475;70476,1128;1130;6138;6146;7537;7767;9872;12101;15315;21736;21746;21749;23143;23150;23366;24101;29698;29703;35530;47646;47650;49040;52617;56406;61448;67590;67597;67873;70475,984;985;986,,5;10;280,,-1,protein_1538,quanti,quanti,quanti,quanti
NNMT,1.78944592121176,0.00913539999805053,P40261,P40261,4,4,4,Nicotinamide N-methyltransferase,sp|P40261|NNMT_HUMAN Nicotinamide N-methyltransferase OS=Homo sapiens OX=9606 GN=NNMT PE=1 SV=1,1,4,4,4,3,2,3,4,3,2,3,4,3,2,3,4,13.6,13.6,13.6,29.574,264,264,0.0,12.83,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35257,1.063,17.074,14,10,Leave out requantified,0.32304,0.3848,0.15972,0.08767,1.1263,1.0033,0.18562,0.10364,17.573,16.576,91.531,106.09,2,2,4,6,0,0,4,6,Median,Median,Median,Median,13.6,9.8,9.8,13.6,689920000,594830000,95094000,98502000,71308000,27194000,80525000,56264000,24261000,219170000,196900000,22268000,291720000,270350000,21371000,,,,1538,2708;4068;10037;13243,True;True;True;True,3330;3331;4951;12311;16041,7888;7889;7890;7891;7892;11426;11427;11428;11429;28404;28405;28406;28407;37007;37008,13311;13312;13313;13314;13315;13316;18940;18941;18942;18943;18944;18945;46558;46559;46560;46561;46562;60507;60508,13315;18945;46562;60508,,,,,-1,protein_1539,quanti,quanti,quanti,quanti
RPL13A;RPL13a,0.377160722542335,0.514507473869862,P40429;M0QYS1;Q8J015;Q6NVV1;M0QZU1;A0A096LPE0,P40429;M0QYS1;Q8J015,18;16;12;7;2;2,18;16;12;7;2;2,18;16;12;7;2;2,60S ribosomal protein L13a,sp|P40429|RL13A_HUMAN 60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;tr|M0QYS1|M0QYS1_HUMAN 60S ribosomal protein L13a (Fragment) OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;tr|Q8J015|Q8J015_HUMAN 60S ribosomal protein L13a OS=Homo ,6,18,18,18,13,10,10,12,13,10,10,12,13,10,10,12,59.6,59.6,59.6,23.577,203,203;210;142;102;46;48,0.0,72.771,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.2693,0.77921,25.957,41,24,Leave out requantified,0.23801,0.27656,0.17619,0.072558,0.80099,0.79756,0.22343,0.082454,39.568,21.619,147.67,121.22,15,10,8,8,5,4,8,7,Leave out requantified,Leave out requantified,Median,Median,46.8,41.4,46.8,53.7,6266800000,5418000000,848800000,2027900000,1588600000,439330000,972170000,753040000,219130000,2001000000,1892200000,108770000,1265700000,1184100000,81571000,,,,1540,460;461;2155;7287;7642;7718;7719;8578;10359;10360;10560;10561;11976;11977;14835;14836;16560;16721,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,544;545;2659;2660;8995;9471;9560;9561;9562;10607;12682;12683;12684;12925;12926;12927;12928;14587;14588;17924;17925;20044;20227;20228,1277;1278;1279;1280;1281;1282;6384;6385;6386;6387;6388;6389;20721;20722;20723;21806;21807;22036;22037;22038;22039;22040;24523;24524;29218;29219;29220;29221;29222;29223;29224;29225;29226;29817;29818;29819;29820;29821;29822;29823;29824;29825;33581;33582;33583;41464;41465;41466;41467;41468;46488;46899;46900;46901,2194;2195;2196;2197;2198;2199;2200;2201;2202;2203;2204;2205;2206;2207;10915;10916;10917;10918;10919;10920;10921;10922;10923;34358;34359;34360;34361;34362;34363;35989;35990;35991;36368;36369;36370;36371;36372;36373;36374;36375;36376;36377;40397;40398;47851;47852;47853;47854;47855;47856;47857;47858;47859;47860;47861;47862;48853;48854;48855;48856;48857;48858;48859;48860;48861;48862;48863;48864;48865;48866;48867;48868;48869;48870;48871;48872;48873;54924;54925;68291;68292;68293;68294;68295;68296;68297;76512;76513;77196;77197;77198;77199;77200;77201;77202;77203;77204,2199;2203;10920;34363;35990;36368;36374;40397;47854;47862;48854;48870;54924;54925;68294;68296;76513;77200,987;988;989,,25;53;125,,-1;-1;-1;-1;-1;-1,protein_1541,quanti,quanti,quanti,quanti
STAT3,3.92017743542418,0.000122717136218864,P40763;G8JLH9,P40763;G8JLH9,2;1,2;1,2;1,Signal transducer and activator of transcription 3;Signal transducer and activator of transcription,sp|P40763|STAT3_HUMAN Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2;tr|G8JLH9|G8JLH9_HUMAN Signal transducer and activator of transcription OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,3.4,3.4,3.4,88.067,770,770;672,0.0023337,2.295,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35485,0.40986,139.63,6,4,Median,0.39719,0.55904,0.078142,0.1346,1.0939,1.2918,0.11816,0.19925,,,146.37,131.52,1,1,2,2,0,0,2,2,Median,Median,Median,Median,1.8,1.8,3.4,3.4,494100000,465540000,28559000,20626000,15030000,5596100,22974000,12451000,10523000,243970000,237770000,6201600,206520000,200280000,6238900,,,,1541,853;1559,True;True,1030;1031;1927,2456;2457;2458;2459;4654;4655,4144;4145;4146;4147;4148;4149;4150;4151;7936;7937,4150;7936,,,,,-1;-1,protein_1542,quanti,quanti,quanti,quanti
MDH1,-0.531307523908819,0.176198483816863,P40925;A0A5K1VW95;B9A041;C9JF79;B8ZZ51;C9JRL4;C9JLV6,P40925;A0A5K1VW95;B9A041;C9JF79;B8ZZ51,17;16;12;11;9;7;2,17;16;12;11;9;7;2,17;16;12;11;9;7;2,"Malate dehydrogenase, cytoplasmic;Malate dehydrogenase","sp|P40925|MDHC_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4;tr|A0A5K1VW95|A0A5K1VW95_HUMAN Malate dehydrogenase OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=1;tr|B9A041|B9A041_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo ",7,17,17,17,13,13,6,8,13,13,6,8,13,13,6,8,47.0,47.0,47.0,36.426,334,334;353;210;222;169;119;114,0.0,62.365,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3402,1.0701,19.492,42,19,Leave out requantified,0.29384,0.39116,0.054747,0.092655,0.97949,1.137,0.10502,0.1359,14.892,25.246,99.024,76.436,15,13,6,8,5,0,6,8,Leave out requantified,Leave out requantified,Median,Median,42.5,39.2,26.9,29.3,6441900000,5151900000,1289900000,2234600000,1642000000,592580000,1909700000,1341300000,568410000,1079500000,1014000000,65532000,1218100000,1154600000,63418000,,,,1542,782;931;2551;2552;3188;3372;4128;4129;4380;5990;7524;8307;8308;11241;12163;13387;15167,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,942;1135;1136;3133;3134;3909;4129;5024;5025;5351;7431;9304;10267;10268;13703;13704;14802;16209;18349;18350,2267;2268;2720;2721;7429;7430;7431;9139;9140;9578;9579;9580;11602;11603;11604;11605;11606;11607;12321;17128;21426;21427;23694;23695;23696;23697;23698;23699;23700;31615;31616;31617;31618;31619;31620;31621;34053;34054;34055;34056;37391;37392;42515;42516;42517;42518;42519;42520;42521,3831;3832;3833;4616;4617;4618;12592;12593;12594;15265;15266;15936;15937;15938;15939;19231;19232;19233;19234;19235;19236;19237;19238;19239;19240;19241;19242;19243;19244;19245;19246;19247;19248;20509;28299;35424;35425;39029;39030;39031;39032;39033;39034;39035;39036;39037;39038;39039;51862;51863;51864;51865;51866;51867;51868;51869;51870;51871;51872;51873;51874;51875;51876;51877;55747;55748;55749;61173;61174;61175;61176;70067;70068;70069;70070;70071;70072;70073;70074;70075;70076;70077;70078;70079;70080;70081;70082,3833;4617;12592;12593;15266;15936;19238;19244;20509;28299;35424;39029;39039;51875;55748;61176;70074,990,,164,,-1;-1;-1;-1;-1;-1;-1,protein_1543,quanti,quanti,quanti,quanti
MDH2,0.172173191446923,0.56531585728071,P40926;G3XAL0,P40926;G3XAL0,30;24,30;24,30;24,"Malate dehydrogenase, mitochondrial;Malate dehydrogenase","sp|P40926|MDHM_HUMAN Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3;tr|G3XAL0|G3XAL0_HUMAN Malate dehydrogenase OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=1",2,30,30,30,25,23,19,16,25,23,19,16,25,23,19,16,70.7,70.7,70.7,35.503,338,338;231,0.0,303.96,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.2787,0.8666,21.578,105,63,Leave out requantified,0.23848,0.30845,0.077441,0.10755,0.80793,0.87135,0.12902,0.15711,22.663,21.45,105.86,125.05,28,29,27,21,9,6,27,21,Leave out requantified,Leave out requantified,Median,Median,70.4,67.5,58.6,55.0,13722000000,11347000000,2374500000,2940900000,2309300000,631600000,3799000000,2796200000,1002800000,4342500000,3919400000,423160000,2639300000,2322400000,316900000,,,,1543,241;580;930;1418;1419;1420;2982;4133;4134;4327;4628;4629;4794;5408;5409;5510;5979;6600;6601;7265;9491;10178;10914;13057;13058;13876;13877;14684;14745;15585,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,289;687;688;689;1132;1133;1134;1756;1757;1758;1759;3657;5029;5030;5280;5673;5674;5903;6686;6687;6688;6827;6828;6829;6830;7415;7416;8175;8176;8965;11666;12471;13322;15836;15837;15838;16784;16785;16786;17751;17752;17824;18877;18878,663;664;1604;1605;1606;1607;1608;1609;1610;2714;2715;2716;2717;2718;2719;4236;4237;4238;4239;4240;4241;4242;4243;4244;4245;4246;8571;8572;8573;11617;11618;11619;11620;11621;11622;12176;12177;12178;13094;13095;13634;13635;13636;15407;15408;15409;15410;15411;15412;15413;15763;15764;15765;15766;15767;15768;15769;15770;15771;15772;15773;15774;17092;17093;17094;17095;17096;18924;18925;20647;26875;26876;26877;26878;26879;26880;26881;26882;28770;28771;28772;28773;30726;30727;30728;36522;36523;36524;36525;36526;36527;36528;36529;38829;38830;38831;38832;38833;38834;38835;38836;41074;41075;41076;41077;41078;41079;41261;41262;43809;43810;43811;43812;43813,1123;1124;1125;1126;2715;2716;2717;2718;2719;2720;2721;2722;2723;2724;2725;2726;2727;2728;2729;4605;4606;4607;4608;4609;4610;4611;4612;4613;4614;4615;7247;7248;7249;7250;7251;7252;7253;7254;7255;7256;7257;7258;7259;7260;7261;7262;7263;7264;7265;7266;7267;7268;7269;7270;14355;14356;14357;14358;19261;19262;19263;19264;19265;19266;19267;20251;20252;20253;20254;20255;21781;21782;22606;22607;22608;25440;25441;25442;25443;25444;25445;25446;25447;25448;26047;26048;26049;26050;26051;26052;26053;26054;26055;26056;26057;26058;26059;26060;26061;26062;26063;26064;26065;28243;28244;28245;28246;28247;28248;28249;31344;31345;31346;34223;44020;44021;44022;44023;44024;44025;44026;44027;44028;44029;44030;44031;44032;47173;47174;47175;47176;47177;47178;47179;47180;47181;50329;50330;50331;59756;59757;59758;59759;59760;59761;59762;59763;59764;59765;59766;59767;59768;59769;59770;59771;59772;59773;59774;59775;59776;59777;59778;59779;63756;63757;63758;63759;63760;63761;63762;63763;63764;63765;63766;63767;63768;63769;63770;63771;63772;63773;63774;67683;67684;67685;67686;67687;67688;67689;67690;67691;67692;67997;67998;67999;68000;68001;68002;68003;72264;72265;72266;72267;72268;72269;72270;72271;72272,1125;2716;4615;7256;7257;7266;14357;19263;19267;20254;21781;21782;22607;25440;25447;26056;28243;31344;31346;34223;44030;47174;50329;59757;59771;63767;63773;67687;68002;72267,991;992;993;994,97,157;165;239;241,251,-1;-1,protein_1544,quanti,quanti,quanti,quanti
RFC5,0.0598108505293098,0.825228940682733,P40937;E9PEP3;F5H5S0;C9JH72,P40937,4;1;1;1,4;1;1;1,4;1;1;1,Replication factor C subunit 5,sp|P40937|RFC5_HUMAN Replication factor C subunit 5 OS=Homo sapiens OX=9606 GN=RFC5 PE=1 SV=1,4,4,4,4,1,1,2,2,1,1,2,2,1,1,2,2,15.6,15.6,15.6,38.496,340,340;99;104;104,0.0,5.3472,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.53965,0.92403,73.744,6,5,Median,0.25372,0.37766,0.57623,1.2816,0.70736,0.96055,0.61946,1.4772,,,117.12,71.825,1,1,2,2,1,0,2,2,Median,Median,Median,Median,5.3,5.3,7.4,6.2,170990000,85061000,85929000,21636000,18002000,3634900,33094000,22657000,10437000,54331000,21271000,33060000,61929000,23131000,38797000,,,,1544,1205;1311;5033;10045,True;True;True;True,1492;1633;6208;12319,3558;3924;3925;14359;28422;28423,6012;6693;6694;23818;46586;46587,6012;6694;23818;46587,,,,,-1;-1;-1;-1,protein_1545,quanti,quanti,quanti,quanti
EIF2S3;EIF2S3L,0.641865053897689,0.039652563896565,P41091;Q2VIR3;H7BZU1,P41091;Q2VIR3,19;16;7,19;16;7,19;16;7,Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein,sp|P41091|IF2G_HUMAN Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3;sp|Q2VIR3|IF2GL_HUMAN Eukaryotic translation initiation factor 2 subunit 3B OS=Homo sapiens OX=9606 GN=EIF2S3B PE=2 SV=2,3,19,19,19,9,11,10,10,9,11,10,10,9,11,10,10,45.3,45.3,45.3,51.109,472,472;472;183,0.0,47.927,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3172,0.79694,75.935,39,27,Leave out requantified,0.26881,0.33016,0.21329,0.21611,0.88385,0.77693,0.23703,0.22267,108.3,75.593,53.337,50.352,9,11,11,8,5,3,11,8,Leave out requantified,Leave out requantified,Median,Median,22.7,30.3,32.2,35.6,1793200000,1503500000,289750000,330880000,256440000,74445000,421720000,313020000,108700000,562960000,500160000,62795000,477660000,433850000,43813000,,,,1546,612;613;614;889;5337;6963;6964;6992;7056;8415;8416;9336;9507;11455;11477;12192;12193;12337;15634,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,726;727;728;729;1072;6586;8594;8595;8627;8699;10398;10399;10400;11481;11683;11684;13960;13991;14833;14834;14996;18931,1710;1711;1712;1713;1714;1715;1716;1717;1718;1719;1720;1721;1722;2569;15175;19837;19838;19839;19902;19903;20070;20071;20072;24019;24020;24021;24022;24023;24024;24025;26467;26924;26925;26926;26927;26928;32166;32167;32168;32169;32251;34131;34132;34133;34134;34135;34506;34507;43945,2890;2891;2892;2893;2894;2895;2896;2897;2898;2899;2900;2901;2902;2903;2904;4369;25062;32837;32838;32839;32938;32939;33287;33288;33289;33290;33291;39618;39619;39620;39621;39622;39623;39624;39625;39626;39627;39628;43390;44091;44092;44093;44094;44095;44096;44097;52754;52755;52756;52757;52894;55868;55869;55870;55871;55872;56458;56459;72498,2893;2903;2904;4369;25062;32837;32839;32938;33289;39621;39628;43390;44093;52757;52894;55870;55872;56458;72498,,,,,-1;-1;-1,protein_1547,quanti,quanti,quanti,quanti
NAA10;NAA11,-0.614231926055258,0.461286274809138,P41227;C9JN83;Q9BSU3;C9JW55;F8W808;A8MWP7;H0Y8T0,P41227;C9JN83;Q9BSU3;C9JW55;F8W808;A8MWP7,4;3;2;2;2;2;1,4;3;2;2;2;2;1,4;3;2;2;2;2;1,N-alpha-acetyltransferase 10;N-alpha-acetyltransferase 11,sp|P41227|NAA10_HUMAN N-alpha-acetyltransferase 10 OS=Homo sapiens OX=9606 GN=NAA10 PE=1 SV=1;tr|C9JN83|C9JN83_HUMAN N-alpha-acetyltransferase 10 (Fragment) OS=Homo sapiens OX=9606 GN=NAA10 PE=1 SV=1;sp|Q9BSU3|NAA11_HUMAN N-alpha-acetyltransferase 11 OS=Ho,7,4,4,4,2,3,4,1,2,3,4,1,2,3,4,1,20.0,20.0,20.0,26.458,235,235;142;229;145;169;184;111,0.0,11.442,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44845,1.2375,33.403,7,4,Leave out requantified,0.51836,0.34728,0.38342,,1.6966,0.88923,0.40715,,8.9438,21.727,45.411,,2,3,2,0,1,1,2,0,Median,Median,Median,Median,8.5,14.0,20.0,4.7,332460000,246490000,85962000,71515000,46215000,25300000,127860000,85778000,42079000,113240000,94657000,18583000,19845000,19845000,0,,,,1547,1355;2586;5716;16869,True;True;True;True,1687;3178;7116;20405,4089;4090;4091;7539;7540;7541;7542;16434;47291;47292,6999;7000;7001;7002;7003;12767;12768;12769;12770;12771;27200;27201;77831;77832,7001;12767;27200;77832,,,,,-1;-1;-1;-1;-1;-1;-1,protein_1548,quanti,quanti,quanti,quanti
GARS,0.214115028598208,0.47640842914628,P41250,P41250,19,19,19,Glycine--tRNA ligase,sp|P41250|GARS_HUMAN Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3,1,19,19,19,12,9,13,10,12,9,13,10,12,9,13,10,30.6,30.6,30.6,83.165,739,739,0.0,44.493,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33998,1.0276,21.159,47,29,Leave out requantified,0.28651,0.39664,0.16008,0.14829,0.96811,1.0963,0.17345,0.1612,24.996,16.172,59.831,64.124,13,10,14,10,4,1,14,10,Leave out requantified,Leave out requantified,Median,Median,22.1,16.8,21.0,18.5,2300300000,1786200000,514110000,531200000,372570000,158630000,598380000,417640000,180740000,719850000,622480000,97363000,450830000,373460000,77378000,,,,1548,2244;2934;3085;3181;6509;7065;8147;8658;8659;9037;11040;12211;13019;13702;14084;14268;14303;14450;14451,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2765;3605;3790;3900;8076;8708;10087;10699;10700;10701;11143;13474;14853;15794;16564;17044;17253;17293;17469;17470,6612;8485;8868;8869;8870;8871;9120;18694;18695;18696;18697;20084;20085;20086;20087;23286;23287;23288;23289;24735;24736;24737;24738;24739;24740;25743;25744;31083;31084;31085;34169;34170;36435;36436;36437;36438;38254;38255;38256;39416;39417;39858;39859;39860;39952;39953;40386;40387;40388,11244;11245;14238;14864;14865;14866;14867;14868;14869;14870;15239;31006;31007;31008;31009;31010;31011;33308;33309;33310;33311;33312;33313;33314;38366;38367;38368;38369;38370;38371;38372;38373;38374;40724;40725;40726;40727;40728;40729;40730;40731;40732;40733;40734;40735;40736;40737;40738;40739;42331;42332;50980;50981;50982;50983;55935;55936;59640;59641;59642;59643;59644;59645;59646;62670;62671;62672;62673;62674;62675;64854;64855;65506;65507;65508;65509;65645;65646;66436;66437;66438;66439;66440,11244;14238;14868;15239;31007;33309;38367;40735;40739;42331;50983;55935;59643;62674;64854;65507;65645;66436;66440,,,,,-1,protein_1549,quanti,quanti,quanti,quanti
