Gene_names,WDR26_vs_BirA_logFC,WDR26_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_Bira_alone_N1,Peptides_Bira_alone_N2,Peptides_WDR26_N1,Peptides_WDR26_N2,Razor___unique_peptides_Bira_alone_N1,Razor___unique_peptides_Bira_alone_N2,Razor___unique_peptides_WDR26_N1,Razor___unique_peptides_WDR26_N2,Unique_peptides_Bira_alone_N1,Unique_peptides_Bira_alone_N2,Unique_peptides_WDR26_N1,Unique_peptides_WDR26_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_Bira_alone_N1,Identification_type_Bira_alone_N2,Identification_type_WDR26_N1,Identification_type_WDR26_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_Bira_alone_N1,Ratio_H_L_Bira_alone_N2,Ratio_H_L_WDR26_N1,Ratio_H_L_WDR26_N2,Ratio_H_L_normalized_Bira_alone_N1,Ratio_H_L_normalized_Bira_alone_N2,Ratio_H_L_normalized_WDR26_N1,Ratio_H_L_normalized_WDR26_N2,Ratio_H_L_variability_____Bira_alone_N1,Ratio_H_L_variability_____Bira_alone_N2,Ratio_H_L_variability_____WDR26_N1,Ratio_H_L_variability_____WDR26_N2,Ratio_H_L_count_Bira_alone_N1,Ratio_H_L_count_Bira_alone_N2,Ratio_H_L_count_WDR26_N1,Ratio_H_L_count_WDR26_N2,Ratio_H_L_iso_count_Bira_alone_N1,Ratio_H_L_iso_count_Bira_alone_N2,Ratio_H_L_iso_count_WDR26_N1,Ratio_H_L_iso_count_WDR26_N2,Ratio_H_L_type_Bira_alone_N1,Ratio_H_L_type_Bira_alone_N2,Ratio_H_L_type_WDR26_N1,Ratio_H_L_type_WDR26_N2,Sequence_coverage_Bira_alone_N1____,Sequence_coverage_Bira_alone_N2____,Sequence_coverage_WDR26_N1____,Sequence_coverage_WDR26_N2____,Intensity,Intensity_L,Intensity_H,Intensity_Bira_alone_N1,Intensity_L_Bira_alone_N1,Intensity_H_Bira_alone_N1,Intensity_Bira_alone_N2,Intensity_L_Bira_alone_N2,Intensity_H_Bira_alone_N2,Intensity_WDR26_N1,Intensity_L_WDR26_N1,Intensity_H_WDR26_N1,Intensity_WDR26_N2,Intensity_L_WDR26_N2,Intensity_H_WDR26_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_WDR26_N1,metacell_Intensity_L_WDR26_N2,metacell_Intensity_L_Bira_alone_N1,metacell_Intensity_L_Bira_alone_N2
GALK1,-19.6443702389427,2.36827120865449e-06,P51570;K7ERJ9,P51570;K7ERJ9,2;1,2;1,2;1,Galactokinase,sp|P51570|GALK1_HUMAN Galactokinase OS=Homo sapiens OX=9606 GN=GALK1 PE=1 SV=1;tr|K7ERJ9|K7ERJ9_HUMAN Galactokinase OS=Homo sapiens OX=9606 GN=GALK1 PE=1 SV=1,2,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,6.9,6.9,6.9,42.272,392,392;120,0.00048662,2.2096,By MS/MS,By MS/MS,,,0.33293,1.0137,29.91,3,1,Plateau,0.32554,0.55149,,,0.75377,1.218,,,15.943,,,,2,1,0,0,1,0,0,0,Median,Median,Median,Median,6.9,2.8,0.0,0.0,47129000,30733000,16396000,27722000,19926000,7796700,19407000,10807000,8599600,0,0,0,0,0,0,,,,1858,159;9755,True;True,177;11638,424;28176;28177,820;54286;54287,820;54287,,,,,-1;-1,protein_1859,imputed MEC,imputed MEC,quanti,quanti
SSR4,1.05708776486253,0.023191368151119,P51571;A6NLM8,P51571,7;3,7;3,7;3,Translocon-associated protein subunit delta,sp|P51571|SSRD_HUMAN Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1,2,7,7,7,6,5,4,3,6,5,4,3,6,5,4,3,38.2,38.2,38.2,18.998,173,173;148,0.0,12.567,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.60822,1.5288,20.317,23,3,Leave out requantified,0.59261,0.64852,0.64373,0.66944,1.6816,1.5956,1.6076,1.5583,28.948,18.352,23.227,11.293,7,4,6,6,1,1,0,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,38.2,27.2,30.6,23.1,1591400000,940840000,650550000,176450000,101090000,75360000,152410000,93035000,59374000,612980000,353640000,259340000,649540000,393060000,256470000,,,,1859,4435;4436;6285;13832;19430;19431;20843,True;True;True;True;True;True;True,5181;5182;7429;16338;16339;22830;22831;24457;24458,12336;12337;12338;12339;12340;12341;17865;17866;17867;39456;39457;39458;39459;39460;55348;55349;55350;59232;59233;59234;59235;59236;59237;59238,23904;23905;23906;23907;23908;23909;23910;23911;23912;23913;23914;23915;23916;23917;23918;23919;23920;23921;23922;34663;75768;75769;75770;75771;75772;75773;75774;75775;75776;75777;75778;75779;75780;106721;106722;106723;106724;106725;114019;114020;114021;114022;114023;114024;114025;114026;114027;114028,23904;23922;34663;75778;106724;106725;114021,,,,,-1;-1,protein_1860,quanti,quanti,quanti,quanti
BCAP31,1.72886192931202,0.0210739395106201,P51572;A0A2R8Y5M6;C9JSP1;C9JQ75;C9J0M4;C9JMD7;C9JM14,P51572;A0A2R8Y5M6;C9JSP1;C9JQ75;C9J0M4,6;5;3;3;3;2;1,6;5;3;3;3;2;1,6;5;3;3;3;2;1,B-cell receptor-associated protein 31,sp|P51572|BAP31_HUMAN B-cell receptor-associated protein 31 OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=3;tr|A0A2R8Y5M6|A0A2R8Y5M6_HUMAN B-cell receptor-associated protein OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=1;tr|C9JSP1|C9JSP1_HUMAN B-cell receptor-ass,7,6,6,6,1,2,5,4,1,2,5,4,1,2,5,4,30.5,30.5,30.5,27.991,246,246;211;182;187;188;178;138,0.0,11.043,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.49974,1.2639,14.365,17,4,Leave out requantified,0.46202,0.53214,0.5383,0.45322,1.6834,1.3881,1.3908,1.2263,,29.275,10.49,18.193,1,2,9,5,0,2,1,1,Median,Median,Leave out requantified,Leave out requantified,5.7,9.3,24.4,22.0,1555900000,1049900000,506010000,82190000,52476000,29714000,157950000,98833000,59115000,795760000,534940000,260820000,520010000,363640000,156360000,,,,1860,504;4209;9883;11371;19300;20742,True;True;True;True;True;True,575;576;4921;11792;13536;13537;22685;24338,1379;1380;1381;1382;11698;11699;28612;32695;32696;32697;32698;32699;32700;55013;55014;55015;58935,2666;2667;2668;2669;2670;2671;2672;2673;2674;2675;2676;2677;2678;2679;22637;22638;55122;55123;63025;63026;63027;63028;63029;63030;63031;63032;63033;63034;63035;63036;63037;106028;106029;106030;106031;106032;106033;106034;106035;113465,2678;22637;55123;63031;106033;113465,,,,,-1;-1;-1;-1;-1;-1;-1,protein_1861,quanti,quanti,quanti,quanti
PSMD7,0.0222798925576413,0.942859667394054,P51665;H3BNT7;H3BTM8;H3BQV2,P51665;H3BNT7;H3BTM8,9;8;8;1,9;8;8;1,9;8;8;1,26S proteasome non-ATPase regulatory subunit 7,sp|P51665|PSMD7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=2;tr|H3BNT7|H3BNT7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=1;tr|H3BTM8|H3BTM8_HUMAN 26S prot,4,9,9,9,5,7,6,6,5,7,6,6,5,7,6,6,43.8,43.8,43.8,37.025,324,324;177;198;43,0.0,15.838,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29479,0.77209,19.475,29,9,Leave out requantified,0.23265,0.29605,0.2667,0.31904,0.66491,0.82414,0.59245,0.7874,13.436,22.428,33.071,18.966,6,8,7,8,2,5,1,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,16.7,31.2,36.1,20.7,1163600000,809560000,354000000,146560000,110100000,36454000,237120000,168010000,69107000,272500000,191690000,80813000,507390000,339760000,167630000,,,,1861,2931;3039;8638;10399;18918;19791;19792;19900;20295,True;True;True;True;True;True;True;True;True,3433;3558;10264;12370;22231;23257;23258;23259;23390;23391;23824,8526;8527;8528;8529;8530;8531;8774;24824;24825;29927;29928;53913;53914;56400;56401;56402;56403;56404;56405;56406;56407;56726;56727;56728;56729;57734;57735;57736;57737,16741;16742;16743;16744;16745;16746;16747;16748;17148;17149;48153;48154;57680;57681;103802;108793;108794;108795;108796;108797;108798;108799;108800;108801;108802;108803;109471;109472;109473;109474;109475;111256;111257;111258;111259;111260;111261;111262,16741;17148;48154;57681;103802;108796;108801;109473;111260,,,,,-1;-1;-1;-1,protein_1862,quanti,quanti,quanti,quanti
HDGF,0.573586934449366,0.261333819628025,P51858;H3BPQ6,P51858,8;1,8;1,7;0,Hepatoma-derived growth factor,sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1,2,8,8,7,2,3,2,5,2,3,2,5,2,3,2,4,39.2,39.2,35.0,26.788,240,240;44,0.0,9.1978,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32288,0.85492,33.202,13,4,Leave out requantified,0.61796,0.38716,0.21074,0.31889,2.1029,0.92318,0.56376,0.85396,57.49,22.922,68.071,36.835,2,4,2,5,1,1,1,1,Median,Median,Median,Leave out requantified,7.1,14.2,11.2,31.7,1046800000,765800000,280950000,216030000,106210000,109810000,130270000,95798000,34476000,364490000,332250000,32238000,335960000,231540000,104420000,,,,1864,2595;3387;5555;7315;8958;12809;16433;20841,True;True;True;True;True;True;True;True,3030;3981;6518;8708;10651;15182;19337;24455,7572;9701;15605;15606;15607;20950;20951;25745;25746;36685;46640;59229;59230,14887;18979;30415;30416;30417;30418;30419;30420;30421;40631;40632;40633;49937;49938;70509;70510;70511;88919;88920;88921;114015;114016;114017,14887;18979;30419;40632;49937;70510;88921;114016,,,,,-1;-1,protein_1865,quanti,quanti,quanti,quanti
NDUFA8,0.442699606605796,0.428851246485432,P51970,P51970,4,4,4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,sp|P51970|NDUA8_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens OX=9606 GN=NDUFA8 PE=1 SV=3,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,39.5,39.5,39.5,20.105,172,172,0.0,3.2765,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34346,0.84977,19.89,4,1,Leave out requantified,0.34346,0.53385,0.41673,0.30566,0.84977,0.97333,1.0692,0.71949,,,,,1,1,1,1,0,1,0,0,Median,Median,Median,Median,12.8,4.1,10.5,12.2,101830000,64639000,37189000,16522000,11995000,4527600,9889800,6895100,2994700,41270000,24170000,17100000,34146000,21579000,12566000,,,,1865,33;2557;6756;14215,True;True;True;True,34;2983;8011;16771,81;7468;19233;40459,166;167;168;14696;37266;37267;77626,167;14696;37266;77626,,,,,-1,protein_1866,quanti,quanti,quanti,quanti
HNRNPA3,3.01424420533095,0.000754067888185514,P51991;H7C1J8,P51991,22;2,22;2,22;2,Heterogeneous nuclear ribonucleoprotein A3,sp|P51991|ROA3_HUMAN Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2,2,22,22,22,7,7,19,18,7,7,19,18,7,7,19,18,51.1,51.1,51.1,39.594,378,378;115,0.0,122.23,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31064,0.85399,21.403,86,20,Leave out requantified,0.27214,0.34151,0.35666,0.31667,0.85496,0.7917,0.97153,0.89623,48.003,25.533,13.784,26.807,9,9,34,34,2,0,7,11,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,36.0,33.1,48.9,47.1,17933000000,12996000000,4937300000,544060000,412890000,131170000,552290000,402580000,149700000,8721800000,6313700000,2408100000,8115100000,5866700000,2248300000,,,,1866,2394;3516;5447;5448;5514;5515;7398;7480;7481;9051;9139;10047;12617;14793;16285;16347;16348;20078;20079;20080;20442;20499,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2795;2796;4126;6368;6369;6370;6467;6468;6469;8794;8889;8890;8891;10769;10885;11975;11976;14959;17457;19175;19245;19246;23584;23585;23586;23587;23990;23991;24055,7021;7022;7023;7024;10007;10008;15165;15166;15167;15168;15169;15170;15171;15172;15173;15174;15175;15176;15177;15178;15467;15468;15469;15470;15471;15472;15473;15474;15475;15476;21133;21134;21341;21342;21343;21344;21345;21346;21347;26038;26309;26310;26311;26312;28972;28973;28974;28975;28976;36163;36164;36165;36166;41953;41954;41955;41956;46204;46403;46404;46405;46406;46407;46408;46409;57156;57157;57158;57159;57160;57161;57162;57163;57164;57165;57166;58123;58124;58125;58126;58127;58128;58129;58130;58131;58277,13858;13859;13860;13861;19506;19507;19508;19509;19510;29450;29451;29452;29453;29454;29455;29456;29457;29458;29459;29460;29461;29462;29463;29464;29465;29466;29467;29468;29469;29470;29471;29472;29473;29474;29475;29476;29477;29478;29479;29480;29481;29482;29483;29484;29485;29486;29487;30145;30146;30147;30148;30149;30150;30151;30152;30153;30154;30155;30156;30157;30158;30159;30160;30161;30162;30163;30164;30165;30166;30167;30168;30169;30170;30171;30172;30173;30174;30175;30176;30177;30178;30179;30180;40960;40961;40962;41339;41340;41341;41342;41343;41344;41345;41346;41347;41348;41349;41350;41351;41352;41353;41354;41355;41356;41357;50469;50470;50471;50943;50944;50945;50946;50947;50948;50949;50950;50951;50952;50953;50954;55742;55743;55744;55745;55746;55747;55748;55749;69514;69515;69516;69517;69518;69519;69520;69521;69522;69523;69524;69525;80306;80307;80308;80309;80310;80311;88115;88520;88521;88522;88523;88524;88525;88526;88527;88528;88529;88530;88531;88532;88533;88534;110253;110254;110255;110256;110257;110258;110259;110260;110261;110262;110263;110264;110265;110266;110267;110268;110269;110270;111966;111967;111968;111969;111970;111971;111972;111973;111974;111975;111976;111977;111978;112240;112241,13861;19506;29451;29472;30153;30166;40961;41345;41351;50471;50953;55747;69519;80311;88115;88520;88534;110253;110255;110267;111967;112240,821,,151,,-1;-1,protein_1867,quanti,quanti,quanti,quanti
PGD,-4.4435052676692,0.0037764605611338,P52209;K7EPF6;K7EM49;K7EMN2;K7ELN9,P52209;K7EPF6;K7EM49;K7EMN2,14;12;11;10;2,14;12;11;10;2,14;12;11;10;2,"6-phosphogluconate dehydrogenase, decarboxylating","sp|P52209|6PGD_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3;tr|K7EPF6|K7EPF6_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating (Fragment) OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=1;tr|K7EM49|K7EM49_HU",5,14,14,14,11,11,1,3,11,11,1,3,11,11,1,3,36.2,36.2,36.2,53.139,483,483;256;205;160;224,0.0,28.182,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33776,1.0202,14.957,27,9,Leave out requantified,0.28791,0.35605,0.61422,0.36513,1.0364,1.0157,1.593,0.77812,16.326,10.135,,56.741,11,12,1,3,4,2,1,2,Leave out requantified,Leave out requantified,Median,Median,31.9,31.3,1.9,9.7,2188900000,1609800000,579050000,859430000,644690000,214730000,1086200000,799570000,286580000,47605000,26783000,20823000,195690000,138780000,56911000,,,,1867,809;1118;3343;4896;5786;6473;7761;14836;17134;17873;17874;18592;19780;20462,True;True;True;True;True;True;True;True;True;True;True;True;True;True,926;1297;3929;5721;6801;7643;9225;17510;20146;20981;20982;21810;23245;24014,2233;2234;2235;3199;9583;9584;9585;13634;16297;16298;16299;18332;18333;22232;42107;48666;48667;48668;50715;50716;50717;52797;52798;56374;56375;58181;58182;58183,4280;4281;4282;4283;6194;18766;18767;18768;18769;26387;31714;31715;31716;31717;31718;35447;35448;43264;80552;93144;93145;93146;93147;93148;93149;93150;93151;93152;93153;93154;97248;97249;97250;97251;97252;97253;101547;101548;101549;101550;108738;108739;108740;108741;108742;112071;112072;112073;112074;112075,4282;6194;18766;26387;31715;35447;43264;80552;93154;97249;97253;101550;108741;112072,,,,,-1;-1;-1;-1;-1,protein_1868,quanti,quanti,quanti,quanti
HNRNPM,-0.0242653871609058,0.921759102644413,P52272;A0A087X0X3;M0R019;M0R2T0;M0R2I7;M0R0N3;M0QYQ7;M0QY96;M0R0Y6;M0QYL3,P52272;A0A087X0X3,49;48;20;17;16;14;11;10;6;4,49;48;20;17;16;14;11;10;6;4,29;28;15;12;8;10;8;8;6;1,Heterogeneous nuclear ribonucleoprotein M,sp|P52272|HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3;tr|A0A087X0X3|A0A087X0X3_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1,10,49,49,29,33,32,28,31,33,32,28,31,18,18,16,17,70.0,70.0,36.6,77.515,730,730;730;352;357;214;275;219;116;99;99,0.0,215.98,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39759,1.1522,12.268,160,24,Leave out requantified,0.32304,0.42861,0.45526,0.4236,1.1822,1.2372,1.197,1.1171,17.9,12.89,11.75,12.916,36,34,43,47,4,7,6,7,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,50.0,49.3,47.0,51.8,23473000000,16266000000,7207300000,3461300000,2572800000,888490000,4572600000,3177600000,1395000000,6626100000,4445800000,2180300000,8813400000,6069900000,2743500000,,,,1868,82;108;109;325;609;951;2971;4143;4425;4548;5356;5361;5383;5638;5762;6183;6184;8110;8111;8112;8820;9163;10333;10640;11714;12370;12666;12667;12668;12670;12681;12691;12692;12696;12698;12702;12703;12705;12707;12711;12877;13215;13741;14398;15733;18503;18504;20166;20846,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,88;116;117;370;688;689;1092;3477;4849;5169;5305;6261;6268;6293;6620;6621;6769;6770;7307;7308;7309;9659;9660;9661;9662;9663;10466;10467;10915;12298;12667;12668;13929;14689;15015;15016;15017;15018;15020;15031;15042;15043;15048;15050;15054;15055;15058;15060;15061;15065;15260;15647;15648;16233;16234;16983;18543;21709;21710;23682;23683;24461,203;265;266;267;268;890;891;1638;1639;1640;1641;1642;1643;2684;2685;8604;8605;8606;11566;11567;12303;12645;12646;12647;12648;14937;14954;14955;14956;14957;15020;15867;15868;15869;15870;15871;16199;16200;16201;16202;16203;16204;16205;16206;16207;16208;17596;17597;17598;17599;17600;17601;17602;17603;17604;17605;17606;17607;23355;23356;23357;23358;23359;23360;23361;23362;23363;23364;23365;25298;25299;25300;25301;25302;25303;26386;29725;29726;29727;29728;30653;30654;30655;33623;35500;35501;36301;36302;36303;36304;36305;36306;36307;36308;36309;36310;36311;36312;36313;36314;36319;36320;36344;36345;36346;36347;36366;36367;36368;36369;36376;36377;36378;36379;36380;36383;36384;36385;36386;36396;36397;36398;36399;36400;36401;36402;36406;36408;36409;36410;36411;36412;36413;36414;36421;36422;36846;36847;36848;37801;37802;37803;37804;37805;37806;39195;39196;39197;39198;39199;39200;40931;40932;40933;40934;40935;44625;44626;44627;52547;52548;52549;57387;57388;57389;57390;59245;59246,369;494;495;496;497;498;499;500;501;502;503;504;505;1743;1744;3144;3145;3146;3147;3148;3149;3150;3151;3152;3153;3154;3155;3156;3157;3158;3159;3160;3161;3162;5151;5152;5153;5154;5155;5156;16868;16869;16870;16871;16872;22408;22409;22410;23853;24506;24507;24508;24509;24510;24511;24512;24513;24514;24515;24516;24517;24518;24519;24520;24521;28959;29020;29021;29022;29023;29024;29025;29026;29027;29028;29029;29030;29031;29032;29168;30939;30940;30941;30942;30943;30944;30945;30946;30947;30948;30949;30950;31531;31532;31533;31534;31535;31536;31537;31538;31539;31540;31541;31542;31543;31544;31545;31546;31547;31548;31549;31550;31551;34145;34146;34147;34148;34149;34150;34151;34152;34153;34154;34155;34156;34157;34158;34159;34160;34161;34162;34163;34164;34165;34166;34167;34168;34169;34170;34171;34172;34173;34174;34175;34176;34177;34178;34179;34180;34181;34182;34183;45394;45395;45396;45397;45398;45399;45400;45401;45402;45403;45404;45405;45406;45407;45408;45409;45410;45411;45412;45413;45414;45415;45416;49139;49140;49141;49142;49143;49144;49145;51061;57239;57240;57241;57242;57243;57244;57245;57246;57247;57248;59132;59133;59134;59135;59136;59137;59138;59139;59140;64672;68296;68297;68298;68299;68300;68301;68302;68303;69793;69794;69795;69796;69797;69798;69799;69800;69801;69802;69803;69804;69805;69806;69807;69808;69809;69810;69811;69812;69813;69814;69815;69816;69817;69818;69819;69820;69821;69822;69823;69824;69825;69826;69827;69828;69829;69830;69831;69832;69842;69843;69888;69889;69890;69891;69892;69893;69894;69895;69896;69897;69898;69899;69900;69901;69902;69929;69930;69931;69932;69933;69934;69935;69942;69943;69944;69945;69946;69947;69948;69949;69950;69951;69956;69957;69958;69959;69960;69961;69962;69975;69976;69977;69978;69979;69980;69981;69982;69983;69984;69985;69986;69987;69995;69997;69998;69999;70000;70001;70002;70003;70004;70005;70006;70007;70008;70009;70010;70011;70012;70013;70014;70015;70025;70026;70027;70777;70778;70779;72505;72506;72507;72508;72509;72510;72511;72512;72513;72514;72515;72516;72517;72518;72519;72520;72521;72522;72523;72524;75185;75186;75187;75188;75189;75190;75191;75192;75193;75194;75195;75196;75197;75198;75199;75200;75201;75202;78519;78520;78521;78522;78523;78524;78525;78526;85217;85218;85219;85220;101089;101090;101091;101092;110647;110648;110649;110650;110651;110652;110653;110654;114044;114045;114046;114047,369;494;498;1744;3154;5152;16870;22408;23853;24520;28959;29022;29168;30942;31550;34161;34182;45406;45410;45416;49139;51061;57243;59139;64672;68298;69794;69807;69817;69843;69893;69929;69931;69945;69959;69976;69987;69995;70000;70025;70777;72510;75187;78521;85219;101089;101090;110647;114047,822;823,,381;651,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1869,quanti,quanti,quanti,quanti
KPNA2,-0.274071520497369,0.387137579679347,P52292;J3QLL0;J3KS65;J3QL07,P52292,17;8;8;1,17;8;8;1,17;8;8;1,Importin subunit alpha-1,sp|P52292|IMA1_HUMAN Importin subunit alpha-1 OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1,4,17,17,17,11,12,14,13,11,12,14,13,11,12,14,13,45.4,45.4,45.4,57.861,529,529;134;143;50,0.0,70.285,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.1402,3.3094,16.303,63,3,Leave out requantified,1.1068,1.1441,0.9936,1.2707,3.8733,3.3769,2.511,3.3049,23.183,14.565,15.553,12.315,13,14,18,18,1,2,0,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,23.8,25.9,35.3,40.1,6606100000,3093400000,3512700000,1079600000,522530000,557100000,1541700000,709770000,831960000,1909400000,936530000,972870000,2075300000,924560000,1150800000,,,,1869,2031;2428;3473;3746;5163;5802;5803;7405;10870;10903;13623;13784;13847;14359;14832;16493;17066,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2369;2837;4078;4400;6025;6026;6823;6824;8804;12959;12960;12994;16097;16282;16283;16355;16940;17506;19403;20059,5974;5975;5976;5977;7125;7126;9905;9906;10627;10628;10629;14380;14381;14382;14383;14384;14385;16360;16361;16362;16363;16364;16365;16366;16367;16368;21153;21154;21155;31350;31351;31352;31353;31354;31355;31356;31357;31358;31359;31438;31439;31440;31441;38867;38868;38869;38870;39311;39312;39313;39314;39498;40834;40835;42096;42097;42098;42099;46808;48420;48421;48422;48423,11783;11784;11785;11786;11787;11788;14051;14052;14053;14054;14055;14056;19320;19321;19322;19323;19324;19325;19326;20676;20677;20678;20679;20680;20681;20682;20683;20684;27820;27821;27822;27823;27824;27825;27826;27827;27828;27829;27830;27831;27832;27833;31838;31839;31840;31841;31842;31843;31844;31845;31846;31847;31848;31849;31850;31851;31852;31853;31854;40995;60403;60404;60405;60406;60407;60408;60409;60410;60411;60412;60413;60414;60415;60416;60417;60418;60419;60420;60421;60422;60423;60424;60425;60426;60427;60428;60429;60430;60431;60432;60433;60434;60435;60436;60437;60438;60611;60612;60613;60614;60615;74566;74567;74568;74569;74570;74571;74572;74573;74574;74575;74576;74577;74578;74579;74580;74581;74582;74583;74584;74585;74586;75461;75462;75463;75464;75465;75466;75467;75468;75469;75470;75471;75472;75473;75474;75475;75476;75866;75867;78359;80537;80538;80539;80540;80541;80542;80543;89275;92527;92528;92529;92530;92531;92532;92533;92534;92535;92536;92537;92538;92539;92540;92541,11784;14055;19321;20680;27822;31849;31852;40995;60415;60614;74570;75468;75866;78359;80538;89275;92529,,,,,-1;-1;-1;-1,protein_1870,quanti,quanti,quanti,quanti
ARHGDIA,-2.25621300249485,0.0297514207625043,P52565;J3QQX2;J3KTF8;J3KRE2;J3KRY1;J3KS60,P52565;J3QQX2;J3KTF8;J3KRE2;J3KRY1,11;10;10;7;7;5,11;10;10;7;7;5,11;10;10;7;7;5,Rho GDP-dissociation inhibitor 1,sp|P52565|GDIR1_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3;tr|J3QQX2|J3QQX2_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=1;tr|J3KTF8|J3KTF8_HUMAN Rho GDP-dissociation inhibitor 1,6,11,11,11,9,7,5,4,9,7,5,4,9,7,5,4,69.6,69.6,69.6,23.207,204,204;235;193;129;249;92,0.0,25.389,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.28098,0.88263,33.417,30,6,Leave out requantified,0.22699,0.28266,0.33036,0.35246,0.81898,0.82742,0.90479,0.97536,34.058,8.9957,9.7106,34.358,11,9,6,4,3,3,0,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,46.1,59.8,38.2,26.0,4027500000,3097800000,929800000,1076600000,873050000,203540000,1686900000,1305000000,381890000,909810000,662400000,247410000,354230000,257270000,96960000,,,,1870,459;460;519;6565;7333;14249;15676;15677;18156;20550;20571,True;True;True;True;True;True;True;True;True;True;True,526;527;591;7759;8727;16813;18472;18473;21315;24118;24142,1279;1280;1281;1282;1283;1413;1414;1415;1416;18607;18608;18609;18610;20990;20991;20992;20993;40550;44419;44420;44421;44422;44423;44424;44425;44426;44427;51564;58440;58493,2502;2503;2504;2505;2506;2507;2508;2509;2510;2511;2512;2710;2711;2712;2713;2714;2715;2716;2717;2718;2719;2720;2721;2722;2723;2724;2725;36023;36024;36025;36026;36027;36028;36029;40699;40700;40701;40702;40703;40704;40705;40706;40707;40708;40709;77828;84813;84814;84815;84816;84817;84818;84819;84820;84821;84822;84823;99092;99093;112549;112669,2503;2511;2713;36029;40701;77828;84816;84818;99093;112549;112669,,,,,-1;-1;-1;-1;-1;-1,protein_1871,quanti,quanti,quanti,quanti
