DCAF6_vs_zBirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
MYO1C,0.2686535653,0.406157566937616,0,O00159;F5H6E2;I3L501;I3L3Y6;I3L3F5,O00159;F5H6E2,26;26;6;6;3,26;26;6;6;3,26;26;6;6;3,Unconventional myosin-Ic,MYO1C,sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4;tr|F5H6E2|F5H6E2_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=1,26,26,27.1,1063
ATL3,-0.1300430113,0.352829034150762,0,Q6DD88;F5H6I7;F5GWF8,Q6DD88;F5H6I7,5;5;1,5;5;1,5;5;1,Atlastin-3,ATL3,sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1;tr|F5H6I7|F5H6I7_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1,5,5,13.9,541
MAGOHB,0.0440602982,0.722067867019051,0,Q96A72;F5H6N1;F5H3U9;F5H6P7;F5H124,Q96A72;F5H6N1,8;8;2;2;1,8;8;2;2;1,1;1;0;0;1,Protein mago nashi homolog 2,MAGOHB,sp|Q96A72|MGN2_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1;tr|F5H6N1|F5H6N1_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1,8,1,48,148
DSTN,0.4707101825,0.368391597037832,0,P60981;F6RFD5,P60981;F6RFD5,11;11,7;7,7;7,Destrin,DSTN,sp|P60981|DEST_HUMAN Destrin OS=Homo sapiens OX=9606 GN=DSTN PE=1 SV=3;tr|F6RFD5|F6RFD5_HUMAN Destrin OS=Homo sapiens OX=9606 GN=DSTN PE=1 SV=1,11,7,46.7,165
GNS,-0.3525350596,0.158695393748038,0,P15586;H7C3P4;F6S8M0;F5H4C6;H0YFA9,P15586;H7C3P4;F6S8M0;F5H4C6;H0YFA9,6;6;6;5;3,6;6;6;5;3,6;6;6;5;3,N-acetylglucosamine-6-sulfatase,GNS,sp|P15586|GNS_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3;tr|H7C3P4|H7C3P4_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=1;tr|F6S8M0|F6S8M0_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapi,6,6,16.1,552
POLDIP3;PDIP46,-0.1030704002,0.727051964156517,0,Q9BY77;F6VRR5;Q8WUT1;F8WCX5;Q6R954;F8WEE2,Q9BY77;F6VRR5;Q8WUT1;F8WCX5;Q6R954;F8WEE2,6;6;4;4;3;3,6;6;4;4;3;3,6;6;4;4;3;3,Polymerase delta-interacting protein 3,POLDIP3;PDIP46,sp|Q9BY77|PDIP3_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2;tr|F6VRR5|F6VRR5_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=1;tr|Q8WUT1|Q8WUT1_HUMAN POLDIP3 protein OS=H,6,6,17.6,421
RANBP1,0.1975770578,0.301680386470938,0,P43487;F6WQW2;C9JXG8;C9JGV6;C9JJ34;C9JDM3;C9JIC6,P43487;F6WQW2;C9JXG8;C9JGV6;C9JJ34;C9JDM3,8;8;7;7;6;4;3,8;8;7;7;6;4;3,8;8;7;7;6;4;3,Ran-specific GTPase-activating protein,RANBP1,sp|P43487|RANG_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|F6WQW2|F6WQW2_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|C9JXG8|C9JXG8_HUMAN Ran-specific GTPase-act,8,8,43.3,201
CAD,0.0418343323,0.721008863668839,0,P27708;F8VPD4;H7C2E4;H7BZB3,P27708;F8VPD4,33;33;7;2,33;33;7;2,33;33;7;2,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3;tr|F8VPD4|F8VPD4_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=1,33,33,20,2225
LIMA1,0.7862643283,0.108081596918689,0,Q9UHB6;F8VQE1;F8VS07;F8VRN8,Q9UHB6;F8VQE1;F8VS07,13;13;11;4,13;13;11;4,13;13;11;4,LIM domain and actin-binding protein 1,LIMA1,sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VQE1|F8VQE1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VS07|F8VS07_HUMAN LIM domain and actin-bin,13,13,20,759
COPZ1,-0.5168591362,0.00761647916645438,0,P61923;F8VXB1;F8VUC5;F8W156;F8W651;F8VYZ4;F8VVA7,P61923;F8VXB1;F8VUC5;F8W156;F8W651;F8VYZ4;F8VVA7,1;1;1;1;1;1;1,1;1;1;1;1;1;1,1;1;1;1;1;1;1,Coatomer subunit zeta-1,COPZ1,sp|P61923|COPZ1_HUMAN Coatomer subunit zeta-1 OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1;tr|F8VXB1|F8VXB1_HUMAN Coatomer subunit zeta (Fragment) OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1;tr|F8VUC5|F8VUC5_HUMAN Coatomer subunit zeta OS=Homo sapiens OX=9606,1,1,7.9,177
SLC25A3,0.0365978575,0.737537399144805,0,F8VVM2;F8VWQ0;F8VZL5;F8VWR4,F8VVM2,15;5;3;3,15;5;3;3,3;2;0;0,,SLC25A3,"tr|F8VVM2|F8VVM2_HUMAN Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=1",15,3,44.4,324
PPP1CC,-0.1167504162,0.44934098249086,0,P36873;F8VYE8;F8W0W8;F8VR82;A0A087WYY5,P36873;F8VYE8;F8W0W8;F8VR82,13;13;12;11;4,1;1;0;1;1,1;1;0;1;1,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase,PPP1CC,sp|P36873|PP1G_HUMAN Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1;tr|F8VYE8|F8VYE8_HUMAN Serine/threonine-protein phosphatase OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1;tr|F8W0W8|F8W0W8_HUMAN,13,1,33.1,323
AK2,0.1014305047,0.392615959111799,0,P54819;F8W1A4;F8VZG5;A0A5F9ZHP2;F8VY04;A0A5K1VW67;G3V213;F8VPP1,P54819;F8W1A4;F8VZG5;A0A5F9ZHP2;F8VY04;A0A5K1VW67;G3V213,16;16;11;11;11;11;10;3,16;16;11;11;11;11;10;3,16;16;11;11;11;11;10;3,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed;Adenylate kinase 2, mitochondrial",AK2,"sp|P54819|KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2;tr|F8W1A4|F8W1A4_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=1;tr|F8VZG5|F8VZG5_HUMAN Adenylate kinase 2, mitochondrial OS=Ho",16,16,72.4,239
MYL6,-0.0686571405,0.668034193883711,0,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3;G3V1Y7;F8VZU9;F8W180;P14649;F8W1I5;H0YI43;F8VXL3,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3;G3V1Y7,14;14;14;11;11;11;9;7;4;4;3;3;2;1,14;14;14;11;11;11;9;7;4;4;3;3;2;1,14;14;14;11;11;11;9;7;4;4;3;3;2;1,Myosin light polypeptide 6,MYL6,sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2;tr|F8W1R7|F8W1R7_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1;tr|G3V1V0|G3V1V0_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 ,14,14,67.5,151
HNRNPA1,-0.0599068667,0.674939059091019,0,P09651;F8W6I7;F8VZ49;A0A2R8Y4L2;F8VTQ5;F8W646;Q32P51;H0YH80;F8VYN5,P09651;F8W6I7;F8VZ49;A0A2R8Y4L2;F8VTQ5;F8W646,27;27;20;16;14;14;13;11;9,27;27;20;16;14;14;13;11;9,27;27;20;16;14;14;13;11;9,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed",HNRNPA1,sp|P09651|ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5;tr|F8W6I7|F8W6I7_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2;tr|F8VZ49|F8VZ49_HUMAN Heterogeneous,27,27,56.5,372
MRE11A,-0.691324733,0.00465255839164375,0,P49959;F8W7U8;F5GXT0,P49959;F8W7U8,3;3;1,3;3;1,3;3;1,Double-strand break repair protein MRE11A,MRE11A,sp|P49959|MRE11_HUMAN Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3;tr|F8W7U8|F8W7U8_HUMAN Double-strand break repair protein OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=1,3,3,6.2,708
IGF2BP2,-1.9787913071,0.000207717678812283,1,Q9Y6M1;F8W930,Q9Y6M1;F8W930,4;4,4;4,4;4,Insulin-like growth factor 2 mRNA-binding protein 2,IGF2BP2,sp|Q9Y6M1|IF2B2_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2;tr|F8W930|F8W930_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=1,4,4,8,599
EIF2A,0.1671226208,0.352329023491563,0,Q9BY44;F8WAE5;F8WF18;F8WAT3;C9IZE1;H7C5R5;H7C5Q3,Q9BY44;F8WAE5;F8WF18;F8WAT3;C9IZE1;H7C5R5,4;4;2;2;2;2;1,4;4;2;2;2;2;1,4;4;2;2;2;2;1,"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",EIF2A,sp|Q9BY44|EIF2A_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3;tr|F8WAE5|F8WAE5_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=1;tr|F8WF18|F8WF18_HUMAN Eukaryotic tra,4,4,10.9,585
NDUFA5,-0.1012258238,0.602583678830039,0,Q16718;F8WAS3,Q16718;F8WAS3,2;2,2;2,2;2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,sp|Q16718|NDUA5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3;tr|F8WAS3|F8WAS3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=1,2,2,19,116
NDRG3,0.0475075091,0.829101311916792,0,Q9UGV2;F8WBF9;Q5TH30,Q9UGV2;F8WBF9;Q5TH30,1;1;1,1;1;1,1;1;1,Protein NDRG3,NDRG3,"sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2;tr|F8WBF9|F8WBF9_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=1;tr|Q5TH30|Q5TH30_HUMAN NDRG family member 3, isoform CRA_c OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 ",1,1,2.7,375
NDUFV1,0.3851940374,0.0245423539557209,0,P49821;G3V0I5;B4DE93;E9PLC6;E9PQP1;E9PPS5;E9PJL9;H0YE81;E9PPR0;E9PMX3,P49821;G3V0I5;B4DE93;E9PLC6;E9PQP1,4;4;3;2;2;1;1;1;1;1,4;4;3;2;2;1;1;1;1;1,4;4;3;2;2;1;1;1;1;1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUFV1,"sp|P49821|NDUV1_HUMAN NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=4;tr|G3V0I5|G3V0I5_HUMAN NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=1",4,4,8.4,464
CAPRIN1,-0.4927237278,0.0190811317767365,0,Q14444;G3V153;E9PLA9,Q14444;G3V153;E9PLA9,9;9;6,9;9;6,9;9;6,Caprin-1,CAPRIN1,sp|Q14444|CAPR1_HUMAN Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2;tr|G3V153|G3V153_HUMAN Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=1;tr|E9PLA9|E9PLA9_HUMAN Caprin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=1,9,9,11.1,709
PARP2,-0.4594182029,0.0937812904736827,0,Q9UGN5;H0YH02;G3V167,Q9UGN5;H0YH02;G3V167,1;1;1,1;1;1,1;1;1,Poly [ADP-ribose] polymerase 2,PARP2,sp|Q9UGN5|PARP2_HUMAN Poly [ADP-ribose] polymerase 2 OS=Homo sapiens OX=9606 GN=PARP2 PE=1 SV=2;tr|H0YH02|H0YH02_HUMAN Poly [ADP-ribose] polymerase (Fragment) OS=Homo sapiens OX=9606 GN=PARP2 PE=1 SV=1;tr|G3V167|G3V167_HUMAN Poly [ADP-ribose] polymerase OS,1,1,2.2,583
API5,-0.3299293416,0.121091470136824,0,Q9BZZ5;G3V1C3;H0YER7;E9PQK6,Q9BZZ5;G3V1C3,8;8;3;2,8;8;3;2,8;8;3;2,Apoptosis inhibitor 5,API5,sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3;tr|G3V1C3|G3V1C3_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=1,8,8,17.4,524
GOLT1B,-0.0369053954,0.791718644449195,0,Q9Y3E0;G3V1U5;F5H6U7,Q9Y3E0;G3V1U5;F5H6U7,3;3;2,3;3;2,3;3;2,Vesicle transport protein GOT1B,GOLT1B,"sp|Q9Y3E0|GOT1B_HUMAN Vesicle transport protein GOT1B OS=Homo sapiens OX=9606 GN=GOLT1B PE=1 SV=1;tr|G3V1U5|G3V1U5_HUMAN Golgi transport 1 homolog B (S. cerevisiae), isoform CRA_c OS=Homo sapiens OX=9606 GN=GOLT1B PE=1 SV=1;tr|F5H6U7|F5H6U7_HUMAN Vesicle t",3,3,20.3,138
NUMB,0.5334855653,0.0102707916766994,0,P49757;G3V3M5;G3V3R1;G3V3Z8;Q9Y6R0;M0QXQ4;M0QYC2;A0A0C4DGH3,P49757;G3V3M5;G3V3R1;G3V3Z8,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,Protein numb homolog,NUMB,sp|P49757|NUMB_HUMAN Protein numb homolog OS=Homo sapiens OX=9606 GN=NUMB PE=1 SV=2;tr|G3V3M5|G3V3M5_HUMAN Protein numb homolog (Fragment) OS=Homo sapiens OX=9606 GN=NUMB PE=1 SV=8;tr|G3V3R1|G3V3R1_HUMAN Protein numb homolog (Fragment) OS=Homo sapiens OX=9,3,3,7.2,651
PSMA6,-0.1635671024,0.293654781359295,0,P60900;G3V5Z7;G3V295;G3V3I1;G3V3U4;G3V4S5;G3V2S7;H0YJC4,P60900;G3V5Z7;G3V295;G3V3I1;G3V3U4,13;13;12;11;7;3;3;1,13;13;12;11;7;3;3;1,13;13;12;11;7;3;3;1,Proteasome subunit alpha type-6;Proteasome subunit alpha type,PSMA6,sp|P60900|PSA6_HUMAN Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V5Z7|G3V5Z7_HUMAN Proteasome subunit alpha type OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V295|G3V295_HUMAN Proteasome subunit alpha type OS=Homo sap,13,13,49.2,246
CTNNA1,-0.4365588175,0.526559997950368,0,P35221;G3XAM7;E5RIB1;P26232;E5RJZ2;E5RIT8;E5RFM3;E5RJL0;E5RIE0;E5RHV7;H0YBB8;E5RGY6;E5RG03;E5RJ41,P35221;G3XAM7,8;8;2;1;1;1;1;1;1;1;1;1;1;1,8;8;2;1;1;1;1;1;1;1;1;1;1;1,8;8;2;1;1;1;1;1;1;1;1;1;1;1,Catenin alpha-1,CTNNA1,"sp|P35221|CTNA1_HUMAN Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1;tr|G3XAM7|G3XAM7_HUMAN Catenin (Cadherin-associated protein), alpha 1, 102kDa, isoform CRA_a OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1",8,8,9.7,906
MRPS22,0.2544758439,0.132205350896896,0,P82650;G5E9W7;G5E9V5;H7C5L9;H7C5H3;H7C5F2,P82650;G5E9W7;G5E9V5;H7C5L9;H7C5H3,9;9;9;7;5;3,9;9;9;7;5;3,9;9;9;7;5;3,"28S ribosomal protein S22, mitochondrial",MRPS22,"sp|P82650|RT22_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1;tr|G5E9W7|G5E9W7_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1;tr|G5E9V5|G5E9V5_HUMAN 28S ribosomal prote",9,9,20.3,360
CELF1,-0.2780528653,0.126605567648907,0,G5EA30;Q92879;F5H0D8;E9PKU1;F5H4Y5;E9PQK4;E9PSH0;F5H3J7;E9PKA1,G5EA30;Q92879;F5H0D8;E9PKU1,8;7;4;4;3;3;3;1;1,8;7;4;4;3;3;3;1;1,4;3;2;2;1;1;1;1;1,CUGBP Elav-like family member 1,CELF1,"tr|G5EA30|G5EA30_HUMAN CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=1;sp|Q92879|CELF1_HUMAN CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2;tr|F5H0D8|F5H0D8_HUMAN CUGBP Elav-li",8,4,17.7,514
HNRNPH1,-0.2174603162,0.215506146867774,0,P31943;G8JLB6;E9PCY7;H0YB39;D6RBM0;E5RGV0;D6RIU0;D6RIT2;D6RAM1;D6R9T0;D6RFM3;E7EN40;E7EQJ0;D6RDU3;D6RJ04;D6RIH9;H0YBD7;H0YBG7;E5RGH4;D6RDL0;D6RF17;H0YAQ2;D6R9D3;E5RJ94,P31943;G8JLB6;E9PCY7;H0YB39;D6RBM0;E5RGV0,17;17;16;10;10;9;8;8;7;7;7;7;7;7;7;7;6;5;5;4;4;3;3;2,15;15;14;8;10;9;8;8;7;7;7;7;7;7;7;7;4;3;5;4;4;3;3;2,10;10;9;4;6;5;6;7;6;6;6;4;6;6;6;6;3;2;2;4;4;2;3;2,"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",HNRNPH1,sp|P31943|HNRH1_HUMAN Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4;tr|G8JLB6|G8JLB6_HUMAN Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=1;tr|E9PCY7|E9PCY7_HUMAN Heterogeneous ,17,10,45.2,449
ZYX,0.4608130463,0.0852813783134011,0,Q15942;H0Y2Y8;C9IZ41;C9JJK5,Q15942;H0Y2Y8,5;5;2;2,5;5;2;2,5;5;2;2,Zyxin,ZYX,sp|Q15942|ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|H0Y2Y8|H0Y2Y8_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,5,5,14.7,572
,-1.0291888885,0.00119473443459377,1,H0Y858;Q9NR96;H7C5I2,H0Y858,3;1;1,1;1;0,1;1;0,,,tr|H0Y858|H0Y858_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1,3,1,2.2,1186
HNRNPD,-0.0671138625,0.568913689002514,0,Q14103;H0YA96;H0Y8G5;D6RAF8;D6RF44;D6RBQ9;D6RD83,Q14103;H0YA96;H0Y8G5;D6RAF8;D6RF44,23;23;23;14;12;8;5,23;23;23;14;12;8;5,21;21;21;12;10;6;5,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,sp|Q14103|HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0YA96|H0YA96_HUMAN Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0Y8G5|H0Y8G5_HUMAN Het,23,21,38.3,355
DLAT,0.117650935,0.335722149460952,0,P10515;H0YDD4;E9PEJ4,P10515;H0YDD4;E9PEJ4,17;17;16,17;17;16,17;17;16,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial;Acetyltransferase component of pyruvate dehydrogenase complex",DLAT,"sp|P10515|ODP2_HUMAN Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=3;tr|H0YDD4|H0YDD4_HUMAN Acetyltransferase component of pyruvate dehydrogenase complex (Fr",17,17,26,647
HADHA,-0.0082667953,0.948346810286512,0,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21;A0A2R8Y688,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21,33;33;27;20;13,33;33;27;20;13,33;33;27;20;13,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",HADHA,"sp|P40939|ECHA_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|H0YFD6|H0YFD6_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|A0A2R8Y4F5|A0A2R8Y4F5_H",33,33,48,763
TMOD3,0.4377890284,0.0752749017251403,0,Q9NYL9;H0YKU1;H0YNJ8,Q9NYL9;H0YKU1;H0YNJ8,3;3;3,3;3;3,3;3;3,Tropomodulin-3,TMOD3,sp|Q9NYL9|TMOD3_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YKU1|H0YKU1_HUMAN Tropomodulin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YNJ8|H0YNJ8_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,3,3,13.6,352
RPS27;RPS27L,-0.1529783656,0.222526461896093,0,P42677;Q71UM5;H0YMV8;C9J1C5;C9JLI6,P42677;Q71UM5;H0YMV8;C9J1C5;C9JLI6,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,40S ribosomal protein S27;40S ribosomal protein S27-like,RPS27;RPS27L,sp|P42677|RS27_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3;sp|Q71UM5|RS27L_HUMAN 40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3;tr|H0YMV8|H0YMV8_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=9,2,2,25,84
ANP32A,-0.0526188248,0.833335744035703,0,P39687;H0YN26;H7BZ09;O43423,P39687;H0YN26,8;8;2;1,8;8;2;1,7;7;2;1,Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A,sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1;tr|H0YN26|H0YN26_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1,8,7,28.5,249
DUT,0.2157445237,0.317328404390988,0,P33316;H0YNW5;A0A0C4DGL3;H0YKC5;H0YMM5;H0YNJ9;H0YKI0;H0YMP1,P33316;H0YNW5;A0A0C4DGL3;H0YKC5;H0YMM5;H0YNJ9;H0YKI0;H0YMP1,8;8;7;7;6;6;6;5,8;8;7;7;6;6;6;5,8;8;7;7;6;6;6;5,"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,"sp|P33316|DUT_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4;tr|H0YNW5|H0YNW5_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=1;tr|A0A0C4DGL3|A0A0",8,8,36.5,252
RNPS1,-0.2654692117,0.111480765345023,0,Q15287;H3BV80;H3BMM9;H3BTC0;H3BPG5;H3BMS0,Q15287;H3BV80;H3BMM9;H3BTC0;H3BPG5;H3BMS0,3;3;3;3;2;2,3;3;3;3;2;2,3;3;3;3;2;2,RNA-binding protein with serine-rich domain 1,RNPS1,sp|Q15287|RNPS1_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1;tr|H3BV80|H3BV80_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=2;tr|H3BMM9|H3BMM9_HUMAN RNA-bindin,3,3,10.8,305
