POC1B_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
EIF3K,0.07482326,0.575545248503285,0,Q9UBQ5;K7ES31;K7ERF1;K7EQM4;A0A087WVB9,Q9UBQ5;K7ES31;K7ERF1,5;5;5;2;2,5;5;5;2;2,5;5;5;2;2,Eukaryotic translation initiation factor 3 subunit K,EIF3K,sp|Q9UBQ5|EIF3K_HUMAN Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1;tr|K7ES31|K7ES31_HUMAN Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1;tr|K7ERF1|K7ERF1_HU,5,5,26.1,218
PSME3,-0.0779892958,0.629910056346707,0,P61289;K7ESG5;B3KQ25;K9J957;K7ENH2;K7EMD0;K7EPX6;K7EKR3;A0A087WTV2;K7EJF8;B7Z8D3,P61289;K7ESG5;B3KQ25;K9J957;K7ENH2;K7EMD0;K7EPX6;K7EKR3;A0A087WTV2,8;8;7;7;5;4;4;4;4;1;1,8;8;7;7;5;4;4;4;4;1;1,8;8;7;7;5;4;4;4;4;1;1,Proteasome activator complex subunit 3,PSME3,sp|P61289|PSME3_HUMAN Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1;tr|K7ESG5|K7ESG5_HUMAN Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1;tr|B3KQ25|B3KQ25_HUMAN Proteasome activator com,8,8,37.4,254
COPE,-0.1239281125,0.581725590810895,0,O14579;M0R061;M0QXB4,O14579;M0R061;M0QXB4,3;3;3,3;3;3,3;3;3,Coatomer subunit epsilon,COPE,"sp|O14579|COPE_HUMAN Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=3;tr|M0R061|M0R061_HUMAN Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=1;tr|M0QXB4|M0QXB4_HUMAN Coatomer protein complex, subunit epsilon, isoform CRA_",3,3,15.9,308
ETHE1,-0.2238100409,0.246436340667616,0,O95571;M0QXB5;M0QY80;M0QX80,O95571;M0QXB5;M0QY80,5;5;3;1,5;5;3;1,5;5;3;1,"Persulfide dioxygenase ETHE1, mitochondrial",ETHE1,"sp|O95571|ETHE1_HUMAN Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens OX=9606 GN=ETHE1 PE=1 SV=2;tr|M0QXB5|M0QXB5_HUMAN Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens OX=9606 GN=ETHE1 PE=1 SV=1;tr|M0QY80|M0QY80_HUMAN Persulfide dio",5,5,26.8,254
MYDGF,-0.194559069,0.160345053075772,0,Q969H8;M0QXF7;M0QYN0,Q969H8;M0QXF7;M0QYN0,5;5;5,5;5;5,5;5;5,Myeloid-derived growth factor,MYDGF,sp|Q969H8|MYDGF_HUMAN Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QXF7|M0QXF7_HUMAN Myeloid-derived growth factor (Fragment) OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QYN0|M0QYN0_HUMAN Myeloid-derived growth factor O,5,5,26,173
FBL,0.1412019109,0.251495535230107,0,P22087;M0R0P1;M0QXL5;M0R2Q4;M0R299;M0R2U2;M0R1H0;M0R2B0;A6NHQ2,P22087;M0R0P1;M0QXL5;M0R2Q4;M0R299;M0R2U2;M0R1H0;M0R2B0,12;12;12;12;11;7;7;7;1,12;12;12;12;11;7;7;7;1,12;12;12;12;11;7;7;7;1,rRNA 2-O-methyltransferase fibrillarin,FBL,sp|P22087|FBRL_HUMAN rRNA 2-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2;tr|M0R0P1|M0R0P1_HUMAN rRNA 2-O-methyltransferase fibrillarin (Fragment) OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=1;tr|M0QXL5|M0QXL5_HUMAN rRNA 2-O-methyl,12,12,34.6,321
SLC1A5,-0.2136156796,0.237200397560424,0,Q15758;M0QXM4;M0QX44,Q15758;M0QXM4,3;3;1,3;3;1,3;3;1,Neutral amino acid transporter B(0);Amino acid transporter,SLC1A5,sp|Q15758|AAAT_HUMAN Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2;tr|M0QXM4|M0QXM4_HUMAN Amino acid transporter OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=1,3,3,7.9,541
SH3GL1,-0.147973542,0.506037327699002,0,Q99961;M0QYE0;M0R0I3;Q99962;M0R2K6,Q99961;M0QYE0;M0R0I3,4;4;4;1;1,4;4;4;1;1,4;4;4;1;1,Endophilin-A2,SH3GL1,sp|Q99961|SH3G1_HUMAN Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1;tr|M0QYE0|M0QYE0_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=8;tr|M0R0I3|M0R0I3_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE,4,4,11.7,368
TIMM50,-1.5332135437,0.00085195236775643,1,Q3ZCQ8;M0R0C3;M0R2F8,Q3ZCQ8;M0R0C3;M0R2F8,2;2;2,2;2;2,2;2;2,Mitochondrial import inner membrane translocase subunit TIM50,TIMM50,sp|Q3ZCQ8|TIM50_HUMAN Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens OX=9606 GN=TIMM50 PE=1 SV=2;tr|M0R0C3|M0R0C3_HUMAN Mitochondrial import inner membrane translocase subunit TIM50 (Fragment) OS=Homo sapiens OX=9606 GN=TIMM5,2,2,8.8,353
RPS5,0.2410051298,0.0576798331044882,0,P46782;M0R0F0;M0R0R2;M0QZN2,P46782;M0R0F0;M0R0R2;M0QZN2,11;11;11;8,11;11;11;8,11;11;11;8,"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed",RPS5,sp|P46782|RS5_HUMAN 40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4;tr|M0R0F0|M0R0F0_HUMAN 40S ribosomal protein S5 (Fragment) OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=1;tr|M0R0R2|M0R0R2_HUMAN 40S ribosomal protein S5 OS=Homo sapiens OX=9,11,11,55.9,204
NAPA,-0.1280279861,0.690556661191474,0,P54920;M0R0Y2;M0R2M1;M0R213;Q9H115;M0QZM9;M0QZN5;M0R031;M0R027;M0R058;M0R0I4;A0A087WZQ7,P54920;M0R0Y2;M0R2M1;M0R213,4;4;3;2;1;1;1;1;1;1;1;1,4;4;3;2;1;1;1;1;1;1;1;1,4;4;3;2;1;1;1;1;1;1;1;1,Alpha-soluble NSF attachment protein,NAPA,sp|P54920|SNAA_HUMAN Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=3;tr|M0R0Y2|M0R0Y2_HUMAN Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=1;tr|M0R2M1|M0R2M1_HUMAN Alpha-soluble NSF attachment pr,4,4,20.3,295
RPL18A,0.208475186,0.083116992486562,0,Q02543;M0R1A7;M0R117;M0R3D6;M0R0P7,Q02543;M0R1A7;M0R117;M0R3D6;M0R0P7,16;16;16;15;12,16;16;16;15;12,16;16;16;15;12,60S ribosomal protein L18a,RPL18A,sp|Q02543|RL18A_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2;tr|M0R1A7|M0R1A7_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=1;tr|M0R117|M0R117_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=,16,16,60.2,176
AGPS,-0.1189803404,0.402414386529167,0,O00116;A0A1B0GWA2;A0A2R8YEL0;B8ZZ81,O00116;A0A1B0GWA2;A0A2R8YEL0,6;4;4;2,6;4;4;2,6;4;4;2,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",AGPS,"sp|O00116|ADAS_HUMAN Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1;tr|A0A1B0GWA2|A0A1B0GWA2_HUMAN Alkylglycerone-phosphate synthase (Fragment) OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1;tr|A0A2R8YEL0|A0A2R8YE",6,6,13.5,658
DDX39A,0.6047635936,0.161215167859558,0,O00148;K7EPJ3;K7EQN7;F6QYI9;A0A0G2JJL7;K7EN69;K7ENP6;K7EL56;K7EIL8;F6SXL5;A0A0D9SEM9;A0A140T9K2;A0A140T9N3,O00148,15;7;7;6;6;5;4;4;4;4;3;2;2,3;1;1;0;0;0;0;0;0;0;1;0;0,3;1;1;0;0;0;0;0;0;0;1;0;0,ATP-dependent RNA helicase DDX39A,DDX39A,sp|O00148|DX39A_HUMAN ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2,15,3,37,427
ACOT7,0.0335350278,0.762694685997468,0,O00154;K7EKP8,O00154;K7EKP8,8;6,8;6,8;6,Cytosolic acyl coenzyme A thioester hydrolase,ACOT7,sp|O00154|BACH_HUMAN Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3;tr|K7EKP8|K7EKP8_HUMAN Cytosolic acyl coenzyme A thioester hydrolase (Fragment) OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=8,8,8,30,380
AIP,-0.4277286233,0.305426623766457,0,O00170;E9PMH2,O00170,3;1,3;1,3;1,AH receptor-interacting protein,AIP,sp|O00170|AIP_HUMAN AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=2,3,3,15.2,330
AP3B1,-0.2008526531,0.332260826244013,0,O00203;H0YBD0,O00203;H0YBD0,2;1,2;1,2;1,AP-3 complex subunit beta-1,AP3B1,sp|O00203|AP3B1_HUMAN AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3;tr|H0YBD0|H0YBD0_HUMAN AP-3 complex subunit beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=1,2,2,2.7,1094
PSMD11,-0.0194896172,0.83739157753793,0,O00231;J3QRY4;J3KSW3;J3QS13,O00231,13;5;1;1,13;5;1;1,13;5;1;1,26S proteasome non-ATPase regulatory subunit 11,PSMD11,sp|O00231|PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3,13,13,38.4,422
PSMD12,-0.2079577542,0.694238081095315,0,O00232,O00232,5,5,5,26S proteasome non-ATPase regulatory subunit 12,PSMD12,sp|O00232|PSD12_HUMAN 26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3,5,5,13.4,456
PGRMC1,-0.247047563,0.122227974974537,0,O00264,O00264,12,12,12,Membrane-associated progesterone receptor component 1,PGRMC1,sp|O00264|PGRC1_HUMAN Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3,12,12,39.5,195
DFFA,0.0302557536,0.756186643959879,0,O00273;K7ERT1,O00273;K7ERT1,3;2,3;2,3;2,DNA fragmentation factor subunit alpha,DFFA,sp|O00273|DFFA_HUMAN DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1;tr|K7ERT1|K7ERT1_HUMAN DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1,3,3,12.4,331
CLIC1,0.003575463,0.970382646185861,0,O00299,O00299,24,24,24,Chloride intracellular channel protein 1,CLIC1,sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4,24,24,94.2,241
EIF3F,0.3252824712,0.0235905979258963,0,O00303;H0YDT6;E9PQV8;A0A1W2PP79,O00303,13;3;2;2,13;3;2;2,13;3;2;2,Eukaryotic translation initiation factor 3 subunit F,EIF3F,sp|O00303|EIF3F_HUMAN Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1,13,13,56.9,357
IPO5,0.3908199136,0.0349925025703343,0,O00410;H0Y8C6;E7ETV3;E7EQT5;E7EV12;E7EWK4;H0Y3V4;E7EX05;E7ESZ1;E7ETV8;C9JZD8;C9JQT6;C9J875;C9JZ53;C9JXE0;F8WF30;C9J583,O00410;H0Y8C6,12;11;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1,12;11;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1,11;10;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1,Importin-5,IPO5,sp|O00410|IPO5_HUMAN Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4;tr|H0Y8C6|H0Y8C6_HUMAN Importin-5 (Fragment) OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=1,12,11,16,1097
DNM1L,0.207970959,0.17996437209355,0,O00429;F8VZ52;B4DPZ9;F8VR28;F8VYL3;F8W1W3;F8VUJ9;B4DDQ3;H0YHY4;H0YI79,O00429,19;7;5;4;4;4;4;4;3;1,19;7;5;4;4;4;4;4;3;1,19;7;5;4;4;4;4;4;3;1,Dynamin-1-like protein,DNM1L,sp|O00429|DNM1L_HUMAN Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2,19,19,26.5,736
PSMD14,0.0025971339,0.979417300047795,0,O00487,O00487,4,4,4,26S proteasome non-ATPase regulatory subunit 14,PSMD14,sp|O00487|PSDE_HUMAN 26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1,4,4,19.4,310
KPNA3,-0.2195073924,0.164429669989463,0,O00505,O00505,1,1,1,Importin subunit alpha-4,KPNA3,sp|O00505|IMA4_HUMAN Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2,1,1,1.7,521
PPP6C,-0.0709304136,0.574834832976624,0,O00743,O00743,2,2,2,"Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed",PPP6C,sp|O00743|PPP6_HUMAN Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP6C PE=1 SV=1,2,2,8.2,305
PDXK,-0.2179432248,0.340157239821161,0,O00764;F2Z2Y4;A8MV33,O00764;F2Z2Y4,10;8;2,10;8;2,10;8;2,Pyridoxal kinase,PDXK,sp|O00764|PDXK_HUMAN Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1;tr|F2Z2Y4|F2Z2Y4_HUMAN Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1,10,10,52.6,312
PDCD5,-0.2272884877,0.243465125143035,0,O14737;K7EQA1;K7ESJ4;Q3HM38;X6R2P6,O14737;K7EQA1,6;5;2;1;1,6;5;2;1;1,6;5;2;1;1,Programmed cell death protein 5,PDCD5,sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3;tr|K7EQA1|K7EQA1_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=1,6,6,47.2,125
PRMT5,0.3776947002,0.0507624025722966,0,O14744;G3V580;G3V2L6;G3V5L5;C9JSX3;G3V2X6;H0YJX6;G3V507;G3V2F5;H0YJ77;H0YJD3;H7BZ44,O14744;G3V580;G3V2L6,9;6;6;4;4;3;2;1;1;1;1;1,9;6;6;4;4;3;2;1;1;1;1;1,9;6;6;4;4;3;2;1;1;1;1;1,"Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed",PRMT5,sp|O14744|ANM5_HUMAN Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4;tr|G3V580|G3V580_HUMAN Protein arginine N-methyltransferase 5 (Fragment) OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=1;tr|G3V2L6|G3V2L6_HUMAN Protein argini,9,9,15.1,637
SLC9A3R1,-0.3419163033,0.0288470889890181,0,O14745;J3QRP6;J3QRA3,O14745;J3QRP6,7;5;1,7;5;1,7;5;1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,SLC9A3R1,sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=4;tr|J3QRP6|J3QRP6_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (Fragment) OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=1,7,7,22.9,358
TCERG1,-0.8419734832,0.0175525113406746,0,O14776;G3V220,O14776;G3V220,7;6,7;6,7;6,Transcription elongation regulator 1,TCERG1,sp|O14776|TCRG1_HUMAN Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2;tr|G3V220|G3V220_HUMAN Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=1,7,7,8,1098
PSMA7,-0.187980495,0.117824408779525,0,O14818;H0Y586;Q8TAA3;A0A087WYS6;F5GY34,O14818,20;9;6;4;2,20;9;6;4;2,20;9;6;4;2,Proteasome subunit alpha type-7,PSMA7,sp|O14818|PSA7_HUMAN Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1,20,20,66.9,248
IFIT3,-1.0962979292,0.0107168886272866,1,O14879,O14879,6,6,6,Interferon-induced protein with tetratricopeptide repeats 3,IFIT3,sp|O14879|IFIT3_HUMAN Interferon-induced protein with tetratricopeptide repeats 3 OS=Homo sapiens OX=9606 GN=IFIT3 PE=1 SV=1,6,6,16.9,490
GIPC1,-0.5020017681,0.0238093777969414,0,O14908;K7ESN1,O14908;K7ESN1,2;1,2;1,2;1,PDZ domain-containing protein GIPC1,GIPC1,sp|O14908|GIPC1_HUMAN PDZ domain-containing protein GIPC1 OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=2;tr|K7ESN1|K7ESN1_HUMAN PDZ domain-containing protein GIPC1 (Fragment) OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=1,2,2,7.2,333
HAT1,-0.286341619,0.0940843810945685,0,O14929;F8WEW1;F8W9G7,O14929,7;1;1,7;1;1,7;1;1,Histone acetyltransferase type B catalytic subunit,HAT1,sp|O14929|HAT1_HUMAN Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=1,7,7,18.1,419
UQCRQ,-0.4472507196,0.316789733863595,0,O14949,O14949,1,1,1,Cytochrome b-c1 complex subunit 8,UQCRQ,sp|O14949|QCR8_HUMAN Cytochrome b-c1 complex subunit 8 OS=Homo sapiens OX=9606 GN=UQCRQ PE=1 SV=4,1,1,15.9,82
XPO1,-0.253844111,0.0553767119955495,0,O14980;C9JKM9;C9IZS4;C9JQ02;C9JV99;C9J673;C9IYM2;H7BZC5;F8WF71;C9JF49,O14980,12;4;3;3;3;3;2;2;2;1,12;4;3;3;3;3;2;2;2;1,12;4;3;3;3;3;2;2;2;1,Exportin-1,XPO1,sp|O14980|XPO1_HUMAN Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1,12,12,14.7,1071
PFAS,0.0266822804,0.786800944715257,0,O15067;H0YGH1;J3KTQ5;J3QSG0;J3QSH6,O15067,11;2;1;1;1,11;2;1;1;1,11;2;1;1;1,Phosphoribosylformylglycinamidine synthase,PFAS,sp|O15067|PUR4_HUMAN Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4,11,11,11.4,1338
ARPC1B,-0.2322600762,0.0679516603981144,0,O15143;C9JEY1;C9K057;F8VXW2;C9JBJ7;C9JM51;F8WEB3;C9JTT6,O15143;C9JEY1;C9K057;F8VXW2,6;4;4;3;2;1;1;1,6;4;4;3;2;1;1;1,3;1;1;1;1;1;1;1,Actin-related protein 2/3 complex subunit 1B,ARPC1B,sp|O15143|ARC1B_HUMAN Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3;tr|C9JEY1|C9JEY1_HUMAN Actin-related protein 2/3 complex subunit 1B (Fragment) OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=2;tr|C9K057|C9K057_HUMAN,6,3,22.8,372
ARPC3,-0.2457186607,0.159273617746135,0,O15145;C9JZD1;F8VR50,O15145,5;2;1,5;2;1,5;2;1,Actin-related protein 2/3 complex subunit 3,ARPC3,sp|O15145|ARPC3_HUMAN Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3,5,5,37.6,178
PGRMC2,-0.8098834712,0.00218790834455247,0,O15173,O15173,3,3,3,Membrane-associated progesterone receptor component 2,PGRMC2,sp|O15173|PGRC2_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1,3,3,13.5,223
PFDN6,0.2159518637,0.07920057902094,0,O15212;A2AB88,O15212;A2AB88,5;4,5;4,5;4,Prefoldin subunit 6,PFDN6,sp|O15212|PFD6_HUMAN Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1;tr|A2AB88|A2AB88_HUMAN Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1,5,5,35.7,129
OGT,-0.4524718508,0.0508255175822899,0,O15294,O15294,2,2,2,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,OGT,sp|O15294|OGT1_HUMAN UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens OX=9606 GN=OGT PE=1 SV=3,2,2,2.5,1046
PPM1G,-0.2189276464,0.183855475465824,0,O15355,O15355,9,9,9,Protein phosphatase 1G,PPM1G,sp|O15355|PPM1G_HUMAN Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1,9,9,25.8,546
EIF3D,0.0594631834,0.649592472608049,0,O15371;B0QYA5;B0QYA4;B0QYA6;B0QYA8,O15371;B0QYA5,13;8;4;4;3,13;8;4;4;3,13;8;4;4;3,Eukaryotic translation initiation factor 3 subunit D,EIF3D,sp|O15371|EIF3D_HUMAN Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1;tr|B0QYA5|B0QYA5_HUMAN Eukaryotic translation initiation factor 3 subunit D (Fragment) OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1,13,13,30.3,548
P4HA2,2.5712655188,0.187243668034281,0,O15460,O15460,3,3,3,Prolyl 4-hydroxylase subunit alpha-2,P4HA2,sp|O15460|P4HA2_HUMAN Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens OX=9606 GN=P4HA2 PE=1 SV=1,3,3,8.2,535
MAGEB2,-0.2723945107,0.0548405659096642,0,O15479;O15481;Q96LZ2;P43366;Q9UBF1,O15479,6;1;1;1;1,6;1;1;1;1,6;1;1;1;1,Melanoma-associated antigen B2,MAGEB2,sp|O15479|MAGB2_HUMAN Melanoma-associated antigen B2 OS=Homo sapiens OX=9606 GN=MAGEB2 PE=1 SV=3,6,6,24.5,319
ARPC5,-0.0141632379,0.908775597931401,0,O15511,O15511,1,1,1,Actin-related protein 2/3 complex subunit 5,ARPC5,sp|O15511|ARPC5_HUMAN Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens OX=9606 GN=ARPC5 PE=1 SV=3,1,1,7.9,151
DHX15,-0.0833489843,0.415603044806739,0,O43143;O60231;A0A140T947,O43143,14;1;1,14;1;1,13;0;0,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,DHX15,sp|O43143|DHX15_HUMAN Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2,14,13,17.1,795
RNMT,-0.4438250998,0.0102436127024987,0,O43148;K7EP06,O43148;K7EP06,6;5,6;5,6;5,mRNA cap guanine-N7 methyltransferase,RNMT,sp|O43148|MCES_HUMAN mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1;tr|K7EP06|K7EP06_HUMAN mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1,6,6,15.3,476
PRPF4,-0.459244004,0.0694178132431028,0,O43172,O43172,3,3,3,U4/U6 small nuclear ribonucleoprotein Prp4,PRPF4,sp|O43172|PRP4_HUMAN U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4 PE=1 SV=2,3,3,7.3,522
PSMD3,0.0112782044,0.92592350357876,0,O43242;H0YGV8,O43242,14;1,14;1,14;1,26S proteasome non-ATPase regulatory subunit 3,PSMD3,sp|O43242|PSMD3_HUMAN 26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2,14,14,32.8,534
SART1,-0.2289668636,0.0624227962866953,0,O43290,O43290,4,4,4,U4/U6.U5 tri-snRNP-associated protein 1,SART1,sp|O43290|SNUT1_HUMAN U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens OX=9606 GN=SART1 PE=1 SV=1,4,4,6.1,800
HNRNPR,0.1412116173,0.332432889469573,0,O43390;B4DT28;A0A286YEZ8,O43390;B4DT28,21;16;1,21;16;1,13;12;1,Heterogeneous nuclear ribonucleoprotein R,HNRNPR,sp|O43390|HNRPR_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1;tr|B4DT28|B4DT28_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1,21,13,33.5,633
TPD52L2,-0.244555421,0.138918449988133,0,O43399;A0A087WYR3;A0A087WZ51,O43399;A0A087WYR3;A0A087WZ51,5;4;3,5;4;3,5;4;3,Tumor protein D54,TPD52L2,sp|O43399|TPD54_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2;tr|A0A087WYR3|A0A087WYR3_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=1;tr|A0A087WZ51|A0A087WZ51_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=T,5,5,25.2,206
