Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF6-N1,Intensity DCAF6-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
E7EX44;Q05682;E9PGZ1;C9J813;C9JEK3;REV__H0YH95;REV__H0YEF9;REV__E9PJZ7;REV__H0YHK3;REV__Q13136;REV__A0A2R8Y7R9;REV__G3V200;REV__O75334,E7EX44;Q05682;E9PGZ1;C9J813,19;17;17;12;3;1;1;1;1;1;1;1;1,19;17;17;12;3;1;1;1;1;1;1;1;1,19;17;17;12;3;1;1;1;1;1;1;1;1,Caldesmon,CALD1,tr|E7EX44|E7EX44_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;sp|Q05682|CALD1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3;tr|E9PGZ1|E9PGZ1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;tr|C9J813|C9J813_HUMAN Caldes,19,19,36.6,24.1496522400966,24.1837419825262,31.1877182748371,30.9941544358354
P0DP25;P0DP24;P0DP23;F8WBR5;M0QZ52;G3V479;A0A590UK56;E7EMB3;G3V361;A0A590UJI2;Q96HY3,P0DP25;P0DP24;P0DP23;F8WBR5;M0QZ52;G3V479;A0A590UK56;E7EMB3,3;3;3;2;2;2;2;2;1;1;1,3;3;3;2;2;2;2;2;1;1;1,3;3;3;2;2;2;2;2;1;1;1,,CALM2;CALM3;CALM1,sp|P0DP25|CALM3_HUMAN Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1;sp|P0DP24|CALM2_HUMAN Calmodulin-2 OS=Homo sapiens OX=9606 GN=CALM2 PE=1 SV=1;sp|P0DP23|CALM1_HUMAN Calmodulin-1 OS=Homo sapiens OX=9606 GN=CALM1 PE=1 SV=1;tr|F8WBR5|F8WBR5_HUMAN,3,3,30.9,3.85926602610109,3.93616518704728,27.4236620947921,26.3609836803283
A0A2Q3DQE3;Q8WU40;Q5SWX3;Q13555;Q13554;H0Y6G2;A0A5F9ZH21;A0A5F9ZH50;D6RFJ0;E9PF82;E9PBG7;D6R938;A0A5F9ZHR5;E9PBE8;E7EQE4;A0A5K1VW76;A0A5F9ZHY2;H7BXS4;A0A5F9ZH90;H7C394;Q9UQM7;Q13557;A0A5F9ZHM9,A0A2Q3DQE3;Q8WU40;Q5SWX3;Q13555;Q13554;H0Y6G2,3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Calcium/calmodulin-dependent protein kinase type II subunit gamma;Calcium/calmodulin-dependent protein kinase type II subunit beta,CAMK2G;CAMK2B,"tr|A0A2Q3DQE3|A0A2Q3DQE3_HUMAN Calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma, isoform CRA_d OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=1;tr|Q8WU40|Q8WU40_HUMAN CAMK2G protein (Fragment) OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=2;tr|Q5SW",3,3,5.9,3.85926602610109,3.93616518704728,24.916021208057,23.8738953948087
Q16566;D6REY7;D6RE65;D6RCD6,Q16566,5;2;2;1,5;2;2;1,5;2;2;1,Calcium/calmodulin-dependent protein kinase type IV,CAMK4,sp|Q16566|KCC4_HUMAN Calcium/calmodulin-dependent protein kinase type IV OS=Homo sapiens OX=9606 GN=CAMK4 PE=1 SV=1,5,5,15.0,3.85926602610109,3.93616518704728,26.6308980949973,25.0183947870262
Q5T5Y3,Q5T5Y3,38,38,38,Calmodulin-regulated spectrin-associated protein 1,CAMSAP1,sp|Q5T5Y3|CAMP1_HUMAN Calmodulin-regulated spectrin-associated protein 1 OS=Homo sapiens OX=9606 GN=CAMSAP1 PE=1 SV=2,38,38,34.7,3.85926602610109,3.93616518704728,29.911993800868,29.4881512591474
Q08AD1;H0Y4Z1,Q08AD1,15;2,15;2,15;2,Calmodulin-regulated spectrin-associated protein 2,CAMSAP2,sp|Q08AD1|CAMP2_HUMAN Calmodulin-regulated spectrin-associated protein 2 OS=Homo sapiens OX=9606 GN=CAMSAP2 PE=1 SV=3,15,15,14.4,23.2302268848887,24.1330592134198,27.9499356848673,27.6843171607313
Q86VP6;H0YH27,Q86VP6;H0YH27,2;1,2;1,2;1,Cullin-associated NEDD8-dissociated protein 1,CAND1,sp|Q86VP6|CAND1_HUMAN Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2;tr|H0YH27|H0YH27_HUMAN Cullin-associated NEDD8-dissociated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=1,2,2,2.4,23.9681515438327,24.5223502108938,4.55445633867376,4.43650122396724
Q01518;Q5T0R1;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R9;Q5T0S3;P40123;Q5T0R8;B7Z385;A0A087X0J3;A0A087WZ15;E9PDI2,Q01518;Q5T0R1,14;7;6;6;6;6;6;6;6;2;1;1;1;1;1;1,14;7;6;6;6;6;6;6;6;2;1;1;1;1;1;1,14;7;6;6;6;6;6;6;6;2;1;1;1;1;1;1,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,CAP1,sp|Q01518|CAP1_HUMAN Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5;tr|Q5T0R1|Q5T0R1_HUMAN Adenylyl cyclase-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=1,14,14,39.4,19.8215248763771,20.4118180265727,29.3199303377275,29.0320469464138
Q14444;E9PLA9;G3V153,Q14444;E9PLA9;G3V153,4;3;3,4;3;3,4;3;3,Caprin-1,CAPRIN1,sp|Q14444|CAPR1_HUMAN Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2;tr|E9PLA9|E9PLA9_HUMAN Caprin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=1;tr|G3V153|G3V153_HUMAN Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=1,4,4,10.7,3.85926602610109,3.93616518704728,25.8339798637964,25.4445223100848
P52907;P47755;C9JUG7;F8W9N7;A0A0D9SET8,P52907,4;1;1;1;1,4;1;1;1;1,4;1;1;1;1,F-actin-capping protein subunit alpha-1,CAPZA1,sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3,4,4,21.7,3.85926602610109,3.93616518704728,26.8093128192732,25.4719058755547
P47756;B1AK87;B1AK85;B1AK88,P47756;B1AK87;B1AK85;B1AK88,10;9;9;9,10;9;9;9,10;9;9;9,F-actin-capping protein subunit beta,CAPZB,sp|P47756|CAPZB_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4;tr|B1AK87|B1AK87_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=1;tr|B1AK85|B1AK85_HUMAN F-actin-capping protein subu,10,10,45.8,22.2511865035243,22.9161133325085,28.4771895010659,28.4429654462031
P49589;B4DKY1,P49589;B4DKY1,3;3,3;3,3;3,"Cysteine--tRNA ligase, cytoplasmic",CARS,"sp|P49589|SYCC_HUMAN Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=3;tr|B4DKY1|B4DKY1_HUMAN Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=1",3,3,4.0,3.85926602610109,3.93616518704728,24.9064190567831,24.6901382558025
E9PPJ1;Q8NG31;H0YCZ2,E9PPJ1;Q8NG31;H0YCZ2,8;7;4,8;7;4,8;7;4,Protein CASC5,CASC5,tr|E9PPJ1|E9PPJ1_HUMAN Kinetochore scaffold 1 OS=Homo sapiens OX=9606 GN=KNL1 PE=1 SV=2;sp|Q8NG31|KNL1_HUMAN Kinetochore scaffold 1 OS=Homo sapiens OX=9606 GN=KNL1 PE=1 SV=3;tr|H0YCZ2|H0YCZ2_HUMAN Kinetochore scaffold 1 (Fragment) OS=Homo sapiens OX=9606 G,8,8,8.0,3.85926602610109,3.93616518704728,26.0210031601823,25.9894736736458
P49662;E9PMT1;P51878;Q6UXS9;H7C0P5;A0A384DVP2,P49662,8;3;2;1;1;1,8;3;2;1;1;1,8;3;2;1;1;1,Caspase-4;Caspase-4 subunit 1;Caspase-4 subunit 2,CASP4,sp|P49662|CASP4_HUMAN Caspase-4 OS=Homo sapiens OX=9606 GN=CASP4 PE=1 SV=1,8,8,27.6,3.85926602610109,3.93616518704728,27.0749007587144,27.1151543301662
Q14790;E7ETB7;E7EQ06;A0A0A0MS31;E7EQ01;E7EVN1;C9JB29,Q14790;E7ETB7;E7EQ06;A0A0A0MS31;E7EQ01;E7EVN1;C9JB29,2;2;2;2;1;1;1,2;2;2;2;1;1;1,2;2;2;2;1;1;1,Caspase-8;Caspase-8 subunit p18;Caspase-8 subunit p10,CASP8,sp|Q14790|CASP8_HUMAN Caspase-8 OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|E7ETB7|E7ETB7_HUMAN Caspase-8 (Fragment) OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|E7EQ06|E7EQ06_HUMAN Caspase-8 (Fragment) OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|A0A0,2,2,4.0,3.85926602610109,3.93616518704728,23.7611137310158,22.8220930856658
P20810;A0A0C4DGB5;B7Z574;E9PCH5;E7ES10;E7EVY3;H0Y7F0;E9PDE4;H0Y9H6;E7EQA0;E7EQ12;A0A0A0MR45;H0YD33;F8W7E0;E9PSG1;H0Y944;A0A0C4DGD1;D6RC54;E7EQK6;H0YA91,P20810;A0A0C4DGB5;B7Z574;E9PCH5;E7ES10;E7EVY3;H0Y7F0;E9PDE4;H0Y9H6;E7EQA0;E7EQ12;A0A0A0MR45;H0YD33,11;11;11;11;11;10;9;9;8;8;8;7;7;3;2;2;2;2;1;1,11;11;11;11;11;10;9;9;8;8;8;7;7;3;2;2;2;2;1;1,11;11;11;11;11;10;9;9;8;8;8;7;7;3;2;2;2;2;1;1,Calpastatin,CAST,sp|P20810|ICAL_HUMAN Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=4;tr|A0A0C4DGB5|A0A0C4DGB5_HUMAN Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=1;tr|B7Z574|B7Z574_HUMAN Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=1;tr|E9PCH5|E9PCH5_HU,11,11,26.7,3.85926602610109,3.93616518704728,28.6137204572804,28.578991017898
P22681;A0A0U1RR39;A0A1B0GW38;A0A0U1RQX8;Q13191;A0A2R8YDW4;C9JU85;A0A2R8Y7I2;A0A2R8Y8D8;A0A2R8Y5E1;A0A2R8YFD4;H0Y3L9,P22681;A0A0U1RR39;A0A1B0GW38;A0A0U1RQX8,15;14;14;14;1;1;1;1;1;1;1;1,15;14;14;14;1;1;1;1;1;1;1;1,15;14;14;14;1;1;1;1;1;1;1;1,E3 ubiquitin-protein ligase CBL,CBL,sp|P22681|CBL_HUMAN E3 ubiquitin-protein ligase CBL OS=Homo sapiens OX=9606 GN=CBL PE=1 SV=2;tr|A0A0U1RR39|A0A0U1RR39_HUMAN E3 ubiquitin-protein ligase CBL OS=Homo sapiens OX=9606 GN=CBL PE=1 SV=1;tr|A0A1B0GW38|A0A1B0GW38_HUMAN E3 ubiquitin-protein ligase,15,15,20.4,3.85926602610109,3.93616518704728,28.0285472056947,27.61329892476
Q13185;P83916;B8ZZ43;C9JMM0;S4R2Y4;K7ELA4;B5MD17;J3KS05,Q13185;P83916;B8ZZ43;C9JMM0;S4R2Y4;K7ELA4;B5MD17;J3KS05,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,Chromobox protein homolog 3;Chromobox protein homolog 1,CBX3;CBX1,"sp|Q13185|CBX3_HUMAN Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4;sp|P83916|CBX1_HUMAN Chromobox protein homolog 1 OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=1;tr|B8ZZ43|B8ZZ43_HUMAN Chromobox homolog 3 (HP1 gamma homolog, Drosophila)",2,2,16.4,3.85926602610109,3.93616518704728,24.9146989939742,25.2625929734968
Q6P1N0;K7EJY5,Q6P1N0;K7EJY5,3;2,3;2,3;2,Coiled-coil and C2 domain-containing protein 1A,CC2D1A,sp|Q6P1N0|C2D1A_HUMAN Coiled-coil and C2 domain-containing protein 1A OS=Homo sapiens OX=9606 GN=CC2D1A PE=1 SV=1;tr|K7EJY5|K7EJY5_HUMAN Coiled-coil and C2 domain-containing protein 1A (Fragment) OS=Homo sapiens OX=9606 GN=CC2D1A PE=1 SV=1,3,3,2.9,3.85926602610109,3.93616518704728,22.8055588953546,23.9812864536842
Q8IX12;A0A0C4DGG8;F5H3E1;F5H2E6,Q8IX12;A0A0C4DGG8;F5H3E1;F5H2E6,2;2;1;1,2;2;1;1,2;2;1;1,Cell division cycle and apoptosis regulator protein 1,CCAR1,sp|Q8IX12|CCAR1_HUMAN Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens OX=9606 GN=CCAR1 PE=1 SV=2;tr|A0A0C4DGG8|A0A0C4DGG8_HUMAN Cell division cycle and apoptosis regulator protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CCAR1 PE=1 SV=,2,2,2.0,3.85926602610109,3.93616518704728,24.1833633919656,24.2177843867033
Q8N163;G3V119;H0YB24;H0YC69;E5RFJ3;H0YC58;A0A087X2B6;E5RGU7;E5RHJ4,Q8N163;G3V119;H0YB24,16;11;11;4;4;4;4;3;3,16;11;11;4;4;4;4;3;3,16;11;11;4;4;4;4;3;3,Cell cycle and apoptosis regulator protein 2,CCAR2,sp|Q8N163|CCAR2_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2;tr|G3V119|G3V119_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=1;tr|H0YB24|H0YB24_HUMAN Cell cycle a,16,16,25.5,3.85926602610109,3.93616518704728,28.3474793110322,28.0749007587144
Q96CT7,Q96CT7,2,2,2,Coiled-coil domain-containing protein 124,CCDC124,sp|Q96CT7|CC124_HUMAN Coiled-coil domain-containing protein 124 OS=Homo sapiens OX=9606 GN=CCDC124 PE=1 SV=1,2,2,10.3,3.85926602610109,3.93616518704728,25.5615662447535,24.3987828270151
Q96JG6;H0Y7Q2,Q96JG6,4;1,4;1,4;1,Coiled-coil domain-containing protein 132,CCDC132,sp|Q96JG6|VPS50_HUMAN Syndetin OS=Homo sapiens OX=9606 GN=VPS50 PE=1 SV=3,4,4,3.3,3.85926602610109,3.93616518704728,25.238013103317,28.2610510003498
Q8NDH2,Q8NDH2,2,2,2,Coiled-coil domain-containing protein 168,CCDC168,sp|Q8NDH2|CC168_HUMAN Coiled-coil domain-containing protein 168 OS=Homo sapiens OX=9606 GN=CCDC168 PE=2 SV=2,2,2,2.2,3.85926602610109,3.93616518704728,25.5212122261632,25.2483532709101
Q6PII3;A0A0B4J1R8;A0A087WYA9,Q6PII3;A0A0B4J1R8;A0A087WYA9,13;11;10,13;11;10,13;11;10,Coiled-coil domain-containing protein 174,CCDC174,sp|Q6PII3|CC174_HUMAN Coiled-coil domain-containing protein 174 OS=Homo sapiens OX=9606 GN=CCDC174 PE=1 SV=3;tr|A0A0B4J1R8|A0A0B4J1R8_HUMAN Coiled-coil domain-containing protein 174 OS=Homo sapiens OX=9606 GN=CCDC174 PE=1 SV=1;tr|A0A087WYA9|A0A087WYA9_HUMA,13,13,27.0,3.85926602610109,3.93616518704728,28.0176517043207,28.0478605406144
Q86WR0;G3V121;B7Z2L8;Q0VGD4,Q86WR0,9;4;4;1,9;4;4;1,9;4;4;1,Coiled-coil domain-containing protein 25,CCDC25,sp|Q86WR0|CCD25_HUMAN Coiled-coil domain-containing protein 25 OS=Homo sapiens OX=9606 GN=CCDC25 PE=1 SV=2,9,9,35.1,3.85926602610109,3.93616518704728,28.2050378355014,27.6922552554256
Q96MW1;Q86WV7;K7ER24,Q96MW1;Q86WV7,6;6;2,6;6;2,6;6;2,Coiled-coil domain-containing protein 43,CCDC43,sp|Q96MW1|CCD43_HUMAN Coiled-coil domain-containing protein 43 OS=Homo sapiens OX=9606 GN=CCDC43 PE=1 SV=2;tr|Q86WV7|Q86WV7_HUMAN CCDC43 protein OS=Homo sapiens OX=9606 GN=CCDC43 PE=1 SV=1,6,6,32.6,3.85926602610109,3.93616518704728,28.6777133519761,27.4328484678312
Q96A33;A0A087WYW6;J3QR89,Q96A33;A0A087WYW6;J3QR89,2;2;1,2;2;1,2;2;1,Coiled-coil domain-containing protein 47,CCDC47,sp|Q96A33|CCD47_HUMAN Coiled-coil domain-containing protein 47 OS=Homo sapiens OX=9606 GN=CCDC47 PE=1 SV=1;tr|A0A087WYW6|A0A087WYW6_HUMAN Coiled-coil domain-containing protein 47 OS=Homo sapiens OX=9606 GN=CCDC47 PE=1 SV=1;tr|J3QR89|J3QR89_HUMAN Uncharacte,2,2,5.0,3.85926602610109,3.93616518704728,24.3118131598024,24.3126442452505
Q8IVM0,Q8IVM0,6,6,6,Coiled-coil domain-containing protein 50,CCDC50,sp|Q8IVM0|CCD50_HUMAN Coiled-coil domain-containing protein 50 OS=Homo sapiens OX=9606 GN=CCDC50 PE=1 SV=1,6,6,36.6,3.85926602610109,3.93616518704728,27.3486615711413,27.1158488637436
Q16204,Q16204,3,3,3,Coiled-coil domain-containing protein 6,CCDC6,sp|Q16204|CCDC6_HUMAN Coiled-coil domain-containing protein 6 OS=Homo sapiens OX=9606 GN=CCDC6 PE=1 SV=2,3,3,7.6,3.85926602610109,3.93616518704728,25.0112026816929,24.9244276187949
A6NKD9;G3V4C8;H0YJY5;H0YJE0,A6NKD9,5;1;1;1,5;1;1;1,5;1;1;1,Coiled-coil domain-containing protein 85C,CCDC85C,sp|A6NKD9|CC85C_HUMAN Coiled-coil domain-containing protein 85C OS=Homo sapiens OX=9606 GN=CCDC85C PE=1 SV=1,5,5,16.2,3.85926602610109,3.93616518704728,25.5295763917863,24.0624170911931
Q9BW85;M0R2S3,Q9BW85;M0R2S3,4;3,4;3,4;3,Coiled-coil domain-containing protein 94,CCDC94,sp|Q9BW85|YJU2_HUMAN Splicing factor YJU2 OS=Homo sapiens OX=9606 GN=YJU2 PE=1 SV=1;tr|M0R2S3|M0R2S3_HUMAN Splicing factor YJU2 (Fragment) OS=Homo sapiens OX=9606 GN=YJU2 PE=1 SV=8,4,4,16.4,3.85926602610109,3.93616518704728,24.8867418583801,24.9361149046298
Q8IV13;E7EN43;B4DZA8;A0A2R8Y754;A0A2R8Y7P8;A0A2R8YFU1;F6RF56,Q8IV13;E7EN43;B4DZA8;A0A2R8Y754;A0A2R8Y7P8;A0A2R8YFU1;F6RF56,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,Cyclin-J-like protein,CCNJL,sp|Q8IV13|CCNJL_HUMAN Cyclin-J-like protein OS=Homo sapiens OX=9606 GN=CCNJL PE=2 SV=3;tr|E7EN43|E7EN43_HUMAN Cyclin-J-like protein OS=Homo sapiens OX=9606 GN=CCNJL PE=1 SV=1;tr|B4DZA8|B4DZA8_HUMAN Cyclin-J-like protein OS=Homo sapiens OX=9606 GN=CCNJL PE=,2,2,5.7,22.2143769400893,22.004668988969,25.8675305102122,25.4606398691533
O75909;G3V5E1;G3V2Q3;G3V235,O75909;G3V5E1;G3V2Q3,7;6;4;1,7;6;4;1,7;6;4;1,Cyclin-K,CCNK,sp|O75909|CCNK_HUMAN Cyclin-K OS=Homo sapiens OX=9606 GN=CCNK PE=1 SV=2;tr|G3V5E1|G3V5E1_HUMAN Cyclin-K OS=Homo sapiens OX=9606 GN=CCNK PE=1 SV=1;tr|G3V2Q3|G3V2Q3_HUMAN Cyclin-K (Fragment) OS=Homo sapiens OX=9606 GN=CCNK PE=1 SV=1,7,7,18.3,3.85926602610109,3.93616518704728,27.2119681804507,26.6864560714876
O60563;A0A1W2PQ16;O60583;C9JUL2;H7BZ27;F8WDY7;F2Z2C9,O60563,15;5;2;1;1;1;1,15;5;2;1;1;1;1,15;5;2;1;1;1;1,Cyclin-T1,CCNT1,sp|O60563|CCNT1_HUMAN Cyclin-T1 OS=Homo sapiens OX=9606 GN=CCNT1 PE=1 SV=1,15,15,31.5,3.85926602610109,3.93616518704728,28.8182101624725,28.5832302264571
O14618;J3KNF4;E9PP76;E9PK03,O14618;J3KNF4;E9PP76;E9PK03,2;2;1;1,2;2;1;1,2;2;1;1,Copper chaperone for superoxide dismutase;Superoxide dismutase [Cu-Zn],CCS,sp|O14618|CCS_HUMAN Copper chaperone for superoxide dismutase OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1;tr|J3KNF4|J3KNF4_HUMAN Copper chaperone for superoxide dismutase OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1;tr|E9PP76|E9PP76_HUMAN Copper chaperone for sup,2,2,15.0,3.85926602610109,3.93616518704728,24.5936031234191,24.6954581299705
P78371;F5GWF6;F8VQ14,P78371;F5GWF6;F8VQ14,17;16;15,17;16;15,17;16;15,T-complex protein 1 subunit beta,CCT2,sp|P78371|TCPB_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4;tr|F5GWF6|F5GWF6_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=2;tr|F8VQ14|F8VQ14_HUMAN T-complex protein 1 subunit beta OS=Hom,17,17,38.5,26.6454018295105,27.4349173044917,25.9541139338932,25.535639892993
E9PCA1;P48643;B7ZAR1;E7ENZ3,E9PCA1;P48643;B7ZAR1;E7ENZ3,6;5;5;4,6;5;5;4,6;5;5;4,T-complex protein 1 subunit epsilon,CCT5,tr|E9PCA1|E9PCA1_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;sp|P48643|TCPE_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|B7ZAR1|B7ZAR1_HUMAN T-complex protein 1 subunit epsil,6,6,16.0,24.7717800019816,24.6748680972124,4.55445633867376,4.43650122396724
P40227,P40227,13,13,10,T-complex protein 1 subunit zeta,CCT6A,sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,13,10,27.3,26.5420914723698,27.1243545285753,26.7648381901326,26.8640786227041
P50990;H7C4C8;H7C2U0,P50990,57;26;11,57;26;11,57;26;11,T-complex protein 1 subunit theta,CCT8,sp|P50990|TCPQ_HUMAN T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4,57,57,86.7,35.1069231901468,35.7224770098211,34.1935165530827,34.0627020723127
Q9Y5K6,Q9Y5K6,46,46,46,CD2-associated protein,CD2AP,sp|Q9Y5K6|CD2AP_HUMAN CD2-associated protein OS=Homo sapiens OX=9606 GN=CD2AP PE=1 SV=1,46,46,67.1,27.5153283229637,28.2014900316392,32.8112666786194,32.9225765940954
P16070;H0YD13;H0Y2P0;H0YE40;H0YDX6;H0YD17;H0YDW7;H0YCV9;H0Y5E4;E9PKC6;J3KN83,P16070;H0YD13;H0Y2P0;H0YE40;H0YDX6;H0YD17;H0YDW7;H0YCV9;H0Y5E4,4;4;4;2;2;2;2;2;2;1;1,4;4;4;2;2;2;2;2;2;1;1,4;4;4;2;2;2;2;2;2;1;1,CD44 antigen,CD44,sp|P16070|CD44_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3;tr|H0YD13|H0YD13_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2;tr|H0Y2P0|H0Y2P0_HUMAN CD44 antigen (Fragment) OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=1;tr|H0YE40|H0Y,4,4,6.1,3.85926602610109,3.93616518704728,26.344129948342,24.7821179889762
P32320,P32320,2,2,2,Cytidine deaminase,CDA,sp|P32320|CDD_HUMAN Cytidine deaminase OS=Homo sapiens OX=9606 GN=CDA PE=1 SV=2,2,2,20.5,3.85926602610109,3.93616518704728,23.7613166702539,24.1335944139335
Q13042;A0A3B3ISD2;Q5T8C6,Q13042;A0A3B3ISD2;Q5T8C6,3;3;2,3;3;2,3;3;2,Cell division cycle protein 16 homolog,CDC16,sp|Q13042|CDC16_HUMAN Cell division cycle protein 16 homolog OS=Homo sapiens OX=9606 GN=CDC16 PE=1 SV=2;tr|A0A3B3ISD2|A0A3B3ISD2_HUMAN Cell division cycle protein 16 homolog OS=Homo sapiens OX=9606 GN=CDC16 PE=1 SV=1;tr|Q5T8C6|Q5T8C6_HUMAN Cell division cy,3,3,5.8,3.85926602610109,3.93616518704728,25.2013498075986,24.9344960713872
Q9UJX2;D6RBY8;D6RCF8;H0Y936,Q9UJX2,4;1;1;1,4;1;1;1,4;1;1;1,Cell division cycle protein 23 homolog,CDC23,sp|Q9UJX2|CDC23_HUMAN Cell division cycle protein 23 homolog OS=Homo sapiens OX=9606 GN=CDC23 PE=1 SV=3,4,4,7.5,3.85926602610109,3.93616518704728,26.3990926089102,26.3104442884074
P30260;G5EA36;I3L394;I3L2Z8;I3L328;I3L3H6;F6QPS0,P30260;G5EA36,6;5;2;1;1;1;1,6;5;2;1;1;1;1,6;5;2;1;1;1;1,Cell division cycle protein 27 homolog,CDC27,"sp|P30260|CDC27_HUMAN Cell division cycle protein 27 homolog OS=Homo sapiens OX=9606 GN=CDC27 PE=1 SV=2;tr|G5EA36|G5EA36_HUMAN Cell division cycle 27, isoform CRA_c OS=Homo sapiens OX=9606 GN=CDC27 PE=1 SV=1",6,6,9.5,3.85926602610109,3.93616518704728,26.131005352883,25.7298783517788
Q16543;K7EQA9;K7EKQ2;K7EL68;K7EIU0,Q16543;K7EQA9;K7EKQ2;K7EL68,12;9;7;6;2,12;9;7;6;2,12;9;7;6;2,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EQA9|K7EQA9_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EKQ2|K7EKQ2_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Ho,12,12,38.4,27.1992916209516,28.2060166132494,27.0101997505577,25.7950858419343
Q99459,Q99459,24,24,24,Cell division cycle 5-like protein,CDC5L,sp|Q99459|CDC5L_HUMAN Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2,24,24,42.4,3.85926602610109,3.93616518704728,29.1641094162909,29.3265670838258
