ATG_vs_BirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
DNAH10,-3.4069862598,0.000706971653830704,1,A0A669KB38;Q8IVF4;A0A1C7CYW8;A0A0J9YY17;A0A087WV07,A0A669KB38;Q8IVF4;A0A1C7CYW8;A0A0J9YY17,5;4;4;3;2,5;4;4;3;2,5;4;4;3;2,"Dynein heavy chain 10, axonemal",DNAH10,"tr|A0A669KB38|A0A669KB38_HUMAN Dynein heavy chain 10, axonemal OS=Homo sapiens OX=9606 GN=DNAH10 PE=4 SV=1;sp|Q8IVF4|DYH10_HUMAN Dynein heavy chain 10, axonemal OS=Homo sapiens OX=9606 GN=DNAH10 PE=1 SV=4;tr|A0A1C7CYW8|A0A1C7CYW8_HUMAN Dynein heavy chain 1",5,5,2.7,4589,-3.406986259835,0.000706971653830704
STAT1,-2.3675151913,0.00438304292562924,1,P42224;A0A669KBI6;A0A669KB68;A0A669KB56;A0A669KBA4;A0A669KB53;A0A669KB52;J3KPM9;A0A669KB75;E7EPD2;E7ENM1;D2KFR9;A0A669KB17;Q67C41;E9PH66,P42224;A0A669KBI6;A0A669KB68;A0A669KB56;A0A669KBA4;A0A669KB53;A0A669KB52;J3KPM9;A0A669KB75,13;13;13;13;13;13;12;12;9;6;5;5;5;2;2,13;13;13;13;13;13;12;12;9;6;5;5;5;2;2,13;13;13;13;13;13;12;12;9;6;5;5;5;2;2,Signal transducer and activator of transcription 1-alpha/beta;Signal transducer and activator of transcription,STAT1,sp|P42224|STAT1_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2;tr|A0A669KBI6|A0A669KBI6_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=,13,13,20.3,750,-2.36751519127135,0.00438304292562924
PRX,2.1075616946,0.0011717655463418,1,Q9BXM0;A0A669KBF1,Q9BXM0;A0A669KBF1,2;2,2;2,2;2,Periaxin,PRX,sp|Q9BXM0|PRAX_HUMAN Periaxin OS=Homo sapiens OX=9606 GN=PRX PE=1 SV=2;tr|A0A669KBF1|A0A669KBF1_HUMAN Periaxin OS=Homo sapiens OX=9606 GN=PRX PE=4 SV=1,2,2,2,1461,2.10756169461634,0.0011717655463418
USP7,-0.6853023387,0.233114611640302,0,Q93009;H3BND8;A0A669KBL1;F5H2X1;I3L2D8,Q93009;H3BND8;A0A669KBL1;F5H2X1,5;5;5;3;1,5;5;5;3;1,5;5;5;3;1,Ubiquitin carboxyl-terminal hydrolase 7;Ubiquitin carboxyl-terminal hydrolase,USP7,sp|Q93009|UBP7_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2;tr|H3BND8|H3BND8_HUMAN Ubiquitin carboxyl-terminal hydrolase (Fragment) OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=1;tr|A0A669KBL1|A0A669KBL1_HUMAN Ubiquiti,5,5,8.3,1102,-0.685302338690347,0.233114611640302
UBA6,-1.9528835149,0.00363878879229166,1,A0AVT1;H0Y8S8,A0AVT1,5;2,5;2,5;2,Ubiquitin-like modifier-activating enzyme 6,UBA6,sp|A0AVT1|UBA6_HUMAN Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1,5,5,6.5,1052,-1.95288351493914,0.00363878879229166
ILVBL,1.557871677,0.00427808025090506,1,A1L0T0;M0R026;M0R1B5;E9PL44;M0QZX5;E9PJS0,A1L0T0;M0R026,3;3;1;1;1;1,3;3;1;1;1;1,3;3;1;1;1;1,Acetolactate synthase-like protein,ILVBL,sp|A1L0T0|HACL2_HUMAN 2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2;tr|M0R026|M0R026_HUMAN 2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=1,3,3,8.5,632,1.55787167699155,0.00427808025090506
ACO2,-2.4790852301,0.00989287546460223,1,Q99798;A2A274,Q99798;A2A274,17;17,17;17,17;17,"Aconitate hydratase, mitochondrial",ACO2,"sp|Q99798|ACON_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2;tr|A2A274|A2A274_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=1",17,17,28.1,780,-2.47908523009455,0.00989287546460223
STMN1,-2.1544862596,0.0199546863749605,1,P16949;A2A2D0,P16949;A2A2D0,9;9,9;9,6;6,Stathmin,STMN1,sp|P16949|STMN1_HUMAN Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3;tr|A2A2D0|A2A2D0_HUMAN Stathmin (Fragment) OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=8,9,6,47.7,149,-2.15448625962735,0.0199546863749605
CFAP69,-0.0215894056,0.957821692335648,0,A5D8W1;H7C3Z7;F8WBX7;H7C468;H7BZV2,A5D8W1,3;1;1;1;1,3;1;1;1;1,3;1;1;1;1,Cilia- and flagella-associated protein 69,CFAP69,sp|A5D8W1|CFA69_HUMAN Cilia- and flagella-associated protein 69 OS=Homo sapiens OX=9606 GN=CFAP69 PE=1 SV=3,3,3,4.3,941,-0.0215894056330024,0.957821692335648
RGSL1,1.05832888,0.0195298551500824,1,A5PLK6;H3BU64,A5PLK6;H3BU64,3;3,3;3,3;3,Regulator of G-protein signaling protein-like,RGSL1,sp|A5PLK6|RGSL_HUMAN Regulator of G-protein signaling protein-like OS=Homo sapiens OX=9606 GN=RGSL1 PE=2 SV=1;tr|H3BU64|H3BU64_HUMAN Regulator of G-protein-signaling protein-like OS=Homo sapiens OX=9606 GN=RGSL1 PE=1 SV=1,3,3,4.1,1076,1.05832887997466,0.0195298551500824
FAM172BP,-22.7440937967,1.24034324598609e-06,1,A6NC97,A6NC97,2,2,2,Putative protein FAM172B,FAM172BP,sp|A6NC97|F172B_HUMAN Putative protein FAM172B OS=Homo sapiens OX=9606 GN=FAM172BP PE=5 SV=3,2,2,7.5,362,-22.744093796688,1.24034324598609e-06
MRPS16,-0.2630709578,0.718274055468917,0,Q9Y3D3;A6ND22,Q9Y3D3;A6ND22,2;2,2;2,2;2,"28S ribosomal protein S16, mitochondrial",MRPS16,"sp|Q9Y3D3|RT16_HUMAN 28S ribosomal protein S16, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS16 PE=1 SV=1;tr|A6ND22|A6ND22_HUMAN 28S ribosomal protein S16, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS16 PE=1 SV=1",2,2,15.3,137,-0.263070957762695,0.718274055468917
PGP,1.864432212,0.0204014743005296,1,A6NDG6,A6NDG6,3,3,3,Phosphoglycolate phosphatase,PGP,sp|A6NDG6|PGP_HUMAN Glycerol-3-phosphate phosphatase OS=Homo sapiens OX=9606 GN=PGP PE=1 SV=1,3,3,12.5,321,1.86443221200925,0.0204014743005296
SOWAHB,-3.6415052624,0.000797632593233505,1,A6NEL2,A6NEL2,2,2,2,Ankyrin repeat domain-containing protein SOWAHB,SOWAHB,sp|A6NEL2|SWAHB_HUMAN Ankyrin repeat domain-containing protein SOWAHB OS=Homo sapiens OX=9606 GN=SOWAHB PE=1 SV=1,2,2,3.3,793,-3.64150526241425,0.000797632593233505
HCFC1,-2.1597111206,0.0419944281416553,1,P51610;A6NEM2;H7C1C4,P51610;A6NEM2,12;12;1,12;12;1,12;12;1,Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6,HCFC1,sp|P51610|HCFC1_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2;tr|A6NEM2|A6NEM2_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2,12,12,8,2035,-2.1597111206481,0.0419944281416553
NUDT5,-0.7058933835,0.486066710968408,0,Q9UKK9;A6NFX8;H0YEY4;A6NCQ0;A6NJU6,Q9UKK9;A6NFX8;H0YEY4;A6NCQ0;A6NJU6,4;4;2;2;2,4;4;2;2;2,4;4;2;2;2,ADP-sugar pyrophosphatase,NUDT5,sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NFX8|A6NFX8_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|H0YEY4|H0YEY4_HUMAN ADP-sugar pyrophosphatase (Fragment) OS=Homo sapie,4,4,22.4,219,-0.705893383461549,0.486066710968408
USP14,-1.3122968679,0.0214489253373047,1,P54578;A6NJA2;J3QQT6;J3KS55,P54578;A6NJA2,12;12;1;1,12;12;1;1,12;12;1;1,Ubiquitin carboxyl-terminal hydrolase 14;Ubiquitin carboxyl-terminal hydrolase,USP14,sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3;tr|A6NJA2|A6NJA2_HUMAN Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=2,12,12,22.5,494,-1.31229686787955,0.0214489253373047
RNPEP,-1.8803465813,0.00210665459840338,1,Q9H4A4;A6NKB8;A0A087WU27;A0A087WUS4;C9JMZ3,Q9H4A4;A6NKB8;A0A087WU27;A0A087WUS4,8;8;5;4;2,8;8;5;4;2,8;8;5;4;2,Aminopeptidase B,RNPEP,sp|Q9H4A4|AMPB_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2;tr|A6NKB8|A6NKB8_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=1;tr|A0A087WU27|A0A087WU27_HUMAN Aminopeptidase B (Fragment) OS=Homo sapiens OX=9606 GN=RNPEP,8,8,16.5,650,-1.8803465812814,0.00210665459840338
ENSA;ARPP19,0.5943328638,0.0864653830698249,0,O43768;A6NMQ3;Q5T5H1;P56211;H3BQ52;H3BTD3;A0A1W2PRU0;H3BMD8,O43768;A6NMQ3;Q5T5H1;P56211;H3BQ52;H3BTD3;A0A1W2PRU0;H3BMD8,2;2;2;1;1;1;1;1,2;2;2;1;1;1;1;1,2;2;2;1;1;1;1;1,Alpha-endosulfine;cAMP-regulated phosphoprotein 19,ENSA;ARPP19,sp|O43768|ENSA_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1;tr|A6NMQ3|A6NMQ3_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=2;tr|Q5T5H1|Q5T5H1_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1;sp|P56211,2,2,23.1,121,0.594332863811,0.0864653830698249
CRYZ,0.6228625005,0.207319768816556,0,Q08257;A6NP24;C9JH92,Q08257;A6NP24;C9JH92,6;6;5,6;6;5,6;6;5,Quinone oxidoreductase,CRYZ,sp|Q08257|QOR_HUMAN Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|A6NP24|A6NP24_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|C9JH92|C9JH92_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens,6,6,23.1,329,0.622862500517398,0.207319768816556
MANF,-1.2694077762,0.0502279204155216,0,P55145;A8K878;H7C2D6,P55145;A8K878,4;4;1,4;4;1,4;4;1,Mesencephalic astrocyte-derived neurotrophic factor,MANF,sp|P55145|MANF_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3;tr|A8K878|A8K878_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=1,4,4,40.7,182,-1.26940777616325,0.0502279204155216
SFI1,-0.9726653472,0.24562934417927,0,A8K8P3;D3YTJ2;H0Y5I7;X6RJF9;F8WBU4;E5RJU6,A8K8P3;D3YTJ2;H0Y5I7,3;3;2;1;1;1,3;3;2;1;1;1,3;3;2;1;1;1,Protein SFI1 homolog,SFI1,sp|A8K8P3|SFI1_HUMAN Protein SFI1 homolog OS=Homo sapiens OX=9606 GN=SFI1 PE=1 SV=2;tr|D3YTJ2|D3YTJ2_HUMAN Protein SFI1 homolog OS=Homo sapiens OX=9606 GN=SFI1 PE=1 SV=1;tr|H0Y5I7|H0Y5I7_HUMAN Protein SFI1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=SFI1,3,3,4.9,1242,-0.972665347195262,0.24562934417927
SUMO2;SUMO3;SUMO4,-3.3965470425,0.000648183811153167,1,P61956;P55854;A8MUA9;A8MU27;Q6EEV6,P61956;P55854;A8MUA9;A8MU27;Q6EEV6,3;3;3;3;2,3;3;3;3;2,3;3;3;3;2,Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 4,SUMO2;SUMO3;SUMO4,sp|P61956|SUMO2_HUMAN Small ubiquitin-related modifier 2 OS=Homo sapiens OX=9606 GN=SUMO2 PE=1 SV=3;sp|P55854|SUMO3_HUMAN Small ubiquitin-related modifier 3 OS=Homo sapiens OX=9606 GN=SUMO3 PE=1 SV=2;tr|A8MUA9|A8MUA9_HUMAN SMT3 suppressor of mif two 3 homo,3,3,24.2,95,-3.39654704249669,0.000648183811153167
RPL23A,-1.990879812,0.015632498592122,1,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,8;8;8;8;7;5,8;8;8;8;7;5,8;8;8;8;7;5,60S ribosomal protein L23a,RPL23A,sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|H7BY10|H7BY10_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|K7ERT8|K7ERT8_HUMAN 60S ribosomal protein L23a (Fragmen,8,8,37.2,156,-1.9908798119638,0.015632498592122
HIF1A,-1.5094142638,0.488123767114026,0,Q16665;A8MYV6,Q16665;A8MYV6,3;3,3;3,3;3,Hypoxia-inducible factor 1-alpha,HIF1A,"sp|Q16665|HIF1A_HUMAN Hypoxia-inducible factor 1-alpha OS=Homo sapiens OX=9606 GN=HIF1A PE=1 SV=1;tr|A8MYV6|A8MYV6_HUMAN Hypoxia-inducible factor 1, alpha subunit (Basic helix-loop-helix transcription factor), isoform CRA_a OS=Homo sapiens OX=9606 GN=HIF1A",3,3,9.1,826,-1.50941426382591,0.488123767114026
EIF3L,-1.1043879031,0.0721961301891038,0,Q9Y262;B0QY89;B0QY90;C9JHP4;C9K0Q7;H7C3A0;H0Y7E6,Q9Y262;B0QY89;B0QY90,13;13;10;3;3;2;1,13;13;10;3;3;2;1,13;13;10;3;3;2;1,Eukaryotic translation initiation factor 3 subunit L,EIF3L,sp|Q9Y262|EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY89|B0QY89_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY90|B0QY90_HU,13,13,32.4,564,-1.10438790314115,0.0721961301891038
UBE2I,-1.284830341,0.0477001906073191,1,P63279;H3BQQ9;B0QYN7;H3BPC4;H3BRD1,P63279;H3BQQ9;B0QYN7;H3BPC4,4;4;4;3;1,4;4;4;3;1,4;4;4;3;1,SUMO-conjugating enzyme UBC9,UBE2I,sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1;tr|H3BQQ9|H3BQQ9_HUMAN SUMO-conjugating enzyme UBC9 (Fragment) OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1;tr|B0QYN7|B0QYN7_HUMAN SUMO-conjugating enzyme UBC9 OS=Ho,4,4,20.3,158,-1.28483034103235,0.0477001906073191
CPNE1,-2.8342263838,0.000771599091501239,1,Q99829;F2Z2V0;B0QZ18;H0Y524;A6PVH9;E7ENH5,Q99829;F2Z2V0;B0QZ18;H0Y524;A6PVH9,3;3;3;2;2;1,3;3;3;2;2;1,2;2;2;1;1;0,Copine-1,CPNE1,sp|Q99829|CPNE1_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|F2Z2V0|F2Z2V0_HUMAN Copine-1 (Fragment) OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|B0QZ18|B0QZ18_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|H0Y524|H0Y524_HUMA,3,2,8.6,537,-2.83422638375975,0.000771599091501239
MPST,-0.925345108,0.038356819797358,0,P25325;B1AH49,P25325;B1AH49,5;5,5;5,5;5,3-mercaptopyruvate sulfurtransferase;Sulfurtransferase,MPST,sp|P25325|THTM_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=3;tr|B1AH49|B1AH49_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=1,5,5,18.9,297,-0.925345107950404,0.038356819797358
MCM5,-0.4496775259,0.217566113438767,0,P33992;B1AHB1;B1AHB2;B1AHA9;F8WFD7,P33992;B1AHB1,18;18;4;4;1,18;18;4;4;1,18;18;4;4;1,DNA replication licensing factor MCM5;DNA helicase,MCM5,sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5;tr|B1AHB1|B1AHB1_HUMAN DNA helicase OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=1,18,18,30.7,734,-0.449677525944247,0.217566113438767
PSMD10,-19.7916546344,1.13515762714028e-06,1,O75832;B1AJY7;B1AJY5,O75832;B1AJY7;B1AJY5,2;2;1,2;2;1,2;2;1,26S proteasome non-ATPase regulatory subunit 10,PSMD10,sp|O75832|PSD10_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1;tr|B1AJY7|B1AJY7_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1;tr|B1AJY5|B1AJY5_HUMAN 26S,2,2,13.3,226,-19.7916546344261,1.13515762714028e-06
PEA15,0.1669828017,0.60911710786121,0,Q15121;B1AKZ5,Q15121;B1AKZ5,2;2,2;2,2;2,Astrocytic phosphoprotein PEA-15,PEA15,sp|Q15121|PEA15_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2;tr|B1AKZ5|B1AKZ5_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=1,2,2,21.5,130,0.166982801702607,0.60911710786121
MRPL43,-1.5456957765,0.00596533758774817,1,Q8N983;H0Y6Y8;B1AL05;H0YBU8;M0R051,Q8N983;H0Y6Y8;B1AL05;H0YBU8,4;4;4;3;1,4;4;4;3;1,4;4;4;3;1,"39S ribosomal protein L43, mitochondrial",MRPL43,"sp|Q8N983|RM43_HUMAN 39S ribosomal protein L43, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1;tr|H0Y6Y8|H0Y6Y8_HUMAN 39S ribosomal protein L43, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1;tr|B1AL05|B1AL05_HUMAN 39S ribo",4,4,21.9,215,-1.5456957765352,0.00596533758774817
PRPS1;PRPS1L1,0.254623579,0.557233983077669,0,P60891;B1ALA9;A0A2R8Y7H4;P21108;A0A0B4J207;B1ALA7;Q15244;B7ZB02;H7C540,P60891;B1ALA9;A0A2R8Y7H4;P21108;A0A0B4J207;B1ALA7,8;8;7;6;5;4;3;3;2,8;8;7;6;5;4;3;3;2,3;3;3;2;1;2;2;0;0,Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase 3,PRPS1;PRPS1L1,sp|P60891|PRPS1_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|B1ALA9|B1ALA9_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|A0A2R8Y7H4|A0A2R8Y7H4_HUMAN Ribose-phosphate pyr,8,3,29.2,318,0.254623578991451,0.557233983077669
PABPC4,-1.338380017,0.00641654530247101,1,Q13310;B1ANR0;H0Y5F5;B1ANR1;H0YEU6;H0YEQ8;H0Y6X6;H0YCC8;H0YER0,Q13310;B1ANR0;H0Y5F5,22;22;14;9;7;6;3;3;2,9;9;7;2;5;0;2;0;1,9;9;7;2;5;0;2;0;1,Polyadenylate-binding protein 4;Polyadenylate-binding protein,PABPC4,sp|Q13310|PABP4_HUMAN Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|B1ANR0|B1ANR0_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|H0Y5F5|H0Y5F5_HUMAN Polyadenylate-binding protein (Fragmen,22,9,36.8,644,-1.3383800169518,0.00641654530247101
HNRNPC,-2.1825629331,0.00197204396530593,1,G3V4C1;B2R5W2;B4DY08;G3V4W0;G3V251;B4DSU6;G3V5X6;G3V3K6;G3V4M8;G3V2H6;A0A0G2JPF8;A0A0G2JNQ3;O60812;G3V2D6;B7ZW38;P0DMR1;B2RXH8;G3V5V7;B3KT61;E5RG71;Q86SE5,G3V4C1;B2R5W2;B4DY08;G3V4W0;G3V251;B4DSU6;G3V5X6;G3V3K6;G3V4M8,22;22;22;22;17;16;16;16;11;9;6;6;6;6;6;6;6;4;2;2;2,22;22;22;22;17;16;16;16;11;9;6;6;6;6;6;6;6;4;2;2;2,2;2;2;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0,,HNRNPC,tr|G3V4C1|G3V4C1_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|B2R5W2|B2R5W2_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|B4DY08|B4DY08_HUMAN Heter,22,2,46.2,292,-2.18256293306355,0.00197204396530593
CNN2,-3.2407941363,0.000354587752573624,1,Q99439;B4DDF4;B4DUT8;A0A087X271;H3BVI6;K7ES69;A0A087X1X5;A0A087WV51;H3BQH0,Q99439;B4DDF4;B4DUT8;A0A087X271;H3BVI6;K7ES69,7;7;7;6;6;4;3;1;1,7;7;7;6;6;4;3;1;1,7;7;7;6;6;4;3;1;1,Calponin-2;Calponin,CNN2,sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4;tr|B4DDF4|B4DDF4_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|B4DUT8|B4DUT8_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|A0A087X271|A0A087X271_HUMAN Cal,7,7,34.6,309,-3.24079413627345,0.000354587752573624
NDUFV1,-0.4607945196,0.313222765318322,0,E9PLC6;B4DE93;P49821;E9PPD6;E9PJL9;H0YE81;G3V0I5,E9PLC6;B4DE93;P49821;E9PPD6;E9PJL9;H0YE81;G3V0I5,2;2;1;1;1;1;1,2;2;1;1;1;1;1,2;2;1;1;1;1;1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUFV1,"tr|E9PLC6|E9PLC6_HUMAN NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=1;tr|B4DE93|B4DE93_HUMAN NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUF",2,2,16.2,136,-0.460794519648941,0.313222765318322
NDUFA13,0.1435172023,0.777045747993508,0,Q9P0J0;U3KQP3;B4DEZ3;K7EJE1;E7ENQ6,Q9P0J0;U3KQP3;B4DEZ3;K7EJE1;E7ENQ6,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,NDUFA13,sp|Q9P0J0|NDUAD_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Homo sapiens OX=9606 GN=NDUFA13 PE=1 SV=3;tr|U3KQP3|U3KQP3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Fragment) OS=Homo sapiens OX=9606 GN=NDUF,2,2,16,144,0.143517202322048,0.777045747993508
COPS2,-0.9227436352,0.374222708912355,0,B4DIH5;P61201;H0YM03;H0YKU5,B4DIH5;P61201;H0YM03,7;6;4;3,7;6;4;3,7;6;4;3,COP9 signalosome complex subunit 2,COPS2,tr|B4DIH5|B4DIH5_HUMAN COP9 signalosome complex subunit 2 OS=Homo sapiens OX=9606 GN=COPS2 PE=1 SV=1;sp|P61201|CSN2_HUMAN COP9 signalosome complex subunit 2 OS=Homo sapiens OX=9606 GN=COPS2 PE=1 SV=1;tr|H0YM03|H0YM03_HUMAN COP9 signalosome complex subunit,7,7,25.3,379,-0.92274363521335,0.374222708912355
CS,-1.2347605508,0.0118538425721584,1,O75390;B4DJV2;A0A0C4DGI3;H0YIC4;H0YH82;F8W4S1;F8VTT8;F8VPA1;F8W1S4;F8W642;F8VZK9;F8VPF9;F8VX68;F8VRP1;F8VX07;F8VRI6;F8VWQ5;F8VU34,O75390;B4DJV2;A0A0C4DGI3,16;16;15;7;6;6;6;5;5;5;5;5;5;5;5;2;2;1,16;16;15;7;6;6;6;5;5;5;5;5;5;5;5;2;2;1,16;16;15;7;6;6;6;5;5;5;5;5;5;5;5;2;2;1,"Citrate synthase, mitochondrial;Citrate synthase",CS,"sp|O75390|CISY_HUMAN Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2;tr|B4DJV2|B4DJV2_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 SV=1;tr|A0A0C4DGI3|A0A0C4DGI3_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1",16,16,28.8,466,-1.23476055078864,0.0118538425721584
