RFWD2_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
SUMO1,-0.138033333,0.312105619889746,0,P63165;B8ZZN6;B8ZZ67;G2XKQ0;B8ZZJ0;B9A032,P63165;B8ZZN6;B8ZZ67;G2XKQ0,3;3;2;2;1;1,3;3;2;2;1;1,3;3;2;2;1;1,Small ubiquitin-related modifier 1;Small ubiquitin-related modifier,SUMO1,sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1;tr|B8ZZN6|B8ZZN6_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1;tr|B8ZZ67|B8ZZ67_HUMAN SMT3 suppressor of mif two 3 hom,3,3,27.7,101;146;62;101;58;77
IMMT,0.3015065028,0.0744636353168901,0,Q16891;B9A067;C9J406;H7C463;A0A087WYS0;D6RAW4,Q16891;B9A067;C9J406;H7C463,11;11;10;9;3;2,11;11;10;9;3;2,11;11;10;9;3;2,MICOS complex subunit MIC60,IMMT,sp|Q16891|MIC60_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1;tr|B9A067|B9A067_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=2;tr|C9J406|C9J406_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9,11,11,21.6,758;711;659;613;372;147
GFM1,-1.0986457625,0.17950245978974,0,Q96RP9;C9IZ01;F8WAU4,Q96RP9;C9IZ01;F8WAU4,6;6;5,6;6;5,6;6;5,"Elongation factor G, mitochondrial",GFM1,"sp|Q96RP9|EFGM_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=2;tr|C9IZ01|C9IZ01_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=1;tr|F8WAU4|F8WAU4_HUMAN Elongation factor G, mitochondrial ",6,6,9.6,751;591;453
PFN2,-0.4446549397,0.0246286238099554,0,C9J0J7;G5E9Q6;C9JQ45;C9J2N0,C9J0J7;G5E9Q6,5;5;2;1,5;5;2;1,3;3;0;0,Profilin,PFN2,tr|C9J0J7|C9J0J7_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1;tr|G5E9Q6|G5E9Q6_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1,5,3,51.6,91;188;110;125
SRI,-0.0778751186,0.767974490216215,0,P30626;C9J0K6;B4DHQ6,P30626;C9J0K6,10;10;4,10;10;4,10;10;4,Sorcin,SRI,sp|P30626|SORCN_HUMAN Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1;tr|C9J0K6|C9J0K6_HUMAN Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1,10,10,44.4,198;155;158
EEF1E1;EEF1E1-BLOC1S5,-0.1166724584,0.621276348781972,0,O43324;D6RBD7;C9J1V9;D6RCQ0;H0YAL7,O43324;D6RBD7;C9J1V9;D6RCQ0;H0YAL7,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Eukaryotic translation elongation factor 1 epsilon-1,EEF1E1;EEF1E1-BLOC1S5,sp|O43324|MCA3_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1;tr|D6RBD7|D6RBD7_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1;tr|C9J1V9|C9J1V9_H,2,2,12.1,174;150;151;94;136
NCAPH,-0.2560975361,0.222185927342894,0,Q15003;C9J470;E9PHA2;C9JZP1,Q15003;C9J470;E9PHA2;C9JZP1,9;9;9;5,9;9;9;5,9;9;9;5,Condensin complex subunit 2,NCAPH,sp|Q15003|CND2_HUMAN Condensin complex subunit 2 OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=3;tr|C9J470|C9J470_HUMAN Condensin complex subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=8;tr|E9PHA2|E9PHA2_HUMAN Condensin complex subunit 2 OS=Homo ,9,9,14.6,741;607;730;216
RPL37A,-0.0346368895,0.778385574772313,0,P61513;C9J4Z3;M0R0A1;Q6P4E4;E9PEL3;M0R2L6;G5E9R3;A6NKH3,P61513;C9J4Z3;M0R0A1;Q6P4E4;E9PEL3;M0R2L6,4;4;3;3;3;3;1;1,4;4;3;3;3;3;1;1,4;4;3;3;3;3;1;1,60S ribosomal protein L37a,RPL37A,sp|P61513|RL37A_HUMAN 60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2;tr|C9J4Z3|C9J4Z3_HUMAN 60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=1;tr|M0R0A1|M0R0A1_HUMAN 60S ribosomal protein L37a OS=Homo sapiens OX=,4,4,42.4,92;68;60;72;75;88;58;93
PDCD10,0.5879453752,0.0460323297091318,0,Q9BUL8;F8WDF3;C9J932;H7C5M9;C9JSA3;C9JND6;C9J6F3;C9J5C3,Q9BUL8;F8WDF3;C9J932;H7C5M9;C9JSA3;C9JND6;C9J6F3;C9J5C3,1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1,Programmed cell death protein 10,PDCD10,sp|Q9BUL8|PDC10_HUMAN Programmed cell death protein 10 OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1;tr|F8WDF3|F8WDF3_HUMAN Programmed cell death protein 10 OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1;tr|C9J932|C9J932_HUMAN Programmed cell death protein 10 (,1,1,4.7,212;59;79;122;134;146;186;202
RAB7A,-0.2215021405,0.198848550803068,0,P51149;C9J8S3;C9IZZ0;C9J4V0;C9J592;C9J4S4;C9J7D1,P51149;C9J8S3;C9IZZ0;C9J4V0;C9J592;C9J4S4,11;11;9;9;8;6;5,11;11;9;9;8;6;5,11;11;9;9;8;6;5,Ras-related protein Rab-7a,RAB7A,sp|P51149|RAB7A_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1;tr|C9J8S3|C9J8S3_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1;tr|C9IZZ0|C9IZZ0_HUMAN Ras-related protein Rab-7a (Fragment) OS=Homo sa,11,11,43,207;160;116;134;150;98;91
SSR3,0.975917045,0.00677563215102582,0,Q9UNL2;C9JA28,Q9UNL2;C9JA28,2;2,2;2,2;2,Translocon-associated protein subunit gamma,SSR3,sp|Q9UNL2|SSRG_HUMAN Translocon-associated protein subunit gamma OS=Homo sapiens OX=9606 GN=SSR3 PE=1 SV=1;tr|C9JA28|C9JA28_HUMAN Translocon-associated protein subunit gamma OS=Homo sapiens OX=9606 GN=SSR3 PE=1 SV=1,2,2,9.7,185;174
SNAP29,-0.2697546392,0.229712379312405,0,O95721;C9JAF7,O95721;C9JAF7,2;2,2;2,2;2,Synaptosomal-associated protein 29;Synaptosomal-associated protein,SNAP29,sp|O95721|SNP29_HUMAN Synaptosomal-associated protein 29 OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1;tr|C9JAF7|C9JAF7_HUMAN Synaptosomal-associated protein 29 (Fragment) OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1,2,2,9.7,258;160
POLR2H,-1.93423324,0.00563313069685735,1,P52434;C9JLU1,P52434;C9JLU1,2;2,2;2,2;2,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",POLR2H,"sp|P52434|RPAB3_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Homo sapiens OX=9606 GN=POLR2H PE=1 SV=4;tr|C9JLU1|C9JLU1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 (Fragment) OS=Homo sapiens OX=9606 GN=POLR2H PE=1",2,2,21.3,150;148
L2HGDH,-0.1616326354,0.455045375082806,0,Q9H9P8;C9JVN9;G3V272;G3V5S1,Q9H9P8;C9JVN9,7;7;2;1,7;7;2;1,7;7;2;1,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HGDH,"sp|Q9H9P8|L2HDH_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=3;tr|C9JVN9|C9JVN9_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=1",7,7,19.7,463;441;236;211
RPL22L1,0.6152998698,0.126391079114917,0,Q6P5R6;C9JYQ9;H0Y8C2,Q6P5R6;C9JYQ9;H0Y8C2,5;5;5,3;3;3,3;3;3,60S ribosomal protein L22-like 1,RPL22L1,sp|Q6P5R6|RL22L_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens OX=9606 GN=RPL22L1 PE=1 SV=2;tr|C9JYQ9|C9JYQ9_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens OX=9606 GN=RPL22L1 PE=1 SV=1;tr|H0Y8C2|H0Y8C2_HUMAN 60S ribosomal protein L22-like 1,5,3,46.7,122;121;142
RPL32,0.3098171711,0.0521200463968034,0,P62910;D3YTB1;F8W727;D3YTI8,P62910;D3YTB1;F8W727,9;9;9;1,9;9;9;1,9;9;9;1,60S ribosomal protein L32,RPL32,sp|P62910|RL32_HUMAN 60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2;tr|D3YTB1|D3YTB1_HUMAN 60S ribosomal protein L32 (Fragment) OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=1;tr|F8W727|F8W727_HUMAN 60S ribosomal protein L32 OS=Homo sapien,9,9,59.3,135;133;153;62
HLA-B,-0.4517070466,0.0219930322522999,0,D5H3J5;Q2L6G2;A0A140T997;A0A140T9A9;D9J307;A0A140T9Y5;A0A140TA11;A0A140TA14;A0A140T9H3;A0A140T9G0;A0A140T953;A0A140TA13;A0A140T8X0;A0A1W2PPR8;A0A140T9V0;P01889;A0A140T9B7;A0A140T9C2;A0A0G2JPA3;D0EV57;A0A140T939;A0A140T9W3;A0A140T9W7;A0A140T9X6;A0A0G2JH66;A0A140T9D9;A0A140T9U0;A0A1W2PNZ7;Q53YP1;A0A140T9M0;P30511;A0A140T9W2;A0A0G2JNX1;P13747;Q5RJ85;A0A0G2JPQ3;Q8MH48;A0A140T9T1;A0A1W2PQE2;A0A0G2JNV5;A0A1W2PQZ3;A0A140T9J8;Q31611;A0A0D9SFW8;P17693;A0A1W2PP29,D5H3J5;Q2L6G2;A0A140T997;A0A140T9A9;D9J307;A0A140T9Y5;A0A140TA11;A0A140TA14;A0A140T9H3,11;10;8;7;7;7;7;6;6;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1,9;8;7;5;5;6;6;5;4;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;1;0;0;0;0;1;1;1;0,6;5;6;3;2;5;5;4;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,HLA-B,tr|D5H3J5|D5H3J5_HUMAN HLA class I histocompatibility antigen B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1;tr|Q2L6G2|Q2L6G2_HUMAN HLA class I histocompatibility antigen B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1;tr|A0A140T997|A0A1,11,6,43.6,362;362;246;241;362;246;224;224;241;241;246;224;334;363;334;362;442;225;346;346;225;225;225;213;442;225;368;244;366;372;346;355;246;358;343;343;338;261;80;254;80;242;246;143;338;49
HNRNPAB,-0.033495743,0.84950219098675,0,D6R9P3;D6RD18;D6RBZ0;Q99729,D6R9P3;D6RD18;D6RBZ0;Q99729,11;11;11;9,11;11;11;9,11;11;11;9,Heterogeneous nuclear ribonucleoprotein A/B,HNRNPAB,tr|D6R9P3|D6R9P3_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1;tr|D6RD18|D6RD18_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1;tr|D6RBZ0|D6RBZ0_HUMAN Heterogen,11,11,30.7,280;283;327;332
EIF4E,-0.1447422246,0.299812886165833,0,P06730;D6RBW1;A6NMX2;D6RHE2;H0Y8X3,P06730;D6RBW1,6;6;1;1;1,6;6;1;1;1,2;2;0;0;0,Eukaryotic translation initiation factor 4E,EIF4E,sp|P06730|IF4E_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2;tr|D6RBW1|D6RBW1_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=1,6,2,20.7,217;245;242;90;171
COPS4,0.3087281178,0.297400550999162,0,Q9BT78;D6RD63;D6RFN0;D6RAX7,Q9BT78;D6RD63;D6RFN0;D6RAX7,8;8;8;7,8;8;8;7,8;8;8;7,COP9 signalosome complex subunit 4,COPS4,sp|Q9BT78|CSN4_HUMAN COP9 signalosome complex subunit 4 OS=Homo sapiens OX=9606 GN=COPS4 PE=1 SV=1;tr|D6RD63|D6RD63_HUMAN COP9 signalosome complex subunit 4 (Fragment) OS=Homo sapiens OX=9606 GN=COPS4 PE=1 SV=1;tr|D6RFN0|D6RFN0_HUMAN COP9 signalosome compl,8,8,28.3,406;275;438;420
SEPT11,-0.2481350883,0.0934520874232652,0,Q9NVA2;D6RGI3;D6RER5;D6RDU5;D6RDP1;D6R9Y6;H0Y961;H0Y9G8,Q9NVA2;D6RGI3;D6RER5;D6RDU5,17;17;17;13;6;6;5;3,17;17;17;13;6;6;5;3,11;11;11;7;5;5;3;3,Septin-11,SEPT11,"sp|Q9NVA2|SEP11_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3;tr|D6RGI3|D6RGI3_HUMAN Septin 11, isoform CRA_b OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=1;tr|D6RER5|D6RER5_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=1;tr|D6",17,11,44.8,429;425;432;372;126;136;160;82
SEC31A,-0.1486740192,0.309040326921158,0,O94979;D6REX3;H7BXG7;D6RHZ5;H0Y8W8;H0YAB3;H0YAF5;H0Y9T9;H0Y8V7;H0Y9K1,O94979;D6REX3;H7BXG7;D6RHZ5,10;10;8;6;4;3;2;2;2;1,10;10;8;6;4;3;2;2;2;1,10;10;8;6;4;3;2;2;2;1,Protein transport protein Sec31A,SEC31A,sp|O94979|SC31A_HUMAN Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=3;tr|D6REX3|D6REX3_HUMAN Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=1;tr|H7BXG7|H7BXG7_HUMAN Protein transport protein Sec31A O,10,10,9.8,1220;1251;969;877;383;443;181;235;285;237
PROSC,-0.0744875762,0.68691745845078,0,O94903;E5RG77;H0YBG2;E5RFX7;E5RFZ4,O94903;E5RG77;H0YBG2;E5RFX7,3;3;2;2;1,3;3;2;2;1,3;3;2;2;1,Proline synthase co-transcribed bacterial homolog protein,PROSC,sp|O94903|PLPHP_HUMAN Pyridoxal phosphate homeostasis protein OS=Homo sapiens OX=9606 GN=PLPBP PE=1 SV=1;tr|E5RG77|E5RG77_HUMAN Pyridoxal phosphate homeostasis protein (Fragment) OS=Homo sapiens OX=9606 GN=PLPBP PE=1 SV=1;tr|H0YBG2|H0YBG2_HUMAN Pyridoxal p,3,3,12.4,275;152;128;137;74
CHRAC1,-0.0575553124,0.70867566057079,0,Q9NRG0;E5RGS9,Q9NRG0;E5RGS9,1;1,1;1,1;1,Chromatin accessibility complex protein 1,CHRAC1,sp|Q9NRG0|CHRC1_HUMAN Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1;tr|E5RGS9|E5RGS9_HUMAN Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1,1,1,6.1,131;56
TCEB1,0.1110143489,0.629746824945973,0,Q15369;E5RHG8;R4GMY8,Q15369;E5RHG8,6;6;2,6;6;2,6;6;2,Transcription elongation factor B polypeptide 1,TCEB1,sp|Q15369|ELOC_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1;tr|E5RHG8|E5RHG8_HUMAN Elongin-C (Fragment) OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1,6,6,64.3,112;89;65
ZNF706,-0.1031748647,0.459989920057111,0,Q9Y5V0;E5RHV4;H0YAP1;E5RHR6,Q9Y5V0;E5RHV4;H0YAP1;E5RHR6,1;1;1;1,1;1;1;1,1;1;1;1,Zinc finger protein 706,ZNF706,sp|Q9Y5V0|ZN706_HUMAN Zinc finger protein 706 OS=Homo sapiens OX=9606 GN=ZNF706 PE=1 SV=1;tr|E5RHV4|E5RHV4_HUMAN Zinc finger protein 706 OS=Homo sapiens OX=9606 GN=ZNF706 PE=1 SV=1;tr|H0YAP1|H0YAP1_HUMAN Zinc finger protein 706 (Fragment) OS=Homo sapiens O,1,1,14.5,76;48;51;53
RPL30,0.2563006296,0.129944571251397,0,P62888;E5RI99;E5RJH3;A0A0C4DH44,P62888;E5RI99,11;11;4;4,11;11;4;4,7;7;4;2,60S ribosomal protein L30,RPL30,sp|P62888|RL30_HUMAN 60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2;tr|E5RI99|E5RI99_HUMAN 60S ribosomal protein L30 (Fragment) OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=1,11,7,67,115;114;56;96
SLC39A14,-0.2322382987,0.239086340299984,0,Q15043;E5RIP4;E5RFZ8;E5RGA7;E5RJ40;E5RJG5,Q15043;E5RIP4;E5RFZ8;E5RGA7;E5RJ40;E5RJG5,3;3;2;2;2;2,3;3;2;2;2;2,3;3;2;2;2;2,Zinc transporter ZIP14,SLC39A14,sp|Q15043|S39AE_HUMAN Metal cation symporter ZIP14 OS=Homo sapiens OX=9606 GN=SLC39A14 PE=1 SV=3;tr|E5RIP4|E5RIP4_HUMAN Metal cation symporter ZIP14 (Fragment) OS=Homo sapiens OX=9606 GN=SLC39A14 PE=1 SV=2;tr|E5RFZ8|E5RFZ8_HUMAN Metal cation symporter ZIP1,3,3,9.1,492;155;89;90;122;127
AP1M1;AP1M2,1.4851112868,0.0557003848658931,0,Q9BXS5;K7EJL1;E7ENJ6;Q9Y6Q5;K7EK69;K7ERH5;K7EL08,Q9BXS5;K7EJL1;E7ENJ6;Q9Y6Q5;K7EK69;K7ERH5;K7EL08,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,AP-1 complex subunit mu-1;AP-1 complex subunit mu-2,AP1M1;AP1M2,sp|Q9BXS5|AP1M1_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=3;tr|K7EJL1|K7EJL1_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=1;tr|E7ENJ6|E7ENJ6_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 ,2,2,5,423;351;370;423;44;103;128
RPL14,0.13717588,0.362189666486734,0,P50914;E7EPB3,P50914;E7EPB3,8;8,8;8,8;8,60S ribosomal protein L14,RPL14,sp|P50914|RL14_HUMAN 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4;tr|E7EPB3|E7EPB3_HUMAN 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=1,8,8,28.8,215;124
SEPT7,-0.1302132804,0.373450548973221,0,Q16181;E7ES33;E7EPK1;G3V1Q4;A0A0U1RRE1;A0A0U1RRH9;A0A5F9ZGZ7;A0A0U1RRD1;Q6ZU15;Q5JXL7;A0A0U1RRM2,Q16181;E7ES33;E7EPK1;G3V1Q4,14;14;14;12;5;4;3;2;1;1;1,14;14;14;12;5;4;3;2;1;1;1,14;14;14;12;5;4;3;2;1;1;1,Septin-7,SEPT7,sp|Q16181|SEPT7_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;tr|E7ES33|E7ES33_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=3;tr|E7EPK1|E7EPK1_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;tr|G3V1Q4|G3V1Q4_HUMAN Sep,14,14,42.6,437;417;437;401;157;147;174;77;432;88;111
MRPS25,0.2340987548,0.376282157860993,0,P82663;E7EPW2,P82663;E7EPW2,5;5,5;5,5;5,"28S ribosomal protein S25, mitochondrial",MRPS25,"sp|P82663|RT25_HUMAN 28S ribosomal protein S25, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS25 PE=1 SV=1;tr|E7EPW2|E7EPW2_HUMAN 28S ribosomal protein S25, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS25 PE=1 SV=1",5,5,28.3,173;110
NAA50,-0.0625745634,0.799204780657634,0,Q9GZZ1;E7EQ69;A0A087WWJ2;B0AZT5;C9J5D1,Q9GZZ1;E7EQ69,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,N-alpha-acetyltransferase 50,NAA50,sp|Q9GZZ1|NAA50_HUMAN N-alpha-acetyltransferase 50 OS=Homo sapiens OX=9606 GN=NAA50 PE=1 SV=1;tr|E7EQ69|E7EQ69_HUMAN N-alpha-acetyltransferase 50 OS=Homo sapiens OX=9606 GN=NAA50 PE=1 SV=1,3,3,24.3,169;168;81;95;129
EZR,-0.1961292514,0.249532486898374,0,P15311;E7EQR4;E9PQ82;E9PNV3;A0A2R8Y5P0;E9PNP4,P15311;E7EQR4,35;35;4;4;3;1,26;26;2;2;2;0,24;24;0;0;0;0,Ezrin,EZR,sp|P15311|EZRI_HUMAN Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4;tr|E7EQR4|E7EQR4_HUMAN Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=3,35,24,59.6,586;586;116;148;115;52
ACIN1,-0.0732903483,0.746996555277132,0,Q9UKV3;S4R3H4;E7EQT4;G3V3B0;G3V3T3,Q9UKV3;S4R3H4;E7EQT4;G3V3B0,14;14;14;9;2,14;14;14;9;2,14;14;14;9;2,Apoptotic chromatin condensation inducer in the nucleus,ACIN1,sp|Q9UKV3|ACINU_HUMAN Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens OX=9606 GN=ACIN1 PE=1 SV=2;tr|S4R3H4|S4R3H4_HUMAN Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens OX=9606 GN=ACIN1 PE=1 SV=1;tr|E7EQT4|E7E,14,14,14.4,1341;1283;1301;582;194
HMGB3,-0.0902379532,0.484377692728327,0,O15347;E9PES6;E7ES08;E7EQU1,O15347;E9PES6;E7ES08;E7EQU1,8;8;8;8,8;8;8;8,8;8;8;8,High mobility group protein B3,HMGB3,sp|O15347|HMGB3_HUMAN High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4;tr|E9PES6|E9PES6_HUMAN High mobility group protein B3 (Fragment) OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=1;tr|E7ES08|E7ES08_HUMAN High mobility group protein B,8,8,31.5,200;153;188;193
U2SURP,-0.2331878344,0.614114482781971,0,O15042;E7ET15;E7EW00;H0Y8D9;H7C4V2,O15042;E7ET15,10;10;3;3;1,10;10;3;3;1,10;10;3;3;1,U2 snRNP-associated SURP motif-containing protein,U2SURP,sp|O15042|SR140_HUMAN U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2;tr|E7ET15|E7ET15_HUMAN U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=1,10,10,10.7,1029;1028;425;439;290
GPX8,-0.1995896415,0.287400197343617,0,Q8TED1;E7ETY7,Q8TED1;E7ETY7,3;3,3;3,3;3,Probable glutathione peroxidase 8;Glutathione peroxidase,GPX8,sp|Q8TED1|GPX8_HUMAN Probable glutathione peroxidase 8 OS=Homo sapiens OX=9606 GN=GPX8 PE=1 SV=2;tr|E7ETY7|E7ETY7_HUMAN Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX8 PE=1 SV=1,3,3,16.3,209;158
EIF4G1,-0.1141265336,0.36759113655532,0,Q04637;E7EX73;E9PGM1;E7EUU4;C9JF13;H7C044;C9J6B6;C9J2Z7;C9K073;F8WCF2;C9JHW9;H7C0V6,Q04637;E7EX73;E9PGM1;E7EUU4,20;20;20;20;9;7;7;5;5;1;1;1,20;20;20;20;9;7;7;5;5;1;1;1,16;16;16;16;6;6;6;5;5;1;1;1,Eukaryotic translation initiation factor 4 gamma 1,EIF4G1,sp|Q04637|IF4G1_HUMAN Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=4;tr|E7EX73|E7EX73_HUMAN Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=1;tr|E9PGM1|E9PGM1_HUMA,20,16,16.3,1599;1436;1513;1560;903;226;757;833;869;50;160;180
MAP4,0.0926744752,0.673214517173074,0,P27816;E7EVA0;H7C4C5;H0Y2V1;B5MEG9;F8W9U4;H7C456;A0A0J9YVV8;A0A0J9YW37,P27816;E7EVA0,21;21;10;9;9;8;3;1;1,21;21;10;9;9;8;3;1;1,21;21;10;9;9;8;3;1;1,Microtubule-associated protein 4;Microtubule-associated protein,MAP4,sp|P27816|MAP4_HUMAN Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3;tr|E7EVA0|E7EVA0_HUMAN Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=1,21,21,20.7,1152;2297;493;463;760;828;283;76;140
NDUFB5,-0.0638291928,0.667512105978224,0,O43674;E7EWP0;F8WDZ2;F8WDD2;A0A087WYD0;H0Y886,O43674;E7EWP0;F8WDZ2;F8WDD2;A0A087WYD0;H0Y886,2;2;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",NDUFB5,"sp|O43674|NDUB5_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB5 PE=1 SV=1;tr|E7EWP0|E7EWP0_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Homo sapiens O",2,2,10.1,189;177;42;66;135;206
