CRBN_vs_zBirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
AMPD2,0.1041171932,0.725158685330411,0,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6;E9PJF6;A0A590UJX5;H0YF16,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6,7;7;7;4;4;1;1;1,7;7;7;4;4;1;1;1,7;7;7;4;4;1;1;1,AMP deaminase 2,AMPD2,sp|Q01433|AMPD2_HUMAN AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5F9UK94|A0A5F9UK94_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=1;tr|H0Y360|H0Y360_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5,7,7,8.5,879
SACM1L,-0.0779729124,0.566157091868094,0,Q9NTJ5;A0A5F9ZHN7;E9PGZ4;F8WDN7;F8WCQ2;C9J3E3;C9JV50,Q9NTJ5;A0A5F9ZHN7;E9PGZ4;F8WDN7,7;7;6;5;1;1;1,7;7;6;5;1;1;1,7;7;6;5;1;1;1,Phosphatidylinositide phosphatase SAC1,SACM1L,sp|Q9NTJ5|SAC1_HUMAN Phosphatidylinositol-3-phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L PE=1 SV=2;tr|A0A5F9ZHN7|A0A5F9ZHN7_HUMAN Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L PE=1 SV=1;tr|E9PGZ4|E9PGZ4_HUMAN Phosphatidylin,7,7,16.9,587
MRPL2,0.2698166452,0.266275272684432,0,Q5T653;A0A669KAX9;C9IY40,Q5T653;A0A669KAX9;C9IY40,4;4;3,4;4;3,4;4;3,"39S ribosomal protein L2, mitochondrial",MRPL2,"sp|Q5T653|RM02_HUMAN 39S ribosomal protein L2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL2 PE=1 SV=2;tr|A0A669KAX9|A0A669KAX9_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1;tr|C9IY40|C9IY40_HUMAN 39S ribosomal protein L2, mit",4,4,22.6,305
MLH1,-0.879753241,0.0391885121859419,0,P40692;A0A669KB03;A0A669KBB4;A0A669KBK2;F2Z298;E9PF25;H0Y818;H0Y5L7;A0A669KAW3,P40692;A0A669KB03;A0A669KBB4;A0A669KBK2;F2Z298;E9PF25;H0Y818,3;3;3;3;2;2;2;1;1,3;3;3;3;2;2;2;1;1,3;3;3;3;2;2;2;1;1,DNA mismatch repair protein Mlh1,MLH1,sp|P40692|MLH1_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=1 SV=1;tr|A0A669KB03|A0A669KB03_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=4 SV=1;tr|A0A669KBB4|A0A669KBB4_HUMAN DNA mismatch repair pro,3,3,4.9,756
CTNND1,-0.7720276504,0.00351440988069028,0,O60716;A0A669KB62;A0A669KB05;C9JZR2;E9PKY0;E9PKL1,O60716;A0A669KB62;A0A669KB05;C9JZR2,13;13;13;13;1;1,13;13;13;13;1;1,13;13;13;13;1;1,Catenin delta-1,CTNND1,sp|O60716|CTND1_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1;tr|A0A669KB62|A0A669KB62_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=4 SV=1;tr|A0A669KB05|A0A669KB05_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE,13,13,20.7,968
STAT1,-0.2189222902,0.257591329571997,0,P42224;J3KPM9;A0A669KBI6;A0A669KB68;A0A669KB56;A0A669KBA4;A0A669KB53;A0A669KB52;A0A669KB75;E7EPD2;E7ENM1;D2KFR9;A0A669KB17;Q67C41;E9PH66,P42224;J3KPM9;A0A669KBI6;A0A669KB68;A0A669KB56;A0A669KBA4;A0A669KB53;A0A669KB52;A0A669KB75,11;11;11;11;11;11;11;10;8;5;4;4;4;1;1,11;11;11;11;11;11;11;10;8;5;4;4;4;1;1,11;11;11;11;11;11;11;10;8;5;4;4;4;1;1,Signal transducer and activator of transcription 1-alpha/beta;Signal transducer and activator of transcription,STAT1,sp|P42224|STAT1_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2;tr|J3KPM9|J3KPM9_HUMAN Signal transducer and activator of transcription OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=1;tr|A0A669KBI6|,11,11,18.7,750
USP7,-0.0459380436,0.781624130420472,0,Q93009;A0A669KBL1;H3BND8;F5H2X1;I3L2D8,Q93009;A0A669KBL1;H3BND8,15;15;13;6;1,15;15;13;6;1,15;15;13;6;1,Ubiquitin carboxyl-terminal hydrolase 7;Ubiquitin carboxyl-terminal hydrolase,USP7,sp|Q93009|UBP7_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2;tr|A0A669KBL1|A0A669KBL1_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=4 SV=1;tr|H3BND8|H3BND8_HUMAN Ubiquitin carboxy,15,15,21.3,1102
UBA6,-0.5472817352,0.0236711063481958,0,A0AVT1;H0Y8S8,A0AVT1,8;3,8;3,8;3,Ubiquitin-like modifier-activating enzyme 6,UBA6,sp|A0AVT1|UBA6_HUMAN Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1,8,8,10.3,1052
ILVBL,0.1790893928,0.260589315024769,0,A1L0T0;M0R026;M0R1B5;M0QZX5;E9PJS0;E9PL44,A1L0T0;M0R026,7;7;2;2;2;1,7;7;2;2;2;1,7;7;2;2;2;1,Acetolactate synthase-like protein,ILVBL,sp|A1L0T0|HACL2_HUMAN 2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2;tr|M0R026|M0R026_HUMAN 2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=1,7,7,21.2,632
PRNP,0.2021944415,0.482699422685904,0,P04156;A2A2V1;X6RKS3,P04156;A2A2V1;X6RKS3,3;3;2,3;3;2,3;3;2,Major prion protein,PRNP,sp|P04156|PRIO_HUMAN Major prion protein OS=Homo sapiens OX=9606 GN=PRNP PE=1 SV=1;tr|A2A2V1|A2A2V1_HUMAN Major prion protein (Fragment) OS=Homo sapiens OX=9606 GN=PRNP PE=1 SV=1;tr|X6RKS3|X6RKS3_HUMAN Major prion protein (Fragment) OS=Homo sapiens OX=9606,3,3,19,253
HCFC1,-0.514829303,0.0145252499955537,0,P51610;A6NEM2;H7C1C4,P51610;A6NEM2,20;20;3,20;20;3,19;19;2,Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6,HCFC1,sp|P51610|HCFC1_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2;tr|A6NEM2|A6NEM2_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2,20,19,12.3,2035
PIGK,0.1930884533,0.401107819863178,0,Q92643;A6NEM5;B1AK81,Q92643;A6NEM5;B1AK81,3;3;2,3;3;2,3;3;2,GPI-anchor transamidase,PIGK,sp|Q92643|GPI8_HUMAN GPI-anchor transamidase OS=Homo sapiens OX=9606 GN=PIGK PE=1 SV=2;tr|A6NEM5|A6NEM5_HUMAN GPI-anchor transamidase OS=Homo sapiens OX=9606 GN=PIGK PE=1 SV=1;tr|B1AK81|B1AK81_HUMAN GPI-anchor transamidase OS=Homo sapiens OX=9606 GN=PIGK P,3,3,14.4,395
NUDT5,-0.5769424542,0.112739095667336,0,Q9UKK9;A6NFX8;H0YEY4;A6NCQ0;A6NJU6,Q9UKK9;A6NFX8,5;5;2;2;2,5;5;2;2;2,5;5;2;2;2,ADP-sugar pyrophosphatase,NUDT5,sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NFX8|A6NFX8_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1,5,5,22.4,219
UNC119;UNC119B,0.669906877,0.00967195433596509,0,Q13432;A6NIH7;K7EJU3;K7EN86;C9JSK0,Q13432;A6NIH7;K7EJU3;K7EN86;C9JSK0,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,Protein unc-119 homolog A;Protein unc-119 homolog B,UNC119;UNC119B,sp|Q13432|U119A_HUMAN Protein unc-119 homolog A OS=Homo sapiens OX=9606 GN=UNC119 PE=1 SV=1;sp|A6NIH7|U119B_HUMAN Protein unc-119 homolog B OS=Homo sapiens OX=9606 GN=UNC119B PE=1 SV=1;tr|K7EJU3|K7EJU3_HUMAN Protein unc-119 homolog A OS=Homo sapiens OX=960,1,1,3.8,240
USP14,0.0183155922,0.89310683146694,0,P54578;A6NJA2;J3QQT6;J3KS55,P54578;A6NJA2,13;13;1;1,13;13;1;1,13;13;1;1,Ubiquitin carboxyl-terminal hydrolase 14;Ubiquitin carboxyl-terminal hydrolase,USP14,sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3;tr|A6NJA2|A6NJA2_HUMAN Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=2,13,13,28.3,494
CRYZ,-0.2062841684,0.263727141832286,0,Q08257;A6NP24;C9JH92,Q08257;A6NP24;C9JH92,8;8;7,8;8;7,8;8;7,Quinone oxidoreductase,CRYZ,sp|Q08257|QOR_HUMAN Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|A6NP24|A6NP24_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|C9JH92|C9JH92_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens,8,8,27.4,329
PRAF2,-0.9859332882,0.140889469213851,0,O60831;A6NP52,O60831;A6NP52,1;1,1;1,1;1,PRA1 family protein 2,PRAF2,sp|O60831|PRAF2_HUMAN PRA1 family protein 2 OS=Homo sapiens OX=9606 GN=PRAF2 PE=1 SV=1;tr|A6NP52|A6NP52_HUMAN PRA1 family protein OS=Homo sapiens OX=9606 GN=PRAF2 PE=1 SV=1,1,1,6.2,178
MANF,0.3151219898,0.189841560663446,0,P55145;A8K878;H7C2D6,P55145;A8K878,8;8;3,8;8;3,8;8;3,Mesencephalic astrocyte-derived neurotrophic factor,MANF,sp|P55145|MANF_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3;tr|A8K878|A8K878_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=1,8,8,46.2,182
SUMO2;SUMO3;SUMO4,-0.726288241,0.0033297307448926,0,P61956;P55854;A8MUA9;A8MU27;Q6EEV6,P61956;P55854;A8MUA9;A8MU27;Q6EEV6,4;4;4;4;3,4;4;4;4;3,4;4;4;4;3,Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 4,SUMO2;SUMO3;SUMO4,sp|P61956|SUMO2_HUMAN Small ubiquitin-related modifier 2 OS=Homo sapiens OX=9606 GN=SUMO2 PE=1 SV=3;sp|P55854|SUMO3_HUMAN Small ubiquitin-related modifier 3 OS=Homo sapiens OX=9606 GN=SUMO3 PE=1 SV=2;tr|A8MUA9|A8MUA9_HUMAN SMT3 suppressor of mif two 3 homo,4,4,25.3,95
RPL23A,0.1998380311,0.206931173278953,0,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,12;12;12;12;11;7,12;12;12;12;11;7,12;12;12;12;11;7,60S ribosomal protein L23a,RPL23A,sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|H7BY10|H7BY10_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|K7ERT8|K7ERT8_HUMAN 60S ribosomal protein L23a (Fragmen,12,12,47.4,156
EIF3L,0.1535638918,0.315090561509044,0,Q9Y262;B0QY89;B0QY90;C9JHP4;C9K0Q7;H7C3A0;H0Y7E6,Q9Y262;B0QY89;B0QY90,21;21;16;5;5;4;2,21;21;16;5;5;4;2,21;21;16;5;5;4;2,Eukaryotic translation initiation factor 3 subunit L,EIF3L,sp|Q9Y262|EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY89|B0QY89_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY90|B0QY90_HU,21,21,44.1,564
UBE2I,-0.1405475259,0.402570022102219,0,P63279;H3BQQ9;B0QYN7;H3BPC4;H3BRD1,P63279;H3BQQ9;B0QYN7;H3BPC4,5;5;5;3;1,5;5;5;3;1,5;5;5;3;1,SUMO-conjugating enzyme UBC9,UBE2I,sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1;tr|H3BQQ9|H3BQQ9_HUMAN SUMO-conjugating enzyme UBC9 (Fragment) OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1;tr|B0QYN7|B0QYN7_HUMAN SUMO-conjugating enzyme UBC9 OS=Ho,5,5,41.8,158
CPNE1,-1.0991007417,0.0315903384808321,1,Q99829;F2Z2V0;B0QZ18;A6PVH9;H0Y524;Q5JX45;E7ENH5;Q5JX56;Q5JX58;Q5JX59;Q5JX61;Q5JX60;Q5JX44;Q5JX52,Q99829;F2Z2V0;B0QZ18;A6PVH9;H0Y524;Q5JX45;E7ENH5,4;4;4;3;2;2;2;1;1;1;1;1;1;1,4;4;4;3;2;2;2;1;1;1;1;1;1;1,4;4;4;3;2;2;2;1;1;1;1;1;1;1,Copine-1,CPNE1,sp|Q99829|CPNE1_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|F2Z2V0|F2Z2V0_HUMAN Copine-1 (Fragment) OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|B0QZ18|B0QZ18_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|A6PVH9|A6PVH9_HUMA,4,4,10.2,537
MPST,0.1327459366,0.462755801511245,0,P25325;B1AH49,P25325;B1AH49,7;7,7;7,7;7,3-mercaptopyruvate sulfurtransferase;Sulfurtransferase,MPST,sp|P25325|THTM_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=3;tr|B1AH49|B1AH49_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=1,7,7,27.9,297
PEA15,0.2158828531,0.20513801565975,0,Q15121;B1AKZ5,Q15121;B1AKZ5,2;2,2;2,2;2,Astrocytic phosphoprotein PEA-15,PEA15,sp|Q15121|PEA15_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2;tr|B1AKZ5|B1AKZ5_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=1,2,2,21.5,130
MRPL43,1.4038537391,0.0327592915640435,1,Q8N983;H0Y6Y8;B1AL05;H0YBU8;M0R051,Q8N983;H0Y6Y8;B1AL05;H0YBU8,6;6;6;4;2,6;6;6;4;2,6;6;6;4;2,"39S ribosomal protein L43, mitochondrial",MRPL43,"sp|Q8N983|RM43_HUMAN 39S ribosomal protein L43, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1;tr|H0Y6Y8|H0Y6Y8_HUMAN 39S ribosomal protein L43, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1;tr|B1AL05|B1AL05_HUMAN 39S ribo",6,6,32.6,215
PRPS1;PRPS1L1,0.0818750221,0.556650957994355,0,P60891;B1ALA9;A0A2R8Y7H4;P21108;B7ZB02;B1ALA7;A0A0B4J207;Q15244;H7C540,P60891;B1ALA9;A0A2R8Y7H4;P21108,10;10;8;5;4;4;4;3;3,10;10;8;5;4;4;4;3;3,5;5;5;3;0;3;2;3;0,Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase 3,PRPS1;PRPS1L1,sp|P60891|PRPS1_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|B1ALA9|B1ALA9_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|A0A2R8Y7H4|A0A2R8Y7H4_HUMAN Ribose-phosphate pyr,10,5,32.4,318
EXOSC1,0.0651429484,0.637402565039845,0,Q9Y3B2;B1AMU3;R4GNH9;R4GMQ7;B1AMU7;B1AMU4,Q9Y3B2;B1AMU3;R4GNH9;R4GMQ7;B1AMU7;B1AMU4,4;4;3;3;3;3,4;4;3;3;3;3,4;4;3;3;3;3,Exosome complex component CSL4,EXOSC1,sp|Q9Y3B2|EXOS1_HUMAN Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1;tr|B1AMU3|B1AMU3_HUMAN Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1;tr|R4GNH9|R4GNH9_HUMAN Exosome complex component CSL4 OS=Homo,4,4,27.2,195
PABPC4,0.1612835148,0.406744221819567,0,Q13310;B1ANR0;H0Y5F5;H0YEU6;H0YEQ8;B1ANR1;H0YCC8;H0Y6X6;H0YER0,Q13310;B1ANR0;H0Y5F5,27;27;20;9;8;8;7;3;2,13;13;11;7;2;2;2;2;1,12;12;11;7;1;1;2;2;1,Polyadenylate-binding protein 4;Polyadenylate-binding protein,PABPC4,sp|Q13310|PABP4_HUMAN Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|B1ANR0|B1ANR0_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|H0Y5F5|H0Y5F5_HUMAN Polyadenylate-binding protein (Fragmen,27,12,41.8,644
HNRNPC,-0.1881505772,0.228575546640535,0,B2R5W2;B4DY08;G3V4W0;G3V4C1;G3V251;G3V5X6;G3V3K6;B4DSU6;G3V2D6;O60812;A0A0G2JNQ3;G3V4M8;G3V5V7;B2RXH8;B7ZW38;P0DMR1;A0A0G2JPF8;G3V2H6;B3KT61;E5RG71;Q86SE5,B2R5W2;B4DY08;G3V4W0;G3V4C1;G3V251;G3V5X6;G3V3K6;B4DSU6,32;32;32;31;19;18;18;17;15;12;12;12;12;12;11;11;11;9;1;1;1,32;32;32;31;19;18;18;17;15;12;12;12;12;12;11;11;11;9;1;1;1,3;3;3;3;2;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0,,HNRNPC,tr|B2R5W2|B2R5W2_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|B4DY08|B4DY08_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|G3V4W0|G3V4W0_HUMAN Heter,32,3,58.3,290
CNN2,-0.6716471374,0.00379637738977516,0,Q99439;B4DDF4;B4DUT8;A0A087X271;H3BVI6;K7ES69;A0A087X1X5;A0A087WV51;H3BQH0,Q99439;B4DDF4;B4DUT8;A0A087X271;H3BVI6;K7ES69,13;13;13;11;11;7;6;1;1,12;12;12;10;10;6;6;1;1,12;12;12;10;10;6;6;1;1,Calponin-2;Calponin,CNN2,sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4;tr|B4DDF4|B4DDF4_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|B4DUT8|B4DUT8_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|A0A087X271|A0A087X271_HUMAN Cal,13,12,54.7,309
COPS2,-0.5889281717,0.0435990169182091,0,P61201;H0YM03;H0YKU5;B4DIH5,P61201;H0YM03;H0YKU5;B4DIH5,3;3;3;3,3;3;3;3,3;3;3;3,COP9 signalosome complex subunit 2,COPS2,sp|P61201|CSN2_HUMAN COP9 signalosome complex subunit 2 OS=Homo sapiens OX=9606 GN=COPS2 PE=1 SV=1;tr|H0YM03|H0YM03_HUMAN COP9 signalosome complex subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=COPS2 PE=1 SV=1;tr|H0YKU5|H0YKU5_HUMAN COP9 signalosome compl,3,3,8.1,443
CS,0.0490997189,0.693364362200322,0,O75390;B4DJV2;H0YH82;F8VTT8;F8W4S1;F8VWQ5;F8VR34;F8VU34;F8W0J2,O75390;B4DJV2,28;28;9;8;8;3;3;2;1,28;28;9;8;8;3;3;2;1,1;1;1;1;1;0;0;1;0,"Citrate synthase, mitochondrial;Citrate synthase",CS,"sp|O75390|CISY_HUMAN Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2;tr|B4DJV2|B4DJV2_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 SV=1",28,1,50.6,466
CARS,0.014334814,0.94398642124571,0,P49589;B4DKY1,P49589;B4DKY1,7;7,7;7,7;7,"Cysteine--tRNA ligase, cytoplasmic",CARS,"sp|P49589|SYCC_HUMAN Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=3;tr|B4DKY1|B4DKY1_HUMAN Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=1",7,7,14.2,748
SLC25A10,0.0599183202,0.65861263599744,0,B4DLN1;Q9UBX3;F6RGN5;I3L1E8,B4DLN1;Q9UBX3,14;7;3;1,14;7;3;1,7;7;3;1,Mitochondrial dicarboxylate carrier,SLC25A10,"tr|B4DLN1|B4DLN1_HUMAN cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q9UBX3|DIC_HUMAN Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 GN=SLC25A10 PE=1 SV=2",14,7,40,442
NQO1,0.1635555642,0.443713243555566,0,P15559;B4DLR8;H3BRK3;H3BNV2,P15559;B4DLR8;H3BRK3;H3BNV2,6;6;5;4,6;6;5;4,6;6;5;4,NAD(P)H dehydrogenase [quinone] 1,NQO1,sp|P15559|NQO1_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1;tr|B4DLR8|B4DLR8_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1;tr|H3BRK3|H3BRK3_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=,6,6,25.2,274
MTAP,0.128232272,0.386865891544987,0,Q13126;B4DUC8;J3QSB7;F2Z2F3;F8WES2;J3KRN1,Q13126;B4DUC8;J3QSB7,9;9;8;3;2;1,9;9;8;3;2;1,9;9;8;3;2;1,S-methyl-5-thioadenosine phosphorylase;Purine nucleoside phosphorylase,MTAP,sp|Q13126|MTAP_HUMAN S-methyl-5-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=2;tr|B4DUC8|B4DUC8_HUMAN S-methyl-5-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=1;tr|J3QSB7|J3QSB7_HUMAN Purine nucleoside phospho,9,9,41,283
NME7,-0.076025864,0.611853794957825,0,Q9Y5B8;E9PNU1;B4DXC8,Q9Y5B8;E9PNU1;B4DXC8,3;3;3,3;3;3,3;3;3,Nucleoside diphosphate kinase 7,NME7,sp|Q9Y5B8|NDK7_HUMAN Nucleoside diphosphate kinase 7 OS=Homo sapiens OX=9606 GN=NME7 PE=1 SV=1;tr|E9PNU1|E9PNU1_HUMAN Nucleoside diphosphate kinase 7 OS=Homo sapiens OX=9606 GN=NME7 PE=1 SV=1;tr|B4DXC8|B4DXC8_HUMAN Nucleoside diphosphate kinase 7 OS=Homo s,3,3,12.5,376
FXR1,-0.0673838564,0.731053196355993,0,P51114;E9PFF5;B4DXZ6;E7EU85;C9JZE0;C9JY20;C9IZ22;C9JAJ4,P51114;E9PFF5;B4DXZ6;E7EU85,15;15;15;14;4;4;1;1,15;15;15;14;4;4;1;1,12;12;12;11;4;4;1;1,Fragile X mental retardation syndrome-related protein 1,FXR1,sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;tr|E9PFF5|E9PFF5_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=1;tr|B4DXZ6|B4DXZ6,15,12,27.1,621
DERL1,-0.0408492563,0.763218211292174,0,Q9BUN8;B4E1G1;E5RGY0,Q9BUN8;B4E1G1;E5RGY0,4;4;2,4;4;2,4;4;2,Derlin-1,DERL1,sp|Q9BUN8|DERL1_HUMAN Derlin-1 OS=Homo sapiens OX=9606 GN=DERL1 PE=1 SV=1;tr|B4E1G1|B4E1G1_HUMAN Derlin OS=Homo sapiens OX=9606 GN=DERL1 PE=1 SV=1;tr|E5RGY0|E5RGY0_HUMAN Derlin OS=Homo sapiens OX=9606 GN=DERL1 PE=1 SV=1,4,4,16.3,251
PES1,0.0956667504,0.464444202499026,0,O00541;B5MCF9;B3KXD6;H7C267,O00541;B5MCF9;B3KXD6,13;13;10;3,13;13;10;3,13;13;10;3,Pescadillo homolog,PES1,sp|O00541|PESC_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B5MCF9|B5MCF9_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B3KXD6|B3KXD6_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1,13,13,25.9,588
