Gene_names,DET1_vs_BirA_logFC,DET1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_DET1_N1,Peptides_DET1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_DET1_N1,Razor___unique_peptides_DET1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_DET1_N1,Unique_peptides_DET1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_DET1_N1,Identification_type_DET1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_DET1_N1,Ratio_H_L_DET1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_DET1_N1,Ratio_H_L_normalized_DET1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____DET1_N1,Ratio_H_L_variability_____DET1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_DET1_N1,Ratio_H_L_count_DET1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_DET1_N1,Ratio_H_L_iso_count_DET1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_DET1_N1,Ratio_H_L_type_DET1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_DET1_N1____,Sequence_coverage_DET1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_DET1_N1,Intensity_L_DET1_N1,Intensity_H_DET1_N1,Intensity_DET1_N2,Intensity_L_DET1_N2,Intensity_H_DET1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DET1_N1,metacell_Intensity_L_DET1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
HSDL1,20.7353838128304,7.73417467843904e-07,Q3SXM5;H3BQI7;H3BT52;H3BNH5,Q3SXM5;H3BQI7;H3BT52,4;3;3;1,4;3;3;1,4;3;3;1,Inactive hydroxysteroid dehydrogenase-like protein 1,sp|Q3SXM5|HSDL1_HUMAN Inactive hydroxysteroid dehydrogenase-like protein 1 OS=Homo sapiens OX=9606 GN=HSDL1 PE=1 SV=3;tr|H3BQI7|H3BQI7_HUMAN Inactive hydroxysteroid dehydrogenase-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HSDL1 PE=1 SV=1;tr|H3BT5,4,4,4,4,0,0,4,3,0,0,4,3,0,0,4,3,17.6,17.6,17.6,37.001,330,330;108;111;70,0.0,3.591,,,By MS/MS,By MS/MS,0.41677,1.0988,20.331,7,1,Leave out requantified,,,0.40652,0.45271,,,1.1503,1.0511,,,23.195,14.141,0,0,4,3,0,0,0,1,Median,Median,Leave out requantified,Median,0.0,0.0,17.6,13.6,138420000,94827000,43597000,0,0,0,0,0,0,91784000,62047000,29737000,46641000,32780000,13861000,,,,2307,236;4967;5242;18026,True;True;True;True,289;6435;6843;23306,626;627;14581;14582;15544;15545;52581,1103;1104;1105;1106;1107;26613;26614;26615;28249;28250;28251;93741,1105;26613;28250;93741,,,,,-1;-1;-1;-1,protein_2308,quanti,quanti,imputed MEC,imputed MEC
TUBB8,-0.205584762745399,0.856310515633255,Q3ZCM7;A0A075B736;Q5SQY0,Q3ZCM7;A0A075B736;Q5SQY0,12;11;11,2;2;2,2;2;2,Tubulin beta-8 chain,sp|Q3ZCM7|TBB8_HUMAN Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2;tr|A0A075B736|A0A075B736_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=1;tr|Q5SQY0|Q5SQY0_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=,3,12,2,2,11,12,10,11,2,2,2,2,2,2,2,2,25.2,7.4,7.4,49.775,444,444;407;410,0.0,8.4644,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.2913,1.0114,13.33,10,0,Leave out requantified,0.28972,0.31598,0.24051,0.30941,0.97538,0.90487,1.0003,1.0192,8.1623,3.7277,32.583,16.416,3,2,2,3,0,0,0,0,Median,Median,Median,Median,23.4,25.2,22.7,24.5,1859900000,1423800000,436170000,688740000,529400000,159330000,180700000,133330000,47366000,194470000,151530000,42938000,796040000,609500000,186530000,,,,2309,2093;2966;4200;4201;7217;7739;7971;8586;9124;12263;15172;15173,False;True;False;False;False;True;False;False;False;False;False;False,2693;2694;2695;3826;5387;5388;5389;5390;9491;10151;10512;10513;10514;10515;10516;10517;10518;11411;11412;11413;12063;12064;12065;12066;16004;16005;19612;19613,6364;6365;6366;6367;6368;6369;6370;6371;6372;6373;6374;6375;6376;6377;6378;8879;8880;8881;8882;8883;8884;12203;12204;12205;12206;12207;12208;12209;12210;12211;12212;12213;12214;12215;12216;12217;12218;12219;21553;21554;23027;23028;23029;23030;23774;23775;23776;23777;23778;23779;23780;23781;23782;23783;23784;23785;23786;23787;23788;23789;23790;23791;23792;23793;23794;23795;23796;23797;23798;23799;23800;23801;23802;25732;25733;25734;25735;25736;25737;25738;25739;25740;25741;25742;25743;25744;25745;25746;25747;25748;25749;25750;25751;25752;25753;25754;25755;25756;25757;27205;27206;27207;27208;27209;27210;27211;27212;27213;27214;27215;27216;27217;27218;27219;27220;27221;27222;27223;27224;27225;27226;27227;27228;27229;27230;27231;27232;27233;27234;27235;27236;27237;27238;27239;27240;27241;27242;27243;27244;27245;27246;27247;35900;35901;35902;35903;35904;44039;44040;44041;44042;44043;44044;44045;44046;44047;44048;44049;44050;44051;44052;44053;44054,11972;11973;11974;11975;11976;11977;11978;11979;11980;11981;11982;11983;11984;11985;11986;11987;11988;11989;11990;11991;11992;11993;11994;11995;11996;11997;11998;11999;12000;12001;12002;12003;12004;12005;12006;12007;12008;12009;12010;12011;12012;12013;16502;16503;16504;16505;16506;16507;16508;22248;22249;22250;22251;22252;22253;22254;22255;22256;22257;22258;22259;22260;22261;22262;22263;22264;22265;22266;22267;22268;22269;22270;22271;22272;22273;22274;22275;22276;22277;22278;22279;22280;22281;22282;22283;22284;22285;22286;22287;22288;22289;22290;22291;22292;22293;22294;38995;41701;41702;41703;41704;41705;41706;41707;41708;41709;41710;41711;41712;42920;42921;42922;42923;42924;42925;42926;42927;42928;42929;42930;42931;42932;42933;42934;42935;42936;42937;42938;42939;42940;42941;42942;42943;42944;42945;42946;42947;42948;42949;42950;42951;42952;42953;42954;42955;42956;42957;42958;42959;42960;42961;42962;42963;42964;42965;42966;42967;42968;42969;42970;42971;42972;42973;42974;46157;46158;46159;46160;46161;46162;46163;46164;46165;46166;46167;46168;46169;46170;46171;46172;46173;46174;46175;46176;46177;46178;46179;46180;46181;46182;46183;46184;46185;46186;46187;46188;46189;46190;46191;46192;46193;46194;46195;46196;46197;46198;46199;46200;46201;46202;46203;46204;46205;46206;46207;46208;46209;46210;46211;46212;46213;46214;46215;46216;46217;46218;46219;46220;46221;46222;46223;46224;46225;46226;46227;46228;46229;46230;46231;46232;48767;48768;48769;48770;48771;48772;48773;48774;48775;48776;48777;48778;48779;48780;48781;48782;48783;48784;48785;48786;48787;48788;48789;48790;48791;48792;48793;48794;48795;48796;48797;48798;48799;48800;48801;48802;48803;48804;48805;48806;48807;48808;48809;48810;48811;48812;48813;48814;48815;48816;48817;48818;48819;48820;48821;48822;48823;48824;48825;48826;48827;48828;48829;48830;48831;48832;48833;48834;48835;48836;48837;48838;48839;48840;48841;48842;48843;48844;48845;48846;48847;48848;48849;48850;48851;48852;48853;48854;48855;48856;48857;48858;48859;48860;48861;48862;48863;48864;48865;48866;48867;48868;48869;48870;48871;48872;48873;48874;48875;48876;48877;48878;48879;48880;48881;48882;48883;48884;48885;48886;48887;48888;48889;48890;48891;48892;48893;48894;48895;48896;48897;48898;48899;48900;48901;48902;48903;48904;48905;48906;48907;48908;48909;48910;48911;48912;48913;48914;48915;48916;48917;48918;48919;48920;48921;63659;63660;63661;63662;63663;63664;63665;63666;63667;63668;63669;63670;63671;63672;63673;63674;63675;77711;77712;77713;77714;77715;77716;77717;77718;77719;77720;77721;77722;77723;77724;77725;77726;77727;77728;77729;77730;77731;77732;77733;77734;77735;77736;77737;77738;77739;77740;77741;77742;77743;77744;77745;77746;77747;77748,11986;16508;22265;22290;38995;41703;42948;46173;48860;63664;77721;77726,464,39;103;106,252,73;257;267,-1;-1;-1,protein_2310,quanti,quanti,quanti,quanti
MRPL51,-1.18984064296657,0.0985063230044501,Q4U2R6;M0R176;A0A087WU28;A0A0B4J2C1,Q4U2R6;M0R176;A0A087WU28;A0A0B4J2C1,2;1;1;1,2;1;1;1,2;1;1;1,"39S ribosomal protein L51, mitochondrial","sp|Q4U2R6|RM51_HUMAN 39S ribosomal protein L51, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL51 PE=1 SV=1;tr|M0R176|M0R176_HUMAN 39S ribosomal protein L51, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL51 PE=1 SV=1;tr|A0A087WU28|A0A087WU28_HUMAN 39S ribosom",4,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,25.0,25.0,25.0,15.095,128,128;32;73;76,0.0073135,1.4907,By MS/MS,By MS/MS,By MS/MS,By matching,0.4477,1.1911,55.093,5,3,Median,0.29911,0.53285,0.4477,1.2035,0.73262,1.2059,1.1911,2.7241,24.639,,,,2,1,1,1,1,1,1,0,Median,Median,Median,Median,25.0,9.4,9.4,15.6,92831000,60194000,32637000,32523000,23454000,9068700,21632000,14811000,6821000,21352000,12981000,8371400,17323000,8946900,8376100,,,,2313,1443;11169,True;True,1872;14641,4352;4353;32906;32907;32908,7944;58428;58429;58430,7944;58430,,,,,-1;-1;-1;-1,protein_2314,quanti,quanti,quanti,quanti
FAM98B,0.829721713035234,0.116705737469508,Q52LJ0,Q52LJ0,8,8,5,Protein FAM98B,sp|Q52LJ0|FA98B_HUMAN Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,1,8,8,5,2,3,6,5,2,3,6,5,1,1,4,3,14.8,14.8,11.1,45.547,433,433,0.0,19.321,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37351,1.022,38.149,17,7,Leave out requantified,0.30658,0.39724,0.30095,0.36297,1.0058,0.97918,1.0402,1.0399,2.9205,42.958,35.598,58.351,2,3,6,6,1,0,4,2,Median,Leave out requantified,Median,Leave out requantified,7.2,7.6,13.2,11.8,602660000,408720000,193950000,71157000,50560000,20597000,116590000,73071000,43524000,188300000,139160000,49139000,226610000,145920000,80688000,,,,2316,7051;8703;11054;13353;13354;16003;16004;18250,True;True;True;True;True;True;True;True,9291;11566;14517;17372;17373;20683;20684;20685;23573,21115;21116;26134;26135;32642;32643;38819;38820;38821;38822;38823;46428;46429;46430;46431;46432;53162,38308;38309;46892;57919;57920;68649;68650;68651;68652;68653;68654;82194;82195;82196;82197;82198;82199;82200;94700,38309;46892;57920;68650;68654;82195;82199;94700,3075,,263,,-1,protein_2317,quanti,quanti,quanti,quanti
LACTB2,-0.879462021633877,0.12462338874235,Q53H82,Q53H82,2,2,2,Beta-lactamase-like protein 2,sp|Q53H82|LACB2_HUMAN Endoribonuclease LACTB2 OS=Homo sapiens OX=9606 GN=LACTB2 PE=1 SV=2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,11.5,11.5,11.5,32.805,288,288,0.036753,0.7348,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44484,1.2987,169.11,4,2,Median,0.37708,0.52476,0.15463,6.6418,1.2382,1.3622,0.38245,20.751,,,,,1,1,1,1,0,0,1,1,Median,Median,Median,Median,3.1,3.1,8.3,8.3,206450000,95827000,110630000,36026000,25567000,10459000,42391000,29578000,12813000,17294000,15341000,1953400,110740000,25342000,85401000,,,,2318,255;13854,True;True,313;17977,689;690;40149;40150,1248;1249;70896;70897,1249;70896,3076;3077;3078,,243;247;258,,-1,protein_2319,quanti,quanti,quanti,quanti
HSP90AB2P,-0.0351693112107583,0.970942753110016,Q58FF8,Q58FF8,11,2,2,Putative heat shock protein HSP 90-beta 2,sp|Q58FF8|H90B2_HUMAN Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens OX=9606 GN=HSP90AB2P PE=1 SV=2,1,11,2,2,8,6,4,10,2,2,1,2,2,2,1,2,23.9,4.5,4.5,44.348,381,381,0.0,4.6128,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29669,0.871,1.4046,10,3,Leave out requantified,0.3198,0.37527,0.16244,0.27457,1.0222,0.84468,0.64567,0.87239,11.886,11.535,,17.388,2,3,1,4,1,0,1,1,Median,Median,Median,Median,15.5,14.4,14.4,23.4,595280000,440680000,154590000,93422000,68848000,24574000,120680000,87665000,33016000,48389000,41158000,7231700,332780000,243010000,89772000,,,,2324,352;994;3239;6091;6092;6769;14128;14415;18327;18485;18486,False;False;False;True;True;False;False;False;False;False;False,440;441;1273;1274;4173;4174;8044;8045;8046;8906;18332;18333;18700;23665;23863;23864,1009;1010;1011;1012;1013;1014;1015;1016;2978;2979;9619;9620;18254;18255;18256;18257;18258;18259;18260;18261;18262;18263;20217;41008;41009;41010;41011;41012;41013;41862;53340;53799;53800;53801;53802;53803;53804;53805;53806;53807,1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;5433;5434;5435;5436;17845;17846;33129;33130;33131;33132;33133;33134;33135;33136;33137;33138;33139;33140;33141;33142;33143;33144;33145;33146;36734;72524;72525;72526;72527;72528;72529;72530;72531;72532;72533;72534;72535;73955;94996;94997;95769;95770;95771;95772;95773;95774;95775;95776;95777;95778;95779;95780;95781;95782,1859;5434;17846;33133;33146;36734;72530;73955;94997;95771;95779,1347;3084,,197;332,,-1,protein_2325,quanti,quanti,quanti,quanti
ZNF326,-0.0733092747619857,0.884149482781579,Q5BKZ1;A0A0A0MRN4;E2QRN4,Q5BKZ1;A0A0A0MRN4,7;4;1,7;4;1,7;4;1,DBIRD complex subunit ZNF326,sp|Q5BKZ1|ZN326_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2;tr|A0A0A0MRN4|A0A0A0MRN4_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=1,3,7,7,7,4,4,4,3,4,4,4,3,4,4,4,3,13.2,13.2,13.2,65.653,582,582;493;53,0.0,8.0698,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36404,0.99253,10.095,15,6,Leave out requantified,0.36064,0.48457,0.35403,0.36417,0.96747,1.1368,1.0673,1.0781,8.2429,42.758,12.118,16.94,4,4,4,3,0,3,2,1,Leave out requantified,Median,Median,Median,8.8,8.8,6.4,5.7,365420000,251240000,114190000,69495000,49962000,19533000,100340000,60729000,39609000,112470000,83275000,29194000,83120000,57269000,25852000,,,,2325,3483;3839;3867;10946;10947;11033;12328,True;True;True;True;True;True;True,4460;4929;4962;14388;14389;14490;16081,10213;10214;11252;11316;32345;32346;32347;32348;32349;32579;32580;32581;36081;36082;36083,18758;18759;20612;20707;57434;57435;57436;57437;57438;57820;57821;57822;57823;64002;64003;64004,18759;20612;20707;57436;57438;57821;64002,3085,,318,,-1;-1;-1,protein_2326,quanti,quanti,quanti,quanti
MAGED2,-1.08414880035028,0.106448466383164,Q9UNF1;Q5H909;Q5H907,Q9UNF1;Q5H909;Q5H907,5;5;3,5;5;3,5;5;3,Melanoma-associated antigen D2,"sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H909|Q5H909_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H907|Q5H907_HUMAN Melanoma antigen family D, 2, isoform ",3,5,5,5,4,3,1,1,4,3,1,1,4,3,1,1,12.4,12.4,12.4,64.953,606,606;588;521,0.0,3.4915,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.86642,2.4919,20.397,10,1,Leave out requantified,0.79535,1.3405,0.44494,0.69402,2.2233,3.32,1.5142,1.9648,13.97,0.44818,,13.165,4,3,1,2,0,1,0,0,Leave out requantified,Median,Median,Median,10.4,9.7,1.3,1.3,295490000,165950000,129540000,93765000,55705000,38061000,98423000,44831000,53592000,34925000,22555000,12370000,68376000,42859000,25517000,,,,2328,1276;5403;10149;11229;13733,True;True;True;True;True,1652;7054;7055;13402;14712;17827,3809;16022;16023;16024;16025;30165;30166;33066;33067;39814,6875;29126;29127;29128;29129;29130;29131;53748;53749;53750;58727;58728;70392,6875;29126;53748;58727;70392,,,,,-1;-1;-1,protein_2329,quanti,quanti,quanti,quanti
DPCD,-19.6936967347194,0.000107933801762625,Q9BVM2;Q5JQQ4;Q5JQQ2,Q9BVM2;Q5JQQ4;Q5JQQ2,2;2;1,2;2;1,2;2;1,Protein DPCD,sp|Q9BVM2|DPCD_HUMAN Protein DPCD OS=Homo sapiens OX=9606 GN=DPCD PE=1 SV=2;tr|Q5JQQ4|Q5JQQ4_HUMAN Protein DPCD OS=Homo sapiens OX=9606 GN=DPCD PE=1 SV=1;tr|Q5JQQ2|Q5JQQ2_HUMAN Protein DPCD (Fragment) OS=Homo sapiens OX=9606 GN=DPCD PE=1 SV=1,3,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,12.8,12.8,12.8,23.239,203,203;170;116,0.043943,0.67369,By MS/MS,By MS/MS,,,0.5556,2.0846,59.272,3,1,Plateau,0.56742,0.53413,,,1.1832,0.89677,,,80.71,,,,2,1,0,0,1,0,0,0,Median,Median,Median,Median,12.8,4.9,0.0,0.0,121860000,75075000,46789000,114970000,71256000,43715000,6892500,3818400,3074200,0,0,0,0,0,0,,,,2329,2147;12203,True;True,2756;15930,6502;6503;35735,12237;12238;63335,12238;63335,,,,,-1;-1;-1,protein_2330,imputed MEC,imputed MEC,quanti,quanti
RRP12,2.76372294971448,0.0121131177902297,Q5JTH9;A0A087X0G0;A0A087X1U8,Q5JTH9,10;1;1,10;1;1,10;1;1,RRP12-like protein,sp|Q5JTH9|RRP12_HUMAN RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,3,10,10,10,1,2,7,5,1,2,7,5,1,2,7,5,10.8,10.8,10.8,143.7,1297,1297;106;176,0.0,10.189,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44627,1.3593,31.831,15,5,Leave out requantified,0.47921,0.5536,0.35605,0.55985,1.2042,1.2711,1.4364,1.6922,,20.666,33.464,4.3879,1,2,7,5,0,1,2,2,Median,Median,Leave out requantified,Leave out requantified,0.6,1.7,8.2,4.2,541840000,383680000,158170000,17013000,11003000,6009700,45154000,29337000,15817000,300680000,231380000,69306000,178990000,111960000,67035000,,,,2331,1432;3706;8537;8968;9148;10905;11932;15042;16395;17062,True;True;True;True;True;True;True;True;True;True,1861;4758;11342;11884;12096;14341;15584;19451;19452;21180;22080,4327;10854;10855;10856;25550;26811;26812;27298;32262;32263;34962;43662;43663;43664;47632;49783,7905;19925;45838;48073;48074;48075;48994;57321;57322;61931;61932;61933;77010;77011;77012;77013;84585;84586;84587;84588;88511,7905;19925;45838;48074;48994;57322;61933;77011;84585;88511,3089;3090,,980;991,,-1;-1;-1,protein_2332,quanti,quanti,quanti,quanti
DNTTIP2,20.5256542887941,2.51981024340883e-07,Q5QJE6;E9PRB3;J3KP30,Q5QJE6;E9PRB3;J3KP30,2;1;1,2;1;1,2;1;1,Deoxynucleotidyltransferase terminal-interacting protein 2,sp|Q5QJE6|TDIF2_HUMAN Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens OX=9606 GN=DNTTIP2 PE=1 SV=2;tr|E9PRB3|E9PRB3_HUMAN Deoxynucleotidyltransferase terminal-interacting protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=DNTTIP2 PE,3,2,2,2,0,0,1,2,0,0,1,2,0,0,1,2,3.4,3.4,3.4,84.468,756,756;161;601,0.0011074,2.2022,,,By MS/MS,By MS/MS,1.275,3.9999,2.9783,3,0,Median,,,0.90863,1.3367,,,3.8752,4.056,,,,1.9697,0,0,1,2,0,0,0,0,Median,Median,Median,Median,0.0,0.0,2.4,3.4,159810000,78122000,81692000,0,0,0,0,0,0,65852000,36824000,29028000,93962000,41298000,52664000,,,,2336,11764;18353,True;True,15372;23697,34490;53419;53420,61114;95125;95126;95127;95128;95129;95130,61114;95126,,,,,-1;-1;-1,protein_2337,quanti,quanti,imputed MEC,imputed MEC
EXOSC6,21.5371094319048,2.54702368690259e-07,Q5RKV6,Q5RKV6,3,3,3,Exosome complex component MTR3,sp|Q5RKV6|EXOS6_HUMAN Exosome complex component MTR3 OS=Homo sapiens OX=9606 GN=EXOSC6 PE=1 SV=1,1,3,3,3,0,0,3,3,0,0,3,3,0,0,3,3,13.2,13.2,13.2,28.235,272,272,0.0,5.728,,,By MS/MS,By MS/MS,0.34698,1.1927,111.79,6,6,Median,,,0.36887,0.32639,,,1.4816,0.9601,,,146.73,94.331,0,0,3,3,0,0,3,3,Median,Median,Median,Median,0.0,0.0,13.2,13.2,280910000,159980000,120930000,0,0,0,0,0,0,124100000,65223000,58878000,156810000,94758000,62050000,,,,2341,4847;10888;17047,True;True;True,6266;14322;22063,14216;14217;32213;32214;49745;49746,25988;25989;57214;57215;57216;57217;57218;88452;88453,25989;57216;88452,,,,,-1,protein_2342,quanti,quanti,imputed MEC,imputed MEC
C9orf64,-20.1456100876783,3.05357931967878e-07,Q5T6V5;Q5T6V6;Q5T6V7,Q5T6V5,3;1;1,3;1;1,3;1;1,UPF0553 protein C9orf64,sp|Q5T6V5|QSPP_HUMAN Queuosine salvage protein OS=Homo sapiens OX=9606 GN=C9orf64 PE=1 SV=1,3,3,3,3,2,2,0,0,2,2,0,0,2,2,0,0,10.3,10.3,10.3,39.028,341,341;60;200,0.0,4.0417,By MS/MS,By MS/MS,,,0.33812,0.80915,11.961,4,2,Median,0.33529,0.37036,,,0.80915,0.77774,,,6.7368,19.187,,,2,2,0,0,1,1,0,0,Median,Median,Median,Median,5.3,7.3,0.0,0.0,65938000,45128000,20810000,31100000,22321000,8779500,34838000,22807000,12031000,0,0,0,0,0,0,,,,2351,3838;12043;16254,True;True;True,4928;15726;21003,11251;35270;47241;47242,20610;20611;62483;83852;83853,20610;62483;83852,,,,,-1;-1;-1,protein_2352,imputed MEC,imputed MEC,quanti,quanti
CROCC,-1.07092117599887,0.0974108274343937,Q5TZA2;B1AKD8,Q5TZA2,3;1,3;1,3;1,Rootletin,sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1,2,3,3,3,1,3,1,1,1,3,1,1,1,3,1,1,1.8,1.8,1.8,228.52,2017,2017;1311,0.00058072,2.5295,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32044,1.0561,73.814,8,1,Median,0.32541,0.50004,0.2348,0.33151,1.1693,1.522,0.68548,0.86443,,120.96,56.801,32.645,1,3,2,2,0,1,0,0,Median,Median,Median,Median,0.4,1.8,0.4,0.4,669060000,491540000,177520000,124660000,95816000,28839000,305100000,215320000,89783000,115630000,91696000,23938000,123660000,88705000,34957000,,,,2363,5279;8476;13219,True;True;True,6887;11263;11264;17204,15634;25369;25370;25371;25372;25373;25374;38441,28374;45534;45535;45536;45537;45538;45539;45540;45541;45542;45543;45544;68001,28374;45535;68001,,,,,-1;-1,protein_2364,quanti,quanti,quanti,quanti
