DET1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
DLAT,0.2954883032,0.0712949782374745,0,P10515;H0YDD4;E9PEJ4,P10515;H0YDD4;E9PEJ4,11;11;11,11;11;11,11;11;11,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial;Acetyltransferase component of pyruvate dehydrogenase complex",DLAT,"sp|P10515|ODP2_HUMAN Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=3;tr|H0YDD4|H0YDD4_HUMAN Acetyltransferase component of pyruvate dehydrogenase complex (Fr",11,11,15.5,647
NUP155,-0.2965070076,0.218195735662804,0,O75694;E9PF10;D6RA13,O75694;E9PF10,5;5;1,5;5;1,5;5;1,Nuclear pore complex protein Nup155,NUP155,sp|O75694|NU155_HUMAN Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155 PE=1 SV=1;tr|E9PF10|E9PF10_HUMAN Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155 PE=1 SV=1,5,5,5.5,1391
MTCH2,-0.2236926452,0.151283073084256,0,Q9Y6C9;E9PIE4,Q9Y6C9;E9PIE4,8;8,8;8,8;8,Mitochondrial carrier homolog 2,MTCH2,sp|Q9Y6C9|MTCH2_HUMAN Mitochondrial carrier homolog 2 OS=Homo sapiens OX=9606 GN=MTCH2 PE=1 SV=1;tr|E9PIE4|E9PIE4_HUMAN Mitochondrial carrier homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=MTCH2 PE=1 SV=8,8,8,27.4,303
THY1,-0.6673040053,0.0641999608283679,0,P04216;E9PIM6;E9PNQ8;J3QRJ3,P04216;E9PIM6;E9PNQ8;J3QRJ3,3;3;3;2,3;3;3;2,3;3;3;2,Thy-1 membrane glycoprotein,THY1,sp|P04216|THY1_HUMAN Thy-1 membrane glycoprotein OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=2;tr|E9PIM6|E9PIM6_HUMAN Thy-1 membrane glycoprotein (Fragment) OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=8;tr|E9PNQ8|E9PNQ8_HUMAN Thy-1 membrane glycoprotein (Fragment),3,3,18.6,161
SSR2,-0.3055854447,0.174499259748586,0,P43308;E9PNP2;E9PQJ7;E9PLP2;E9PN13;E9PQ05;E9PJ35;E9PQI4,P43308;E9PNP2;E9PQJ7;E9PLP2;E9PN13;E9PQ05;E9PJ35;E9PQI4,2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2,Translocon-associated protein subunit beta,SSR2,sp|P43308|SSRB_HUMAN Translocon-associated protein subunit beta OS=Homo sapiens OX=9606 GN=SSR2 PE=1 SV=1;tr|E9PNP2|E9PNP2_HUMAN Translocon-associated protein subunit beta OS=Homo sapiens OX=9606 GN=SSR2 PE=1 SV=1;tr|E9PQJ7|E9PQJ7_HUMAN Translocon-associat,2,2,8.7,183
EEF1D,0.1470004851,0.373799048495721,0,P29692;E9PK01;A0A087X1X7;E9PRY8;E9PPR1;E9PL12;E9PQ49;E9PI39;E9PMW7;H0YCK7;E9PQZ1;E9PIZ1;E9PK06;E9PK72;E9PKK3;H0YE72;H0YE58;E9PJD0;E9PQC9;E9PNW6,P29692;E9PK01;A0A087X1X7;E9PRY8;E9PPR1;E9PL12;E9PQ49;E9PI39;E9PMW7;H0YCK7;E9PQZ1;E9PIZ1,22;22;19;19;17;17;17;17;16;13;13;12;10;8;6;5;5;4;4;4,22;22;19;19;17;17;17;17;16;13;13;12;10;8;6;5;5;4;4;4,10;10;10;10;5;5;5;5;5;5;5;5;2;2;0;5;5;0;4;0,Elongation factor 1-delta,EEF1D,sp|P29692|EF1D_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5;tr|E9PK01|E9PK01_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1;tr|A0A087X1X7|A0A087X1X7_HUMAN Elongation factor 1-delta OS=Hom,22,10,62.6,281
PRMT1,0.2396899824,0.352787038553442,0,Q99873;E9PKG1;E9PIX6;E9PNR9;E9PQ98;H0YDE4;E9PMW9,Q99873;E9PKG1;E9PIX6;E9PNR9;E9PQ98;H0YDE4,7;7;5;4;4;4;1,7;7;5;4;4;4;1,7;7;5;4;4;4;1,Protein arginine N-methyltransferase 1,PRMT1,sp|Q99873|ANM1_HUMAN Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=3;tr|E9PKG1|E9PKG1_HUMAN Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=1;tr|E9PIX6|E9PIX6_HUMAN Protein arginine N-methyl,7,7,25.3,371
NDUFS8,0.3459208446,0.0625283469949049,0,O00217;E9PN51;F8W9K7;E9PKH6;E9PPW7,O00217;E9PN51;F8W9K7;E9PKH6;E9PPW7,3;3;3;3;3,3;3;3;3;3,3;3;3;3;3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",NDUFS8,"sp|O00217|NDUS8_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1;tr|E9PN51|E9PN51_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Fragment) OS=Homo sapiens OX",3,3,17.6,210
NPEPPS,-0.2482609373,0.164071840726441,0,P55786;E9PLK3;H0YDG0;A6NEC2;E9PP11;H0YCQ5;E9PJ74;E9PRQ5,P55786;E9PLK3,20;20;7;5;3;1;1;1,20;20;7;5;3;1;1;1,20;20;7;5;3;1;1;1,Puromycin-sensitive aminopeptidase,NPEPPS,sp|P55786|PSA_HUMAN Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2;tr|E9PLK3|E9PLK3_HUMAN Aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=1,20,20,26.4,919
FDFT1,-0.603515202,0.358024160755662,0,P37268;E9PNM1;E9PJG4;A0A1W2PQ47;E9PQ90;E9PNJ2;E9PSH1;E9PS69,P37268;E9PNM1;E9PJG4;A0A1W2PQ47,3;3;2;2;1;1;1;1,3;3;2;2;1;1;1;1,3;3;2;2;1;1;1;1,Squalene synthase,FDFT1,sp|P37268|FDFT_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1;tr|E9PNM1|E9PNM1_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1;tr|E9PJG4|E9PJG4_HUMAN Squalene synthase (Fragment) OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 ,3,3,8.6,417
RAE1,0.3461693639,0.0393614137850143,0,P78406;E9PPG9;E9PQ57;B0QZ36,P78406;E9PPG9;E9PQ57,4;4;4;1,4;4;4;1,4;4;4;1,mRNA export factor,RAE1,sp|P78406|RAE1L_HUMAN mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1;tr|E9PPG9|E9PPG9_HUMAN mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1;tr|E9PQ57|E9PQ57_HUMAN mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1,4,4,13.3,368
TMEM258,-0.0346682061,0.79378180508196,0,P61165;F5GWH5,P61165;F5GWH5,1;1,1;1,1;1,Transmembrane protein 258,TMEM258,sp|P61165|TM258_HUMAN Transmembrane protein 258 OS=Homo sapiens OX=9606 GN=TMEM258 PE=1 SV=1;tr|F5GWH5|F5GWH5_HUMAN Transmembrane protein 258 OS=Homo sapiens OX=9606 GN=TMEM258 PE=1 SV=1,1,1,10.1,79
ALCAM,0.2955016086,0.156097142169128,0,Q13740;F5GXJ9;H7C543,Q13740;F5GXJ9,7;7;3,7;7;3,7;7;3,CD166 antigen,ALCAM,sp|Q13740|CD166_HUMAN CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=2;tr|F5GXJ9|F5GXJ9_HUMAN CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=1,7,7,14.4,583
OTUB1,0.1070932181,0.690511101748218,0,Q96FW1;F5GYN4;J3KR44;F5H6Q1;F5H3F0;F5GYJ8,Q96FW1;F5GYN4;J3KR44;F5H6Q1;F5H3F0;F5GYJ8,4;4;4;4;3;3,4;4;4;4;3;3,4;4;4;4;3;3,Ubiquitin thioesterase OTUB1,OTUB1,sp|Q96FW1|OTUB1_HUMAN Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=2;tr|F5GYN4|F5GYN4_HUMAN Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=1;tr|J3KR44|J3KR44_HUMAN Ubiquitin thioesterase OS=Homo sapiens OX=96,4,4,20.7,271
SLC3A2,-0.0001353176,0.999155526347715,0,P08195;F5GZS6;J3KPF3;H0YFS2;F5H0E2;F5GZI0;F5H867;H0YFX4;F5GZR9,P08195;F5GZS6;J3KPF3;H0YFS2,22;22;22;11;8;5;4;2;1,22;22;22;11;8;5;4;2;1,22;22;22;11;8;5;4;2;1,4F2 cell-surface antigen heavy chain,SLC3A2,sp|P08195|4F2_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3;tr|F5GZS6|F5GZS6_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=1;tr|J3KPF3|J3KPF3_HUMAN 4F2 cell-surface antigen hea,22,22,33.8,630
SNRPG;SNRPGP15,-0.758578675,0.0238617264289905,0,P62308;Q49AN9;F5H013;A8MWD9;C9JVQ0,P62308;Q49AN9;F5H013;A8MWD9;C9JVQ0,4;4;4;2;2,4;4;4;2;2,4;4;4;2;2,Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15,SNRPG;SNRPGP15,sp|P62308|RUXG_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1;tr|Q49AN9|Q49AN9_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1;tr|F5H013|F5H013_HUMAN Small nuclear ribonucleoprotein G O,4,4,30.3,76
GPHN,0.7821598828,0.418384526798813,0,Q9NQX3;G3V4R0;G3V355;G3V582;F5H039;G3V4D2,Q9NQX3;G3V4R0;G3V355;G3V582;F5H039;G3V4D2,2;2;2;2;2;1,2;2;2;2;2;1,2;2;2;2;2;1,Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase,GPHN,sp|Q9NQX3|GEPH_HUMAN Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1;tr|G3V4R0|G3V4R0_HUMAN Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1;tr|G3V355|G3V355_HUMAN Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1;tr|G3V582|G3V582_HUMAN Gephyrin OS=H,2,2,3.7,736
CPSF7,-0.3434951547,0.0896570877922149,0,Q8N684;F5H6M0;F5H047;F5H669;J3QT54;F5H5B7;F5H1W4;F5H2K8;F5H6P5;F5H6A8;F5GXA3;C9JM38;C9J286;C9J323,Q8N684;F5H6M0;F5H047;F5H669;J3QT54,4;4;4;4;3;1;1;1;1;1;1;1;1;1,4;4;4;4;3;1;1;1;1;1;1;1;1;1,4;4;4;4;3;1;1;1;1;1;1;1;1;1,Cleavage and polyadenylation specificity factor subunit 7,CPSF7,sp|Q8N684|CPSF7_HUMAN Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=1;tr|F5H6M0|F5H6M0_HUMAN Cleavage and polyadenylation-specificity factor subunit 7 (Fragment) OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=,4,4,9.3,471
SEC23A,0.0801512959,0.534293221849945,0,Q15436;F5H365;G3V4V1;G3V1W4;G3V3G5;G3V2R6;G3V5X8;G3V4Q2,Q15436;F5H365;G3V4V1;G3V1W4;G3V3G5;G3V2R6;G3V5X8;G3V4Q2,6;6;4;4;4;4;3;3,6;6;4;4;4;4;3;3,3;3;1;1;1;1;1;1,Protein transport protein Sec23A,SEC23A,sp|Q15436|SC23A_HUMAN Protein transport protein Sec23A OS=Homo sapiens OX=9606 GN=SEC23A PE=1 SV=2;tr|F5H365|F5H365_HUMAN Protein transport protein SEC23 OS=Homo sapiens OX=9606 GN=SEC23A PE=1 SV=1;tr|G3V4V1|G3V4V1_HUMAN Protein transport protein SEC23 (Fr,6,3,7.5,765
NAP1L1,0.0533142976,0.674629475644806,0,P55209;F8VY35;F8W0J6;F5H4R6;H0YIV4;H0YHC3;F8W020;F8W118;F8VV59;B7Z9C2;H0YH88;F8VUX1;F8VXI6;F8VRJ2;F8VVB5;B7Z4K9,P55209;F8VY35;F8W0J6;F5H4R6;H0YIV4;H0YHC3;F8W020;F8W118;F8VV59;B7Z9C2;H0YH88;F8VUX1;F8VXI6;F8VRJ2;F8VVB5,14;14;14;14;14;13;13;13;13;13;12;12;11;10;10;1,14;14;14;14;14;13;13;13;13;13;12;12;11;10;10;1,2;2;2;2;2;1;2;1;1;1;0;2;2;1;1;0,Nucleosome assembly protein 1-like 1,NAP1L1,sp|P55209|NP1L1_HUMAN Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1;tr|F8VY35|F8VY35_HUMAN Nucleosome assembly protein 1-like 1 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1;tr|F8W0J6|F8W0J6_HUMAN Nucleosome asse,14,2,34.5,391
TUBA1C,0.1221970138,0.44129917286604,0,Q9BQE3;F5H5D3;A0A1W2PQM2;F8VVB9;F8VRZ4;F8VS66;F8VX09;F8VWV9;C9JEV8;A6NHL2;C9JQ00;C9JJQ8;F8VRK0;F8W0F6;C9JDL2;C9K0S6;Q9H853;F8VXZ7,Q9BQE3;F5H5D3;A0A1W2PQM2,42;42;28;17;11;11;7;7;5;5;5;5;4;2;2;2;1;1,2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,Tubulin alpha-1C chain,TUBA1C,sp|Q9BQE3|TBA1C_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|F5H5D3|F5H5D3_HUMAN Tubulin alpha chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|A0A1W2PQM2|A0A1W2PQM2_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN,42,2,73.5,449
GRSF1,0.1248197849,0.376067319501911,0,Q12849;H0Y8R1;F5H5I6;H0YAK1;H0YAM1,Q12849;H0Y8R1;F5H5I6;H0YAK1,8;8;8;8;2,8;8;8;8;2,8;8;8;8;2,G-rich sequence factor 1,GRSF1,sp|Q12849|GRSF1_HUMAN G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=3;tr|H0Y8R1|H0Y8R1_HUMAN G-rich sequence factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=1;tr|F5H5I6|F5H5I6_HUMAN G-rich sequence factor 1 OS=Homo sapiens ,8,8,23.1,480
MYO1C,0.0194671268,0.950297929660709,0,O00159;F5H6E2;I3L501;I3L3Y6;I3L3F5,O00159;F5H6E2,16;16;4;4;3,16;16;4;4;3,16;16;4;4;3,Unconventional myosin-Ic,MYO1C,sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4;tr|F5H6E2|F5H6E2_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=1,16,16,18,1063
MAGOHB,-0.2070597056,0.176718172586065,0,Q96A72;F5H6N1;F5H3U9;F5H124;F5H6P7,Q96A72;F5H6N1,5;5;1;1;1,5;5;1;1;1,1;1;0;1;0,Protein mago nashi homolog 2,MAGOHB,sp|Q96A72|MGN2_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1;tr|F5H6N1|F5H6N1_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1,5,1,32.4,148
GNS,-0.6608921588,0.0178684064786508,0,P15586;H7C3P4;F6S8M0;F5H4C6;H0YFA9,P15586;H7C3P4;F6S8M0;F5H4C6;H0YFA9,7;7;7;6;4,7;7;7;6;4,7;7;7;6;4,N-acetylglucosamine-6-sulfatase,GNS,sp|P15586|GNS_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3;tr|H7C3P4|H7C3P4_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=1;tr|F6S8M0|F6S8M0_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapi,7,7,16.1,552
RANBP1,0.5644599505,0.00998471545357236,0,P43487;F6WQW2;C9JXG8;C9JGV6;C9JJ34;C9JDM3;C9JIC6,P43487;F6WQW2;C9JXG8;C9JGV6;C9JJ34,7;7;6;6;5;3;2,7;7;6;6;5;3;2,7;7;6;6;5;3;2,Ran-specific GTPase-activating protein,RANBP1,sp|P43487|RANG_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|F6WQW2|F6WQW2_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|C9JXG8|C9JXG8_HUMAN Ran-specific GTPase-act,7,7,40.3,201
CAD,0.0876654955,0.573524574978426,0,P27708;F8VPD4;H7C2E4;H7BZB3,P27708;F8VPD4,30;30;6;3,30;30;6;3,30;30;6;3,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3;tr|F8VPD4|F8VPD4_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=1,30,30,18,2225
LIMA1,-0.7685428317,0.341906668174217,0,Q9UHB6;F8VQE1;F8VS07;F8VRN8,Q9UHB6;F8VQE1;F8VS07,11;11;8;3,11;11;8;3,11;11;8;3,LIM domain and actin-binding protein 1,LIMA1,sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VQE1|F8VQE1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VS07|F8VS07_HUMAN LIM domain and actin-bin,11,11,16.7,759
PPP1R12A,-0.1578670468,0.403509791539646,0,O14974;H0YIS4;F8VZN8;H0YHI8;A0A3B3ISH4,O14974;H0YIS4;F8VZN8;H0YHI8;A0A3B3ISH4,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Protein phosphatase 1 regulatory subunit 12A,PPP1R12A,sp|O14974|MYPT1_HUMAN Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1;tr|H0YIS4|H0YIS4_HUMAN Protein phosphatase 1 regulatory subunit 12A (Fragment) OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1;tr|F8VZN8|F8VZN8_H,2,2,1.8,1030
AK2,-0.0147541359,0.931392861647937,0,P54819;F8W1A4;G3V213;F8VZG5;A0A5F9ZHP2;F8VY04;A0A5K1VW67;F8VPP1,P54819;F8W1A4;G3V213;F8VZG5;A0A5F9ZHP2;F8VY04;A0A5K1VW67,12;12;8;8;8;8;8;3,12;12;8;8;8;8;8;3,12;12;8;8;8;8;8;3,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed;Adenylate kinase 2, mitochondrial",AK2,"sp|P54819|KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2;tr|F8W1A4|F8W1A4_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=1;tr|G3V213|G3V213_HUMAN Adenylate kinase 2, isoform CRA_a OS=Ho",12,12,51,239
MYL6,-0.1773421958,0.337688538249987,0,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3;G3V1Y7;P14649;F8VZU9;F8W1I5;F8W180;F8VXL3;H0YI43,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3,13;13;13;10;10;10;8;6;3;3;3;3;1;1,13;13;13;10;10;10;8;6;3;3;3;3;1;1,13;13;13;10;10;10;8;6;3;3;3;3;1;1,Myosin light polypeptide 6,MYL6,sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2;tr|F8W1R7|F8W1R7_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1;tr|G3V1V0|G3V1V0_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 ,13,13,67.5,151
HNRNPA1;HNRNPA1L2,-0.1173205322,0.442859947722421,0,P09651;F8W6I7;F8VZ49;A0A2R8Y4L2;F8W646;Q32P51;F8VTQ5;H0YH80;F8VYN5,P09651;F8W6I7;F8VZ49;A0A2R8Y4L2;F8W646;Q32P51,24;24;18;14;13;12;11;10;8,24;24;18;14;13;12;11;10;8,24;24;18;14;13;12;11;10;8,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2",HNRNPA1;HNRNPA1L2,sp|P09651|ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5;tr|F8W6I7|F8W6I7_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2;tr|F8VZ49|F8VZ49_HUMAN Heterogeneous,24,24,56.5,372
MRE11A,-0.2993172946,0.0936965215797038,0,P49959;F8W7U8;F5GXT0;F5H742;F5H256,P49959;F8W7U8;F5GXT0,4;4;2;1;1,4;4;2;1;1,4;4;2;1;1,Double-strand break repair protein MRE11A,MRE11A,sp|P49959|MRE11_HUMAN Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3;tr|F8W7U8|F8W7U8_HUMAN Double-strand break repair protein OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=1;tr|F5GXT0|F5GXT0_HUMAN Double-strand break repair,4,4,7.8,708
IGF2BP2,-3.1327017415,0.00396823683920808,1,Q9Y6M1;F8W930,Q9Y6M1;F8W930,4;4,4;4,4;4,Insulin-like growth factor 2 mRNA-binding protein 2,IGF2BP2,sp|Q9Y6M1|IF2B2_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2;tr|F8W930|F8W930_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=1,4,4,8,599
PARP2,-0.5131741633,0.0949147601442778,0,Q9UGN5;H0YH02;G3V167,Q9UGN5;H0YH02;G3V167,1;1;1,1;1;1,1;1;1,Poly [ADP-ribose] polymerase 2,PARP2,sp|Q9UGN5|PARP2_HUMAN Poly [ADP-ribose] polymerase 2 OS=Homo sapiens OX=9606 GN=PARP2 PE=1 SV=2;tr|H0YH02|H0YH02_HUMAN Poly [ADP-ribose] polymerase (Fragment) OS=Homo sapiens OX=9606 GN=PARP2 PE=1 SV=1;tr|G3V167|G3V167_HUMAN Poly [ADP-ribose] polymerase OS,1,1,2.2,583
API5,-0.0420226623,0.829522920753091,0,Q9BZZ5;G3V1C3;E9PQK6;H0YER7,Q9BZZ5;G3V1C3,8;8;3;2,8;8;3;2,8;8;3;2,Apoptosis inhibitor 5,API5,sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3;tr|G3V1C3|G3V1C3_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=1,8,8,17.6,524
LIN7C,0.2060702284,0.469339458638651,0,Q9NUP9;G3V1D4,Q9NUP9;G3V1D4,3;3,3;3,3;3,Protein lin-7 homolog C,LIN7C,"sp|Q9NUP9|LIN7C_HUMAN Protein lin-7 homolog C OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1;tr|G3V1D4|G3V1D4_HUMAN Lin-7 homolog C (C. elegans), isoform CRA_b OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1",3,3,15.7,197
GOLT1B,-0.0504520351,0.689454344756244,0,Q9Y3E0;G3V1U5;F5H6U7,Q9Y3E0;G3V1U5;F5H6U7,3;3;2,3;3;2,3;3;2,Vesicle transport protein GOT1B,GOLT1B,"sp|Q9Y3E0|GOT1B_HUMAN Vesicle transport protein GOT1B OS=Homo sapiens OX=9606 GN=GOLT1B PE=1 SV=1;tr|G3V1U5|G3V1U5_HUMAN Golgi transport 1 homolog B (S. cerevisiae), isoform CRA_c OS=Homo sapiens OX=9606 GN=GOLT1B PE=1 SV=1;tr|F5H6U7|F5H6U7_HUMAN Vesicle t",3,3,20.3,138
SNW1,-0.1959943081,0.228818097451423,0,Q13573;G3V3A4;G3V4X8;G3V5R3,Q13573;G3V3A4;G3V4X8,6;6;4;2,6;6;4;2,6;6;4;2,SNW domain-containing protein 1,SNW1,sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V3A4|G3V3A4_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V4X8|G3V4X8_HUMAN SNW domain-containing protein 1 OS=Homo s,6,6,18.7,536
GSTZ1,1.2829525787,0.0104607217800238,1,G3V4T6;O43708;G3V3B9;A0A0A0MR33;G3V267;G3V5T0;A0A0C4DFM0,G3V4T6;O43708;G3V3B9;A0A0A0MR33;G3V267;G3V5T0;A0A0C4DFM0,4;3;3;3;3;3;3,4;3;3;3;3;3;3,4;3;3;3;3;3;3,Maleylacetoacetate isomerase,GSTZ1,tr|G3V4T6|G3V4T6_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=1;sp|O43708|MAAI_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3;tr|G3V3B9|G3V3B9_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens ,4,4,28.1,217
