WDTC1_vs_BirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
CPSF7,-0.3574204483,0.0747822974614977,0,Q8N684;J3QT54;F5H6M0;F5H047;F5H669;C9JM38;C9J286;C9J323,Q8N684;J3QT54;F5H6M0;F5H047;F5H669;C9JM38;C9J286;C9J323,2;2;2;2;2;1;1;1,2;2;2;2;2;1;1;1,2;2;2;2;2;1;1;1,Cleavage and polyadenylation specificity factor subunit 7,CPSF7,sp|Q8N684|CPSF7_HUMAN Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=1;tr|J3QT54|J3QT54_HUMAN Cleavage and polyadenylation-specificity factor subunit 7 (Fragment) OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=,2,2,4.7,471
NAP1L1,0.4424627506,0.00734919989358435,0,P55209;F8VY35;F5H4R6;H0YIV4;F8W0J6;F8VV59;F8W020;F8W118;F8VUX1;B7Z9C2;H0YH88;H0YHC3;F8VXI6;F8VRJ2;F8VVB5;B7Z4K9,P55209;F8VY35;F5H4R6;H0YIV4;F8W0J6;F8VV59;F8W020;F8W118;F8VUX1;B7Z9C2;H0YH88;H0YHC3;F8VXI6;F8VRJ2;F8VVB5,16;16;16;16;15;14;13;13;13;13;12;12;11;10;9;2,16;16;16;16;15;14;13;13;13;13;12;12;11;10;9;2,3;3;3;3;3;1;3;1;3;1;0;1;3;1;1;0,Nucleosome assembly protein 1-like 1,NAP1L1,sp|P55209|NP1L1_HUMAN Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1;tr|F8VY35|F8VY35_HUMAN Nucleosome assembly protein 1-like 1 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1;tr|F5H4R6|F5H4R6_HUMAN Nucleosome asse,16,3,48.3,391
TUBA1C,0.10082982,0.356277119825366,0,Q9BQE3;F5H5D3;A0A1W2PQM2;F8VVB9;F8VRZ4;F8VS66;F8VX09;F8VWV9;A6NHL2;F8VRK0;C9JEV8;C9JQ00;C9JJQ8;F8W0F6;C9JDL2;C9K0S6;Q9H853;F8VXZ7,Q9BQE3;F5H5D3;A0A1W2PQM2,42;42;29;17;11;11;7;7;6;4;3;3;3;2;2;2;1;1,6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,Tubulin alpha-1C chain,TUBA1C,sp|Q9BQE3|TBA1C_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|F5H5D3|F5H5D3_HUMAN Tubulin alpha chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|A0A1W2PQM2|A0A1W2PQM2_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN,42,3,72.8,449
GRSF1,0.0266246019,0.818608091509247,0,Q12849;H0Y8R1;F5H5I6;H0YAK1;H0YAM1,Q12849;H0Y8R1;F5H5I6;H0YAK1,8;8;8;8;2,8;8;8;8;2,8;8;8;8;2,G-rich sequence factor 1,GRSF1,sp|Q12849|GRSF1_HUMAN G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=3;tr|H0Y8R1|H0Y8R1_HUMAN G-rich sequence factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=1;tr|F5H5I6|F5H5I6_HUMAN G-rich sequence factor 1 OS=Homo sapiens ,8,8,22.7,480
MYO1C,-0.1507843101,0.666322432140073,0,O00159;F5H6E2;I3L501;I3L3Y6,O00159;F5H6E2,11;11;3;3,11;11;3;3,11;11;3;3,Unconventional myosin-Ic,MYO1C,sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4;tr|F5H6E2|F5H6E2_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=1,11,11,13.3,1063
ATL3,-0.0064837738,0.944737530784885,0,Q6DD88;F5H6I7,Q6DD88;F5H6I7,1;1,1;1,1;1,Atlastin-3,ATL3,sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1;tr|F5H6I7|F5H6I7_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1,1,1,1.3,541
GNS,-0.8150389856,0.000717976227763291,0,P15586;H7C3P4;F6S8M0;F5H4C6;H0YFA9,P15586;H7C3P4;F6S8M0;F5H4C6,7;7;7;6;3,7;7;7;6;3,7;7;7;6;3,N-acetylglucosamine-6-sulfatase,GNS,sp|P15586|GNS_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3;tr|H7C3P4|H7C3P4_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=1;tr|F6S8M0|F6S8M0_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapi,7,7,21.2,552
GLOD4,-0.081201338,0.67116719633909,0,Q9HC38;F6TLX2;I3L3Q4;I3NI27;I3NI24;I3L2C2;I3L1F4;I3L277;I3L1I0,Q9HC38;F6TLX2;I3L3Q4,6;6;5;1;1;1;1;1;1,6;6;5;1;1;1;1;1;1,6;6;5;1;1;1;1;1;1,Glyoxalase domain-containing protein 4,GLOD4,sp|Q9HC38|GLOD4_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1;tr|F6TLX2|F6TLX2_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1;tr|I3L3Q4|I3L3Q4_HUMAN Glyoxalase domain-contai,6,6,26.5,313
POLDIP3,-0.298169535,0.0642456232673726,0,Q9BY77;F6VRR5;Q8WUT1;F8WCX5;Q6R954;F8WEE2,Q9BY77;F6VRR5;Q8WUT1;F8WCX5,3;3;2;2;1;1,3;3;2;2;1;1,3;3;2;2;1;1,Polymerase delta-interacting protein 3,POLDIP3,sp|Q9BY77|PDIP3_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2;tr|F6VRR5|F6VRR5_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=1;tr|Q8WUT1|Q8WUT1_HUMAN POLDIP3 protein OS=H,3,3,11.4,421
CAD,0.1150820047,0.274243995220233,0,P27708;F8VPD4;H7C2E4;H7BZB3,P27708;F8VPD4,25;25;6;2,25;25;6;2,25;25;6;2,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3;tr|F8VPD4|F8VPD4_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=1,25,25,16,2225
LIMA1,-0.6946963951,0.393294565116843,0,Q9UHB6;F8VQE1;F8VS07;F8VRN8,Q9UHB6;F8VQE1;F8VS07,13;13;11;2,13;13;11;2,13;13;11;2,LIM domain and actin-binding protein 1,LIMA1,sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VQE1|F8VQE1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VS07|F8VS07_HUMAN LIM domain and actin-bin,13,13,22.4,759
CHMP1A,-0.4534461613,0.0134362582480502,0,Q9HD42;F8VUA2;F8VVT7,Q9HD42;F8VUA2;F8VVT7,1;1;1,1;1;1,1;1;1,Charged multivesicular body protein 1a,CHMP1A,sp|Q9HD42|CHM1A_HUMAN Charged multivesicular body protein 1a OS=Homo sapiens OX=9606 GN=CHMP1A PE=1 SV=1;tr|F8VUA2|F8VUA2_HUMAN Charged multivesicular body protein 1a OS=Homo sapiens OX=9606 GN=CHMP1A PE=1 SV=1;tr|F8VVT7|F8VVT7_HUMAN Charged multivesicular,1,1,4.6,196
COPZ1,-0.116891131,0.251306623932738,0,P61923;F8VXB1;F8VUC5;F8W156;F8W651;F8VYZ4;F8VVA7;F8VXR1,P61923;F8VXB1;F8VUC5;F8W156;F8W651;F8VYZ4;F8VVA7;F8VXR1,2;2;2;2;2;2;2;1,2;2;2;2;2;2;2;1,2;2;2;2;2;2;2;1,Coatomer subunit zeta-1,COPZ1,sp|P61923|COPZ1_HUMAN Coatomer subunit zeta-1 OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1;tr|F8VXB1|F8VXB1_HUMAN Coatomer subunit zeta (Fragment) OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1;tr|F8VUC5|F8VUC5_HUMAN Coatomer subunit zeta OS=Homo sapiens OX=9606,2,2,16.4,177
DENR,0.2528744288,0.0358346370621962,0,O43583;F8VVL1,O43583;F8VVL1,1;1,1;1,1;1,Density-regulated protein,DENR,sp|O43583|DENR_HUMAN Density-regulated protein OS=Homo sapiens OX=9606 GN=DENR PE=1 SV=2;tr|F8VVL1|F8VVL1_HUMAN Density-regulated protein OS=Homo sapiens OX=9606 GN=DENR PE=1 SV=1,1,1,8.6,198
SLC25A3,0.2096938858,0.0653889608512533,0,F8VVM2;Q00325;F8VWQ0;F8VZL5;F8VWR4,F8VVM2;Q00325,9;8;3;2;2,9;8;3;2;2,9;8;3;2;2,"Phosphate carrier protein, mitochondrial",SLC25A3,"tr|F8VVM2|F8VVM2_HUMAN Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=1;sp|Q00325|MPCP_HUMAN Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2",9,9,29.9,324
SMARCC2,-0.6090440025,0.0194641304752137,0,Q8TAQ2;F8VXC8;F8VZW6,Q8TAQ2;F8VXC8,5;5;1,2;2;1,2;2;1,SWI/SNF complex subunit SMARCC2,SMARCC2,sp|Q8TAQ2|SMRC2_HUMAN SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1;tr|F8VXC8|F8VXC8_HUMAN SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1,5,2,5.5,1214
PPP1CC,0.0165604362,0.904416258317318,0,P36873;F8VYE8;F8W0W8;F8VR82;A0A087WYY5,P36873;F8VYE8;F8W0W8;F8VR82,10;10;9;8;3,1;1;0;1;1,1;1;0;1;1,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase,PPP1CC,sp|P36873|PP1G_HUMAN Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1;tr|F8VYE8|F8VYE8_HUMAN Serine/threonine-protein phosphatase OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1;tr|F8W0W8|F8W0W8_HUMAN,10,1,32.5,323
PPP1R12A,-0.2004211462,0.221509943744884,0,O14974;F8VZN8;H0YIS4;H0YHI8;A0A3B3ISH4;F8VW28;H0YHL8,O14974;F8VZN8;H0YIS4;H0YHI8;A0A3B3ISH4,3;3;2;2;2;1;1,3;3;2;2;2;1;1,3;3;2;2;2;1;1,Protein phosphatase 1 regulatory subunit 12A,PPP1R12A,sp|O14974|MYPT1_HUMAN Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1;tr|F8VZN8|F8VZN8_HUMAN Protein phosphatase 1 regulatory subunit 12A (Fragment) OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1;tr|H0YIS4|H0YIS4_H,3,3,3.6,1030
PCBP2,-0.1148304436,0.287835636469883,0,Q15366;F8VZX2;H3BRU6;F8W0G4;F8VXH9;F8W1G6;P57721;J3QT27;E9PFP8;H3BND9;H3BSS4;F8VRH0,Q15366;F8VZX2;H3BRU6;F8W0G4;F8VXH9;F8W1G6,13;13;12;9;8;8;6;6;6;3;3;3,9;9;9;5;6;5;2;2;2;3;3;3,9;9;9;5;6;5;2;2;2;3;3;3,Poly(rC)-binding protein 2,PCBP2,sp|Q15366|PCBP2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|F8VZX2|F8VZX2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|H3BRU6|H3BRU6_HUMAN Poly(rC)-binding protein 2 (Fragment) OS=Homo sa,13,9,46,365
AK2,-0.0985440163,0.324064025345399,0,P54819;F8W1A4;F8VY04;A0A5K1VW67;G3V213;F8VZG5;A0A5F9ZHP2;F8VPP1,P54819;F8W1A4;F8VY04;A0A5K1VW67;G3V213;F8VZG5;A0A5F9ZHP2,12;12;9;9;8;8;8;3,12;12;9;9;8;8;8;3,12;12;9;9;8;8;8;3,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed;Adenylate kinase 2, mitochondrial",AK2,"sp|P54819|KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2;tr|F8W1A4|F8W1A4_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=1;tr|F8VY04|F8VY04_HUMAN Adenylate kinase 2, mitochondrial OS=Ho",12,12,61.1,239
MYL6,0.2163044779,0.19244053273029,0,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3;G3V1Y7;P14649;F8VZU9;F8W1I5;F8W180;F8VXL3;H0YI43,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3,13;13;13;10;10;10;8;6;3;3;3;3;1;1,13;13;13;10;10;10;8;6;3;3;3;3;1;1,13;13;13;10;10;10;8;6;3;3;3;3;1;1,Myosin light polypeptide 6,MYL6,sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2;tr|F8W1R7|F8W1R7_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1;tr|G3V1V0|G3V1V0_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 ,13,13,67.5,151
NAP1L1,0.0664419887,0.576024571181261,0,F8W543,F8W543,14,1,1,,NAP1L1,tr|F8W543|F8W543_HUMAN Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1,14,1,49.1,328
NRBP1,0.3314568893,0.12328736233781,0,Q9UHY1;F8W6G1;C9JHZ6,Q9UHY1;F8W6G1,3;3;1,3;3;1,3;3;1,Nuclear receptor-binding protein,NRBP1,sp|Q9UHY1|NRBP_HUMAN Nuclear receptor-binding protein OS=Homo sapiens OX=9606 GN=NRBP1 PE=1 SV=1;tr|F8W6G1|F8W6G1_HUMAN Nuclear receptor-binding protein OS=Homo sapiens OX=9606 GN=NRBP1 PE=1 SV=1,3,3,8.8,535
HNRNPA1,0.1740025809,0.210529075925449,0,P09651;F8W6I7;F8VZ49;A0A2R8Y4L2;F8W646;H0YH80;Q32P51;F8VTQ5;F8VYN5,P09651;F8W6I7;F8VZ49;A0A2R8Y4L2;F8W646;H0YH80,14;14;9;9;7;7;6;6;4,14;14;9;9;7;7;6;6;4,14;14;9;9;7;7;6;6;4,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed",HNRNPA1,sp|P09651|ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5;tr|F8W6I7|F8W6I7_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2;tr|F8VZ49|F8VZ49_HUMAN Heterogeneous,14,14,45.7,372
MRE11A,-0.1644658739,0.195793511243528,0,P49959;F8W7U8;F5GXT0,P49959;F8W7U8;F5GXT0,2;2;1,2;2;1,2;2;1,Double-strand break repair protein MRE11A,MRE11A,sp|P49959|MRE11_HUMAN Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3;tr|F8W7U8|F8W7U8_HUMAN Double-strand break repair protein OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=1;tr|F5GXT0|F5GXT0_HUMAN Double-strand break repair,2,2,4.5,708
IGF2BP2,-1.636900859,0.348034448797983,0,F8W930;Q9Y6M1;Q9NZI8,F8W930;Q9Y6M1,7;7;1,7;7;1,6;6;0,Insulin-like growth factor 2 mRNA-binding protein 2,IGF2BP2,tr|F8W930|F8W930_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=1;sp|Q9Y6M1|IF2B2_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2,7,6,16.4,605
EIF2A,-0.1720880584,0.515497940809016,0,Q9BY44;F8WAE5;C9IZE1;F8WF18;F8WAT3;H7C5Q3;H7C5R5,Q9BY44;F8WAE5;C9IZE1,8;8;6;2;2;2;1,8;8;6;2;2;2;1,8;8;6;2;2;2;1,"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",EIF2A,sp|Q9BY44|EIF2A_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3;tr|F8WAE5|F8WAE5_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=1;tr|C9IZE1|C9IZE1_HUMAN Eukaryotic tra,8,8,20.2,585
NDRG3,0.2510589027,0.163636835308773,0,Q9UGV2;F8WBF9;Q5TH30;Q5TH29,Q9UGV2;F8WBF9;Q5TH30;Q5TH29,2;2;2;1,2;2;2;1,2;2;2;1,Protein NDRG3,NDRG3,"sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2;tr|F8WBF9|F8WBF9_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=1;tr|Q5TH30|Q5TH30_HUMAN NDRG family member 3, isoform CRA_c OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 ",2,2,5.1,375
PMPCB,0.5006007466,0.0129501086750832,0,O75439;G3V0E4;F8WAZ6;F8WEA6;F8WBE1,O75439;G3V0E4;F8WAZ6,5;5;4;2;2,5;5;4;2;2,5;5;4;2;2,Mitochondrial-processing peptidase subunit beta,PMPCB,sp|O75439|MPPB_HUMAN Mitochondrial-processing peptidase subunit beta OS=Homo sapiens OX=9606 GN=PMPCB PE=1 SV=2;tr|G3V0E4|G3V0E4_HUMAN Mitochondrial-processing peptidase subunit beta OS=Homo sapiens OX=9606 GN=PMPCB PE=1 SV=1;tr|F8WAZ6|F8WAZ6_HUMAN Mitocho,5,5,12.5,489
CAPRIN1,-0.5415429635,0.124594256655898,0,Q14444;G3V153;E9PLA9,Q14444;G3V153;E9PLA9,5;5;4,5;5;4,5;5;4,Caprin-1,CAPRIN1,sp|Q14444|CAPR1_HUMAN Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2;tr|G3V153|G3V153_HUMAN Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=1;tr|E9PLA9|E9PLA9_HUMAN Caprin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=1,5,5,6.9,709
DPP3,0.8177916594,0.262507841131169,0,Q9NY33;G3V1D3;G3V180;E9PQ14;E9PNX5;E9PKK8;E9PPK9,Q9NY33;G3V1D3;G3V180;E9PQ14,4;4;4;3;1;1;1,4;4;4;3;1;1;1,4;4;4;3;1;1;1,Dipeptidyl peptidase 3,DPP3,sp|Q9NY33|DPP3_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=2;tr|G3V1D3|G3V1D3_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=1;tr|G3V180|G3V180_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1,4,4,8.5,737
API5,-0.441014818,0.0409694599256501,0,Q9BZZ5;G3V1C3;E9PQK6,Q9BZZ5;G3V1C3;E9PQK6,4;4;2,4;4;2,4;4;2,Apoptosis inhibitor 5,API5,sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3;tr|G3V1C3|G3V1C3_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=1;tr|E9PQK6|E9PQK6_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV,4,4,10.1,524
LIN7C;LIN7A,0.6591568628,0.0066171448997984,0,Q9NUP9;G3V1D4;O14910;J3KN23;H0YIA8,Q9NUP9;G3V1D4;O14910;J3KN23;H0YIA8,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,Protein lin-7 homolog C;Protein lin-7 homolog A,LIN7C;LIN7A,"sp|Q9NUP9|LIN7C_HUMAN Protein lin-7 homolog C OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1;tr|G3V1D4|G3V1D4_HUMAN Lin-7 homolog C (C. elegans), isoform CRA_b OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1;sp|O14910|LIN7A_HUMAN Protein lin-7 homolog A OS=Homo sap",2,2,9.1,197
GOLT1B,0.1635058089,0.119189443092981,0,Q9Y3E0;G3V1U5,Q9Y3E0;G3V1U5,1;1,1;1,1;1,Vesicle transport protein GOT1B,GOLT1B,"sp|Q9Y3E0|GOT1B_HUMAN Vesicle transport protein GOT1B OS=Homo sapiens OX=9606 GN=GOLT1B PE=1 SV=1;tr|G3V1U5|G3V1U5_HUMAN Golgi transport 1 homolog B (S. cerevisiae), isoform CRA_c OS=Homo sapiens OX=9606 GN=GOLT1B PE=1 SV=1",1,1,9.4,138
RPL18,0.4652096077,0.00705850974564015,0,Q07020;G3V203;H0YHA7;J3QQ67;F8VUA6;F8VYV2;A0A075B7A0,Q07020;G3V203;H0YHA7;J3QQ67;F8VUA6;F8VYV2;A0A075B7A0,9;9;9;9;8;5;5,9;9;9;9;8;5;5,9;9;9;9;8;5;5,60S ribosomal protein L18,RPL18,sp|Q07020|RL18_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2;tr|G3V203|G3V203_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=1;tr|H0YHA7|H0YHA7_HUMAN 60S ribosomal protein L18 (Fragment) OS=Homo sapien,9,9,37.8,188
MAX,0.2198031451,0.22218778698591,0,P61244;Q6V3B1;G3V563;G3V5L1;G3V2R5,P61244;Q6V3B1;G3V563;G3V5L1;G3V2R5,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,Protein max,MAX,sp|P61244|MAX_HUMAN Protein max OS=Homo sapiens OX=9606 GN=MAX PE=1 SV=1;tr|Q6V3B1|Q6V3B1_HUMAN MAX protein OS=Homo sapiens OX=9606 GN=MAX PE=1 SV=1;tr|G3V563|G3V563_HUMAN Protein max OS=Homo sapiens OX=9606 GN=MAX PE=1 SV=1;tr|G3V5L1|G3V5L1_HUMAN Protein ,1,1,9.4,160
ATP5J2-PTCD1;ATP5J2,-0.073263997,0.762112676034416,0,G3V325;P56134;C9JJT5;C9JU26;O75127;C9JWL7;C9JQN9;C9JGL8,G3V325;P56134;C9JJT5;C9JU26,3;2;2;2;1;1;1;1,3;2;2;2;1;1;1;1,3;2;2;2;1;1;1;1,"ATP synthase subunit f, mitochondrial",ATP5J2-PTCD1;ATP5J2,"tr|G3V325|G3V325_HUMAN ATP5MF-PTCD1 readthrough OS=Homo sapiens OX=9606 GN=ATP5MF-PTCD1 PE=4 SV=1;sp|P56134|ATPK_HUMAN ATP synthase subunit f, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MF PE=1 SV=3;tr|C9JJT5|C9JJT5_HUMAN ATP5MF-PTCD1 readthrough OS=Homo",3,3,6.4,749
MYO1A,-0.3194621733,0.046837740979843,0,Q9UBC5;G3V342,Q9UBC5;G3V342,2;2,2;2,1;1,Unconventional myosin-Ia,MYO1A,sp|Q9UBC5|MYO1A_HUMAN Unconventional myosin-Ia OS=Homo sapiens OX=9606 GN=MYO1A PE=1 SV=1;tr|G3V342|G3V342_HUMAN Unconventional myosin-Ia OS=Homo sapiens OX=9606 GN=MYO1A PE=1 SV=1,2,1,2.4,1043
SNW1,-0.250654673,0.0894514916531738,0,Q13573;G3V3A4;G3V4X8;G3V5R3,Q13573;G3V3A4;G3V4X8,6;6;4;2,6;6;4;2,6;6;4;2,SNW domain-containing protein 1,SNW1,sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V3A4|G3V3A4_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V4X8|G3V4X8_HUMAN SNW domain-containing protein 1 OS=Homo s,6,6,18.7,536
GPHN,-0.9809205944,0.0758808855294396,0,G3V582;Q9NQX3;G3V4R0;G3V355;F5H039;G3V4D2,G3V582;Q9NQX3;G3V4R0;G3V355;F5H039,3;2;2;2;2;1,3;2;2;2;2;1,3;2;2;2;2;1,Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase,GPHN,tr|G3V582|G3V582_HUMAN Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1;sp|Q9NQX3|GEPH_HUMAN Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1;tr|G3V4R0|G3V4R0_HUMAN Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1;tr|G3V355|G3V355_HUMAN Gephyrin OS=H,3,3,10,380
PSMA6,0.0321079265,0.771825774891155,0,P60900;G3V5Z7;G3V295;G3V3I1;G3V3U4;G3V4S5;G3V2S7;H0YJC4,P60900;G3V5Z7;G3V295;G3V3I1,15;15;14;12;7;3;3;1,15;15;14;12;7;3;3;1,15;15;14;12;7;3;3;1,Proteasome subunit alpha type-6;Proteasome subunit alpha type,PSMA6,sp|P60900|PSA6_HUMAN Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V5Z7|G3V5Z7_HUMAN Proteasome subunit alpha type OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V295|G3V295_HUMAN Proteasome subunit alpha type OS=Homo sap,15,15,51.2,246
