Gene_names,EED_vs_BirA_logFC,EED_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_EED_N1,Peptides_EED_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_EED_N1,Razor___unique_peptides_EED_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_EED_N1,Unique_peptides_EED_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_EED_N1,Identification_type_EED_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_EED_N1,Ratio_H_L_EED_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_EED_N1,Ratio_H_L_normalized_EED_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____EED_N1,Ratio_H_L_variability_____EED_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_EED_N1,Ratio_H_L_count_EED_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_EED_N1,Ratio_H_L_iso_count_EED_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_EED_N1,Ratio_H_L_type_EED_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_EED_N1____,Sequence_coverage_EED_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_EED_N1,Intensity_L_EED_N1,Intensity_H_EED_N1,Intensity_EED_N2,Intensity_L_EED_N2,Intensity_H_EED_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_EED_N1,metacell_Intensity_L_EED_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
RPL35,1.3322033757565,0.0295676703090213,P42766;F2Z388,P42766;F2Z388,6;5,6;5,6;5,60S ribosomal protein L35,sp|P42766|RL35_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2;tr|F2Z388|F2Z388_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=1,2,6,6,6,3,4,6,6,3,4,6,6,3,4,6,6,40.7,40.7,40.7,14.551,123,123;96,0.0,151.84,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34285,1.0179,9.0159,46,10,Leave out requantified,0.24717,0.2644,0.36231,0.33824,0.93732,0.8058,1.1105,1.0108,33.113,12.367,12.035,4.7593,5,5,18,18,2,1,4,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,19.5,19.5,40.7,40.7,7345200000,5484400000,1860800000,831680000,642520000,189160000,738040000,576050000,161990000,2827900000,2060600000,767330000,2947500000,2205200000,742320000,,,,1870,13479;17957;17958;17959;18357;19234,True;True;True;True;True;True,17685;17686;23411;23412;23413;23414;23415;23416;23417;23418;23419;23420;23901;25042;25043,39570;39571;39572;52761;52762;52763;52764;52765;52766;52767;52768;52769;52770;52771;52772;52773;52774;52775;52776;52777;52778;52779;52780;52781;52782;52783;52784;52785;52786;52787;52788;52789;52790;52791;52792;52793;52794;52795;53863;53864;56407;56408;56409;56410;56411;56412,72118;72119;72120;72121;72122;72123;72124;72125;96659;96660;96661;96662;96663;96664;96665;96666;96667;96668;96669;96670;96671;96672;96673;96674;96675;96676;96677;96678;96679;96680;96681;96682;96683;96684;96685;96686;96687;96688;96689;96690;96691;96692;96693;96694;96695;96696;96697;96698;96699;96700;96701;96702;96703;96704;96705;96706;96707;96708;96709;96710;96711;96712;96713;96714;96715;96716;96717;96718;98645;98646;103327;103328;103329;103330;103331;103332;103333;103334,72120;96660;96674;96702;98645;103327,2284;2285;2286;2287;2288,,43;46;66;71;79,,-1;-1,protein_1871,quanti,quanti,quanti,quanti
MSH2,0.396108384713308,0.432881607542726,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,5;4;4;4;4;4,5;4;4;4;4;4,5;4;4;4;4;4,DNA mismatch repair protein Msh2,sp|P43246|MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8Y7S8|A0A2R8Y7S8_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8YFH0|A0A2R8YFH0_HUMAN DNA mismatch repair pro,6,5,5,5,1,4,2,2,1,4,2,2,1,4,2,2,7.3,7.3,7.3,104.74,934,934;558;918;921;924;938,0.0,9.0915,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39402,0.78665,31.098,8,4,Leave out requantified,0.92713,0.4559,0.4766,0.37262,3.1969,1.1166,1.3706,1.0276,,25.606,14.738,25.375,1,3,2,2,1,1,1,1,Median,Plateau,Median,Median,1.2,5.8,2.8,2.8,271760000,167730000,104040000,46606000,21471000,25135000,56346000,39530000,16815000,83146000,52265000,30880000,85665000,54460000,31205000,,,,1873,1343;3970;9087;12845;13697,True;True;True;True;True,1759;5108;12201;16899;17973,4040;11593;11594;27588;37934;37935;40154;40155;40156,7539;21771;21772;50869;69269;69270;73059;73060;73061,7539;21772;50869;69270;73060,,,,,-1;-1;-1;-1;-1;-1,protein_1874,quanti,quanti,quanti,quanti
GPD2,1.33741759584295,0.0881851555867521,P43304;F5GYK7,P43304;F5GYK7,11;6,11;6,11;6,"Glycerol-3-phosphate dehydrogenase, mitochondrial;Glycerol-3-phosphate dehydrogenase","sp|P43304|GPDM_HUMAN Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3;tr|F5GYK7|F5GYK7_HUMAN Glycerol-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=1",2,11,11,11,3,3,9,5,3,3,9,5,3,3,9,5,21.6,21.6,21.6,80.852,727,727;379,0.0,15.04,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.2461,0.75599,21.402,21,13,Leave out requantified,0.23767,0.41296,0.2877,0.2924,0.82306,1.0184,0.73062,0.77442,41.268,27.814,44.529,29.498,3,3,10,5,0,2,8,3,Leave out requantified,Median,Median,Median,6.6,5.2,16.2,8.4,704260000,516320000,187940000,85203000,65103000,20099000,67473000,43235000,24238000,386430000,286480000,99951000,165150000,121500000,43654000,,,,1874,967;1197;4985;8837;11251;12028;13129;13817;15783;17502;19053,True;True;True;True;True;True;True;True;True;True;True,1227;1563;6490;11860;14938;15879;15880;17242;18134;20563;22776;24805,2806;2807;3569;14688;26742;26743;26744;33576;35603;35604;35605;35606;35607;38688;38689;40513;46145;51274;51275;51276;55891;55892;55893,5239;5240;5241;6618;27582;49324;49325;49326;61432;64987;64988;64989;64990;64991;64992;70583;70584;73693;83760;93812;93813;93814;93815;93816;93817;93818;93819;93820;102400;102401;102402,5239;6618;27582;49325;61432;64990;70584;73693;83760;93813;102400,,,,,-1;-1,protein_1875,quanti,quanti,quanti,quanti
MAGEA4,-2.01211207291802,0.103038660004056,P43358;P43361;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43363;P43355;P43362;O60732;O15480;A2A368;Q96M61;A8MXT2;Q3SYA6;A0A0A0MSA3,P43358,17;5;5;5;5;5;3;2;2;1;1;1;1;1;1;1,17;5;5;5;5;5;3;2;2;1;1;1;1;1;1;1,17;5;5;5;5;5;3;2;2;1;1;1;1;1;1;1,Melanoma-associated antigen 4,sp|P43358|MAGA4_HUMAN Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,16,17,17,17,14,12,5,15,14,12,5,15,14,12,5,15,40.1,40.1,40.1,34.899,317,317;318;171;217;230;241;369;309;315;1142;346;324;343;336;266;356,0.0,66.391,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.51079,1.4367,16.295,56,8,Leave out requantified,0.50368,0.54811,0.39201,0.49519,1.6836,1.583,1.193,1.2191,19.236,14.624,15.411,17.834,14,13,5,24,1,2,1,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,34.7,30.9,17.7,38.2,6893200000,4569400000,2323800000,2187400000,1460700000,726700000,2418000000,1592000000,826020000,298250000,212150000,86103000,1989500000,1304600000,684930000,,,,1875,1048;1119;1120;2404;3053;3109;3283;3501;6592;8430;10255;11825;13712;17748;17749;18237;18995,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1342;1343;1462;1463;1464;3096;3097;3946;4015;4016;4228;4513;4514;8770;8771;11236;11237;11238;13703;15630;17997;23139;23140;23760;24737;24738,3099;3100;3101;3102;3103;3349;3350;3351;3352;3353;3354;3355;3356;7244;7245;7246;9131;9132;9133;9279;9280;9281;9282;9283;9284;9717;10343;10344;10345;19891;19892;19893;25369;25370;25371;25372;25373;25374;25375;25376;25377;25378;30876;30877;30878;35105;40207;40208;40209;52137;52138;52139;53554;53555;55739;55740;55741;55742;55743,5815;5816;5817;5818;5819;5820;5821;5822;5823;5824;5825;6266;6267;6268;6269;6270;6271;6272;6273;6274;6275;6276;6277;13775;13776;13777;17372;17373;17374;17375;17608;17609;17610;17611;17612;18372;19440;19441;19442;19443;19444;19445;19446;37050;37051;37052;37053;47121;47122;47123;47124;47125;47126;47127;47128;47129;47130;47131;47132;47133;47134;47135;47136;47137;47138;47139;56853;56854;56855;56856;56857;56858;56859;56860;56861;64162;64163;73139;73140;73141;73142;95442;95443;95444;98081;98082;98083;98084;102117;102118;102119;102120;102121;102122;102123;102124;102125;102126;102127;102128;102129;102130;102131;102132;102133;102134;102135,5818;6268;6273;13777;17374;17612;18372;19444;37052;47137;56856;64162;73140;95442;95444;98083;102122,2290;2291;2292;2293,,113;133;245;286,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1876,quanti,quanti,quanti,quanti
PSMC4,-2.16032789858648,0.241591897690086,P43686,P43686,7,7,7,26S protease regulatory subunit 6B,sp|P43686|PRS6B_HUMAN 26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2,1,7,7,7,3,5,1,7,3,5,1,7,3,5,1,7,17.9,17.9,17.9,47.366,418,418,0.0,8.929,By MS/MS,By MS/MS,By matching,By MS/MS,0.34938,0.81433,30.392,17,7,Leave out requantified,0.3343,0.31438,0.97315,0.36512,1.196,0.75976,2.5957,0.85433,13.03,24.1,,7.544,3,5,1,8,1,1,0,5,Plateau,Leave out requantified,Median,Leave out requantified,6.7,10.8,2.2,17.9,791100000,525160000,265930000,158230000,118270000,39952000,240750000,178000000,62748000,19702000,9290600,10411000,372420000,219600000,152820000,,,,1877,393;3140;8292;9670;11639;18493;18494,True;True;True;True;True;True;True,500;4053;11020;12920;12921;15411;24097;24098;24099,1169;9350;24899;24900;29158;29159;29160;29161;34614;34615;34616;34617;54340;54341;54342;54343;54344;54345;54346,2190;17721;46334;53768;53769;53770;53771;53772;53773;53774;53775;63262;63263;63264;63265;63266;63267;99668;99669;99670;99671;99672;99673;99674;99675,2190;17721;46334;53773;63262;99668;99672,2294,,238,,-1,protein_1878,quanti,quanti,quanti,quanti
VDAC2,-0.139839435421127,0.791487171772652,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,18;16;11;11;7,18;16;11;11;7,18;16;11;11;7,Voltage-dependent anion-selective channel protein 2,sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;tr|A0A0A0MR02|A0A0A0MR02_HUMAN Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1;tr,5,18,18,18,9,11,14,15,9,11,14,15,9,11,14,15,57.8,57.8,57.8,31.566,294,294;282;194;204;109,0.0,90.57,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.27107,0.78414,12.842,62,14,Leave out requantified,0.23081,0.25144,0.27894,0.29471,0.73963,0.67489,0.79902,0.84595,19.351,16.638,11.076,9.6848,10,12,23,17,2,2,6,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,27.6,39.8,51.7,55.1,9268300000,7308000000,1960300000,1871700000,1518400000,353320000,2034300000,1613000000,421360000,3514400000,2762000000,752350000,1847900000,1414600000,433280000,,,,1878,2706;2707;4023;4943;4944;10989;10990;11031;11032;12827;15963;17373;18076;18360;18705;18814;19246;19470,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,3494;3495;3496;5178;6403;6404;6405;6406;6407;14613;14614;14664;14665;14666;16876;16877;20787;22605;23570;23571;23904;24375;24508;25063;25064;25345,8150;8151;8152;8153;8154;8155;8156;8157;8158;11763;11764;14446;14447;14448;14449;14450;14451;14452;14453;14454;14455;14456;14457;14458;14459;32829;32830;32831;32832;32833;32934;32935;32936;32937;32938;37885;37886;37887;37888;37889;46679;46680;46681;50877;53156;53157;53158;53159;53160;53161;53162;53869;54967;54968;55265;55266;56448;56449;56450;56451;57041;57042;57043,15512;15513;15514;15515;15516;15517;15518;15519;15520;15521;15522;22080;22081;22082;27056;27057;27058;27059;27060;27061;27062;27063;27064;27065;27066;27067;27068;27069;27070;27071;27072;27073;27074;27075;27076;60059;60060;60061;60062;60063;60064;60065;60244;60245;60246;60247;60248;60249;60250;60251;60252;60253;60254;60255;60256;60257;60258;69168;69169;69170;69171;69172;69173;69174;69175;69176;69177;69178;69179;69180;69181;69182;69183;69184;69185;69186;69187;69188;69189;69190;84819;84820;84821;84822;84823;93076;97329;97330;97331;97332;97333;97334;97335;97336;97337;97338;98654;100802;100803;100804;100805;100806;100807;101333;101334;101335;103391;103392;103393;103394;104531;104532;104533;104534;104535;104536;104537;104538,15517;15522;22082;27058;27068;60061;60062;60248;60258;69181;84820;93076;97332;98654;100802;101335;103393;104532,2295;2296;2297;2298;2299,,31;39;72;74;235,,-1;-1;-1;-1;-1,protein_1879,quanti,quanti,quanti,quanti
RANGAP1,-1.32320571693128,0.0472600038923749,P46060;H0Y4Q3;B0QYT5;B0QYT4;B0QYT6,P46060,26;12;4;4;3,26;12;4;4;3,26;12;4;4;3,Ran GTPase-activating protein 1,sp|P46060|RAGP1_HUMAN Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1,5,26,26,26,20,19,13,13,20,19,13,13,20,19,13,13,52.0,52.0,52.0,63.541,587,587;253;100;133;37,0.0,49.968,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.47711,1.308,27.671,71,12,Leave out requantified,0.48109,0.50367,0.36615,0.49071,1.6206,1.308,0.88826,1.3919,38.567,34.682,19.869,15.323,22,20,13,16,5,0,4,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,41.7,46.2,32.9,30.0,3537100000,2266200000,1270900000,1047700000,637850000,409820000,1243500000,804690000,438830000,445680000,307670000,138020000,800240000,515990000,284250000,,,,1883,588;874;1135;1797;2413;3466;4808;4809;6374;7111;9813;10272;11540;11541;12918;14747;14748;15302;15303;15309;16545;16546;17521;17561;17562;18324,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,732;1102;1482;2331;2332;3107;3108;4472;6210;6211;8471;8472;8473;8474;9446;9447;13118;13724;15297;15298;16986;19294;19295;19976;19977;19983;21538;21539;22802;22868;22869;23863,1659;1660;1661;1662;2547;3388;3389;5466;5467;5468;7265;7266;7267;7268;7269;10263;10264;14026;14027;19237;19238;19239;19240;19241;19242;19243;21423;21424;21425;21426;29589;29590;29591;29592;30929;30930;34356;34357;34358;34359;34360;38130;38131;38132;38133;43150;43151;43152;44754;44755;44756;44757;44758;44759;44769;44770;48334;48335;48336;48337;48338;48339;48340;51335;51336;51337;51509;51510;51511;51512;51513;53777;53778,3032;3033;3034;3035;3036;3037;3038;3039;3040;3041;3042;3043;3044;4756;6324;10411;10412;10413;10414;10415;13802;13803;13804;13805;13806;13807;19310;26214;26215;35855;35856;35857;35858;35859;35860;35861;35862;39947;39948;39949;39950;39951;54582;54583;54584;54585;54586;54587;54588;56950;62817;62818;62819;62820;62821;62822;62823;62824;62825;69620;69621;69622;69623;69624;69625;69626;69627;69628;69629;69630;69631;78378;78379;81246;81247;81248;81249;81250;81251;81252;81253;81254;81255;81256;81272;81273;88044;88045;88046;88047;88048;88049;88050;88051;88052;88053;88054;93931;93932;93933;93934;93935;93936;93937;94324;94325;94326;94327;94328;94329;94330;94331;98496;98497;98498,3034;4756;6324;10411;13805;19310;26214;26215;35856;39949;54587;56950;62824;62825;69626;78378;78379;81248;81255;81273;88048;88052;93931;94328;94331;98498,2304;2305;2306;2307,,8;261;279;586,,-1;-1;-1;-1;-1,protein_1884,quanti,quanti,quanti,quanti
RECQL,1.02692606667236,0.11787458841293,P46063;F5H2L2;F8WA66;F8WD97;F5H4P4;F5H3W0,P46063,19;5;5;5;3;3,19;5;5;5;3;3,19;5;5;5;3;3,ATP-dependent DNA helicase Q1,sp|P46063|RECQ1_HUMAN ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3,6,19,19,19,5,6,15,11,5,6,15,11,5,6,15,11,40.7,40.7,40.7,73.457,649,649;131;199;211;96;106,0.0,31.153,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32784,0.87361,19.987,42,16,Leave out requantified,0.29764,0.38156,0.31705,0.33072,0.88358,1.0572,0.872,0.88682,26.281,18.323,17.291,39.745,5,7,18,12,1,1,7,7,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,14.9,17.6,28.7,24.2,1855700000,1245700000,609930000,151430000,108690000,42733000,328290000,223650000,104640000,848360000,571170000,277180000,527580000,342210000,185380000,,,,1884,770;1239;1554;2406;2722;3691;4450;4621;6579;7096;7701;9649;11382;12596;15048;16936;17615;17862;19226,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,965;1615;1616;2036;3099;3515;4751;4752;5744;5947;8756;9422;10185;12896;15103;16579;19674;22030;22031;22947;23293;25032,2192;2193;2194;3707;3708;4755;4756;4757;7251;7252;8197;10838;10839;10840;10841;12992;13457;19857;19858;19859;19860;21384;21385;23111;23112;29107;29108;33953;37213;37214;44043;44044;44045;44046;49549;49550;49551;51677;52489;52490;56387;56388,4019;4020;4021;6851;6852;9072;9073;9074;9075;9076;13785;13786;15578;20309;20310;20311;20312;24265;24266;25128;37001;37002;37003;37004;37005;37006;37007;39880;43034;43035;53688;53689;53690;62113;67876;67877;80031;80032;80033;80034;90550;90551;90552;90553;90554;90555;94655;96147;96148;96149;103302;103303,4021;6851;9074;13785;15578;20309;24265;25128;37006;39880;43034;53689;62113;67876;80031;90552;94655;96147;103302,2308;2309,,80;242,,-1;-1;-1;-1;-1;-1,protein_1885,quanti,quanti,quanti,quanti
NOP2,3.02416221856331,0.00653109028122418,P46087;F5GYR3;F5H5X6;F5GWB7;F5H709;F5H359;F5H8G6,P46087,22;6;4;3;3;1;1,22;6;4;3;3;1;1,22;6;4;3;3;1;1,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,sp|P46087|NOP2_HUMAN Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2,7,22,22,22,5,9,19,14,5,9,19,14,5,9,19,14,26.0,26.0,26.0,89.301,812,812;275;250;159;176;81;98,0.0,61.925,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35928,1.0082,24.413,60,17,Leave out requantified,0.28438,0.30968,0.33429,0.38652,0.81834,0.7683,1.0023,1.0871,13.045,36.998,33.211,20.442,5,9,25,21,3,3,3,8,Median,Leave out requantified,Leave out requantified,Leave out requantified,6.4,10.2,24.6,19.8,4501100000,3227900000,1273100000,99722000,73149000,26572000,312730000,218660000,94068000,2441000000,1792500000,648480000,1647700000,1143600000,504020000,,,,1885,2774;2779;4265;4733;5676;5975;7135;7136;7478;8225;9552;9553;9884;11241;12985;12986;13354;13594;13809;14043;16625;17840,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,3587;3593;3594;5508;6104;7463;7866;9474;9475;9916;9917;10905;10906;12762;12763;12764;13224;13225;14923;17065;17066;17532;17838;18123;18124;18415;21632;23263,8326;8335;8336;8337;8338;8339;8340;12469;12470;13794;16915;17761;21495;21496;21497;21498;22507;22508;22509;22510;24634;24635;24636;28790;28791;28792;28793;28794;28795;28796;28797;29797;29798;29799;29800;33524;33525;33526;33527;38315;38316;38317;38318;38319;38320;38321;39256;39886;39887;40485;40486;40487;40488;41112;41113;41114;48549;48550;48551;52412;52413,15783;15784;15799;15800;15801;15802;15803;15804;15805;15806;15807;15808;15809;23337;23338;23339;25776;31557;33082;40076;40077;40078;40079;40080;41875;41876;41877;41878;41879;41880;41881;41882;41883;45884;45885;45886;53035;53036;53037;53038;53039;53040;53041;53042;53043;53044;53045;54875;54876;54877;61325;61326;61327;61328;69998;69999;70000;70001;70002;70003;70004;70005;71597;72647;72648;73650;73651;73652;73653;73654;73655;73656;73657;73658;74685;74686;74687;88391;88392;88393;88394;95987;95988,15784;15804;23339;25776;31557;33082;40077;40080;41875;45884;53043;53045;54875;61327;70000;70004;71597;72647;73656;74686;88394;95988,2310;2311;2312,,92;423;449,,-1;-1;-1;-1;-1;-1;-1,protein_1886,quanti,quanti,quanti,quanti
RPL27A,0.0793539460165071,0.879423208337149,P46776;E9PJD9;E9PLL6;E9PLX7,P46776;E9PJD9;E9PLL6;E9PLX7,15;13;10;8,15;13;10;8,15;13;10;8,60S ribosomal protein L27a,sp|P46776|RL27A_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2;tr|E9PJD9|E9PJD9_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=1;tr|E9PLL6|E9PLL6_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=,4,15,15,15,7,6,11,8,7,6,11,8,7,6,11,8,59.5,59.5,59.5,16.561,148,148;91;108;113,0.0,46.462,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31409,0.9442,22.003,47,8,Leave out requantified,0.24496,0.2716,0.31427,0.33529,0.93061,0.82796,0.92332,0.99394,48.031,16.6,21.816,29.449,9,6,16,16,2,0,5,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,48.6,48.6,55.4,45.9,7938600000,5869000000,2069600000,1777200000,1399800000,377410000,1271000000,984670000,286340000,2233700000,1506000000,727780000,2656700000,1978500000,678120000,,,,1889,5327;7384;7385;10490;11362;12638;12898;12899;12900;13983;14580;15560;15954;17782;18038,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,6983;9803;9804;9805;9806;14007;15081;16635;16636;16637;16638;16958;16959;16960;18342;19076;20295;20776;20777;23182;23518,15828;22248;22249;22250;22251;22252;22253;22254;22255;22256;22257;22258;22259;22260;22261;22262;31536;33902;37334;37335;37336;37337;37338;37339;37340;37341;37342;37343;37344;37345;38059;38060;38061;38062;38063;40984;42639;42640;45506;45507;45508;45509;45510;45511;46649;46650;46651;46652;46653;46654;46655;52229;53019;53020,29653;41455;41456;41457;41458;41459;41460;41461;41462;41463;41464;41465;41466;41467;41468;41469;41470;41471;41472;41473;41474;41475;41476;41477;41478;41479;41480;41481;41482;41483;41484;57930;62015;68090;68091;68092;68093;68094;68095;68096;68097;68098;68099;68100;68101;68102;68103;68104;68105;68106;68107;68108;68109;68110;68111;68112;69480;69481;69482;69483;69484;69485;69486;69487;69488;74454;77429;77430;77431;82584;82585;82586;82587;82588;82589;82590;82591;82592;84756;84757;84758;84759;84760;84761;84762;84763;84764;84765;84766;84767;84768;84769;84770;84771;84772;84773;95621;95622;97084;97085;97086,29653;41462;41483;57930;62015;68093;69481;69485;69488;74454;77429;82586;84761;95621;97084,2313;2314;2315;2316;2317;2318;2319,,47;55;92;94;114;116;119,,-1;-1;-1;-1,protein_1890,quanti,quanti,quanti,quanti
