FBXW8_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
RPL32,0.3221934891,0.0221363578173323,0,P62910;D3YTB1;F8W727;D3YTI8,P62910;D3YTB1;F8W727,10;10;10;1,10;10;10;1,10;10;10;1,60S ribosomal protein L32,RPL32,sp|P62910|RL32_HUMAN 60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2;tr|D3YTB1|D3YTB1_HUMAN 60S ribosomal protein L32 (Fragment) OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=1;tr|F8W727|F8W727_HUMAN 60S ribosomal protein L32 OS=Homo sapien,10,10,59.3,135
CAMK2D,-0.6595857708,0.0338620934906527,0,Q13557;D6R938;E9PBG7;E9PF82;H0Y9J2,Q13557;D6R938;E9PBG7;E9PF82;H0Y9J2,4;4;4;4;2,4;4;4;4;2,2;2;2;2;2,Calcium/calmodulin-dependent protein kinase type II subunit delta,CAMK2D,"sp|Q13557|KCC2D_HUMAN Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Homo sapiens OX=9606 GN=CAMK2D PE=1 SV=3;tr|D6R938|D6R938_HUMAN Calcium/calmodulin-dependent protein kinase (CaM kinase) II delta, isoform CRA_e OS=Homo sapiens OX=9",4,2,8.4,499
HNRNPAB,-0.1078109603,0.363954321332315,0,D6R9P3;D6RD18;D6RBZ0;Q99729,D6R9P3;D6RD18;D6RBZ0;Q99729,11;11;11;9,11;11;11;9,11;11;11;9,Heterogeneous nuclear ribonucleoprotein A/B,HNRNPAB,tr|D6R9P3|D6R9P3_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1;tr|D6RD18|D6RD18_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1;tr|D6RBZ0|D6RBZ0_HUMAN Heterogen,11,11,36.1,280
DBN1,-0.4897368747,0.0186259468605853,0,Q16643;D6R9W4;D6RFI1;D6RCR4,Q16643;D6R9W4;D6RFI1,5;5;4;2,5;5;4;2,5;5;4;2,Drebrin,DBN1,sp|Q16643|DREB_HUMAN Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4;tr|D6R9W4|D6R9W4_HUMAN Drebrin (Fragment) OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=1;tr|D6RFI1|D6RFI1_HUMAN Drebrin (Fragment) OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=1,5,5,7.7,649
COPS4,0.1366714183,0.464065816602448,0,Q9BT78;D6RD63;D6RAX7;D6RFN0,Q9BT78;D6RD63;D6RAX7;D6RFN0,7;7;7;7,7;7;7;7,7;7;7;7,COP9 signalosome complex subunit 4,COPS4,sp|Q9BT78|CSN4_HUMAN COP9 signalosome complex subunit 4 OS=Homo sapiens OX=9606 GN=COPS4 PE=1 SV=1;tr|D6RD63|D6RD63_HUMAN COP9 signalosome complex subunit 4 (Fragment) OS=Homo sapiens OX=9606 GN=COPS4 PE=1 SV=1;tr|D6RAX7|D6RAX7_HUMAN COP9 constitutive phot,7,7,24.1,406
EIF4E,0.2313321297,0.104692489838262,0,P06730;D6RBW1;H0Y8J7;A6NMX2;D6RHE2;H0Y8X3,P06730;D6RBW1;H0Y8J7,6;6;4;1;1;1,6;6;4;1;1;1,6;6;4;1;1;1,Eukaryotic translation initiation factor 4E,EIF4E,sp|P06730|IF4E_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2;tr|D6RBW1|D6RBW1_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=1;tr|H0Y8J7|H0Y8J7_HUMAN Eukaryotic tran,6,6,20.7,217
SEPT11,-0.1166539884,0.248942481712219,0,Q9NVA2;D6RGI3;D6RER5;D6RDU5;H0Y9G8;D6RDP1;D6R9Y6;H0Y961,Q9NVA2;D6RGI3;D6RER5;D6RDU5,10;10;10;7;2;2;2;2,10;10;10;7;2;2;2;2,7;7;7;4;2;2;2;2,Septin-11,SEPT11,"sp|Q9NVA2|SEP11_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3;tr|D6RGI3|D6RGI3_HUMAN Septin 11, isoform CRA_b OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=1;tr|D6RER5|D6RER5_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=1;tr|D6",10,7,28.9,429
SEC31A,-0.4730298877,0.045838929102543,0,O94979;D6REX3;H7BXG7;D6RHZ5;H0Y8W8;H0YAF5;H0Y9T9;H0Y8V7,O94979;D6REX3;H7BXG7;D6RHZ5,11;11;9;7;4;2;2;1,11;11;9;7;4;2;2;1,8;8;6;4;4;2;2;0,Protein transport protein Sec31A,SEC31A,sp|O94979|SC31A_HUMAN Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=3;tr|D6REX3|D6REX3_HUMAN Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=1;tr|H7BXG7|H7BXG7_HUMAN Protein transport protein Sec31A O,11,8,12,1220
THOC3,-0.3009576407,0.0387293386217433,0,Q96J01;D6RGZ2,Q96J01;D6RGZ2,2;2,2;2,2;2,THO complex subunit 3,THOC3,sp|Q96J01|THOC3_HUMAN THO complex subunit 3 OS=Homo sapiens OX=9606 GN=THOC3 PE=1 SV=1;tr|D6RGZ2|D6RGZ2_HUMAN THO complex subunit 3 OS=Homo sapiens OX=9606 GN=THOC3 PE=1 SV=1,2,2,12,351
PAIP1,-0.8016934176,0.00486526891141511,0,D6RJ02;D6RJF2;Q9H074;D6RD97;D6R9H8;D6REB4,D6RJ02;D6RJF2;Q9H074;D6RD97;D6R9H8;D6REB4,2;2;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,Polyadenylate-binding protein-interacting protein 1,PAIP1,tr|D6RJ02|D6RJ02_HUMAN Polyadenylate-binding protein-interacting protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=PAIP1 PE=1 SV=1;tr|D6RJF2|D6RJF2_HUMAN Polyadenylate-binding protein-interacting protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=PAIP1 PE=1 SV=,2,2,19.6,168
CIRBP,-0.1806424067,0.30198307981667,0,Q14011;K7ENX8;K7EJV5;K7ELT6;K7EJV1;K7EMY9;K7EPM4;K7ER40;K7EQR7;D6W5Y5;K7ELV6;K7EQX4;K7ENN6;K7EIF7;K7EQL0,Q14011;K7ENX8;K7EJV5;K7ELT6;K7EJV1;K7EMY9;K7EPM4;K7ER40;K7EQR7;D6W5Y5;K7ELV6,3;3;3;3;3;3;3;3;3;3;2;1;1;1;1,3;3;3;3;3;3;3;3;3;3;2;1;1;1;1,3;3;3;3;3;3;3;3;3;3;2;1;1;1;1,Cold-inducible RNA-binding protein,CIRBP,sp|Q14011|CIRBP_HUMAN Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1;tr|K7ENX8|K7ENX8_HUMAN Cold-inducible RNA-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=2;tr|K7EJV5|K7EJV5_HUMAN Cold-inducible RNA-bi,3,3,39,172
LEPRE1;P3H1,-0.3044767692,0.0642604696479344,0,Q32P28;E2QRI1,Q32P28;E2QRI1,2;2,2;2,2;2,Prolyl 3-hydroxylase 1,LEPRE1;P3H1,sp|Q32P28|P3H1_HUMAN Prolyl 3-hydroxylase 1 OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=2;tr|E2QRI1|E2QRI1_HUMAN Prolyl 3-hydroxylase 1 (Fragment) OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=1,2,2,3,736
GINS4,0.2306263867,0.290471198462371,0,Q9BRT9;E5RFF9;E5RH56,Q9BRT9;E5RFF9;E5RH56,2;2;1,2;2;1,2;2;1,"DNA replication complex GINS protein SLD5;DNA replication complex GINS protein SLD5, N-terminally processed;DNA replication complex GINS protein SLD5",GINS4,sp|Q9BRT9|SLD5_HUMAN DNA replication complex GINS protein SLD5 OS=Homo sapiens OX=9606 GN=GINS4 PE=1 SV=1;tr|E5RFF9|E5RFF9_HUMAN DNA replication complex GINS protein SLD5 OS=Homo sapiens OX=9606 GN=GINS4 PE=1 SV=1;tr|E5RH56|E5RH56_HUMAN DNA replication com,2,2,18.8,223
NUDCD2,-0.465567341,0.0677902268803348,0,Q8WVJ2;E5RFP0,Q8WVJ2;E5RFP0,3;3,3;3,3;3,NudC domain-containing protein 2,NUDCD2,sp|Q8WVJ2|NUDC2_HUMAN NudC domain-containing protein 2 OS=Homo sapiens OX=9606 GN=NUDCD2 PE=1 SV=1;tr|E5RFP0|E5RFP0_HUMAN NudC domain-containing protein 2 OS=Homo sapiens OX=9606 GN=NUDCD2 PE=1 SV=1,3,3,26.8,157
PROSC,0.0089240072,0.949292653718652,0,O94903;E5RG77;H0YBG2;E5RFX7;E5RFZ4,O94903;E5RG77;H0YBG2;E5RFX7,5;5;3;3;2,5;5;3;3;2,5;5;3;3;2,Proline synthase co-transcribed bacterial homolog protein,PROSC,sp|O94903|PLPHP_HUMAN Pyridoxal phosphate homeostasis protein OS=Homo sapiens OX=9606 GN=PLPBP PE=1 SV=1;tr|E5RG77|E5RG77_HUMAN Pyridoxal phosphate homeostasis protein (Fragment) OS=Homo sapiens OX=9606 GN=PLPBP PE=1 SV=1;tr|H0YBG2|H0YBG2_HUMAN Pyridoxal p,5,5,22.2,275
PFDN1,-0.1654381724,0.241880824332454,0,O60925;E5RGS4;D6RGG5,O60925;E5RGS4,5;5;1,5;5;1,5;5;1,Prefoldin subunit 1,PFDN1,sp|O60925|PFD1_HUMAN Prefoldin subunit 1 OS=Homo sapiens OX=9606 GN=PFDN1 PE=1 SV=2;tr|E5RGS4|E5RGS4_HUMAN Prefoldin subunit 1 OS=Homo sapiens OX=9606 GN=PFDN1 PE=1 SV=1,5,5,31.1,122
CHRAC1,-0.1215609785,0.218375919066617,0,Q9NRG0;E5RGS9,Q9NRG0;E5RGS9,1;1,1;1,1;1,Chromatin accessibility complex protein 1,CHRAC1,sp|Q9NRG0|CHRC1_HUMAN Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1;tr|E5RGS9|E5RGS9_HUMAN Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1,1,1,6.1,131
STMN2,-0.7241730115,0.00104033804732914,0,Q93045;E5RGX5,Q93045;E5RGX5,4;4,1;1,1;1,Stathmin-2;Stathmin,STMN2,sp|Q93045|STMN2_HUMAN Stathmin-2 OS=Homo sapiens OX=9606 GN=STMN2 PE=1 SV=3;tr|E5RGX5|E5RGX5_HUMAN Stathmin OS=Homo sapiens OX=9606 GN=STMN2 PE=1 SV=1,4,1,15.1,179
TBCA,-0.48041781,0.0105624347082685,0,O75347;E5RIW3;E5RJD8;E5RHG6;E5RIX8;A0A494C144,O75347;E5RIW3;E5RJD8;E5RHG6,6;6;6;6;2;1,6;6;6;6;2;1,6;6;6;6;2;1,Tubulin-specific chaperone A,TBCA,sp|O75347|TBCA_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=3;tr|E5RIW3|E5RIW3_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=1;tr|E5RJD8|E5RJD8_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX,6,6,55.6,108
TCEB1,-0.0316912779,0.748555938445099,0,Q15369;E5RHG8;R4GMY8,Q15369;E5RHG8,6;6;2,6;6;2,6;6;2,Transcription elongation factor B polypeptide 1,TCEB1,sp|Q15369|ELOC_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1;tr|E5RHG8|E5RHG8_HUMAN Elongin-C (Fragment) OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1,6,6,64.3,112
RPL30,0.3442714456,0.0214913556366347,0,P62888;E5RI99;A0A0B4J213;E5RJH3;A0A0C4DH44,P62888;E5RI99,12;12;4;4;4,12;12;4;4;4,12;12;4;4;4,60S ribosomal protein L30,RPL30,sp|P62888|RL30_HUMAN 60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2;tr|E5RI99|E5RI99_HUMAN 60S ribosomal protein L30 (Fragment) OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=1,12,12,67,115
DNPEP,-0.2412698184,0.562091869090902,0,Q9ULA0;E5RIA4;E7ETB3;E7EPX3;B9ZVU2;F8WAN0;C9JBE1;E7EMB6;E5RJ35;C9JRG3;C9J1E2,Q9ULA0;E5RIA4;E7ETB3;E7EPX3;B9ZVU2;F8WAN0;C9JBE1;E7EMB6,3;3;3;2;2;2;2;2;1;1;1,3;3;3;2;2;2;2;2;1;1;1,3;3;3;2;2;2;2;2;1;1;1,Aspartyl aminopeptidase,DNPEP,sp|Q9ULA0|DNPEP_HUMAN Aspartyl aminopeptidase OS=Homo sapiens OX=9606 GN=DNPEP PE=1 SV=1;tr|E5RIA4|E5RIA4_HUMAN Aspartyl aminopeptidase OS=Homo sapiens OX=9606 GN=DNPEP PE=1 SV=1;tr|E7ETB3|E7ETB3_HUMAN Aspartyl aminopeptidase OS=Homo sapiens OX=9606 GN=DNP,3,3,7.8,475
PLAA,0.3399768757,0.159146344552289,0,Q9Y263;E5RIM3;H0YAU9;H0YBW4,Q9Y263;E5RIM3,3;3;1;1,3;3;1;1,3;3;1;1,Phospholipase A-2-activating protein,PLAA,sp|Q9Y263|PLAP_HUMAN Phospholipase A-2-activating protein OS=Homo sapiens OX=9606 GN=PLAA PE=1 SV=2;tr|E5RIM3|E5RIM3_HUMAN Phospholipase A-2-activating protein OS=Homo sapiens OX=9606 GN=PLAA PE=1 SV=1,3,3,4.7,795
RBM22,0.2172310389,0.296931134559835,0,Q9NW64;E5RJW4;E5RHA8,Q9NW64;E5RJW4;E5RHA8,2;2;1,2;2;1,2;2;1,Pre-mRNA-splicing factor RBM22,RBM22,sp|Q9NW64|RBM22_HUMAN Pre-mRNA-splicing factor RBM22 OS=Homo sapiens OX=9606 GN=RBM22 PE=1 SV=1;tr|E5RJW4|E5RJW4_HUMAN Pre-mRNA-splicing factor RBM22 (Fragment) OS=Homo sapiens OX=9606 GN=RBM22 PE=1 SV=1;tr|E5RHA8|E5RHA8_HUMAN Pre-mRNA-splicing factor RBM2,2,2,4.8,420
VAPB,0.6148208994,0.0411882250859625,0,O95292;E5RK64,O95292;E5RK64,3;3,3;3,2;2,Vesicle-associated membrane protein-associated protein B/C,VAPB,sp|O95292|VAPB_HUMAN Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=3;tr|E5RK64|E5RK64_HUMAN Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=1,3,2,16.5,243
AP1M1;AP1M2,2.1371397478,0.0181286394300526,1,Q9BXS5;K7EJL1;E7ENJ6;Q9Y6Q5;K7EK69;K7ERH5;K7EL08,Q9BXS5;K7EJL1;E7ENJ6;Q9Y6Q5;K7EK69;K7ERH5;K7EL08,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,AP-1 complex subunit mu-1;AP-1 complex subunit mu-2,AP1M1;AP1M2,sp|Q9BXS5|AP1M1_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=3;tr|K7EJL1|K7EJL1_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=1;tr|E7ENJ6|E7ENJ6_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 ,2,2,5,423
RPL14,0.2254721208,0.174720979405388,0,P50914;E7EPB3,P50914;E7EPB3,9;9,9;9,9;9,60S ribosomal protein L14,RPL14,sp|P50914|RL14_HUMAN 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4;tr|E7EPB3|E7EPB3_HUMAN 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=1,9,9,30.2,215
SEPT7,-0.0900594011,0.369112318148493,0,Q16181;E7ES33;E7EPK1;G3V1Q4;A0A0U1RRE1;A0A0U1RRH9;A0A5F9ZGZ7;A0A0U1RRD1;Q6ZU15,Q16181;E7ES33;E7EPK1;G3V1Q4,11;11;11;9;5;4;3;2;1,11;11;11;9;5;4;3;2;1,11;11;11;9;5;4;3;2;1,Septin-7,SEPT7,sp|Q16181|SEPT7_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;tr|E7ES33|E7ES33_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=3;tr|E7EPK1|E7EPK1_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;tr|G3V1Q4|G3V1Q4_HUMAN Sep,11,11,39.4,437
MRPS25,-0.0731487271,0.772936612872398,0,P82663;E7EPW2,P82663;E7EPW2,4;4,4;4,4;4,"28S ribosomal protein S25, mitochondrial",MRPS25,"sp|P82663|RT25_HUMAN 28S ribosomal protein S25, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS25 PE=1 SV=1;tr|E7EPW2|E7EPW2_HUMAN 28S ribosomal protein S25, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS25 PE=1 SV=1",4,4,18.5,173
NAA50,-0.3232515312,0.340061853185302,0,Q9GZZ1;E7EQ69;A0A087WWJ2;B0AZT5,Q9GZZ1;E7EQ69,3;3;1;1,3;3;1;1,2;2;0;0,N-alpha-acetyltransferase 50,NAA50,sp|Q9GZZ1|NAA50_HUMAN N-alpha-acetyltransferase 50 OS=Homo sapiens OX=9606 GN=NAA50 PE=1 SV=1;tr|E7EQ69|E7EQ69_HUMAN N-alpha-acetyltransferase 50 OS=Homo sapiens OX=9606 GN=NAA50 PE=1 SV=1,3,2,24.3,169
HMGB3,-0.2201313751,0.0626033697164722,0,O15347;E9PES6;E7ES08;E7EQU1,O15347;E9PES6;E7ES08;E7EQU1,8;8;8;8,8;8;8;8,8;8;8;8,High mobility group protein B3,HMGB3,sp|O15347|HMGB3_HUMAN High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4;tr|E9PES6|E9PES6_HUMAN High mobility group protein B3 (Fragment) OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=1;tr|E7ES08|E7ES08_HUMAN High mobility group protein B,8,8,41,200
EIF4G1,-0.1423797118,0.164626395640774,0,Q04637;E7EX73;E9PGM1;E7EUU4;H7C044;C9JF13;C9J6B6;C9J2Z7;C9K073;F8WCF2;C9JHW9;H7C0V6,Q04637;E7EX73;E9PGM1;E7EUU4,15;15;15;15;6;5;3;2;2;1;1;1,15;15;15;15;6;5;3;2;2;1;1;1,12;12;12;12;5;3;3;2;2;1;1;1,Eukaryotic translation initiation factor 4 gamma 1,EIF4G1,sp|Q04637|IF4G1_HUMAN Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=4;tr|E7EX73|E7EX73_HUMAN Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=1;tr|E9PGM1|E9PGM1_HUMA,15,12,11.9,1599
MAP4,-0.0667932363,0.729234774605171,0,P27816;E7EVA0;H0Y2V1;H7C4C5;B5MEG9;F8W9U4;H7C456;A0A0J9YVV8;A0A0J9YW37,P27816;E7EVA0,17;17;8;8;7;7;3;1;1,17;17;8;8;7;7;3;1;1,17;17;8;8;7;7;3;1;1,Microtubule-associated protein 4;Microtubule-associated protein,MAP4,sp|P27816|MAP4_HUMAN Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3;tr|E7EVA0|E7EVA0_HUMAN Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=1,17,17,19.8,1152
CSTF2;CSTF2T,0.085362932,0.534554754066229,0,P33240;E9PID8;E7EWR4;Q9H0L4;A0A0A0MT56,P33240;E9PID8;E7EWR4;Q9H0L4,10;10;10;5;4,10;10;10;5;4,10;10;10;5;4,Cleavage stimulation factor subunit 2;Cleavage stimulation factor subunit 2 tau variant,CSTF2;CSTF2T,sp|P33240|CSTF2_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E9PID8|E9PID8_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E7EWR4|E7EWR4_HUMAN Cleavage stimulation facto,10,10,21.7,577
EIF4B,-0.0150845168,0.86855413429908,0,P23588;E7EX17;F8VX11;F8W0K0;F8VRU1;F8VYE9;F8VSC7;F8VP89,P23588;E7EX17;F8VX11;F8W0K0;F8VRU1;F8VYE9;F8VSC7;F8VP89,9;9;6;5;5;5;5;5,9;9;6;5;5;5;5;5,9;9;6;5;5;5;5;5,Eukaryotic translation initiation factor 4B,EIF4B,sp|P23588|IF4B_HUMAN Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=2;tr|E7EX17|E7EX17_HUMAN Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=1;tr|F8VX11|F8VX11_HUMAN Eukaryotic tran,9,9,16.5,611
CALD1,0.3206167535,0.529156597637884,0,Q05682;E9PGZ1;E7EX44;C9J813,Q05682;E9PGZ1;E7EX44;C9J813,5;5;5;4,5;5;5;4,5;5;5;4,Caldesmon,CALD1,sp|Q05682|CALD1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3;tr|E9PGZ1|E9PGZ1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;tr|E7EX44|E7EX44_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;tr|C9J813|C9J813_HUMAN Caldes,5,5,9,793
DCTN1,-0.1707281446,0.175424468659137,0,Q14203;E7EX90;E7EWF7;Q6AWB1;C9JZA4;C9JTE5;C9JJN7;C9JJD0;C9JKG6;E9PCY0,Q14203;E7EX90;E7EWF7,15;15;8;4;1;1;1;1;1;1,15;15;8;4;1;1;1;1;1;1,15;15;8;4;1;1;1;1;1;1,Dynactin subunit 1,DCTN1,sp|Q14203|DCTN1_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=3;tr|E7EX90|E7EX90_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=1;tr|E7EWF7|E7EWF7_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 ,15,15,12.4,1278
NIF3L1,-0.5862053186,0.0149222191216632,0,Q9GZT8;E7EXA3;Q6X734;C9JN42;B8ZZI0,Q9GZT8;E7EXA3;Q6X734,3;3;3;1;1,3;3;3;1;1,3;3;3;1;1,NIF3-like protein 1,NIF3L1,sp|Q9GZT8|NIF3L_HUMAN NIF3-like protein 1 OS=Homo sapiens OX=9606 GN=NIF3L1 PE=1 SV=2;tr|E7EXA3|E7EXA3_HUMAN NIF3-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NIF3L1 PE=1 SV=1;tr|Q6X734|Q6X734_HUMAN NIF3-like protein 1 OS=Homo sapiens OX=9606 GN=NI,3,3,12.5,377
NACA,0.1444633536,0.174144841710197,0,E9PAV3;F8VZJ2;H0YHX9;Q13765;F8W1N5;F8VNW4;F8W0W4;F8VZ58;Q9BZK3,E9PAV3;F8VZJ2;H0YHX9;Q13765;F8W1N5;F8VNW4;F8W0W4,9;9;9;9;8;8;8;3;2,9;9;9;9;8;8;8;3;2,9;9;9;9;8;8;8;3;2,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",NACA,"sp|E9PAV3|NACAM_HUMAN Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1;tr|F8VZJ2|F8VZJ2_HUMAN Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1",9,9,3.6,2078
RBBP7,-0.1164777179,0.444299446019816,0,Q16576;E9PC52;Q5JP02;Q5JP01;Q5JNZ6;C9J7L0,Q16576;E9PC52;Q5JP02,10;10;5;3;2;1,5;5;1;2;1;1,5;5;1;2;1;1,Histone-binding protein RBBP7,RBBP7,sp|Q16576|RBBP7_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1;tr|E9PC52|E9PC52_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1;tr|Q5JP02|Q5JP02_HUMAN Histone-binding protein RBBP7 (Fragment) O,10,5,37.4,425
CCNB1,0.9615552651,0.0177487210630753,0,P14635;E9PC90;H0YA62,P14635;E9PC90;H0YA62,2;2;1,2;2;1,2;2;1,G2/mitotic-specific cyclin-B1,CCNB1,sp|P14635|CCNB1_HUMAN G2/mitotic-specific cyclin-B1 OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1;tr|E9PC90|E9PC90_HUMAN G2/mitotic-specific cyclin-B1 (Fragment) OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1;tr|H0YA62|H0YA62_HUMAN G2/mitotic-specific cyclin-B1 (,2,2,6.2,433
OGDH,0.1892321481,0.115066850262624,0,Q02218;E9PDF2;E9PCR7;E9PFG7;A0A0D9SFS3;C9J4G7,Q02218;E9PDF2;E9PCR7;E9PFG7;A0A0D9SFS3,11;11;11;10;10;1,11;11;11;10;10;1,9;9;9;8;8;1,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,"sp|Q02218|ODO1_HUMAN 2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3;tr|E9PDF2|E9PDF2_HUMAN 2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=1;tr|E9PCR7|E9PCR7_HUMAN 2-oxoglutarate de",11,9,16.4,1023
