Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity POC1B-N1,Intensity POC1B-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
C9JLW8;I3L2L5;I3L317;I3L4Q0,C9JLW8;I3L2L5;I3L317;I3L4Q0,2;2;2;2,2;2;2;2,2;2;2;2,Protein FAM195B,FAM195B,sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1;tr|I3L2L5|I3L2L5_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1;tr|I3L317|I3L317_HUMAN Ma,2,2,20.6,4.12024628707503,4.14613732404923,23.1742472853396,23.8208874473543
Q9NSI2;C9JJU7,Q9NSI2;C9JJU7,6;4,6;4,6;4,Protein FAM207A,FAM207A,sp|Q9NSI2|F207A_HUMAN Protein FAM207A OS=Homo sapiens OX=9606 GN=FAM207A PE=1 SV=2;tr|C9JJU7|C9JJU7_HUMAN Protein FAM207A (Fragment) OS=Homo sapiens OX=9606 GN=FAM207A PE=1 SV=1,6,6,35.2,4.12024628707503,4.14613732404923,27.2262812066933,27.2216795982983
Q9UK61;A0A087X0F1,Q9UK61;A0A087X0F1,26;15,26;15,26;15,Protein FAM208A,FAM208A,sp|Q9UK61|TASOR_HUMAN Protein TASOR OS=Homo sapiens OX=9606 GN=TASOR PE=1 SV=3;tr|A0A087X0F1|A0A087X0F1_HUMAN Protein TASOR OS=Homo sapiens OX=9606 GN=TASOR PE=1 SV=1,26,26,19.3,4.12024628707503,4.14613732404923,28.6839826692873,28.2956156529315
Q5VWN6;A0A2R8YH03,Q5VWN6;A0A2R8YH03,15;15,15;15,15;15,Protein FAM208B,FAM208B,sp|Q5VWN6|TASO2_HUMAN Protein TASOR 2 OS=Homo sapiens OX=9606 GN=TASOR2 PE=1 SV=1;tr|A0A2R8YH03|A0A2R8YH03_HUMAN Protein TASOR 2 OS=Homo sapiens OX=9606 GN=TASOR2 PE=1 SV=1,15,15,9.3,4.12024628707503,4.14613732404923,27.6065375999491,27.1419963997257
Q9NTI7;E9PR53;E9PND8,Q9NTI7;E9PR53;E9PND8,3;3;3,3;3;3,3;3;3,Protein FAM212B,FAM212B,sp|Q9NTI7|INKA2_HUMAN PAK4-inhibitor INKA2 OS=Homo sapiens OX=9606 GN=INKA2 PE=1 SV=1;tr|E9PR53|E9PR53_HUMAN PAK4-inhibitor INKA2 OS=Homo sapiens OX=9606 GN=INKA2 PE=4 SV=1;tr|E9PND8|E9PND8_HUMAN PAK4-inhibitor INKA2 (Fragment) OS=Homo sapiens OX=9606 GN=I,3,3,4.7,4.12024628707503,4.14613732404923,24.4988706268297,25.6258080409886
Q641Q2;F8W7U3;E7ESD2;A0A087WYF6;Q5T1D7,Q641Q2;F8W7U3;E7ESD2;A0A087WYF6,41;39;39;35;2,41;39;39;35;2,9;8;9;9;1,WASH complex subunit FAM21A,FAM21A,sp|Q641Q2|WAC2A_HUMAN WASH complex subunit 2A OS=Homo sapiens OX=9606 GN=WASHC2A PE=1 SV=3;tr|F8W7U3|F8W7U3_HUMAN WASH complex subunit 2A OS=Homo sapiens OX=9606 GN=WASHC2A PE=1 SV=1;tr|E7ESD2|E7ESD2_HUMAN WASH complex subunit 2A OS=Homo sapiens OX=9606 GN,41,9,52.6,4.12024628707503,4.14613732404923,30.8817599192969,30.5663796194959
A0A0A0MR88;A0A096LPC5;Q9Y4E1;J3KP36;Q5SRD0;A0A0A0MT65;B1AP61,A0A0A0MR88;A0A096LPC5;Q9Y4E1;J3KP36,41;41;39;37;10;8;5,9;9;9;9;4;1;0,9;9;9;9;4;1;0,WASH complex subunit FAM21C,FAM21C,tr|A0A0A0MR88|A0A0A0MR88_HUMAN WASH complex subunit 2C OS=Homo sapiens OX=9606 GN=WASHC2C PE=1 SV=1;tr|A0A096LPC5|A0A096LPC5_HUMAN WASH complex subunit 2C OS=Homo sapiens OX=9606 GN=WASHC2C PE=1 SV=1;sp|Q9Y4E1|WAC2C_HUMAN WASH complex subunit 2C OS=Homo sa,41,9,53.2,4.12024628707503,4.14613732404923,27.8820369834743,26.4981097678877
Q14320;B0S8I6;Q9Y247,Q14320;B0S8I6,8;6;1,8;6;1,8;6;1,Protein FAM50A,FAM50A,sp|Q14320|FA50A_HUMAN Protein FAM50A OS=Homo sapiens OX=9606 GN=FAM50A PE=1 SV=2;tr|B0S8I6|B0S8I6_HUMAN Protein FAM50A (Fragment) OS=Homo sapiens OX=9606 GN=FAM50A PE=1 SV=1,8,8,26.8,4.12024628707503,4.14613732404923,27.4733621575189,27.199478850209
A6ND36;K7EKG0,A6ND36,7;1,7;1,7;1,Protein FAM83G,FAM83G,sp|A6ND36|FA83G_HUMAN Protein FAM83G OS=Homo sapiens OX=9606 GN=FAM83G PE=1 SV=2,7,7,12.6,4.12024628707503,4.14613732404923,25.8410536816411,26.0626847048711
Q658Y4;E7ER68;G3V120;H0YBR6;H0YC80,Q658Y4;E7ER68,25;23;6;4;2,25;23;6;4;2,22;20;6;4;2,Protein FAM91A1,FAM91A1,sp|Q658Y4|F91A1_HUMAN Protein FAM91A1 OS=Homo sapiens OX=9606 GN=FAM91A1 PE=1 SV=3;tr|E7ER68|E7ER68_HUMAN Protein FAM91A1 OS=Homo sapiens OX=9606 GN=FAM91A1 PE=1 SV=1,25,22,39.9,4.12024628707503,4.14613732404923,30.3938663348631,30.1762891686655
Q9NSD9,Q9NSD9,5,5,5,Phenylalanine--tRNA ligase beta subunit,FARSB,sp|Q9NSD9|SYFB_HUMAN Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3,5,5,8.8,22.6206664095294,22.3007837634499,25.7214282102378,24.9700047509803
P49327;A0A0U1RQF0;A0A0U1RRG3;A0A1B0GTR5;J3KTF0,P49327;A0A0U1RQF0,123;122;8;1;1,123;122;8;1;1,123;122;8;1;1,Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase,FASN,sp|P49327|FAS_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3;tr|A0A0U1RQF0|A0A0U1RQF0_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=1,123,123,63.7,31.1150798960193,31.4694664104705,36.2251120637359,36.0862878060848
Q6V0I7,Q6V0I7,2,2,2,Protocadherin Fat 4,FAT4,sp|Q6V0I7|FAT4_HUMAN Protocadherin Fat 4 OS=Homo sapiens OX=9606 GN=FAT4 PE=1 SV=2,2,2,0.9,4.12024628707503,4.14613732404923,29.7632083389711,23.5493372151286
P22087;M0R0P1;M0R299;M0QXL5;M0R2Q4;M0R2U2;M0R1H0;M0R2B0;A6NHQ2,P22087;M0R0P1;M0R299;M0QXL5;M0R2Q4;M0R2U2;M0R1H0;M0R2B0,3;3;3;3;3;2;2;2;1,3;3;3;3;3;2;2;2;1,3;3;3;3;3;2;2;2;1,rRNA 2-O-methyltransferase fibrillarin,FBL,sp|P22087|FBRL_HUMAN rRNA 2-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2;tr|M0R0P1|M0R0P1_HUMAN rRNA 2-O-methyltransferase fibrillarin (Fragment) OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=1;tr|M0R299|M0R299_HUMAN rRNA 2-O-methyl,3,3,13.4,22.5646509796521,24.2608357102197,23.8437393722741,23.3639935461289
Q8TB52,Q8TB52,6,6,6,F-box only protein 30,FBXO30,sp|Q8TB52|FBX30_HUMAN F-box only protein 30 OS=Homo sapiens OX=9606 GN=FBXO30 PE=1 SV=3,6,6,11.4,4.12024628707503,4.14613732404923,25.6626431701312,26.3398048875204
Q0JRZ9;H0YAE2;H7BXJ4,Q0JRZ9;H0YAE2;H7BXJ4,2;1;1,2;1;1,2;1;1,F-BAR domain only protein 2,FCHO2,sp|Q0JRZ9|FCHO2_HUMAN F-BAR domain only protein 2 OS=Homo sapiens OX=9606 GN=FCHO2 PE=1 SV=2;tr|H0YAE2|H0YAE2_HUMAN F-BAR domain only protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=FCHO2 PE=1 SV=9;tr|H7BXJ4|H7BXJ4_HUMAN F-BAR domain only protein 2 OS=Homo,2,2,3.1,4.12024628707503,4.14613732404923,23.1259866214458,22.9616220848894
P39748;I3L3E9;F5H1Y3,P39748;I3L3E9,11;6;4,11;6;4,11;6;4,Flap endonuclease 1,FEN1,sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1;tr|I3L3E9|I3L3E9_HUMAN Flap endonuclease 1 (Fragment) OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,11,11,41.1,4.12024628707503,4.14613732404923,29.2538347562431,29.1724552831291
Q96AC1;H0YJ34;A0A0U1RRM8;H0YJB6;G3V281;G3V5R2;G3V3J0;Q9BQL6;G3V379;G3V1L6,Q96AC1;H0YJ34;A0A0U1RRM8,15;13;11;4;4;3;2;1;1;1,15;13;11;4;4;3;2;1;1;1,15;13;11;4;4;3;2;1;1;1,Fermitin family homolog 2,FERMT2,sp|Q96AC1|FERM2_HUMAN Fermitin family homolog 2 OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1;tr|H0YJ34|H0YJ34_HUMAN Fermitin family homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1;tr|A0A0U1RRM8|A0A0U1RRM8_HUMAN Fermitin family homolog 2 (Fr,15,15,26.5,4.12024628707503,4.14613732404923,28.4371022735109,28.2519629858196
O95684;A0A087WV25,O95684;A0A087WV25,9;8,9;8,9;8,FGFR1 oncogene partner,FGFR1OP,sp|O95684|CEP43_HUMAN Centrosomal protein 43 OS=Homo sapiens OX=9606 GN=CEP43 PE=1 SV=1;tr|A0A087WV25|A0A087WV25_HUMAN Centrosomal protein 43 OS=Homo sapiens OX=9606 GN=CEP43 PE=1 SV=1,9,9,33.6,4.12024628707503,4.14613732404923,27.2201117019832,27.0773479061653
Q13642;A0A0D9SFI6;A0A0D9SFB0;Q5JXH9;A0A0D9SFZ9;Q5JXH8;Q5JXH7;Q5JXI3;Q5JXI2;Q5JXI8;A0A494C0D6;A0A494C0J3;A0A0D9SGD1;A0A0D9SGB2;Q5JXI0,Q13642;A0A0D9SFI6;A0A0D9SFB0;Q5JXH9;A0A0D9SFZ9;Q5JXH8;Q5JXH7;Q5JXI3;Q5JXI2;Q5JXI8;A0A494C0D6;A0A494C0J3;A0A0D9SGD1;A0A0D9SGB2;Q5JXI0,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,Four and a half LIM domains protein 1,FHL1,sp|Q13642|FHL1_HUMAN Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4;tr|A0A0D9SFI6|A0A0D9SFI6_HUMAN Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=1;tr|A0A0D9SFB0|A0A0D9SFB0_HUMAN Fo,2,2,5.9,4.12024628707503,4.14613732404923,24.5689469641965,24.8047911850015
Q9Y613;H3BVE7;J3KTH7,Q9Y613,26;4;1,26;4;1,26;4;1,FH1/FH2 domain-containing protein 1,FHOD1,sp|Q9Y613|FHOD1_HUMAN FH1/FH2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FHOD1 PE=1 SV=3,26,26,32.2,21.2126436186016,21.7493458720693,29.3782383566312,29.4951080724964
Q6UN15;A0A0B4J203;H0Y8P7,Q6UN15;A0A0B4J203,8;5;1,8;5;1,8;5;1,Pre-mRNA 3-end-processing factor FIP1,FIP1L1,sp|Q6UN15|FIP1_HUMAN Pre-mRNA 3-end-processing factor FIP1 OS=Homo sapiens OX=9606 GN=FIP1L1 PE=1 SV=1;tr|A0A0B4J203|A0A0B4J203_HUMAN Protein kinase domain-containing protein OS=Homo sapiens OX=9606 PE=3 SV=1,8,8,17.2,4.12024628707503,4.14613732404923,28.6647873119266,27.7685656782438
Q00688;G3V5F2,Q00688,5;1,5;1,5;1,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,sp|Q00688|FKBP3_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens OX=9606 GN=FKBP3 PE=1 SV=1,5,5,25.9,4.12024628707503,4.14613732404923,26.9601377215209,26.5044885461457
Q02790;F5H1U3;H0YFG2,Q02790,18;5;2,18;5;2,18;5;2,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3,18,18,50.5,29.4508509843553,29.2265568370156,27.2430898491503,26.9509368998026
Q60FE5;A0A087WWY3,Q60FE5;A0A087WWY3,143;118,2;2,2;2,,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,143,2,70.1,25.5838259889265,25.192422257212,30.4711151495626,30.9903720871198
P21333;F8WE98;H0Y5F3;H7C2E7;A0A669KBC6,P21333,144;32;11;3;2,144;32;11;3;2,3;2;0;0;0,Filamin-A,FLNA,sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4,144,3,70.2,34.3993014703399,34.2794667139202,38.2736953367909,38.0686297484285
O75369;E7EN95;H7C5L4;A0A0A0MT44;A0A0C4DGA1,O75369;E7EN95,83;71;3;3;1,70;68;3;3;1,70;68;3;3;1,Filamin-B,FLNB,sp|O75369|FLNB_HUMAN Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2;tr|E7EN95|E7EN95_HUMAN Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=1,83,70,43.4,23.6816390551899,23.1438965987797,31.2008121558146,31.0756531886205
Q14315,Q14315,86,75,71,Filamin-C,FLNC,sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3,86,71,41.7,26.3647450324418,27.9192873495287,32.0926689520729,31.8908460750447
O95466;K7EJE6;A0A0A0MR62;K7EK60;Q96PY5,O95466;K7EJE6;A0A0A0MR62;K7EK60,4;2;2;2;1,4;2;2;2;1,4;2;2;2;1,Formin-like protein 1,FMNL1,sp|O95466|FMNL1_HUMAN Formin-like protein 1 OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=3;tr|K7EJE6|K7EJE6_HUMAN Formin-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=1;tr|A0A0A0MR62|A0A0A0MR62_HUMAN Formin-like protein 1 OS=Homo sapiens O,4,4,4.6,4.12024628707503,4.14613732404923,26.0316421476102,24.6059727232619
Q06787;Q8IXW7;A0A087WXI3;R9WNI0;A8MQB8;G3V0J0;A0A087WWR6;A0A087WY29;A0A087X1M7;A0A087WWU4,Q06787;Q8IXW7;A0A087WXI3;R9WNI0;A8MQB8;G3V0J0;A0A087WWR6;A0A087WY29,3;3;3;3;3;3;2;2;1;1,2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;1;1;1;1,Fragile X mental retardation protein 1,FMR1,sp|Q06787|FMR1_HUMAN Synaptic functional regulator FMR1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1;tr|Q8IXW7|Q8IXW7_HUMAN FMR1 protein OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1;tr|A0A087WXI3|A0A087WXI3_HUMAN Synaptic functional regulator FMR1 OS=Homo sapien,3,2,6.6,4.12024628707503,4.14613732404923,23.6332285132463,22.2837903616895
Q5T0N5;A0A075B6Q2;S4R347,Q5T0N5;A0A075B6Q2;S4R347,2;2;2,2;2;2,2;2;2,Formin-binding protein 1-like,FNBP1L,sp|Q5T0N5|FBP1L_HUMAN Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3;tr|A0A075B6Q2|A0A075B6Q2_HUMAN Formin-binding protein 1-like (Fragment) OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=1;tr|S4R347|S4R347_HUMAN Formin-binding protei,2,2,5.1,4.12024628707503,4.14613732404923,23.8538615791625,22.1381180275846
Q8N3X1;F5GXL1,Q8N3X1,12;2,12;2,12;2,Formin-binding protein 4,FNBP4,sp|Q8N3X1|FNBP4_HUMAN Formin-binding protein 4 OS=Homo sapiens OX=9606 GN=FNBP4 PE=1 SV=3,12,12,14.9,4.12024628707503,4.14613732404923,27.962952737128,28.0260157910241
P15407,P15407,2,2,2,Fos-related antigen 1,FOSL1,sp|P15407|FOSL1_HUMAN Fos-related antigen 1 OS=Homo sapiens OX=9606 GN=FOSL1 PE=1 SV=1,2,2,11.4,4.12024628707503,4.14613732404923,24.9711456723848,23.1471229241958
P85037;U3KQ26,P85037,16;2,16;2,15;2,Forkhead box protein K1,FOXK1,sp|P85037|FOXK1_HUMAN Forkhead box protein K1 OS=Homo sapiens OX=9606 GN=FOXK1 PE=1 SV=1,16,15,31.0,4.12024628707503,4.14613732404923,27.7844413509302,27.8392404131775
Q01167;E9PPI7;I3L4U8;E9PM37,Q01167,7;2;1;1,6;1;1;0,6;1;1;0,Forkhead box protein K2,FOXK2,sp|Q01167|FOXK2_HUMAN Forkhead box protein K2 OS=Homo sapiens OX=9606 GN=FOXK2 PE=1 SV=3,7,6,19.4,4.12024628707503,4.14613732404923,25.5489258309155,26.0895621722233
O94915;A0A286YEZ9;A0A2C9F2R7;A0A669KB90;H0Y9X0;F2Z2S2;Q5TBA9;A0A2R8YCY2;A0A0C4DFX2;A0A286YFA9;A0A2R8Y5V8,O94915;A0A286YEZ9;A0A2C9F2R7,7;5;5;2;2;2;1;1;1;1;1,7;5;5;2;2;2;1;1;1;1;1,7;5;5;2;2;2;1;1;1;1;1,Protein furry homolog-like,FRYL,sp|O94915|FRYL_HUMAN Protein furry homolog-like OS=Homo sapiens OX=9606 GN=FRYL PE=1 SV=2;tr|A0A286YEZ9|A0A286YEZ9_HUMAN Protein furry homolog-like (Fragment) OS=Homo sapiens OX=9606 GN=FRYL PE=1 SV=1;tr|A0A2C9F2R7|A0A2C9F2R7_HUMAN Protein furry homolog-li,7,7,3.1,4.12024628707503,4.14613732404923,25.4118013725793,25.7810424801017
Q8IY81;J3KS36,Q8IY81,13;1,13;1,13;1,pre-rRNA processing protein FTSJ3,FTSJ3,sp|Q8IY81|SPB1_HUMAN pre-rRNA 2-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2,13,13,26.6,4.12024628707503,4.14613732404923,28.733341585393,28.7050704652037
Q96AE4;E9PEB5,Q96AE4;E9PEB5,13;13,11;11,6;6,Far upstream element-binding protein 1,FUBP1,sp|Q96AE4|FUBP1_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3;tr|E9PEB5|E9PEB5_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=1,13,6,26.6,4.12024628707503,4.14613732404923,28.4629890210714,27.77868857182
Q96I24;A0A494C1K6,Q96I24,11;1,10;1,10;1,Far upstream element-binding protein 3,FUBP3,sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2,11,10,23.8,20.814335498919,20.5440626174735,27.9436343571982,28.0225807382957
P35637;H3BPE7,P35637;H3BPE7,5;5,5;5,3;3,RNA-binding protein FUS,FUS,sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1;tr|H3BPE7|H3BPE7_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,5,3,11.6,4.12024628707503,4.14613732404923,27.5319275368689,27.2280259766954
P51114;B4DXZ6;E7EU85;E9PFF5;C9JZE0;C9JY20;C9IZ22,P51114;B4DXZ6;E7EU85;E9PFF5,11;11;10;10;2;2;1,11;11;10;10;2;2;1,8;8;8;8;2;2;1,Fragile X mental retardation syndrome-related protein 1,FXR1,sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;tr|B4DXZ6|B4DXZ6_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=1;tr|E7EU85|E7EU85,11,8,25.4,4.12024628707503,4.14613732404923,28.100340958171,27.7658499864682
P51116,P51116,4,3,2,Fragile X mental retardation syndrome-related protein 2,FXR2,sp|P51116|FXR2_HUMAN Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens OX=9606 GN=FXR2 PE=1 SV=2,4,2,8.6,4.12024628707503,4.14613732404923,24.9732058203012,23.1876583456248
Q13283;E5RIZ6;E5RJU8;E5RH42;E5RIF8;E5RI46;E5RH00;D6RBR0;D6REX8;Q9UN86;D6RBW8;D6RBM9;D6RGJ4;D6RAC7;D6R9A4;D6R9X5;D6RB17;D6RE13,Q13283,17;7;6;6;6;5;3;2;2;2;2;2;2;2;2;2;2;2,17;7;6;6;6;5;3;2;2;2;2;2;2;2;2;2;2;2,17;7;6;6;6;5;3;2;2;2;2;2;2;2;2;2;2;2,Ras GTPase-activating protein-binding protein 1,G3BP1,sp|Q13283|G3BP1_HUMAN Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1,17,17,47.9,4.12024628707503,4.14613732404923,30.0253822427269,30.0018237117492
A0A140T9V1;O95866;A0A0G2JJG8,A0A140T9V1;O95866;A0A0G2JJG8,2;1;1,2;1;1,2;1;1,Protein G6b,G6B,tr|A0A140T9V1|A0A140T9V1_HUMAN Megakaryocyte and platelet inhibitory receptor G6b OS=Homo sapiens OX=9606 GN=MPIG6B PE=1 SV=1;sp|O95866|G6B_HUMAN Megakaryocyte and platelet inhibitory receptor G6b OS=Homo sapiens OX=9606 GN=MPIG6B PE=1 SV=1;tr|A0A0G2JJG8|A,2,2,18.9,4.12024628707503,4.14613732404923,27.6395737272454,27.6764024068237
P11413;E7EUI8;E7EM57;E9PD92,P11413;E7EUI8;E7EM57;E9PD92,15;11;10;9,15;11;10;9,15;11;10;9,Glucose-6-phosphate 1-dehydrogenase,G6PD,sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4;tr|E7EUI8|E7EUI8_HUMAN Glucose-6-phosphate 1-dehydrogenase (Fragment) OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=8;tr|E7EM57|E7EM57_HUMAN Glucose-6-phosphate 1-,15,15,34.8,21.6207782576258,22.0979626655776,27.8851248326962,28.0239028805104
Q06546,Q06546,8,8,8,GA-binding protein alpha chain,GABPA,sp|Q06546|GABPA_HUMAN GA-binding protein alpha chain OS=Homo sapiens OX=9606 GN=GABPA PE=1 SV=1,8,8,23.1,4.12024628707503,4.14613732404923,27.4542677867407,26.6433387731874
O14976;D6RAW3;A0A087X1U9;H0Y8H5,O14976,3;1;1;1,3;1;1;1,3;1;1;1,Cyclin-G-associated kinase,GAK,sp|O14976|GAK_HUMAN Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=2,3,3,3.2,4.12024628707503,4.14613732404923,25.1562417508889,24.6239399690328
Q9HCQ5;J3KNN1;F5H557;H3BM10,Q9HCQ5;J3KNN1;F5H557;H3BM10,2;2;1;1,2;2;1;1,2;2;1;1,Polypeptide N-acetylgalactosaminyltransferase 9;Polypeptide N-acetylgalactosaminyltransferase,GALNT9,sp|Q9HCQ5|GALT9_HUMAN Polypeptide N-acetylgalactosaminyltransferase 9 OS=Homo sapiens OX=9606 GN=GALNT9 PE=1 SV=3;tr|J3KNN1|J3KNN1_HUMAN Polypeptide N-acetylgalactosaminyltransferase OS=Homo sapiens OX=9606 GN=GALNT9 PE=1 SV=1;tr|F5H557|F5H557_HUMAN Polype,2,2,7.8,4.12024628707503,4.14613732404923,23.6408700083127,22.2527751362941
P04406;E7EUT5,P04406;E7EUT5,9;7,9;7,9;7,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,sp|P04406|G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3;tr|E7EUT5|E7EUT5_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=1,9,9,38.2,26.3361481657024,28.2661994109493,26.4719988736557,25.967962004374
Q14C86;F8W9S7;C9IZ08;B0QZ65;B4DGD8;H0Y7I9;H0Y4E7;A0A0A0MQV8;C9IZX9,Q14C86;F8W9S7;C9IZ08,21;20;11;9;9;8;7;6;2,21;20;11;9;9;8;7;6;2,21;20;11;9;9;8;7;6;2,GTPase-activating protein and VPS9 domain-containing protein 1,GAPVD1,sp|Q14C86|GAPD1_HUMAN GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV=2;tr|F8W9S7|F8W9S7_HUMAN GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV,21,21,17.8,4.12024628707503,4.14613732404923,29.0243521329882,28.5019555989933
P41250,P41250,3,3,3,Glycine--tRNA ligase,GARS,sp|P41250|GARS_HUMAN Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3,3,3,7.3,4.12024628707503,4.14613732404923,24.7630911719424,24.4498564168707
P22102;C9JZG2;C9JKQ7;C9JBJ1;C9JTV6;F8WD69;A0A140TA71,P22102,14;2;2;2;2;2;1,14;2;2;2;2;2;1,14;2;2;2;2;2;1,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART,sp|P22102|PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,14,14,20.9,4.12024628707503,4.14613732404923,27.9176381325572,27.7263743005708
Q86YP4;C9JVY3;V9GY85;H7C3H1;C9JMI3;C9JGN4;C9JHD7;C9JJK9,Q86YP4,3;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,Transcriptional repressor p66-alpha,GATAD2A,sp|Q86YP4|P66A_HUMAN Transcriptional repressor p66-alpha OS=Homo sapiens OX=9606 GN=GATAD2A PE=1 SV=1,3,2,6.6,4.12024628707503,4.14613732404923,23.8846475219367,23.0621864919031
