Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF17-N1,Intensity DCAF17-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
P52888;K7EKB6;K7EMU4;K7EP46,P52888;K7EKB6;K7EMU4;K7EP46,2;1;1;1,2;1;1;1,2;1;1;1,Thimet oligopeptidase,THOP1,sp|P52888|THOP1_HUMAN Thimet oligopeptidase OS=Homo sapiens OX=9606 GN=THOP1 PE=1 SV=2;tr|K7EKB6|K7EKB6_HUMAN Thimet oligopeptidase (Fragment) OS=Homo sapiens OX=9606 GN=THOP1 PE=1 SV=8;tr|K7EMU4|K7EMU4_HUMAN Thimet oligopeptidase (Fragment) OS=Homo sapien,2,2,2.8,4.15692208665737,4.02835033526782,25.4613895158529,22.7545637817587
G5E9E7;A0A087X0K9,G5E9E7;A0A087X0K9,59;57,2;1,2;1,,TJP1,"tr|G5E9E7|G5E9E7_HUMAN Tight junction protein 1 (Zona occludens 1), isoform CRA_e OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=1;tr|A0A087X0K9|A0A087X0K9_HUMAN Tight junction protein ZO-1 OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=1",59,2,47.7,4.15692208665737,4.02835033526782,26.4465271607479,25.9997664286536
P04183;K7ES52;K7ERJ1;K7ERV3;K7ENW5,P04183;K7ES52;K7ERJ1;K7ERV3;K7ENW5,2;2;2;2;1,2;2;2;2;1,2;2;2;2;1,"Thymidine kinase, cytosolic;Thymidine kinase",TK1,"sp|P04183|KITH_HUMAN Thymidine kinase, cytosolic OS=Homo sapiens OX=9606 GN=TK1 PE=1 SV=2;tr|K7ES52|K7ES52_HUMAN Thymidine kinase OS=Homo sapiens OX=9606 GN=TK1 PE=1 SV=1;tr|K7ERJ1|K7ERJ1_HUMAN Thymidine kinase (Fragment) OS=Homo sapiens OX=9606 GN=TK1 PE=",2,2,13.7,4.15692208665737,4.02835033526782,24.2358605618576,24.8038556010386
Q86UE8;J3KRK0;J3QLK5;J3QR10;J3QS73;J3KST4;J3QS44,Q86UE8;J3KRK0;J3QLK5,3;2;2;1;1;1;1,3;2;2;1;1;1;1,2;2;1;1;1;1;1,Serine/threonine-protein kinase tousled-like 2,TLK2,sp|Q86UE8|TLK2_HUMAN Serine/threonine-protein kinase tousled-like 2 OS=Homo sapiens OX=9606 GN=TLK2 PE=1 SV=2;tr|J3KRK0|J3KRK0_HUMAN Serine/threonine-protein kinase tousled-like 2 (Fragment) OS=Homo sapiens OX=9606 GN=TLK2 PE=1 SV=1;tr|J3QLK5|J3QLK5_HUMAN,3,2,7.3,4.15692208665737,4.02835033526782,24.8114213418774,23.7961014144723
H7C008,H7C008,2,2,2,,TMEM214,tr|H7C008|H7C008_HUMAN Transmembrane protein 214 (Fragment) OS=Homo sapiens OX=9606 GN=TMEM214 PE=1 SV=1,2,2,6.2,25.3192412893367,24.8680963725498,23.391330700209,22.2282021729635
Q8N5G2;A0A3B3ITD2,Q8N5G2;A0A3B3ITD2,2;1,2;1,2;1,Macoilin,TMEM57,sp|Q8N5G2|MACOI_HUMAN Macoilin OS=Homo sapiens OX=9606 GN=MACO1 PE=1 SV=1;tr|A0A3B3ITD2|A0A3B3ITD2_HUMAN Macoilin OS=Homo sapiens OX=9606 GN=MACO1 PE=1 SV=1,2,2,5.3,4.15692208665737,4.02835033526782,26.8466113606962,23.0618899529314
Q8NBN3,Q8NBN3,2,2,2,Transmembrane protein 87A,TMEM87A,sp|Q8NBN3|TM87A_HUMAN Transmembrane protein 87A OS=Homo sapiens OX=9606 GN=TMEM87A PE=1 SV=3,2,2,5.6,4.15692208665737,4.02835033526782,25.1581926950658,23.8972605185489
Q92973;S4R398,Q92973;S4R398,2;1,2;1,2;1,Transportin-1,TNPO1,sp|Q92973|TNPO1_HUMAN Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2;tr|S4R398|S4R398_HUMAN Transportin-1 (Fragment) OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=1,2,2,3.0,4.15692208665737,4.02835033526782,24.9784088235271,25.0016436240232
A0A2R8Y4T1;Q9HBL0;A0A087WWW7;E9PGF5;E9PF55;A0A494C067;E7ERH1,A0A2R8Y4T1;Q9HBL0;A0A087WWW7;E9PGF5;E9PF55;A0A494C067,3;2;2;2;2;2;1,2;1;1;1;1;1;1,2;1;1;1;1;1;1,Tensin-1,TNS1,tr|A0A2R8Y4T1|A0A2R8Y4T1_HUMAN Tensin-1 OS=Homo sapiens OX=9606 GN=TNS1 PE=1 SV=1;sp|Q9HBL0|TENS1_HUMAN Tensin-1 OS=Homo sapiens OX=9606 GN=TNS1 PE=1 SV=2;tr|A0A087WWW7|A0A087WWW7_HUMAN Tensin-1 OS=Homo sapiens OX=9606 GN=TNS1 PE=1 SV=1;tr|E9PGF5|E9PGF5_HU,3,2,2.7,4.15692208665737,4.02835033526782,23.6899783561026,23.1156583963803
Q15785,Q15785,2,2,2,Mitochondrial import receptor subunit TOM34,TOMM34,sp|Q15785|TOM34_HUMAN Mitochondrial import receptor subunit TOM34 OS=Homo sapiens OX=9606 GN=TOMM34 PE=1 SV=2,2,2,10.0,4.15692208665737,4.02835033526782,23.6839960504341,23.9256051442428
Q9Y4A5;H0Y4W2;F2Z2U4,Q9Y4A5;H0Y4W2;F2Z2U4,2;2;2,2;2;2,2;2;2,Transformation/transcription domain-associated protein,TRRAP,sp|Q9Y4A5|TRRAP_HUMAN Transformation/transcription domain-associated protein OS=Homo sapiens OX=9606 GN=TRRAP PE=1 SV=3;tr|H0Y4W2|H0Y4W2_HUMAN Transformation/transcription domain-associated protein (Fragment) OS=Homo sapiens OX=9606 GN=TRRAP PE=1 SV=1;tr|F,2,2,1.3,23.8441226345573,23.5380313560112,26.1159142612252,26.0533092811268
Q9Y3Q8;O75157;Q15714;Q99576;Q5JRJ0;E7EWD5;H0Y865;H7BZ77,Q9Y3Q8;O75157;Q15714;Q99576;Q5JRJ0;E7EWD5;H0Y865;H7BZ77,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,TSC22 domain family protein 4;TSC22 domain family protein 2;TSC22 domain family protein 1;TSC22 domain family protein 3,TSC22D4;TSC22D2;TSC22D1;TSC22D3,sp|Q9Y3Q8|T22D4_HUMAN TSC22 domain family protein 4 OS=Homo sapiens OX=9606 GN=TSC22D4 PE=1 SV=2;sp|O75157|T22D2_HUMAN TSC22 domain family protein 2 OS=Homo sapiens OX=9606 GN=TSC22D2 PE=1 SV=3;sp|Q15714|T22D1_HUMAN TSC22 domain family protein 1 OS=Homo sa,2,2,6.1,4.15692208665737,4.02835033526782,24.9916591986002,25.3798418380244
Q8N5M4;E9PKV8;H0YDR3;E7EST3,Q8N5M4;E9PKV8;H0YDR3;E7EST3,2;2;1;1,2;2;1;1,2;2;1;1,Tetratricopeptide repeat protein 9C,TTC9C,sp|Q8N5M4|TTC9C_HUMAN Tetratricopeptide repeat protein 9C OS=Homo sapiens OX=9606 GN=TTC9C PE=1 SV=1;tr|E9PKV8|E9PKV8_HUMAN Tetratricopeptide repeat protein 9C (Fragment) OS=Homo sapiens OX=9606 GN=TTC9C PE=1 SV=1;tr|H0YDR3|H0YDR3_HUMAN Tetratricopeptide r,2,2,17.0,4.15692208665737,4.02835033526782,25.7247101423087,25.7584729198685
P0DPH8;P0DPH7;Q6PEY2,P0DPH8;P0DPH7;Q6PEY2,20;20;16,2;2;2,2;2;2,Tubulin alpha-3E chain,TUBA3E,sp|P0DPH8|TBA3D_HUMAN Tubulin alpha-3D chain OS=Homo sapiens OX=9606 GN=TUBA3D PE=1 SV=1;sp|P0DPH7|TBA3C_HUMAN Tubulin alpha-3C chain OS=Homo sapiens OX=9606 GN=TUBA3C PE=1 SV=1;sp|Q6PEY2|TBA3E_HUMAN Tubulin alpha-3E chain OS=Homo sapiens OX=9606 GN=TUBA3E,20,2,56.0,4.15692208665737,4.02835033526782,28.2322871913857,28.0013673877858
P68366;C9JEV8;C9JQ00;C9JJQ8,P68366,20;4;4;4,2;1;1;1,2;1;1;1,Tubulin alpha-4A chain,TUBA4A,sp|P68366|TBA4A_HUMAN Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1,20,2,52.2,23.8314209087182,23.5209369637355,4.54126939241188,4.42741644991123
Q13509;A0A0B4J269;G3V5W4;G3V2R8;G3V3R4;G3V2N6,Q13509;A0A0B4J269,15;15;2;2;2;2,4;4;1;1;1;1,2;2;1;1;1;1,Tubulin beta-3 chain,TUBB3,sp|Q13509|TBB3_HUMAN Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2;tr|A0A0B4J269|A0A0B4J269_HUMAN G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1,15,2,36.0,4.15692208665737,4.02835033526782,25.923566511229,25.9654760588285
Q9BUF5;K7ESM5;K7ES63;K7EL29;K7ESQ3;K7EQT3;K7EJ64;K7ERA8;K7EJZ4;K7EN98;K7EPE5,Q9BUF5;K7ESM5,13;11;3;2;1;1;1;1;1;1;1,2;0;0;1;1;1;1;1;1;1;1,2;0;0;1;1;1;1;1;1;1;1,Tubulin beta-6 chain,TUBB6,sp|Q9BUF5|TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1;tr|K7ESM5|K7ESM5_HUMAN Tubulin beta chain (Fragment) OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1,13,2,33.4,4.15692208665737,4.02835033526782,26.4355850643004,24.5073044479538
P49411,P49411,2,2,2,"Elongation factor Tu, mitochondrial",TUFM,"sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",2,2,7.3,4.15692208665737,4.02835033526782,24.7487313187588,24.0726743297543
P83876;K7ES07;K7EPA6;K7EJU2;K7EMX5;O14835,P83876;K7ES07;K7EPA6;K7EJU2;K7EMX5;O14835,3;3;2;2;2;2,3;3;2;2;2;2,2;2;2;2;2;2,Thioredoxin-like protein 4A,TXNL4A,sp|P83876|TXN4A_HUMAN Thioredoxin-like protein 4A OS=Homo sapiens OX=9606 GN=TXNL4A PE=1 SV=1;tr|K7ES07|K7ES07_HUMAN Thioredoxin-like protein 4A OS=Homo sapiens OX=9606 GN=TXNL4A PE=1 SV=1;tr|K7EPA6|K7EPA6_HUMAN Thioredoxin-like protein 4A OS=Homo sapiens,3,2,31.0,25.3778514179143,24.998561852435,24.7141868130603,24.6511411249898
P61081,P61081,2,2,2,NEDD8-conjugating enzyme Ubc12,UBE2M,sp|P61081|UBC12_HUMAN NEDD8-conjugating enzyme Ubc12 OS=Homo sapiens OX=9606 GN=UBE2M PE=1 SV=1,2,2,10.9,4.15692208665737,4.02835033526782,26.0684981797721,26.0588716751063
Q13404;I3L0A0;Q15819;E5RIF1;D6RG00;A0A0A0MSL3;G3V2F7;H0YBX6,Q13404;I3L0A0;Q15819;E5RIF1;D6RG00;A0A0A0MSL3;G3V2F7;H0YBX6,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,Ubiquitin-conjugating enzyme E2 variant 1;Ubiquitin-conjugating enzyme E2 variant 2,UBE2V1;TMEM189-UBE2V1;UBE2V2,sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2;tr|I3L0A0|I3L0A0_HUMAN HCG2044781 OS=Homo sapiens OX=9606 GN=TMEM189-UBE2V1 PE=1 SV=1;sp|Q15819|UB2V2_HUMAN Ubiquitin-conjugating enzyme E2 variant,2,2,12.9,4.15692208665737,4.02835033526782,23.7289966514765,22.9460131352223
Q9Y5Z9;R4GNE3,Q9Y5Z9;R4GNE3,2;1,2;1,2;1,UbiA prenyltransferase domain-containing protein 1,UBIAD1,sp|Q9Y5Z9|UBIA1_HUMAN UbiA prenyltransferase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBIAD1 PE=1 SV=1;tr|R4GNE3|R4GNE3_HUMAN UbiA prenyltransferase domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=UBIAD1 PE=4 SV=1,2,2,8.6,4.15692208665737,4.02835033526782,25.4206939980788,25.5834243574906
O94888;C9JAT7,O94888;C9JAT7,2;2,2;2,2;2,UBX domain-containing protein 7,UBXN7,sp|O94888|UBXN7_HUMAN UBX domain-containing protein 7 OS=Homo sapiens OX=9606 GN=UBXN7 PE=1 SV=2;tr|C9JAT7|C9JAT7_HUMAN UBX domain-containing protein 7 OS=Homo sapiens OX=9606 GN=UBXN7 PE=1 SV=1,2,2,4.5,4.15692208665737,4.02835033526782,22.7820679830823,24.0157388230772
Q8IWX7,Q8IWX7,2,2,2,Protein unc-45 homolog B,UNC45B,sp|Q8IWX7|UN45B_HUMAN Protein unc-45 homolog B OS=Homo sapiens OX=9606 GN=UNC45B PE=1 SV=1,2,2,2.5,4.15692208665737,4.02835033526782,26.6472360482772,26.3833071988884
P31930,P31930,2,2,2,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,"sp|P31930|QCR1_HUMAN Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3",2,2,6.2,30.6803484427998,30.8068971928186,25.1172553496087,23.6377675567539
Q96RU2;F5GZ74;F5H2G4;F5H6Q3,Q96RU2,18;3;2;1,18;3;2;1,2;2;2;1,Ubiquitin carboxyl-terminal hydrolase 28,USP28,sp|Q96RU2|UBP28_HUMAN Ubiquitin carboxyl-terminal hydrolase 28 OS=Homo sapiens OX=9606 GN=USP28 PE=1 SV=1,18,2,21.4,4.15692208665737,4.02835033526782,28.3476060281093,28.1065441712048
Q9P275;A0A075B784;K7ELR5;Q8IXW9;E9PEW0,Q9P275;A0A075B784;K7ELR5;Q8IXW9;E9PEW0,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,Ubiquitin carboxyl-terminal hydrolase 36;Ubiquitin carboxyl-terminal hydrolase,USP36,sp|Q9P275|UBP36_HUMAN Ubiquitin carboxyl-terminal hydrolase 36 OS=Homo sapiens OX=9606 GN=USP36 PE=1 SV=4;tr|A0A075B784|A0A075B784_HUMAN Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens OX=9606 GN=USP36 PE=1 SV=1;tr|K7ELR5|K7ELR5_HUMAN Ubiquitin carbo,2,2,2.7,4.15692208665737,4.02835033526782,24.3149963907504,24.2689228678211
P40818;H0YLH2;H0YNL5;H0YKV1;A0A075B720,P40818,3;1;1;1;1,3;1;1;1;1,2;0;0;0;0,Ubiquitin carboxyl-terminal hydrolase 8,USP8,sp|P40818|UBP8_HUMAN Ubiquitin carboxyl-terminal hydrolase 8 OS=Homo sapiens OX=9606 GN=USP8 PE=1 SV=1,3,2,3.4,4.15692208665737,4.02835033526782,25.1821512341117,23.0774090316993
Q9HCJ6,Q9HCJ6,2,2,2,Synaptic vesicle membrane protein VAT-1 homolog-like,VAT1L,sp|Q9HCJ6|VAT1L_HUMAN Synaptic vesicle membrane protein VAT-1 homolog-like OS=Homo sapiens OX=9606 GN=VAT1L PE=1 SV=2,2,2,6.0,4.15692208665737,4.02835033526782,23.5268335113618,23.7442721458845
Q9BRG1;K7EP45;K7ENE3,Q9BRG1;K7EP45;K7ENE3,2;1;1,2;1;1,2;1;1,Vacuolar protein-sorting-associated protein 25,VPS25,sp|Q9BRG1|VPS25_HUMAN Vacuolar protein-sorting-associated protein 25 OS=Homo sapiens OX=9606 GN=VPS25 PE=1 SV=1;tr|K7EP45|K7EP45_HUMAN Vacuolar protein-sorting-associated protein 25 OS=Homo sapiens OX=9606 GN=VPS25 PE=1 SV=1;tr|K7ENE3|K7ENE3_HUMAN Vacuolar,2,2,10.8,4.15692208665737,4.02835033526782,23.8481407533163,24.4444907153399
Q9BTA9;C9JD58;J3QTA0;A0A494C0B7;A0A494C0C1;A0A494C0S5;C9JVK6;A0A0A0MRT2,Q9BTA9;C9JD58;J3QTA0;A0A494C0B7;A0A494C0C1;A0A494C0S5;C9JVK6;A0A0A0MRT2,2;2;2;1;1;1;1;1,2;2;2;1;1;1;1;1,2;2;2;1;1;1;1;1,WW domain-containing adapter protein with coiled-coil,WAC,sp|Q9BTA9|WAC_HUMAN WW domain-containing adapter protein with coiled-coil OS=Homo sapiens OX=9606 GN=WAC PE=1 SV=3;tr|C9JD58|C9JD58_HUMAN WW domain-containing adapter protein with coiled-coil (Fragment) OS=Homo sapiens OX=9606 GN=WAC PE=1 SV=1;tr|J3QTA0|J3,2,2,6.2,4.15692208665737,4.02835033526782,25.1232891245882,23.9663125186489
O00401,O00401,2,2,2,Neural Wiskott-Aldrich syndrome protein,WASL,sp|O00401|WASL_HUMAN Neural Wiskott-Aldrich syndrome protein OS=Homo sapiens OX=9606 GN=WASL PE=1 SV=2,2,2,4.2,22.8025410649049,21.2213440273628,23.5796223542135,23.0681373173773
O75554,O75554,2,2,2,WW domain-binding protein 4,WBP4,sp|O75554|WBP4_HUMAN WW domain-binding protein 4 OS=Homo sapiens OX=9606 GN=WBP4 PE=1 SV=1,2,2,7.4,4.15692208665737,4.02835033526782,24.9584571348512,24.6012190068268
Q8TF74;J3KSA3;A8MWR2,Q8TF74;J3KSA3;A8MWR2,2;1;1,2;1;1,2;1;1,WAS/WASL-interacting protein family member 2,WIPF2,sp|Q8TF74|WIPF2_HUMAN WAS/WASL-interacting protein family member 2 OS=Homo sapiens OX=9606 GN=WIPF2 PE=1 SV=1;tr|J3KSA3|J3KSA3_HUMAN WAS/WASL-interacting protein family member 2 (Fragment) OS=Homo sapiens OX=9606 GN=WIPF2 PE=1 SV=1;tr|A8MWR2|A8MWR2_HUMAN W,2,2,7.3,4.15692208665737,4.02835033526782,22.6343147548484,23.6987996063481
P18887;F5H8D7;M0QZ96;M0R0D2;M0R1U8;M0QYS5,P18887;F5H8D7;M0QZ96;M0R0D2;M0R1U8;M0QYS5,2;2;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,DNA repair protein XRCC1,XRCC1,sp|P18887|XRCC1_HUMAN DNA repair protein XRCC1 OS=Homo sapiens OX=9606 GN=XRCC1 PE=1 SV=2;tr|F5H8D7|F5H8D7_HUMAN DNA repair protein XRCC1 OS=Homo sapiens OX=9606 GN=XRCC1 PE=1 SV=2;tr|M0QZ96|M0QZ96_HUMAN DNA repair protein XRCC1 (Fragment) OS=Homo sapiens,2,2,3.6,4.15692208665737,4.02835033526782,23.869289595086,24.3352453154457
P27348;E9PG15,P27348;E9PG15,4;3,2;2,2;2,14-3-3 protein theta,YWHAQ,sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1;tr|E9PG15|E9PG15_HUMAN 14-3-3 protein theta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,4,2,18.0,4.15692208665737,4.02835033526782,24.0864271745108,23.9521908894848
Q96C00;A0A087X1Z5;A0A087X1K1,Q96C00;A0A087X1Z5;A0A087X1K1,2;2;2,2;2;2,2;2;2,Zinc finger and BTB domain-containing protein 9,ZBTB9,sp|Q96C00|ZBTB9_HUMAN Zinc finger and BTB domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ZBTB9 PE=1 SV=1;tr|A0A087X1Z5|A0A087X1Z5_HUMAN Zinc finger and BTB domain-containing protein 9 (Fragment) OS=Homo sapiens OX=9606 GN=ZBTB9 PE=1 SV=1;tr|A0A087X,2,2,6.8,4.15692208665737,4.02835033526782,23.2814999426843,24.6538706418614
Q96GY0;H0YAP0,Q96GY0;H0YAP0,2;1,2;1,2;1,Zinc finger C2HC domain-containing protein 1A,ZC2HC1A,sp|Q96GY0|ZC21A_HUMAN Zinc finger C2HC domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ZC2HC1A PE=1 SV=2;tr|H0YAP0|H0YAP0_HUMAN Zinc finger C2HC domain-containing protein 1A (Fragment) OS=Homo sapiens OX=9606 GN=ZC2HC1A PE=1 SV=1,2,2,6.8,4.15692208665737,4.02835033526782,23.2648491714414,23.7399536199803
Q86XD8;J3KPC0,Q86XD8;J3KPC0,2;2,2;2,2;2,AN1-type zinc finger protein 4,ZFAND4,sp|Q86XD8|ZFAN4_HUMAN AN1-type zinc finger protein 4 OS=Homo sapiens OX=9606 GN=ZFAND4 PE=2 SV=2;tr|J3KPC0|J3KPC0_HUMAN AN1-type zinc finger protein 4 OS=Homo sapiens OX=9606 GN=ZFAND4 PE=4 SV=1,2,2,8.1,4.15692208665737,4.02835033526782,23.390475476175,25.5721894973599
Q86YA3;D6REN9;G3XAL8;D6REQ7;D6RB47,Q86YA3;D6REN9;G3XAL8;D6REQ7;D6RB47,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Protein ZGRF1,ZGRF1,"sp|Q86YA3|ZGRF1_HUMAN Protein ZGRF1 OS=Homo sapiens OX=9606 GN=ZGRF1 PE=1 SV=3;tr|D6REN9|D6REN9_HUMAN Protein ZGRF1 (Fragment) OS=Homo sapiens OX=9606 GN=ZGRF1 PE=1 SV=1;tr|G3XAL8|G3XAL8_HUMAN HCG21296, isoform CRA_a OS=Homo sapiens OX=9606 GN=ZGRF1 PE=1 S",2,2,1.2,4.15692208665737,4.02835033526782,24.541205350457,22.8719608701291
Q5SVZ6,Q5SVZ6,2,2,2,Zinc finger MYM-type protein 1,ZMYM1,sp|Q5SVZ6|ZMYM1_HUMAN Zinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1,2,2,1.9,4.15692208665737,4.02835033526782,23.2353639269973,24.062915527998
Q5VZL5;H7C1I7,Q5VZL5;H7C1I7,2;2,2;2,2;2,Zinc finger MYM-type protein 4,ZMYM4,sp|Q5VZL5|ZMYM4_HUMAN Zinc finger MYM-type protein 4 OS=Homo sapiens OX=9606 GN=ZMYM4 PE=1 SV=1;tr|H7C1I7|H7C1I7_HUMAN Zinc finger MYM-type protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=ZMYM4 PE=1 SV=1,2,2,1.3,25.3763681332999,24.9232408470551,24.4828168722005,24.7595907761179
O43670;J3KS31;J3QRS9;X6R4W8,O43670;J3KS31;J3QRS9;X6R4W8,2;2;2;2,2;2;2;2,2;2;2;2,BUB3-interacting and GLEBS motif-containing protein ZNF207,ZNF207,sp|O43670|ZN207_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1;tr|J3KS31|J3KS31_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 (Fragment) OS=Homo sapiens OX=9606 GN=ZNF207 PE=1,2,2,6.9,4.15692208665737,4.02835033526782,26.5141245723382,25.6692282934672
Q8ND82;Q9UJJ2,Q8ND82;Q9UJJ2,2;2,2;2,2;2,Zinc finger protein 280C,ZNF280C,sp|Q8ND82|Z280C_HUMAN Zinc finger protein 280C OS=Homo sapiens OX=9606 GN=ZNF280C PE=1 SV=1;tr|Q9UJJ2|Q9UJJ2_HUMAN Zinc finger protein 280C (Fragment) OS=Homo sapiens OX=9606 GN=ZNF280C PE=1 SV=1,2,2,4.2,4.15692208665737,4.02835033526782,24.8620693801153,23.840477525467
Q6P9A3;Q147U1;Q15973,Q6P9A3;Q147U1;Q15973,2;1;1,2;1;1,2;1;1,Zinc finger protein 549;Zinc finger protein 846;Zinc finger protein 124,ZNF549;ZNF846;ZNF124,sp|Q6P9A3|ZN549_HUMAN Zinc finger protein 549 OS=Homo sapiens OX=9606 GN=ZNF549 PE=1 SV=2;sp|Q147U1|ZN846_HUMAN Zinc finger protein 846 OS=Homo sapiens OX=9606 GN=ZNF846 PE=1 SV=2;sp|Q15973|ZN124_HUMAN Zinc finger protein 124 OS=Homo sapiens OX=9606 GN=ZNF,2,2,3.4,25.8648343189992,24.9144779681323,23.4495445456963,22.1711193659378
P98169;P98168,P98169;P98168,2;1,2;1,2;1,Zinc finger X-linked protein ZXDB;Zinc finger X-linked protein ZXDA,ZXDB;ZXDA,sp|P98169|ZXDB_HUMAN Zinc finger X-linked protein ZXDB OS=Homo sapiens OX=9606 GN=ZXDB PE=1 SV=2;sp|P98168|ZXDA_HUMAN Zinc finger X-linked protein ZXDA OS=Homo sapiens OX=9606 GN=ZXDA PE=1 SV=2,2,2,5.0,4.15692208665737,4.02835033526782,24.8351853444402,25.0366180127881
A0A096LPI6;A0A096LNH5;P0DPI2;A0A0B4J2D5,A0A096LPI6;A0A096LNH5;P0DPI2;A0A0B4J2D5,2;1;1;1,2;1;1;1,2;1;1;1,,A0A096LPI6;A0A096LNH5;P0DPI2;A0A0B4J2D5,"tr|A0A096LPI6|A0A096LPI6_HUMAN Utp12 domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=2;tr|A0A096LNH5|A0A096LNH5_HUMAN Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial OS=Homo sapiens OX=9606 GN=GATD3B",2,2,15.8,4.15692208665737,4.02835033526782,28.8296862062645,24.9322446741749
A0A1B0GUR4,A0A1B0GUR4,2,2,2,,A0A1B0GUR4,tr|A0A1B0GUR4|A0A1B0GUR4_HUMAN Transmembrane protein 269 OS=Homo sapiens OX=9606 GN=TMEM269 PE=4 SV=1,2,2,6.9,26.4609210323154,28.3473103376143,22.6103748217977,21.0724780758658
A0A3B3ISK4;A0A3B3IUA2,A0A3B3ISK4;A0A3B3IUA2,2;2,2;2,2;2,,A0A3B3ISK4;A0A3B3IUA2,tr|A0A3B3ISK4|A0A3B3ISK4_HUMAN NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=4 SV=1;tr|A0A3B3IUA2|A0A3B3IUA2_HUMAN Ribonucloprotein OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=1,2,2,22.4,4.15692208665737,4.02835033526782,24.7270757920008,23.5134018395649
A0A590UJ79,A0A590UJ79,2,2,2,,A0A590UJ79,tr|A0A590UJ79|A0A590UJ79_HUMAN Voltage-gated potassium channel subunit beta-2 (Fragment) OS=Homo sapiens OX=9606 GN=KCNAB2 PE=4 SV=1,2,2,28.6,4.15692208665737,4.02835033526782,22.9061529454534,20.9435650569922
Q9P0V9;E7EW69;B5ME97;E7EX04;F5GYV2;F5H1W3;C9JEW2;C9JNR7;C9JEQ7;F5H1F2,Q9P0V9;E7EW69;B5ME97;E7EX04,4;4;4;3;1;1;1;1;1;1,4;4;4;3;1;1;1;1;1;1,3;3;3;3;1;0;1;1;0;1,Septin-10,Septin-10,"sp|Q9P0V9|SEP10_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=2;tr|E7EW69|E7EW69_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=1;tr|B5ME97|B5ME97_HUMAN Septin 10, isoform CRA_c OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=2;tr|E7",4,3,13.0,4.15692208665737,4.02835033526782,24.7804668786207,25.2630588271635
