GRWD1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
SUMO2;SUMO3;SUMO4,-0.6588819546,0.00520741831916462,0,P61956;P55854;Q6EEV6;A8MUA9;A8MU27,P61956;P55854;Q6EEV6;A8MUA9;A8MU27,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 4,SUMO2;SUMO3;SUMO4,sp|P61956|SUMO2_HUMAN Small ubiquitin-related modifier 2 OS=Homo sapiens OX=9606 GN=SUMO2 PE=1 SV=3;sp|P55854|SUMO3_HUMAN Small ubiquitin-related modifier 3 OS=Homo sapiens OX=9606 GN=SUMO3 PE=1 SV=2;sp|Q6EEV6|SUMO4_HUMAN Small ubiquitin-related modifier 4,2,2,15.8,95
RPL23A,0.1574264341,0.151035348562375,0,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,9;9;9;9;8;6,9;9;9;9;8;6,9;9;9;9;8;6,60S ribosomal protein L23a,RPL23A,sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|H7BY10|H7BY10_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|K7ERT8|K7ERT8_HUMAN 60S ribosomal protein L23a (Fragmen,9,9,37.2,156
EIF3L,0.1364954265,0.560695350333445,0,Q9Y262;B0QY89;B0QY90;C9JHP4;C9K0Q7;H7C3A0;H0Y7E6,Q9Y262;B0QY89;B0QY90,14;14;9;5;5;4;2,14;14;9;5;5;4;2,14;14;9;5;5;4;2,Eukaryotic translation initiation factor 3 subunit L,EIF3L,sp|Q9Y262|EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY89|B0QY89_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY90|B0QY90_HU,14,14,26.1,564
UBE2I,-0.2332282191,0.166040604824174,0,P63279;H3BQQ9;B0QYN7;H3BPC4;H3BRD1,P63279;H3BQQ9;B0QYN7;H3BPC4,5;5;5;4;1,5;5;5;4;1,5;5;5;4;1,SUMO-conjugating enzyme UBC9,UBE2I,sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1;tr|H3BQQ9|H3BQQ9_HUMAN SUMO-conjugating enzyme UBC9 (Fragment) OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1;tr|B0QYN7|B0QYN7_HUMAN SUMO-conjugating enzyme UBC9 OS=Ho,5,5,39.9,158
CPNE1,-2.1021941901,0.0676578804083511,0,Q99829;F2Z2V0;B0QZ18;A6PVH9;H0Y524;Q5JX45;E7ENH5;Q5JX56;Q5JX58;Q5JX59;Q5JX61;Q5JX60;Q5JX44;Q5JX52,Q99829;F2Z2V0;B0QZ18;A6PVH9;H0Y524;Q5JX45;E7ENH5,4;4;4;3;2;2;2;1;1;1;1;1;1;1,4;4;4;3;2;2;2;1;1;1;1;1;1;1,4;4;4;3;2;2;2;1;1;1;1;1;1;1,Copine-1,CPNE1,sp|Q99829|CPNE1_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|F2Z2V0|F2Z2V0_HUMAN Copine-1 (Fragment) OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|B0QZ18|B0QZ18_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|A6PVH9|A6PVH9_HUMA,4,4,10.2,537
ERLIN1;ERLIN2,-0.5295068522,0.0399210761831211,0,O75477;O94905;B0QZ43;E5RHW4;E5RJ09,O75477;O94905;B0QZ43;E5RHW4;E5RJ09,2;2;2;2;1,2;2;2;2;1,2;2;2;2;1,Erlin-1;Erlin-2,ERLIN1;ERLIN2,sp|O75477|ERLN1_HUMAN Erlin-1 OS=Homo sapiens OX=9606 GN=ERLIN1 PE=1 SV=2;sp|O94905|ERLN2_HUMAN Erlin-2 OS=Homo sapiens OX=9606 GN=ERLIN2 PE=1 SV=1;tr|B0QZ43|B0QZ43_HUMAN Erlin-1 (Fragment) OS=Homo sapiens OX=9606 GN=ERLIN1 PE=1 SV=1;tr|E5RHW4|E5RHW4_HUMAN,2,2,5.5,348
MPST,0.1356688256,0.517703151765016,0,P25325;B1AH49,P25325;B1AH49,6;6,6;6,6;6,3-mercaptopyruvate sulfurtransferase;Sulfurtransferase,MPST,sp|P25325|THTM_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=3;tr|B1AH49|B1AH49_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=1,6,6,21.2,297
MCM5,-0.3276983628,0.098512202716733,0,P33992;B1AHB1;B1AHB2;B1AHA9;F8WFD7,P33992;B1AHB1,17;17;4;4;1,17;17;4;4;1,17;17;4;4;1,DNA replication licensing factor MCM5;DNA helicase,MCM5,sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5;tr|B1AHB1|B1AHB1_HUMAN DNA helicase OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=1,17,17,28.7,734
PSMD10,-0.1924703714,0.163811557968743,0,O75832;B1AJY7;B1AJY5,O75832;B1AJY7;B1AJY5,2;2;1,2;2;1,2;2;1,26S proteasome non-ATPase regulatory subunit 10,PSMD10,sp|O75832|PSD10_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1;tr|B1AJY7|B1AJY7_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1;tr|B1AJY5|B1AJY5_HUMAN 26S ,2,2,13.3,226
PEA15,0.4295019925,0.0503521621505685,0,Q15121;B1AKZ5,Q15121;B1AKZ5,3;3,3;3,3;3,Astrocytic phosphoprotein PEA-15,PEA15,sp|Q15121|PEA15_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2;tr|B1AKZ5|B1AKZ5_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=1,3,3,21.5,130
MRPL43,0.0315157042,0.80438572979425,0,Q8N983;H0Y6Y8;B1AL05;H0YBU8;M0R051,Q8N983;H0Y6Y8;B1AL05;H0YBU8,5;5;5;3;2,5;5;5;3;2,5;5;5;3;2,"39S ribosomal protein L43, mitochondrial",MRPL43,"sp|Q8N983|RM43_HUMAN 39S ribosomal protein L43, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1;tr|H0Y6Y8|H0Y6Y8_HUMAN 39S ribosomal protein L43, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1;tr|B1AL05|B1AL05_HUMAN 39S ribo",5,5,27.4,215
PRPS1;PRPS1L1,-0.0198183728,0.827407233790592,0,P60891;B1ALA9;A0A2R8Y7H4;P21108;A0A0B4J207;B7ZB02;B1ALA7;Q15244;H7C540,P60891;B1ALA9;A0A2R8Y7H4;P21108;A0A0B4J207,10;10;8;6;5;4;4;3;3,10;10;8;6;5;4;4;3;3,5;5;5;3;2;0;3;3;0,Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase 3,PRPS1;PRPS1L1,sp|P60891|PRPS1_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|B1ALA9|B1ALA9_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|A0A2R8Y7H4|A0A2R8Y7H4_HUMAN Ribose-phosphate pyr,10,5,38.7,318
GUK1,-0.4861000285,0.0220024240811866,0,Q16774;B1ANH0;B1ANG9;B1ANH6;B1ANH2;B1ANH5;B1ANH3,Q16774;B1ANH0;B1ANG9;B1ANH6;B1ANH2;B1ANH5;B1ANH3,2;2;2;2;2;1;1,2;2;2;2;2;1;1,2;2;2;2;2;1;1,Guanylate kinase,GUK1,sp|Q16774|KGUA_HUMAN Guanylate kinase OS=Homo sapiens OX=9606 GN=GUK1 PE=1 SV=2;tr|B1ANH0|B1ANH0_HUMAN Guanylate kinase (Fragment) OS=Homo sapiens OX=9606 GN=GUK1 PE=1 SV=1;tr|B1ANG9|B1ANG9_HUMAN Guanylate kinase OS=Homo sapiens OX=9606 GN=GUK1 PE=1 SV=2;t,2,2,14.7,197
PABPC4,0.3417062112,0.0187555815755103,0,Q13310;B1ANR0;H0Y5F5;B1ANR1;H0YEU6;H0Y6X6;H0YER0,Q13310;B1ANR0;H0Y5F5,21;21;13;9;7;3;2,8;8;6;2;4;2;1,8;8;6;2;4;2;1,Polyadenylate-binding protein 4;Polyadenylate-binding protein,PABPC4,sp|Q13310|PABP4_HUMAN Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|B1ANR0|B1ANR0_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|H0Y5F5|H0Y5F5_HUMAN Polyadenylate-binding protein (Fragmen,21,8,36.6,644
HNRNPC,-0.0758289616,0.446582264524903,0,G3V4C1;B2R5W2;B4DY08;G3V4W0;G3V251;B4DSU6;G3V5X6;G3V3K6;G3V4M8;G3V2H6;A0A0G2JPF8;A0A0G2JNQ3;O60812;G3V2D6;B7ZW38;P0DMR1;B2RXH8;G3V5V7;B3KT61;E5RG71;Q86SE5,G3V4C1;B2R5W2;B4DY08;G3V4W0;G3V251;B4DSU6;G3V5X6;G3V3K6;G3V4M8,21;21;21;21;16;15;15;15;11;9;6;6;6;6;6;6;6;4;2;2;2,21;21;21;21;16;15;15;15;11;9;6;6;6;6;6;6;6;4;2;2;2,2;2;2;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0,,HNRNPC,tr|G3V4C1|G3V4C1_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|B2R5W2|B2R5W2_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|B4DY08|B4DY08_HUMAN Heter,21,2,45.5,292
PES1,0.0105494425,0.938688571476097,0,O00541;B3KXD6;B5MCF9,O00541;B3KXD6;B5MCF9,4;4;4,4;4;4,4;4;4,Pescadillo homolog,PES1,sp|O00541|PESC_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B3KXD6|B3KXD6_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B5MCF9|B5MCF9_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1,4,4,8.7,588
CNN2,-0.0699875886,0.627462449949425,0,Q99439;B4DDF4;B4DUT8;A0A087X271;H3BVI6;K7ES69;A0A087X1X5;A0A087WV51;H3BQH0,Q99439;B4DDF4;B4DUT8;A0A087X271;H3BVI6;K7ES69,13;13;13;11;11;7;6;1;1,13;13;13;11;11;7;6;1;1,12;12;12;10;10;6;6;1;1,Calponin-2;Calponin,CNN2,sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4;tr|B4DDF4|B4DDF4_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|B4DUT8|B4DUT8_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|A0A087X271|A0A087X271_HUMAN Cal,13,12,52.4,309
NDUFV1,0.8821332362,0.439038230143451,0,P49821;H0YE81;B4DE93;G3V0I5;H0YD04;E9PLC6,P49821;H0YE81;B4DE93;G3V0I5;H0YD04;E9PLC6,2;2;2;2;1;1,2;2;2;2;1;1,2;2;2;2;1;1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUFV1,"sp|P49821|NDUV1_HUMAN NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=4;tr|H0YE81|H0YE81_HUMAN NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=NDUFV",2,2,5.8,464
CS,0.3247799583,0.0228917093082425,0,O75390;B4DJV2;A0A0C4DGI3;H0YIC4;H0YH82;F8W4S1;F8VTT8;F8VPA1;F8W1S4;F8W642;F8VZK9;F8VPF9;F8VX68;F8VRP1;F8VX07;F8VRI6;F8VWQ5;F8VU34,O75390;B4DJV2;A0A0C4DGI3,14;14;13;6;5;5;5;4;4;4;4;4;4;4;4;2;2;1,14;14;13;6;5;5;5;4;4;4;4;4;4;4;4;2;2;1,14;14;13;6;5;5;5;4;4;4;4;4;4;4;4;2;2;1,"Citrate synthase, mitochondrial;Citrate synthase",CS,"sp|O75390|CISY_HUMAN Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2;tr|B4DJV2|B4DJV2_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 SV=1;tr|A0A0C4DGI3|A0A0C4DGI3_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 ",14,14,32.6,466
MRPL12,-0.5002313408,0.017884087738922,0,B4DLN1;P52815;Q9UBX3;F6RGN5;I3L1E8,B4DLN1;P52815,10;6;4;3;1,10;6;4;3;1,10;6;4;3;1,"39S ribosomal protein L12, mitochondrial",MRPL12,"tr|B4DLN1|B4DLN1_HUMAN cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 PE=2 SV=1;sp|P52815|RM12_HUMAN 39S ribosomal protein L12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL12 PE=1 SV=2",10,10,31.2,442
NQO1,-0.2800819702,0.119178570581104,0,P15559;B4DLR8;H3BRK3;H3BNV2,P15559;B4DLR8;H3BRK3;H3BNV2,6;6;6;3,6;6;6;3,6;6;6;3,NAD(P)H dehydrogenase [quinone] 1,NQO1,sp|P15559|NQO1_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1;tr|B4DLR8|B4DLR8_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1;tr|H3BRK3|H3BRK3_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=,6,6,21.5,274
PTPN1,0.1795528715,0.390140772022932,0,P18031;B4DSN5,P18031;B4DSN5,3;3,3;3,3;3,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,PTPN1,sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1;tr|B4DSN5|B4DSN5_HUMAN Tyrosine-protein phosphatase non-receptor type OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1,3,3,10.6,435
MTAP,-0.0686611722,0.52675750096783,0,Q13126;B4DUC8;J3QSB7;F2Z2F3;F8WES2;J3KRN1,Q13126;B4DUC8;J3QSB7,9;9;8;3;2;1,9;9;8;3;2;1,9;9;8;3;2;1,S-methyl-5-thioadenosine phosphorylase;Purine nucleoside phosphorylase,MTAP,sp|Q13126|MTAP_HUMAN S-methyl-5-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=2;tr|B4DUC8|B4DUC8_HUMAN S-methyl-5-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=1;tr|J3QSB7|J3QSB7_HUMAN Purine nucleoside phospho,9,9,41,283
NME7,-0.0711982556,0.677625270166546,0,Q9Y5B8;E9PNU1;B4DXC8,Q9Y5B8;E9PNU1;B4DXC8,4;4;4,4;4;4,4;4;4,Nucleoside diphosphate kinase 7,NME7,sp|Q9Y5B8|NDK7_HUMAN Nucleoside diphosphate kinase 7 OS=Homo sapiens OX=9606 GN=NME7 PE=1 SV=1;tr|E9PNU1|E9PNU1_HUMAN Nucleoside diphosphate kinase 7 OS=Homo sapiens OX=9606 GN=NME7 PE=1 SV=1;tr|B4DXC8|B4DXC8_HUMAN Nucleoside diphosphate kinase 7 OS=Homo s,4,4,15.2,376
FXR1,-0.0027839082,0.990917604531882,0,P51114;E9PFF5;B4DXZ6;E7EU85;C9JZE0;C9JY20;Q06787;R9WNI0;A8MQB8;C9JAJ4;A0A087WXI3;G3V0J0,P51114;E9PFF5;B4DXZ6;E7EU85,10;10;10;9;3;3;2;2;2;1;1;1,10;10;10;9;3;3;2;2;2;1;1;1,7;7;7;6;3;3;0;0;0;1;0;0,Fragile X mental retardation syndrome-related protein 1,FXR1,sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;tr|E9PFF5|E9PFF5_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=1;tr|B4DXZ6|B4DXZ6,10,7,18,621
HS1BP3,-1.1912291494,0.00108394655088438,1,Q53T59;B5MC96;F6TR53;A0A494C0K6;A0A0D9SFN1,Q53T59;B5MC96;F6TR53;A0A494C0K6,7;7;7;4;1,7;7;7;4;1,7;7;7;4;1,HCLS1-binding protein 3,HS1BP3,sp|Q53T59|H1BP3_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1;tr|B5MC96|B5MC96_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1;tr|F6TR53|F6TR53_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=H,7,7,16.1,392
BZW2,0.3214128702,0.356312235110627,0,Q9Y6E2;E9PFD4;B5MCE7;B5MCH7;E7ETZ4;Q75MG1,Q9Y6E2;E9PFD4;B5MCE7;B5MCH7;E7ETZ4;Q75MG1,2;2;2;2;2;1,2;2;2;2;2;1,2;2;2;2;2;1,Basic leucine zipper and W2 domain-containing protein 2,BZW2,sp|Q9Y6E2|BZW2_HUMAN Basic leucine zipper and W2 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=BZW2 PE=1 SV=1;tr|E9PFD4|E9PFD4_HUMAN BZW2 protein OS=Homo sapiens OX=9606 GN=BZW2 PE=1 SV=2;tr|B5MCE7|B5MCE7_HUMAN Basic leucine zipper and W2 domain-c,2,2,6.4,419
CBX1,-0.4314140408,0.00876336292760222,0,P83916;B5MD17;J3KS05;K7ELA4;C9JWS9,P83916;B5MD17;J3KS05;K7ELA4,5;5;5;4;2,4;4;4;3;2,4;4;4;3;2,Chromobox protein homolog 1,CBX1,sp|P83916|CBX1_HUMAN Chromobox protein homolog 1 OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=1;tr|B5MD17|B5MD17_HUMAN Chromobox protein homolog 1 (Fragment) OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=1;tr|J3KS05|J3KS05_HUMAN Chromobox protein homolog 1 (Fragment),5,4,35.1,185
RAN,0.0006270465,0.994257970791416,0,P62826;B5MDF5;J3KQE5;F5H018;B4DV51;H0YFC6;A0A087X0W0,P62826;B5MDF5;J3KQE5;F5H018;B4DV51,22;22;21;18;11;10;1,22;22;21;18;11;10;1,22;22;21;18;11;10;1,GTP-binding nuclear protein Ran,RAN,sp|P62826|RAN_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3;tr|B5MDF5|B5MDF5_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=1;tr|J3KQE5|J3KQE5_HUMAN GTP-binding nuclear protein Ran (Fragment) O,22,22,60.6,216
SEPT10,-0.034515055,0.87194286937208,0,Q9P0V9;E7EW69;E7EX04;B5ME97;F5GYV2;F5H1F2;C9JEW2;C9JNR7,Q9P0V9;E7EW69;E7EX04;B5ME97,6;6;6;6;2;2;1;1,5;5;5;5;2;2;1;1,5;5;5;5;2;2;1;1,Septin-10,SEPT10,sp|Q9P0V9|SEP10_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=2;tr|E7EW69|E7EW69_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=1;tr|E7EX04|E7EX04_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=1;tr|B5ME97|B5ME97_HUM,6,5,20.5,454
DDX27,0.0024417996,0.98353967400076,0,Q96GQ7;B7Z6D5;A0A087X059,Q96GQ7;B7Z6D5;A0A087X059,10;10;6,10;10;6,10;10;6,Probable ATP-dependent RNA helicase DDX27,DDX27,sp|Q96GQ7|DDX27_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2;tr|B7Z6D5|B7Z6D5_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=1;tr|A0A087X059|A0A087X059_HUMAN Probable A,10,10,13.6,796
RANBP3,-0.0654444624,0.699602513158164,0,Q9H6Z4;B7Z7F3;K7ENJ2;K7EID7;K7ENB9;K7EPW1;K7ESQ0;K7EN31,Q9H6Z4;B7Z7F3,3;3;1;1;1;1;1;1,3;3;1;1;1;1;1;1,3;3;1;1;1;1;1;1,Ran-binding protein 3,RANBP3,sp|Q9H6Z4|RANB3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1;tr|B7Z7F3|B7Z7F3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1,3,3,7.8,567
ACADM,-0.3728963805,0.0618555322485995,0,P11310;B7Z9I1;Q5T4U5;H0YDT5;E9PJM9,P11310;B7Z9I1;Q5T4U5,10;10;10;3;1,10;10;10;3;1,10;10;10;3;1,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM,"sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1;tr|B7Z9I1|B7Z9I1_HUMAN Medium-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1;tr|Q5",10,10,31.6,421
SUMO1,-0.3525505626,0.0203920196713562,0,P63165;B8ZZN6;B8ZZ67;G2XKQ0;B8ZZJ0;B9A032,P63165;B8ZZN6;B8ZZ67;G2XKQ0,3;3;2;2;1;1,3;3;2;2;1;1,3;3;2;2;1;1,Small ubiquitin-related modifier 1;Small ubiquitin-related modifier,SUMO1,sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1;tr|B8ZZN6|B8ZZN6_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1;tr|B8ZZ67|B8ZZ67_HUMAN SMT3 suppressor of mif two 3 hom,3,3,27.7,101
PTMA,-0.1697976161,0.115951195737713,0,P06454;B8ZZQ6,P06454;B8ZZQ6,3;3,3;3,3;3,"Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1",PTMA,sp|P06454|PTMA_HUMAN Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2;tr|B8ZZQ6|B8ZZQ6_HUMAN Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=1,3,3,17.1,111
HIBCH,-1.5222274314,0.0783775747093222,0,Q6NVY1;B8ZZZ0;H7C400,Q6NVY1;B8ZZZ0,3;3;1,3;3;1,3;3;1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",HIBCH,"sp|Q6NVY1|HIBCH_HUMAN 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=2;tr|B8ZZZ0|B8ZZZ0_HUMAN 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=1",3,3,9.1,386
IMMT,0.2164853726,0.0659132603812622,0,Q16891;C9J406;B9A067;H7C463;A0A087WYS0,Q16891;C9J406;B9A067;H7C463,9;9;9;8;2,9;9;9;8;2,9;9;9;8;2,MICOS complex subunit MIC60,IMMT,sp|Q16891|MIC60_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1;tr|C9J406|C9J406_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1;tr|B9A067|B9A067_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9,9,9,17.5,758
GFM1,-1.4534762378,0.0646223080335753,0,Q96RP9;F8WAU4;C9IZ01,Q96RP9;F8WAU4;C9IZ01,4;4;4,4;4;4,4;4;4,"Elongation factor G, mitochondrial",GFM1,"sp|Q96RP9|EFGM_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=2;tr|F8WAU4|F8WAU4_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=1;tr|C9IZ01|C9IZ01_HUMAN Elongation factor G, mitochondrial ",4,4,5.6,751
BZW1,1.1104733665,0.0173358911375639,1,Q7L1Q6;C9IZ80;C9JV57;C9J188;C9JWF5;C9JFN4,Q7L1Q6;C9IZ80,4;4;1;1;1;1,4;4;1;1;1;1,4;4;1;1;1;1,Basic leucine zipper and W2 domain-containing protein 1,BZW1,sp|Q7L1Q6|BZW1_HUMAN Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1;tr|C9IZ80|C9IZ80_HUMAN Basic leucine zipper and W2 domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1,4,4,9.3,419
SRI,-0.3938506036,0.145530562395177,0,P30626;C9J0K6;B4DHQ6,P30626;C9J0K6,7;7;2,7;7;2,7;7;2,Sorcin,SRI,sp|P30626|SORCN_HUMAN Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1;tr|C9J0K6|C9J0K6_HUMAN Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1,7,7,41.9,198
