Gene_names,PAFAH1B1_vs_BirA_logFC,PAFAH1B1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_PAFAH1B1_N1,Peptides_PAFAHB_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_PAFAH1B1_N1,Razor___unique_peptides_PAFAHB_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_PAFAH1B1_N1,Unique_peptides_PAFAHB_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_PAFAH1B1_N1,Identification_type_PAFAHB_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_PAFAH1B1_N1,Ratio_H_L_PAFAHB_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_PAFAH1B1_N1,Ratio_H_L_normalized_PAFAHB_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____PAFAH1B1_N1,Ratio_H_L_variability_____PAFAHB_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_PAFAH1B1_N1,Ratio_H_L_count_PAFAHB_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_PAFAH1B1_N1,Ratio_H_L_iso_count_PAFAHB_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_PAFAH1B1_N1,Ratio_H_L_type_PAFAHB_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_PAFAH1B1_N1____,Sequence_coverage_PAFAHB_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_PAFAH1B1_N1,Intensity_L_PAFAH1B1_N1,Intensity_H_PAFAH1B1_N1,Intensity_PAFAHB_N2,Intensity_L_PAFAHB_N2,Intensity_H_PAFAHB_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_PAFAH1B1_N1,metacell_Intensity_L_PAFAHB_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
ATP5O,1.26934654065784,0.00261422816870185,P48047;A0A494C0K9;H7C0C1;H7C068;H7C086,P48047;A0A494C0K9;H7C0C1,15;9;9;5;3,15;9;9;5;3,15;9;9;5;3,"ATP synthase subunit O, mitochondrial","sp|P48047|ATPO_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1;tr|A0A494C0K9|A0A494C0K9_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=4 SV=1;tr|H7C0C1|H7C0C1_HUMAN Uncharacterized p",5,15,15,15,7,8,13,13,7,8,13,13,7,8,13,13,75.1,75.1,75.1,23.277,213,213;155;242;86;74,0.0,130.66,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34163,0.96773,17.329,48,10,Leave out requantified,0.24632,0.34174,0.36352,0.36405,0.89321,0.96649,0.91977,0.9711,14.676,6.6179,24.504,12.646,7,8,17,16,0,0,4,6,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,34.7,42.7,68.1,68.1,14559000000,10349000000,4210600000,509000000,395430000,113580000,559170000,406580000,152580000,6986000000,4944200000,2041800000,6505000000,4602300000,1902700000,,,,2126,5159;6551;7112;9835;15596;16124;19333;20592;20593;22431;23623;23797;23798;23947;26701,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,5739;7285;7908;11075;17786;18385;21948;23318;23319;25357;26671;26870;26871;26872;26873;27038;27039;30181,14219;14220;17909;17910;17911;17912;17913;19435;19436;27559;27560;44243;44244;44245;44246;45725;45726;45727;45728;54366;54367;57613;57614;57615;57616;62933;62934;62935;62936;66314;66315;66838;66839;66840;66841;66842;66843;66844;66845;66846;66847;67281;67282;67283;67284;75128;75129;75130;75131,27125;27126;27127;27128;27129;34126;34127;34128;34129;34130;34131;34132;34133;37183;52886;52887;52888;52889;84060;84061;84062;84063;84064;84065;84066;84067;84068;84069;84070;84071;84072;86868;86869;86870;86871;86872;86873;86874;86875;86876;86877;86878;86879;86880;86881;86882;86883;86884;86885;86886;86887;86888;86889;86890;86891;102950;102951;102952;108937;108938;108939;108940;108941;108942;119225;119226;119227;119228;119229;119230;119231;119232;119233;119234;119235;126316;126317;127429;127430;127431;127432;127433;127434;127435;127436;127437;127438;127439;127440;127441;127442;127443;127444;127445;127446;127447;127448;127449;127450;127451;127452;127453;127454;127455;128332;128333;128334;128335;128336;128337;128338;143770;143771;143772;143773;143774;143775,27125;34131;37183;52889;84070;86875;102952;108940;108941;119234;126316;127441;127445;128333;143773,2016;2017;2018,,70;84;162,,-1;-1;-1;-1;-1,protein_2127,quanti,quanti,quanti,quanti
ARCN1,0.326137941251321,0.332897156673327,P48444;B0YIW6;Q6P1Q5;E9PK34,P48444;B0YIW6,15;14;7;2,15;14;7;2,15;14;7;2,Coatomer subunit delta,sp|P48444|COPD_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|B0YIW6|B0YIW6_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1,4,15,15,15,4,5,11,8,4,5,11,8,4,5,11,8,30.1,30.1,30.1,57.21,511,511;552;189;83,0.0,32.508,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38234,0.96218,18.052,30,23,Leave out requantified,0.34646,0.41332,0.4774,0.44199,0.9359,0.99953,1.0263,0.98661,42.283,18.875,22.997,59.248,4,5,12,9,2,3,10,8,Median,Median,Median,Median,9.6,11.4,22.7,17.2,2047500000,1333100000,714410000,107660000,71421000,36237000,173830000,114350000,59475000,1091100000,701970000,389100000,674980000,445380000,229600000,,,,2128,3402;5068;12041;13366;13367;16313;18395;18452;18614;19044;20604;22546;23340;25067;25945,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,3827;5644;13715;15309;15310;18588;20922;20982;21157;21631;23331;25479;26367;28359;29342,9870;9871;14039;14040;34176;38120;38121;38122;46235;46236;51990;51991;51992;51993;52144;52145;52578;52579;53634;57646;57647;63235;63236;65508;65509;65510;65511;70671;70672;70673;73002;73003;73004,19231;19232;26824;26825;65425;72628;72629;72630;87825;87826;87827;87828;98656;98657;98658;98659;98944;98945;98946;98947;98948;99730;99731;101676;109003;109004;119881;119882;124649;124650;124651;124652;135025;135026;135027;135028;139686;139687;139688;139689;139690,19232;26824;65425;72629;72630;87825;98658;98947;99730;101676;109003;119881;124651;135026;139687,,,,,-1;-1;-1;-1,protein_2129,quanti,quanti,quanti,quanti
LSS,-0.289844350315455,0.225772476275093,P48449;A0A0G2JQD0;C9J315;A0A0G2JS81,P48449;A0A0G2JQD0,9;8;2;1,9;8;2;1,9;8;2;1,Lanosterol synthase,sp|P48449|LSS_HUMAN Lanosterol synthase OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1;tr|A0A0G2JQD0|A0A0G2JQD0_HUMAN Lanosterol synthase (Fragment) OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1,4,9,9,9,5,5,6,5,5,5,6,5,5,5,6,5,14.2,14.2,14.2,83.308,732,732;549;262;78,0.0,13.777,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.4319,0.91929,45.744,21,9,Leave out requantified,0.27949,0.68509,0.34964,0.45676,0.76183,1.5074,0.8507,1.0314,62.368,40.852,18.456,20.122,5,5,6,5,2,2,3,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,7.9,7.7,10.7,8.9,1290200000,823570000,466680000,143430000,84727000,58702000,147290000,78779000,68511000,522370000,341870000,180500000,477160000,318200000,158970000,,,,2129,362;6563;10698;10724;12931;15415;17807;20342;26630,True;True;True;True;True;True;True;True;True,396;7297;12085;12115;14835;17590;20269;23050;30103,963;964;17943;30222;30289;30290;30291;30292;36958;36959;43764;43765;50319;50320;50321;50322;56997;74932;74933;74934;74935,1808;1809;34171;58111;58233;58234;58235;58236;58237;58238;58239;58240;58241;70480;70481;83159;83160;95472;95473;95474;95475;95476;95477;95478;107861;143393;143394;143395;143396;143397;143398,1808;34171;58111;58233;70480;83159;95476;107861;143397,,,,,-1;-1;-1;-1,protein_2130,quanti,quanti,quanti,quanti
PSMD8,1.52829030410122,0.0601103111719054,P48556;R4GMR5;K7EJR3;K7EJC1;K7ERW6;K7ENY6,P48556;R4GMR5;K7EJR3;K7EJC1,7;7;6;4;2;2,7;7;6;4;2;2,7;7;6;4;2;2,26S proteasome non-ATPase regulatory subunit 8,sp|P48556|PSMD8_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2;tr|R4GMR5|R4GMR5_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=1;tr|K7EJR3|K7EJR3_HUMAN 26S prot,6,7,7,7,3,1,6,3,3,1,6,3,3,1,6,3,18.0,18.0,18.0,39.611,350,350;287;250;172;67;129,0.0,13.351,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41016,0.95249,16.675,12,5,Leave out requantified,0.40655,0.35191,0.41931,0.41448,1.2228,0.82001,0.95152,1.1741,30.26,,16.986,19.189,2,1,6,3,2,0,2,1,Median,Median,Leave out requantified,Plateau,6.6,2.3,16.0,7.1,1227600000,827420000,400200000,56783000,37351000,19432000,23462000,17288000,6174700,777440000,522160000,255270000,369930000,250610000,119320000,,,,2131,10315;10319;14107;14992;16035;19550;23822,True;True;True;True;True;True;True,11642;11647;16149;17134;18279;22185;26901,29106;29107;29108;29109;29125;29126;40241;40242;42697;45458;45459;54909;66932,55956;55957;55958;55959;55960;55961;56006;56007;56008;76691;76692;81260;86339;86340;86341;86342;103896;127606,55959;56008;76692;81260;86341;103896;127606,,,,,-1;-1;-1;-1;-1;-1,protein_2132,quanti,quanti,quanti,quanti
CCT5,0.0672132908095477,0.745914577341765,P48643;E7ENZ3;B7ZAR1;E9PCA1;D6RIZ7;H0Y914,P48643;E7ENZ3;B7ZAR1;E9PCA1,50;46;45;45;3;3,50;46;45;45;3;3,50;46;45;45;3;3,T-complex protein 1 subunit epsilon,sp|P48643|TCPE_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|E7ENZ3|E7ENZ3_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|B7ZAR1|B7ZAR1_HUMAN T-complex protein 1 subunit epsil,6,50,50,50,24,28,35,42,24,28,35,42,24,28,35,42,87.6,87.6,87.6,59.67,541,541;486;503;520;44;62,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32908,0.89951,29.278,177,70,Leave out requantified,0.28543,0.31104,0.3743,0.34399,0.97328,0.85111,0.9757,0.89951,23.798,20.025,47.964,22.933,31,33,50,63,12,9,20,29,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,54.2,64.5,65.4,77.8,36457000000,26284000000,10173000000,2501800000,1877900000,623860000,3165800000,2408500000,757240000,15848000000,11228000000,4619800000,14942000000,10770000000,4172000000,,,,2133,632;2382;2383;2862;2863;4034;4035;4679;5009;5259;5670;6493;7369;7531;8555;8979;9353;9394;9548;10943;12291;13080;13483;13484;13903;14792;14793;14835;16832;17039;17040;17087;19298;19299;19378;19379;19384;19552;19687;20797;21165;22855;23402;23403;23488;23877;24436;26225;26605;26784,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,689;2691;2692;2693;2694;3240;3241;4521;4522;5226;5581;5848;6309;7221;8228;8414;9595;9596;10099;10551;10600;10764;12354;14043;14044;14045;15003;15439;15440;15441;15897;16913;16914;16915;16962;19166;19413;19414;19415;19469;21910;21911;21995;21996;22001;22187;22334;23548;23969;23970;25827;26431;26432;26523;26524;26960;27585;29667;30076;30275,1727;1728;7023;7024;7025;7026;7027;7028;7029;7030;7031;7032;7033;8430;8431;8432;8433;8434;8435;8436;11479;11480;11481;11482;11483;11484;11485;11486;11487;11488;13106;13107;13108;13109;13913;13914;13915;14477;14478;15589;15590;17767;20345;20811;20812;23823;23824;23825;23826;23827;23828;23829;23830;23831;25155;25156;25157;26294;26295;26296;26297;26298;26415;26416;26417;26418;26419;26834;30842;30843;34911;34912;34913;34914;34915;34916;34917;34918;34919;34920;34921;37420;37421;38475;38476;38477;38478;38479;38480;38481;38482;38483;39609;42139;42140;42141;42142;42143;42144;42145;42146;42147;42148;42264;42265;42266;42267;47637;47638;48216;48217;48218;48219;48220;48221;48222;48223;48353;48354;48355;48356;48357;54292;54293;54294;54465;54466;54467;54468;54469;54480;54481;54482;54483;54484;54912;55235;55236;58243;58244;58245;59346;59347;59348;59349;59350;59351;59352;59353;59354;59355;59356;59357;59358;59359;59360;59361;59362;64176;64177;65677;65678;65679;65680;65929;65930;65931;67082;67083;67084;67085;67086;68654;68655;73873;73874;73875;74868;74869;74870;74871;74872;74873;74874;74875;74876;75343;75344,3260;3261;13780;13781;13782;13783;13784;13785;13786;13787;13788;13789;13790;13791;13792;13793;13794;13795;13796;13797;13798;13799;13800;13801;13802;16526;16527;16528;16529;16530;16531;16532;16533;16534;16535;16536;16537;16538;16539;16540;22222;22223;22224;22225;22226;22227;22228;22229;22230;22231;22232;22233;22234;22235;22236;22237;22238;22239;22240;22241;25262;25263;25264;25265;26646;26647;26648;26649;26650;26651;27628;27629;27630;27631;29753;33857;39006;39901;39902;39903;45602;45603;45604;45605;45606;45607;45608;45609;45610;45611;45612;45613;45614;45615;45616;45617;45618;45619;45620;45621;45622;45623;45624;48264;48265;48266;48267;50538;50539;50540;50541;50542;50543;50544;50545;50546;50547;50730;50731;50732;50733;50734;50735;50736;50737;50738;50739;50740;50741;50742;50743;50744;50745;50746;50747;50748;50749;50750;50751;51536;59175;59176;59177;66740;66741;66742;66743;66744;66745;66746;66747;66748;66749;66750;66751;66752;66753;71379;71380;73328;73329;73330;73331;73332;73333;73334;73335;73336;73337;73338;73339;73340;73341;73342;73343;73344;73345;73346;73347;73348;73349;73350;75516;80228;80229;80230;80231;80232;80233;80234;80235;80236;80237;80238;80239;80240;80241;80242;80243;80244;80245;80454;80455;80456;80457;80458;80459;80460;80461;90487;90488;90489;90490;91508;91509;91510;91511;91512;91513;91514;91515;91516;91517;91518;91519;91520;91521;91747;91748;91749;91750;91751;91752;91753;91754;91755;102837;102838;102839;103133;103134;103135;103136;103137;103138;103139;103140;103141;103154;103155;103156;103157;103158;103159;103160;103899;104550;104551;110240;110241;110242;110243;110244;110245;110246;110247;112330;112331;112332;112333;112334;112335;112336;112337;112338;112339;112340;112341;112342;112343;112344;112345;112346;112347;112348;112349;112350;112351;112352;112353;112354;112355;112356;112357;121915;121916;124938;124939;124940;125475;125476;125477;125478;125479;127885;127886;127887;127888;127889;127890;131010;131011;141423;143259;143260;143261;143262;143263;143264;143265;143266;143267;143268;143269;143270;143271;143272;143273;143274;143275;143276;143277;143278;143279;143280;143281;143282;143283;143284;143285;143286;143287;143288;144160;144161;144162,3261;13781;13797;16532;16540;22223;22237;25262;26650;27629;29753;33857;39006;39903;45619;48265;50540;50746;51536;59175;66740;71380;73339;73347;75516;80238;80245;80457;90490;91510;91520;91754;102837;102839;103133;103138;103158;103899;104551;110245;112353;121916;124939;124940;125475;127888;131010;141423;143264;144162,2019;2020;2021;2022;2023;2024;2025;2026;2027,463,20;35;42;176;226;370;378;483;514,4,-1;-1;-1;-1;-1;-1,protein_2134,quanti,quanti,quanti,quanti
HSPA13,20.3015576684289,8.65428089532393e-08,P48723,P48723,2,2,2,Heat shock 70 kDa protein 13,sp|P48723|HSP13_HUMAN Heat shock 70 kDa protein 13 OS=Homo sapiens OX=9606 GN=HSPA13 PE=1 SV=1,1,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,3.6,3.6,3.6,51.927,471,471,0.00042391,2.9997,,,By MS/MS,By MS/MS,1.5207,3.6013,25.285,4,0,Leave out requantified,,,1.4764,1.5663,,,3.4114,3.8017,,,11.252,39.317,0,0,2,2,0,0,0,0,Median,Median,Median,Median,0.0,0.0,3.6,3.6,368780000,149950000,218830000,0,0,0,0,0,0,185190000,75371000,109820000,183590000,74580000,109010000,,,,2136,10513;14627,True;True,11871;16739,29692;29693;41748;41749,57131;57132;57133;57134;57135;57136;57137;57138;79593,57136;79593,,,,,-1,protein_2137,quanti,quanti,imputed MEC,imputed MEC
IDH2,23.815038759108,3.52323812892514e-08,P48735;H0YL11,P48735,3;1,2;1,2;1,"Isocitrate dehydrogenase [NADP], mitochondrial","sp|P48735|IDHP_HUMAN Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens OX=9606 GN=IDH2 PE=1 SV=2",2,3,2,2,1,1,2,2,0,0,1,2,0,0,1,2,8.6,6.6,6.6,50.909,452,452;312,0.02594,0.97273,By matching,By matching,By MS/MS,By MS/MS,0.070803,0.18835,75.274,3,1,Median,,,0.070803,0.12641,,,0.18835,0.317,,,,97.599,0,0,1,2,0,0,0,1,Median,Median,Median,Median,2.0,2.0,5.8,6.6,1908900000,1723600000,185240000,0,0,0,0,0,0,1073400000,960010000,113350000,835520000,763620000,71892000,,,,2137,8285;16082;17840,True;True;False,9296;18334;20307,23098;23099;45588;50420;50421;50422,44257;44258;44259;86590;95670;95671;95672;95673;95674;95675;95676;95677,44257;86590;95671,,,,,-1;-1,protein_2138,quanti,quanti,imputed MEC,imputed MEC
SLC4A3,20.7317750775791,1.24962617773932e-06,P48751,P48751,2,2,2,Anion exchange protein 3,sp|P48751|B3A3_HUMAN Anion exchange protein 3 OS=Homo sapiens OX=9606 GN=SLC4A3 PE=1 SV=2,1,2,2,2,0,0,2,1,0,0,2,1,0,0,2,1,2.6,2.6,2.6,135.79,1232,1232,0.0088715,1.4967,,,By MS/MS,By MS/MS,0.35019,0.74507,65.875,4,1,Median,,,0.35019,0.35781,,,0.74507,0.88101,,,72.292,,0,0,3,1,0,0,1,0,Median,Median,Median,Median,0.0,0.0,2.6,2.0,288360000,219270000,69085000,0,0,0,0,0,0,194100000,152240000,41860000,94262000,67037000,27224000,,,,2138,6099;18908,True;True,6786;21492,16735;53307;53308;53309,31919;31920;101098,31919;101098,2029,,922,,-1,protein_2139,quanti,quanti,imputed MEC,imputed MEC
CD97,20.0918940733867,1.01307741869477e-07,P48960,P48960,2,2,2,CD97 antigen;CD97 antigen subunit alpha;CD97 antigen subunit beta,sp|P48960|AGRE5_HUMAN Adhesion G protein-coupled receptor E5 OS=Homo sapiens OX=9606 GN=ADGRE5 PE=1 SV=4,1,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,4.0,4.0,4.0,91.868,835,835,0.0,10.801,,,By MS/MS,By MS/MS,1.1112,2.5764,33.433,4,1,Median,,,0.92371,1.1649,,,1.8481,2.6109,,,46.449,1.3451,0,0,2,2,0,0,0,1,Median,Median,Median,Median,0.0,0.0,4.0,4.0,277150000,129670000,147480000,0,0,0,0,0,0,136470000,64369000,72104000,140680000,65301000,75381000,,,,2139,9022;27482,True;True,10152;31054,25279;25280;77275;77276,48511;48512;48513;48514;147812;147813;147814;147815;147816;147817,48513;147813,,,,,-1,protein_2140,quanti,quanti,imputed MEC,imputed MEC
ALDH9A1,0.0369780849062593,0.931206368303584,P49189,P49189,11,11,11,4-trimethylaminobutyraldehyde dehydrogenase,sp|P49189|AL9A1_HUMAN 4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3,1,11,11,11,4,5,6,3,4,5,6,3,4,5,6,3,30.0,30.0,30.0,53.801,494,494,0.0,33.057,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44395,1.0628,70.901,19,9,Leave out requantified,0.32021,0.46207,0.39499,0.4046,0.88422,1.1088,0.97953,1.0067,15.601,8.4207,78.181,22.295,3,5,7,4,1,1,4,3,Median,Leave out requantified,Median,Median,12.8,14.0,14.4,7.5,2329100000,1251900000,1077200000,108320000,78732000,29592000,320410000,118240000,202170000,1428400000,726280000,702070000,472040000,328630000,143410000,,,,2140,1915;7301;7547;10188;10388;16772;21922;24372;24617;25731;25882,True;True;True;True;True;True;True;True;True;True;True,2167;8146;8434;11483;11732;19098;24799;27514;27787;29105;29268,5691;5692;5693;20141;20860;28668;29360;29361;47470;47471;47472;47473;61473;68459;69163;69164;72423;72424;72817;72818,11228;11229;11230;38640;40008;55187;56512;56513;56514;90203;90204;90205;90206;90207;90208;90209;90210;90211;116393;116394;130653;131993;131994;131995;131996;138562;138563;139322;139323,11230;38640;40008;55187;56513;90204;116394;130653;131993;138563;139323,2030;2031,,298;303,,-1,protein_2141,quanti,quanti,quanti,quanti
RPL34,0.676230952805241,0.0187069390885572,P49207,P49207,13,13,13,60S ribosomal protein L34,sp|P49207|RL34_HUMAN 60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3,1,13,13,13,5,4,10,10,5,4,10,10,5,4,10,10,65.0,65.0,65.0,13.293,117,117,0.0,145.33,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34682,0.92857,26.271,33,6,Leave out requantified,0.22132,0.25894,0.37977,0.36197,0.78444,0.67023,0.97875,0.96569,28.412,28.066,15.779,17.129,5,5,12,11,1,0,3,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,22.2,22.2,59.8,59.8,6452400000,4595700000,1856700000,320910000,247800000,73113000,344080000,267200000,76885000,3223700000,2252200000,971490000,2563700000,1828500000,735210000,,,,2141,708;709;2019;2827;2965;11398;11410;11411;11412;15674;19648;23213;24463,True;True;True;True;True;True;True;True;True;True;True;True;True,775;776;777;2288;3195;3196;3351;12865;12878;12879;12880;12881;12882;17869;22293;26235;27613,1953;1954;1955;1956;1957;1958;1959;1960;1961;5984;5985;8316;8317;8318;8319;8698;8699;32109;32110;32139;32140;32141;32142;32143;32144;32145;32146;32147;32148;44445;44446;55146;55147;65189;65190;68717,3708;3709;3710;3711;3712;3713;3714;3715;3716;3717;3718;3719;11785;11786;11787;16337;16338;16339;16340;16341;17004;17005;17006;17007;61614;61615;61616;61617;61712;61713;61714;61715;61716;61717;61718;61719;61720;61721;61722;61723;61724;61725;61726;61727;61728;61729;61730;61731;61732;61733;61734;61735;61736;61737;61738;61739;61740;61741;84429;84430;84431;104353;104354;104355;124058;131138;131139,3709;3717;11785;16339;17005;61616;61730;61740;61741;84430;104355;124058;131138,2032;2033;2034;2035;2036;2037;2038;2039,464,19;36;40;43;62;85;101;105,65,-1,protein_2142,quanti,quanti,quanti,quanti
RPIA,0.661118037973388,0.0685708857807497,P49247,P49247,4,4,4,Ribose-5-phosphate isomerase,sp|P49247|RPIA_HUMAN Ribose-5-phosphate isomerase OS=Homo sapiens OX=9606 GN=RPIA PE=1 SV=3,1,4,4,4,2,1,3,3,2,1,3,3,2,1,3,3,19.6,19.6,19.6,33.269,311,311,0.0,36.904,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35954,0.795,28.287,9,2,Leave out requantified,0.22499,0.46192,0.35954,0.44306,0.6219,1.1823,0.87213,1.1733,25.084,,30.27,25.898,2,1,3,3,1,0,0,1,Median,Median,Leave out requantified,Plateau,8.4,6.1,17.0,17.0,793120000,581410000,211710000,46715000,36233000,10482000,39253000,29217000,10036000,399090000,303550000,95536000,308060000,212410000,95658000,,,,2142,5796;7586;18229;24848,True;True;True;True,6443;8482;20740;28095,15929;21007;21008;51529;51530;51531;51532;69992;69993;69994,30426;40352;40353;40354;40355;97803;97804;97805;97806;97807;133666;133667;133668,30426;40352;97805;133667,,,,,-1,protein_2143,quanti,quanti,quanti,quanti
LMAN1,1.77478630322074,0.00162890958108116,P49257,P49257,8,8,8,Protein ERGIC-53,sp|P49257|LMAN1_HUMAN Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2,1,8,8,8,3,2,6,6,3,2,6,6,3,2,6,6,27.6,27.6,27.6,57.548,510,510,0.0,23.005,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38908,1.0185,17.091,21,6,Leave out requantified,0.32335,0.34809,0.38291,0.45181,0.89758,0.89232,0.92147,1.1862,21.134,10.329,17.38,14.187,3,2,9,7,2,2,1,1,Median,Median,Leave out requantified,Leave out requantified,10.0,4.5,20.6,22.0,2994400000,2081000000,913430000,85252000,62550000,22702000,76125000,53522000,22602000,1574000000,1084600000,489420000,1259000000,880340000,378700000,,,,2143,3484;6874;8138;16131;18226;19169;27483;27625,True;True;True;True;True;True;True;True,3915;7635;9129;18393;20737;21772;31055;31205,10102;10103;10104;18778;18779;18780;22681;22682;22683;22684;45746;51522;53967;53968;53969;53970;77277;77652;77653;77654;77655,19685;19686;19687;19688;35940;35941;43499;43500;43501;43502;43503;43504;43505;43506;43507;86921;97790;102268;102269;102270;102271;102272;147818;147819;148498;148499;148500;148501;148502;148503,19687;35941;43500;86921;97790;102271;147818;148502,,465,,377,-1,protein_2144,quanti,quanti,quanti,quanti
