NUP43_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
C8orf82,-0.3900405808,0.175939750233366,0,Q6P1X6;H0YF29,Q6P1X6;H0YF29,5;5,5;5,5;5,UPF0598 protein C8orf82,C8orf82,sp|Q6P1X6|CH082_HUMAN UPF0598 protein C8orf82 OS=Homo sapiens OX=9606 GN=C8orf82 PE=1 SV=2;tr|H0YF29|H0YF29_HUMAN UPF0598 protein C8orf82 (Fragment) OS=Homo sapiens OX=9606 GN=C8orf82 PE=1 SV=1,5,5,35.2,216
HADHA,0.0202887738,0.901375653860879,0,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21;A0A2R8Y688,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21,42;42;37;23;11,42;42;37;23;11,42;42;37;23;11,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",HADHA,"sp|P40939|ECHA_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|H0YFD6|H0YFD6_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|A0A2R8Y4F5|A0A2R8Y4F5_H",42,42,56.9,763
DUT,-0.0903233327,0.679093247257798,0,P33316;H0YNW5;H0YKC5;H0YMP1;H0YMM5;A0A0C4DGL3;H0YNJ9;H0YKI0,P33316;H0YNW5;H0YKC5;H0YMP1;H0YMM5;A0A0C4DGL3;H0YNJ9;H0YKI0,4;4;4;3;3;3;3;3,4;4;4;3;3;3;3;3,4;4;4;3;3;3;3;3,"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,"sp|P33316|DUT_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4;tr|H0YNW5|H0YNW5_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=1;tr|H0YKC5|H0YKC5_H",4,4,15.1,252
RPL28,0.0344631972,0.841388029041489,0,P46779;H0YMF4;H0YKD8;H0YLP6,P46779;H0YMF4;H0YKD8;H0YLP6,10;10;10;6,10;10;10;6,10;10;10;6,60S ribosomal protein L28,RPL28,sp|P46779|RL28_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3;tr|H0YMF4|H0YMF4_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=1;tr|H0YKD8|H0YKD8_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 G,10,10,45.3,137
TMOD3,0.1946838389,0.363229317320144,0,Q9NYL9;H0YKU1;H0YNJ8,Q9NYL9;H0YKU1;H0YNJ8,2;2;2,2;2;2,2;2;2,Tropomodulin-3,TMOD3,sp|Q9NYL9|TMOD3_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YKU1|H0YKU1_HUMAN Tropomodulin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YNJ8|H0YNJ8_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,2,2,8.8,352
PSMA4,-0.1577418372,0.240465870525361,0,P25789;H0YMZ1;H0YL69;H0YMA1;H0YN18;H0YLC2;H0YKT8;H0YMI6;H0YLS6;H0YKS0;H0YMV3,P25789;H0YMZ1;H0YL69;H0YMA1;H0YN18;H0YLC2;H0YKT8;H0YMI6;H0YLS6,8;8;8;7;6;5;5;5;4;3;1,8;8;8;7;6;5;5;5;4;3;1,8;8;8;7;6;5;5;5;4;3;1,Proteasome subunit alpha type-4;Proteasome subunit alpha type;Proteasome subunit beta type,PSMA4,sp|P25789|PSA4_HUMAN Proteasome subunit alpha type-4 OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1;tr|H0YMZ1|H0YMZ1_HUMAN Proteasome subunit alpha type (Fragment) OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=8;tr|H0YL69|H0YL69_HUMAN Proteasome subunit alpha type ,8,8,51.7,261
ANP32A,0.2948866378,0.237367089029967,0,P39687;H0YN26;H7BZ09;O43423,P39687;H0YN26,7;7;2;1,7;7;2;1,6;6;2;1,Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A,sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1;tr|H0YN26|H0YN26_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1,7,6,24.5,249
RAB11A;RAB11B,-0.2311840713,0.110495499709705,0,P62491;Q15907;H3BMH2;H3BSC1;B4DQU5;P57735,P62491;Q15907;H3BMH2;H3BSC1,12;12;12;12;3;1,12;12;12;12;3;1,12;12;12;12;3;1,Ras-related protein Rab-11A;Ras-related protein Rab-11B,RAB11A;RAB11B,sp|P62491|RB11A_HUMAN Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3;sp|Q15907|RB11B_HUMAN Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4;tr|H3BMH2|H3BMH2_HUMAN Ras-related protein Rab-11A (Fragment) OS=Hom,12,12,51.4,216
RNPS1,-0.416662064,0.0492336060326593,0,Q15287;H3BV80;H3BMM9;H3BTC0;H3BMS0;H3BPG5,Q15287;H3BV80;H3BMM9;H3BTC0;H3BMS0;H3BPG5,5;5;5;5;4;3,5;5;5;5;4;3,5;5;5;5;4;3,RNA-binding protein with serine-rich domain 1,RNPS1,sp|Q15287|RNPS1_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1;tr|H3BV80|H3BV80_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=2;tr|H3BMM9|H3BMM9_HUMAN RNA-bindin,5,5,21.6,305
HN1L,-0.1268781129,0.375819533025934,0,Q9H910;H3BMV3;H3BMM8;B4E1P3;A6NGP5;H3BMT0;H3BTV5;H3BU16;H3BS08,Q9H910;H3BMV3;H3BMM8;B4E1P3;A6NGP5;H3BMT0;H3BTV5;H3BU16,6;6;4;4;4;3;3;3;2,6;6;4;4;4;3;3;3;2,6;6;4;4;4;3;3;3;2,Hematological and neurological expressed 1-like protein,HN1L,sp|Q9H910|JUPI2_HUMAN Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;tr|H3BMV3|H3BMV3_HUMAN Jupiter microtubule-associated homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;tr|H3BMM8|H3BMM8_HUMAN Jupiter mic,6,6,45.8,190
,-0.1663941704,0.444477867004541,0,H3BN98;Q15041;H3BPJ2,H3BN98,8;2;2,2;2;2,2;2;2,,,tr|H3BN98|H3BN98_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=2,8,2,28.7,237
RPS17,0.1928460262,0.189333038734706,0,H3BNC9;P08708;H0YN88;A0A075B716;H0YN73;A0A0J9YYC4;Q9BZB8;A0A0J9YXP0;A0A087X171;A0A087WVR7;A0A087WXG7;A0A024R214,H3BNC9;P08708;H0YN88;A0A075B716,14;13;11;11;6;2;1;1;1;1;1;1,14;13;11;11;6;2;1;1;1;1;1;1,14;13;11;11;6;2;1;1;1;1;1;1,40S ribosomal protein S17,RPS17,tr|H3BNC9|H3BNC9_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=2;sp|P08708|RS17_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2;tr|H0YN88|H0YN88_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=,14,14,19.3,584
HEXA,-0.7228857523,0.0843624303987061,0,P06865;H3BS10;H3BP20;H3BU85;H3BTD4,P06865;H3BS10;H3BP20;H3BU85;H3BTD4,4;4;4;2;2,4;4;4;2;2,4;4;4;2;2,Beta-hexosaminidase subunit alpha;Beta-hexosaminidase,HEXA,sp|P06865|HEXA_HUMAN Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2;tr|H3BS10|H3BS10_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=1;tr|H3BP20|H3BP20_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA,4,4,11.7,529
MACF1,1.3761079021,0.0892467260051612,0,Q9UPN3;H3BPE1;H3BQK9;A0A590UJG2;H0Y390;E9PNZ4;A0A5F9ZGX0;H0Y4F5;H0YBX0;H0Y314;A0A494C1U5;A0A669KBB0;E9PLY0;A0A494C073;E9PLY5;A0A0A6YYJ5,Q9UPN3;H3BPE1;H3BQK9;A0A590UJG2;H0Y390,8;8;8;6;5;2;2;1;1;1;1;1;1;1;1;1,7;7;7;6;5;2;1;1;1;1;1;1;1;1;1;1,6;6;6;5;4;2;1;0;0;0;0;1;1;0;1;1,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",MACF1,"sp|Q9UPN3|MACF1_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4;tr|H3BPE1|H3BPE1_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=1;tr|H3BQ",8,6,2,7388
FUS,-0.1717246643,0.535805134528215,0,P35637;H3BPE7,P35637;H3BPE7,9;9,9;9,7;7,RNA-binding protein FUS,FUS,sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1;tr|H3BPE7|H3BPE7_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,9,7,17.9,526
NOB1,-1.976466577,7.95621443025226e-05,1,Q9ULX3;H3BUR4,Q9ULX3;H3BUR4,3;3,3;3,3;3,RNA-binding protein NOB1,NOB1,sp|Q9ULX3|NOB1_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1;tr|H3BUR4|H3BUR4_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1,3,3,8.3,412
DHX30,-0.0577145594,0.666319321287146,0,Q7L2E3;H7BXY3,Q7L2E3;H7BXY3,26;26,26;26,26;26,Putative ATP-dependent RNA helicase DHX30,DHX30,sp|Q7L2E3|DHX30_HUMAN ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1;tr|H7BXY3|H7BXY3_HUMAN ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1,26,26,26.5,1194
PDIA3,0.0380092048,0.803148782294239,0,H7BZJ3,H7BZJ3,8,1,1,,PDIA3,tr|H7BZJ3|H7BZJ3_HUMAN Protein disulfide-isomerase A3 (Fragment) OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=1,8,1,58.5,123
EBNA1BP2,-0.0228016304,0.863054932441845,0,Q99848;H7C2Q8,Q99848;H7C2Q8,5;5,5;5,5;5,Probable rRNA-processing protein EBP2,EBNA1BP2,"sp|Q99848|EBP2_HUMAN Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2;tr|H7C2Q8|H7C2Q8_HUMAN EBNA1 binding protein 2, isoform CRA_d OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=1",5,5,23.5,306
SRRT,-0.1463899986,0.472924704423134,0,Q9BXP5;H7C3A1;H7C1K0;A0A0A0MSP6,Q9BXP5;H7C3A1,15;15;4;1,15;15;4;1,15;15;4;1,Serrate RNA effector molecule homolog,SRRT,sp|Q9BXP5|SRRT_HUMAN Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1;tr|H7C3A1|H7C3A1_HUMAN Serrate RNA effector molecule homolog (Fragment) OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1,15,15,16.7,876
GIGYF2,-1.1007540196,0.0170296540871635,1,Q6Y7W6;I1E4Y6;C9JW88;F8WCD5;C9JPV7;C9JXQ0;C9J0V6;C9JHT0;C9JRZ2;C9JHW1;E7ESB6,Q6Y7W6;I1E4Y6;C9JW88;F8WCD5;C9JPV7;C9JXQ0;C9J0V6;C9JHT0;C9JRZ2;C9JHW1;E7ESB6,2;2;1;1;1;1;1;1;1;1;1,2;2;1;1;1;1;1;1;1;1;1,2;2;1;1;1;1;1;1;1;1;1,PERQ amino acid-rich with GYF domain-containing protein 2,GIGYF2,sp|Q6Y7W6|GGYF2_HUMAN GRB10-interacting GYF protein 2 OS=Homo sapiens OX=9606 GN=GIGYF2 PE=1 SV=1;tr|I1E4Y6|I1E4Y6_HUMAN GRB10-interacting GYF protein 2 OS=Homo sapiens OX=9606 GN=GIGYF2 PE=1 SV=1;tr|C9JW88|C9JW88_HUMAN GRB10-interacting GYF protein 2 (Fra,2,2,1.8,1299
NSF,-0.2012616102,0.268013591924816,0,P46459;I3L0N3;K7EQD6;I3L2G1;I3L0L3,P46459;I3L0N3,16;16;3;2;2,16;16;3;2;2,16;16;3;2;2,Vesicle-fusing ATPase,NSF,sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3;tr|I3L0N3|I3L0N3_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=1,16,16,25.1,744
SLC25A11,-0.2292795003,0.166227395444442,0,Q02978;I3L1P8,Q02978;I3L1P8,3;3,3;3,3;3,Mitochondrial 2-oxoglutarate/malate carrier protein,SLC25A11,sp|Q02978|M2OM_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3;tr|I3L1P8|I3L1P8_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein (Fragment) OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=1,3,3,14,314
EIF5A;EIF5AL1;EIF5A2,-0.0130916519,0.934627149707354,0,P63241;I3L397;I3L504;Q6IS14;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5,P63241;I3L397;I3L504;Q6IS14;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5,11;11;11;10;8;8;8;8,11;11;11;10;8;8;8;8,11;11;11;10;8;8;8;8,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1-like;Eukaryotic translation initiation factor 5A-2,EIF5A;EIF5AL1;EIF5A2,sp|P63241|IF5A1_HUMAN Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2;tr|I3L397|I3L397_HUMAN Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8;tr|I3L504|I3L504_HUMAN E,11,11,56.5,154
CEP290,-0.2474945572,0.683590465242664,0,O15078;J3KNF5;A0A5K1VW81;F8W097;A0A5F9ZHV7;A0A5F9ZHU6;A0A0A0MS86;S4R322,O15078;J3KNF5;A0A5K1VW81,4;4;2;1;1;1;1;1,4;4;2;1;1;1;1;1,4;4;2;1;1;1;1;1,Centrosomal protein of 290 kDa,CEP290,sp|O15078|CE290_HUMAN Centrosomal protein of 290 kDa OS=Homo sapiens OX=9606 GN=CEP290 PE=1 SV=2;tr|J3KNF5|J3KNF5_HUMAN Centrosomal protein of 290 kDa OS=Homo sapiens OX=9606 GN=CEP290 PE=1 SV=1;tr|A0A5K1VW81|A0A5K1VW81_HUMAN Centrosomal protein of 290 kDa,4,4,2,2479
SRSF2,-0.1678986379,0.237287705903979,0,Q01130;J3QL05;J3KP15;Q9BRL6,Q01130;J3QL05;J3KP15,7;7;7;1,7;7;7;1,7;7;7;1,Serine/arginine-rich splicing factor 2,SRSF2,sp|Q01130|SRSF2_HUMAN Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4;tr|J3QL05|J3QL05_HUMAN Serine/arginine-rich-splicing factor 2 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=1;tr|J3KP15|J3KP15_HUMAN Serine/argini,7,7,26.2,221
OLA1,0.2148631497,0.146094716667091,0,Q9NTK5;J3KQ32;C9JTK6;C9JCJ9,Q9NTK5;J3KQ32,6;6;2;1,6;6;2;1,6;6;2;1,Obg-like ATPase 1,OLA1,sp|Q9NTK5|OLA1_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2;tr|J3KQ32|J3KQ32_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=1,6,6,22.5,396
PTRH2,-0.210800406,0.143725321450209,0,Q9Y3E5;J3KQ48,Q9Y3E5;J3KQ48,5;5,5;5,5;5,"Peptidyl-tRNA hydrolase 2, mitochondrial",PTRH2,"sp|Q9Y3E5|PTH2_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1;tr|J3KQ48|J3KQ48_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1",5,5,45.3,179
SUMF2,-0.0637889812,0.693207522793006,0,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;E9PBT8;H7C3B2;F8WA42;J3QT17;F8WEX5;E9PG02;F8WEV7;F8WES7,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;E9PBT8;H7C3B2;F8WA42;J3QT17,6;6;5;5;5;5;4;4;4;3;2;2;1;1,6;6;5;5;5;5;4;4;4;3;2;2;1;1,6;6;5;5;5;5;4;4;4;3;2;2;1;1,Sulfatase-modifying factor 2,SUMF2,sp|Q8NBJ7|SUMF2_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=2;tr|J3KQJ1|J3KQJ1_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=1;tr|C9JL30|C9JL30_HUMAN ,6,6,26.2,301
RPL36AL;RPL36A;RPL36A-HNRNPH2,0.4082139869,0.0204306119998935,0,Q969Q0;P83881;J3KQN4;H0Y5B4;H7BZ11;R4GN19,Q969Q0;P83881;J3KQN4;H0Y5B4;H7BZ11,4;4;4;3;3;1,4;4;4;3;3;1,4;4;4;3;3;1,60S ribosomal protein L36a-like;60S ribosomal protein L36a,RPL36AL;RPL36A;RPL36A-HNRNPH2,sp|Q969Q0|RL36L_HUMAN 60S ribosomal protein L36a-like OS=Homo sapiens OX=9606 GN=RPL36AL PE=1 SV=3;sp|P83881|RL36A_HUMAN 60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2;tr|J3KQN4|J3KQN4_HUMAN 60S ribosomal protein L36a OS=Homo sapien,4,4,19.8,106
IARS,0.321698048,0.0441470741603306,0,P41252;J3KR24;A0A0A0MSX9;Q5TCD1;Q5TCC6,P41252;J3KR24;A0A0A0MSX9,23;23;21;2;1,23;23;21;2;1,23;23;21;2;1,"Isoleucine--tRNA ligase, cytoplasmic",IARS,"sp|P41252|SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2;tr|J3KR24|J3KR24_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=1;tr|A0A0A0MSX9|A0A0A0MSX9_HUMAN Isoleucine--tRNA liga",23,23,20.9,1262
DCXR,0.3265447436,0.0494352298952696,0,Q7Z4W1;J3KRZ4;J3KS22;J3QS45;J3KSZ5;J3QL34;J3QS36,Q7Z4W1;J3KRZ4;J3KS22,3;3;3;1;1;1;1,3;3;3;1;1;1;1,3;3;3;1;1;1;1,L-xylulose reductase,DCXR,sp|Q7Z4W1|DCXR_HUMAN L-xylulose reductase OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=2;tr|J3KRZ4|J3KRZ4_HUMAN L-xylulose reductase (Fragment) OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=1;tr|J3KS22|J3KS22_HUMAN L-xylulose reductase (Fragment) OS=Homo sapiens OX=9,3,3,8.2,244
CBX1,-0.4210948952,0.0236795578247724,0,P83916;J3KS05;K7ELA4;B5MD17;C9JWS9,P83916;J3KS05;K7ELA4;B5MD17;C9JWS9,6;6;5;5;3,5;5;4;4;3,5;5;4;4;3,Chromobox protein homolog 1,CBX1,sp|P83916|CBX1_HUMAN Chromobox protein homolog 1 OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=1;tr|J3KS05|J3KS05_HUMAN Chromobox protein homolog 1 (Fragment) OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=8;tr|K7ELA4|K7ELA4_HUMAN Chromobox protein homolog 1 OS=Homo sa,6,5,32.4,185
HN1,-0.2232563938,0.124730853874794,0,Q9UK76;J3KT51;F2Z3M5;J3KSH8,Q9UK76;J3KT51,6;6;2;2,6;6;2;2,6;6;2;2,"Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed",HN1,sp|Q9UK76|JUPI1_HUMAN Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3;tr|J3KT51|J3KT51_HUMAN Jupiter microtubule-associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=1,6,6,50.6,154
DDX5,-0.4567122459,0.115674584628339,0,P17844;J3KTA4;J3KRZ1;J3QSF1;J3QRQ7;J3KRX8;J3KTQ4;J3QR02;X6RLV5;J3QRN5,P17844;J3KTA4,39;39;17;14;10;5;5;4;3;1,39;39;17;14;10;5;5;4;3;1,26;26;5;7;7;5;5;4;3;1,Probable ATP-dependent RNA helicase DDX5,DDX5,sp|P17844|DDX5_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1;tr|J3KTA4|J3KTA4_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,39,26,54.1,614
RPL19,0.278132829,0.0697950851883466,0,P84098;J3QR09;J3KTE4,P84098;J3QR09;J3KTE4,14;14;14,14;14;14,14;14;14,60S ribosomal protein L19;Ribosomal protein L19,RPL19,sp|P84098|RL19_HUMAN 60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1;tr|J3QR09|J3QR09_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1;tr|J3KTE4|J3KTE4_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 ,14,14,43.4,196
SRSF1,-0.0309828117,0.816275149028871,0,Q07955;J3KTL2;J3KSR8;J3QQV5;J3KSW7,Q07955;J3KTL2,21;21;10;5;5,21;21;10;5;5,20;20;10;5;5,Serine/arginine-rich splicing factor 1,SRSF1,sp|Q07955|SRSF1_HUMAN Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2;tr|J3KTL2|J3KTL2_HUMAN Serine/arginine-rich-splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=1,21,20,62.1,248
CHERP,0.4407360062,0.0561563820264473,0,Q8IWX8;J3QK89,Q8IWX8;J3QK89,6;6,6;6,6;6,Calcium homeostasis endoplasmic reticulum protein,CHERP,sp|Q8IWX8|CHERP_HUMAN Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=3;tr|J3QK89|J3QK89_HUMAN Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=1,6,6,8.6,916
SNRPB;SNRPN,-0.3098713414,0.0532063092529809,0,P14678;P63162;J3QLE5;J3KRY3;S4R3P3,P14678;P63162;J3QLE5;J3KRY3;S4R3P3,7;7;7;4;4,7;7;7;4;4,7;7;7;4;4,Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N,SNRPB;SNRPN,sp|P14678|RSMB_HUMAN Small nuclear ribonucleoprotein-associated proteins B and B OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2;sp|P63162|RSMN_HUMAN Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens OX=9606 GN=SNRPN PE=1 SV=1;tr|J3QLE5|J3QL,7,7,26.2,240
MRPS23,-0.0729240596,0.557900836477423,0,Q9Y3D9;J3QLR8,Q9Y3D9;J3QLR8,7;7,7;7,7;7,"28S ribosomal protein S23, mitochondrial",MRPS23,"sp|Q9Y3D9|RT23_HUMAN 28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=2;tr|J3QLR8|J3QLR8_HUMAN 28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=1",7,7,32.6,190
MRPS7,-0.0399481338,0.745625328467602,0,Q9Y2R9;J3QLS3;J3QQS1;J3KSI8;J3QKW2,Q9Y2R9;J3QLS3;J3QQS1;J3KSI8;J3QKW2,11;11;10;9;7,11;11;10;9;7,11;11;10;9;7,"28S ribosomal protein S7, mitochondrial",MRPS7,"sp|Q9Y2R9|RT07_HUMAN 28S ribosomal protein S7, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS7 PE=1 SV=2;tr|J3QLS3|J3QLS3_HUMAN 28S ribosomal protein S7, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS7 PE=1 SV=1;tr|J3QQS1|J3QQS1_HUMAN 28S ribosomal protein S",11,11,47.5,242
RPL18,0.5744828337,0.00687865071436681,0,Q07020;J3QQ67;G3V203;H0YHA7;F8VYV2;A0A075B7A0;F8VXR6,Q07020;J3QQ67;G3V203;H0YHA7;F8VYV2;A0A075B7A0,14;14;13;12;9;9;1,14;14;13;12;9;9;1,5;5;5;3;5;5;1,60S ribosomal protein L18,RPL18,sp|Q07020|RL18_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2;tr|J3QQ67|J3QQ67_HUMAN 60S ribosomal protein L18 (Fragment) OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=1;tr|G3V203|G3V203_HUMAN 60S ribosomal protein L18 OS=Homo sapien,14,5,55.3,188
