DDB2_vs_zBirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
FAM49B,0.2850566543,0.478636527153378,0,Q9NUQ9;A0A1W2PRQ0;Q9H0Q0;A0A087X178,Q9NUQ9;A0A1W2PRQ0,5;4;2;2,5;4;2;2,5;4;2;2,Protein FAM49B,FAM49B,sp|Q9NUQ9|CYRIB_HUMAN CYFIP-related Rac1 interactor B OS=Homo sapiens OX=9606 GN=CYRIB PE=1 SV=1;tr|A0A1W2PRQ0|A0A1W2PRQ0_HUMAN CYFIP-related Rac1 interactor B OS=Homo sapiens OX=9606 GN=CYRIB PE=1 SV=1,5,5,18.8,223
FAM98B,0.0742346733,0.656860528547999,0,Q52LJ0,Q52LJ0,7,7,5,Protein FAM98B,FAM98B,sp|Q52LJ0|FA98B_HUMAN Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,7,5,15.9,548
FARSA,0.159417415,0.307326628900358,0,Q9Y285;K7ER00;K7EK06;K7ER16;K7EPH2,Q9Y285;K7ER00;K7EK06;K7ER16;K7EPH2,4;3;2;2;2,4;3;2;2;2,4;3;2;2;2,Phenylalanine--tRNA ligase alpha subunit,FARSA,sp|Q9Y285|SYFA_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3;tr|K7ER00|K7ER00_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=1;tr|K7EK06|K7EK06_HUMAN Phenylalanine--tRNA l,4,4,10.8,319
FARSB,0.1814619292,0.241332177077114,0,Q9NSD9,Q9NSD9,9,9,9,Phenylalanine--tRNA ligase beta subunit,FARSB,sp|Q9NSD9|SYFB_HUMAN Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3,9,9,17.3,795
FASN,0.2084389129,0.567631022381675,0,P49327;A0A0U1RQF0;A0A0U1RRG3;A0A1B0GTR5;J3KTF0,P49327;A0A0U1RQF0,99;97;6;1;1,99;97;6;1;1,99;97;6;1;1,Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase,FASN,sp|P49327|FAS_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3;tr|A0A0U1RQF0|A0A0U1RQF0_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=1,99,99,49.4,522
FAU,0.0386476948,0.769808028567406,0,P62861;E9PR30,P62861;E9PR30,2;2,2;2,2;2,40S ribosomal protein S30,FAU,sp|P62861|RS30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1;tr|E9PR30|E9PR30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1,2,2,18.6,534
FBL,-0.1294478541,0.425526064601653,0,P22087;M0QXL5;M0R2Q4;M0R0P1;M0R299;M0R2U2;M0R1H0;M0R2B0,P22087;M0QXL5;M0R2Q4;M0R0P1;M0R299;M0R2U2;M0R1H0;M0R2B0,14;14;14;13;13;7;7;7,14;14;14;13;13;7;7;7,13;13;13;12;12;7;7;7,rRNA 2-O-methyltransferase fibrillarin,FBL,sp|P22087|FBRL_HUMAN rRNA 2-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2;tr|M0QXL5|M0QXL5_HUMAN rRNA 2-O-methyltransferase fibrillarin (Fragment) OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=1;tr|M0R2Q4|M0R2Q4_HUMAN rRNA 2-O-methyl,14,13,41.4,779
FDFT1,-0.1443293641,0.868581786037204,0,P37268;E9PNM1;A0A1W2PQ47;E9PJG4;E9PS69;E9PQ90;E9PNJ2;E9PSH1,P37268;E9PNM1;A0A1W2PQ47;E9PJG4,11;11;10;7;5;1;1;1,11;11;10;7;5;1;1;1,11;11;10;7;5;1;1;1,Squalene synthase,FDFT1,sp|P37268|FDFT_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1;tr|E9PNM1|E9PNM1_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1;tr|A0A1W2PQ47|A0A1W2PQ47_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=,11,11,28.3,800
FDXR,0.3524145606,0.298678613973597,0,P22570;A0A0A0MTN9;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MT64;J3QQX3;A0A0A0MTR6;A0A0C4DGN7;J3QKZ8;J3QQW7,P22570;A0A0A0MTN9;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MT64;J3QQX3;A0A0A0MTR6;A0A0C4DGN7,24;21;21;21;21;20;19;19;8;3,24;21;21;21;21;20;19;19;8;3,24;21;21;21;21;20;19;19;8;3,"NADPH:adrenodoxin oxidoreductase, mitochondrial",FDXR,"sp|P22570|ADRO_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=3;tr|A0A0A0MTN9|A0A0A0MTN9_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=1;tr|A0A0C4DFN8|A0A0C4DFN8",24,24,52.5,633
FEN1,0.0059787506,0.965330595498628,0,P39748;I3L3E9;F5H1Y3,P39748,11;5;4,11;5;4,11;5;4,Flap endonuclease 1,FEN1,sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,11,11,29.2,1005
FH,-0.0538825391,0.762437658783082,0,P07954,P07954,18,18,18,"Fumarate hydratase, mitochondrial",FH,"sp|P07954|FUMH_HUMAN Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3",18,18,41.8,452
FKBP10,0.6644152184,0.0288438146569267,0,Q96AY3;K7ESG6;K7ELI6;C9JPC3;K7EM43,Q96AY3;K7ESG6;K7ELI6,4;3;2;1;1,4;3;2;1;1,4;3;2;1;1,Peptidyl-prolyl cis-trans isomerase FKBP10;Peptidyl-prolyl cis-trans isomerase,FKBP10,sp|Q96AY3|FKB10_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens OX=9606 GN=FKBP10 PE=1 SV=1;tr|K7ESG6|K7ESG6_HUMAN Peptidylprolyl isomerase (Fragment) OS=Homo sapiens OX=9606 GN=FKBP10 PE=1 SV=1;tr|K7ELI6|K7ELI6_HUMAN Peptidylprolyl isomer,4,4,7.2,514
FKBP1A;FKBP12-Exin;FKBP12-Exip2,0.2744898508,0.189327257942284,0,P62942;Q1JUQ3;Q1JUQ5;A0A087WTS4;Q5W0X3;A0A087WV48;A0A087WZM5,P62942;Q1JUQ3;Q1JUQ5;A0A087WTS4;Q5W0X3;A0A087WV48;A0A087WZM5,4;2;2;2;2;2;2,4;2;2;2;2;2;2,4;2;2;2;2;2;2,Peptidyl-prolyl cis-trans isomerase FKBP1A;Peptidyl-prolyl cis-trans isomerase,FKBP1A;FKBP12-Exin;FKBP12-Exip2,sp|P62942|FKB1A_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Homo sapiens OX=9606 GN=FKBP1A PE=1 SV=2;tr|Q1JUQ3|Q1JUQ3_HUMAN FK506 binding protein12 OS=Homo sapiens OX=9606 GN=FKBP1A PE=2 SV=1;tr|Q1JUQ5|Q1JUQ5_HUMAN Peptidylprolyl isomerase OS=Homo ,4,4,38,348
FKBP2,-0.1014271242,0.566884125158878,0,P26885;A0A494C1N0,P26885;A0A494C1N0,2;2,2;2,2;2,Peptidyl-prolyl cis-trans isomerase FKBP2,FKBP2,sp|P26885|FKBP2_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=2;tr|A0A494C1N0|A0A494C1N0_HUMAN Peptidylprolyl isomerase OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=1,2,2,9.2,911
FKBP3,0.1939463288,0.28022128321906,0,Q00688;G3V5F2,Q00688,12;2,12;2,12;2,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,sp|Q00688|FKBP3_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens OX=9606 GN=FKBP3 PE=1 SV=1,12,12,47.3,548
FKBP4,0.0486473203,0.72593663059387,0,Q02790;H0YFG2;F5H1U3,Q02790,20;9;2,20;9;2,20;9;2,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3,20,20,37.5,227
FKBP8,0.0458746024,0.903215991032145,0,Q14318;U3KQI1;A0A0A0MTJ1;U3KQ64,Q14318;U3KQI1;A0A0A0MTJ1;U3KQ64,2;2;2;1,2;2;2;1,2;2;2;1,Peptidyl-prolyl cis-trans isomerase FKBP8,FKBP8,sp|Q14318|FKBP8_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2;tr|U3KQI1|U3KQI1_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 (Fragment) OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=1;tr|A0A0A0MTJ1|A0A0A0MTJ1_HUMAN,2,2,7.3,475
FLII,-0.1500402671,0.430891202862081,0,Q13045;J3KS54;J3KS39;J3QQQ2,Q13045;J3KS54,4;2;1;1,4;2;1;1,4;2;1;1,Protein flightless-1 homolog,FLII,sp|Q13045|FLII_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=2;tr|J3KS54|J3KS54_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=1,4,4,3.7,315
FLNA,-0.0687286581,0.726911034934658,0,Q60FE5;P21333;A0A087WWY3;F8WE98;H0Y5C6;H0Y5F3;A0A669KBC6,Q60FE5;P21333;A0A087WWY3,102;101;94;21;7;3;2,102;101;94;21;7;3;2,95;94;89;16;5;3;2,Filamin-A,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,102,95,44.4,631
FLNB,0.4533439023,0.11579878836401,0,O75369;E7EN95;A0A0A0MT44;A0A0C4DGA1;H7C5L4,O75369;E7EN95,68;60;4;1;1,61;58;4;1;1,61;58;4;1;1,Filamin-B,FLNB,sp|O75369|FLNB_HUMAN Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2;tr|E7EN95|E7EN95_HUMAN Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=1,68,61,30.1,97
FLNC,0.5437738874,0.0958456408570176,0,Q14315,Q14315,88,81,79,Filamin-C,FLNC,sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3,88,79,35.7,1052
FOXK1,0.2240391998,0.56554098225261,0,P85037,P85037,2,2,2,Forkhead box protein K1,FOXK1,sp|P85037|FOXK1_HUMAN Forkhead box protein K1 OS=Homo sapiens OX=9606 GN=FOXK1 PE=1 SV=1,2,2,2.3,738
FSCN1,0.1452783272,0.500047577195163,0,Q16658;C9JFC0;A0A0A0MSB2;C9JPH9,Q16658,24;5;5;4,24;5;5;4,24;5;5;4,Fascin,FSCN1,sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,24,24,56.6,434
FTSJ3,-0.0602601045,0.684554626652486,0,Q8IY81,Q8IY81,9,9,9,pre-rRNA processing protein FTSJ3,FTSJ3,sp|Q8IY81|SPB1_HUMAN pre-rRNA 2-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2,9,9,15.6,536
FUBP1,0.1017098734,0.604289332772539,0,Q96AE4;E9PEB5;C9JSZ1,Q96AE4;E9PEB5,23;23;9,23;23;9,20;20;8,Far upstream element-binding protein 1,FUBP1,sp|Q96AE4|FUBP1_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3;tr|E9PEB5|E9PEB5_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=1,23,20,39.8,519
FUBP3,-0.0631669582,0.87217555425066,0,Q96I24;A0A494C1K6,Q96I24,8;2,7;2,7;2,Far upstream element-binding protein 3,FUBP3,sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2,8,7,18.5,265
FUS,0.1109037621,0.431159063595793,0,P35637;H3BPE7,P35637;H3BPE7,11;11,11;11,7;7,RNA-binding protein FUS,FUS,sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1;tr|H3BPE7|H3BPE7_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,11,7,15,514
FXR1,-0.1924497797,0.549876874717331,0,P51114;E9PFF5;B4DXZ6;E7EU85;C9JZE0;C9JY20;P51116;Q06787;R9WNI0;A8MQB8;C9JAJ4;A0A087WXI3;G3V0J0,P51114;E9PFF5;B4DXZ6;E7EU85,11;11;11;10;4;4;3;2;2;2;1;1;1,11;11;11;10;4;4;3;2;2;2;1;1;1,11;11;11;10;4;4;3;2;2;2;1;1;1,Fragile X mental retardation syndrome-related protein 1,FXR1,sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;tr|E9PFF5|E9PFF5_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=1;tr|B4DXZ6|B4DXZ6,11,11,18.5,148
G3BP1,-0.024581929,0.890845350886831,0,Q13283;E5RIZ6;E5RI46;E5RIF8;E5RH42;E5RJU8;E5RH00;D6R9X5;D6R9A4,Q13283;E5RIZ6,16;8;7;7;7;7;3;2;2,16;8;7;7;7;7;3;2;2,14;6;5;5;5;5;1;0;0,Ras GTPase-activating protein-binding protein 1,G3BP1,sp|Q13283|G3BP1_HUMAN Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1;tr|E5RIZ6|E5RIZ6_HUMAN Ras GTPase-activating protein-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1,16,14,27.7,606
G6PD,-0.1021988225,0.67567836457824,0,P11413;E9PD92;E7EM57;E7EUI8,P11413;E9PD92;E7EM57;E7EUI8,29;17;17;17,29;17;17;17,29;17;17;17,Glucose-6-phosphate 1-dehydrogenase,G6PD,sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4;tr|E9PD92|E9PD92_HUMAN Glucose-6-phosphate 1-dehydrogenase (Fragment) OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=1;tr|E7EM57|E7EM57_HUMAN Glucose-6-phosphate 1-,29,29,59.4,537
GAA,-0.598191179,0.0396379246928349,0,P10253;I3L0S5;I3L3L3,P10253,18;6;6,18;6;6,18;6;6,Lysosomal alpha-glucosidase;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase,GAA,sp|P10253|LYAG_HUMAN Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4,18,18,24.5,463
GALNT2,-0.3698458811,0.66512116717657,0,Q10471,Q10471,3,3,3,Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form,GALNT2,sp|Q10471|GALT2_HUMAN Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=GALNT2 PE=1 SV=1,3,3,7.5,191
GANAB,0.0475609864,0.779862345835877,0,Q14697;F5H6X6;E9PKU7;E9PNH1,Q14697;F5H6X6;E9PKU7,41;39;37;7,41;39;37;7,41;39;37;7,Neutral alpha-glucosidase AB,GANAB,sp|Q14697|GANAB_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3;tr|F5H6X6|F5H6X6_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=1;tr|E9PKU7|E9PKU7_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens,41,41,49,118
GAPDH,-0.2924171685,0.103881454398059,0,P04406;E7EUT5;O14556,P04406;E7EUT5,48;39;1,48;39;1,48;39;1,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,sp|P04406|G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3;tr|E7EUT5|E7EUT5_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=1,48,48,95.5,372
GAR1,-0.0978245254,0.546419492513085,0,Q9NY12,Q9NY12,3,3,3,H/ACA ribonucleoprotein complex subunit 1,GAR1,sp|Q9NY12|GAR1_HUMAN H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens OX=9606 GN=GAR1 PE=1 SV=1,3,3,17.5,2602
GARS,0.470380953,0.0637469217246679,0,P41250,P41250,16,16,16,Glycine--tRNA ligase,GARS,sp|P41250|GARS_HUMAN Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3,16,16,29.6,215
GBA,-1.1656275822,0.00456091083786986,1,P04062;A0A0G2JNZ5;A0A0G2JNZ0;A0A0G2JLB3,P04062;A0A0G2JNZ5;A0A0G2JNZ0;A0A0G2JLB3,6;5;5;5,6;5;5;5,6;5;5;5,Glucosylceramidase,GBA,sp|P04062|GLCM_HUMAN Lysosomal acid glucosylceramidase OS=Homo sapiens OX=9606 GN=GBA PE=1 SV=3;tr|A0A0G2JNZ5|A0A0G2JNZ5_HUMAN Glucosylceramidase OS=Homo sapiens OX=9606 GN=GBA PE=1 SV=1;tr|A0A0G2JNZ0|A0A0G2JNZ0_HUMAN Glucosylceramidase OS=Homo sapiens OX=,6,6,19.4,327
GCN1L1,0.24942361,0.177423774798122,0,Q92616,Q92616,24,24,24,Translational activator GCN1,GCN1L1,sp|Q92616|GCN1_HUMAN eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6,24,24,11.6,489
GDI2,-0.0533719203,0.729942162005108,0,P50395;Q5SX87;Q5SX91;V9GYF8;Q5SX90;Q5SX86;V9GYJ7,P50395;Q5SX87,25;14;10;7;7;7;6,25;14;10;7;7;7;6,16;7;4;4;4;4;3,Rab GDP dissociation inhibitor beta,GDI2,sp|P50395|GDIB_HUMAN Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2;tr|Q5SX87|Q5SX87_HUMAN Rab GDP dissociation inhibitor (Fragment) OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=1,25,16,76.2,262
GFM1,-1.3968251147,0.0728058988598982,0,Q96RP9;F8WAU4;C9IZ01,Q96RP9;F8WAU4;C9IZ01,4;4;4,4;4;4,4;4;4,"Elongation factor G, mitochondrial",GFM1,"sp|Q96RP9|EFGM_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=2;tr|F8WAU4|F8WAU4_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=1;tr|C9IZ01|C9IZ01_HUMAN Elongation factor G, mitochondrial ",4,4,5.6,89
GLA,-0.7637860729,0.00294781495193087,0,P06280;A0A3B3IUC4;A0A669KAY7;A0A669KB83;A0A3B3IRU3;V9GYN5,P06280;A0A3B3IUC4;A0A669KAY7;A0A669KB83;A0A3B3IRU3;V9GYN5,3;3;2;2;2;2,3;3;2;2;2;2,3;3;2;2;2;2,Alpha-galactosidase A,GLA,sp|P06280|AGAL_HUMAN Alpha-galactosidase A OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1;tr|A0A3B3IUC4|A0A3B3IUC4_HUMAN Alpha-galactosidase OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1;tr|A0A669KAY7|A0A669KAY7_HUMAN Alpha-galactosidase A (Fragment) OS=Homo sapiens ,3,3,8.4,1304
GLO1,0.4569740405,0.063626911719655,0,Q04760,Q04760,6,6,6,Lactoylglutathione lyase,GLO1,sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4,6,6,25.5,798
GLS,-0.0876275806,0.796859174562267,0,O94925;H7BZD1,O94925,15;3,15;3,13;3,"Glutaminase kidney isoform, mitochondrial",GLS,"sp|O94925|GLSK_HUMAN Glutaminase kidney isoform, mitochondrial OS=Homo sapiens OX=9606 GN=GLS PE=1 SV=1",15,13,28.7,178
GLUD1;GLUD2,0.0781677748,0.580056322234925,0,P00367;P49448,P00367;P49448,17;9,17;9,17;9,"Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial",GLUD1;GLUD2,"sp|P00367|DHE3_HUMAN Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2;sp|P49448|DHE4_HUMAN Glutamate dehydrogenase 2, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD2 PE=1 SV=2",17,17,40,437
GNA13,-0.3566030255,0.0529653211001561,0,Q14344,Q14344,2,2,2,Guanine nucleotide-binding protein subunit alpha-13,GNA13,sp|Q14344|GNA13_HUMAN Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens OX=9606 GN=GNA13 PE=1 SV=2,2,2,5.3,2136
GNAI2,-0.3225953843,0.0620869715548743,0,P04899,P04899,11,11,6,Guanine nucleotide-binding protein G(i) subunit alpha-2,GNAI2,sp|P04899|GNAI2_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3,11,6,37.5,258
GNAI3;GNAI1,-0.2465078994,0.190290163064312,0,P08754;P63096;P09471;H0Y7F4;Q5JWE9;A0A1W2PQK2;A0A3B3IUA8;A0A3B3ITM0;A0A087WZE5;A0A1W2PS82;A0A1W2PRE1;Q5JWD1;A0A087WTB6;A2A2R6;H0Y7E8;P11488;A8MTJ3;P19087;A0A1W2PRJ7;H3BTM2;A0A1W2PP38,P08754;P63096,8;5;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,Guanine nucleotide-binding protein G(k) subunit alpha;Guanine nucleotide-binding protein G(i) subunit alpha-1,GNAI3;GNAI1,sp|P08754|GNAI3_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3;sp|P63096|GNAI1_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens OX=9606 GN=GNAI1 PE=1 SV=2,8,3,26.6,225
GNAS,-0.109969789,0.510250230826749,0,P63092;Q5JWF2;A0A590UJ58;B0AZR9;A0A590UJF0;A0A590UJY2;A0A0A0MR13;A0A590UJB0;P38405;A0A590UJG5;A0A590UJJ0;A0A590UJQ2;A0A590UJ22;A0A590UJI6;A0A590UJR6;A0A590UJS2;S4R3E3;A0A590UKB4;A0A590UJQ9,P63092;Q5JWF2;A0A590UJ58;B0AZR9;A0A590UJF0;A0A590UJY2;A0A0A0MR13,10;10;8;8;8;8;7;4;4;1;1;1;1;1;1;1;1;1;1,8;8;8;8;8;8;7;4;2;1;1;1;1;1;1;1;1;1;1,8;8;8;8;8;8;7;4;2;1;1;1;1;1;1;1;1;1;1,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,GNAS,sp|P63092|GNAS2_HUMAN Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=1;sp|Q5JWF2|GNAS1_HUMAN Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens OX=9606 GN=GNAS P,10,8,24.6,161
GNB1,-0.6724756314,0.0119296934145277,0,P62873;F6UT28;F6X3N5;B1AKQ8;B3KVK2;P16520;F5H8J8;F5H100;F5H0S8;E9PCP0,P62873;F6UT28;F6X3N5;B1AKQ8,15;10;9;8;6;1;1;1;1;1,8;5;4;3;4;0;0;0;0;0,7;4;3;3;4;0;0;0;0;0,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB1,sp|P62873|GBB1_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=3;tr|F6UT28|F6UT28_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=GN,15,7,59.4,103
GNB2,-0.5175891854,0.0139642874490917,0,P62879;E7EP32;C9JIS1;C9JXA5;C9JZN1;C9JD14,P62879;E7EP32;C9JIS1;C9JXA5;C9JZN1,17;14;13;13;10;2,17;14;13;13;10;2,8;6;6;6;3;0,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,GNB2,sp|P62879|GBB2_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3;tr|E7EP32|E7EP32_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=,17,8,66.5,490
