Gene_names,DCAF7_vs_BirA_logFC,DCAF7_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_R10K8_N1,Peptides_BirA_alone_R10K8_N2,Peptides_DCAF7_R10K8_N2_04_02,Peptides_DCAF7_R10K8_N2_20_01,Razor___unique_peptides_BirA_alone_R10K8_N1,Razor___unique_peptides_BirA_alone_R10K8_N2,Razor___unique_peptides_DCAF7_R10K8_N2_04_02,Razor___unique_peptides_DCAF7_R10K8_N2_20_01,Unique_peptides_BirA_alone_R10K8_N1,Unique_peptides_BirA_alone_R10K8_N2,Unique_peptides_DCAF7_R10K8_N2_04_02,Unique_peptides_DCAF7_R10K8_N2_20_01,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_R10K8_N1,Identification_type_BirA_alone_R10K8_N2,Identification_type_DCAF7_R10K8_N2_04_02,Identification_type_DCAF7_R10K8_N2_20_01,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_R10K8_N1,Ratio_H_L_BirA_alone_R10K8_N2,Ratio_H_L_DCAF7_R10K8_N2_04_02,Ratio_H_L_DCAF7_R10K8_N2_20_01,Ratio_H_L_normalized_BirA_alone_R10K8_N1,Ratio_H_L_normalized_BirA_alone_R10K8_N2,Ratio_H_L_normalized_DCAF7_R10K8_N2_04_02,Ratio_H_L_normalized_DCAF7_R10K8_N2_20_01,Ratio_H_L_variability_____BirA_alone_R10K8_N1,Ratio_H_L_variability_____BirA_alone_R10K8_N2,Ratio_H_L_variability_____DCAF7_R10K8_N2_04_02,Ratio_H_L_variability_____DCAF7_R10K8_N2_20_01,Ratio_H_L_count_BirA_alone_R10K8_N1,Ratio_H_L_count_BirA_alone_R10K8_N2,Ratio_H_L_count_DCAF7_R10K8_N2_04_02,Ratio_H_L_count_DCAF7_R10K8_N2_20_01,Ratio_H_L_iso_count_BirA_alone_R10K8_N1,Ratio_H_L_iso_count_BirA_alone_R10K8_N2,Ratio_H_L_iso_count_DCAF7_R10K8_N2_04_02,Ratio_H_L_iso_count_DCAF7_R10K8_N2_20_01,Ratio_H_L_type_BirA_alone_R10K8_N1,Ratio_H_L_type_BirA_alone_R10K8_N2,Ratio_H_L_type_DCAF7_R10K8_N2_04_02,Ratio_H_L_type_DCAF7_R10K8_N2_20_01,Sequence_coverage_BirA_alone_R10K8_N1____,Sequence_coverage_BirA_alone_R10K8_N2____,Sequence_coverage_DCAF7_R10K8_N2_04_02____,Sequence_coverage_DCAF7_R10K8_N2_20_01____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_R10K8_N1,Intensity_L_BirA_alone_R10K8_N1,Intensity_H_BirA_alone_R10K8_N1,Intensity_BirA_alone_R10K8_N2,Intensity_L_BirA_alone_R10K8_N2,Intensity_H_BirA_alone_R10K8_N2,Intensity_DCAF7_R10K8_N2_04_02,Intensity_L_DCAF7_R10K8_N2_04_02,Intensity_H_DCAF7_R10K8_N2_04_02,Intensity_DCAF7_R10K8_N2_20_01,Intensity_L_DCAF7_R10K8_N2_20_01,Intensity_H_DCAF7_R10K8_N2_20_01,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DCAF7_R10K8_N2_04_02,metacell_Intensity_L_DCAF7_R10K8_N2_20_01,metacell_Intensity_L_BirA_alone_R10K8_N1,metacell_Intensity_L_BirA_alone_R10K8_N2
CAPN2,1.99316914430553,0.00129788104946354,P17655,P17655,16,16,16,Calpain-2 catalytic subunit,sp|P17655|CAN2_HUMAN Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6,1,16,16,16,5,4,15,13,5,4,15,13,5,4,15,13,31.1,31.1,31.1,79.994,700,700,0.0,40.606,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44536,0.97719,10.273,38,13,Leave out requantified,0.32845,0.32739,0.40973,0.55117,1.0175,0.82068,0.97878,0.99621,15.017,19.587,13.324,10.222,5,4,15,14,2,2,4,5,Leave out requantified,Median,Leave out requantified,Leave out requantified,10.3,7.7,29.4,22.7,2549700000,1704200000,845520000,116980000,87831000,29148000,122380000,82609000,39768000,1105100000,770640000,334410000,1205300000,763130000,442190000,,,,1438,4296;6012;7137;8764;10387;10408;10723;13402;13834;14272;14591;15299;15479;15787;20828;21385,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,4658;6530;7792;9594;11384;11405;11739;14614;15077;15535;15872;16649;16846;17175;22615;23202,12186;12187;17010;17011;20396;25261;25262;25263;25264;30259;30295;30296;30297;31173;38667;38668;39902;39903;39904;39905;41127;41128;41129;42000;42001;43894;43895;43896;43897;43898;43899;43900;44404;44405;44406;44407;45270;45271;59989;59990;61487,25118;25119;35120;35121;41953;52300;52301;52302;52303;52304;52305;52306;52307;52308;52309;52310;62799;62863;62864;62865;62866;62867;64715;79529;79530;79531;79532;79533;79534;79535;82021;82022;82023;82024;82025;82026;82027;82028;82029;82030;84734;84735;84736;84737;86455;90201;90202;90203;90204;90205;90206;90207;90208;90209;90210;91199;91200;91201;91202;93040;93041;124108;124109;127048,25118;35121;41953;52306;62799;62863;64715;79535;82027;84735;86455;90204;91200;93041;124108;127048,,,,,-1,protein_1439,quanti,quanti,quanti,quanti
PFKL,0.159656267258043,0.527528207234865,P17858;F8WEU2,P17858,13;1,11;1,11;1,"ATP-dependent 6-phosphofructokinase, liver type","sp|P17858|PFKAL_HUMAN ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",2,13,11,11,7,6,9,9,5,4,8,8,5,4,8,8,22.4,18.8,18.8,85.018,780,780;42,0.0,24.042,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.47532,1.0357,36.514,26,7,Leave out requantified,0.40233,0.9802,0.39085,0.52952,1.3113,2.7522,0.95351,0.91979,14.783,42.9,28.956,31.978,5,5,8,8,2,2,1,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,11.8,11.5,15.8,16.7,1504200000,973930000,530250000,171540000,118620000,52920000,257130000,159780000,97357000,507770000,347170000,160600000,567740000,348360000,219370000,,,,1440,278;1008;2237;6678;6697;11769;15894;16647;17622;17666;18144;18145;19066,True;False;True;True;True;True;True;True;False;True;True;True;True,291;1080;2423;7281;7301;12865;17290;18094;19121;19170;19688;19689;20675,717;718;719;2878;2879;6704;6705;19104;19105;19106;19107;19172;34223;34224;45517;47748;50459;50460;50461;50462;50592;50593;50594;50595;52009;52010;52011;52012;54658;54659;54660;54661,1467;1468;1469;5960;5961;14168;14169;39483;39484;39485;39486;39487;39488;39489;39490;39491;39603;70845;93510;93511;93512;98135;98136;103700;103701;103702;103703;103995;103996;103997;103998;103999;104000;107256;107257;107258;112966;112967;112968;112969,1468;5960;14169;39487;39603;70845;93511;98135;103702;103995;107257;107258;112966,,,,,-1;-1,protein_1441,quanti,quanti,quanti,quanti
LGALS3,22.8166625414007,1.54885186967383e-07,P17931;G3V3R6,P17931;G3V3R6,5;3,5;3,5;3,Galectin-3;Galectin,sp|P17931|LEG3_HUMAN Galectin-3 OS=Homo sapiens OX=9606 GN=LGALS3 PE=1 SV=5;tr|G3V3R6|G3V3R6_HUMAN Galectin OS=Homo sapiens OX=9606 GN=LGALS3 PE=1 SV=1,2,5,5,5,0,0,4,5,0,0,4,5,0,0,4,5,23.2,23.2,23.2,26.152,250,250;233,0.0,16.211,,,By MS/MS,By MS/MS,0.4829,0.95494,9.8423,11,5,Leave out requantified,,,0.44148,0.52261,,,1.0525,0.93854,,,11.588,10.626,0,0,5,6,0,0,3,2,Median,Median,Median,Leave out requantified,0.0,0.0,20.4,23.2,842050000,546130000,295930000,0,0,0,0,0,0,351760000,239150000,112620000,490290000,306980000,183310000,,,,1442,6518;7573;8724;13277;18839,True;True;True;True;True,7106;8305;9552;14486;20438,18683;18684;21827;25156;25157;38353;38354;54090;54091;54092;54093,38629;38630;38631;38632;45193;52078;52079;78968;78969;78970;78971;111769;111770;111771;111772;111773;111774;111775;111776;111777;111778,38630;45193;52078;78971;111774,,,,,-1;-1,protein_1443,quanti,quanti,imputed MEC,imputed MEC
TCP1,-0.51607643889983,0.113202642950252,P17987;E7EQR6;E7ERF2;F5H282;F5GZ03;F5H136;F5H676;F5GZI8;F5H726;F5GYL4;F5H7Y1,P17987;E7EQR6;E7ERF2;F5H282,42;31;29;27;15;9;7;5;4;3;2,42;31;29;27;15;9;7;5;4;3;2,42;31;29;27;15;9;7;5;4;3;2,T-complex protein 1 subunit alpha,sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7EQR6|E7EQR6_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7ERF2|E7ERF2_HUMAN T-complex protein 1 subunit alpha OS=,11,42,42,42,28,29,29,33,28,29,29,33,28,29,29,33,75.9,75.9,75.9,60.343,556,556;401;433;332;221;136;111;100;91;65;59,0.0,229.97,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34933,0.88755,18.846,144,35,Leave out requantified,0.22968,0.28112,0.38767,0.53764,0.82916,0.79963,0.94685,0.98182,26.686,19.177,10.492,13.528,31,31,37,45,9,6,14,6,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,53.2,50.5,66.5,71.9,17799000000,12450000000,5349000000,2668200000,2119000000,549260000,3596500000,2719300000,877160000,5131000000,3533800000,1597100000,6403100000,4077600000,2325500000,,,,1444,615;2836;3266;4245;4613;5614;5615;7518;7519;7658;7659;8045;8275;10817;10865;11293;11998;12988;13323;13691;14723;14890;16419;16420;16437;16471;16472;16809;16810;16814;16939;17261;18307;18308;19590;20772;21107;21108;21250;21251;21515;21516,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,655;3094;3557;4603;4604;5005;5006;6083;6084;8248;8249;8394;8395;8802;9068;11835;11889;12352;12353;13108;14169;14533;14928;16027;16204;17852;17853;17854;17873;17908;17909;18265;18266;18270;18271;18405;18740;19857;19858;21270;22557;22906;22907;23058;23059;23348;23349,1703;1704;1705;8506;8507;9666;9667;9668;9669;12074;12075;12076;12077;12078;12079;13035;13036;13037;13038;13039;13040;13041;15832;15833;15834;15835;15836;21684;21685;21686;21687;21688;21689;22085;22086;22087;22088;22089;22090;23084;23085;23086;23087;23088;23089;23090;23910;23911;31410;31411;31412;31596;31597;32899;32900;32901;32902;32903;32904;32905;32906;32907;34798;34799;37558;37559;37560;37561;38470;38471;38472;39523;39524;42358;42359;42826;42827;47101;47102;47103;47104;47105;47106;47107;47108;47109;47110;47111;47164;47165;47261;47262;47263;47264;47265;47266;47267;47268;47269;47270;48185;48186;48187;48188;48189;48190;48191;48192;48202;48203;48204;48205;48206;48207;48208;48209;48560;48561;48562;49455;49456;52427;52428;52429;52430;52431;52432;52433;52434;56396;56397;59836;59837;59838;60696;60697;60698;60699;60700;60701;61115;61116;61117;61118;61119;61876;61877;61878;61879;61880,3494;3495;3496;3497;17988;20266;20267;20268;20269;24893;24894;24895;24896;24897;24898;24899;24900;24901;24902;24903;24904;24905;24906;24907;24908;24909;24910;24911;26810;26811;26812;26813;26814;26815;26816;26817;26818;26819;26820;26821;26822;26823;26824;26825;32632;32633;32634;32635;32636;32637;32638;32639;32640;44921;44922;44923;44924;44925;44926;44927;44928;44929;44930;44931;44932;44933;44934;44935;44936;44937;44938;44939;45694;45695;45696;45697;45698;45699;45700;45701;45702;45703;45704;45705;45706;47820;47821;47822;47823;47824;47825;47826;47827;47828;47829;49654;49655;49656;49657;65137;65138;65139;65140;65141;65591;65592;68200;68201;68202;68203;68204;68205;68206;68207;68208;68209;68210;68211;68212;68213;68214;68215;68216;68217;71894;71895;71896;71897;71898;71899;77447;77448;77449;77450;77451;77452;77453;77454;77455;77456;77457;77458;77459;77460;77461;77462;77463;77464;79178;79179;79180;79181;81272;81273;81274;81275;87198;87199;88126;88127;96885;96886;96887;96888;96889;96890;96891;96892;96893;96894;96895;96896;96897;96898;96899;96900;96901;96902;97027;97028;97190;97191;97192;97193;97194;97195;97196;97197;97198;97199;97200;97201;97202;97203;97204;97205;97206;97207;97208;97209;97210;97211;97212;97213;97214;97215;97216;97217;97218;99040;99041;99042;99043;99044;99045;99046;99047;99048;99049;99050;99051;99052;99053;99054;99055;99056;99057;99058;99067;99068;99069;99070;99071;99072;99073;99074;99075;99076;99077;99078;99079;99080;99081;99082;99083;99796;99797;99798;99799;99800;99801;101560;101561;101562;101563;101564;101565;108016;108017;108018;108019;108020;108021;108022;108023;108024;108025;108026;108027;108028;108029;108030;116687;123777;123778;123779;123780;123781;123782;123783;123784;123785;125495;125496;125497;125498;125499;125500;125501;125502;125503;125504;125505;125506;125507;125508;125509;125510;125511;125512;125513;126281;126282;126283;126284;126285;126286;126287;126288;126289;126290;126291;126292;127961;127962;127963;127964;127965;127966;127967;127968;127969;127970,3496;17988;20267;24894;26818;32637;32640;44930;44936;45696;45706;47828;49657;65138;65592;68215;71897;77449;79179;81275;87198;88127;96889;96897;97028;97207;97215;99047;99052;99077;99801;101563;108028;108030;116687;123778;125498;125508;126281;126285;127964;127970,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1445,quanti,quanti,quanti,quanti
PTPN1,1.56715088779798,0.0735530696701637,P18031;B4DSN5,P18031;B4DSN5,6;5,6;5,6;5,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1;tr|B4DSN5|B4DSN5_HUMAN Tyrosine-protein phosphatase non-receptor type OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1,2,6,6,6,2,1,5,4,2,1,5,4,2,1,5,4,20.5,20.5,20.5,49.966,435,435;362,0.0,10.685,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45562,1.0775,6.3831,12,6,Leave out requantified,0.35738,0.44362,0.48439,0.70096,1.0571,0.97998,1.0919,1.2013,1.9473,,7.6202,29.126,2,1,5,4,0,1,2,3,Median,Median,Leave out requantified,Median,8.0,2.5,14.9,9.9,547560000,344030000,203530000,53708000,34112000,19596000,19455000,13217000,6238300,284860000,190330000,94537000,189530000,106370000,83155000,,,,1445,4308;5358;12340;13012;13109;17317,True;True;True;True;True;True,4670;5795;13473;14195;14300;18798,12206;15082;15083;15084;15085;35717;35718;37628;37629;37630;37907;37908;49614,25160;25161;30943;30944;30945;30946;30947;73698;77580;77581;77582;77583;77584;77585;78153;78154;78155;101949;101950,25160;30943;73698;77583;78154;101949,,,,,-1;-1,protein_1446,quanti,quanti,quanti,quanti
RPL35A,0.0828574916934244,0.802578455114212,P18077;F8WBS5;F8WB72;C9K025,P18077;F8WBS5;F8WB72;C9K025,6;4;4;4,6;4;4;4,6;4;4;4,60S ribosomal protein L35a,sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2;tr|F8WBS5|F8WBS5_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=1;tr|F8WB72|F8WB72_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=,4,6,6,6,3,3,4,3,3,3,4,3,3,3,4,3,25.5,25.5,25.5,12.538,110,110;55;57;94,0.0,10.842,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41962,0.94349,39.329,17,2,Leave out requantified,0.29143,0.40562,0.46151,0.55937,0.92328,1.0462,0.92491,0.9684,14.699,19.369,55.335,45.458,3,3,6,5,0,0,1,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,15.5,15.5,23.6,23.6,2119200000,1412100000,707080000,275500000,218520000,56982000,280800000,195930000,84878000,648950000,441950000,207000000,913960000,555740000,358220000,,,,1446,985;986;2848;2849;8775;19909,True;True;True;True;True;True,1054;1055;1056;3107;3108;9605;21622;21623;21624,2809;2810;2811;2812;2813;8537;8538;8539;25283;25284;57370;57371;57372;57373;57374;57375;57376;57377;57378;57379;57380,5815;5816;5817;5818;5819;5820;5821;5822;5823;5824;18019;18020;18021;18022;18023;18024;18025;18026;18027;52330;118806;118807;118808;118809;118810;118811;118812;118813;118814;118815;118816;118817;118818;118819;118820;118821;118822;118823;118824;118825;118826;118827;118828,5815;5816;18020;18022;52330;118812,,151,,104,-1;-1;-1;-1,protein_1447,quanti,quanti,quanti,quanti
ITGB5,20.6995022458899,1.53523447021752e-07,P18084;V9GYZ1;V9GZ57;H7C4W1,P18084;V9GYZ1;V9GZ57;H7C4W1,2;2;2;1,2;2;2;1,2;2;2;1,Integrin beta-5;Integrin beta,sp|P18084|ITB5_HUMAN Integrin beta-5 OS=Homo sapiens OX=9606 GN=ITGB5 PE=1 SV=1;tr|V9GYZ1|V9GYZ1_HUMAN Integrin beta (Fragment) OS=Homo sapiens OX=9606 GN=ITGB5 PE=1 SV=1;tr|V9GZ57|V9GZ57_HUMAN Integrin beta (Fragment) OS=Homo sapiens OX=9606 GN=ITGB5 PE=1,4,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,4.0,4.0,4.0,88.053,799,799;139;323;263,0.0015098,2.7448,,,By MS/MS,By MS/MS,1.1991,2.4003,43.42,4,0,Leave out requantified,,,1.1716,1.2272,,,2.6258,2.1942,,,53.358,33.482,0,0,2,2,0,0,0,0,Median,Median,Median,Median,0.0,0.0,4.0,4.0,307880000,125340000,182540000,0,0,0,0,0,0,142120000,57490000,84634000,165750000,67847000,97908000,,,,1447,10539;10657,True;True,11544;11671,30624;30625;30993;30994,63522;63523;63524;63525;63526;63527;63528;64338;64339;64340;64341;64342,63527;64341,,,,,-1;-1;-1;-1,protein_1448,quanti,quanti,imputed MEC,imputed MEC
RPL7,0.262328003834892,0.329117885911892,P18124;A8MUD9;C9JIJ5;C9JZ88,P18124;A8MUD9,24;20;7;5,24;20;7;5,24;20;7;5,60S ribosomal protein L7,sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1;tr|A8MUD9|A8MUD9_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,4,24,24,24,12,14,20,19,12,14,20,19,12,14,20,19,64.9,64.9,64.9,29.225,248,248;208;99;88,0.0,202.74,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44714,1.0023,12.86,91,15,Leave out requantified,0.26978,0.28653,0.43731,0.56832,0.93754,0.79089,1.1065,1.0188,10.241,14.434,11.552,10.151,15,17,29,30,6,4,3,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,41.5,49.6,57.3,54.4,18208000000,12182000000,6025800000,2005900000,1528800000,477080000,2593800000,1756200000,837560000,6314100000,4261300000,2052800000,7293800000,4635400000,2658300000,,,,1448,816;2006;3626;4456;4936;4937;7577;9063;9279;9549;9858;9899;11676;12049;12989;13819;14851;15309;17203;17204;18405;18406;21148;21149,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,873;2175;3945;4833;5350;5351;8310;8311;9912;9913;10139;10452;10784;10837;10838;12768;13159;14170;15062;16161;16162;16664;18681;18682;19963;19964;19965;22948;22949,2280;2281;6068;6069;6070;6071;10550;10551;12591;12592;13944;13945;13946;13947;13948;13949;13950;13951;13952;21842;21843;21844;21845;21846;21847;26112;26113;26114;26115;26116;26117;26118;26119;26120;26121;26718;26719;26720;26721;26722;27567;27568;28463;28464;28601;28602;28603;33988;33989;34936;34937;37562;39868;42712;42713;42714;42715;43962;43963;43964;43965;49288;49289;49290;49291;49292;49293;49294;49295;49296;49297;49298;49299;52738;52739;52740;52741;52742;52743;52744;52745;52746;52747;52748;60829;60830;60831;60832;60833;60834;60835,4714;4715;4716;12918;12919;12920;12921;12922;12923;12924;12925;21950;21951;21952;21953;21954;25897;25898;25899;25900;25901;25902;25903;28586;28587;28588;28589;28590;28591;28592;28593;28594;28595;28596;28597;28598;28599;28600;28601;28602;28603;28604;28605;28606;28607;28608;28609;28610;28611;28612;45214;45215;45216;45217;45218;45219;45220;45221;45222;45223;45224;45225;45226;45227;45228;45229;45230;45231;45232;45233;45234;45235;45236;45237;54059;54060;54061;54062;54063;54064;54065;54066;54067;54068;54069;54070;54071;54072;54073;54074;54075;54076;54077;54078;54079;54080;54081;54082;54083;54084;54085;54086;54087;54088;55392;55393;55394;55395;55396;55397;55398;55399;55400;55401;55402;57225;57226;57227;57228;57229;57230;57231;58952;58953;58954;58955;59225;59226;59227;59228;59229;59230;59231;59232;59233;70390;70391;72141;72142;72143;72144;72145;72146;77465;77466;81967;81968;87889;87890;87891;87892;87893;87894;90359;90360;90361;90362;90363;101233;101234;101235;101236;101237;101238;101239;101240;101241;101242;101243;101244;101245;101246;101247;101248;101249;101250;101251;101252;101253;101254;101255;101256;101257;101258;101259;101260;101261;101262;101263;101264;101265;108705;108706;108707;108708;108709;108710;108711;108712;108713;108714;108715;108716;108717;108718;108719;108720;108721;108722;108723;108724;108725;108726;108727;108728;125747;125748;125749;125750;125751;125752;125753;125754;125755;125756;125757;125758;125759,4716;12921;21952;25901;28594;28611;45216;54069;55396;57226;58955;59233;70390;72144;77465;81968;87892;90363;101246;101262;108708;108727;125747;125758,317,,107,,-1;-1;-1;-1,protein_1449,quanti,quanti,quanti,quanti
VCL,1.23811872338315,0.00487970744681065,P18206;A0A096LPE1,P18206,28;1,28;1,28;1,Vinculin,sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4,2,28,28,28,5,5,24,22,5,5,24,22,5,5,24,22,34.6,34.6,34.6,123.8,1134,1134;57,0.0,63.108,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.54848,1.127,21.615,62,23,Leave out requantified,0.14725,0.27515,0.51321,0.61923,0.53476,0.73963,1.2422,1.0741,8.4941,13.202,20.171,16.244,6,6,25,25,3,4,8,8,Leave out requantified,Median,Leave out requantified,Leave out requantified,6.6,6.6,29.8,27.6,5436100000,3199000000,2237100000,299020000,246460000,52565000,347580000,258070000,89505000,2333800000,1417700000,916060000,2455700000,1276700000,1179000000,,,,1449,734;1207;1208;1869;2240;4078;4132;6133;7016;8637;8770;10131;11200;12591;12592;12830;13508;14290;14314;15928;17105;17778;18124;18768;19238;19782;19908;20770,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,780;1306;1307;2029;2426;4427;4485;6671;7651;9463;9600;11096;12252;13749;13750;14003;14730;15553;15583;17325;18577;19294;19667;20358;20863;21481;21621;22555,2022;3552;3553;3554;5632;6710;6711;6712;6713;11704;11705;11841;11842;17464;17465;20020;20021;24932;24933;25274;29367;29368;32628;36457;36458;36459;36460;36461;36462;37131;37132;37133;37134;39003;39004;39005;39006;41167;41168;41259;45596;45597;48995;51013;51014;51960;53861;53862;53863;53864;55206;55207;55208;55209;55210;55211;55212;57008;57009;57368;57369;59832;59833,4142;4143;4144;7410;7411;7412;7413;11968;14178;14179;14180;14181;14182;24229;24230;24231;24232;24486;24487;24488;24489;36156;36157;36158;41256;41257;41258;51677;51678;51679;51680;51681;51682;51683;52321;60810;60811;67658;75201;75202;75203;75204;75205;75206;75207;75208;75209;75210;75211;75212;75213;75214;75215;76631;76632;76633;76634;76635;80200;80201;80202;80203;80204;80205;84820;84821;85023;93664;93665;93666;100614;100615;100616;105017;105018;105019;105020;105021;107163;107164;107165;111250;111251;111252;111253;111254;111255;114120;114121;114122;114123;114124;114125;114126;114127;114128;114129;114130;114131;118074;118075;118076;118077;118800;118801;118802;118803;118804;118805;123772;123773;123774,4144;7410;7413;11968;14179;24230;24488;36158;41258;51683;52321;60810;67658;75203;75205;76631;80204;84820;85023;93666;100614;105017;107163;111250;114128;118075;118802;123773,,,,,-1;-1,protein_1450,quanti,quanti,quanti,quanti
SON,-2.42040353739729,0.000684692626017931,P18583;J3QSZ5;H7C1M2,P18583;J3QSZ5;H7C1M2,2;1;1,2;1;1,2;1;1,Protein SON,sp|P18583|SON_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=4;tr|J3QSZ5|J3QSZ5_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=1;tr|H7C1M2|H7C1M2_HUMAN Protein SON (Fragment) OS=Homo sapiens OX=9606 GN=SON PE=1 SV=1,3,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1.7,1.7,1.7,263.83,2426,2426;454;1454,0.0,4.9723,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.68734,1.6477,19.33,6,0,Leave out requantified,0.60134,0.73895,0.71851,0.87723,1.6115,1.8403,1.4157,1.4069,14.054,12.115,,,2,2,1,1,0,0,0,0,Median,Median,Median,Median,1.7,1.7,0.4,0.4,172950000,100820000,72129000,44175000,28382000,15792000,76205000,42943000,33262000,28622000,14851000,13771000,23950000,14646000,9303600,,,,1450,2179;16606,True;True,2362;18052,6554;6555;6556;6557;47647;47648,13910;13911;13912;13913;13914;13915;13916;13917;97943;97944,13913;97943,,,,,-1;-1;-1,protein_1451,quanti,quanti,quanti,quanti
