Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RBBP7_N1,Intensity RBBP7_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
P04183;K7ES52;K7ERJ1;K7ERV3;K7ENW5,P04183;K7ES52;K7ERJ1;K7ERV3,3;3;3;3;1,3;3;3;3;1,3;3;3;3;1,"Thymidine kinase, cytosolic;Thymidine kinase",TK1,"sp|P04183|KITH_HUMAN Thymidine kinase, cytosolic OS=Homo sapiens OX=9606 GN=TK1 PE=1 SV=2;tr|K7ES52|K7ES52_HUMAN Thymidine kinase OS=Homo sapiens OX=9606 GN=TK1 PE=1 SV=1;tr|K7ERJ1|K7ERJ1_HUMAN Thymidine kinase (Fragment) OS=Homo sapiens OX=9606 GN=TK1 PE=",3,3,17.9,26.4372531128627,24.6039939112957,24.2358605618576,24.8038556010386
Q86UE8;J3KRK0;J3QS73;J3KST4;J3QS44;J3QLK5;J3QR10,Q86UE8;J3KRK0;J3QS73;J3KST4;J3QS44;J3QLK5,4;3;2;2;2;2;1,4;3;2;2;2;2;1,3;3;2;2;2;1;1,Serine/threonine-protein kinase tousled-like 2,TLK2,sp|Q86UE8|TLK2_HUMAN Serine/threonine-protein kinase tousled-like 2 OS=Homo sapiens OX=9606 GN=TLK2 PE=1 SV=2;tr|J3KRK0|J3KRK0_HUMAN Serine/threonine-protein kinase tousled-like 2 (Fragment) OS=Homo sapiens OX=9606 GN=TLK2 PE=1 SV=1;tr|J3QS73|J3QS73_HUMAN,4,3,7.4,23.9967961920998,25.6312150754277,24.8114213418774,23.7961014144723
Q9Y4A5;H0Y4W2;F2Z2U4;A0A2R8YFJ4,Q9Y4A5;H0Y4W2;F2Z2U4,3;3;3;1,3;3;3;1,3;3;3;1,Transformation/transcription domain-associated protein,TRRAP,sp|Q9Y4A5|TRRAP_HUMAN Transformation/transcription domain-associated protein OS=Homo sapiens OX=9606 GN=TRRAP PE=1 SV=3;tr|H0Y4W2|H0Y4W2_HUMAN Transformation/transcription domain-associated protein (Fragment) OS=Homo sapiens OX=9606 GN=TRRAP PE=1 SV=1;tr|F,3,3,1.5,24.3137516149692,21.1628780853967,26.2728788646737,26.0533092811268
Q9Y3Q8;O75157;Q15714;Q99576;Q5JRJ0;E7EWD5;H0Y865;H7BZ77,Q9Y3Q8,3;1;1;1;1;1;1;1,3;1;1;1;1;1;1;1,3;1;1;1;1;1;1;1,TSC22 domain family protein 4,TSC22D4,sp|Q9Y3Q8|T22D4_HUMAN TSC22 domain family protein 4 OS=Homo sapiens OX=9606 GN=TSC22D4 PE=1 SV=2,3,3,9.6,4.05855270270621,4.16046733447314,25.4319563615961,25.6882449724495
P10599,P10599,3,3,3,Thioredoxin,TXN,sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3,3,3,22.9,26.056765038021,27.2389970945164,24.1851797212713,24.0314609298808
Q9NZ09;A0A0D9SG79,Q9NZ09;A0A0D9SG79,3;3,3;3,3;3,Ubiquitin-associated protein 1,UBAP1,sp|Q9NZ09|UBAP1_HUMAN Ubiquitin-associated protein 1 OS=Homo sapiens OX=9606 GN=UBAP1 PE=1 SV=1;tr|A0A0D9SG79|A0A0D9SG79_HUMAN Ubiquitin-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=UBAP1 PE=1 SV=1,3,3,8.6,22.5276211324404,23.8745884067361,25.0617993316423,24.9114567247326
P61081,P61081,3,3,3,NEDD8-conjugating enzyme Ubc12,UBE2M,sp|P61081|UBC12_HUMAN NEDD8-conjugating enzyme Ubc12 OS=Homo sapiens OX=9606 GN=UBE2M PE=1 SV=1,3,3,19.7,21.7749092861844,23.4193118068921,26.0684981797721,26.1976054633195
O14562;H3BRL3;H3BUM8,O14562;H3BRL3,3;3;1,3;3;1,3;3;1,Ubiquitin domain-containing protein UBFD1,UBFD1,sp|O14562|UBFD1_HUMAN Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens OX=9606 GN=UBFD1 PE=1 SV=2;tr|H3BRL3|H3BRL3_HUMAN Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens OX=9606 GN=UBFD1 PE=1 SV=1,3,3,13.3,23.4635483394342,22.5824479881235,26.0489103744027,25.9173877417291
Q9P0L0;J3QKM9,Q9P0L0,4;1,3;1,3;1,Vesicle-associated membrane protein-associated protein A,VAPA,sp|Q9P0L0|VAPA_HUMAN Vesicle-associated membrane protein-associated protein A OS=Homo sapiens OX=9606 GN=VAPA PE=1 SV=3,4,3,16.1,4.05855270270621,4.16046733447314,25.8699249414309,25.4630436070245
Q99536;K7ESA3;K7ENX2;K7EM19,Q99536;K7ESA3,3;3;1;1,3;3;1;1,3;3;1;1,Synaptic vesicle membrane protein VAT-1 homolog,VAT1,sp|Q99536|VAT1_HUMAN Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2;tr|K7ESA3|K7ESA3_HUMAN Synaptic vesicle membrane protein VAT-1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=1,3,3,12.2,4.05855270270621,4.16046733447314,25.1094465075154,23.7056703507448
Q9Y277;E5RK27;E5RFP6;E5RJN6;E5RHZ6,Q9Y277,3;1;1;1;1,3;1;1;1;1,3;1;1;1;1,Voltage-dependent anion-selective channel protein 3,VDAC3,sp|Q9Y277|VDAC3_HUMAN Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens OX=9606 GN=VDAC3 PE=1 SV=1,3,3,19.8,25.7382019634643,25.4469845708284,24.3404841864504,24.342156567562
Q9BRG1;K7EP45;K7ENE3,Q9BRG1;K7EP45,3;2;1,3;2;1,3;2;1,Vacuolar protein-sorting-associated protein 25,VPS25,sp|Q9BRG1|VPS25_HUMAN Vacuolar protein-sorting-associated protein 25 OS=Homo sapiens OX=9606 GN=VPS25 PE=1 SV=1;tr|K7EP45|K7EP45_HUMAN Vacuolar protein-sorting-associated protein 25 OS=Homo sapiens OX=9606 GN=VPS25 PE=1 SV=1,3,3,20.5,4.05855270270621,4.16046733447314,25.0502189979448,24.4444907153399
Q9H267;F5H008;A0A2R8YDQ0;G3V3F9,Q9H267;F5H008;A0A2R8YDQ0,3;3;2;1,3;3;2;1,3;3;2;1,Vacuolar protein sorting-associated protein 33B,VPS33B,sp|Q9H267|VP33B_HUMAN Vacuolar protein sorting-associated protein 33B OS=Homo sapiens OX=9606 GN=VPS33B PE=1 SV=2;tr|F5H008|F5H008_HUMAN Vacuolar protein sorting-associated protein 33B OS=Homo sapiens OX=9606 GN=VPS33B PE=1 SV=1;tr|A0A2R8YDQ0|A0A2R8YDQ0_HU,3,3,7.3,4.05855270270621,4.16046733447314,23.4008033629918,23.9092148450457
Q8IWB7;A0A494C0A6;C9JJ54,Q8IWB7;A0A494C0A6;C9JJ54,3;2;2,3;2;2,3;2;2,WD repeat and FYVE domain-containing protein 1,WDFY1,sp|Q8IWB7|WDFY1_HUMAN WD repeat and FYVE domain-containing protein 1 OS=Homo sapiens OX=9606 GN=WDFY1 PE=1 SV=1;tr|A0A494C0A6|A0A494C0A6_HUMAN WD_REPEATS_REGION domain-containing protein OS=Homo sapiens OX=9606 PE=4 SV=1;tr|C9JJ54|C9JJ54_HUMAN WD repeat an,3,3,11.2,4.05855270270621,4.16046733447314,24.4742599816917,23.9011335276961
Q9H6Y2;D6RGJ8;G3V1J0,Q9H6Y2,3;1;1,3;1;1,3;1;1,WD repeat-containing protein 55,WDR55,sp|Q9H6Y2|WDR55_HUMAN WD repeat-containing protein 55 OS=Homo sapiens OX=9606 GN=WDR55 PE=1 SV=2,3,3,11.7,4.05855270270621,4.16046733447314,25.1872581245448,25.3665303295114
Q8TF74;A8MWR2;J3KSA3;J3QQS0;J3QKM5,Q8TF74;A8MWR2,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,WAS/WASL-interacting protein family member 2,WIPF2,sp|Q8TF74|WIPF2_HUMAN WAS/WASL-interacting protein family member 2 OS=Homo sapiens OX=9606 GN=WIPF2 PE=1 SV=1;tr|A8MWR2|A8MWR2_HUMAN WAS/WASL-interacting protein family member 2 OS=Homo sapiens OX=9606 GN=WIPF2 PE=1 SV=1,3,3,15.2,22.2878532608582,23.4863015237607,22.6343147548484,23.6987996063481
Q01831,Q01831,3,3,3,DNA repair protein complementing XP-C cells,XPC,sp|Q01831|XPC_HUMAN DNA repair protein complementing XP-C cells OS=Homo sapiens OX=9606 GN=XPC PE=1 SV=4,3,3,4.8,4.05855270270621,4.16046733447314,25.3966288197673,25.3978041314746
P54577;A0A0C4DGZ5,P54577;A0A0C4DGZ5,3;3,3;3,3;3,"Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed;Tyrosine--tRNA ligase",YARS,"sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=4;tr|A0A0C4DGZ5|A0A0C4DGZ5_HUMAN Tyrosine--tRNA ligase OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=1",3,3,4.9,22.1475887755483,23.6145000923429,23.2547945058072,24.5227093880843
Q9Y5A9;S4R3V3;S4R3J8,Q9Y5A9;S4R3V3,5;3;2,4;3;2,3;3;2,YTH domain-containing family protein 2,YTHDF2,sp|Q9Y5A9|YTHD2_HUMAN YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2;tr|S4R3V3|S4R3V3_HUMAN YTH domain-containing family protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=1,5,3,9.3,23.2926500391697,22.5474556432402,26.7099085806097,26.5486907015435
P63104;E7EX29;E7ESK7;B0AZS6;E5RGE1;E5RIR4;E9PD24;E7EVZ2;B7Z2E6;H0YB80,P63104;E7EX29;E7ESK7;B0AZS6,5;5;3;3;2;2;2;2;2;2,3;3;2;2;1;1;1;1;1;1,3;3;2;2;1;1;1;1;1;1,14-3-3 protein zeta/delta,YWHAZ,sp|P63104|1433Z_HUMAN 14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;tr|E7EX29|E7EX29_HUMAN 14-3-3 protein zeta/delta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;tr|E7ESK7|E7ESK7_HUMAN 14-3-3 protein zeta/delta (Fragment) OS,5,3,22.9,4.05855270270621,4.16046733447314,24.6494917029882,24.4439883592606
H3BSS6;Q9H2Y7;H3BNJ4;H3BRD4;H3BNX5;H3BS99;A0A0C4DGM5,H3BSS6;Q9H2Y7,3;2;1;1;1;1;1,3;2;1;1;1;1;1,3;2;1;1;1;1;1,Zinc finger protein 106,ZNF106,tr|H3BSS6|H3BSS6_HUMAN Zinc finger protein 106 OS=Homo sapiens OX=9606 GN=ZNF106 PE=1 SV=2;sp|Q9H2Y7|ZN106_HUMAN Zinc finger protein 106 OS=Homo sapiens OX=9606 GN=ZNF106 PE=1 SV=1,3,3,3.3,22.5868974978337,24.0694818914126,23.8196857101101,23.4477098205227
Q96KM6,Q96KM6,3,3,3,Zinc finger protein 512B,ZNF512B,sp|Q96KM6|Z512B_HUMAN Zinc finger protein 512B OS=Homo sapiens OX=9606 GN=ZNF512B PE=1 SV=1,3,3,6.2,25.2460475868703,26.1148264645996,4.46703075912539,4.41961297623885
Q9Y5A6;G3V1M0;C9JHD9;G3V0F4,Q9Y5A6;G3V1M0;C9JHD9;G3V0F4,3;3;2;2,3;3;2;2,3;3;2;2,Zinc finger and SCAN domain-containing protein 21,ZSCAN21,sp|Q9Y5A6|ZSC21_HUMAN Zinc finger and SCAN domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZSCAN21 PE=1 SV=2;tr|G3V1M0|G3V1M0_HUMAN Zinc finger and SCAN domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZSCAN21 PE=1 SV=2;tr|C9JHD9|C9JHD9_HUMA,3,3,7.8,4.05855270270621,4.16046733447314,25.1225784179115,26.0043818202263
A0A5F9ZI21;Q92974;V9GYF0;Q5VY93;V9GYM8,A0A5F9ZI21,3;1;1;1;1,3;1;1;1;1,3;1;1;1;1,,A0A5F9ZI21,tr|A0A5F9ZI21|A0A5F9ZI21_HUMAN Rho guanine nucleotide exchange factor 2 OS=Homo sapiens OX=9606 GN=ARHGEF2 PE=1 SV=1,3,3,2.8,26.0314523352203,27.0869940010714,30.1881886898003,30.0978572074328
Q96IU4;B4DQI4;F8W9U3,Q96IU4;B4DQI4;F8W9U3,4;3;3,4;3;3,4;3;3,Alpha/beta hydrolase domain-containing protein 14B,ABHD14B,sp|Q96IU4|ABHEB_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|B4DQI4|B4DQI4_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|F8W9U3|F8W9U3_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1,4,4,28.1,23.6786336630499,24.7291004088961,25.9899067138378,25.4482141271051
P51648;J3QRD1;A0A5F9ZI12;A0A5F9ZHI5;A0A5F9ZGX4;A0A5F9ZHN9;A0A5K1VW72;I3L1M4;A0A5F9ZHP6;J3QS00;A0A5F9ZHZ9,P51648;J3QRD1;A0A5F9ZI12;A0A5F9ZHI5;A0A5F9ZGX4;A0A5F9ZHN9;A0A5K1VW72,5;5;5;5;5;5;4;2;2;1;1,5;5;5;5;5;5;4;2;2;1;1,4;4;4;4;4;4;3;2;1;1;1,Fatty aldehyde dehydrogenase,ALDH3A2,sp|P51648|AL3A2_HUMAN Aldehyde dehydrogenase family 3 member A2 OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1;tr|J3QRD1|J3QRD1_HUMAN Aldehyde dehydrogenase family 3 member A2 OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1;tr|A0A5F9ZI12|A0A5F9ZI12_HUMAN Aldehy,5,4,14.0,24.3025000368226,25.5016064013096,26.0028807550642,25.8437393722741
Q9BTT0;E9PPH5;Q5TB19;E9PLC4,Q9BTT0;E9PPH5;Q5TB19;E9PLC4,4;2;2;2,4;2;2;2,4;2;2;2,Acidic leucine-rich nuclear phosphoprotein 32 family member E,ANP32E,sp|Q9BTT0|AN32E_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens OX=9606 GN=ANP32E PE=1 SV=1;tr|E9PPH5|E9PPH5_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E (Fragment) OS=Homo sapiens OX=9606 GN=ANP32,4,4,18.7,23.1519140036812,23.7386463758413,26.6500671970334,25.5374184365192
P08758;E9PHT9;D6RBL5;D6RBE9,P08758;E9PHT9;D6RBL5,4;3;2;1,4;3;2;1,4;3;2;1,Annexin A5;Annexin,ANXA5,sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2;tr|E9PHT9|E9PHT9_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|D6RBL5|D6RBL5_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1,4,4,14.7,4.05855270270621,4.16046733447314,24.7476050131339,25.0764714887988
Q5TH69,Q5TH69,4,4,4,Brefeldin A-inhibited guanine nucleotide-exchange protein 3,ARFGEF3,sp|Q5TH69|BIG3_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 3 OS=Homo sapiens OX=9606 GN=ARFGEF3 PE=1 SV=3,4,4,3.0,4.05855270270621,4.16046733447314,25.2375755583775,25.0276195359691
O15085,O15085,4,4,4,Rho guanine nucleotide exchange factor 11,ARHGEF11,sp|O15085|ARHGB_HUMAN Rho guanine nucleotide exchange factor 11 OS=Homo sapiens OX=9606 GN=ARHGEF11 PE=1 SV=1,4,4,3.6,4.05855270270621,4.16046733447314,24.8934696683736,22.9279030780966
Q96PE2;A0A2R8Y4D7,Q96PE2;A0A2R8Y4D7,4;4,4;4,4;4,Rho guanine nucleotide exchange factor 17,ARHGEF17,sp|Q96PE2|ARHGH_HUMAN Rho guanine nucleotide exchange factor 17 OS=Homo sapiens OX=9606 GN=ARHGEF17 PE=1 SV=1;tr|A0A2R8Y4D7|A0A2R8Y4D7_HUMAN Rho guanine nucleotide exchange factor 17 OS=Homo sapiens OX=9606 GN=ARHGEF17 PE=1 SV=1,4,4,2.7,21.7460369608851,25.4535301283213,26.2027444327345,25.7775101758676
P08243;C9JLN6;C9JM09;C9JT45;C9J057;F8WEJ5,P08243,4;1;1;1;1;1,4;1;1;1;1;1,4;1;1;1;1;1,Asparagine synthetase [glutamine-hydrolyzing],ASNS,sp|P08243|ASNS_HUMAN Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4,4,4,11.9,21.0619064289179,21.4053035377878,24.6344477078374,24.7879567461383
P54259,P54259,4,4,4,Atrophin-1,ATN1,sp|P54259|ATN1_HUMAN Atrophin-1 OS=Homo sapiens OX=9606 GN=ATN1 PE=1 SV=3,4,4,5.5,4.05855270270621,4.16046733447314,22.9743704740425,25.0071012004915
O75815,O75815,4,4,4,Breast cancer anti-estrogen resistance protein 3,BCAR3,sp|O75815|BCAR3_HUMAN Breast cancer anti-estrogen resistance protein 3 OS=Homo sapiens OX=9606 GN=BCAR3 PE=1 SV=1,4,4,7.5,4.05855270270621,4.16046733447314,23.2070226637855,24.6867766347688
Q8TD16,Q8TD16,4,4,4,Protein bicaudal D homolog 2,BICD2,sp|Q8TD16|BICD2_HUMAN Protein bicaudal D homolog 2 OS=Homo sapiens OX=9606 GN=BICD2 PE=1 SV=1,4,4,6.7,4.05855270270621,4.16046733447314,24.8212367944061,23.9791069580875
P22676;H3BN14;H3BMN5;A6NER6;P05937,P22676;H3BN14;H3BMN5;A6NER6,4;3;2;2;1,4;3;2;2;1,4;3;2;2;1,Calretinin,CALB2,sp|P22676|CALB2_HUMAN Calretinin OS=Homo sapiens OX=9606 GN=CALB2 PE=2 SV=2;tr|H3BN14|H3BN14_HUMAN Calretinin (Fragment) OS=Homo sapiens OX=9606 GN=CALB2 PE=1 SV=2;tr|H3BMN5|H3BMN5_HUMAN Calretinin (Fragment) OS=Homo sapiens OX=9606 GN=CALB2 PE=1 SV=2;tr|A,4,4,16.2,22.1566583681918,24.7125085286879,25.5881793441473,25.4062966265519
P52907;C9JUG7;F8W9N7;A0A0D9SET8,P52907,6;1;1;1,6;1;1;1,4;0;0;0,F-actin-capping protein subunit alpha-1,CAPZA1,sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3,6,4,34.6,25.1428144417845,23.0986052914417,27.0245370786483,25.4719058755547
Q96JG6;H0Y7Q2,Q96JG6,4;1,4;1,4;1,Coiled-coil domain-containing protein 132,CCDC132,sp|Q96JG6|VPS50_HUMAN Syndetin OS=Homo sapiens OX=9606 GN=VPS50 PE=1 SV=3,4,4,3.3,23.0524857884813,24.3441468838671,25.7060657432655,28.3086055319742
Q16204,Q16204,4,4,4,Coiled-coil domain-containing protein 6,CCDC6,sp|Q16204|CCDC6_HUMAN Coiled-coil domain-containing protein 6 OS=Homo sapiens OX=9606 GN=CCDC6 PE=1 SV=2,4,4,9.3,21.5455244819249,23.1611411114387,25.308865875752,24.9244276187949
Q9BW85;M0R2S3,Q9BW85;M0R2S3,4;3,4;3,4;3,Coiled-coil domain-containing protein 94,CCDC94,sp|Q9BW85|YJU2_HUMAN Splicing factor YJU2 OS=Homo sapiens OX=9606 GN=YJU2 PE=1 SV=1;tr|M0R2S3|M0R2S3_HUMAN Splicing factor YJU2 (Fragment) OS=Homo sapiens OX=9606 GN=YJU2 PE=1 SV=8,4,4,16.4,4.05855270270621,4.16046733447314,24.8867418583801,24.9361149046298
P16070;H0YD13;H0Y2P0;H0YE40;H0YDX6;H0YD17;H0YDW7;H0YCV9;H0Y5E4;E9PKC6;J3KN83,P16070;H0YD13;H0Y2P0;H0YE40;H0YDX6;H0YD17;H0YDW7;H0YCV9;H0Y5E4,4;4;4;2;2;2;2;2;2;1;1,4;4;4;2;2;2;2;2;2;1;1,4;4;4;2;2;2;2;2;2;1;1,CD44 antigen,CD44,sp|P16070|CD44_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3;tr|H0YD13|H0YD13_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2;tr|H0Y2P0|H0Y2P0_HUMAN CD44 antigen (Fragment) OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=1;tr|H0YE40|H0Y,4,4,6.1,4.05855270270621,4.16046733447314,26.344129948342,24.7821179889762
Q9C0F1;D6RBX1;D6RC25;D6RGX6,Q9C0F1,4;1;1;1,4;1;1;1,4;1;1;1,Centrosomal protein of 44 kDa,CEP44,sp|Q9C0F1|CEP44_HUMAN Centrosomal protein of 44 kDa OS=Homo sapiens OX=9606 GN=CEP44 PE=1 SV=2,4,4,14.9,4.05855270270621,4.16046733447314,25.0189889777434,23.7971905025005
Q9UQN3;C9J0A7;A0A087WW88;Q92828,Q9UQN3;C9J0A7;A0A087WW88,4;4;2;1,4;4;2;1,4;4;2;1,Charged multivesicular body protein 2b,CHMP2B,sp|Q9UQN3|CHM2B_HUMAN Charged multivesicular body protein 2b OS=Homo sapiens OX=9606 GN=CHMP2B PE=1 SV=1;tr|C9J0A7|C9J0A7_HUMAN Charged multivesicular body protein 2b OS=Homo sapiens OX=9606 GN=CHMP2B PE=1 SV=1;tr|A0A087WW88|A0A087WW88_HUMAN Charged multiv,4,4,17.8,22.407601698582,23.163016338583,26.5230385553062,26.2588786855279
Q9H444,Q9H444,4,4,4,Charged multivesicular body protein 4b,CHMP4B,sp|Q9H444|CHM4B_HUMAN Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1,4,4,22.8,21.0931983166821,24.2728427530163,26.667632197196,26.6207279270555
O14578;H7BYJ3;H0YGG8,O14578;H7BYJ3,4;2;1,4;2;1,4;2;1,Citron Rho-interacting kinase,CIT,sp|O14578|CTRO_HUMAN Citron Rho-interacting kinase OS=Homo sapiens OX=9606 GN=CIT PE=1 SV=2;tr|H7BYJ3|H7BYJ3_HUMAN Citron Rho-interacting kinase (Fragment) OS=Homo sapiens OX=9606 GN=CIT PE=1 SV=1,4,4,2.9,26.5082116321885,27.5653517495963,24.0806653135036,22.7481887539968
Q00610;A0A087WVQ6;K7EJJ5;J3KS13,Q00610;A0A087WVQ6,4;4;1;1,4;4;1;1,4;4;1;1,Clathrin heavy chain 1;Clathrin heavy chain,CLTC,sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5;tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1,4,4,4.2,23.3329259792145,25.3408600145729,25.1166818629242,23.8322904968883
P35606;D6RBZ7;D6RCL6;D6RBG7;D6RBT6;H0YAC7;D6R997,P35606,4;1;1;1;1;1;1,4;1;1;1;1;1;1,4;1;1;1;1;1;1,Coatomer subunit beta,COPB2,sp|P35606|COPB2_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2,4,4,5.5,21.9094712362592,24.0041487260121,25.9553783565265,25.4400922996791
Q9H0L4,Q9H0L4,10,4,4,Cleavage stimulation factor subunit 2 tau variant,CSTF2T,sp|Q9H0L4|CSTFT_HUMAN Cleavage stimulation factor subunit 2 tau variant OS=Homo sapiens OX=9606 GN=CSTF2T PE=1 SV=1,10,4,27.4,21.8571582304148,23.9510925819179,26.4869399475386,25.5552306213509
P81605,P81605,4,4,4,Dermcidin;Survival-promoting peptide;DCD-1,DCD,sp|P81605|DCD_HUMAN Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2,4,4,35.5,27.0156328341126,23.8682536159671,4.46703075912539,4.41961297623885
Q96GQ7;B7Z6D5;A0A087WYH5;A0A087X059,Q96GQ7;B7Z6D5,4;4;1;1,4;4;1;1,4;4;1;1,Probable ATP-dependent RNA helicase DDX27,DDX27,sp|Q96GQ7|DDX27_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2;tr|B7Z6D5|B7Z6D5_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=1,4,4,6.2,4.05855270270621,4.16046733447314,25.7194972406067,25.0086406226979
Q9Y394;H0YJ66;H0YJE4;H0YJR8,Q9Y394;H0YJ66;H0YJE4,4;4;2;1,4;4;2;1,4;4;2;1,Dehydrogenase/reductase SDR family member 7,DHRS7,sp|Q9Y394|DHRS7_HUMAN Dehydrogenase/reductase SDR family member 7 OS=Homo sapiens OX=9606 GN=DHRS7 PE=1 SV=1;tr|H0YJ66|H0YJ66_HUMAN Dehydrogenase/reductase SDR family member 7 (Fragment) OS=Homo sapiens OX=9606 GN=DHRS7 PE=1 SV=1;tr|H0YJE4|H0YJE4_HUMAN Deh,4,4,15.3,4.05855270270621,4.16046733447314,23.6981637310534,24.6398109953772
O60231;Q5SQH5;A0A140T8Y5;A0A140T947;A0A140T9T4,O60231;Q5SQH5;A0A140T8Y5,5;4;4;2;1,4;4;4;1;1,4;4;4;1;1,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,DHX16,"sp|O60231|DHX16_HUMAN Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=2;tr|Q5SQH5|Q5SQH5_HUMAN DEAH (Asp-Glu-Ala-His) box polypeptide 16, isoform CRA_a OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=1;tr|A0A140T",5,4,5.1,4.05855270270621,4.16046733447314,23.2300216087958,24.7549612872036
Q9H2U1;E7EWK3;A0A0G2JRP3;H7C5F5;A0A0G2JQU7,Q9H2U1;E7EWK3,4;4;1;1;1,4;4;1;1;1,4;4;1;1;1,ATP-dependent RNA helicase DHX36,DHX36,sp|Q9H2U1|DHX36_HUMAN ATP-dependent DNA/RNA helicase DHX36 OS=Homo sapiens OX=9606 GN=DHX36 PE=1 SV=2;tr|E7EWK3|E7EWK3_HUMAN ATP-dependent DNA/RNA helicase DHX36 (Fragment) OS=Homo sapiens OX=9606 GN=DHX36 PE=1 SV=1,4,4,5.0,4.05855270270621,4.16046733447314,24.2722732493907,24.4843145060726
