Gene_names,PWP1_vs_BirA_logFC,PWP1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_PWP1_N1,Peptides_PWP1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_PWP1_N1,Razor___unique_peptides_PWP1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_PWP1_N1,Unique_peptides_PWP1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_PWP1_N1,Identification_type_PWP1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_PWP1_N1,Ratio_H_L_PWP1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_PWP1_N1,Ratio_H_L_normalized_PWP1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____PWP1_N1,Ratio_H_L_variability_____PWP1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_PWP1_N1,Ratio_H_L_count_PWP1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_PWP1_N1,Ratio_H_L_iso_count_PWP1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_PWP1_N1,Ratio_H_L_type_PWP1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_PWP1_N1____,Sequence_coverage_PWP1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_PWP1_N1,Intensity_L_PWP1_N1,Intensity_H_PWP1_N1,Intensity_PWP1_N2,Intensity_L_PWP1_N2,Intensity_H_PWP1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_PWP1_N1,metacell_Intensity_L_PWP1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
PRKCA,21.3101984299658,6.65508428626152e-07,P17252;J3KRN5;P05771;P05129;M0R0I9,P17252;J3KRN5,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,Protein kinase C alpha type,sp|P17252|KPCA_HUMAN Protein kinase C alpha type OS=Homo sapiens OX=9606 GN=PRKCA PE=1 SV=4;tr|J3KRN5|J3KRN5_HUMAN Protein kinase C alpha type OS=Homo sapiens OX=9606 GN=PRKCA PE=1 SV=1,5,3,3,3,0,0,3,2,0,0,3,2,0,0,3,2,6.2,6.2,6.2,76.749,672,672;308;671;697;99,0.0,5.8998,,,By MS/MS,By MS/MS,0.47422,0.99055,33.828,5,4,Median,,,0.47422,0.56064,,,0.97149,1.4114,,,27.553,50.073,0,0,3,2,0,0,2,2,Median,Median,Median,Median,0.0,0.0,6.2,4.5,276620000,188200000,88425000,0,0,0,0,0,0,165430000,115870000,49555000,111190000,72321000,38870000,,,,1550,11852;13675;16761,True;True;True,12833;14766;18048,34232;39395;39396;47976;47977,64512;64513;74120;74121;89743;89744;89745,64513;74121;89744,,,,,-1;-1;-1;-1;-1,protein_1551,quanti,quanti,imputed MEC,imputed MEC
CAPN2,-0.590315795489506,0.0591718020297557,P17655,P17655,6,6,6,Calpain-2 catalytic subunit,sp|P17655|CAN2_HUMAN Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6,1,6,6,6,4,4,3,5,4,4,3,5,4,4,3,5,13.6,13.6,13.6,79.994,700,700,0.0,10.274,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38206,1.0279,9.4991,17,5,Leave out requantified,0.32845,0.32739,0.36419,0.40024,1.0175,0.82068,1.0474,1.0463,15.017,19.587,20.526,22.997,5,4,3,5,2,2,0,1,Leave out requantified,Median,Leave out requantified,Leave out requantified,7.7,7.7,5.4,11.0,620520000,428440000,192080000,116980000,87831000,29148000,122380000,82609000,39768000,154710000,113700000,41005000,226460000,144300000,82154000,,,,1553,8301;9919;9967;13397;15002;15169,True;True;True;True;True;True,9000;10772;10823;14476;16177;16354,24041;24042;24043;24044;28822;28935;38619;38620;38621;38622;43000;43001;43002;43003;43445;43446;43447,45738;45739;45740;45741;45742;45743;45744;45745;54561;54742;72650;72651;72652;72653;72654;72655;72656;80627;80628;80629;80630;81367;81368;81369;81370,45741;54561;54742;72655;80629;81370,,,,,-1,protein_1554,quanti,quanti,quanti,quanti
PTPN2,-0.534067317848951,0.643318790925993,P17706;K7ER87;A0A2R8YD79;D3DUJ3;K7EQG9;K7ERU1;K7ELS9;K7EIE9,P17706;K7ER87;A0A2R8YD79;D3DUJ3;K7EQG9,4;3;3;2;2;1;1;1,4;3;3;2;2;1;1;1,4;3;3;2;2;1;1;1,Tyrosine-protein phosphatase non-receptor type 2;Protein-tyrosine-phosphatase;Tyrosine-protein phosphatase non-receptor type,sp|P17706|PTN2_HUMAN Tyrosine-protein phosphatase non-receptor type 2 OS=Homo sapiens OX=9606 GN=PTPN2 PE=1 SV=2;tr|K7ER87|K7ER87_HUMAN Tyrosine-protein phosphatase non-receptor type 2 OS=Homo sapiens OX=9606 GN=PTPN2 PE=1 SV=1;tr|A0A2R8YD79|A0A2R8YD79_HUM,8,4,4,4,1,3,1,1,1,3,1,1,1,3,1,1,14.9,14.9,14.9,48.473,415,415;165;166;316;386;42;68;151,0.0,3.3666,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.62509,1.6513,52.859,6,2,Leave out requantified,0.2558,0.66265,0.58965,0.52382,0.44921,1.7042,1.6001,1.2633,,64.312,,,1,3,1,1,1,0,0,1,Median,Leave out requantified,Median,Median,2.7,12.8,2.2,2.2,154350000,94467000,59885000,6956000,5047200,1908800,73560000,43184000,30376000,31041000,21849000,9192100,42795000,24387000,18408000,,,,1554,4005;5020;14244;20508,True;True;True;True,4280;5367;15366;22086,11366;14152;14153;40951;58902;58903,21648;26871;26872;77108;111264;111265;111266,21648;26872;77108;111265,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_1555,quanti,quanti,quanti,quanti
PFKL,-3.37636650318281,0.00099005123334476,P17858;F8WEU2,P17858,9;1,7;1,7;1,"ATP-dependent 6-phosphofructokinase, liver type","sp|P17858|PFKAL_HUMAN ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",2,9,7,7,8,6,1,1,6,4,1,1,6,4,1,1,15.9,12.3,12.3,85.018,780,780;42,0.0,5.657,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.43563,1.3271,32.481,11,4,Leave out requantified,0.38252,0.89637,,0.70492,1.2731,1.3677,,1.6403,20.45,51.393,,,6,4,0,1,2,2,0,0,Leave out requantified,Linear,Median,Median,14.6,11.5,1.3,2.2,442030000,296570000,145450000,192890000,134350000,58541000,178390000,108360000,70039000,32722000,32722000,0,38022000,21147000,16874000,,,,1555,253;959;4102;6301;6324;16337;17275;17324;18710,True;False;True;True;True;True;False;True;True,262;1007;4389;6809;6833;17604;18587;18639;20122,646;647;2718;2719;11616;18047;18048;18049;18131;46770;49452;49453;49586;49587;53571;53572,1243;1244;1245;5072;5073;22177;34292;34293;34294;34295;34296;34430;87542;92612;92613;92877;92878;100936;100937,1245;5072;22177;34292;34430;87542;92612;92878;100936,,,,,-1;-1,protein_1556,quanti,quanti,quanti,quanti
TCP1,-0.983198058380403,0.0212544021618089,P17987;E7ERF2;F5GZ03;F5H136;F5H676;F5GZI8;F5GYL4;F5H7Y1;F5H726,P17987;E7ERF2,33;24;13;7;5;4;3;2;2,33;24;13;7;5;4;3;2;2,9;9;1;7;5;4;3;2;2,T-complex protein 1 subunit alpha,sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7ERF2|E7ERF2_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1,9,33,33,9,27,28,21,22,27,28,21,22,6,7,7,8,55.4,55.4,16.0,60.343,556,556;433;221;136;111;100;65;59;91,0.0,264.1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.25565,0.76232,20.694,109,28,Leave out requantified,0.22968,0.28034,0.23975,0.27525,0.82916,0.80829,0.72573,0.74144,26.686,19.387,26.998,18.081,28,30,24,27,6,6,6,10,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,48.4,50.5,42.4,43.3,13165000000,10039000000,3125900000,2487000000,1960000000,527000000,3572000000,2703600000,868410000,2849600000,2164500000,685060000,4256500000,3211100000,1045400000,,,,1557,3132;3932;4250;5277;7120;7121;7259;7260;7604;10339;10392;10847;12564;13263;14284;14527;16099;16100;16118;16150;16151;16501;16502;16505;16631;17956;17957;20426;20729;20730;20874;20875;21134,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,3358;4204;4554;4555;5651;7731;7732;7877;7878;8240;8241;11217;11272;11770;13590;14334;15409;15665;17348;17349;17369;17404;17405;17776;17777;17780;17915;19315;19316;22001;22315;22316;22468;22469;22748,9116;9117;9118;11185;11186;11187;11188;12049;12050;12051;12052;12053;12054;14866;14867;14868;20568;20569;20570;20571;20572;20573;20946;20947;20948;20949;20950;20951;21890;21891;21892;21893;21894;21895;21896;29966;29967;29968;29969;30134;31537;31538;31539;31540;31541;36269;36270;36271;36272;38235;38236;41055;41056;41726;41727;46068;46069;46070;46071;46072;46073;46128;46223;46224;46225;46226;46227;46228;46229;46230;46231;46232;47214;47215;47216;47217;47218;47219;47226;47227;47228;47229;47230;47613;47614;47615;51408;51409;51410;51411;51412;51413;51414;58676;58677;58678;59465;59466;59467;59468;59469;59470;59894;59895;59896;59897;59898;59899;60625;60626;60627;60628,17611;17612;17613;17614;21344;21345;21346;21347;21348;21349;21350;21351;21352;21353;21354;21355;22998;22999;23000;23001;23002;23003;23004;23005;23006;23007;23008;28317;28318;28319;28320;39177;39178;39179;39180;39181;39182;39183;39184;39185;39186;39187;39188;39189;39190;39191;39192;39867;39868;39869;39870;39871;39872;39873;39874;39875;39876;39877;39878;39879;41681;41682;41683;41684;41685;41686;41687;41688;41689;41690;41691;41692;56719;56720;56721;57062;59634;59635;59636;59637;59638;59639;59640;68300;68301;68302;68303;68304;68305;68306;68307;68308;68309;68310;68311;68312;68313;68314;68315;68316;71950;71951;71952;71953;77296;77297;77298;77299;78470;78471;78472;78473;78474;78475;86235;86236;86237;86238;86239;86240;86241;86242;86243;86346;86546;86547;86548;86549;86550;86551;86552;86553;86554;86555;86556;86557;86558;86559;86560;86561;86562;86563;86564;86565;86566;86567;86568;86569;86570;86571;86572;86573;86574;86575;88374;88375;88376;88377;88378;88379;88380;88381;88382;88383;88384;88385;88386;88392;88393;88394;88395;88396;88397;88398;88399;88400;88401;88402;88403;88404;88405;88406;88407;89117;89118;89119;89120;89121;89122;96525;96526;96527;96528;96529;96530;96531;96532;96533;96534;96535;96536;96537;96538;96539;110882;110883;110884;110885;112292;112293;112294;112295;112296;112297;112298;112299;112300;112301;112302;112303;112304;112305;112306;112307;112308;112309;113068;113069;113070;113071;113072;113073;113074;113075;113076;114419;114420;114421;114422;114423;114424;114425;114426;114427;114428,17613;21344;23004;28320;39186;39191;39869;39875;41682;56721;57062;59637;68308;71950;77297;78471;86236;86240;86346;86546;86571;88375;88383;88407;89122;96527;96538;110885;112301;112307;113068;113071;114420,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1558,quanti,quanti,quanti,quanti
PTPN1,3.10830261857153,0.00803797008694811,P18031;B4DSN5,P18031;B4DSN5,11;8,11;8,11;8,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1;tr|B4DSN5|B4DSN5_HUMAN Tyrosine-protein phosphatase non-receptor type OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1,2,11,11,11,2,1,9,7,2,1,9,7,2,1,9,7,39.1,39.1,39.1,49.966,435,435;362,0.0,23.719,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33491,0.92574,18.534,20,7,Leave out requantified,0.35738,0.44362,0.3177,0.34458,1.0571,0.97998,1.0317,0.90594,1.9473,,17.629,19.75,2,1,9,8,0,1,4,2,Median,Median,Leave out requantified,Leave out requantified,8.0,2.5,32.6,24.4,1263500000,877830000,385620000,53708000,34112000,19596000,19455000,13217000,6238300,603410000,439120000,164280000,586880000,391380000,195500000,,,,1558,5019;6382;7788;11912;12587;12693;14560;15745;17008;19806;21172,True;True;True;True;True;True;True;True;True;True;True,5366;6892;8447;12898;13614;13727;15700;16967;18304;21336;22790,14149;14150;14151;18262;18263;22516;22517;34389;34390;36347;36622;36623;41814;41815;45022;48698;48699;48700;56910;60736,26866;26867;26868;26869;26870;34615;34616;34617;34618;42976;42977;42978;42979;64798;64799;68458;68962;68963;68964;68965;68966;78605;78606;78607;84247;91085;91086;91087;91088;91089;91090;91091;91092;107566;114630,26868;34618;42977;64799;68458;68966;78605;84247;91087;107566;114630,,,,,-1;-1,protein_1559,quanti,quanti,quanti,quanti
RPL35A,0.548066226864542,0.0689766944844189,P18077;F8WBS5;F8WB72;C9K025,P18077;F8WBS5;F8WB72;C9K025,6;4;4;4,6;4;4;4,6;4;4;4,60S ribosomal protein L35a,sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2;tr|F8WBS5|F8WBS5_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=1;tr|F8WB72|F8WB72_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=,4,6,6,6,4,4,5,5,4,4,5,5,4,4,5,5,31.8,31.8,31.8,12.538,110,110;55;57;94,0.0,5.9959,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40562,1.052,14.652,21,4,Leave out requantified,0.29143,0.3857,0.36676,0.46895,0.92328,0.99242,1.1082,1.0739,14.699,16.186,5.6587,18.182,4,4,7,6,1,0,2,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,16.4,30.9,30.0,30.0,2782700000,1935600000,847130000,289890000,228540000,61347000,321770000,219900000,101870000,1144300000,790290000,353970000,1026800000,696830000,329950000,,,,1559,935;936;2761;7360;8311;19586,True;True;True;True;True;True,982;983;2955;7978;9010;21104;21105;21106,2649;2650;2651;2652;2653;2654;2655;8089;8090;21203;21204;21205;21206;24067;24068;56292;56293;56294;56295;56296;56297;56298;56299;56300,4947;4948;4949;4950;4951;4952;4953;4954;15673;15674;15675;15676;40337;40338;40339;40340;40341;40342;40343;40344;45771;106357;106358;106359;106360;106361;106362;106363;106364;106365;106366;106367;106368;106369;106370;106371;106372;106373;106374;106375;106376;106377;106378;106379;106380,4949;4952;15673;40337;45771;106362,,145,,104,-1;-1;-1;-1,protein_1560,quanti,quanti,quanti,quanti
ITGB5,21.9188575983531,5.95642201631494e-07,P18084;H7C4W1;V9GZ57;V9GYZ1;H7C5U2,P18084;H7C4W1;V9GZ57,5;3;3;2;2,5;3;3;2;2,5;3;3;2;2,Integrin beta-5;Integrin beta,sp|P18084|ITB5_HUMAN Integrin beta-5 OS=Homo sapiens OX=9606 GN=ITGB5 PE=1 SV=1;tr|H7C4W1|H7C4W1_HUMAN Integrin beta (Fragment) OS=Homo sapiens OX=9606 GN=ITGB5 PE=1 SV=1;tr|V9GZ57|V9GZ57_HUMAN Integrin beta (Fragment) OS=Homo sapiens OX=9606 GN=ITGB5 PE=1,5,5,5,5,0,0,4,5,0,0,4,5,0,0,4,5,9.3,9.3,9.3,88.053,799,799;263;323;139;401,0.0,6.5284,,,By MS/MS,By MS/MS,0.49462,1.2379,31.604,9,4,Leave out requantified,,,0.64389,0.65256,,,1.3359,1.4178,,,21.485,58.21,0,0,4,5,0,0,1,3,Median,Median,Leave out requantified,Median,0.0,0.0,7.5,9.3,564270000,291520000,272760000,0,0,0,0,0,0,207410000,103800000,103600000,356870000,187710000,169150000,,,,1560,7038;9263;9553;10058;10183,True;True;True;True;True,7633;10045;10373;10921;11057,20309;20310;26770;27683;27684;29177;29178;29548;29549,38670;38671;50864;52479;52480;52481;52482;55202;55203;55204;55205;55206;55938;55939;55940,38670;50864;52482;55205;55940,,,,,-1;-1;-1;-1;-1,protein_1561,quanti,quanti,imputed MEC,imputed MEC
RPL7,0.25582496451765,0.417956238202634,P18124;A8MUD9;C9JIJ5;C9JZ88,P18124;A8MUD9,25;22;9;7,25;22;9;7,25;22;9;7,60S ribosomal protein L7,sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1;tr|A8MUD9|A8MUD9_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,4,25,25,25,15,14,19,17,15,14,19,17,15,14,19,17,68.1,68.1,68.1,29.225,248,248;208;99;88,0.0,200.79,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35494,1.0679,19.241,93,23,Leave out requantified,0.25966,0.28653,0.35232,0.45846,0.93262,0.79089,1.1044,1.2034,13.602,14.434,12.791,16.685,19,17,32,25,9,4,6,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,46.8,49.6,58.1,56.9,17723000000,12586000000,5136500000,2105600000,1603700000,501900000,2593800000,1756200000,837560000,7499700000,5449300000,2050400000,5523600000,3776900000,1746700000,,,,1561,778;1946;3425;4097;4581;4582;7172;8290;8600;8811;9074;9408;11267;11613;13382;14477;15008;16079;16888;16889;18061;18062;19819;20772;20773,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,812;2086;3666;4384;4904;4905;7787;7788;8989;9321;9322;9548;9549;9842;10211;10212;12217;12578;14461;15609;15610;16186;17325;18180;18181;18182;19425;19426;19427;21350;22360;22361,2135;2136;5815;5816;5817;5818;9847;9848;9849;11605;11606;12947;12948;12949;12950;12951;12952;12953;12954;12955;12956;20707;20708;20709;20710;20711;20712;24012;24013;24893;24894;24895;24896;24897;24898;24899;24900;24901;25473;25474;25475;25476;26234;26235;27236;27237;27238;27239;32678;32679;33587;33588;38583;41589;41590;41591;43033;43034;43035;45986;48350;48351;48352;48353;48354;48355;48356;48357;48358;48359;48360;48361;48362;48363;51704;51705;51706;51707;51708;51709;51710;51711;51712;51713;51714;56941;59603;59604;59605;59606;59607;59608;59609,3976;3977;11210;11211;11212;11213;11214;11215;11216;11217;11218;18894;18895;18896;22159;22160;24644;24645;24646;24647;24648;24649;24650;24651;24652;24653;24654;24655;24656;24657;24658;24659;24660;24661;24662;24663;24664;24665;24666;39430;39431;39432;39433;39434;39435;39436;39437;39438;39439;39440;39441;39442;39443;39444;39445;39446;39447;39448;45688;47370;47371;47372;47373;47374;47375;47376;47377;47378;47379;47380;47381;47382;47383;47384;47385;47386;47387;47388;47389;47390;47391;47392;47393;47394;47395;48569;48570;48571;48572;48573;48574;48575;48576;49965;49966;51663;51664;51665;51666;51667;51668;61774;61775;63326;63327;63328;72596;72597;78216;78217;78218;78219;78220;78221;78222;80683;80684;80685;80686;86096;90446;90447;90448;90449;90450;90451;90452;90453;90454;90455;90456;90457;90458;90459;90460;90461;90462;90463;90464;90465;90466;90467;90468;90469;90470;90471;90472;90473;97118;97119;97120;97121;97122;97123;97124;97125;97126;97127;97128;97129;97130;97131;97132;97133;107603;112551;112552;112553;112554;112555;112556;112557;112558;112559;112560;112561;112562;112563;112564;112565;112566;112567;112568;112569;112570,3976;11213;18895;22159;24644;24659;39437;45688;47383;48572;49966;51666;61775;63327;72597;78216;80684;86096;90448;90466;97124;97133;107603;112551;112553,122,,107,,-1;-1;-1;-1,protein_1562,quanti,quanti,quanti,quanti
VCL,0.27896412300392,0.524848637891937,P18206;A0A096LPE1,P18206,23;1,23;1,23;1,Vinculin,sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4,2,23,23,23,5,7,10,20,5,7,10,20,5,7,10,20,29.5,29.5,29.5,123.8,1134,1134;57,0.0,37.681,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.24173,0.66103,46.476,46,23,Leave out requantified,0.14725,0.27878,0.20204,0.29817,0.53476,0.79627,0.56353,0.69949,8.4941,41.943,85.142,28.899,6,8,11,21,3,5,4,11,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,6.6,10.6,13.8,27.0,2889800000,2095300000,794530000,299020000,246460000,52565000,397730000,286130000,111600000,735920000,501350000,234570000,1457100000,1061400000,395800000,,,,1562,1009;1152;1153;1818;2157;3849;7942;8181;8306;9651;10740;12166;12411;12863;13084;13870;15604;17769;18433;18682;18890;19585;20423,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1064;1231;1232;1949;2304;4118;8617;8874;9005;10477;11655;13168;13430;13907;14141;14970;16816;19123;19826;20090;20323;21103;21998,2874;3369;3370;5410;6371;6372;6373;6374;10986;10987;23016;23731;23732;24055;27982;31206;35126;35127;35128;35129;35839;35840;35841;37091;37092;37727;37728;39940;44585;50925;50926;50927;50928;50929;52810;52811;53483;54146;54147;54148;54149;54150;54151;56290;56291;58673,5389;5390;5391;5392;6348;6349;6350;10442;12246;12247;12248;12249;12250;21014;21015;43922;45192;45193;45755;53020;59022;66177;66178;66179;66180;66181;66182;66183;66184;67561;67562;67563;67564;69805;69806;70911;70912;75227;83403;95666;95667;99422;99423;99424;99425;100785;102099;102100;102101;102102;102103;102104;102105;106352;106353;106354;106355;106356;110879,5391;6348;6350;10442;12249;21015;43922;45193;45755;53020;59022;66177;67562;69806;70911;75227;83403;95666;99422;100785;102105;106356;110879,,146,,377,-1;-1,protein_1563,quanti,quanti,quanti,quanti
PGAM1;PGAM4,-2.89557590283913,0.000105373422723416,P18669;Q8N0Y7;P15259,P18669;Q8N0Y7,23;13;6,23;13;6,23;13;6,Phosphoglycerate mutase 1;Probable phosphoglycerate mutase 4,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2;sp|Q8N0Y7|PGAM4_HUMAN Probable phosphoglycerate mutase 4 OS=Homo sapiens OX=9606 GN=PGAM4 PE=3 SV=1,3,23,23,23,20,22,9,10,20,22,9,10,20,22,9,10,73.6,73.6,73.6,28.804,254,254;254;253,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.28947,0.84688,20.277,87,19,Leave out requantified,0.23239,0.3072,0.26828,0.33166,0.81767,0.86512,0.79507,0.86375,35.155,21.42,55.136,13.049,27,31,14,15,7,3,5,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,65.0,73.6,48.0,48.0,21471000000,16400000000,5071500000,7122900000,5643100000,1479700000,9258900000,6944300000,2314600000,2387200000,1830900000,556260000,2702100000,1981200000,720850000,,,,1566,291;1386;1387;1388;4956;4957;5620;6781;6783;6784;6785;7096;7097;7098;11245;15280;16984;16985;16986;17730;19341;19342;20582,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,303;304;1484;1485;1486;5300;5301;6045;7336;7338;7339;7340;7702;7703;7704;12193;16473;18279;18280;18281;19082;20832;20833;20834;22163,759;760;761;762;4095;4096;4097;4098;4099;4100;4101;4102;4103;4104;4105;4106;4107;13970;13971;13972;13973;13974;13975;13976;13977;13978;13979;13980;13981;15965;19440;19441;19446;19447;19448;19449;19450;19451;19452;19453;19454;19455;19456;19457;19458;19459;20497;20498;20499;20500;20501;20502;20503;32614;32615;43733;43734;48634;48635;48636;48637;48638;48639;48640;48641;50823;50824;55597;55598;55599;55600;55601;55602;55603;55604;55605;55606;55607;55608;55609;55610;55611;55612;59089;59090;59091;59092,1484;1485;1486;1487;1488;1489;1490;7733;7734;7735;7736;7737;7738;7739;7740;7741;7742;7743;7744;7745;7746;7747;7748;7749;7750;7751;7752;7753;7754;7755;7756;7757;7758;7759;7760;7761;7762;7763;7764;7765;7766;7767;7768;26545;26546;26547;26548;26549;26550;26551;26552;26553;26554;26555;26556;26557;26558;26559;26560;26561;26562;26563;26564;26565;26566;26567;26568;26569;26570;26571;26572;26573;30472;36848;36858;36859;36860;36861;36862;36863;36864;36865;36866;36867;36868;36869;36870;36871;36872;36873;36874;36875;36876;36877;39039;39040;39041;39042;39043;39044;39045;39046;39047;39048;39049;39050;61653;61654;81879;81880;81881;81882;90906;90907;90908;90909;90910;90911;90912;90913;90914;90915;90916;90917;90918;90919;90920;90921;90922;90923;90924;90925;90926;90927;90928;90929;90930;90931;90932;90933;95483;95484;104968;104969;104970;104971;104972;104973;104974;104975;104976;104977;104978;104979;104980;104981;104982;104983;104984;104985;104986;104987;104988;104989;104990;104991;104992;104993;104994;104995;104996;104997;104998;104999;105000;105001;105002;105003;111631;111632;111633;111634;111635;111636;111637;111638;111639;111640;111641,1485;7754;7762;7765;26551;26569;30472;36848;36858;36869;36875;39039;39047;39050;61654;81879;90906;90921;90926;95484;104978;105001;111635,123,,5,,-1;-1;-1,protein_1567,quanti,quanti,quanti,quanti
