Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity ATG16L1-N1,Intensity ATG16L1-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
C9J2Y9;P30876;C9JZW8,C9J2Y9;P30876,9;8;1,9;8;1,2;1;1,DNA-directed RNA polymerase;DNA-directed RNA polymerase II subunit RPB2,POLR2B,tr|C9J2Y9|C9J2Y9_HUMAN DNA-directed RNA polymerase subunit beta OS=Homo sapiens OX=9606 GN=POLR2B PE=1 SV=2;sp|P30876|RPB2_HUMAN DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens OX=9606 GN=POLR2B PE=1 SV=1,9,2,11.8,26.915816116319,26.3147025821984,24.3597779735659,21.0810880908142
Q8IYD1,Q8IYD1,7,2,2,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,GSPT2,sp|Q8IYD1|ERF3B_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens OX=9606 GN=GSPT2 PE=1 SV=2,7,2,12.3,23.5115934220287,23.4985863897118,25.1480234344689,24.9875016979316
Q8IUW5,Q8IUW5,2,2,2,RELT-like protein 1,RELL1,sp|Q8IUW5|RELL1_HUMAN RELT-like protein 1 OS=Homo sapiens OX=9606 GN=RELL1 PE=1 SV=1,2,2,12.5,24.9772295660417,23.9220696806874,25.4013243325889,25.0961135201301
Q9HCH3;A0A0J9YWU8,Q9HCH3;A0A0J9YWU8,4;2,2;1,2;1,Copine-5,CPNE5,sp|Q9HCH3|CPNE5_HUMAN Copine-5 OS=Homo sapiens OX=9606 GN=CPNE5 PE=1 SV=2;tr|A0A0J9YWU8|A0A0J9YWU8_HUMAN Copine-5 (Fragment) OS=Homo sapiens OX=9606 GN=CPNE5 PE=1 SV=1,4,2,12.5,25.2346186540058,25.0160518538957,24.5557279662147,24.3149764368549
Q9NQ88;A0A0U1RQD1,Q9NQ88;A0A0U1RQD1,2;2,2;2,2;2,"Fructose-2,6-bisphosphatase TIGAR",TIGAR,"sp|Q9NQ88|TIGAR_HUMAN Fructose-2,6-bisphosphatase TIGAR OS=Homo sapiens OX=9606 GN=TIGAR PE=1 SV=1;tr|A0A0U1RQD1|A0A0U1RQD1_HUMAN Chromosome 12 open reading frame 5, isoform CRA_b OS=Homo sapiens OX=9606 GN=TIGAR PE=1 SV=1",2,2,12.6,23.5990065884629,22.4838472603146,24.8019826109719,24.4338929969344
Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,3;3;3,3;3;3,2;2;2,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,3,2,12.6,25.830647501186,25.2637017383807,4.4278525700598,4.37954704379713
Q15631;E9PGT1;H7C1D4,Q15631;E9PGT1;H7C1D4,2;2;1,2;2;1,2;2;1,Translin,TSN,sp|Q15631|TSN_HUMAN Translin OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1;tr|E9PGT1|E9PGT1_HUMAN Translin OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1;tr|H7C1D4|H7C1D4_HUMAN Translin (Fragment) OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1,2,2,12.7,26.3147717190057,25.4487812613747,23.8009864155604,23.4626380620501
A0A0U1RQR1;Q9Y484;A0A0U1RR42;A0A0U1RR06;C9JYH8;G8JLI5;A0A0U1RQM7;A6NM71;A0A0U1RQG6;C9J471;A0A0U1RRJ2;C9JBX7;C9JUS5;A0A0U1RRJ9;C9J7Q8;C9J5L0;A0A0U1RQS7;C9JE01;C9JVT3;C9J0A8,A0A0U1RQR1;Q9Y484;A0A0U1RR42;A0A0U1RR06;C9JYH8;G8JLI5;A0A0U1RQM7;A6NM71;A0A0U1RQG6;C9J471;A0A0U1RRJ2;C9JBX7;C9JUS5;A0A0U1RRJ9;C9J7Q8;C9J5L0;A0A0U1RQS7;C9JE01;C9JVT3;C9J0A8,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,WD repeat domain phosphoinositide-interacting protein 4,WDR45,tr|A0A0U1RQR1|A0A0U1RQR1_HUMAN WD repeat domain phosphoinositide-interacting protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=WDR45 PE=1 SV=2;sp|Q9Y484|WIPI4_HUMAN WD repeat domain phosphoinositide-interacting protein 4 OS=Homo sapiens OX=9606 GN=WDR45 PE=1,2,2,12.7,23.7830677717854,23.1996885181346,4.4278525700598,4.37954704379713
Q13126;J3QSB7;B4DUC8;F8WES2;J3KRN1;F2Z2F3,Q13126;J3QSB7;B4DUC8;F8WES2;J3KRN1;F2Z2F3,2;2;2;1;1;1,2;2;2;1;1;1,2;2;2;1;1;1,S-methyl-5-thioadenosine phosphorylase;Purine nucleoside phosphorylase,MTAP,sp|Q13126|MTAP_HUMAN S-methyl-5-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=2;tr|J3QSB7|J3QSB7_HUMAN Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=1;tr|B4DUC8|B4DUC8_HUMAN S-methyl-5-thioadenosine phospho,2,2,13.1,24.6210913861726,21.4472305659305,4.4278525700598,4.37954704379713
F5H6T1;P61160,F5H6T1;P61160,2;1,2;1,2;1,Actin-related protein 2,ACTR2,tr|F5H6T1|F5H6T1_HUMAN Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=2;sp|P61160|ARP2_HUMAN Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1,2,2,13.3,23.2779581943525,23.601955726298,24.5674192107373,23.550277081638
Q96A72;P61326;F5H124;F5H6N1;F5H6P7,Q96A72;P61326;F5H124;F5H6N1;F5H6P7,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Protein mago nashi homolog 2;Protein mago nashi homolog,MAGOHB;MAGOH,sp|Q96A72|MGN2_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1;sp|P61326|MGN_HUMAN Protein mago nashi homolog OS=Homo sapiens OX=9606 GN=MAGOH PE=1 SV=1;tr|F5H124|F5H124_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9,2,2,13.5,4.5103917704062,4.37962167650643,23.6333393917032,24.2371014015635
Q9BQD3;M0QXN9;M0R2G3;M0R228;M0QX74;M0QXP3;M0QY77;M0R0B4,Q9BQD3;M0QXN9;M0R2G3;M0R228;M0QX74;M0QXP3;M0QY77;M0R0B4,2;2;2;2;2;2;2;1,2;2;2;2;2;2;2;1,2;2;2;2;2;2;2;1,KxDL motif-containing protein 1,KXD1,sp|Q9BQD3|KXDL1_HUMAN KxDL motif-containing protein 1 OS=Homo sapiens OX=9606 GN=KXD1 PE=1 SV=2;tr|M0QXN9|M0QXN9_HUMAN KxDL motif-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=KXD1 PE=1 SV=1;tr|M0R2G3|M0R2G3_HUMAN KxDL motif-containing protein,2,2,13.6,25.7195494629712,25.5446286762203,24.5412648542253,22.8933400486732
Q9UHV9,Q9UHV9,2,2,2,Prefoldin subunit 2,PFDN2,sp|Q9UHV9|PFD2_HUMAN Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1,2,2,13.6,23.6216503753077,23.3624093292032,24.705301219932,24.429819436852
P04183;K7ES52;K7ERJ1;K7ERV3;K7ENW5,P04183;K7ES52;K7ERJ1;K7ERV3;K7ENW5,2;2;2;2;1,2;2;2;2;1,2;2;2;2;1,"Thymidine kinase, cytosolic;Thymidine kinase",TK1,"sp|P04183|KITH_HUMAN Thymidine kinase, cytosolic OS=Homo sapiens OX=9606 GN=TK1 PE=1 SV=2;tr|K7ES52|K7ES52_HUMAN Thymidine kinase OS=Homo sapiens OX=9606 GN=TK1 PE=1 SV=1;tr|K7ERJ1|K7ERJ1_HUMAN Thymidine kinase (Fragment) OS=Homo sapiens OX=9606 GN=TK1 PE=",2,2,13.7,25.9362272561816,25.5394883568585,24.2358605618576,24.8038556010386
P55795,P55795,4,2,2,Heterogeneous nuclear ribonucleoprotein H2,HNRNPH2,sp|P55795|HNRH2_HUMAN Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens OX=9606 GN=HNRNPH2 PE=1 SV=1,4,2,13.8,4.5103917704062,4.37962167650643,23.526714137315,22.5760940143427
Q969H8;M0QXF7;M0QYN0,Q969H8;M0QXF7;M0QYN0,2;2;2,2;2;2,2;2;2,Myeloid-derived growth factor,MYDGF,sp|Q969H8|MYDGF_HUMAN Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QXF7|M0QXF7_HUMAN Myeloid-derived growth factor (Fragment) OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QYN0|M0QYN0_HUMAN Myeloid-derived growth factor O,2,2,13.9,24.4371419696062,22.8175138089678,4.4278525700598,4.37954704379713
O95881,O95881,2,2,2,Thioredoxin domain-containing protein 12,TXNDC12,sp|O95881|TXD12_HUMAN Thioredoxin domain-containing protein 12 OS=Homo sapiens OX=9606 GN=TXNDC12 PE=1 SV=1,2,2,14.0,24.3037545543285,24.4143523297047,4.4278525700598,4.37954704379713
Q92522,Q92522,2,2,2,Histone H1x,H1FX,sp|Q92522|H1X_HUMAN Histone H1.10 OS=Homo sapiens OX=9606 GN=H1-10 PE=1 SV=1,2,2,14.1,25.6520933006273,23.9350808596194,24.2499209911444,23.540141285228
P32119;A6NIW5,P32119,3;1,2;1,2;1,Peroxiredoxin-2,PRDX2,sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5,3,2,14.1,24.9984079702417,23.8736138292402,4.4278525700598,4.37954704379713
P46776;E9PJD9;E9PLL6;E9PLX7,P46776;E9PJD9;E9PLL6;E9PLX7,2;2;2;1,2;2;2;1,2;2;2;1,60S ribosomal protein L27a,RPL27A,sp|P46776|RL27A_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2;tr|E9PJD9|E9PJD9_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=1;tr|E9PLL6|E9PLL6_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=,2,2,14.2,25.8451042796737,23.4258561620597,25.1260518670592,24.2866553309925
P61758,P61758,2,2,2,Prefoldin subunit 3,VBP1,sp|P61758|PFD3_HUMAN Prefoldin subunit 3 OS=Homo sapiens OX=9606 GN=VBP1 PE=1 SV=4,2,2,14.2,23.0983000798475,23.9811122151525,24.3206534845212,22.5636738907039
P51452;K7ES89,P51452;K7ES89,2;1,2;1,2;1,Dual specificity protein phosphatase 3,DUSP3,sp|P51452|DUS3_HUMAN Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1;tr|K7ES89|K7ES89_HUMAN Dual specificity protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1,2,2,14.6,23.3006162127801,23.3698614209033,23.7209848377199,24.3778909763675
P06730;D6RBW1;H0Y8J7;H0Y8X3,P06730;D6RBW1,3;3;1;1,3;3;1;1,2;2;0;0,Eukaryotic translation initiation factor 4E,EIF4E,sp|P06730|IF4E_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2;tr|D6RBW1|D6RBW1_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=1,3,2,14.7,24.9362047865712,24.9174332705667,22.8401317212849,22.7258851060109
P50749,P50749,3,3,2,Ras association domain-containing protein 2,RASSF2,sp|P50749|RASF2_HUMAN Ras association domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RASSF2 PE=1 SV=1,3,2,14.7,27.0419735760635,26.7003991276346,23.5206129260919,23.4153563104448
F5H6Z0;Q00537,F5H6Z0;Q00537,4;3,3;2,2;1,Cyclin-dependent kinase 17,CDK17,tr|F5H6Z0|F5H6Z0_HUMAN Cyclin-dependent kinase 17 OS=Homo sapiens OX=9606 GN=CDK17 PE=1 SV=1;sp|Q00537|CDK17_HUMAN Cyclin-dependent kinase 17 OS=Homo sapiens OX=9606 GN=CDK17 PE=1 SV=2,4,2,14.7,27.2974535370017,26.9133689402872,24.6426228911362,24.4227963259145
Q147X3,Q147X3,5,5,2,N-alpha-acetyltransferase 30,NAA30,sp|Q147X3|NAA30_HUMAN N-alpha-acetyltransferase 30 OS=Homo sapiens OX=9606 GN=NAA30 PE=1 SV=1,5,2,14.9,25.9912483129946,24.7139771342515,25.7034541478395,25.7066981459894
Q13155;A8MU58,Q13155;A8MU58,2;2,2;2,2;2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,AIMP2,sp|Q13155|AIMP2_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=AIMP2 PE=1 SV=2;tr|A8MU58|A8MU58_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=A,2,2,15.0,23.8766143659587,23.4792651606411,27.0573436369337,23.4402507487947
O14618;J3KNF4;E9PP76;E9PK03,O14618;J3KNF4;E9PP76;E9PK03,2;2;1;1,2;2;1;1,2;2;1;1,Copper chaperone for superoxide dismutase;Superoxide dismutase [Cu-Zn],CCS,sp|O14618|CCS_HUMAN Copper chaperone for superoxide dismutase OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1;tr|J3KNF4|J3KNF4_HUMAN Copper chaperone for superoxide dismutase OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1;tr|E9PP76|E9PP76_HUMAN Copper chaperone for sup,2,2,15.0,22.8402854222655,23.7674458387483,24.5936031234191,24.6954581299705
Q96FF9;B5MBX0,Q96FF9;B5MBX0,2;2,2;2,2;2,Sororin,CDCA5,sp|Q96FF9|CDCA5_HUMAN Sororin OS=Homo sapiens OX=9606 GN=CDCA5 PE=1 SV=1;tr|B5MBX0|B5MBX0_HUMAN Sororin OS=Homo sapiens OX=9606 GN=CDCA5 PE=1 SV=1,2,2,15.1,4.5103917704062,4.37962167650643,23.9078405442646,21.9781993172643
Q99618;J3KMY0;F5GX58;F8WDL1,Q99618;J3KMY0;F5GX58;F8WDL1,2;2;1;1,2;2;1;1,2;2;1;1,Cell division cycle-associated protein 3,CDCA3,sp|Q99618|CDCA3_HUMAN Cell division cycle-associated protein 3 OS=Homo sapiens OX=9606 GN=CDCA3 PE=1 SV=1;tr|J3KMY0|J3KMY0_HUMAN Cell division cycle-associated protein 3 OS=Homo sapiens OX=9606 GN=CDCA3 PE=1 SV=1;tr|F5GX58|F5GX58_HUMAN Cell division cycle-,2,2,15.3,26.8729096748095,25.4425304886016,24.5660309362835,23.9256956833273
A0A096LPI6;A0A096LNH5;P0DPI2;A0A0B4J2D5,A0A096LPI6;A0A096LNH5;P0DPI2;A0A0B4J2D5,2;1;1;1,2;1;1;1,2;1;1;1,,A0A096LPI6;A0A096LNH5;P0DPI2;A0A0B4J2D5,"tr|A0A096LPI6|A0A096LPI6_HUMAN Utp12 domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=2;tr|A0A096LNH5|A0A096LNH5_HUMAN Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial OS=Homo sapiens OX=9606 GN=GATD3B",2,2,15.8,28.8478959205408,26.8210421118553,28.8296862062645,24.9322446741749
P78381;A0A0U1RR61;A6NGW4;A0A0U1RRG4;A6NFI1;B4DE15,P78381;A0A0U1RR61;A6NGW4;A0A0U1RRG4;A6NFI1;B4DE15,2;1;1;1;1;1,2;1;1;1;1;1,2;1;1;1;1;1,UDP-galactose translocator,SLC35A2,sp|P78381|S35A2_HUMAN UDP-galactose translocator OS=Homo sapiens OX=9606 GN=SLC35A2 PE=1 SV=1;tr|A0A0U1RR61|A0A0U1RR61_HUMAN UDP-galactose translocator OS=Homo sapiens OX=9606 GN=SLC35A2 PE=1 SV=1;tr|A6NGW4|A6NGW4_HUMAN UDP-galactose translocator OS=Homo s,2,2,15.9,24.5387213096794,24.9839844634753,24.9893220788652,23.3008954530869
P62266;D6RD47,P62266;D6RD47,2;1,2;1,2;1,40S ribosomal protein S23,RPS23,sp|P62266|RS23_HUMAN 40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3;tr|D6RD47|D6RD47_HUMAN 40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=1,2,2,16.1,25.5759151920439,25.7475025780983,25.2498854106592,25.355382016211
P18621;A0A087WXM6;J3QQT2;J3QLC8;J3KRX5;A0A0A0MRF8;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96,P18621;A0A087WXM6;J3QQT2;J3QLC8;J3KRX5;A0A0A0MRF8;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96,2;2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;2;1;1;1,60S ribosomal protein L17,RPL17;RPL17-C18orf32,sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3;tr|A0A087WXM6|A0A087WXM6_HUMAN 60S ribosomal protein L17 (Fragment) OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=1;tr|J3QQT2|J3QQT2_HUMAN 60S ribosomal protein L17 (Fragm,2,2,16.3,23.3186553393401,23.5215572503276,23.7676946875591,23.4840259949459
Q13185;P83916;B8ZZ43;C9JMM0;S4R2Y4;K7ELA4;B5MD17;J3KS05,Q13185;P83916;B8ZZ43;C9JMM0;S4R2Y4;K7ELA4;B5MD17;J3KS05,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,Chromobox protein homolog 3;Chromobox protein homolog 1,CBX3;CBX1,"sp|Q13185|CBX3_HUMAN Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4;sp|P83916|CBX1_HUMAN Chromobox protein homolog 1 OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=1;tr|B8ZZ43|B8ZZ43_HUMAN Chromobox homolog 3 (HP1 gamma homolog, Drosophila)",2,2,16.4,4.5103917704062,4.37962167650643,24.9146989939742,25.2625929734968
Q92843;G3V3B7;G3V3G8;G3V5A9;G3V4B7,Q92843;G3V3B7;G3V3G8;G3V5A9;G3V4B7,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,Bcl-2-like protein 2,BCL2L2,sp|Q92843|B2CL2_HUMAN Bcl-2-like protein 2 OS=Homo sapiens OX=9606 GN=BCL2L2 PE=1 SV=2;tr|G3V3B7|G3V3B7_HUMAN Bcl-2-like protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=BCL2L2 PE=1 SV=1;tr|G3V3G8|G3V3G8_HUMAN Bcl-2-like protein 2 (Fragment) OS=Homo sapiens,2,2,16.6,24.4168665786863,23.6873107486696,25.7820429794854,25.5113822922466
Q96HN2;H0Y8B3,Q96HN2;H0Y8B3,8;7,2;1,2;1,Putative adenosylhomocysteinase 3;Adenosylhomocysteinase,AHCYL2,sp|Q96HN2|SAHH3_HUMAN Adenosylhomocysteinase 3 OS=Homo sapiens OX=9606 GN=AHCYL2 PE=1 SV=1;tr|H0Y8B3|H0Y8B3_HUMAN Adenosylhomocysteinase 3 (Fragment) OS=Homo sapiens OX=9606 GN=AHCYL2 PE=1 SV=1,8,2,16.7,25.4382530170549,25.369024794652,22.9306485579508,22.7161353677966
P53680;M0R0N4;M0QYZ2;M0QZ21;X6R390,P53680;M0R0N4;M0QYZ2;M0QZ21;X6R390,3;3;3;2;2,3;3;3;2;2,2;2;2;1;1,AP-2 complex subunit sigma,AP2S1,sp|P53680|AP2S1_HUMAN AP-2 complex subunit sigma OS=Homo sapiens OX=9606 GN=AP2S1 PE=1 SV=2;tr|M0R0N4|M0R0N4_HUMAN AP complex subunit sigma OS=Homo sapiens OX=9606 GN=AP2S1 PE=1 SV=1;tr|M0QYZ2|M0QYZ2_HUMAN AP complex subunit sigma OS=Homo sapiens OX=9606 G,3,2,16.9,25.681773078604,25.2504638190225,4.4278525700598,4.37954704379713
P62308;A8MWD9;Q49AN9;F5H013,P62308;A8MWD9;Q49AN9;F5H013,2;2;2;2,2;2;2;2,2;2;2;2,Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15,SNRPG;SNRPGP15,sp|P62308|RUXG_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1;sp|A8MWD9|RUXGL_HUMAN Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens OX=9606 GN=SNRPGP15 PE=5 SV=2;tr|Q49AN9|Q49AN9_HUMAN Small nu,2,2,17.1,4.5103917704062,4.37962167650643,23.2229953156576,23.0492137484004
P62081;B5MCP9;A0A2R8Y623,P62081;B5MCP9;A0A2R8Y623,2;2;1,2;2;1,2;2;1,40S ribosomal protein S7,RPS7,sp|P62081|RS7_HUMAN 40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1;tr|B5MCP9|B5MCP9_HUMAN 40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1;tr|A0A2R8Y623|A0A2R8Y623_HUMAN 40S ribosomal protein S7 (Fragment) OS=Homo sapi,2,2,17.5,26.2246079196671,24.5289209598514,4.4278525700598,4.37954704379713
I3L4A4;I3L399;P57678;I3L1J7;E7EN12;I3L4M4;I3L2C7,I3L4A4;I3L399;P57678;I3L1J7;E7EN12;I3L4M4;I3L2C7,2;2;1;1;1;1;1,2;2;1;1;1;1;1,2;2;1;1;1;1;1,Gem-associated protein 4,GEMIN4,tr|I3L4A4|I3L4A4_HUMAN Gem-associated protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=GEMIN4 PE=1 SV=1;tr|I3L399|I3L399_HUMAN Gem-associated protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=GEMIN4 PE=1 SV=1;sp|P57678|GEMI4_HUMAN Gem-associated protein 4 OS=,2,2,17.7,22.5718192907782,23.1802505950009,23.6410239791028,23.2391719560451
Q9UMY4;A0A087X0R6,Q9UMY4;A0A087X0R6,3;3,2;2,2;2,Sorting nexin-12,SNX12,sp|Q9UMY4|SNX12_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=4;tr|A0A087X0R6|A0A087X0R6_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=1,3,2,17.9,24.2183018924244,23.4073020002906,4.4278525700598,4.37954704379713
P27348;E9PG15,P27348;E9PG15,4;3,2;2,2;2,14-3-3 protein theta,YWHAQ,sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1;tr|E9PG15|E9PG15_HUMAN 14-3-3 protein theta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,4,2,18.0,23.770721956714,24.616835975841,24.0864271745108,24.1195569970691
O60869,O60869,2,2,2,Endothelial differentiation-related factor 1,EDF1,sp|O60869|EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1,2,2,18.2,24.8794217127112,25.2156754805529,25.6716866121573,25.631481052565
Q9NYJ8;U3KQ62,Q9NYJ8,8;1,8;1,2;1,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,TAB2,sp|Q9NYJ8|TAB2_HUMAN TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 OS=Homo sapiens OX=9606 GN=TAB2 PE=1 SV=1,8,2,18.3,27.6928538426858,27.6295091519413,25.149962280401,23.7184785264865
Q96BX8;K7ESA9,Q96BX8;K7ESA9,2;1,2;1,2;1,MOB kinase activator 3A,MOB3A,sp|Q96BX8|MOB3A_HUMAN MOB kinase activator 3A OS=Homo sapiens OX=9606 GN=MOB3A PE=1 SV=1;tr|K7ESA9|K7ESA9_HUMAN MOB kinase activator 3A (Fragment) OS=Homo sapiens OX=9606 GN=MOB3A PE=1 SV=8,2,2,18.4,24.1757007606401,22.8079185219476,23.2423594617072,23.2323658825282
O96007,O96007,2,2,2,Molybdopterin synthase catalytic subunit,MOCS2,sp|O96007|MOC2B_HUMAN Molybdopterin synthase catalytic subunit OS=Homo sapiens OX=9606 GN=MOCS2 PE=1 SV=1,2,2,18.6,25.4734550617965,25.7863123083197,23.396206783092,23.1568897782325
P35268;K7EJT5;K7EP65;K7EKS7;K7ELC4;K7EMH1;K7ERI7,P35268;K7EJT5;K7EP65;K7EKS7;K7ELC4;K7EMH1;K7ERI7,2;2;2;2;2;2;2,2;2;2;2;2;2;2,2;2;2;2;2;2;2,60S ribosomal protein L22,RPL22,sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2;tr|K7EJT5|K7EJT5_HUMAN 60S ribosomal protein L22 (Fragment) OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=1;tr|K7EP65|K7EP65_HUMAN 60S ribosomal protein L22 (Fragment) OS=,2,2,18.8,25.3642941876288,24.0043603874309,4.4278525700598,4.37954704379713
A0A140T9V1;O95866;A0A0G2JJG8,A0A140T9V1;O95866;A0A0G2JJG8,2;1;1,2;1;1,2;1;1,Protein G6b,G6B,tr|A0A140T9V1|A0A140T9V1_HUMAN Megakaryocyte and platelet inhibitory receptor G6b OS=Homo sapiens OX=9606 GN=MPIG6B PE=1 SV=1;sp|O95866|G6B_HUMAN Megakaryocyte and platelet inhibitory receptor G6b OS=Homo sapiens OX=9606 GN=MPIG6B PE=1 SV=1;tr|A0A0G2JJG8|A,2,2,18.9,4.5103917704062,4.37962167650643,26.53330964942,27.6764024068237
P60660;F8VPF3;F8W1R7;J3KND3;G8JLA2;G3V1V0;B7Z6Z4;P14649;F8VZU9;G3V1Y7;F8W1I5;F8W180,P60660;F8VPF3;F8W1R7;J3KND3;G8JLA2;G3V1V0;B7Z6Z4;P14649;F8VZU9;G3V1Y7;F8W1I5;F8W180,2;2;2;2;2;2;2;1;1;1;1;1,2;2;2;2;2;2;2;1;1;1;1;1,2;2;2;2;2;2;2;1;1;1;1;1,Myosin light polypeptide 6;Myosin light chain 6B,MYL6;MYL6B,sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2;tr|F8VPF3|F8VPF3_HUMAN Myosin light polypeptide 6 (Fragment) OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1;tr|F8W1R7|F8W1R7_HUMAN Myosin light polypeptide 6 OS=Homo sapie,2,2,19.2,25.0124820069881,23.4865257216567,4.4278525700598,4.37954704379713
