ERCC8_vs_zBirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ARCN1,-0.1026391934,0.34313843686174,0,P48444;B0YIW6;Q6P1Q5;E9PK34,P48444;B0YIW6;Q6P1Q5,8;7;4;2,8;7;4;2,8;7;4;2,Coatomer subunit delta,ARCN1,sp|P48444|COPD_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|B0YIW6|B0YIW6_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|Q6P1Q5|Q6P1Q5_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 P,8,8,18.2,511
GCLM,0.2852312759,0.185381240808221,0,P48507,P48507,2,2,2,Glutamate--cysteine ligase regulatory subunit,GCLM,sp|P48507|GSH0_HUMAN Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens OX=9606 GN=GCLM PE=1 SV=1,2,2,9.9,274
PSMD8,0.0571732382,0.792214769832451,0,P48556;R4GMR5;K7EJR3;K7EJC1;K7ENY6,P48556;R4GMR5;K7EJR3;K7EJC1,4;4;3;2;1,4;4;3;2;1,4;4;3;2;1,26S proteasome non-ATPase regulatory subunit 8,PSMD8,sp|P48556|PSMD8_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2;tr|R4GMR5|R4GMR5_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=1;tr|K7EJR3|K7EJR3_HUMAN 26S prot,4,4,10.9,350
CCT5,0.2598207186,0.0522879521555181,0,P48643;E7ENZ3;B7ZAR1;E9PCA1;D6RIZ7;H0Y914,P48643;E7ENZ3;B7ZAR1;E9PCA1,39;35;35;35;3;2,39;35;35;35;3;2,39;35;35;35;3;2,T-complex protein 1 subunit epsilon,CCT5,sp|P48643|TCPE_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|E7ENZ3|E7ENZ3_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|B7ZAR1|B7ZAR1_HUMAN T-complex protein 1 subunit epsil,39,39,78.6,541
NES,0.6113497694,0.0113634060182628,0,P48681,P48681,7,7,7,Nestin,NES,sp|P48681|NEST_HUMAN Nestin OS=Homo sapiens OX=9606 GN=NES PE=1 SV=2,7,7,5.6,1621
ALDH9A1,-0.0421815368,0.876991560823878,0,P49189,P49189,8,8,8,4-trimethylaminobutyraldehyde dehydrogenase,ALDH9A1,sp|P49189|AL9A1_HUMAN 4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3,8,8,23.5,494
RPL34,1.0747790992,0.0334877474099079,1,P49207,P49207,6,6,6,60S ribosomal protein L34,RPL34,sp|P49207|RL34_HUMAN 60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3,6,6,22.2,117
RPIA,0.0480813742,0.875397310343678,0,P49247,P49247,5,5,5,Ribose-5-phosphate isomerase,RPIA,sp|P49247|RPIA_HUMAN Ribose-5-phosphate isomerase OS=Homo sapiens OX=9606 GN=RPIA PE=1 SV=3,5,5,22.5,311
NASP,0.0234804616,0.806059499320265,0,P49321;Q5T624;E9PI86;E9PPQ8;H0YDS9;E9PRH9;H0YF33;E9PPR5,P49321;Q5T624;E9PI86,13;8;7;6;6;6;6;3,13;8;7;6;6;6;6;3,13;8;7;6;6;6;6;3,Nuclear autoantigenic sperm protein,NASP,sp|P49321|NASP_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2;tr|Q5T624|Q5T624_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=1;tr|E9PI86|E9PI86_HUMAN Nuclear autoantigenic sperm prote,13,13,19.4,788
FASN,-0.018462264,0.880752062680703,0,P49327;A0A0U1RQF0;A0A0U1RRG3;A0A1B0GTR5;J3KTF0,P49327;A0A0U1RQF0,104;102;6;1;1,104;102;6;1;1,104;102;6;1;1,Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase,FASN,sp|P49327|FAS_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3;tr|A0A0U1RQF0|A0A0U1RQF0_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=1,104,104,52.3,2511
CCT3,0.2310990463,0.0981063982703211,0,P49368;B4DUR8;E9PRC8;Q5SZX6;E9PQ35;E9PM09;Q5SZW8;Q5SZX9,P49368;B4DUR8,33;31;15;14;9;8;7;6,33;31;15;14;9;8;7;6,33;31;15;14;9;8;7;6,T-complex protein 1 subunit gamma,CCT3,sp|P49368|TCPG_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4;tr|B4DUR8|B4DUR8_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=1,33,33,60.9,545
TUFM,-0.0974783382,0.360641403566202,0,P49411;H3BNU3,P49411,20;3,20;3,20;3,"Elongation factor Tu, mitochondrial",TUFM,"sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",20,20,50.9,452
SRP9;DKFZp564M2223,-0.1608991445,0.160643661335518,0,P49458;Q6P2S0;Q659G3;E9PE20,P49458;Q6P2S0;Q659G3;E9PE20,7;4;4;4,7;4;4;4,7;4;4;4,Signal recognition particle 9 kDa protein,SRP9;DKFZp564M2223,sp|P49458|SRP09_HUMAN Signal recognition particle 9 kDa protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=2;tr|Q6P2S0|Q6P2S0_HUMAN SRP9 protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=1;tr|Q659G3|Q659G3_HUMAN SRP9 protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1,7,7,64,86
AARS,-0.6648974154,0.00894254034883725,0,P49588;H3BPK7,P49588,25;11,25;11,25;11,"Alanine--tRNA ligase, cytoplasmic",AARS,"sp|P49588|SYAC_HUMAN Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS1 PE=1 SV=2",25,25,36.7,968
SARS,-0.2651049552,0.160840141144187,0,P49591;Q5T5C7,P49591;Q5T5C7,5;5,5;5,5;5,"Serine--tRNA ligase, cytoplasmic",SARS,"sp|P49591|SYSC_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=3;tr|Q5T5C7|Q5T5C7_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=1",5,5,9.5,514
PSMB2,-0.084074802,0.521367871649204,0,P49721;A0A087WVV1,P49721,10;2,10;2,10;2,Proteasome subunit beta type-2,PSMB2,sp|P49721|PSB2_HUMAN Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1,10,10,61.2,201
MCM2,-0.1754767855,0.194684082951238,0,P49736;H0Y8E6,P49736;H0Y8E6,20;19,20;19,20;19,DNA replication licensing factor MCM2,MCM2,sp|P49736|MCM2_HUMAN DNA replication licensing factor MCM2 OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=4;tr|H0Y8E6|H0Y8E6_HUMAN DNA helicase (Fragment) OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=1,20,20,26,904
ACADVL,-0.3984186199,0.0267739584281317,0,P49748;G3V1M7;J3QRJ8;J3KSR4;K7EQP4;K7EMF8;J3QKU9;K7EJW8,P49748,12;4;3;2;2;1;1;1,12;4;3;2;2;1;1;1,12;4;3;2;2;1;1;1,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADVL,"sp|P49748|ACADV_HUMAN Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1",12,12,21.8,655
TMED10,-0.333979901,0.0357557327641407,0,P49755;G3V2K7,P49755,5;2,5;2,5;2,Transmembrane emp24 domain-containing protein 10,TMED10,sp|P49755|TMEDA_HUMAN Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2,5,5,23.3,219
HINT1,-0.1221460246,0.375475777146349,0,P49773;D6REP8;D6RE99;D6RD60;D6RC06,P49773,7;3;3;3;2,7;3;3;3;2,7;3;3;3;2,Histidine triad nucleotide-binding protein 1,HINT1,sp|P49773|HINT1_HUMAN Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2,7,7,86.5,126
RANBP2,-0.3420202691,0.385430585317916,0,P49792;F8WBP7,P49792,5;1,5;1,5;1,E3 SUMO-protein ligase RanBP2,RANBP2,sp|P49792|RBP2_HUMAN E3 SUMO-protein ligase RanBP2 OS=Homo sapiens OX=9606 GN=RANBP2 PE=1 SV=2,5,5,2.2,3224
GMPS,0.0174129699,0.896346142618005,0,P49915,P49915,20,20,20,GMP synthase [glutamine-hydrolyzing],GMPS,sp|P49915|GUAA_HUMAN GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1,20,20,47,693
GDI2,0.0487466215,0.626897142190871,0,P50395;Q5SX87;Q5SX91;V9GYF8;Q5SX90;Q5SX86;V9GYJ7,P50395;Q5SX87,29;17;11;9;9;9;8,29;17;11;9;9;9;8,20;10;5;6;6;6;5,Rab GDP dissociation inhibitor beta,GDI2,sp|P50395|GDIB_HUMAN Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2;tr|Q5SX87|Q5SX87_HUMAN Rab GDP dissociation inhibitor (Fragment) OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=1,29,20,76.2,445
SERPINH1,-0.1305433025,0.267457539704599,0,P50454;E9PKH2;E9PR70;E9PPV6;E9PK86;E9PMI5;E9PJH8;E9PIG2;E9PRS3;E9PNX1;H0YEP8;E9PQ34;E9PLA6,P50454;E9PKH2;E9PR70;E9PPV6,11;8;6;6;5;5;3;3;3;3;2;2;1,11;8;6;6;5;5;3;3;3;3;2;2;1,11;8;6;6;5;5;3;3;3;3;2;2;1,Serpin H1,SERPINH1,sp|P50454|SERPH_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2;tr|E9PKH2|E9PKH2_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=1;tr|E9PR70|E9PR70_HUMAN Serpin H1 (Fragment) OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=1;tr|E9PPV6,11,11,36.6,418
PDLIM4,0.0088423276,0.952081063713698,0,P50479;C9J542,P50479,9;3,9;3,9;3,PDZ and LIM domain protein 4,PDLIM4,sp|P50479|PDLI4_HUMAN PDZ and LIM domain protein 4 OS=Homo sapiens OX=9606 GN=PDLIM4 PE=1 SV=2,9,9,28.5,330
ST13;ST13P5;ST13P4,0.0100381017,0.927747613587613,0,P50502;Q3KNR6;Q8NFI4;H7C3I1;F6VDH7;Q8IZP2;F8WAQ7,P50502;Q3KNR6;Q8NFI4;H7C3I1;F6VDH7;Q8IZP2,14;12;11;10;9;8;1,14;12;11;10;9;8;1,14;12;11;10;9;8;1,Hsc70-interacting protein;Putative protein FAM10A5;Putative protein FAM10A4,ST13;ST13P5;ST13P4,sp|P50502|F10A1_HUMAN Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2;tr|Q3KNR6|Q3KNR6_HUMAN Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=1;sp|Q8NFI4|F10A5_HUMAN Putative protein FAM10A5 OS=Homo sapiens OX=9606 GN=S,14,14,33.1,369
VASP,-0.7033886847,0.0288784229565797,0,P50552;K7ENL7;K7ENR7;K7EIG8;K7EM16,P50552;K7ENL7,8;4;3;1;1,8;4;3;1;1,8;4;3;1;1,Vasodilator-stimulated phosphoprotein,VASP,sp|P50552|VASP_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3;tr|K7ENL7|K7ENL7_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=1,8,8,26.1,380
NUDT2,-0.5905118946,0.0457243378147094,0,P50583,P50583,3,3,3,Bis(5-nucleosyl)-tetraphosphatase [asymmetrical],NUDT2,sp|P50583|AP4A_HUMAN Bis(5-nucleosyl)-tetraphosphatase [asymmetrical] OS=Homo sapiens OX=9606 GN=NUDT2 PE=1 SV=3,3,3,25.9,147
CCT8,0.3899848224,0.0183755333834089,0,P50990;H7C4C8;H7C2U0,P50990;H7C4C8,43;22;4,43;22;4,43;22;4,T-complex protein 1 subunit theta,CCT8,sp|P50990|TCPQ_HUMAN T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4;tr|H7C4C8|H7C4C8_HUMAN T-complex protein 1 subunit theta (Fragment) OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=1,43,43,76.8,548
CCT4,0.3511009404,0.0143671068436925,0,P50991,P50991,26,26,26,T-complex protein 1 subunit delta,CCT4,sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4,26,26,52.1,539
ANXA11,-0.1961707256,0.265762374964238,0,P50995;H0Y6E1,P50995;H0Y6E1,10;5,10;5,10;5,Annexin A11,ANXA11,sp|P50995|ANX11_HUMAN Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1;tr|H0Y6E1|H0Y6E1_HUMAN Annexin A11 (Fragment) OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1,10,10,25.5,505
DUSP3,-0.2376420856,0.39651359588812,0,P51452;K7ES89;K7ELG5,P51452;K7ES89,6;3;2,6;3;2,6;3;2,Dual specificity protein phosphatase 3,DUSP3,sp|P51452|DUS3_HUMAN Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1;tr|K7ES89|K7ES89_HUMAN Dual specificity protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1,6,6,41.6,185
GALK1,-0.1380122122,0.608081203983112,0,P51570,P51570,1,1,1,Galactokinase,GALK1,sp|P51570|GALK1_HUMAN Galactokinase OS=Homo sapiens OX=9606 GN=GALK1 PE=1 SV=1,1,1,2.8,392
SSR4,-0.0371476793,0.892018968939319,0,P51571;A6NLM8,P51571,7;3,7;3,7;3,Translocon-associated protein subunit delta,SSR4,sp|P51571|SSRD_HUMAN Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1,7,7,39.3,173
PSMD7,0.1809998485,0.299507246698815,0,P51665;H3BNT7;H3BTM8;H3BQV2,P51665;H3BNT7;H3BTM8,7;6;6;1,7;6;6;1,7;6;6;1,26S proteasome non-ATPase regulatory subunit 7,PSMD7,sp|P51665|PSMD7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=2;tr|H3BNT7|H3BNT7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=1;tr|H3BTM8|H3BTM8_HUMAN 26S prot,7,7,25,324
HDGF,-0.1316351437,0.5756980443323,0,P51858,P51858,9,9,8,Hepatoma-derived growth factor,HDGF,sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1,9,8,39.2,240
NDUFA8,-0.6098688773,0.0165920330758929,0,P51970,P51970,3,3,3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,NDUFA8,sp|P51970|NDUA8_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens OX=9606 GN=NDUFA8 PE=1 SV=3,3,3,29.1,172
HNRNPA3,-0.0378656125,0.697479258064686,0,P51991;H7C1J8,P51991,16;2,16;2,16;2,Heterogeneous nuclear ribonucleoprotein A3,HNRNPA3,sp|P51991|ROA3_HUMAN Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2,16,16,48.1,378
PGD,0.058947389,0.554265632613123,0,P52209;K7EM49;K7EPF6;K7EMN2;K7ELN9,P52209;K7EM49;K7EPF6;K7EMN2,13;11;11;10;1,13;11;11;10;1,13;11;11;10;1,"6-phosphogluconate dehydrogenase, decarboxylating",PGD,"sp|P52209|6PGD_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3;tr|K7EM49|K7EM49_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating (Fragment) OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=1;tr|K7EPF6|K7EPF6_HU",13,13,38.9,483
HNRNPM,-0.1059254262,0.374468187970733,0,P52272;A0A087X0X3;M0R019;M0R2I7;M0R2T0;M0R0N3;M0QY96;M0QYQ7;M0R0Y6;M0QYL3,P52272;A0A087X0X3,44;43;17;16;14;11;10;9;6;4,44;43;17;16;14;11;10;9;6;4,28;27;15;8;12;10;8;8;6;1,Heterogeneous nuclear ribonucleoprotein M,HNRNPM,sp|P52272|HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3;tr|A0A087X0X3|A0A087X0X3_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1,44,28,64.8,730
KPNA2,-0.0663773359,0.585755667507541,0,P52292;J3QLL0;J3KS65,P52292,15;7;7,15;7;7,15;7;7,Importin subunit alpha-1,KPNA2,sp|P52292|IMA1_HUMAN Importin subunit alpha-1 OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1,15,15,38.9,529
ARHGDIA,-0.0527354406,0.600439246804574,0,P52565;J3QQX2;J3KTF8;J3KRY1;J3KRE2;J3KS60,P52565;J3QQX2;J3KTF8;J3KRY1;J3KRE2,13;12;12;8;7;5,13;12;12;8;7;5,13;12;12;8;7;5,Rho GDP-dissociation inhibitor 1,ARHGDIA,sp|P52565|GDIR1_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3;tr|J3QQX2|J3QQX2_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=1;tr|J3KTF8|J3KTF8_HUMAN Rho GDP-dissociation inhibitor 1,13,13,77,204
HNRNPF,-0.1558167734,0.168477386843082,0,P52597;A0A1B0GW42,P52597,16;4,16;4,14;4,"Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed",HNRNPF,sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3,16,14,47.7,415
MSH6,-0.2521519298,0.111438589189563,0,P52701;A0A087WWJ1;A0A494C0M1;F8WAX8;F8W7G9,P52701;A0A087WWJ1;A0A494C0M1,5;3;3;2;1,5;3;3;2;1,5;3;3;2;1,DNA mismatch repair protein Msh6,MSH6,sp|P52701|MSH6_HUMAN DNA mismatch repair protein Msh6 OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=2;tr|A0A087WWJ1|A0A087WWJ1_HUMAN DNA mismatch repair protein Msh6 OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=1;tr|A0A494C0M1|A0A494C0M1_HUMAN DNA mismatch repair pro,5,5,6.8,1360
KIF11,-0.3899072301,0.0642113130837874,0,P52732,P52732,7,7,7,Kinesin-like protein KIF11,KIF11,sp|P52732|KIF11_HUMAN Kinesin-like protein KIF11 OS=Homo sapiens OX=9606 GN=KIF11 PE=1 SV=2,7,7,8.7,1056
SMS,-1.7813933736,0.191530393782899,0,P52788;H7C2R7,P52788;H7C2R7,8;4,8;4,8;4,Spermine synthase,SMS,sp|P52788|SPSY_HUMAN Spermine synthase OS=Homo sapiens OX=9606 GN=SMS PE=1 SV=2;tr|H7C2R7|H7C2R7_HUMAN Spermine synthase (Fragment) OS=Homo sapiens OX=9606 GN=SMS PE=1 SV=1,8,8,33.6,366
THOP1,-0.4367298788,0.049265213402096,0,P52888;K7EP46;K7EL02;K7EKB6;K7EIK4;K7EMU4;K7EL32,P52888;K7EP46,7;5;3;2;1;1;1,7;5;3;2;1;1;1,7;5;3;2;1;1;1,Thimet oligopeptidase,THOP1,sp|P52888|THOP1_HUMAN Thimet oligopeptidase OS=Homo sapiens OX=9606 GN=THOP1 PE=1 SV=2;tr|K7EP46|K7EP46_HUMAN Thimet oligopeptidase OS=Homo sapiens OX=9606 GN=THOP1 PE=1 SV=1,7,7,12,689
CAPZA1,0.1463659843,0.337651805216541,0,P52907,P52907,10,10,8,F-actin-capping protein subunit alpha-1,CAPZA1,sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3,10,8,66.1,286
BLVRA,-0.4705251371,0.0318168834951989,0,P53004;C9J1E1,P53004,11;4,11;4,11;4,Biliverdin reductase A,BLVRA,sp|P53004|BIEA_HUMAN Biliverdin reductase A OS=Homo sapiens OX=9606 GN=BLVRA PE=1 SV=2,11,11,42.6,296
ACLY,0.4420000154,0.00932627344183291,0,P53396;K7ESG8;K7EIE7,P53396,27;4;2,27;4;2,27;4;2,ATP-citrate synthase,ACLY,sp|P53396|ACLY_HUMAN ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3,27,27,34.9,1101
METAP1,-0.0481833218,0.766239898139436,0,P53582;H0Y955;H0Y903,P53582;H0Y955,6;5;2,6;5;2,6;5;2,Methionine aminopeptidase 1,METAP1,sp|P53582|MAP11_HUMAN Methionine aminopeptidase 1 OS=Homo sapiens OX=9606 GN=METAP1 PE=1 SV=2;tr|H0Y955|H0Y955_HUMAN Methionine aminopeptidase 1 (Fragment) OS=Homo sapiens OX=9606 GN=METAP1 PE=1 SV=1,6,6,21,386
COPB1,0.3017537877,0.0367421143870275,0,P53618;E9PP73;E9PP63;E9PKQ1,P53618;E9PP73,5;3;1;1,5;3;1;1,5;3;1;1,Coatomer subunit beta,COPB1,sp|P53618|COPB_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3;tr|E9PP73|E9PP73_HUMAN Coatomer subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=8,5,5,8.6,953
SUB1,-0.146192903,0.225099754625018,0,P53999,P53999,10,10,10,Activated RNA polymerase II transcriptional coactivator p15,SUB1,sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3,10,10,59.8,127
RARS,0.0721374181,0.643165887271939,0,P54136;E5RH09;E5RJM9,P54136,14;4;4,14;4;4,14;4;4,"Arginine--tRNA ligase, cytoplasmic",RARS,"sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2",14,14,25.8,660
YARS,-0.5035389472,0.00660461014399776,0,P54577;A0A0C4DGZ5,P54577;A0A0C4DGZ5,19;13,19;13,19;13,"Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed;Tyrosine--tRNA ligase",YARS,"sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=4;tr|A0A0C4DGZ5|A0A0C4DGZ5_HUMAN Tyrosine--tRNA ligase OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=1",19,19,39.4,528
BCAT1,-0.0546911429,0.91667081467616,0,P54687;F5H2F2;A0A087WYF2,P54687;F5H2F2,4;2;1,4;2;1,4;2;1,"Branched-chain-amino-acid aminotransferase, cytosolic",BCAT1,"sp|P54687|BCAT1_HUMAN Branched-chain-amino-acid aminotransferase, cytosolic OS=Homo sapiens OX=9606 GN=BCAT1 PE=1 SV=3;tr|F5H2F2|F5H2F2_HUMAN Branched-chain-amino-acid aminotransferase, cytosolic (Fragment) OS=Homo sapiens OX=9606 GN=BCAT1 PE=1 SV=1",4,4,9.8,386
ALDH18A1,0.0746495653,0.445397754722246,0,P54886,P54886,16,16,16,Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase,ALDH18A1,sp|P54886|P5CS_HUMAN Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens OX=9606 GN=ALDH18A1 PE=1 SV=2,16,16,24.2,795
EIF5,-0.3317645716,0.0598334661400795,0,P55010;H0YLZ1;H0YN40;H0YK11;H0YMJ8;H0YM54;H0YK29,P55010,9;4;4;3;3;3;2,9;4;4;3;3;3;2,9;4;4;3;3;3;2,Eukaryotic translation initiation factor 5,EIF5,sp|P55010|IF5_HUMAN Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2,9,9,20.6,431
PSMD4,0.1712226726,0.219799636326032,0,P55036;Q5VWC4;A6PVX3;H0Y3Y9;H0Y561;A2A3N6,P55036;Q5VWC4;A6PVX3,8;8;6;2;1;1,8;8;6;2;1;1,8;8;6;2;1;1,26S proteasome non-ATPase regulatory subunit 4,PSMD4,sp|P55036|PSMD4_HUMAN 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1;tr|Q5VWC4|Q5VWC4_HUMAN 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1;tr|A6PVX3|A6PVX3_HUMAN 26S prot,8,8,22.3,377
CSE1L,0.2210069161,0.0920805261248029,0,P55060,P55060,17,17,17,Exportin-2,CSE1L,sp|P55060|XPO2_HUMAN Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3,17,17,22.9,971
VCP,-0.0610665636,0.523460685771073,0,P55072;C9JUP7;C9IZA5,P55072,57;10;10,57;10;10,57;10;10,Transitional endoplasmic reticulum ATPase,VCP,sp|P55072|TERA_HUMAN Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4,57,57,75.2,806
