Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DDA1_N1,Intensity DDA1_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q96JP5;A0A0A6YYC7,Q96JP5;A0A0A6YYC7,2;2,2;2,2;2,E3 ubiquitin-protein ligase ZFP91,ZFP91;ZFP91-CNTF,"sp|Q96JP5|ZFP91_HUMAN E3 ubiquitin-protein ligase ZFP91 OS=Homo sapiens OX=9606 GN=ZFP91 PE=1 SV=1;tr|A0A0A6YYC7|A0A0A6YYC7_HUMAN HCG2042749, isoform CRA_d OS=Homo sapiens OX=9606 GN=ZFP91-CNTF PE=4 SV=1",2,2,6.5,22.7667246182938,24.8446973371439,21.8021502933788,21.8043973288591
P17028,P17028,2,2,2,Zinc finger protein 24,ZNF24,sp|P17028|ZNF24_HUMAN Zinc finger protein 24 OS=Homo sapiens OX=9606 GN=ZNF24 PE=1 SV=4,2,2,7.1,24.017078207466,22.8856159486651,4.42168670121973,4.40094061045596
Q6N043,Q6N043,8,6,2,Zinc finger protein 280D,ZNF280D,sp|Q6N043|Z280D_HUMAN Zinc finger protein 280D OS=Homo sapiens OX=9606 GN=ZNF280D PE=1 SV=3,8,2,16.1,26.909993034765,27.1757896740499,4.42168670121973,4.40094061045596
Q6AHZ1,Q6AHZ1,2,2,2,Zinc finger protein 518A,ZNF518A,sp|Q6AHZ1|Z518A_HUMAN Zinc finger protein 518A OS=Homo sapiens OX=9606 GN=ZNF518A PE=1 SV=2,2,2,1.8,22.289036121029,21.9779897805729,22.3661834540549,22.3639639611057
Q92610;H0YM74,Q92610;H0YM74,2;1,2;1,2;1,Zinc finger protein 592,ZNF592,sp|Q92610|ZN592_HUMAN Zinc finger protein 592 OS=Homo sapiens OX=9606 GN=ZNF592 PE=1 SV=2;tr|H0YM74|H0YM74_HUMAN Zinc finger protein 592 OS=Homo sapiens OX=9606 GN=ZNF592 PE=1 SV=1,2,2,2.6,24.8756773684321,23.9568631922182,4.42168670121973,4.40094061045596
Q68DY1;A0A087X1I5;M0QY39,Q68DY1;A0A087X1I5,3;2;1,3;2;1,2;1;1,Zinc finger protein 626,ZNF626,sp|Q68DY1|ZN626_HUMAN Zinc finger protein 626 OS=Homo sapiens OX=9606 GN=ZNF626 PE=2 SV=2;tr|A0A087X1I5|A0A087X1I5_HUMAN Zinc finger protein 626 OS=Homo sapiens OX=9606 GN=ZNF626 PE=4 SV=1,3,2,9.8,25.5434786366783,25.3313660161649,4.42168670121973,4.40094061045596
A0A0D9SFC3;Q5HYK9;Q8NA42,A0A0D9SFC3;Q5HYK9;Q8NA42,2;2;1,2;2;1,2;2;1,Zinc finger protein 667;Zinc finger protein 383,ZNF667;ZNF383,tr|A0A0D9SFC3|A0A0D9SFC3_HUMAN Zinc finger protein 667 OS=Homo sapiens OX=9606 GN=ZNF667 PE=1 SV=1;sp|Q5HYK9|ZN667_HUMAN Zinc finger protein 667 OS=Homo sapiens OX=9606 GN=ZNF667 PE=1 SV=2;sp|Q8NA42|ZN383_HUMAN Zinc finger protein 383 OS=Homo sapiens OX=96,2,2,5.6,23.8213341258308,23.9986048903373,4.42168670121973,4.40094061045596
Q8TBC5;M0R1U9;M0R364;A0A0C4DG78,Q8TBC5;M0R1U9;M0R364;A0A0C4DG78,2;1;1;1,2;1;1;1,2;1;1;1,Zinc finger and SCAN domain-containing protein 18,ZSCAN18,sp|Q8TBC5|ZSC18_HUMAN Zinc finger and SCAN domain-containing protein 18 OS=Homo sapiens OX=9606 GN=ZSCAN18 PE=1 SV=2;tr|M0R1U9|M0R1U9_HUMAN Zinc finger and SCAN domain-containing protein 18 (Fragment) OS=Homo sapiens OX=9606 GN=ZSCAN18 PE=1 SV=1;tr|M0R364|,2,2,10.8,25.6613660279482,25.8577103520771,4.42168670121973,4.40094061045596
Q16670;A0A087X2F1;A0A024RCN4;B4DMT1,Q16670;A0A087X2F1;A0A024RCN4;B4DMT1,2;2;2;1,2;2;2;1,2;2;2;1,Zinc finger and SCAN domain-containing protein 26,ZSCAN26;ZNF187,sp|Q16670|ZSC26_HUMAN Zinc finger and SCAN domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ZSCAN26 PE=1 SV=2;tr|A0A087X2F1|A0A087X2F1_HUMAN Zinc finger and SCAN domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ZSCAN26 PE=1 SV=1;tr|A0A024RCN4,2,2,5.4,23.3955832938291,23.1888960627268,4.42168670121973,4.40094061045596
O43264;F5H3C1,O43264;F5H3C1,2;1,2;1,2;1,Centromere/kinetochore protein zw10 homolog,ZW10,sp|O43264|ZW10_HUMAN Centromere/kinetochore protein zw10 homolog OS=Homo sapiens OX=9606 GN=ZW10 PE=1 SV=3;tr|F5H3C1|F5H3C1_HUMAN Centromere/kinetochore protein zw10 homolog OS=Homo sapiens OX=9606 GN=ZW10 PE=1 SV=1,2,2,2.8,24.1043760792996,24.4232002174388,23.8175333260781,23.6732512696971
P98169;P98168,P98169;P98168,2;1,2;1,2;1,Zinc finger X-linked protein ZXDB;Zinc finger X-linked protein ZXDA,ZXDB;ZXDA,sp|P98169|ZXDB_HUMAN Zinc finger X-linked protein ZXDB OS=Homo sapiens OX=9606 GN=ZXDB PE=1 SV=2;sp|P98168|ZXDA_HUMAN Zinc finger X-linked protein ZXDA OS=Homo sapiens OX=9606 GN=ZXDA PE=1 SV=2,2,2,5.0,4.44813127545976,4.42301530869759,24.8351853444402,25.0366180127881
Q8IYH5;C9JUA4,Q8IYH5;C9JUA4,2;1,2;1,2;1,ZZ-type zinc finger-containing protein 3,ZZZ3,sp|Q8IYH5|ZZZ3_HUMAN ZZ-type zinc finger-containing protein 3 OS=Homo sapiens OX=9606 GN=ZZZ3 PE=1 SV=1;tr|C9JUA4|C9JUA4_HUMAN ZZ-type zinc finger-containing protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=ZZZ3 PE=4 SV=8,2,2,3.0,24.4586389048368,23.9493123558272,4.42168670121973,4.40094061045596
A0A096LPI6;A0A096LNH5;P0DPI2;A0A0B4J2D5,A0A096LPI6,3;1;1;1,3;1;1;1,2;1;1;1,,A0A096LPI6,tr|A0A096LPI6|A0A096LPI6_HUMAN Utp12 domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=2,3,2,20.4,28.0516878201827,28.1369708576971,28.8296862062645,24.9322446741749
Q96IU4;B4DQI4;F8W9U3,Q96IU4;B4DQI4;F8W9U3,3;2;2,3;2;2,3;2;2,Alpha/beta hydrolase domain-containing protein 14B,ABHD14B,sp|Q96IU4|ABHEB_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|B4DQI4|B4DQI4_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|F8W9U3|F8W9U3_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1,3,3,23.3,24.7645264957059,24.6127929231037,25.9899067138378,25.4482141271051
O14639;A0A3B3IS55;F8W8M4;A0A0A0MRL6;A0A494C1P1;A0A494C1G0,O14639;A0A3B3IS55;F8W8M4;A0A0A0MRL6;A0A494C1P1;A0A494C1G0,19;19;18;18;10;10,19;19;18;18;10;10,3;3;2;2;2;2,Actin-binding LIM protein 1,ABLIM1,sp|O14639|ABLM1_HUMAN Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=3;tr|A0A3B3IS55|A0A3B3IS55_HUMAN Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=1;tr|F8W8M4|F8W8M4_HUMAN Actin-binding LIM protein 1 OS=Homo,19,3,27.9,4.44813127545976,4.42301530869759,28.1805397607883,28.0421301779676
P55265,P55265,34,34,3,Double-stranded RNA-specific adenosine deaminase,ADAR,sp|P55265|DSRAD_HUMAN Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=4,34,3,37.6,30.7456703238224,30.7585142197397,30.2223938094815,29.8299885693123
O43865,O43865,7,7,3,Putative adenosylhomocysteinase 2,AHCYL1,sp|O43865|SAHH2_HUMAN S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2,7,3,12.6,4.44813127545976,4.42301530869759,26.6035695268123,26.3900490072837
Q9ULX6;V9GZ50;M0R1Y5;M0R010;M0QYT7,Q9ULX6;V9GZ50,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,A-kinase anchor protein 8-like,AKAP8L,"sp|Q9ULX6|AKP8L_HUMAN A-kinase anchor protein 8-like OS=Homo sapiens OX=9606 GN=AKAP8L PE=1 SV=4;tr|V9GZ50|V9GZ50_HUMAN A kinase (PRKA) anchor protein 8-like, isoform CRA_c OS=Homo sapiens OX=9606 GN=AKAP8L PE=1 SV=1",3,3,8.4,27.3405351209785,24.4840071245777,4.42168670121973,4.40094061045596
Q12955;A0A087WTF3;B1AQT1;H0Y9E9;A0A087WZ26;D6RHY3;A0A087X0B4;A0A087WZ65,Q12955;A0A087WTF3,6;3;1;1;1;1;1;1,3;2;1;1;1;0;0;0,3;2;1;1;1;0;0;0,Ankyrin-3,ANK3,sp|Q12955|ANK3_HUMAN Ankyrin-3 OS=Homo sapiens OX=9606 GN=ANK3 PE=1 SV=3;tr|A0A087WTF3|A0A087WTF3_HUMAN Ankyrin-3 (Fragment) OS=Homo sapiens OX=9606 GN=ANK3 PE=1 SV=1,6,3,2.0,28.0012062978024,26.2186898999298,4.42168670121973,4.40094061045596
Q8NF67,Q8NF67,3,3,3,Putative ankyrin repeat domain-containing protein 20A12 pseudogene,ANKRD20A12P,sp|Q8NF67|A2012_HUMAN Putative ankyrin repeat domain-containing protein 20A12 pseudogene OS=Homo sapiens OX=9606 GN=ANKRD20A12P PE=5 SV=3,3,3,9.1,25.1462762425218,25.669255330734,26.3755895383239,25.4749097816117
Q92870;H0YAJ5;G5E9Y1;H0Y9U9,Q92870;H0YAJ5;G5E9Y1,4;4;4;1,3;3;3;1,3;3;3;1,Amyloid beta A4 precursor protein-binding family B member 2,APBB2,sp|Q92870|APBB2_HUMAN Amyloid-beta A4 precursor protein-binding family B member 2 OS=Homo sapiens OX=9606 GN=APBB2 PE=1 SV=3;tr|H0YAJ5|H0YAJ5_HUMAN Amyloid-beta A4 precursor protein-binding family B member 2 (Fragment) OS=Homo sapiens OX=9606 GN=APBB2 PE=1,4,3,6.2,4.44813127545976,4.42301530869759,24.4466375833564,25.0604393287893
O60306;H0YH15,O60306,3;1,3;1,3;1,Intron-binding protein aquarius,AQR,sp|O60306|AQR_HUMAN RNA helicase aquarius OS=Homo sapiens OX=9606 GN=AQR PE=1 SV=4,3,3,4.0,26.3604981696251,24.9132385914293,4.42168670121973,4.40094061045596
P61204;P84077;F5H423;C9J1Z8;P18085;F5H0C7;C9JPM4;F5H1V1;F5H6T5;F8WDB3;H0YGG7;C9JAK5,P61204;P84077;F5H423;C9J1Z8,7;7;6;4;3;3;3;1;1;1;1;1,7;7;6;4;3;3;3;1;1;1;1;1,3;3;2;0;0;0;0;0;0;0;1;0,ADP-ribosylation factor 3;ADP-ribosylation factor 1,ARF3;ARF1;ARF5,sp|P61204|ARF3_HUMAN ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2;sp|P84077|ARF1_HUMAN ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2;tr|F5H423|F5H423_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV,7,3,47.0,27.886404642897,27.1639415257928,27.0283364240389,26.79178649407
P53367,P53367,3,3,3,Arfaptin-1,ARFIP1,sp|P53367|ARFP1_HUMAN Arfaptin-1 OS=Homo sapiens OX=9606 GN=ARFIP1 PE=1 SV=2,3,3,10.7,4.44813127545976,4.42301530869759,25.574183507549,25.6185732513347
Q66PJ3;F5GYV5;H7BZV4;A0A0C4DG62;F8WCT1;F5H7X4;F8WEP2;A0A0C4DH18,Q66PJ3;F5GYV5;H7BZV4;A0A0C4DG62;F8WCT1;F5H7X4,3;3;3;3;3;2;1;1,3;3;3;3;3;2;1;1,3;3;3;3;3;2;1;1,ADP-ribosylation factor-like protein 6-interacting protein 4,ARL6IP4,sp|Q66PJ3|AR6P4_HUMAN ADP-ribosylation factor-like protein 6-interacting protein 4 OS=Homo sapiens OX=9606 GN=ARL6IP4 PE=1 SV=2;tr|F5GYV5|F5GYV5_HUMAN ADP-ribosylation factor-like protein 6-interacting protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=ARL6IP,3,3,7.8,24.6096968286112,26.2046741202874,4.42168670121973,4.40094061045596
H7C5W9;P16615;O14983,H7C5W9;P16615,3;2;1,3;2;1,3;2;1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,tr|H7C5W9|H7C5W9_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (Fragment) OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1;sp|P16615|AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,3,3,5.8,24.0570543664835,24.0909843333842,24.0383356317693,21.1735307515394
P21281;H0YC04;E5RGH6,P21281;H0YC04,3;3;1,3;3;1,3;3;1,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,"sp|P21281|VATB2_HUMAN V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3;tr|H0YC04|H0YC04_HUMAN V-type proton ATPase subunit B, brain isoform (Fragment) OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=1",3,3,10.4,4.44813127545976,4.42301530869759,24.0022154983306,25.2221772795685
Q9UI12;G3V126;E5RK31;E5RJG1;E5RG49;E5RHH0,Q9UI12;G3V126,3;2;1;1;1;1,3;2;1;1;1;1,3;2;1;1;1;1,V-type proton ATPase subunit H,ATP6V1H,sp|Q9UI12|VATH_HUMAN V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H PE=1 SV=1;tr|G3V126|G3V126_HUMAN V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H PE=1 SV=1,3,3,9.5,25.4431631108616,26.0880588116287,4.42168670121973,4.40094061045596
Q13535;A0A590UJ01,Q13535;A0A590UJ01,3;3,3;3,3;3,Serine/threonine-protein kinase ATR,ATR,sp|Q13535|ATR_HUMAN Serine/threonine-protein kinase ATR OS=Homo sapiens OX=9606 GN=ATR PE=1 SV=3;tr|A0A590UJ01|A0A590UJ01_HUMAN Serine/threonine-protein kinase ATR (Fragment) OS=Homo sapiens OX=9606 GN=ATR PE=1 SV=1,3,3,1.7,25.9501368711703,25.9930639755825,24.7346191205147,24.4122860785656
O14867;M0QZP0;H7C4B6;C9JMP6;C9IYR0,O14867,3;1;1;1;1,3;1;1;1;1,3;1;1;1;1,Transcription regulator protein BACH1,BACH1,sp|O14867|BACH1_HUMAN Transcription regulator protein BACH1 OS=Homo sapiens OX=9606 GN=BACH1 PE=1 SV=2,3,3,5.2,24.9197987923846,25.7617224631096,4.42168670121973,4.40094061045596
Q92994;H0YIV6;F6VUY7;F8VWT8;Q3SYD7;A3KN61;F8VS45,Q92994;H0YIV6,3;3;1;1;1;1;1,3;3;1;1;1;1;1,3;3;1;1;1;1;1,Transcription factor IIIB 90 kDa subunit,BRF1,sp|Q92994|TF3B_HUMAN Transcription factor IIIB 90 kDa subunit OS=Homo sapiens OX=9606 GN=BRF1 PE=1 SV=1;tr|H0YIV6|H0YIV6_HUMAN Transcription factor IIIB 90 kDa subunit (Fragment) OS=Homo sapiens OX=9606 GN=BRF1 PE=1 SV=1,3,3,6.4,25.5336215561873,25.221135950222,4.42168670121973,4.40094061045596
Q8TDN6,Q8TDN6,3,3,3,Ribosome biogenesis protein BRX1 homolog,BRIX1,sp|Q8TDN6|BRX1_HUMAN Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens OX=9606 GN=BRIX1 PE=1 SV=2,3,3,13.0,25.9771755171163,25.924971211507,4.42168670121973,4.40094061045596
P20290;H0Y9Y1;D6RDG3,P20290,3;1;1,3;1;1,3;1;1,Transcription factor BTF3,BTF3,sp|P20290|BTF3_HUMAN Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1,3,3,24.8,27.030653330216,27.4504970597391,25.3449643511446,25.0496790749315
Q13895;H7BY94,Q13895,3;1,3;1,3;1,Bystin,BYSL,sp|Q13895|BYST_HUMAN Bystin OS=Homo sapiens OX=9606 GN=BYSL PE=1 SV=3,3,3,6.9,26.2083443672167,25.1811276831352,4.42168670121973,4.40094061045596
Q7L1Q6;Q9Y6E2;H0Y503;E9PFD4;B5MCE7;B5MCH7;E7ETZ4,Q7L1Q6,3;1;1;1;1;1;1,3;1;1;1;1;1;1,3;1;1;1;1;1;1,Basic leucine zipper and W2 domain-containing protein 1,BZW1,sp|Q7L1Q6|BZW1_HUMAN Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1,3,3,6.2,4.44813127545976,4.42301530869759,24.7029259783147,24.5158696832389
Q6ZUT1;E9PQL5;E9PSC8;E9PKA8,Q6ZUT1;E9PQL5;E9PSC8;E9PKA8,3;2;2;2,3;2;2;2,3;2;2;2,Uncharacterized protein C11orf57,C11orf57,sp|Q6ZUT1|NKAP1_HUMAN Uncharacterized protein NKAPD1 OS=Homo sapiens OX=9606 GN=NKAPD1 PE=1 SV=2;tr|E9PQL5|E9PQL5_HUMAN Uncharacterized protein NKAPD1 (Fragment) OS=Homo sapiens OX=9606 GN=NKAPD1 PE=1 SV=1;tr|E9PSC8|E9PSC8_HUMAN Uncharacterized protein NKA,3,3,11.3,25.6424851807765,24.8403814770637,4.42168670121973,4.40094061045596
Q9Y224;G3V4C6;G3V4E7;H0YJB9,Q9Y224;G3V4C6,3;2;1;1,3;2;1;1,3;2;1;1,UPF0568 protein C14orf166,C14orf166,"sp|Q9Y224|RTRAF_HUMAN RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1;tr|G3V4C6|G3V4C6_HUMAN RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1",3,3,18.0,27.5760738258382,27.3670304838035,23.3280021005752,23.0454023982834
A0A2Q3DQE3;Q8WU40;Q5SWX3;Q13555;Q13554;H0Y6G2;A0A5F9ZH21;A0A5F9ZH50;D6RFJ0;E9PF82;E9PBG7;D6R938;A0A5F9ZHR5;E9PBE8;E7EQE4;A0A5K1VW76;A0A5F9ZHY2;H7BXS4;A0A5F9ZH90;H7C394;Q9UQM7;Q13557;A0A5F9ZHM9,A0A2Q3DQE3;Q8WU40;Q5SWX3;Q13555;Q13554;H0Y6G2,3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Calcium/calmodulin-dependent protein kinase type II subunit gamma;Calcium/calmodulin-dependent protein kinase type II subunit beta,CAMK2G;CAMK2B,"tr|A0A2Q3DQE3|A0A2Q3DQE3_HUMAN Calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma, isoform CRA_d OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=1;tr|Q8WU40|Q8WU40_HUMAN CAMK2G protein (Fragment) OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=2;tr|Q5SW",3,3,5.9,4.44813127545976,4.42301530869759,24.916021208057,23.8738953948087
P49589;B4DKY1,P49589;B4DKY1,3;3,3;3,3;3,"Cysteine--tRNA ligase, cytoplasmic",CARS,"sp|P49589|SYCC_HUMAN Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=3;tr|B4DKY1|B4DKY1_HUMAN Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=1",3,3,4.0,4.44813127545976,4.42301530869759,24.9064190567831,24.6901382558025
Q6P1N0;K7EJY5,Q6P1N0;K7EJY5,3;2,3;2,3;2,Coiled-coil and C2 domain-containing protein 1A,CC2D1A,sp|Q6P1N0|C2D1A_HUMAN Coiled-coil and C2 domain-containing protein 1A OS=Homo sapiens OX=9606 GN=CC2D1A PE=1 SV=1;tr|K7EJY5|K7EJY5_HUMAN Coiled-coil and C2 domain-containing protein 1A (Fragment) OS=Homo sapiens OX=9606 GN=CC2D1A PE=1 SV=1,3,3,2.9,4.44813127545976,4.42301530869759,22.8055588953546,23.9812864536842
Q16204,Q16204,3,3,3,Coiled-coil domain-containing protein 6,CCDC6,sp|Q16204|CCDC6_HUMAN Coiled-coil domain-containing protein 6 OS=Homo sapiens OX=9606 GN=CCDC6 PE=1 SV=2,3,3,7.6,4.44813127545976,4.42301530869759,25.0112026816929,24.9244276187949
P86791;P86790;F8WD66,P86791;P86790,3;3;1,3;3;1,3;3;1,Vacuolar fusion protein CCZ1 homolog;Vacuolar fusion protein CCZ1 homolog B,CCZ1;CCZ1B,sp|P86791|CCZ1_HUMAN Vacuolar fusion protein CCZ1 homolog OS=Homo sapiens OX=9606 GN=CCZ1 PE=1 SV=1;sp|P86790|CCZ1B_HUMAN Vacuolar fusion protein CCZ1 homolog B OS=Homo sapiens OX=9606 GN=CCZ1B PE=1 SV=1,3,3,7.7,23.0921661152047,24.5234274743113,4.42168670121973,4.40094061045596
P30305;G8JLH2;B4DIG0,P30305;G8JLH2;B4DIG0,3;2;2,3;2;2,3;2;2,M-phase inducer phosphatase 2,CDC25B,sp|P30305|MPIP2_HUMAN M-phase inducer phosphatase 2 OS=Homo sapiens OX=9606 GN=CDC25B PE=1 SV=2;tr|G8JLH2|G8JLH2_HUMAN M-phase inducer phosphatase 2 OS=Homo sapiens OX=9606 GN=CDC25B PE=1 SV=1;tr|B4DIG0|B4DIG0_HUMAN M-phase inducer phosphatase 2 OS=Homo sa,3,3,9.7,27.5412644421869,24.9508256880053,4.42168670121973,4.40094061045596
A0A0D9SEI3;A0A0D9SER5;A0A0D9SEN2;P21127;J3KS35;E7ESP2;Q5QPQ9;E9PFJ2;A0A087WYI9;A0A087X1I0,A0A0D9SEI3;A0A0D9SER5;A0A0D9SEN2;P21127,23;23;23;22;2;2;1;1;1;1,23;23;23;22;2;2;1;1;1;1,3;3;3;2;0;0;0;0;0;0,Cyclin-dependent kinase 11B,CDK11B,tr|A0A0D9SEI3|A0A0D9SEI3_HUMAN Cyclin-dependent kinase 11B OS=Homo sapiens OX=9606 GN=CDK11B PE=1 SV=1;tr|A0A0D9SER5|A0A0D9SER5_HUMAN Cyclin-dependent kinase 11B OS=Homo sapiens OX=9606 GN=CDK11B PE=1 SV=1;tr|A0A0D9SEN2|A0A0D9SEN2_HUMAN Cyclin-dependent ki,23,3,32.9,29.9711730872779,29.7602128435859,25.2253804471505,24.0355696796454
P17676,P17676,3,3,3,CCAAT/enhancer-binding protein beta,CEBPB,sp|P17676|CEBPB_HUMAN CCAAT/enhancer-binding protein beta OS=Homo sapiens OX=9606 GN=CEBPB PE=1 SV=2,3,3,13.9,25.322992618624,25.471502814496,24.6521206609293,24.3198270014465
Q9C0F1;D6RBX1;D6RC25;D6RGX6,Q9C0F1,3;1;1;1,3;1;1;1,3;1;1;1,Centrosomal protein of 44 kDa,CEP44,sp|Q9C0F1|CEP44_HUMAN Centrosomal protein of 44 kDa OS=Homo sapiens OX=9606 GN=CEP44 PE=1 SV=2,3,3,11.8,4.44813127545976,4.42301530869759,25.0189889777434,23.7971905025005
Q8WUX9;E5RFR8;E5RJI3;E5RIU9,Q8WUX9,3;1;1;1,3;1;1;1,3;1;1;1,Charged multivesicular body protein 7,CHMP7,sp|Q8WUX9|CHMP7_HUMAN Charged multivesicular body protein 7 OS=Homo sapiens OX=9606 GN=CHMP7 PE=1 SV=1,3,3,9.3,4.44813127545976,4.42301530869759,24.9801971174594,23.6787411063596
Q9NRG0;E5RGS9;H0YBP8,Q9NRG0;E5RGS9,3;2;1,3;2;1,3;2;1,Chromatin accessibility complex protein 1,CHRAC1,sp|Q9NRG0|CHRC1_HUMAN Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1;tr|E5RGS9|E5RGS9_HUMAN Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1,3,3,40.5,26.165475797832,27.4368243702563,24.6366883477801,23.8032151148834
O75122;E3W994;J3KR49;A0A0U1RQI6;E7ERI8;E7EW49;H7C4X8;H7C4I5;H7C5M8;B3KR06;E7ENG2,O75122;E3W994;J3KR49;A0A0U1RQI6;E7ERI8;E7EW49,7;7;7;7;7;7;2;1;1;1;1,3;3;3;3;3;3;2;0;0;1;1,3;3;3;3;3;3;2;0;0;1;1,CLIP-associating protein 2,CLASP2,sp|O75122|CLAP2_HUMAN CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=3;tr|E3W994|E3W994_HUMAN CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=2;tr|J3KR49|J3KR49_HUMAN CLIP-associating protein 2 OS=Homo sapiens OX=,7,3,7.0,23.0140497649501,24.0850747850365,22.281980949498,22.6979790821002
P51798;H3BNG8;I3L470,P51798,8;1;1,8;1;1,3;1;0,H(+)/Cl(-) exchange transporter 7,CLCN7,sp|P51798|CLCN7_HUMAN H(+)/Cl(-) exchange transporter 7 OS=Homo sapiens OX=9606 GN=CLCN7 PE=1 SV=2,8,3,12.9,4.44813127545976,4.42301530869759,26.1768930883028,25.4978662082541
Q9Y696,Q9Y696,3,3,3,Chloride intracellular channel protein 4,CLIC4,sp|Q9Y696|CLIC4_HUMAN Chloride intracellular channel protein 4 OS=Homo sapiens OX=9606 GN=CLIC4 PE=1 SV=4,3,3,17.0,25.281712171342,24.6161629200598,25.0270288899621,24.7170977261372
Q00610;A0A087WVQ6;J3KRF5;K7EJJ5;J3KS13,Q00610;A0A087WVQ6,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,Clathrin heavy chain 1;Clathrin heavy chain,CLTC,sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5;tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1,3,3,2.9,24.7518893774326,25.0354438284619,24.8361971703432,23.8322904968883
Q9BQ75;C9J384,Q9BQ75;C9J384,3;3,3;3,3;3,Protein CMSS1,CMSS1,sp|Q9BQ75|CMS1_HUMAN Protein CMSS1 OS=Homo sapiens OX=9606 GN=CMSS1 PE=1 SV=2;tr|C9J384|C9J384_HUMAN Protein CMSS1 (Fragment) OS=Homo sapiens OX=9606 GN=CMSS1 PE=1 SV=1,3,3,11.8,23.7761550848458,24.1730492416862,27.1433595455767,27.0486051166547
