SMU1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
TUBA1C,0.4614352417,0.181121045402972,0,Q9BQE3;F5H5D3;A0A1W2PQM2;F8VVB9;F8VRZ4;F8VS66;F8VX09;F8VWV9;A6NHL2;C9JEV8;F8VRK0;C9JQ00;C9JJQ8;F8W0F6;C9JDL2;C9K0S6;Q9H853;F8VXZ7,Q9BQE3;F5H5D3;A0A1W2PQM2,42;42;28;17;11;11;7;7;6;4;4;4;4;2;2;2;1;1,2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,Tubulin alpha-1C chain,TUBA1C,sp|Q9BQE3|TBA1C_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|F5H5D3|F5H5D3_HUMAN Tubulin alpha chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|A0A1W2PQM2|A0A1W2PQM2_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN,42,2,73.1,449
GRSF1,0.9029950295,0.139219018474225,0,Q12849;H0Y8R1;F5H5I6;H0YAK1;H0YAM1,Q12849;H0Y8R1;F5H5I6;H0YAK1,6;6;6;6;1,6;6;6;6;1,6;6;6;6;1,G-rich sequence factor 1,GRSF1,sp|Q12849|GRSF1_HUMAN G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=3;tr|H0Y8R1|H0Y8R1_HUMAN G-rich sequence factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=1;tr|F5H5I6|F5H5I6_HUMAN G-rich sequence factor 1 OS=Homo sapiens ,6,6,16.5,480
MYO1C,1.3015912181,0.0683926304100196,0,O00159;F5H6E2;I3L501;I3L3Y6,O00159;F5H6E2,13;13;3;3,13;13;3;3,13;13;3;3,Unconventional myosin-Ic,MYO1C,sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4;tr|F5H6E2|F5H6E2_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=1,13,13,14.8,1063
ATL3,1.6953217214,0.0459896856645442,1,Q6DD88;F5H6I7,Q6DD88;F5H6I7,3;3,3;3,3;3,Atlastin-3,ATL3,sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1;tr|F5H6I7|F5H6I7_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1,3,3,8.3,541
GLOD4,1.7118086062,0.0624645555022164,0,Q9HC38;F6TLX2;I3L3Q4;I3NI27;I3NI24;I3L2C2;I3L1F4;I3L277;I3L1I0,Q9HC38;F6TLX2;I3L3Q4,5;5;4;1;1;1;1;1;1,5;5;4;1;1;1;1;1;1,5;5;4;1;1;1;1;1;1,Glyoxalase domain-containing protein 4,GLOD4,sp|Q9HC38|GLOD4_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1;tr|F6TLX2|F6TLX2_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1;tr|I3L3Q4|I3L3Q4_HUMAN Glyoxalase domain-contai,5,5,23.3,313
RANBP1,0.8538165678,0.0204005019792107,0,P43487;F6WQW2;C9JXG8;C9JJ34;C9JGV6;C9JDM3;C9JIC6,P43487;F6WQW2;C9JXG8;C9JJ34;C9JGV6;C9JDM3,11;11;9;9;9;6;5,11;11;9;9;9;6;5,11;11;9;9;9;6;5,Ran-specific GTPase-activating protein,RANBP1,sp|P43487|RANG_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|F6WQW2|F6WQW2_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|C9JXG8|C9JXG8_HUMAN Ran-specific GTPase-act,11,11,49.3,201
CAD,0.265803753,0.306059067250884,0,P27708;F8VPD4;H7C2E4;H7BZB3,P27708;F8VPD4,30;30;6;3,30;30;6;3,30;30;6;3,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3;tr|F8VPD4|F8VPD4_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=1,30,30,19.6,2225
LIMA1,1.2991780501,0.044102961342852,1,Q9UHB6;F8VS07;F8VQE1,Q9UHB6;F8VS07;F8VQE1,6;6;6,6;6;6,6;6;6,LIM domain and actin-binding protein 1,LIMA1,sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VS07|F8VS07_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VQE1|F8VQE1_HUMAN LIM domain and actin-bin,6,6,11.6,759
COPZ1,-0.2918110625,0.509365276290097,0,P61923;F8VVA7;F8VXB1;F8VUC5;F8W156;F8W651;F8VYZ4;F8VYK5;F8VXR1,P61923;F8VVA7;F8VXB1;F8VUC5;F8W156;F8W651;F8VYZ4,3;3;2;2;2;2;2;1;1,3;3;2;2;2;2;2;1;1,3;3;2;2;2;2;2;1;1,Coatomer subunit zeta-1,COPZ1,sp|P61923|COPZ1_HUMAN Coatomer subunit zeta-1 OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1;tr|F8VVA7|F8VVA7_HUMAN Coatomer subunit zeta OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1;tr|F8VXB1|F8VXB1_HUMAN Coatomer subunit zeta (Fragment) OS=Homo sapiens OX=9606,3,3,28.8,177
AK2,0.8920791232,0.11832837079578,0,P54819;F8W1A4;G3V213;F8VZG5;A0A5F9ZHP2;F8VY04;A0A5K1VW67;F8VPP1,P54819;F8W1A4;G3V213;F8VZG5;A0A5F9ZHP2;F8VY04;A0A5K1VW67,12;12;9;9;9;7;7;2,12;12;9;9;9;7;7;2,12;12;9;9;9;7;7;2,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed;Adenylate kinase 2, mitochondrial",AK2,"sp|P54819|KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2;tr|F8W1A4|F8W1A4_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=1;tr|G3V213|G3V213_HUMAN Adenylate kinase 2, isoform CRA_a OS=Ho",12,12,56.5,239
MYL6,-0.6122707056,0.198265533872999,0,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3;G3V1Y7;F8VZU9;F8W180;P14649;F8W1I5;H0YI43;F8VXL3,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3,13;13;13;11;11;11;9;6;4;4;3;3;2;1,13;13;13;11;11;11;9;6;4;4;3;3;2;1,13;13;13;11;11;11;9;6;4;4;3;3;2;1,Myosin light polypeptide 6,MYL6,sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2;tr|F8W1R7|F8W1R7_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1;tr|G3V1V0|G3V1V0_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 ,13,13,67.5,151
HNRNPA1;HNRNPA1L2,-0.1317007583,0.602887604212182,0,P09651;F8W6I7;F8VZ49;A0A2R8Y4L2;Q32P51;F8VTQ5;F8W646;H0YH80;F8VYN5,P09651;F8W6I7;F8VZ49;A0A2R8Y4L2;Q32P51;F8VTQ5;F8W646,16;16;12;10;9;8;8;7;5,16;16;12;10;9;8;8;7;5,16;16;12;10;9;8;8;7;5,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2",HNRNPA1;HNRNPA1L2,sp|P09651|ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5;tr|F8W6I7|F8W6I7_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2;tr|F8VZ49|F8VZ49_HUMAN Heterogeneous,16,16,46.2,372
IGF2BP2,-0.5381578876,0.527194842137819,0,F8W930;Q9Y6M1;Q9NZI8,F8W930;Q9Y6M1,3;3;1,3;3;1,2;2;0,Insulin-like growth factor 2 mRNA-binding protein 2,IGF2BP2,tr|F8W930|F8W930_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=1;sp|Q9Y6M1|IF2B2_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2,3,2,6.8,605
DPP3,1.3499086086,0.00509493541010243,1,Q9NY33;G3V1D3;G3V180;E9PKK8;E9PQ14;E9PPK9;E9PNX5;E9PQF2,Q9NY33;G3V1D3;G3V180,8;8;8;3;3;3;2;1,8;8;8;3;3;3;2;1,8;8;8;3;3;3;2;1,Dipeptidyl peptidase 3,DPP3,sp|Q9NY33|DPP3_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=2;tr|G3V1D3|G3V1D3_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=1;tr|G3V180|G3V180_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1,8,8,18.6,737
API5,1.0405629655,0.192535498274804,0,Q9BZZ5;G3V1C3;E9PQK6,Q9BZZ5;G3V1C3,5;5;2,5;5;2,5;5;2,Apoptosis inhibitor 5,API5,sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3;tr|G3V1C3|G3V1C3_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=1,5,5,10.1,524
GOLT1B,-0.9671734632,0.136067978748041,0,Q9Y3E0;G3V1U5;F5H6U7,Q9Y3E0;G3V1U5;F5H6U7,2;2;1,2;2;1,2;2;1,Vesicle transport protein GOT1B,GOLT1B,"sp|Q9Y3E0|GOT1B_HUMAN Vesicle transport protein GOT1B OS=Homo sapiens OX=9606 GN=GOLT1B PE=1 SV=1;tr|G3V1U5|G3V1U5_HUMAN Golgi transport 1 homolog B (S. cerevisiae), isoform CRA_c OS=Homo sapiens OX=9606 GN=GOLT1B PE=1 SV=1;tr|F5H6U7|F5H6U7_HUMAN Vesicle t",2,2,20.3,138
RPL18,0.7091772554,0.0250242329380862,0,Q07020;G3V203;J3QQ67;H0YHA7;F8VUA6;F8VYV2;A0A075B7A0,Q07020;G3V203;J3QQ67;H0YHA7;F8VUA6;F8VYV2;A0A075B7A0,15;15;15;14;11;9;9,15;15;15;14;11;9;9,15;15;15;14;11;9;9,60S ribosomal protein L18,RPL18,sp|Q07020|RL18_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2;tr|G3V203|G3V203_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=1;tr|J3QQ67|J3QQ67_HUMAN 60S ribosomal protein L18 (Fragment) OS=Homo sapien,15,15,42.6,188
PSMA6,0.6683859022,0.309934468782673,0,P60900;G3V295;G3V5Z7;G3V3I1;G3V3U4;G3V4S5;G3V2S7,P60900;G3V295;G3V5Z7;G3V3I1;G3V3U4,13;13;13;12;8;3;3,13;13;13;12;8;3;3,13;13;13;12;8;3;3,Proteasome subunit alpha type-6;Proteasome subunit alpha type,PSMA6,sp|P60900|PSA6_HUMAN Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V295|G3V295_HUMAN Proteasome subunit alpha type OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V5Z7|G3V5Z7_HUMAN Proteasome subunit alpha type OS=Homo sap,13,13,48.4,246
TMPO,1.4532494521,0.00390968059965023,1,P42167;H0YJH7;G5E972,P42167;H0YJH7;G5E972,2;2;2,2;2;2,1;1;1,"Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin",TMPO,"sp|P42167|LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2;tr|H0YJH7|H0YJH7_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma (Fragment) OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=1;tr|G5E972|",2,1,6.4,454
CELF1,0.8023989586,0.0769628193925415,0,G5EA30;Q92879;E9PKU1;E9PQK4;E9PSH0;F5H0D8;F5H4Y5;F5H3J7;E9PKA1,G5EA30;Q92879;E9PKU1;E9PQK4;E9PSH0;F5H0D8,5;4;4;3;3;3;2;1;1,5;4;4;3;3;3;2;1;1,4;3;3;2;2;2;1;1;1,CUGBP Elav-like family member 1,CELF1,"tr|G5EA30|G5EA30_HUMAN CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=1;sp|Q92879|CELF1_HUMAN CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2;tr|E9PKU1|E9PKU1_HUMAN CUGBP Elav-li",5,4,13,514
SEC24C,1.7632764115,0.000889087036803398,1,P53992;G5EA31,P53992;G5EA31,7;7,7;7,7;7,Protein transport protein Sec24C,SEC24C,sp|P53992|SC24C_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3;tr|G5EA31|G5EA31_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=1,7,7,10.1,1094
ZYX,-0.025190098,0.943283937188572,0,Q15942;H0Y2Y8;C9IZ41;C9JJK5;H7C3D3,Q15942;H0Y2Y8;C9IZ41,4;4;2;1;1,4;4;2;1;1,4;4;2;1;1,Zyxin,ZYX,sp|Q15942|ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|H0Y2Y8|H0Y2Y8_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|C9IZ41|C9IZ41_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,4,4,10.7,572
HNRNPD,0.3812512876,0.177457621905023,0,Q14103;H0YA96;H0Y8G5;D6RAF8;D6RF44;D6RBQ9;D6RD83,Q14103;H0YA96;H0Y8G5;D6RAF8;D6RF44,13;13;13;11;9;6;4,13;13;13;11;9;6;4,11;11;11;9;7;4;4,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,sp|Q14103|HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0YA96|H0YA96_HUMAN Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0Y8G5|H0Y8G5_HUMAN Het,13,11,27.9,355
TPD52,0.9952991437,0.0804679230923774,0,H0YC42;P55327;U3KQQ8;E5RFR7;H0YC44,H0YC42;P55327,6;4;1;1;1,6;4;1;1;1,4;4;0;1;1,Tumor protein D52,TPD52,tr|H0YC42|H0YC42_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=1 SV=2;sp|P55327|TPD52_HUMAN Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=2,6,4,27.3,278
CD44,0.4948074851,0.166369066870991,0,P16070;H0YD13;H0Y2P0;H0YDW7;H0YCV9;H0Y5E4;E9PKC6;Q86UZ1;H0YE40;H0YDX6;H0YD17;J3KN83,P16070;H0YD13;H0Y2P0;H0YDW7;H0YCV9;H0Y5E4;E9PKC6,8;8;6;5;5;5;4;3;3;2;2;1,8;8;6;5;5;5;4;3;3;2;2;1,8;8;6;5;5;5;4;3;3;2;2;1,CD44 antigen,CD44,sp|P16070|CD44_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3;tr|H0YD13|H0YD13_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2;tr|H0Y2P0|H0Y2P0_HUMAN CD44 antigen (Fragment) OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=1;tr|H0YDW7|H0Y,8,8,12.7,742
HADHA,0.8819993545,0.0132993851291895,0,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21;A0A2R8Y688,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21,30;30;26;18;11,30;30;26;18;11,30;30;26;18;11,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",HADHA,"sp|P40939|ECHA_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|H0YFD6|H0YFD6_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|A0A2R8Y4F5|A0A2R8Y4F5_H",30,30,49.5,763
REXO2,0.2347523532,0.372447361980456,0,Q9Y3B8;H0YG54;H0YGR4;F5GYG5,Q9Y3B8;H0YG54;H0YGR4;F5GYG5,4;4;4;2,4;4;4;2,4;4;4;2,"Oligoribonuclease, mitochondrial",REXO2,"sp|Q9Y3B8|ORN_HUMAN Oligoribonuclease, mitochondrial OS=Homo sapiens OX=9606 GN=REXO2 PE=1 SV=3;tr|H0YG54|H0YG54_HUMAN Oligoribonuclease, mitochondrial OS=Homo sapiens OX=9606 GN=REXO2 PE=1 SV=2;tr|H0YGR4|H0YGR4_HUMAN Oligoribonuclease, mitochondrial (Frag",4,4,20.7,237
YARS2,0.9719662694,0.118741798669526,0,Q9Y2Z4;H0YHS6,Q9Y2Z4;H0YHS6,5;5,5;5,5;5,"Tyrosine--tRNA ligase, mitochondrial;Tyrosine--tRNA ligase",YARS2,"sp|Q9Y2Z4|SYYM_HUMAN Tyrosine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=YARS2 PE=1 SV=2;tr|H0YHS6|H0YHS6_HUMAN Tyrosine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=YARS2 PE=1 SV=1",5,5,15.9,477
RPL28,0.7530669079,0.0429107680663329,0,P46779;H0YMF4;H0YKD8;H0YLP6,P46779;H0YMF4;H0YKD8;H0YLP6,10;10;10;5,10;10;10;5,10;10;10;5,60S ribosomal protein L28,RPL28,sp|P46779|RL28_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3;tr|H0YMF4|H0YMF4_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=1;tr|H0YKD8|H0YKD8_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 G,10,10,37.2,137
TMOD3,0.2599190667,0.367155725955307,0,Q9NYL9;H0YKU1;H0YNJ8,Q9NYL9;H0YKU1;H0YNJ8,1;1;1,1;1;1,1;1;1,Tropomodulin-3,TMOD3,sp|Q9NYL9|TMOD3_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YKU1|H0YKU1_HUMAN Tropomodulin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YNJ8|H0YNJ8_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,1,1,3.1,352
PSMA4,0.2601791065,0.276484321982175,0,P25789;H0YMZ1;H0YL69;H0YMA1;H0YMI6;H0YN18;H0YLS6;H0YLC2;H0YKT8;H0YKS0,P25789;H0YMZ1;H0YL69;H0YMA1;H0YMI6;H0YN18;H0YLS6;H0YLC2;H0YKT8,7;7;7;6;5;5;4;4;4;2,7;7;7;6;5;5;4;4;4;2,7;7;7;6;5;5;4;4;4;2,Proteasome subunit alpha type-4;Proteasome subunit alpha type;Proteasome subunit beta type,PSMA4,sp|P25789|PSA4_HUMAN Proteasome subunit alpha type-4 OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1;tr|H0YMZ1|H0YMZ1_HUMAN Proteasome subunit alpha type (Fragment) OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=8;tr|H0YL69|H0YL69_HUMAN Proteasome subunit alpha type ,7,7,43.3,261
IDH3A,1.5705988191,0.0416118457160477,1,P50213;H0YL72;H0YM46;H0YNF5;H0YMU3,P50213;H0YL72,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",IDH3A,"sp|P50213|IDH3A_HUMAN Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3A PE=1 SV=1;tr|H0YL72|H0YL72_HUMAN Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3A PE=1 SV=1",3,3,8.7,366
RPS27;RPS27L,0.7849097019,0.0167919515074957,0,P42677;Q71UM5;H0YMV8;C9JLI6;C9J1C5,P42677;Q71UM5;H0YMV8;C9JLI6,3;3;3;2;1,3;3;3;2;1,3;3;3;2;1,40S ribosomal protein S27;40S ribosomal protein S27-like,RPS27;RPS27L,sp|P42677|RS27_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3;sp|Q71UM5|RS27L_HUMAN 40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3;tr|H0YMV8|H0YMV8_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=9,3,3,26.2,84
ANP32A,0.4436045594,0.167334376410648,0,P39687;H0YN26;H7BZ09;O43423,P39687;H0YN26,7;7;3;1,7;7;3;1,6;6;3;1,Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A,sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1;tr|H0YN26|H0YN26_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1,7,6,38.2,249
DUT,0.3457503358,0.260434393291678,0,P33316;H0YNW5;A0A0C4DGL3;H0YKC5;H0YMP1;H0YMM5;H0YNJ9;H0YKI0,P33316;H0YNW5;A0A0C4DGL3;H0YKC5;H0YMP1;H0YMM5;H0YNJ9;H0YKI0,5;5;4;4;3;3;3;3,5;5;4;4;3;3;3;3,5;5;4;4;3;3;3;3,"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,"sp|P33316|DUT_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4;tr|H0YNW5|H0YNW5_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=1;tr|A0A0C4DGL3|A0A0",5,5,26.2,252
AKR7A2,1.4783556359,0.00152505523724356,1,O43488;H3BLU7;Q8NHP1;A0A499FJT0;O95154;H7C5H7,O43488;H3BLU7,6;6;2;2;1;1,6;6;2;2;1;1,6;6;2;2;1;1,Aflatoxin B1 aldehyde reductase member 2,AKR7A2,sp|O43488|ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3;tr|H3BLU7|H3BLU7_HUMAN Aflatoxin B1 aldehyde reductase member 2 (Fragment) OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=1,6,6,27,359
RNPS1,-0.5433238766,0.19540227229139,0,Q15287;H3BV80;H3BMM9;H3BTC0;H3BPG5;H3BMS0,Q15287;H3BV80;H3BMM9;H3BTC0;H3BPG5;H3BMS0,4;4;4;4;3;3,4;4;4;4;3;3,4;4;4;4;3;3,RNA-binding protein with serine-rich domain 1,RNPS1,sp|Q15287|RNPS1_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1;tr|H3BV80|H3BV80_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=2;tr|H3BMM9|H3BMM9_HUMAN RNA-bindin,4,4,15.7,305
HN1L,0.4336498518,0.144738173025296,0,Q9H910;H3BMV3;H3BMM8;B4E1P3;A6NGP5;H3BMT0;H3BTV5;H3BU16;H3BS08,Q9H910;H3BMV3;H3BMM8;B4E1P3;A6NGP5;H3BMT0;H3BTV5;H3BU16,6;6;4;4;4;3;3;3;2,6;6;4;4;4;3;3;3;2,6;6;4;4;4;3;3;3;2,Hematological and neurological expressed 1-like protein,HN1L,sp|Q9H910|JUPI2_HUMAN Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;tr|H3BMV3|H3BMV3_HUMAN Jupiter microtubule-associated homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;tr|H3BMM8|H3BMM8_HUMAN Jupiter mic,6,6,45.8,190
RPS17,0.2434958893,0.341919575888171,0,P08708;H3BNC9;H0YN88;A0A075B716;H0YN73;A0A0J9YYC4,P08708;H3BNC9;H0YN88;A0A075B716,13;13;11;11;6;2,13;13;11;11;6;2,13;13;11;11;6;2,40S ribosomal protein S17,RPS17,sp|P08708|RS17_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2;tr|H3BNC9|H3BNC9_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=2;tr|H0YN88|H0YN88_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=,13,13,71.9,135
HEXA,-0.3723344381,0.341057326431519,0,P06865;H3BS10;H3BP20;H3BU85;H3BTD4,P06865;H3BS10;H3BP20;H3BU85;H3BTD4,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Beta-hexosaminidase subunit alpha;Beta-hexosaminidase,HEXA,sp|P06865|HEXA_HUMAN Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2;tr|H3BS10|H3BS10_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=1;tr|H3BP20|H3BP20_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA,2,2,4.2,529
