Gene_names,SMU1_vs_BirA_logFC,SMU1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_SMU1_N1,Peptides_SMU1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_SMU1_N1,Razor___unique_peptides_SMU1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_SMU1_N1,Unique_peptides_SMU1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_SMU1_N1,Identification_type_SMU1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_SMU1_N1,Ratio_H_L_SMU1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_SMU1_N1,Ratio_H_L_normalized_SMU1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____SMU1_N1,Ratio_H_L_variability_____SMU1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_SMU1_N1,Ratio_H_L_count_SMU1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_SMU1_N1,Ratio_H_L_iso_count_SMU1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_SMU1_N1,Ratio_H_L_type_SMU1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_SMU1_N1____,Sequence_coverage_SMU1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_SMU1_N1,Intensity_L_SMU1_N1,Intensity_H_SMU1_N1,Intensity_SMU1_N2,Intensity_L_SMU1_N2,Intensity_H_SMU1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_SMU1_N1,metacell_Intensity_L_SMU1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
RPL9,1.08382532696101,0.00685693523093767,P32969;D6RAN4;A0A2R8Y5Y7;E7ESE0;H0Y9V9;H0Y9R4,P32969;D6RAN4;A0A2R8Y5Y7;E7ESE0;H0Y9V9,15;13;13;11;8;5,15;13;13;11;8;5,15;13;13;11;8;5,60S ribosomal protein L9,sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1;tr|D6RAN4|D6RAN4_HUMAN 60S ribosomal protein L9 (Fragment) OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=8;tr|A0A2R8Y5Y7|A0A2R8Y5Y7_HUMAN 60S ribosomal protein L9 OS=Homo sapi,6,15,15,15,8,9,9,8,8,9,9,8,8,9,9,8,59.9,59.9,59.9,21.863,192,192;181;220;166;113;90,0.0,51.995,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30266,0.81729,17.72,41,27,Leave out requantified,0.28897,0.31335,0.066099,0.073478,0.91886,0.76432,0.084113,0.09799,15.388,18.175,74.781,92.886,11,10,11,9,5,2,11,9,Leave out requantified,Leave out requantified,Median,Median,43.8,43.8,52.6,36.5,3526200000,3105700000,420500000,553410000,420270000,133140000,608720000,453530000,155200000,1217900000,1148500000,69378000,1146100000,1083400000,62785000,,,,1514,2404;2405;3870;3871;5493;7430;7431;10603;11145;11146;13930;14334;14335;14370;14946,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,3086;3087;3088;4906;4907;7007;7008;9459;9460;9461;9462;13406;14050;14051;14052;17399;17893;17894;17895;17944;18642;18643,7319;7320;7321;7322;7323;7324;7325;7326;11372;11373;11374;11375;16133;16134;16135;16136;16137;16138;21720;21721;21722;21723;30722;32148;32149;32150;32151;32152;32153;39850;39851;41057;41058;41059;41060;41061;41062;41063;41064;41065;41066;41067;41192;41193;42790;42791,12361;12362;12363;12364;12365;12366;12367;12368;12369;12370;12371;18640;18641;18642;18643;18644;18645;18646;18647;18648;26348;26349;26350;26351;26352;26353;26354;26355;26356;26357;26358;35500;35501;35502;35503;49651;49652;49653;49654;51931;51932;51933;51934;51935;51936;64459;64460;64461;64462;66643;66644;66645;66646;66647;66648;66649;66650;66651;66652;66653;66654;66655;66656;66657;66658;66659;66660;66661;66662;66663;66664;66923;66924;69609;69610,12365;12371;18641;18648;26350;35502;35503;49654;51931;51936;64461;66660;66664;66923;69610,1237;1238;1239,,28;82;121,,-1;-1;-1;-1;-1;-1,protein_1515,quanti,quanti,quanti,quanti
KIF5B,-0.290083667467606,0.452801795302604,P33176,P33176,13,13,9,Kinesin-1 heavy chain,sp|P33176|KINH_HUMAN Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,1,13,13,9,4,7,4,4,4,7,4,4,3,4,3,3,16.7,16.7,11.6,109.68,963,963,0.0,23.744,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37627,1.0527,21.497,16,8,Leave out requantified,0.37963,0.38301,0.12205,0.29747,1.2669,0.99597,0.13098,0.3155,12.143,20.865,38.813,129.03,3,6,3,4,1,0,3,4,Plateau,Leave out requantified,Plateau,Median,6.0,9.9,5.0,5.2,529020000,400350000,128670000,96873000,68566000,28307000,199440000,138510000,60938000,94030000,86221000,7808400,138670000,107050000,31615000,,,,1516,337;3219;4068;4636;6629;6954;8398;8608;8768;13344;13766;14221;14850,True;True;True;True;True;True;True;True;True;True;True;True;True,412;4114;5141;5877;8492;8872;10743;10980;11183;16712;17208;17747;18522,1008;9638;11881;13550;13551;19597;19598;20424;20425;24731;24732;25290;25778;38212;39382;39383;40683;42492;42493,1756;15942;19488;22320;22321;32085;32086;32087;32088;32089;32090;32091;33385;33386;40204;40205;40206;40207;41102;41947;61757;63674;63675;65942;69085;69086,1756;15942;19488;22320;32091;33385;40204;41102;41947;61757;63675;65942;69086,,,,,-1,protein_1517,quanti,quanti,quanti,quanti
CKS2,-18.1306067938955,0.000155407284089181,P33552,P33552,3,3,3,Cyclin-dependent kinases regulatory subunit 2,sp|P33552|CKS2_HUMAN Cyclin-dependent kinases regulatory subunit 2 OS=Homo sapiens OX=9606 GN=CKS2 PE=1 SV=1,1,3,3,3,3,2,0,0,3,2,0,0,3,2,0,0,69.6,69.6,69.6,9.8602,79,79,0.0,5.5562,By MS/MS,By MS/MS,,,3.1753,8.7894,54.096,4,3,Median,3.4495,2.3804,,,9.214,4.5428,,,38.494,,,,3,1,0,0,2,1,0,0,Median,Median,Median,Median,69.6,45.6,0.0,0.0,175360000,21135000,154220000,102710000,19301000,83410000,72646000,1833900,70812000,0,0,0,0,0,0,,,,1517,753;8590;14300,True;True;True,932;10962;17843,2249;25246;25247;40935;40936,3758;41035;41036;66397;66398,3758;41035;66398,,,,,-1,protein_1518,imputed MEC,imputed MEC,quanti,quanti
MCM7,-1.91180203982132,0.00166652627223816,P33993;C9J8M6,P33993,23;6,23;6,23;6,DNA replication licensing factor MCM7,sp|P33993|MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4,2,23,23,23,21,18,6,6,21,18,6,6,21,18,6,6,45.3,45.3,45.3,81.307,719,719;183,0.0,146.39,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.1591,3.331,23.876,53,16,Leave out requantified,0.93579,1.3942,0.45079,0.2516,2.983,3.6875,0.49274,0.24903,25.226,24.065,98.952,107.92,22,19,6,6,5,1,5,5,Leave out requantified,Leave out requantified,Median,Median,41.4,35.9,12.8,12.9,2360300000,1223900000,1136400000,902740000,488450000,414290000,1027900000,438660000,589230000,215620000,142900000,72721000,214070000,153870000,60199000,,,,1518,363;642;1145;3109;3469;3628;3815;4609;5136;5311;6004;8291;9231;10738;10788;12258;13094;13205;13507;13554;13555;14499;14726,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,448;793;1474;3985;4417;4612;4834;5844;6562;6775;7723;10614;11755;13564;13623;15410;16396;16537;16908;16963;16964;18106;18376,1086;1087;1088;1886;1887;3542;3543;3544;9349;9350;10245;10687;10688;11212;11213;13486;13487;15163;15164;15625;17804;17805;17806;17807;24435;24436;24437;24438;27064;27065;31055;31176;31177;31178;31179;35125;35126;37459;37460;37766;37767;37768;37769;37770;38658;38659;38788;38789;38790;41571;41572;42141;42142,1888;1889;1890;1891;3132;3133;3134;3135;3136;5907;5908;5909;5910;5911;5912;15518;15519;15520;16842;16843;17539;17540;17541;18374;18375;22218;22219;22220;22221;22222;22223;22224;24876;24877;24878;24879;25553;29072;29073;29074;29075;29076;29077;29078;29079;29080;29081;29082;29083;39738;39739;39740;39741;43942;43943;43944;50158;50332;50333;50334;50335;50336;50337;50338;50339;50340;50341;56708;56709;56710;60562;60563;60564;60565;60566;60567;60568;61062;61063;61064;61065;61066;61067;61068;61069;62522;62523;62524;62720;62721;62722;67590;67591;67592;67593;68498;68499;68500;68501;68502;68503;68504,1891;3135;5908;15520;16843;17539;18374;22222;24877;25553;29079;39741;43943;50158;50338;56709;60563;61066;62522;62720;62722;67590;68502,,,,,-1;-1,protein_1519,quanti,quanti,quanti,quanti
SHMT1,-21.6597795748185,5.65006153171335e-08,P34896;J3KRZ5;J3KRK5,P34896,5;2;1,4;2;1,4;2;1,"Serine hydroxymethyltransferase, cytosolic","sp|P34896|GLYC_HUMAN Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1",3,5,4,4,4,3,1,1,4,3,0,0,4,3,0,0,19.5,16.6,16.6,53.082,483,483;167;128,0.0,5.6501,By MS/MS,By MS/MS,By matching,By matching,0.50119,1.4723,30.695,7,4,Median,0.44193,0.61914,,,1.1664,1.5138,,,34.816,6.652,,,4,3,0,0,2,2,0,0,Median,Median,Median,Median,16.6,12.0,2.9,2.9,206130000,137400000,68727000,92460000,67285000,25175000,113670000,70115000,43551000,0,0,0,0,0,0,,,,1519,1225;1970;6934;8575;8712,True;True;False;True;True,1580;2520;8848;10945;11112,3804;3805;6059;20369;20370;25210;25211;25609;25610,6379;10282;10283;33289;33290;33291;33292;33293;40979;40980;41648;41649;41650,6379;10282;33291;40980;41650,,,,,-1;-1;-1,protein_1520,imputed MEC,imputed MEC,quanti,quanti
SHMT2,-0.247170476873954,0.337627520229672,P34897;H0YIZ0;G3V2Y4;G3V5L0;G3V4W5;G3V540;G3V241;G3V3Y8;G3V4T0;G3V4X0;G3V2W0;G3V2E4;G3V2D2,P34897;H0YIZ0,30;17;14;11;10;8;6;6;6;6;6;6;1,30;17;14;11;10;8;6;6;6;6;6;6;1,28;17;13;9;8;6;5;5;5;5;5;5;0,"Serine hydroxymethyltransferase, mitochondrial;Serine hydroxymethyltransferase","sp|P34897|GLYM_HUMAN Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3;tr|H0YIZ0|H0YIZ0_HUMAN Serine hydroxymethyltransferase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=1",13,30,30,28,19,18,23,20,19,18,23,20,19,18,21,18,59.9,59.9,55.8,55.992,504,504;264;234;215;237;192;142;147;149;159;160;171;52,0.0,189.5,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35139,1.0353,19.067,89,54,Leave out requantified,0.2955,0.38554,0.13128,0.11107,1.0518,1.0704,0.14538,0.10716,18.301,20.262,111.21,106.37,20,20,28,21,3,2,28,21,Leave out requantified,Leave out requantified,Median,Median,50.8,39.7,50.6,44.2,7087100000,5726000000,1361100000,1691900000,1299100000,392800000,2159600000,1539400000,620160000,1782300000,1590500000,191790000,1453300000,1296900000,156380000,,,,1520,118;119;541;755;1342;3496;3497;4937;5526;5580;6689;6934;6935;8416;8711;9424;10834;11873;12609;12610;12831;12911;14251;15673;15674;15823;15824;15825;17471;17472,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,140;141;142;662;663;936;937;1731;1732;4446;4447;4448;6287;7051;7131;7132;8563;8848;8849;10764;11110;11111;11990;13682;14925;15829;15830;16076;16178;17781;17782;19568;19569;19776;19777;19778;19779;19780;21808;21809,333;334;335;336;337;338;339;340;341;342;1584;1585;1586;1587;1588;2254;2255;2256;2257;4175;4176;4177;4178;4179;4180;10303;10304;10305;10306;10307;10308;10309;14488;16227;16228;16448;16449;16450;16451;16452;16453;16454;16455;16456;16457;19754;19755;19756;19757;20369;20370;20371;20372;20373;24779;24780;24781;24782;25605;25606;25607;25608;27560;31352;34091;34092;36100;36101;36102;36103;36666;36667;36668;36669;36929;36930;36931;36932;40756;40757;45012;45013;45014;45015;45016;45017;45527;45528;45529;45530;45531;45532;45533;45534;45535;45536;50188;50189;50190;50191;50192;50193;50194,558;559;560;561;562;563;564;565;566;567;568;569;570;571;572;573;574;575;2656;2657;2658;2659;2660;3763;3764;3765;3766;7050;7051;7052;7053;7054;7055;7056;7057;7058;7059;7060;16926;16927;16928;16929;16930;16931;16932;16933;16934;16935;16936;16937;23739;23740;23741;23742;26495;26496;26873;26874;26875;26876;26877;26878;26879;26880;26881;26882;26883;26884;26885;26886;26887;26888;32353;32354;32355;32356;32357;33289;33290;33291;33292;33293;33294;33295;33296;33297;40281;40282;40283;40284;40285;40286;40287;40288;40289;40290;40291;40292;41638;41639;41640;41641;41642;41643;41644;41645;41646;41647;44636;44637;50620;55152;55153;55154;58336;58337;58338;58339;58340;58341;58342;59226;59227;59228;59229;59230;59231;59666;59667;59668;59669;59670;59671;66053;66054;66055;73316;73317;73318;73319;73320;73321;73322;74127;74128;74129;74130;74131;74132;74133;74134;74135;74136;74137;74138;74139;74140;74141;74142;74143;74144;74145;74146;74147;74148;74149;74150;74151;74152;81655;81656;81657;81658;81659;81660,560;571;2658;3765;7051;16931;16936;23742;26496;26874;32353;33291;33297;40287;41643;44637;50620;55153;58337;58341;59226;59668;66054;73318;73321;74131;74140;74151;81658;81659,1240,,356,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1521,quanti,quanti,quanti,quanti
HSPA4,-0.215153302564413,0.34792494015255,P34932;A0A087WTS8,P34932;A0A087WTS8,54;36,54;36,10;0,Heat shock 70 kDa protein 4,sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4;tr|A0A087WTS8|A0A087WTS8_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=1,2,54,54,10,31,31,32,32,31,31,32,32,4,6,7,6,59.4,59.4,10.2,94.33,840,840;475,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30468,0.91023,17.784,133,87,Leave out requantified,0.27041,0.32005,0.11147,0.13144,0.87191,0.89706,0.13397,0.17253,17.778,19.962,97.278,120.91,34,32,33,34,12,9,32,34,Leave out requantified,Leave out requantified,Median,Median,40.7,46.0,40.6,42.6,12391000000,10045000000,2345600000,2873600000,2206000000,667670000,3711200000,2736500000,974690000,2870200000,2567200000,302950000,2935700000,2535500000,400250000,,,,1522,549;550;620;621;2295;2960;3231;3261;3674;3880;4065;4276;4438;4439;4871;6478;6979;6980;7417;7418;8311;8312;8834;8867;9255;9263;10546;10547;11062;11090;11159;11201;11202;11291;11292;11355;11739;12023;12181;12259;12496;13026;13439;13571;13572;13780;13781;13874;15337;15777;15997;16224;16743;16744,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,672;673;764;765;766;2935;3788;4130;4165;4666;4917;5137;5386;5601;5602;5603;5604;5605;6198;6199;6200;8297;8901;8902;9441;9442;10638;10639;11275;11317;11318;11788;11796;13331;13332;13333;13952;13953;13988;14067;14115;14116;14216;14217;14288;14289;14756;15104;15304;15411;15692;16319;16829;16984;16985;16986;17224;17225;17334;19122;19719;19996;20269;20923;20924,1603;1604;1605;1606;1821;1822;1823;1824;1825;1826;1827;1828;6968;6969;6970;6971;8903;9669;9670;9671;9672;9743;9744;10817;10818;11392;11393;11394;11868;11869;11870;11871;11872;11873;12438;12439;12901;12902;12903;12904;12905;12906;12907;12908;14306;14307;14308;14309;14310;14311;14312;14313;19133;20496;20497;20498;20499;21673;21674;21675;21676;21677;21678;21679;24491;24492;24493;24494;25989;25990;25991;25992;26090;26091;26092;26093;27130;27143;30565;30566;30567;30568;30569;31932;31933;31934;31935;31936;31937;32013;32185;32287;32288;32529;32530;32531;32532;32684;32685;32686;33733;34484;34904;34905;34906;35127;35768;35769;37273;38485;38486;38487;38488;38838;38839;38840;38841;38842;39412;39413;39414;39415;39416;39417;39689;39690;39691;39692;39693;39694;39695;39696;43899;43900;45387;45388;45389;45390;46055;46691;46692;46693;48230;48231;48232;48233;48234;48235;48236,2683;2684;2685;3029;3030;3031;3032;3033;3034;3035;3036;3037;3038;3039;3040;3041;3042;3043;3044;3045;3046;11740;11741;11742;11743;11744;14815;15991;15992;15993;15994;15995;15996;16090;16091;17737;17738;17739;18673;18674;18675;18676;18677;18678;18679;19470;19471;19472;19473;19474;20409;20410;20411;20412;21201;21202;21203;21204;21205;21206;21207;21208;21209;21210;21211;21212;21213;21214;21215;21216;21217;21218;21219;21220;23489;23490;23491;23492;23493;23494;23495;23496;23497;31375;33512;33513;33514;33515;33516;35424;35425;35426;35427;35428;35429;35430;35431;35432;39825;39826;39827;39828;39829;39830;42230;42231;42232;42233;42381;42382;42383;42384;42385;44036;44037;44049;49413;49414;49415;49416;49417;49418;49419;51593;51594;51595;51596;51597;51598;51599;51600;51601;51602;51603;51604;51732;51733;51734;51981;52123;52124;52537;52538;52539;52540;52541;52542;52543;52544;52819;52820;52821;54567;54568;55752;56387;56388;56389;56711;57787;57788;57789;57790;60221;60222;62212;62213;62214;62215;62216;62795;62796;62797;62798;62799;62800;63724;63725;63726;63727;63728;63729;63730;63731;63732;64206;64207;64208;64209;64210;64211;64212;64213;64214;64215;64216;64217;64218;64219;64220;64221;64222;64223;64224;71512;71513;71514;71515;71516;73908;73909;73910;73911;73912;73913;75058;76091;76092;76093;76094;78612;78613;78614;78615;78616;78617;78618;78619;78620,2683;2685;3035;3044;11740;14815;15996;16090;17737;18676;19470;20410;21208;21220;23495;31375;33512;33516;35428;35430;39828;39830;42233;42381;44036;44049;49417;49418;51598;51734;51981;52123;52124;52537;52544;52820;54567;55752;56387;56711;57790;60222;62215;62795;62796;63724;63729;64209;71513;73913;75058;76093;78615;78617,38;39;40;41;42;43;44;1241;1242,10,53;61;305;356;388;430;686;704;787,309,-1;-1,protein_1523,quanti,quanti,quanti,quanti
GPC1,-19.7928954949173,6.3257399603705e-08,P35052;C9J4Y6;H7BZE9;H7C024;H7C410,P35052;C9J4Y6;H7BZE9;H7C024;H7C410,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Glypican-1;Secreted glypican-1,sp|P35052|GPC1_HUMAN Glypican-1 OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2;tr|C9J4Y6|C9J4Y6_HUMAN Glypican-1 (Fragment) OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=1;tr|H7BZE9|H7BZE9_HUMAN Glypican-1 (Fragment) OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2;tr|H7C02,5,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,5.2,5.2,5.2,61.68,558,558;156;162;294;486,0.0,4.6653,By MS/MS,By MS/MS,,,1.3171,3.184,1.7354,4,0,Leave out requantified,1.0149,1.7094,,,2.5989,3.9008,,,0.0026373,3.4734,,,2,2,0,0,0,0,0,0,Median,Median,Median,Median,5.2,5.2,0.0,0.0,92803000,37788000,55015000,36679000,17354000,19325000,56124000,20434000,35691000,0,0,0,0,0,0,,,,1523,4602;15942,True;True,5835;19928,13462;13463;45874;45875,22176;22177;22178;22179;22180;22181;22182;22183;74740;74741;74742,22183;74740,,,,,-1;-1;-1;-1;-1,protein_1524,imputed MEC,imputed MEC,quanti,quanti
PHB,-0.200579571468598,0.468395627888362,P35232;C9JW96;C9JZ20;E7ESE2;E9PCW0;D6RBK0,P35232;C9JW96;C9JZ20;E7ESE2;E9PCW0,25;22;19;19;19;11,25;22;19;19;19;11,25;22;19;19;19;11,Prohibitin,sp|P35232|PHB_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;tr|C9JW96|C9JW96_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=2;tr|C9JZ20|C9JZ20_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;tr|E7ESE2|E7,6,25,25,25,18,20,17,12,18,20,17,12,18,20,17,12,84.9,84.9,84.9,29.804,272,272;246;201;202;216;124,0.0,181.03,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29444,0.8772,13.3,67,32,Leave out requantified,0.27489,0.31566,0.05938,0.10289,0.96753,0.89096,0.089183,0.12823,23.286,13.317,96.857,119.58,19,22,13,13,3,3,13,13,Leave out requantified,Leave out requantified,Median,Median,72.4,76.8,66.5,45.6,9019100000,7613200000,1405900000,1893300000,1452100000,441200000,3100600000,2312700000,787880000,2081200000,2010000000,71189000,1944000000,1838300000,105680000,,,,1524,66;104;111;219;2616;3609;3610;3740;4092;5463;6211;6212;6557;7323;7613;11280;11723;11724;12250;13603;13919;15377;15378;15936;15937,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,73;118;128;129;259;3351;3352;4587;4588;4589;4739;5168;6970;7955;7956;8397;9315;9713;9714;9715;14202;14738;14739;15399;17022;17387;19173;19174;19921;19922,175;176;177;178;179;180;283;284;285;306;307;308;598;7904;7905;7906;7907;7908;7909;10629;10630;10631;10632;10633;10634;10996;11941;11942;16059;16060;18294;18295;18296;18297;18298;18299;19391;19392;19393;19394;21406;21407;22293;22294;22295;22296;22297;22298;32497;32498;32499;32500;32501;32502;32503;33696;33697;33698;33699;33700;33701;33702;35099;38929;38930;38931;38932;38933;38934;39822;39823;44023;44024;44025;44026;45858;45859;45860;45861;45862,278;279;280;281;282;283;284;285;286;472;473;474;475;476;477;478;513;514;515;516;517;518;519;987;13237;13238;13239;13240;13241;13242;13243;13244;17447;17448;17449;17450;17451;17452;17453;17454;17455;17456;18029;19589;19590;19591;26247;26248;26249;26250;29825;29826;29827;29828;29829;29830;29831;29832;29833;29834;29835;29836;29837;29838;29839;29840;31749;31750;31751;31752;31753;31754;31755;31756;31757;31758;31759;31760;31761;31762;31763;31764;31765;31766;31767;35024;35025;36441;36442;36443;36444;36445;36446;36447;36448;36449;36450;52472;52473;52474;52475;52476;52477;52478;52479;52480;52481;52482;52483;52484;52485;52486;52487;52488;52489;52490;52491;54520;54521;54522;54523;54524;54525;54526;54527;54528;54529;54530;54531;56669;56670;56671;62929;62930;62931;62932;62933;62934;62935;62936;64413;64414;64415;64416;64417;64418;71700;71701;71702;71703;74713;74714;74715;74716;74717;74718;74719;74720;74721,280;477;519;987;13238;17453;17456;18029;19590;26250;29825;29839;31753;35024;36446;52486;54522;54528;56669;62933;64413;71701;71703;74713;74721,1243;1244;1245,,4;128;240,,-1;-1;-1;-1;-1;-1,protein_1525,quanti,quanti,quanti,quanti
RPA3,1.23955613540381,0.293671808311021,P35244;B5MC59,P35244,3;1,3;1,3;1,Replication protein A 14 kDa subunit,sp|P35244|RFA3_HUMAN Replication protein A 14 kDa subunit OS=Homo sapiens OX=9606 GN=RPA3 PE=1 SV=1,2,3,3,3,2,2,1,2,2,2,1,2,2,2,1,2,36.4,36.4,36.4,13.569,121,121;82,0.0,5.0777,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32444,0.46218,116.82,4,2,Median,0.58525,0.62836,0.11314,0.17986,1.1174,1.234,0.13093,0.19118,,,,,1,1,1,1,0,0,1,1,Median,Median,Median,Median,20.7,20.7,6.6,29.8,85890000,68386000,17504000,7847500,5025300,2822100,14286000,8144900,6141300,7047400,6856700,190660,56709000,48359000,8350100,,,,1525,6402;6732;15297,True;True;True,8191;8620;19076,18847;18848;18849;19886;43811;43812;43813,30815;30816;30817;30818;30819;30820;32573;71382;71383;71384;71385,30816;32573;71382,,,,,-1;-1,protein_1526,quanti,quanti,quanti,quanti
RFC2,-1.79787025538132,0.017575915353863,P35250;A0A087WVY3;H7C5P4,P35250;A0A087WVY3;H7C5P4,6;4;3,6;4;3,6;4;3,Replication factor C subunit 2,sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3;tr|A0A087WVY3|A0A087WVY3_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=1;tr|H7C5P4|H7C5P4_HUMAN Replication factor C subunit 2 (Fra,3,6,6,6,6,2,2,2,6,2,2,2,6,2,2,2,22.0,22.0,22.0,39.157,354,354;251;198,0.0,9.8174,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36011,1.0939,6.6364,8,4,Leave out requantified,0.34163,0.41933,0.24167,0.1789,1.0539,1.0964,0.25265,0.17845,157.15,3.6647,,,4,2,1,1,2,0,1,1,Median,Median,Median,Median,22.0,9.9,7.6,7.6,1564800000,236840000,1328000000,1408200000,116080000,1292100000,87975000,61961000,26014000,34944000,29099000,5844200,33696000,29705000,3991800,,,,1526,3005;3550;5712;9773;14874;17407,True;True;True;True;True;True,3842;4518;7318;12401;18552;21732,9008;9009;10470;10471;10472;10473;16891;28449;28450;28451;42571;50017,14963;14964;14965;17197;17198;17199;17200;17201;17202;17203;17204;17205;27619;45951;45952;45953;69228;81389;81390,14965;17202;27619;45951;69228;81390,,,,,-1;-1;-1,protein_1527,quanti,quanti,quanti,quanti
