Gene_names,KATNB1_vs_zBirA_logFC,KATNB1_vs_zBirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_KATNB1_N1,Peptides_KATNB1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_KATNB1_N1,Razor___unique_peptides_KATNB1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_KATNB1_N1,Unique_peptides_KATNB1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_KATNB1_N1,Identification_type_KATNB1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_KATNB1_N1,Ratio_H_L_KATNB1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_KATNB1_N1,Ratio_H_L_normalized_KATNB1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____KATNB1_N1,Ratio_H_L_variability_____KATNB1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_KATNB1_N1,Ratio_H_L_count_KATNB1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_KATNB1_N1,Ratio_H_L_iso_count_KATNB1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_KATNB1_N1,Ratio_H_L_type_KATNB1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_KATNB1_N1____,Sequence_coverage_KATNB1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_KATNB1_N1,Intensity_L_KATNB1_N1,Intensity_H_KATNB1_N1,Intensity_KATNB1_N2,Intensity_L_KATNB1_N2,Intensity_H_KATNB1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_KATNB1_N1,metacell_Intensity_L_KATNB1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
PIN4,2.03938534094249,0.0038697866837472,Q9Y237;H0Y4T6;J3KMW3;H0Y610;H0Y8P6;A0A494C021,Q9Y237,4;1;1;1;1;1,4;1;1;1;1;1,4;1;1;1;1;1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,sp|Q9Y237|PIN4_HUMAN Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens OX=9606 GN=PIN4 PE=1 SV=1,6,4,4,4,1,1,3,3,1,1,3,3,1,1,3,3,42.7,42.7,42.7,13.81,131,131;84;86;95;108;117,0.0,9.3514,By MS/MS,By matching,By MS/MS,By MS/MS,0.64722,1.2454,24.812,8,0,Leave out requantified,0.58301,0.71322,0.60986,0.61289,1.4767,1.4186,1.0773,1.1284,,,34.385,19.623,1,1,3,3,0,0,0,0,Median,Median,Leave out requantified,Leave out requantified,9.2,9.2,42.0,42.0,297490000,183920000,113570000,17261000,11680000,5580900,15180000,8911200,6268900,142220000,84344000,57878000,122830000,78988000,43839000,,,,2828,4674;4675;4984;6609,True;True;True;True,4990;4991;5313;7085,13012;13013;13014;13015;13817;13818;18653;18654,27087;27088;27089;28738;28739;28740;28741;39110;39111,27087;27089;28739;39111,,,,,-1;-1;-1;-1;-1;-1,protein_2829,quanti,quanti,quanti,quanti
GINS2,19.093409365554,2.06377127671773e-05,Q9Y248;M0QXS3;M0R043,Q9Y248;M0QXS3;M0R043,2;1;1,2;1;1,2;1;1,DNA replication complex GINS protein PSF2,sp|Q9Y248|PSF2_HUMAN DNA replication complex GINS protein PSF2 OS=Homo sapiens OX=9606 GN=GINS2 PE=1 SV=1;tr|M0QXS3|M0QXS3_HUMAN DNA replication complex GINS protein PSF2 (Fragment) OS=Homo sapiens OX=9606 GN=GINS2 PE=1 SV=1;tr|M0R043|M0R043_HUMAN DNA repl,3,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,20.0,20.0,20.0,21.427,185,185;51;69,0.008285,1.4172,,,By MS/MS,By MS/MS,0.64334,1.0541,13.119,4,0,Leave out requantified,,,0.68077,0.57697,,,1.1565,0.94698,,,10.712,,0,0,3,1,0,0,0,0,Median,Median,Plateau,Median,0.0,0.0,20.0,20.0,93347000,51547000,41800000,0,0,0,0,0,0,78063000,42354000,35709000,15283000,9192700,6090600,,,,2829,10187;11247,True;True,10962;12072,29357;29358;29359;32355;32356,61842;61843;68169;68170,61843;68170,,,,,-1;-1;-1,protein_2830,quanti,quanti,imputed MEC,imputed MEC
RUVBL1,0.114113286355654,0.552866316990185,Q9Y265;E7ETR0;H7C4G5;J3QLR1;H7C4I3,Q9Y265;E7ETR0,21;13;9;6;2,21;13;9;6;2,21;13;9;6;2,RuvB-like 1,sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1;tr|E7ETR0|E7ETR0_HUMAN RuvB-like helicase OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1,5,21,21,21,11,11,17,17,11,11,17,17,11,11,17,17,58.3,58.3,58.3,50.227,456,456;315;267;131;222,0.0,67.647,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42777,0.85115,17.804,70,17,Leave out requantified,0.29676,0.30041,0.52048,0.49939,0.96715,0.82441,0.91926,0.87871,21.326,14.163,12.57,17.658,14,13,22,21,3,3,5,6,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,32.0,32.0,48.7,47.4,4605000000,3181800000,1423200000,657200000,494850000,162350000,712010000,526110000,185900000,1775700000,1190400000,585240000,1460100000,970430000,489720000,,,,2830,1257;1258;1799;2268;3425;4305;6178;6664;8099;8374;9685;10196;14501;14762;17251;17669;17927;19710;19839;19840;21484,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1344;1345;1935;2442;3672;4597;6626;7143;8712;9011;10404;10971;15529;15800;18412;18861;19131;21037;21178;21179;22925,3637;3638;3639;3640;3641;3642;3643;3644;3645;3646;5333;5334;5335;5336;6744;6745;6746;6747;9798;9799;9800;9801;11972;17431;17432;17433;17434;17435;17436;17437;18797;18798;23112;23113;23114;23115;23925;23926;23927;27683;29383;41254;41255;41942;48814;48815;48816;48817;50072;50073;50074;50075;50076;50077;50078;50796;50797;50798;50799;56038;56039;56405;56406;56407;56408;60940;60941;60942;60943;60944;60945,7588;7589;7590;7591;7592;7593;7594;7595;7596;7597;7598;7599;7600;7601;7602;7603;7604;7605;7606;7607;7608;7609;7610;11310;11311;11312;11313;11314;11315;11316;11317;11318;11319;11320;14357;14358;14359;14360;14361;14362;14363;14364;14365;14366;20677;20678;20679;20680;20681;20682;24885;36685;36686;36687;36688;36689;36690;36691;36692;36693;36694;36695;36696;36697;36698;36699;39360;39361;39362;39363;39364;39365;39366;48779;48780;48781;48782;48783;48784;50484;50485;50486;50487;58266;61901;61902;86370;86371;86372;86373;87789;101976;101977;101978;101979;101980;101981;101982;105042;105043;105044;105045;105046;105047;105048;105049;105050;105051;106660;106661;106662;106663;106664;106665;106666;118061;118062;118909;118910;118911;118912;118913;118914;118915;118916;128462;128463;128464;128465;128466;128467;128468;128469;128470;128471,7589;7608;11312;14358;20678;24885;36695;39365;48784;50486;58266;61902;86370;87789;101976;105043;106661;118062;118912;118914;128471,,,,,-1;-1;-1;-1;-1,protein_2831,quanti,quanti,quanti,quanti
NUDC,-0.0655160941146633,0.826122805136095,Q9Y266;A0A0A0MSU9;A0A0A0MSS4,Q9Y266,9;3;2,9;3;2,9;3;2,Nuclear migration protein nudC,sp|Q9Y266|NUDC_HUMAN Nuclear migration protein nudC OS=Homo sapiens OX=9606 GN=NUDC PE=1 SV=1,3,9,9,9,7,5,6,6,7,5,6,6,7,5,6,6,28.7,28.7,28.7,38.242,331,331;186;133,0.0,35.025,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.57258,1.1369,25.905,25,3,Leave out requantified,0.33084,0.37851,0.67885,0.65192,1.1994,1.0514,1.2449,1.2056,15.097,54.153,20.887,25.234,8,6,5,6,1,2,0,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,24.2,14.8,20.2,23.6,4035800000,2603500000,1432300000,666970000,492740000,174230000,578730000,419440000,159290000,1439300000,860520000,578780000,1350800000,830780000,520030000,,,,2831,4949;8382;8397;9357;10895;10997;12442;12443;15212,True;True;True;True;True;True;True;True;True,5275;9019;9034;10052;11700;11811;13347;13348;16277,13713;13714;13715;23945;23946;23947;23948;23985;23986;26701;26702;26703;31293;31294;31295;31296;31645;31646;35617;35618;35619;35620;35621;43113;43114;43115,28494;28495;28496;28497;28498;28499;28500;28501;28502;28503;28504;28505;28506;50508;50509;50510;50511;50512;50513;50514;50515;50564;50565;50566;56284;56285;66037;66038;66039;66040;66041;66042;66043;66044;66045;66046;66047;66048;66049;66050;66051;66690;66691;66692;66693;74780;74781;74782;74783;74784;74785;74786;74787;90121;90122;90123;90124;90125,28499;50509;50564;56284;66042;66691;74784;74787;90122,,,,,-1;-1;-1,protein_2832,quanti,quanti,quanti,quanti
VDAC3,0.805331575087898,0.02682808838608,Q9Y277;E5RFP6;E5RJN6;E5RHZ6;E5RHE1;E5RFL1;E5RK27,Q9Y277;E5RFP6;E5RJN6;E5RHZ6;E5RHE1,9;6;6;6;5;3;3,9;6;6;6;5;3;3,9;6;6;6;5;3;3,Voltage-dependent anion-selective channel protein 3,sp|Q9Y277|VDAC3_HUMAN Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens OX=9606 GN=VDAC3 PE=1 SV=1;tr|E5RFP6|E5RFP6_HUMAN Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens OX=9606 GN=VDAC3 PE=1 SV=1;tr|E5RJN6|E5RJN6_HUMA,7,9,9,9,7,5,7,6,7,5,7,6,7,5,7,6,29.7,29.7,29.7,30.658,283,283;134;158;165;100;57;108,0.0,89.914,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.422,0.83323,39.393,25,10,Leave out requantified,0.23066,0.40263,0.45555,0.40588,0.80158,1.1112,0.80495,0.74616,41.784,32.728,48.246,43.77,7,5,7,6,4,3,1,2,Leave out requantified,Median,Leave out requantified,Leave out requantified,29.0,20.1,24.0,23.3,3090900000,2149800000,941080000,374420000,258340000,116080000,335580000,225550000,110030000,1424200000,973620000,450580000,956700000,692320000,264380000,,,,2832,2591;3327;6913;12048;12162;16173;18720;19788;21143,True;True;True;True;True;True;True;True;True,2785;3567;7412;12916;13041;17285;19962;21123;22561,7617;7618;9562;9563;19509;19510;34468;34469;34470;34471;34472;34795;34796;34797;45811;45812;45813;53067;53068;53069;56262;56263;56264;56265;60022;60023,16112;16113;16114;16115;20146;20147;40825;40826;72303;72304;72305;72306;72307;72308;72309;72310;73018;73019;73020;73021;73022;95819;95820;95821;111627;111628;111629;111630;111631;118565;118566;118567;118568;118569;118570;126362;126363;126364,16114;20146;40825;72307;73019;95821;111627;118566;126364,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2833,quanti,quanti,quanti,quanti
CFL2,0.303372899827938,0.490404244780296,Q9Y281;F8WDN3;G3V2U0,Q9Y281,19;6;2,9;5;2,9;5;2,Cofilin-2,sp|Q9Y281|COF2_HUMAN Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1,3,19,9,9,12,12,11,10,7,5,6,5,7,5,6,5,83.1,56.0,56.0,18.736,166,166;58;21,0.0,17.343,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44775,0.87764,21.861,25,8,Leave out requantified,0.30896,0.41896,0.49603,0.52322,0.86194,1.046,0.86941,0.92269,3.9682,18.483,22.206,21.881,7,4,7,7,4,0,2,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,69.9,71.1,69.3,63.9,1226200000,805020000,421140000,204520000,150120000,54394000,146020000,91118000,54897000,467280000,305590000,161690000,408360000,258200000,150170000,,,,2833,1924;1925;1926;2261;3572;4148;5226;9120;9153;9154;10543;11292;13001;13002;14676;16175;18952;20793;20794,True;True;True;True;False;False;True;True;False;False;True;True;False;False;True;False;False;False;False,2066;2067;2068;2433;3825;4428;5561;9792;9829;9830;11331;12122;13939;13940;13941;15709;17287;20204;22194;22195;22196,5712;5713;5714;5715;6713;6714;6715;10169;10170;11573;11574;11575;14458;14459;14460;25991;25992;25993;26078;26079;26080;26081;26082;30263;30264;30265;30266;32497;32498;32499;37114;37115;37116;37117;37118;37119;37120;37121;37122;41716;41717;41718;41719;41720;41721;45820;53665;59085;59086;59087;59088;59089;59090;59091,12130;12131;12132;12133;12134;12135;12136;14280;14281;14282;14283;14284;14285;14286;14287;21358;21359;21360;24085;24086;24087;24088;24089;24090;24091;24092;24093;30074;30075;30076;30077;30078;30079;54762;54763;54764;54940;54941;54942;54943;54944;54945;54946;54947;54948;54949;54950;63712;63713;63714;63715;63716;63717;68509;68510;68511;68512;68513;68514;77809;77810;77811;77812;77813;77814;77815;77816;77817;77818;77819;77820;77821;87333;87334;87335;87336;87337;87338;87339;87340;87341;87342;95835;112892;124460;124461;124462;124463;124464;124465;124466;124467;124468;124469;124470;124471;124472;124473;124474;124475;124476;124477;124478;124479;124480;124481;124482;124483;124484;124485;124486;124487;124488;124489;124490;124491;124492;124493,12130;12132;12136;14283;21360;24087;30075;54762;54942;54950;63712;68512;77814;77820;87335;95835;112892;124462;124493,116;117,,121;125,,-1;-1;-1,protein_2834,quanti,quanti,quanti,quanti
FARSA,1.63555016831414,0.0696452405065851,Q9Y285;K7ER00;K7EPH2;K7ER16;K7EK06;K7ERS0,Q9Y285;K7ER00;K7EPH2;K7ER16,6;5;4;3;2;1,6;5;4;3;2;1,6;5;4;3;2;1,Phenylalanine--tRNA ligase alpha subunit,sp|Q9Y285|SYFA_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3;tr|K7ER00|K7ER00_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=1;tr|K7EPH2|K7EPH2_HUMAN Phenylalanine--tRNA l,6,6,6,6,1,2,5,6,1,2,5,6,1,2,5,6,20.9,20.9,20.9,57.563,508,508;548;378;235;168;159,0.0,22.336,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3585,0.64352,22.862,15,1,Leave out requantified,0.30916,0.24622,0.43299,0.35227,0.95081,0.65931,0.77555,0.63318,,8.5795,24.529,27.777,1,2,5,7,0,0,0,1,Median,Median,Leave out requantified,Leave out requantified,2.2,4.9,18.1,20.9,831800000,563100000,268700000,28760000,19900000,8859900,97932000,74723000,23209000,382090000,256420000,125680000,323010000,212060000,110960000,,,,2834,371;3203;3228;4795;10573;16379,True;True;True;True;True;True,393;3436;3463;5117;11363;17501,1013;1014;1015;1016;9242;9243;9315;9316;9317;13334;13335;30356;30357;46398;46399,2168;2169;2170;2171;2172;2173;2174;2175;2176;2177;19534;19535;19536;19537;19538;19539;19540;19682;19683;19684;19685;19686;19687;19688;27712;27713;27714;27715;63927;63928;63929;63930;63931;97007;97008;97009,2170;19537;19682;27715;63931;97008,,,,,-1;-1;-1;-1;-1;-1,protein_2835,quanti,quanti,quanti,quanti
DRG1,-0.247685696898355,0.461206063090543,Q9Y295;H0YI06;F8WEE0,Q9Y295,4;1;1,4;1;1,4;1;1,Developmentally-regulated GTP-binding protein 1,sp|Q9Y295|DRG1_HUMAN Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1,3,4,4,4,3,2,1,2,3,2,1,2,3,2,1,2,13.4,13.4,13.4,40.542,367,367;56;63,0.0,8.4378,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.76678,1.6451,10.944,7,3,Leave out requantified,0.5314,0.6155,0.87708,0.89112,1.3679,1.5401,1.571,1.556,9.8243,20.276,,3.068,2,2,1,2,1,1,0,1,Median,Median,Median,Median,9.0,5.7,3.0,7.4,303400000,168470000,134930000,38232000,23950000,14282000,68890000,41349000,27541000,95974000,52058000,43916000,100310000,51117000,49191000,,,,2835,6522;7412;7788;7934,True;True;True;True,6997;7973;8367;8523,18440;21095;21096;22081;22082;22083;22084;22531,38737;44429;44430;46435;46436;46437;46438;46439;46440;46441;46442;46443;46444;47463,38737;44430;46436;47463,,,,,-1;-1;-1,protein_2836,quanti,quanti,quanti,quanti
NCKAP1,-2.09973153838554,0.0043633903410686,Q9Y2A7,Q9Y2A7,3,3,3,Nck-associated protein 1,sp|Q9Y2A7|NCKP1_HUMAN Nck-associated protein 1 OS=Homo sapiens OX=9606 GN=NCKAP1 PE=1 SV=1,1,3,3,3,2,2,1,1,2,2,1,1,2,2,1,1,3.8,3.8,3.8,128.79,1128,1128,0.0,2.7205,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48719,0.9526,32.169,6,5,Median,0.33335,0.50874,0.55202,1.1767,0.85847,1.0029,0.90895,1.9554,14.194,6.7545,,,2,2,1,1,2,1,1,1,Median,Median,Median,Median,2.5,2.6,1.2,1.2,122840000,76727000,46116000,37869000,27273000,10596000,36173000,24269000,11904000,32029000,17293000,14736000,16772000,7891400,8880200,,,,2836,10634;16399;16403,True;True;True,11425;17521;17525,30513;30514;46445;46456;46457;46458,64195;64196;64197;97108;97121;97122;97123,64196;97108;97121,,,,,-1,protein_2837,quanti,quanti,quanti,quanti
CNPY2,-0.628202791211642,0.253615673831144,Q9Y2B0;F8VXJ7;F8W031;H0YIH9;F8W1U5;F8VP03;F8W1K5;H0YI18,Q9Y2B0;F8VXJ7;F8W031;H0YIH9;F8W1U5;F8VP03,6;5;5;3;3;3;2;1,6;5;5;3;3;3;2;1,6;5;5;3;3;3;2;1,Protein canopy homolog 2,sp|Q9Y2B0|CNPY2_HUMAN Protein canopy homolog 2 OS=Homo sapiens OX=9606 GN=CNPY2 PE=1 SV=1;tr|F8VXJ7|F8VXJ7_HUMAN Protein canopy homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=CNPY2 PE=1 SV=1;tr|F8W031|F8W031_HUMAN DUF3456 domain-containing protein (Fragme,8,6,6,6,2,4,4,3,2,4,4,3,2,4,4,3,39.6,39.6,39.6,20.652,182,182;168;263;41;82;105;102;80,0.0,10.347,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.55457,1.0437,18.306,13,1,Leave out requantified,0.35004,0.49447,0.63728,0.54572,1.0184,1.2978,1.0437,1.0037,30.386,3.9308,12.903,20.229,2,4,4,3,0,1,0,0,Median,Leave out requantified,Leave out requantified,Leave out requantified,13.2,31.3,34.6,25.8,633130000,414500000,218630000,70710000,52871000,17839000,208720000,141270000,67454000,205960000,127430000,78535000,147730000,92936000,54797000,,,,2837,1488;1489;8396;13015;15397;17662,True;True;True;True;True;True,1601;1602;9033;13958;16465;18854,4390;4391;23982;23983;23984;37176;37177;43586;43587;43588;43589;50055;50056,9285;9286;9287;50558;50559;50560;50561;50562;50563;77920;77921;77922;91052;91053;91054;91055;91056;91057;91058;105003;105004,9285;9286;50559;77921;91054;105003,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_2838,quanti,quanti,quanti,quanti
MRPS28,-1.11809093582469,0.0331892682405109,Q9Y2Q9;H0YAT2;E5RGC7;H7C5V3;E5RFH3;E5RFT8;E5RK86,Q9Y2Q9;H0YAT2;E5RGC7;H7C5V3,5;4;3;3;2;1;1,3;2;2;1;2;1;1,3;2;2;1;2;1;1,"28S ribosomal protein S28, mitochondrial","sp|Q9Y2Q9|RT28_HUMAN 28S ribosomal protein S28, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS28 PE=1 SV=1;tr|H0YAT2|H0YAT2_HUMAN 28S ribosomal protein S28, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPS28 PE=1 SV=1;tr|E5RGC7|E5RGC7_HUMAN 28S ribo",7,5,3,3,4,4,2,2,2,2,1,1,2,2,1,1,39.6,24.6,24.6,20.843,187,187;143;103;162;125;86;108,0.0,3.7577,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.79797,1.9375,8.4791,7,1,Leave out requantified,1.3107,0.74969,1.0424,0.86301,4.3904,2.0066,1.8247,1.5632,92.604,3.5221,0.0,,2,2,2,1,1,0,0,0,Median,Median,Median,Median,25.1,34.8,10.7,10.7,305230000,142440000,162790000,77829000,26553000,51275000,88803000,48174000,40629000,93185000,44718000,48467000,45413000,22998000,22415000,,,,2842,727;4839;7282;11083;14263,True;True;False;True;False,768;5162;7824;7825;11900;15273,1981;1982;1983;1984;1985;13432;20676;20677;20678;31884;40615;40616;40617;40618,4045;4046;4047;4048;4049;4050;4051;27921;27922;43493;43494;43495;43496;43497;67155;85093;85094;85095;85096,4049;27922;43495;67155;85096,,81,,92,-1;-1;-1;-1;-1;-1;-1,protein_2843,quanti,quanti,quanti,quanti
POLDIP2,0.236121348165735,0.375169853814826,Q9Y2S7;B4DEM9,Q9Y2S7;B4DEM9,7;6,7;6,7;6,Polymerase delta-interacting protein 2,sp|Q9Y2S7|PDIP2_HUMAN Polymerase delta-interacting protein 2 OS=Homo sapiens OX=9606 GN=POLDIP2 PE=1 SV=1;tr|B4DEM9|B4DEM9_HUMAN Polymerase delta-interacting protein 2 OS=Homo sapiens OX=9606 GN=POLDIP2 PE=1 SV=1,2,7,7,7,2,3,4,5,2,3,4,5,2,3,4,5,29.1,29.1,29.1,42.033,368,368;350,0.0,7.0123,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.91616,1.6551,20.882,15,4,Leave out requantified,0.72606,0.84735,1.1302,0.99372,1.9405,1.6551,1.8991,1.6427,34.461,29.563,22.345,22.06,2,3,5,5,0,0,3,1,Median,Leave out requantified,Median,Leave out requantified,7.1,16.3,12.2,15.5,451100000,207490000,243610000,44288000,24475000,19812000,79041000,39538000,39503000,186030000,79573000,106460000,141740000,63905000,77836000,,,,2843,1516;6856;7727;13705;16696;19455;20237,True;True;True;True;True;True;True,1629;7351;8298;14690;17832;20761;21595,4478;19343;19344;19345;19346;21905;21906;39072;39073;47257;47258;55295;57425;57426;57427,9489;9490;40521;40522;40523;40524;40525;40526;40527;40528;46022;46023;81769;98792;98793;98794;98795;98796;116439;120949;120950;120951;120952,9489;40521;46022;81769;98794;116439;120951,,,,,-1;-1,protein_2844,quanti,quanti,quanti,quanti
NOP58,1.18950088262503,0.00270448762044633,Q9Y2X3;H7BZ72,Q9Y2X3,7;1,7;1,7;1,Nucleolar protein 58,sp|Q9Y2X3|NOP58_HUMAN Nucleolar protein 58 OS=Homo sapiens OX=9606 GN=NOP58 PE=1 SV=1,2,7,7,7,3,3,6,6,3,3,6,6,3,3,6,6,20.0,20.0,20.0,59.578,529,529;187,0.0,21.148,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48049,0.83196,21.067,21,3,Leave out requantified,0.27925,0.25002,0.54271,0.51735,0.70974,0.64053,0.95003,0.92963,8.1746,12.999,20.959,21.838,3,3,8,7,1,1,1,0,Median,Median,Leave out requantified,Leave out requantified,7.8,7.8,17.0,17.2,986450000,635140000,351310000,69799000,50810000,18989000,83261000,65802000,17459000,500370000,295870000,204500000,333020000,222660000,110360000,,,,2847,4003;5038;10752;11544;16682;18468;20998,True;True;True;True;True;True;True,4276;5368;11547;12391;17817;19694;22408,11257;11258;11259;11260;13941;13942;13943;13944;30864;30865;30866;30867;30868;33154;33155;33156;47213;47214;47215;47216;52338;59640,23527;23528;23529;23530;23531;29050;29051;65010;65011;65012;65013;65014;65015;69760;69761;69762;98709;98710;98711;98712;98713;110022;125573;125574;125575;125576,23528;29050;65012;69761;98712;110022;125576,,,,,-1;-1,protein_2848,quanti,quanti,quanti,quanti
SUGT1,0.861249107618612,0.0289016963692022,Q9Y2Z0,Q9Y2Z0,7,7,7,Suppressor of G2 allele of SKP1 homolog,sp|Q9Y2Z0|SGT1_HUMAN Protein SGT1 homolog OS=Homo sapiens OX=9606 GN=SUGT1 PE=1 SV=3,1,7,7,7,2,2,6,5,2,2,6,5,2,2,6,5,29.3,29.3,29.3,41.024,365,365,0.0,60.608,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.62522,1.1883,19.821,14,7,Leave out requantified,0.48715,0.52417,0.66712,0.61455,1.6384,1.3912,1.1919,1.1218,7.931,33.742,8.2952,29.538,2,2,6,4,2,0,3,2,Median,Median,Leave out requantified,Median,8.5,8.5,25.2,18.6,1143200000,566140000,577090000,82397000,52536000,29861000,112210000,67927000,44285000,666140000,293870000,372270000,282480000,151800000,130680000,,,,2848,13;1253;2417;10415;13984;15792;16251,True;True;True;True;True;True;True,13;1339;2598;11197;14981;16883;17368,36;37;38;39;40;41;3615;3616;7158;7159;7160;29890;29891;39835;39836;44686;46015,64;65;66;67;68;69;70;71;72;73;7535;7536;7537;7538;7539;15224;15225;15226;15227;15228;62904;62905;62906;62907;83432;83433;83434;83435;93304;96256,73;7537;15226;62905;83432;93304;96256,,,,,-1,protein_2849,quanti,quanti,quanti,quanti
TMX2,20.0838362776257,1.29126813347128e-07,Q9Y320;A0A669KAZ6;E9PSF0;E9PRL5;E9PLR1;A0A669KBH8;G3V155,Q9Y320,3;1;1;1;1;1;1,3;1;1;1;1;1;1,3;1;1;1;1;1;1,Thioredoxin-related transmembrane protein 2,sp|Q9Y320|TMX2_HUMAN Thioredoxin-related transmembrane protein 2 OS=Homo sapiens OX=9606 GN=TMX2 PE=1 SV=1,7,3,3,3,0,0,3,3,0,0,3,3,0,0,3,3,12.5,12.5,12.5,34.037,296,296;80;84;86;103;103;115,0.0,8.8909,,,By MS/MS,By MS/MS,1.5256,2.3107,13.844,8,2,Leave out requantified,,,1.5256,1.3469,,,2.3144,2.1728,,,14.747,17.589,0,0,3,5,0,0,0,2,Median,Median,Leave out requantified,Median,0.0,0.0,12.5,12.5,198990000,78687000,120310000,0,0,0,0,0,0,114580000,42668000,71917000,84407000,36019000,48388000,,,,2850,2256;3612;14781,True;True;True,2428;3866;15819,6703;6704;6705;10285;10286;41978;41979;41980,14266;14267;14268;14269;21608;21609;21610;87865;87866;87867;87868,14266;21608;87867,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2851,quanti,quanti,imputed MEC,imputed MEC
