KATNB1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
SRSF6,0.1567341772,0.13439608073367,0,Q13247;A0A590UJK4;A0A590UK01;A0A590UJP7;A0A590UK80,Q13247;A0A590UJK4;A0A590UK01;A0A590UJP7;A0A590UK80,6;6;6;6;6,6;6;6;6;6,5;5;5;5;5,Serine/arginine-rich splicing factor 6,SRSF6,sp|Q13247|SRSF6_HUMAN Serine/arginine-rich splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=2;tr|A0A590UJK4|A0A590UJK4_HUMAN Serine/arginine-rich-splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=1;tr|A0A590UK01|A0A590UK01_HUMAN Serine/a,6,5,16.3,344
AMPD2,0.9669602963,0.238031398313737,0,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6;A0A590UJX5,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6,6;6;6;5;5;2,6;6;6;5;5;2,6;6;6;5;5;2,AMP deaminase 2,AMPD2,sp|Q01433|AMPD2_HUMAN AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5F9UK94|A0A5F9UK94_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=1;tr|H0Y360|H0Y360_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5,6,6,7.6,879
MRPL2,0.2654205506,0.310067832404614,0,Q5T653;A0A669KAX9;C9IY40,Q5T653;A0A669KAX9;C9IY40,4;4;2,4;4;2,4;4;2,"39S ribosomal protein L2, mitochondrial",MRPL2,"sp|Q5T653|RM02_HUMAN 39S ribosomal protein L2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL2 PE=1 SV=2;tr|A0A669KAX9|A0A669KAX9_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1;tr|C9IY40|C9IY40_HUMAN 39S ribosomal protein L2, mit",4,4,19,305
MLH1,-0.2780307279,0.0444985761621789,0,P40692;A0A669KB03;A0A669KBB4;A0A669KBK2;F2Z298;E9PF25;H0Y5L7;H0Y818;A0A669KAW3,P40692;A0A669KB03;A0A669KBB4;A0A669KBK2;F2Z298;E9PF25;H0Y5L7;H0Y818;A0A669KAW3,2;2;2;2;1;1;1;1;1,2;2;2;2;1;1;1;1;1,2;2;2;2;1;1;1;1;1,DNA mismatch repair protein Mlh1,MLH1,sp|P40692|MLH1_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=1 SV=1;tr|A0A669KB03|A0A669KB03_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=4 SV=1;tr|A0A669KBB4|A0A669KBB4_HUMAN DNA mismatch repair pro,2,2,2.6,756
CTNND1,-1.1498190458,0.00115464953064591,1,O60716;A0A669KB62;A0A669KB05;C9JZR2;E9PKY0;E9PKL1,O60716;A0A669KB62;A0A669KB05;C9JZR2,7;7;7;7;1;1,7;7;7;7;1;1,7;7;7;7;1;1,Catenin delta-1,CTNND1,sp|O60716|CTND1_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1;tr|A0A669KB62|A0A669KB62_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=4 SV=1;tr|A0A669KB05|A0A669KB05_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE,7,7,11.1,968
STAT1,-0.4503283828,0.0444298132952535,0,P42224;A0A669KBI6;A0A669KB68;A0A669KB56;A0A669KBA4;A0A669KB53;J3KPM9;A0A669KB52;A0A669KB75;E7EPD2;D2KFR9;A0A669KB17;E7ENM1;Q67C41;E9PH66,P42224;A0A669KBI6;A0A669KB68;A0A669KB56;A0A669KBA4;A0A669KB53;J3KPM9;A0A669KB52;A0A669KB75,16;16;16;16;16;16;15;13;10;7;5;5;4;1;1,16;16;16;16;16;16;15;13;10;7;5;5;4;1;1,16;16;16;16;16;16;15;13;10;7;5;5;4;1;1,Signal transducer and activator of transcription 1-alpha/beta;Signal transducer and activator of transcription,STAT1,sp|P42224|STAT1_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2;tr|A0A669KBI6|A0A669KBI6_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=,16,16,24.4,750
USP7,0.0872177921,0.499974556329309,0,Q93009;A0A669KBL1;H3BND8;F5H2X1;I3L2D8,Q93009;A0A669KBL1;H3BND8,8;8;7;2;1,8;8;7;2;1,8;8;7;2;1,Ubiquitin carboxyl-terminal hydrolase 7;Ubiquitin carboxyl-terminal hydrolase,USP7,sp|Q93009|UBP7_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2;tr|A0A669KBL1|A0A669KBL1_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=4 SV=1;tr|H3BND8|H3BND8_HUMAN Ubiquitin carboxy,8,8,10.4,1102
UBA6,-0.3047767553,0.06241335019146,0,A0AVT1;H0Y8S8,A0AVT1;H0Y8S8,8;4,8;4,8;4,Ubiquitin-like modifier-activating enzyme 6,UBA6,sp|A0AVT1|UBA6_HUMAN Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1;tr|H0Y8S8|H0Y8S8_HUMAN Ubiquitin-like modifier-activating enzyme 6 (Fragment) OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1,8,8,9.2,1052
ILVBL,-0.359749334,0.0243252944560918,0,A1L0T0;M0R026;M0R1B5;E9PL44;E9PJS0,A1L0T0;M0R026;M0R1B5;E9PL44;E9PJS0,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,Acetolactate synthase-like protein,ILVBL,sp|A1L0T0|HACL2_HUMAN 2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2;tr|M0R026|M0R026_HUMAN 2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=1;tr|M0R1B5|M0R1B5_HUMAN 2-hydroxyacyl-CoA lyase 2 (Fragment) OS=Homo sapie,2,2,5.9,632
ACO2,-0.1783639726,0.351822254003421,0,Q99798;A2A274,Q99798;A2A274,21;21,21;21,21;21,"Aconitate hydratase, mitochondrial",ACO2,"sp|Q99798|ACON_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2;tr|A2A274|A2A274_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=1",21,21,35.9,780
PGP,-0.602602541,0.113038460141492,0,A6NDG6,A6NDG6,3,3,3,Phosphoglycolate phosphatase,PGP,sp|A6NDG6|PGP_HUMAN Glycerol-3-phosphate phosphatase OS=Homo sapiens OX=9606 GN=PGP PE=1 SV=1,3,3,12.5,321
HCFC1,-0.5087473692,0.0103378946622467,0,P51610;A6NEM2;H7C1C4,P51610;A6NEM2,14;14;3,14;14;3,14;14;3,Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6,HCFC1,sp|P51610|HCFC1_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2;tr|A6NEM2|A6NEM2_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2,14,14,11,2035
PIGK,-0.5620291347,0.0449545512727532,0,Q92643;B1AK81;A6NEM5,Q92643;B1AK81;A6NEM5,1;1;1,1;1;1,1;1;1,GPI-anchor transamidase,PIGK,sp|Q92643|GPI8_HUMAN GPI-anchor transamidase OS=Homo sapiens OX=9606 GN=PIGK PE=1 SV=2;tr|B1AK81|B1AK81_HUMAN GPI-anchor transamidase OS=Homo sapiens OX=9606 GN=PIGK PE=1 SV=1;tr|A6NEM5|A6NEM5_HUMAN GPI-anchor transamidase OS=Homo sapiens OX=9606 GN=PIGK P,1,1,3,395
NUDT5,0.0782861145,0.422646593618968,0,Q9UKK9;A6NFX8;H0YEY4;A6NCQ0;A6NJU6,Q9UKK9;A6NFX8,5;5;2;2;2,5;5;2;2;2,5;5;2;2;2,ADP-sugar pyrophosphatase,NUDT5,sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NFX8|A6NFX8_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1,5,5,22.4,219
RNPEP,-0.5718816792,0.136762065274118,0,Q9H4A4;A6NKB8;A0A087WUS4;A0A087WU27;C9JMZ3,Q9H4A4;A6NKB8;A0A087WUS4;A0A087WU27,8;8;5;5;2,8;8;5;5;2,8;8;5;5;2,Aminopeptidase B,RNPEP,sp|Q9H4A4|AMPB_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2;tr|A6NKB8|A6NKB8_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=1;tr|A0A087WUS4|A0A087WUS4_HUMAN Aminopeptidase B (Fragment) OS=Homo sapiens OX=9606 GN=RNPEP ,8,8,16.2,650
CRYZ,-0.416363715,0.0192129232168767,0,Q08257;C9JH92;A6NP24,Q08257;C9JH92;A6NP24,7;7;7,7;7;7,7;7;7,Quinone oxidoreductase,CRYZ,sp|Q08257|QOR_HUMAN Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|C9JH92|C9JH92_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|A6NP24|A6NP24_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens,7,7,28.6,329
MANF,0.2611274155,0.0777241030433766,0,P55145;A8K878;H7C2D6,P55145;A8K878,8;8;3,8;8;3,8;8;3,Mesencephalic astrocyte-derived neurotrophic factor,MANF,sp|P55145|MANF_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3;tr|A8K878|A8K878_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=1,8,8,46.7,182
RPL23A,0.1607718042,0.131164085681216,0,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,11;11;11;11;10;6,11;11;11;11;10;6,11;11;11;11;10;6,60S ribosomal protein L23a,RPL23A,sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|H7BY10|H7BY10_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|K7ERT8|K7ERT8_HUMAN 60S ribosomal protein L23a (Fragmen,11,11,37.8,156
SNRPG;SNRPGP15,-0.0972953587,0.341490082397227,0,P62308;A8MWD9;Q49AN9;F5H013,P62308;A8MWD9;Q49AN9;F5H013,2;2;2;2,2;2;2;2,2;2;2;2,Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15,SNRPG;SNRPGP15,sp|P62308|RUXG_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1;sp|A8MWD9|RUXGL_HUMAN Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens OX=9606 GN=SNRPGP15 PE=5 SV=2;tr|Q49AN9|Q49AN9_HUMAN Small nu,2,2,17.1,76
EIF3L,0.407459082,0.0092426204104723,0,Q9Y262;B0QY89;B0QY90;C9JHP4;C9K0Q7;H7C3A0;H0Y7E6,Q9Y262;B0QY89;B0QY90,18;18;13;5;5;4;2,18;18;13;5;5;4;2,18;18;13;5;5;4;2,Eukaryotic translation initiation factor 3 subunit L,EIF3L,sp|Q9Y262|EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY89|B0QY89_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY90|B0QY90_HU,18,18,35.3,564
UBE2I,-0.3121527471,0.0951259763468204,0,P63279;H3BQQ9;B0QYN7;H3BPC4;H3BRD1,P63279;H3BQQ9;B0QYN7;H3BPC4,6;6;6;4;1,6;6;6;4;1,6;6;6;4;1,SUMO-conjugating enzyme UBC9,UBE2I,sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1;tr|H3BQQ9|H3BQQ9_HUMAN SUMO-conjugating enzyme UBC9 (Fragment) OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1;tr|B0QYN7|B0QYN7_HUMAN SUMO-conjugating enzyme UBC9 OS=Ho,6,6,61.4,158
CPNE1,-1.5729412128,0.0136368014695901,1,Q99829;F2Z2V0;B0QZ18;A6PVH9;H0Y524;E7ENH5;Q5JX56;Q5JX58;Q5JX59;Q5JX60;Q5JX44,Q99829;F2Z2V0;B0QZ18;A6PVH9;H0Y524;E7ENH5,4;4;4;3;2;2;1;1;1;1;1,4;4;4;3;2;2;1;1;1;1;1,2;2;2;1;1;0;0;0;0;0;0,Copine-1,CPNE1,sp|Q99829|CPNE1_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|F2Z2V0|F2Z2V0_HUMAN Copine-1 (Fragment) OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|B0QZ18|B0QZ18_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|A6PVH9|A6PVH9_HUMA,4,2,10.2,537
MPST,-0.2084033369,0.235486900413056,0,P25325;B1AH49,P25325;B1AH49,6;6,6;6,6;6,3-mercaptopyruvate sulfurtransferase;Sulfurtransferase,MPST,sp|P25325|THTM_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=3;tr|B1AH49|B1AH49_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=1,6,6,21.2,297
MCM5,-0.307310355,0.0755207675703609,0,P33992;B1AHB1;B1AHB2;B1AHA9;F8WFD7,P33992;B1AHB1,22;22;7;4;1,22;22;7;4;1,22;22;7;4;1,DNA replication licensing factor MCM5;DNA helicase,MCM5,sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5;tr|B1AHB1|B1AHB1_HUMAN DNA helicase OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=1,22,22,34.6,734
PSMD10,-0.1619187783,0.2874146525612,0,O75832;B1AJY7;B1AJY5,O75832;B1AJY7;B1AJY5,2;2;1,2;2;1,2;2;1,26S proteasome non-ATPase regulatory subunit 10,PSMD10,sp|O75832|PSD10_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1;tr|B1AJY7|B1AJY7_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1;tr|B1AJY5|B1AJY5_HUMAN 26S ,2,2,13.3,226
MRPL43,0.525105645,0.10980903286674,0,Q8N983;H0Y6Y8;B1AL05;H0YBU8;M0R051,Q8N983;H0Y6Y8;B1AL05;H0YBU8,6;6;6;4;2,6;6;6;4;2,6;6;6;4;2,"39S ribosomal protein L43, mitochondrial",MRPL43,"sp|Q8N983|RM43_HUMAN 39S ribosomal protein L43, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1;tr|H0Y6Y8|H0Y6Y8_HUMAN 39S ribosomal protein L43, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1;tr|B1AL05|B1AL05_HUMAN 39S ribo",6,6,32.6,215
PRPS1;PRPS1L1,0.1309234553,0.214434059349067,0,P60891;B1ALA9;A0A2R8Y7H4;P21108;A0A0B4J207;B7ZB02;B1ALA7;Q15244;H7C540,P60891;B1ALA9;A0A2R8Y7H4;P21108,13;13;11;7;6;5;5;4;3,13;13;11;7;6;5;5;4;3,6;6;6;3;2;0;3;3;0,Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase 3,PRPS1;PRPS1L1,sp|P60891|PRPS1_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|B1ALA9|B1ALA9_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|A0A2R8Y7H4|A0A2R8Y7H4_HUMAN Ribose-phosphate pyr,13,6,48.4,318
EXOSC1,-0.0123453531,0.914399704255116,0,Q9Y3B2;B1AMU3;R4GNH9;R4GMQ7;B1AMU7;B1AMU4,Q9Y3B2;B1AMU3;R4GNH9;R4GMQ7;B1AMU7;B1AMU4,3;3;2;2;2;2,3;3;2;2;2;2,3;3;2;2;2;2,Exosome complex component CSL4,EXOSC1,sp|Q9Y3B2|EXOS1_HUMAN Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1;tr|B1AMU3|B1AMU3_HUMAN Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1;tr|R4GNH9|R4GNH9_HUMAN Exosome complex component CSL4 OS=Homo,3,3,20,195
PABPC4,0.3387820743,0.0357444768451119,0,Q13310;B1ANR0;H0Y5F5;B1ANR1;H0YEU6;H0YEQ8;H0YCC8;H0YER0;H0Y6X6,Q13310;B1ANR0;H0Y5F5,20;20;14;7;6;5;5;2;2,9;9;8;1;4;1;3;1;1,9;9;8;1;4;1;3;1;1,Polyadenylate-binding protein 4;Polyadenylate-binding protein,PABPC4,sp|Q13310|PABP4_HUMAN Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|B1ANR0|B1ANR0_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|H0Y5F5|H0Y5F5_HUMAN Polyadenylate-binding protein (Fragmen,20,9,35.7,644
HNRNPC,-0.0351666372,0.699520746799682,0,G3V4W0;B4DY08;B2R5W2;G3V4C1;G3V251;G3V5X6;G3V3K6;B4DSU6;G3V4M8;G3V2D6;O60812;A0A0G2JPF8;B2RXH8;P0DMR1;B7ZW38;A0A0G2JNQ3;G3V2H6;G3V5V7,G3V4W0;B4DY08;B2R5W2;G3V4C1;G3V251;G3V5X6;G3V3K6;B4DSU6,24;24;24;24;17;16;16;15;10;9;8;8;8;8;8;8;7;6,24;24;24;24;17;16;16;15;10;9;8;8;8;8;8;8;7;6,3;3;3;3;2;1;1;0;0;3;0;0;0;0;0;0;0;0,,HNRNPC,tr|G3V4W0|G3V4W0_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|B4DY08|B4DY08_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|B2R5W2|B2R5W2_,24,3,57.3,262
CNN2,0.1552386374,0.195326368859376,0,Q99439;B4DDF4;B4DUT8;H3BVI6;A0A087X271;K7ES69;A0A087X1X5;H3BQH0;A0A087WV51;U3KPS3,Q99439;B4DDF4;B4DUT8;H3BVI6;A0A087X271;K7ES69;A0A087X1X5,14;14;14;12;11;7;7;2;1;1,14;14;14;12;11;7;7;2;1;1,13;13;13;11;10;6;7;2;1;1,Calponin-2;Calponin,CNN2,sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4;tr|B4DDF4|B4DDF4_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|B4DUT8|B4DUT8_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|H3BVI6|H3BVI6_HUMAN Calponin OS,14,13,57.6,309
COPS2,0.0985469992,0.421675193993712,0,P61201;B4DIH5;H0YM03;H0YKU5,P61201;B4DIH5,5;5;2;2,5;5;2;2,5;5;2;2,COP9 signalosome complex subunit 2,COPS2,sp|P61201|CSN2_HUMAN COP9 signalosome complex subunit 2 OS=Homo sapiens OX=9606 GN=COPS2 PE=1 SV=1;tr|B4DIH5|B4DIH5_HUMAN COP9 signalosome complex subunit 2 OS=Homo sapiens OX=9606 GN=COPS2 PE=1 SV=1,5,5,13.5,443
CS,0.2126800388,0.0694137237210911,0,O75390;B4DJV2;A0A0C4DGI3;H0YIC4;H0YH82;F8VPA1;F8VTT8;F8VRP1;F8VX68;F8VPF9;F8W4S1;F8W1S4;F8W642;F8VZK9;F8VX07;F8VRI6;F8VR34;F8VWQ5;F8VU34,O75390;B4DJV2;A0A0C4DGI3,19;19;18;8;7;7;6;6;6;6;6;6;5;5;5;4;2;2;1,19;19;18;8;7;7;6;6;6;6;6;6;5;5;5;4;2;2;1,19;19;18;8;7;7;6;6;6;6;6;6;5;5;5;4;2;2;1,"Citrate synthase, mitochondrial;Citrate synthase",CS,"sp|O75390|CISY_HUMAN Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2;tr|B4DJV2|B4DJV2_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 SV=1;tr|A0A0C4DGI3|A0A0C4DGI3_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 ",19,19,49.6,466
CARS,-0.4910800185,0.0385102078379246,0,P49589;B4DKY1,P49589;B4DKY1,4;4,4;4,4;4,"Cysteine--tRNA ligase, cytoplasmic",CARS,"sp|P49589|SYCC_HUMAN Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=3;tr|B4DKY1|B4DKY1_HUMAN Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=1",4,4,7.6,748
,-0.3264529618,0.0270039125584973,0,B4DLN1;Q9UBX3;F6RGN5;I3L1E8,B4DLN1,10;4;3;1,10;4;3;1,4;4;3;1,,,"tr|B4DLN1|B4DLN1_HUMAN cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 PE=2 SV=1",10,4,31.2,442
NQO1,-1.5493702416,0.0992444531387308,0,P15559;B4DLR8;H3BRK3;H3BNV2,P15559;B4DLR8;H3BRK3;H3BNV2,7;7;6;5,7;7;6;5,7;7;6;5,NAD(P)H dehydrogenase [quinone] 1,NQO1,sp|P15559|NQO1_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1;tr|B4DLR8|B4DLR8_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1;tr|H3BRK3|H3BRK3_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=,7,7,31.8,274
DHFR,0.5436492468,0.210144006702104,0,P00374;B4DM58;Q86XF0;C9JJ68,P00374;B4DM58,3;3;1;1,3;3;1;1,3;3;1;1,Dihydrofolate reductase,DHFR,sp|P00374|DYR_HUMAN Dihydrofolate reductase OS=Homo sapiens OX=9606 GN=DHFR PE=1 SV=2;tr|B4DM58|B4DM58_HUMAN Dihydrofolate reductase OS=Homo sapiens OX=9606 GN=DHFR PE=1 SV=1,3,3,19.3,187
MTAP,-0.2034867434,0.147368519996876,0,Q13126;B4DUC8;J3QSB7;F2Z2F3;F8WES2;J3KRN1,Q13126;B4DUC8;J3QSB7,9;9;8;3;2;1,9;9;8;3;2;1,9;9;8;3;2;1,S-methyl-5-thioadenosine phosphorylase;Purine nucleoside phosphorylase,MTAP,sp|Q13126|MTAP_HUMAN S-methyl-5-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=2;tr|B4DUC8|B4DUC8_HUMAN S-methyl-5-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=1;tr|J3QSB7|J3QSB7_HUMAN Purine nucleoside phospho,9,9,49.5,283
FXR1,0.0655682329,0.696086032343383,0,P51114;B4DXZ6;E9PFF5;E7EU85;C9JZE0;C9JY20;Q06787;R9WNI0;A8MQB8;C9IZ22;C9JAJ4;H7C4S4;A0A087WXI3;G3V0J0,P51114;B4DXZ6;E9PFF5;E7EU85,15;15;14;13;4;4;2;2;2;1;1;1;1;1,15;15;14;13;4;4;2;2;2;1;1;1;1;1,12;12;11;10;4;4;0;0;0;1;1;1;0;0,Fragile X mental retardation syndrome-related protein 1,FXR1,sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;tr|B4DXZ6|B4DXZ6_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=1;tr|E9PFF5|E9PFF5,15,12,27.7,621
DERL1,-0.0043640094,0.972530889990407,0,Q9BUN8;B4E1G1,Q9BUN8;B4E1G1,1;1,1;1,1;1,Derlin-1,DERL1,sp|Q9BUN8|DERL1_HUMAN Derlin-1 OS=Homo sapiens OX=9606 GN=DERL1 PE=1 SV=1;tr|B4E1G1|B4E1G1_HUMAN Derlin OS=Homo sapiens OX=9606 GN=DERL1 PE=1 SV=1,1,1,3.2,251
EML4,-0.3723979414,0.150685765258535,0,Q9HC35;B5MBZ0,Q9HC35;B5MBZ0,4;4,4;4,4;4,Echinoderm microtubule-associated protein-like 4,EML4,sp|Q9HC35|EMAL4_HUMAN Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens OX=9606 GN=EML4 PE=1 SV=3;tr|B5MBZ0|B5MBZ0_HUMAN Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens OX=9606 GN=EML4 PE=1 SV=3,4,4,7,981
HS1BP3,-1.1470390656,0.000315168259916967,1,Q53T59;B5MC96;F6TR53;A0A494C0K6;A0A0D9SFN1,Q53T59;B5MC96;F6TR53,9;9;9;4;1,9;9;9;4;1,9;9;9;4;1,HCLS1-binding protein 3,HS1BP3,sp|Q53T59|H1BP3_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1;tr|B5MC96|B5MC96_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1;tr|F6TR53|F6TR53_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=H,9,9,19.4,392
