DCAF11_vs_BirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
NUDT5,-0.1822382806,0.146189753896748,0,Q9UKK9;A6NFX8;H0YEY4;A6NCQ0;A6NJU6,Q9UKK9;A6NFX8,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,ADP-sugar pyrophosphatase,NUDT5,sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NFX8|A6NFX8_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1,3,3,15.5,219
USP14,0.0619051464,0.613434648338517,0,P54578;A6NJA2;J3QQT6;J3KS55,P54578;A6NJA2,13;13;1;1,13;13;1;1,13;13;1;1,Ubiquitin carboxyl-terminal hydrolase 14;Ubiquitin carboxyl-terminal hydrolase,USP14,sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3;tr|A6NJA2|A6NJA2_HUMAN Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=2,13,13,28.3,494
RNPEP,-0.4127897046,0.246921043391682,0,Q9H4A4;A6NKB8;A0A087WU27;A0A087WUS4;C9JMZ3,Q9H4A4;A6NKB8;A0A087WU27;A0A087WUS4,9;9;6;5;2,9;9;6;5;2,9;9;6;5;2,Aminopeptidase B,RNPEP,sp|Q9H4A4|AMPB_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2;tr|A6NKB8|A6NKB8_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=1;tr|A0A087WU27|A0A087WU27_HUMAN Aminopeptidase B (Fragment) OS=Homo sapiens OX=9606 GN=RNPEP ,9,9,18.2,650
ENSA;ARPP19,-0.1148505795,0.291560970966442,0,O43768;P56211;H3BQ52;H3BTD3;H3BMD8;A6NMQ3;Q5T5H1,O43768;P56211;H3BQ52;H3BTD3;H3BMD8;A6NMQ3;Q5T5H1,1;1;1;1;1;1;1,1;1;1;1;1;1;1,1;1;1;1;1;1;1,Alpha-endosulfine;cAMP-regulated phosphoprotein 19,ENSA;ARPP19,sp|O43768|ENSA_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1;sp|P56211|ARP19_HUMAN cAMP-regulated phosphoprotein 19 OS=Homo sapiens OX=9606 GN=ARPP19 PE=1 SV=2;tr|H3BQ52|H3BQ52_HUMAN cAMP-regulated phosphoprotein 19 OS=Homo sapiens OX=9,1,1,9.1,121
CRYZ,-0.4357343293,0.0509112837326567,0,Q08257;A6NP24;C9JH92,Q08257;A6NP24;C9JH92,6;6;5,6;6;5,6;6;5,Quinone oxidoreductase,CRYZ,sp|Q08257|QOR_HUMAN Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|A6NP24|A6NP24_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|C9JH92|C9JH92_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens,6,6,23.1,329
MANF,-0.0120450596,0.967675122420374,0,P55145;A8K878;H7C2D6,P55145;A8K878,4;4;1,4;4;1,4;4;1,Mesencephalic astrocyte-derived neurotrophic factor,MANF,sp|P55145|MANF_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3;tr|A8K878|A8K878_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=1,4,4,40.7,182
SUMO2;SUMO3;SUMO4,-0.5594434122,0.00242288151507617,0,P61956;P55854;Q6EEV6;A8MUA9;A8MU27,P61956;P55854;Q6EEV6;A8MUA9;A8MU27,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 4,SUMO2;SUMO3;SUMO4,sp|P61956|SUMO2_HUMAN Small ubiquitin-related modifier 2 OS=Homo sapiens OX=9606 GN=SUMO2 PE=1 SV=3;sp|P55854|SUMO3_HUMAN Small ubiquitin-related modifier 3 OS=Homo sapiens OX=9606 GN=SUMO3 PE=1 SV=2;sp|Q6EEV6|SUMO4_HUMAN Small ubiquitin-related modifier 4,1,1,12.6,95
RPL23A,0.1961949358,0.0967654498063788,0,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,8;8;8;8;7;6,8;8;8;8;7;6,8;8;8;8;7;6,60S ribosomal protein L23a,RPL23A,sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|H7BY10|H7BY10_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|K7ERT8|K7ERT8_HUMAN 60S ribosomal protein L23a (Fragmen,8,8,37.2,156
SNRPG;SNRPGP15,-0.3302699845,0.0324764794097486,0,P62308;A8MWD9;Q49AN9;F5H013,P62308;A8MWD9;Q49AN9;F5H013,1;1;1;1,1;1;1;1,1;1;1;1,Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15,SNRPG;SNRPGP15,sp|P62308|RUXG_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1;sp|A8MWD9|RUXGL_HUMAN Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens OX=9606 GN=SNRPGP15 PE=5 SV=2;tr|Q49AN9|Q49AN9_HUMAN Small nu,1,1,17.1,76
EIF3L,0.4470068589,0.0269674547034747,0,Q9Y262;B0QY89;B0QY90;C9JHP4;C9K0Q7;H7C3A0;H0Y7E6,Q9Y262;B0QY89;B0QY90,13;13;9;4;4;3;1,13;13;9;4;4;3;1,13;13;9;4;4;3;1,Eukaryotic translation initiation factor 3 subunit L,EIF3L,sp|Q9Y262|EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY89|B0QY89_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY90|B0QY90_HU,13,13,28,564
UBE2I,-0.2744181451,0.123360621708591,0,P63279;H3BQQ9;B0QYN7;H3BPC4;H3BRD1,P63279;H3BQQ9;B0QYN7;H3BPC4,5;5;5;3;2,5;5;5;3;2,5;5;5;3;2,SUMO-conjugating enzyme UBC9,UBE2I,sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1;tr|H3BQQ9|H3BQQ9_HUMAN SUMO-conjugating enzyme UBC9 (Fragment) OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1;tr|B0QYN7|B0QYN7_HUMAN SUMO-conjugating enzyme UBC9 OS=Ho,5,5,23.4,158
CPNE1,-1.4414090433,0.017792289182832,1,Q99829;F2Z2V0;B0QZ18;A6PVH9;H0Y524;E7ENH5;Q5JX56;Q5JX58;Q5JX59;Q5JX60;Q5JX44,Q99829;F2Z2V0;B0QZ18;A6PVH9;H0Y524;E7ENH5,4;4;4;3;2;2;1;1;1;1;1,4;4;4;3;2;2;1;1;1;1;1,2;2;2;1;1;0;0;0;0;0;0,Copine-1,CPNE1,sp|Q99829|CPNE1_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|F2Z2V0|F2Z2V0_HUMAN Copine-1 (Fragment) OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|B0QZ18|B0QZ18_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|A6PVH9|A6PVH9_HUMA,4,2,10.2,537
MPST,0.5846367507,0.0132225756865983,0,P25325;B1AH49,P25325;B1AH49,5;5,5;5,5;5,3-mercaptopyruvate sulfurtransferase;Sulfurtransferase,MPST,sp|P25325|THTM_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=3;tr|B1AH49|B1AH49_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=1,5,5,18.9,297
PSMD10,-0.4657720466,0.0149710653568583,0,O75832;B1AJY7;B1AJY5,O75832;B1AJY7;B1AJY5,3;3;2,3;3;2,3;3;2,26S proteasome non-ATPase regulatory subunit 10,PSMD10,sp|O75832|PSD10_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1;tr|B1AJY7|B1AJY7_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1;tr|B1AJY5|B1AJY5_HUMAN 26S ,3,3,17.3,226
PEA15,0.6959567888,0.0110114756012327,0,Q15121;B1AKZ5,Q15121;B1AKZ5,3;3,3;3,3;3,Astrocytic phosphoprotein PEA-15,PEA15,sp|Q15121|PEA15_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2;tr|B1AKZ5|B1AKZ5_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=1,3,3,21.5,130
MRPL43,0.3210803958,0.0220084990236263,0,Q8N983;H0Y6Y8;B1AL05;H0YBU8;M0R051,Q8N983;H0Y6Y8;B1AL05;H0YBU8,5;5;5;3;2,5;5;5;3;2,5;5;5;3;2,"39S ribosomal protein L43, mitochondrial",MRPL43,"sp|Q8N983|RM43_HUMAN 39S ribosomal protein L43, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1;tr|H0Y6Y8|H0Y6Y8_HUMAN 39S ribosomal protein L43, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1;tr|B1AL05|B1AL05_HUMAN 39S ribo",5,5,27.4,215
PRPS1;PRPS1L1,0.0451976021,0.636290074507167,0,P60891;B1ALA9;A0A2R8Y7H4;P21108;B7ZB02;A0A0B4J207;B1ALA7;H7C540;Q15244,P60891;B1ALA9;A0A2R8Y7H4;P21108;B7ZB02;A0A0B4J207,8;8;6;5;4;4;3;3;2,8;8;6;5;4;4;3;3;2,3;3;3;2;0;1;2;0;2,Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase 3,PRPS1;PRPS1L1,sp|P60891|PRPS1_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|B1ALA9|B1ALA9_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|A0A2R8Y7H4|A0A2R8Y7H4_HUMAN Ribose-phosphate pyr,8,3,34.3,318
EXOSC1,-0.4756503248,0.00999678096718913,0,Q9Y3B2;B1AMU7;B1AMU3;R4GNH9;R4GMQ7;B1AMU4,Q9Y3B2;B1AMU7;B1AMU3;R4GNH9;R4GMQ7;B1AMU4,2;2;2;1;1;1,2;2;2;1;1;1,2;2;2;1;1;1,Exosome complex component CSL4,EXOSC1,sp|Q9Y3B2|EXOS1_HUMAN Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1;tr|B1AMU7|B1AMU7_HUMAN Exosome complex component CSL4 (Fragment) OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=2;tr|B1AMU3|B1AMU3_HUMAN Exosome complex component C,2,2,13.8,195
PABPC4,0.411943228,0.0196797003185237,0,Q13310;B1ANR0;H0Y5F5;B1ANR1;H0YEU6,Q13310;B1ANR0;H0Y5F5,17;17;10;8;7,5;5;4;1;4,5;5;4;1;4,Polyadenylate-binding protein 4;Polyadenylate-binding protein,PABPC4,sp|Q13310|PABP4_HUMAN Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|B1ANR0|B1ANR0_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|H0Y5F5|H0Y5F5_HUMAN Polyadenylate-binding protein (Fragmen,17,5,24.1,644
HNRNPC,-0.2276689392,0.0737570383803152,0,G3V4C1;B2R5W2;B4DY08;G3V4W0;G3V251;B4DSU6;G3V5X6;G3V3K6;G3V4M8;G3V2H6;A0A0G2JPF8;A0A0G2JNQ3;O60812;G3V2D6;B7ZW38;P0DMR1;B2RXH8;G3V5V7;B3KT61;E5RG71;Q86SE5,G3V4C1;B2R5W2;B4DY08;G3V4W0;G3V251;B4DSU6;G3V5X6;G3V3K6;G3V4M8,22;22;22;22;16;15;15;15;11;8;7;7;7;7;7;7;7;5;1;1;1,22;22;22;22;16;15;15;15;11;8;7;7;7;7;7;7;7;5;1;1;1,2;2;2;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0,,HNRNPC,tr|G3V4C1|G3V4C1_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|B2R5W2|B2R5W2_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|B4DY08|B4DY08_HUMAN Heter,22,2,50.7,292
CNN2,-0.188115871,0.165979860979671,0,Q99439;B4DDF4;B4DUT8;A0A087X271;H3BVI6;K7ES69;A0A087X1X5;A0A087WV51;H3BQH0,Q99439;B4DDF4;B4DUT8;A0A087X271;H3BVI6;K7ES69,11;11;11;10;10;6;5;1;1,11;11;11;10;10;6;5;1;1,10;10;10;9;9;5;5;1;1,Calponin-2;Calponin,CNN2,sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4;tr|B4DDF4|B4DDF4_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|B4DUT8|B4DUT8_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|A0A087X271|A0A087X271_HUMAN Cal,11,10,43.4,309
CS,0.1630442619,0.154867319564211,0,O75390;B4DJV2;A0A0C4DGI3;H0YH82;F8VTT8;F8VRP1;F8VX68;H0YIC4;F8VPF9;F8W4S1;F8VPA1;F8W1S4;F8W642;F8VZK9;F8VX07;F8VRI6;F8VWQ5;F8VR34;F8VU34,O75390;B4DJV2;A0A0C4DGI3,15;15;14;7;6;6;6;6;6;6;6;6;5;5;5;3;2;1;1,15;15;14;7;6;6;6;6;6;6;6;6;5;5;5;3;2;1;1,15;15;14;7;6;6;6;6;6;6;6;6;5;5;5;3;2;1;1,"Citrate synthase, mitochondrial;Citrate synthase",CS,"sp|O75390|CISY_HUMAN Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2;tr|B4DJV2|B4DJV2_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 SV=1;tr|A0A0C4DGI3|A0A0C4DGI3_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 ",15,15,36.9,466
MRPL12,-0.2841824439,0.0486717205854652,0,B4DLN1;P52815;Q9UBX3;F6RGN5;I3L1E8,B4DLN1;P52815,10;6;4;3;1,10;6;4;3;1,10;6;4;3;1,"39S ribosomal protein L12, mitochondrial",MRPL12,"tr|B4DLN1|B4DLN1_HUMAN cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 PE=2 SV=1;sp|P52815|RM12_HUMAN 39S ribosomal protein L12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL12 PE=1 SV=2",10,10,31.2,442
NQO1,-0.3239450446,0.0463842553610359,0,P15559;B4DLR8;H3BRK3;H3BNV2,P15559;B4DLR8;H3BRK3;H3BNV2,6;6;5;3,6;6;5;3,6;6;5;3,NAD(P)H dehydrogenase [quinone] 1,NQO1,sp|P15559|NQO1_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1;tr|B4DLR8|B4DLR8_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1;tr|H3BRK3|H3BRK3_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=,6,6,25.5,274
PTPN1,0.1465368555,0.497721201276777,0,P18031;B4DSN5,P18031;B4DSN5,3;3,3;3,3;3,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,PTPN1,sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1;tr|B4DSN5|B4DSN5_HUMAN Tyrosine-protein phosphatase non-receptor type OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1,3,3,10.6,435
MTAP,0.3044284495,0.137007925133437,0,Q13126;B4DUC8;J3QSB7;J3KRN1;F2Z2F3,Q13126;B4DUC8;J3QSB7,7;7;6;1;1,7;7;6;1;1,7;7;6;1;1,S-methyl-5-thioadenosine phosphorylase;Purine nucleoside phosphorylase,MTAP,sp|Q13126|MTAP_HUMAN S-methyl-5-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=2;tr|B4DUC8|B4DUC8_HUMAN S-methyl-5-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=1;tr|J3QSB7|J3QSB7_HUMAN Purine nucleoside phospho,7,7,33.6,283
NME7,0.2794879981,0.427044149445613,0,Q9Y5B8;E9PNU1;B4DXC8,Q9Y5B8;E9PNU1;B4DXC8,3;3;3,3;3;3,3;3;3,Nucleoside diphosphate kinase 7,NME7,sp|Q9Y5B8|NDK7_HUMAN Nucleoside diphosphate kinase 7 OS=Homo sapiens OX=9606 GN=NME7 PE=1 SV=1;tr|E9PNU1|E9PNU1_HUMAN Nucleoside diphosphate kinase 7 OS=Homo sapiens OX=9606 GN=NME7 PE=1 SV=1;tr|B4DXC8|B4DXC8_HUMAN Nucleoside diphosphate kinase 7 OS=Homo s,3,3,8,376
FXR1,-0.2606162357,0.201867103023377,0,P51114;E9PFF5;B4DXZ6;E7EU85;C9JZE0;C9JY20;Q06787;R9WNI0;A8MQB8;C9JAJ4;A0A087WXI3;G3V0J0,P51114;E9PFF5;B4DXZ6;E7EU85,10;10;10;9;3;3;2;2;2;1;1;1,10;10;10;9;3;3;2;2;2;1;1;1,7;7;7;6;3;3;0;0;0;1;0;0,Fragile X mental retardation syndrome-related protein 1,FXR1,sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;tr|E9PFF5|E9PFF5_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=1;tr|B4DXZ6|B4DXZ6,10,7,18,621
HS1BP3,-1.1167936917,0.00428284225752529,1,Q53T59;B5MC96;F6TR53;A0A494C0K6;A0A0D9SFN1,Q53T59;B5MC96;F6TR53;A0A494C0K6,6;6;6;4;1,6;6;6;4;1,6;6;6;4;1,HCLS1-binding protein 3,HS1BP3,sp|Q53T59|H1BP3_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1;tr|B5MC96|B5MC96_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1;tr|F6TR53|F6TR53_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=H,6,6,12.8,392
BZW2,0.1570658271,0.431206967743295,0,Q9Y6E2;E9PFD4;B5MCE7;Q75MG1;B5MCH7;E7ETZ4,Q9Y6E2;E9PFD4;B5MCE7;Q75MG1;B5MCH7;E7ETZ4,2;2;2;2;2;2,2;2;2;2;2;2,2;2;2;2;2;2,Basic leucine zipper and W2 domain-containing protein 2,BZW2,sp|Q9Y6E2|BZW2_HUMAN Basic leucine zipper and W2 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=BZW2 PE=1 SV=1;tr|E9PFD4|E9PFD4_HUMAN BZW2 protein OS=Homo sapiens OX=9606 GN=BZW2 PE=1 SV=2;tr|B5MCE7|B5MCE7_HUMAN Basic leucine zipper and W2 domain-c,2,2,5.7,419
PES1,0.0207696743,0.862399028482068,0,O00541;B5MCF9,O00541;B5MCF9,5;5,5;5,1;1,Pescadillo homolog,PES1,sp|O00541|PESC_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B5MCF9|B5MCF9_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1,5,1,10.2,588
PPM1F,-0.1635983685,0.167366073894637,0,P49593;B5MCT7;C9J2F3;A8MX49,P49593;B5MCT7,3;3;1;1,3;3;1;1,3;3;1;1,Protein phosphatase 1F,PPM1F,sp|P49593|PPM1F_HUMAN Protein phosphatase 1F OS=Homo sapiens OX=9606 GN=PPM1F PE=1 SV=3;tr|B5MCT7|B5MCT7_HUMAN Protein phosphatase 1F OS=Homo sapiens OX=9606 GN=PPM1F PE=1 SV=1,3,3,10.1,454
CBX1,-0.70776888,0.00473519895851291,0,P83916;K7ELA4;B5MD17;J3KS05;C9JWS9,P83916;K7ELA4;B5MD17;J3KS05;C9JWS9,2;2;2;2;1,1;1;1;1;1,1;1;1;1;1,Chromobox protein homolog 1,CBX1,sp|P83916|CBX1_HUMAN Chromobox protein homolog 1 OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=1;tr|K7ELA4|K7ELA4_HUMAN Chromobox protein homolog 1 OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=1;tr|B5MD17|B5MD17_HUMAN Chromobox protein homolog 1 (Fragment) OS=Homo sa,2,1,13,185
RAN,0.0229569187,0.808923196300019,0,P62826;B5MDF5;J3KQE5;F5H018;H0YFC6;B4DV51;A0A087X0W0,P62826;B5MDF5;J3KQE5;F5H018;H0YFC6,24;24;23;20;12;11;1,24;24;23;20;12;11;1,24;24;23;20;12;11;1,GTP-binding nuclear protein Ran,RAN,sp|P62826|RAN_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3;tr|B5MDF5|B5MDF5_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=1;tr|J3KQE5|J3KQE5_HUMAN GTP-binding nuclear protein Ran (Fragment) O,24,24,60.6,216
SEPT10,0.0337232737,0.87412178503066,0,Q9P0V9;E7EW69;E7EX04;B5ME97;F5GYV2;F5H1F2;C9JEW2;C9JNR7,Q9P0V9;E7EW69;E7EX04;B5ME97,5;5;5;5;2;2;1;1,5;5;5;5;2;2;1;1,5;5;5;5;2;2;1;1,Septin-10,SEPT10,sp|Q9P0V9|SEP10_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=2;tr|E7EW69|E7EW69_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=1;tr|E7EX04|E7EX04_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=1;tr|B5ME97|B5ME97_HUM,5,5,15.4,454
ATP13A4,-1.7774632689,0.245576163969558,0,Q4VNC1;B7WPN9;H0Y4Z2;H7C1P5,Q4VNC1;B7WPN9;H0Y4Z2,4;4;2;1,4;4;2;1,4;4;2;1,Probable cation-transporting ATPase 13A4,ATP13A4,sp|Q4VNC1|AT134_HUMAN Probable cation-transporting ATPase 13A4 OS=Homo sapiens OX=9606 GN=ATP13A4 PE=2 SV=3;tr|B7WPN9|B7WPN9_HUMAN Cation-transporting ATPase OS=Homo sapiens OX=9606 GN=ATP13A4 PE=1 SV=1;tr|H0Y4Z2|H0Y4Z2_HUMAN Cation-transporting ATPase (Fr,4,4,7,1196
UQCRB,0.1141356451,0.332408564439,0,P14927;B7Z2R2;E5RHG9,P14927;B7Z2R2;E5RHG9,5;5;3,5;5;3,5;5;3,Cytochrome b-c1 complex subunit 7,UQCRB,sp|P14927|QCR7_HUMAN Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=2;tr|B7Z2R2|B7Z2R2_HUMAN Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=1;tr|E5RHG9|E5RHG9_HUMAN Cytochrome b-c1 complex subunit 7 O,5,5,47.7,111
DDX27,-0.0620531308,0.65968218848403,0,Q96GQ7;B7Z6D5;A0A087X059,Q96GQ7;B7Z6D5;A0A087X059,7;7;5,7;7;5,7;7;5,Probable ATP-dependent RNA helicase DDX27,DDX27,sp|Q96GQ7|DDX27_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2;tr|B7Z6D5|B7Z6D5_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=1;tr|A0A087X059|A0A087X059_HUMAN Probable A,7,7,9.8,796
RANBP3,0.2195685122,0.121878967430825,0,Q9H6Z4;K7EN31;B7Z7F3,Q9H6Z4;K7EN31;B7Z7F3,1;1;1,1;1;1,1;1;1,Ran-binding protein 3,RANBP3,sp|Q9H6Z4|RANB3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1;tr|K7EN31|K7EN31_HUMAN Ran-binding protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=8;tr|B7Z7F3|B7Z7F3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606,1,1,2.5,567
ACADM,-0.4267720406,0.0220927789458024,0,P11310;B7Z9I1;Q5T4U5;H0YDT5,P11310;B7Z9I1;Q5T4U5,8;8;8;2,8;8;8;2,8;8;8;2,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM,"sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1;tr|B7Z9I1|B7Z9I1_HUMAN Medium-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1;tr|Q5",8,8,24.5,421
PTMA,-0.1264642826,0.235484289963045,0,P06454;B8ZZQ6,P06454;B8ZZQ6,3;3,3;3,3;3,"Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1",PTMA,sp|P06454|PTMA_HUMAN Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2;tr|B8ZZQ6|B8ZZQ6_HUMAN Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=1,3,3,17.1,111
