Gene_names,DCAF11_vs_BirA_logFC,DCAF11_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alon_N1,Peptides_BirA_alon_N2,Peptides_DCAF11_N1,Peptides_DCAF11_N2,Razor___unique_peptides_BirA_alon_N1,Razor___unique_peptides_BirA_alon_N2,Razor___unique_peptides_DCAF11_N1,Razor___unique_peptides_DCAF11_N2,Unique_peptides_BirA_alon_N1,Unique_peptides_BirA_alon_N2,Unique_peptides_DCAF11_N1,Unique_peptides_DCAF11_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alon_N1,Identification_type_BirA_alon_N2,Identification_type_DCAF11_N1,Identification_type_DCAF11_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alon_N1,Ratio_H_L_BirA_alon_N2,Ratio_H_L_DCAF11_N1,Ratio_H_L_DCAF11_N2,Ratio_H_L_normalized_BirA_alon_N1,Ratio_H_L_normalized_BirA_alon_N2,Ratio_H_L_normalized_DCAF11_N1,Ratio_H_L_normalized_DCAF11_N2,Ratio_H_L_variability_____BirA_alon_N1,Ratio_H_L_variability_____BirA_alon_N2,Ratio_H_L_variability_____DCAF11_N1,Ratio_H_L_variability_____DCAF11_N2,Ratio_H_L_count_BirA_alon_N1,Ratio_H_L_count_BirA_alon_N2,Ratio_H_L_count_DCAF11_N1,Ratio_H_L_count_DCAF11_N2,Ratio_H_L_iso_count_BirA_alon_N1,Ratio_H_L_iso_count_BirA_alon_N2,Ratio_H_L_iso_count_DCAF11_N1,Ratio_H_L_iso_count_DCAF11_N2,Ratio_H_L_type_BirA_alon_N1,Ratio_H_L_type_BirA_alon_N2,Ratio_H_L_type_DCAF11_N1,Ratio_H_L_type_DCAF11_N2,Sequence_coverage_BirA_alon_N1____,Sequence_coverage_BirA_alon_N2____,Sequence_coverage_DCAF11_N1____,Sequence_coverage_DCAF11_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alon_N1,Intensity_L_BirA_alon_N1,Intensity_H_BirA_alon_N1,Intensity_BirA_alon_N2,Intensity_L_BirA_alon_N2,Intensity_H_BirA_alon_N2,Intensity_DCAF11_N1,Intensity_L_DCAF11_N1,Intensity_H_DCAF11_N1,Intensity_DCAF11_N2,Intensity_L_DCAF11_N2,Intensity_H_DCAF11_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DCAF11_N1,metacell_Intensity_L_DCAF11_N2,metacell_Intensity_L_BirA_alon_N1,metacell_Intensity_L_BirA_alon_N2
RPS7,-0.0019281728508318,0.996520020392202,P62081;B5MCP9;A0A2R8Y623,P62081;B5MCP9;A0A2R8Y623,17;12;11,17;12;11,17;12;11,40S ribosomal protein S7,sp|P62081|RS7_HUMAN 40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1;tr|B5MCP9|B5MCP9_HUMAN 40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1;tr|A0A2R8Y623|A0A2R8Y623_HUMAN 40S ribosomal protein S7 (Fragment) OS=Homo sapi,3,17,17,17,11,12,13,15,11,12,13,15,11,12,13,15,57.2,57.2,57.2,22.127,194,194;187;169,0.0,106.72,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41829,0.86898,16.477,60,11,Leave out requantified,0.22224,0.23641,0.50584,0.5218,0.80325,0.68343,0.98467,0.94918,8.4207,16.67,17.642,16.614,12,13,16,19,2,5,2,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,44.8,54.1,51.5,57.2,5709000000,4137000000,1572000000,1471300000,1196000000,275310000,1512200000,1185400000,326760000,1171800000,761010000,410810000,1553700000,994580000,559130000,,,,1771,805;1504;1505;2649;3029;3030;3031;3916;3917;5622;5623;7026;9382;9975;13788;13789;14761,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,903;904;1725;1726;3042;3459;3460;3461;4452;4453;4454;6572;6573;6574;8165;8166;8167;10930;11613;15962;15963;17067,2459;2460;2461;2462;2463;2464;2465;4836;4837;4838;4839;4840;4841;8311;8312;9356;9357;9358;9359;9360;9361;9362;9363;9364;9365;9366;9367;9368;11823;11824;11825;17503;17504;17505;17506;17507;17508;17509;17510;17511;21741;21742;21743;21744;21745;21746;21747;29155;29156;29157;29158;30967;30968;30969;42431;42432;42433;42434;42435;42436;42437;45445;45446;45447,4621;4622;4623;4624;4625;4626;4627;4628;4629;4630;4631;4632;4633;4634;4635;4636;4637;4638;4639;4640;4641;4642;4643;4644;4645;4646;4647;4648;4649;9301;9302;9303;9304;9305;9306;9307;9308;9309;9310;9311;9312;15959;15960;17769;17770;17771;17772;17773;17774;17775;17776;17777;17778;17779;17780;17781;17782;17783;17784;17785;17786;17787;17788;17789;17790;17791;17792;22261;22262;22263;22264;22265;33175;33176;33177;33178;33179;33180;33181;33182;33183;33184;33185;33186;33187;33188;33189;33190;33191;33192;33193;33194;33195;33196;33197;33198;33199;33200;33201;33202;41225;41226;41227;41228;41229;41230;41231;41232;54756;54757;54758;54759;54760;54761;58219;58220;58221;58222;58223;80047;80048;80049;80050;80051;80052;80053;80054;80055;80056;80057;80058;80059;80060;80061;85938;85939;85940;85941;85942;85943,4633;9302;9307;15960;17771;17776;17786;22263;22264;33177;33200;41229;54757;58223;80049;80061;85939,664;665,,58;90,,-1;-1;-1,protein_1772,quanti,quanti,quanti,quanti
PPP1CA,0.118357776850065,0.750791357826744,P62136;E9PMD7;F5H1L6;F5H037,P62136;E9PMD7,14;9;2;2,14;9;2;2,4;3;1;1,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Serine/threonine-protein phosphatase,sp|P62136|PP1A_HUMAN Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CA PE=1 SV=1;tr|E9PMD7|E9PMD7_HUMAN Serine/threonine-protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=PPP1CA PE=1 SV=1,4,14,14,4,10,11,8,11,10,11,8,11,3,4,2,2,53.3,53.3,16.1,37.512,330,330;253;169;179,0.0,62.65,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.80035,1.7405,22.926,45,8,Leave out requantified,0.61933,0.78465,0.82551,0.82449,2.0332,2.0986,1.6245,1.5605,16.64,13.094,18.768,16.76,11,12,8,14,2,2,2,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,34.8,39.1,28.2,43.6,2321800000,1265200000,1056600000,539180000,309590000,229580000,634350000,336900000,297450000,251180000,136420000,114760000,897070000,482240000,414830000,,,,1772,730;731;3694;4667;5778;5869;6203;6949;8627;11098;12040;13450;16221;16469,True;True;True;True;True;True;True;True;True;True;True;True;True;True,814;815;816;4205;5369;6748;6845;7241;7242;8081;10086;12883;13971;15554;18777;19067,2202;2203;2204;2205;2206;2207;2208;2209;2210;2211;2212;2213;2214;2215;11185;11186;11187;11188;11189;14315;17944;18172;18173;18174;18175;19322;19323;19324;19325;19326;21538;21539;21540;26991;26992;34283;34284;34285;34286;37038;41335;50006;50007;50008;50009;50757;50758;50759,4128;4129;4130;4131;4132;4133;4134;4135;4136;4137;4138;4139;4140;4141;4142;4143;4144;4145;4146;4147;4148;4149;4150;4151;4152;4153;4154;4155;4156;4157;21087;21088;21089;21090;21091;21092;21093;21094;21095;21096;21097;27171;27172;33990;34383;34384;34385;34386;34387;34388;34389;34390;36737;36738;36739;36740;36741;36742;36743;36744;36745;36746;36747;36748;40849;40850;50888;50889;50890;64479;64480;64481;64482;69564;77694;94806;94807;94808;94809;94810;94811;96278;96279,4135;4151;21093;27171;33990;34385;36741;40850;50888;64479;69564;77694;94809;96278,,,,,-1;-1;-1;-1,protein_1773,quanti,quanti,quanti,quanti
PPP1CB,0.236372055499359,0.677532366522753,P62140;E7ETD8;C9J9S3;C9JP48;H0Y3Y6;F8W1A0,P62140,13;6;5;5;2;1,6;1;3;3;0;0,6;1;3;3;0;0,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,sp|P62140|PP1B_HUMAN Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3,6,13,6,6,9,9,6,13,4,4,2,6,4,4,2,6,51.4,23.9,23.9,37.186,327,327;169;125;138;82;83,0.0,12.266,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.74614,1.7788,41.468,18,3,Leave out requantified,0.79398,0.91688,0.78965,0.72553,2.1305,2.3538,1.4977,1.3455,17.499,22.876,11.951,25.554,5,5,2,6,1,0,0,2,Leave out requantified,Leave out requantified,Median,Leave out requantified,33.0,33.0,22.9,51.4,798680000,443960000,354720000,167620000,91180000,76435000,212260000,108370000,103880000,58552000,35064000,23488000,360250000,209340000,150910000,,,,1773,302;730;731;3723;4667;5231;5777;5869;6203;6887;6949;13450;16532,True;False;False;True;False;True;True;False;False;True;False;False;True,339;814;815;816;4239;5369;6052;6747;6845;7241;7242;8008;8081;15554;19145,890;891;892;893;2202;2203;2204;2205;2206;2207;2208;2209;2210;2211;2212;2213;2214;2215;11280;11281;11282;11283;11284;14315;16085;17943;18172;18173;18174;18175;19322;19323;19324;19325;19326;21363;21364;21365;21538;21539;21540;41335;50954;50955;50956;50957,1694;1695;1696;1697;1698;1699;1700;1701;1702;1703;1704;4128;4129;4130;4131;4132;4133;4134;4135;4136;4137;4138;4139;4140;4141;4142;4143;4144;4145;4146;4147;4148;4149;4150;4151;4152;4153;4154;4155;4156;4157;21271;21272;21273;21274;21275;21276;27171;27172;30324;33988;33989;34383;34384;34385;34386;34387;34388;34389;34390;36737;36738;36739;36740;36741;36742;36743;36744;36745;36746;36747;36748;40468;40469;40470;40471;40472;40473;40849;40850;77694;96655;96656;96657;96658;96659;96660;96661;96662;96663;96664;96665;96666;96667;96668,1701;4135;4151;21273;27171;30324;33989;34385;36741;40470;40850;77694;96664,,,,,-1;-1;-1;-1;-1;-1,protein_1774,quanti,quanti,quanti,quanti
PSMC1,-0.368299874520737,0.308601151320521,P62191,P62191,7,7,7,26S protease regulatory subunit 4,sp|P62191|PRS4_HUMAN 26S proteasome regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMC1 PE=1 SV=1,1,7,7,7,6,6,4,5,6,6,4,5,6,6,4,5,15.5,15.5,15.5,49.184,440,440,0.0,21.972,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35955,0.90059,18.718,20,3,Leave out requantified,0.32352,0.34192,0.51606,0.55329,1.0133,0.90059,0.9619,0.95999,20.636,28.375,23.655,24.191,5,5,4,6,1,0,0,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,13.0,13.0,10.5,15.0,1141000000,760530000,380500000,307750000,201800000,105960000,346380000,256480000,89897000,112160000,72313000,39846000,374740000,229940000,144800000,,,,1774,756;757;1810;8985;14307;14308;15669,True;True;True;True;True;True;True,850;851;2067;10491;16547;16548;18163,2329;2330;2331;2332;2333;2334;5750;5751;5752;5753;5754;28056;44005;44006;44007;44008;44009;44010;44011;48423;48424;48425,4382;4383;4384;4385;4386;4387;4388;4389;10970;10971;10972;10973;10974;10975;10976;10977;10978;10979;10980;10981;10982;52850;83165;83166;83167;83168;83169;91872;91873;91874;91875;91876;91877;91878,4385;4389;10979;52850;83166;83167;91875,,,,,-1,protein_1775,quanti,quanti,quanti,quanti
PSMC5,0.0925356926318095,0.851492038134125,P62195;J3QSA9;J3KRP2;J3QQM1;J3QRW1;J3QLH6;J3QRR3;Q8NB90;J3QSE0,P62195;J3QSA9;J3KRP2;J3QQM1,15;9;8;8;5;5;3;1;1,15;9;8;8;5;5;3;1;1,15;9;8;8;5;5;3;1;1,26S protease regulatory subunit 8,sp|P62195|PRS8_HUMAN 26S proteasome regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1;tr|J3QSA9|J3QSA9_HUMAN 26S proteasome regulatory subunit 8 (Fragment) OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1;tr|J3KRP2|J3KRP2_HUMAN 26S proteasome regul,9,15,15,15,5,9,4,10,5,9,4,10,5,9,4,10,38.7,38.7,38.7,45.626,406,406;257;241;263;143;215;127;893;169,0.0,38.011,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.57617,1.0526,21.647,33,8,Leave out requantified,0.29133,0.38405,0.62601,0.61499,0.86451,0.86299,1.1327,1.1476,16.524,27.911,6.7731,12.273,6,9,6,12,3,3,0,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,14.3,24.9,14.3,29.8,1128000000,737900000,390060000,175010000,132150000,42860000,338540000,243390000,95153000,119090000,66061000,53029000,495320000,296300000,199020000,,,,1775,1804;2865;2987;3593;4070;5168;5169;5204;5205;5811;5812;10430;11863;13820;14352,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2059;3274;3412;4084;4632;5978;5979;6020;6021;6022;6784;6785;12133;13769;15998;16595,5734;8876;8877;8878;9226;9227;9228;10903;12320;12321;15878;15879;15880;15881;16008;16009;16010;16011;16012;16013;16014;18033;18034;32312;32313;36490;36491;36492;36493;36494;36495;42540;44131;44132,10946;10947;16977;16978;16979;17572;17573;17574;20562;23243;23244;29913;29914;29915;29916;29917;29918;29919;29920;30198;30199;30200;30201;30202;30203;30204;30205;30206;30207;34156;34157;60577;68544;68545;68546;68547;68548;68549;68550;80310;80311;80312;80313;83384;83385,10947;16978;17573;20562;23244;29916;29920;30198;30206;34156;34157;60577;68549;80311;83385,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1776,quanti,quanti,quanti,quanti
RPS8,0.182036034330068,0.559476490595172,P62241;Q5JR95,P62241;Q5JR95,21;17,21;17,21;17,40S ribosomal protein S8,sp|P62241|RS8_HUMAN 40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2;tr|Q5JR95|Q5JR95_HUMAN 40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=1,2,21,21,21,13,14,13,17,13,14,13,17,13,14,13,17,64.9,64.9,64.9,24.205,208,208;188,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.49124,1.029,17.8,83,10,Leave out requantified,0.22056,0.26234,0.5704,0.56023,0.78495,0.74679,1.1033,1.0974,13.006,18.984,8.2685,11.009,15,19,23,26,6,3,0,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,56.2,58.7,55.8,61.5,14525000000,10205000000,4320100000,2928200000,2346000000,582210000,3970100000,3048700000,921460000,2334700000,1479400000,855360000,5291800000,3330800000,1961100000,,,,1776,306;307;1212;1213;2977;2978;6071;6707;6708;7551;7896;7897;8516;9420;9421;10528;10529;10530;11564;13798;13969,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,343;344;1380;1381;3401;3402;7075;7809;7810;7811;8842;9256;9257;9964;9965;10977;10978;12239;12240;12241;13426;13427;15974;16161,902;903;904;905;906;907;908;909;910;911;912;913;3804;3805;3806;3807;3808;3809;3810;3811;9199;9200;9201;9202;9203;18797;18798;18799;18800;18801;18802;18803;20854;20855;20856;20857;20858;20859;20860;20861;20862;20863;23506;24730;24731;24732;24733;26673;26674;26675;26676;26677;26678;26679;26680;26681;26682;29284;29285;29286;29287;29288;29289;29290;29291;32583;32584;32585;32586;32587;32588;32589;32590;32591;32592;35602;35603;35604;35605;35606;35607;35608;42481;42939,1724;1725;1726;1727;1728;1729;1730;1731;1732;1733;1734;1735;1736;1737;1738;1739;1740;1741;1742;1743;1744;1745;1746;1747;1748;1749;1750;1751;1752;7218;7219;7220;7221;7222;7223;7224;7225;7226;7227;7228;7229;7230;7231;7232;7233;7234;17524;17525;17526;17527;17528;17529;17530;35607;35608;35609;35610;35611;35612;35613;35614;35615;35616;35617;35618;35619;35620;35621;35622;35623;35624;35625;35626;35627;35628;35629;39497;39498;39499;39500;39501;39502;39503;39504;39505;39506;39507;39508;39509;39510;39511;39512;39513;39514;39515;39516;39517;39518;39519;39520;39521;44421;46745;46746;46747;46748;46749;46750;50351;50352;50353;50354;50355;50356;50357;50358;50359;50360;50361;50362;50363;50364;50365;50366;50367;50368;50369;50370;50371;50372;50373;54992;54993;54994;54995;54996;54997;54998;54999;55000;55001;55002;55003;55004;55005;55006;55007;55008;55009;55010;55011;55012;55013;55014;55015;61127;61128;61129;61130;61131;61132;61133;61134;61135;61136;61137;61138;61139;61140;61141;61142;61143;61144;61145;61146;61147;61148;61149;61150;66851;66852;66853;66854;66855;66856;66857;66858;66859;80196;80955;80956;80957,1732;1747;7226;7233;17527;17530;35614;39507;39521;44421;46747;46749;50355;54992;55012;61132;61141;61150;66854;80196;80957,666,,26,,-1;-1,protein_1777,quanti,quanti,quanti,quanti
RPS16,1.18747444351202,0.0168137481946234,P62249;M0R210;M0R3H0;M0R1M5;M0QX76;Q6IPX4,P62249;M0R210;M0R3H0;M0R1M5;M0QX76;Q6IPX4,12;11;9;7;6;6,12;11;9;7;6;6,12;11;9;7;6;6,40S ribosomal protein S16,sp|P62249|RS16_HUMAN 40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=2;tr|M0R210|M0R210_HUMAN 40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=1;tr|M0R3H0|M0R3H0_HUMAN 40S ribosomal protein S16 OS=Homo sapiens OX=9606 G,6,12,12,12,9,8,12,11,9,8,12,11,9,8,12,11,58.9,58.9,58.9,16.445,146,146;129;100;85;50;152,0.0,118.74,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.55788,1.0887,11.389,55,9,Leave out requantified,0.22427,0.27359,0.57032,0.57056,0.76246,0.76534,1.1208,1.1042,17.283,30.322,5.9854,10.324,9,9,16,21,3,3,0,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,51.4,57.5,58.9,58.9,6082700000,4083000000,1999700000,1015900000,757680000,258190000,940550000,694540000,246010000,1244800000,796640000,448140000,2881500000,1834200000,1047300000,,,,1777,1259;2372;2898;3341;4426;4957;8616;8617;11207;13749;14914;15274,True;True;True;True;True;True;True;True;True;True;True;True,1444;1445;2728;3314;3315;3807;5067;5068;5735;10073;10074;10075;13008;13009;15919;15920;17261;17262;17698,4017;4018;4019;4020;4021;4022;7566;8973;8974;8975;8976;8977;8978;8979;10154;10155;10156;10157;13459;13460;13461;13462;15263;15264;26960;26961;26962;26963;26964;26965;26966;26967;34576;34577;34578;34579;34580;34581;34582;34583;42330;42331;42332;42333;42334;46006;46007;46008;46009;46010;46011;46012;47198;47199;47200;47201,7747;7748;7749;7750;7751;7752;7753;7754;7755;7756;7757;7758;7759;7760;14580;17148;17149;17150;17151;17152;17153;17154;17155;17156;17157;17158;17159;17160;19157;19158;19159;19160;19161;19162;19163;19164;19165;19166;25571;25572;25573;25574;25575;25576;25577;25578;28900;28901;28902;28903;50831;50832;50833;50834;50835;50836;50837;50838;50839;50840;50841;50842;50843;50844;50845;50846;50847;65037;65038;65039;65040;65041;65042;65043;65044;65045;65046;65047;65048;65049;65050;65051;65052;65053;65054;65055;65056;79850;79851;79852;79853;79854;79855;79856;79857;79858;79859;79860;79861;79862;79863;79864;79865;79866;87139;87140;87141;87142;87143;87144;87145;87146;87147;87148;87149;87150;87151;87152;87153;87154;87155;87156;87157;87158;87159;89525;89526;89527;89528;89529;89530;89531;89532;89533;89534;89535,7754;14580;17150;19158;25573;28901;50835;50843;65039;79864;87148;89528,,,,,-1;-1;-1;-1;-1;-1,protein_1778,quanti,quanti,quanti,quanti
YWHAE,0.433544235175596,0.198380035498701,P62258;B4DJF2;I3L3T1;K7EM20;K7EIT4;I3L0W5,P62258,12;5;5;5;2;1,10;4;4;4;1;1,10;4;4;4;1;1,14-3-3 protein epsilon,sp|P62258|1433E_HUMAN 14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1,6,12,10,10,7,6,12,12,6,5,10,10,6,5,10,10,57.6,53.7,53.7,29.174,255,255;94;107;115;109;38,0.0,61.067,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42441,0.87257,7.7171,41,7,Leave out requantified,0.27252,0.33073,0.44495,0.44899,0.99435,0.90874,0.87614,0.85161,10.082,11.815,11.781,12.798,7,7,12,15,1,0,2,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,25.9,25.9,57.6,57.6,3656100000,2487800000,1168400000,827000000,544520000,282470000,883370000,648490000,234870000,627960000,374760000,253190000,1317800000,919980000,397810000,,,,1778,183;2529;2589;2688;7633;7634;8303;9830;10793;10794;16331;16332,True;True;False;True;True;True;True;True;False;True;True;True,203;2907;2971;3086;8937;8938;9704;11457;12538;12539;12540;12541;18911;18912;18913,516;517;518;8003;8004;8155;8156;8406;8407;8408;23770;23771;23772;23773;23774;23775;23776;23777;23778;23779;23780;23781;25969;25970;30577;30578;30579;30580;33354;33355;33356;33357;33358;33359;33360;33361;33362;33363;33364;33365;33366;33367;33368;50363;50364;50365;50366;50367;50368;50369;50370;50371;50372,986;987;988;989;990;991;992;993;994;995;15402;15403;15643;15644;15645;15646;16118;16119;16120;16121;44935;44936;44937;44938;44939;44940;44941;44942;44943;44944;44945;44946;44947;44948;44949;44950;44951;44952;44953;44954;44955;44956;44957;44958;44959;44960;49019;49020;49021;57480;57481;57482;57483;57484;57485;57486;57487;62582;62583;62584;62585;62586;62587;62588;62589;62590;62591;62592;62593;62594;62595;62596;62597;62598;62599;62600;62601;62602;62603;62604;62605;62606;62607;62608;62609;62610;62611;62612;62613;62614;62615;62616;62617;62618;62619;62620;62621;62622;62623;62624;62625;62626;62627;62628;62629;62630;62631;62632;62633;62634;62635;95452;95453;95454;95455;95456;95457;95458;95459;95460;95461;95462;95463;95464;95465;95466;95467;95468;95469,994;15402;15643;16120;44936;44949;49021;57484;62611;62633;95455;95463,667,,50,,-1;-1;-1;-1;-1;-1,protein_1779,quanti,quanti,quanti,quanti
RPS23,1.52491985299441,0.00469011065554452,P62266;D6RD47;D6RDJ2;D6RIX0;D6R9I7,P62266;D6RD47,9;6;3;3;3,9;6;3;3;3,9;6;3;3;3,40S ribosomal protein S23,sp|P62266|RS23_HUMAN 40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3;tr|D6RD47|D6RD47_HUMAN 40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=1,5,9,9,9,5,5,5,8,5,5,5,8,5,5,5,8,54.5,54.5,54.5,15.807,143,143;134;55;85;123,0.0,38.374,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.53158,1.026,20.965,33,7,Leave out requantified,0.25927,0.25409,0.55342,0.58032,0.93434,0.77434,1.026,1.0861,25.374,23.85,11.349,6.9584,5,5,7,16,1,2,0,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,36.4,36.4,48.3,54.5,2871700000,1898700000,972970000,350120000,272800000,77322000,389000000,307370000,81623000,648130000,408400000,239730000,1484400000,910140000,574300000,,,,1779,722;1376;1377;4482;6737;7134;14371;14372;14373,True;True;True;True;True;True;True;True;True,805;1575;1576;5133;5134;7846;8312;8313;8314;16615;16616;16617;16618;16619;16620,2174;2175;4418;4419;13608;13609;13610;13611;13612;13613;13614;13615;13616;20953;20954;20955;20956;22098;22099;22100;22101;22102;22103;44183;44184;44185;44186;44187;44188;44189;44190;44191;44192;44193;44194,4078;4079;4080;4081;4082;4083;4084;8491;8492;8493;8494;25838;25839;25840;25841;25842;25843;25844;25845;25846;25847;25848;25849;25850;25851;25852;39693;39694;39695;39696;39697;39698;41890;41891;41892;41893;41894;41895;41896;41897;83465;83466;83467;83468;83469;83470;83471;83472;83473;83474;83475;83476;83477;83478;83479;83480;83481;83482;83483;83484;83485;83486;83487;83488;83489;83490;83491;83492,4079;8493;8494;25848;39696;41890;83469;83489;83491,668;669,,108;135,,-1;-1;-1;-1;-1,protein_1780,quanti,quanti,quanti,quanti
RPS18,1.01439800281095,0.0408863761921494,P62269;A0A0G2JQH2;Q5GGW2;J3JS69,P62269,21;6;6;6,21;6;6;6,21;6;6;6,40S ribosomal protein S18,sp|P62269|RS18_HUMAN 40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3,4,21,21,21,10,13,14,12,10,13,14,12,10,13,14,12,76.3,76.3,76.3,17.718,152,152;33;34;82,0.0,121.24,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.49274,0.9253,24.303,68,3,Leave out requantified,0.20491,0.25106,0.54099,0.55671,0.70027,0.67219,1.0233,1.0697,16.199,17.462,10.333,10.626,11,15,21,21,3,0,0,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,45.4,45.4,61.2,54.6,7520500000,5227100000,2293500000,923310000,742330000,180980000,1716400000,1349300000,367070000,1635600000,1048300000,587280000,3245200000,2087100000,1158100000,,,,1780,567;568;2320;4819;5678;5679;5680;6482;7008;7194;7195;11568;11581;11701;12658;12659;14893;15123;16045;16586;16587,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,624;625;2671;5562;6638;6639;6640;6641;7560;8145;8389;8390;8391;13432;13433;13447;13595;14668;14669;14670;17232;17233;17234;17515;17516;18583;19204;19205,1672;1673;1674;1675;7391;7392;14809;17652;17653;17654;17655;17656;17657;17658;17659;17660;17661;17662;17663;20178;20179;20180;21688;22313;22314;22315;22316;22317;22318;22319;22320;22321;22322;35623;35624;35625;35626;35627;35657;36071;36072;38927;38928;38929;38930;38931;38932;38933;38934;38935;38936;45924;45925;45926;45927;45928;45929;45930;45931;45932;46694;46695;46696;46697;49513;51135;51136;51137;51138;51139,3111;3112;3113;3114;3115;3116;3117;3118;14266;28015;33464;33465;33466;33467;33468;33469;33470;33471;33472;33473;33474;33475;33476;33477;33478;33479;33480;33481;33482;33483;33484;33485;33486;33487;33488;33489;33490;38265;38266;38267;38268;38269;38270;38271;38272;38273;41126;42318;42319;42320;42321;42322;42323;42324;42325;42326;42327;42328;42329;42330;42331;42332;42333;42334;42335;42336;42337;42338;66890;66891;66892;66893;66894;66895;66896;66897;66898;66899;66900;66901;66945;66946;66947;66948;66949;67794;67795;67796;67797;73058;73059;73060;73061;73062;73063;73064;73065;73066;73067;73068;73069;73070;73071;73072;73073;73074;73075;73076;73077;73078;73079;73080;73081;73082;73083;73084;73085;73086;73087;73088;73089;73090;73091;73092;73093;73094;73095;86950;86951;86952;86953;86954;86955;86956;86957;86958;86959;86960;86961;86962;86963;86964;86965;86966;86967;86968;86969;86970;86971;86972;86973;86974;86975;86976;86977;86978;86979;86980;86981;88526;88527;88528;88529;88530;88531;88532;88533;88534;88535;88536;88537;93930;93931;97038;97039;97040;97041;97042;97043;97044;97045,3113;3117;14266;28015;33469;33479;33487;38265;41126;42322;42337;66894;66948;67795;73061;73079;86965;88534;93930;97041;97043,670;671;672,99,8;25;47,71,-1;-1;-1;-1,protein_1781,quanti,quanti,quanti,quanti
