SNRNP40_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
SRRT,0.1184953881,0.485131764862568,0,Q9BXP5;H7C3A1;H7C1K0,Q9BXP5;H7C3A1,12;12;4,12;12;4,12;12;4,Serrate RNA effector molecule homolog,SRRT,sp|Q9BXP5|SRRT_HUMAN Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1;tr|H7C3A1|H7C3A1_HUMAN Serrate RNA effector molecule homolog (Fragment) OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1,12,12,12.7,876
NSF,-0.2410098533,0.113421841520443,0,P46459;I3L0N3;I3L0L3,P46459;I3L0N3,7;7;1,7;7;1,7;7;1,Vesicle-fusing ATPase,NSF,sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3;tr|I3L0N3|I3L0N3_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=1,7,7,12.4,744
EIF5A;EIF5AL1;EIF5A2,-0.1246167503,0.297260778104825,0,P63241;I3L397;I3L504;Q6IS14;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5,P63241;I3L397;I3L504;Q6IS14;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5,13;13;13;11;9;9;9;9,13;13;13;11;9;9;9;9,13;13;13;11;9;9;9;9,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1-like;Eukaryotic translation initiation factor 5A-2,EIF5A;EIF5AL1;EIF5A2,sp|P63241|IF5A1_HUMAN Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2;tr|I3L397|I3L397_HUMAN Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8;tr|I3L504|I3L504_HUMAN E,13,13,56.5,154
C1QBP,0.002169975,0.982971138182845,0,Q07021;I3L3Q7;I3L3B0,Q07021;I3L3Q7;I3L3B0,2;2;2,2;2;2,2;2;2,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,"sp|Q07021|C1QBP_HUMAN Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1;tr|I3L3Q7|I3L3Q7_HUMAN Complement component 1 Q subcomponent-binding protein, mitochondrial (Fragment) OS=Homo sapiens OX=",2,2,14.9,282
RPS15A,0.4121513296,0.0308797790498618,0,P62244;I3L3P7;I3L246;H3BVC7,P62244;I3L3P7;I3L246,10;10;7;3,10;10;7;3,3;3;0;3,40S ribosomal protein S15a,RPS15A,sp|P62244|RS15A_HUMAN 40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2;tr|I3L3P7|I3L3P7_HUMAN 40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=1;tr|I3L246|I3L246_HUMAN 40S ribosomal protein S15a OS=Homo sapiens OX=,10,3,50,130
SRSF2,-0.098348469,0.369049035198006,0,Q01130;J3QL05;J3KP15;Q9BRL6,Q01130;J3QL05;J3KP15,6;6;6;1,6;6;6;1,6;6;6;1,Serine/arginine-rich splicing factor 2,SRSF2,sp|Q01130|SRSF2_HUMAN Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4;tr|J3QL05|J3QL05_HUMAN Serine/arginine-rich-splicing factor 2 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=1;tr|J3KP15|J3KP15_HUMAN Serine/argini,6,6,26.2,221
OLA1,0.2794104425,0.05772420871502,0,Q9NTK5;J3KQ32;C9JTK6;C9JCJ9,Q9NTK5;J3KQ32,10;10;3;2,10;10;3;2,10;10;3;2,Obg-like ATPase 1,OLA1,sp|Q9NTK5|OLA1_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2;tr|J3KQ32|J3KQ32_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=1,10,10,37.6,396
PTRH2,0.1297387854,0.403400713217262,0,Q9Y3E5;J3KQ48,Q9Y3E5;J3KQ48,2;2,2;2,2;2,"Peptidyl-tRNA hydrolase 2, mitochondrial",PTRH2,"sp|Q9Y3E5|PTH2_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1;tr|J3KQ48|J3KQ48_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1",2,2,18.4,179
SUMF2,-0.809741711,0.00660120975537223,0,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;F8WA42;E9PBT8;H7C3B2;F8WEX5;E9PG02;J3QT17,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;F8WA42;E9PBT8;H7C3B2,4;4;3;3;3;3;3;2;2;1;1;1,4;4;3;3;3;3;3;2;2;1;1;1,4;4;3;3;3;3;3;2;2;1;1;1,Sulfatase-modifying factor 2,SUMF2,sp|Q8NBJ7|SUMF2_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=2;tr|J3KQJ1|J3KQJ1_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=1;tr|C9JL30|C9JL30_HUMAN ,4,4,17.6,301
APOL2,0.9853700469,0.030352072136492,0,Q9BQE5;J3KQL8;E9PM95,Q9BQE5;J3KQL8,3;3;1,3;3;1,3;3;1,Apolipoprotein L2,APOL2,sp|Q9BQE5|APOL2_HUMAN Apolipoprotein L2 OS=Homo sapiens OX=9606 GN=APOL2 PE=1 SV=1;tr|J3KQL8|J3KQL8_HUMAN Apolipoprotein L2 OS=Homo sapiens OX=9606 GN=APOL2 PE=1 SV=2,3,3,15.1,337
RPL36AL;RPL36A;RPL36A-HNRNPH2,0.2263689889,0.184384903554117,0,Q969Q0;P83881;J3KQN4;H0Y5B4;H7BZ11;R4GN19,Q969Q0;P83881;J3KQN4;H0Y5B4;H7BZ11,4;4;4;3;3;1,4;4;4;3;3;1,4;4;4;3;3;1,60S ribosomal protein L36a-like;60S ribosomal protein L36a,RPL36AL;RPL36A;RPL36A-HNRNPH2,sp|Q969Q0|RL36L_HUMAN 60S ribosomal protein L36a-like OS=Homo sapiens OX=9606 GN=RPL36AL PE=1 SV=3;sp|P83881|RL36A_HUMAN 60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2;tr|J3KQN4|J3KQN4_HUMAN 60S ribosomal protein L36a OS=Homo sapien,4,4,19.8,106
NT5C,-0.0616753555,0.624451264145749,0,Q8TCD5;J3KSY6;J3KRC4,Q8TCD5;J3KSY6;J3KRC4,1;1;1,1;1;1,1;1;1,"5(3)-deoxyribonucleotidase, cytosolic type",NT5C,"sp|Q8TCD5|NT5C_HUMAN 5(3)-deoxyribonucleotidase, cytosolic type OS=Homo sapiens OX=9606 GN=NT5C PE=1 SV=2;tr|J3KSY6|J3KSY6_HUMAN 5(3)-deoxyribonucleotidase, cytosolic type OS=Homo sapiens OX=9606 GN=NT5C PE=1 SV=1;tr|J3KRC4|J3KRC4_HUMAN 5(3)-deoxyrib",1,1,6.5,201
PPP4R1,0.1420429301,0.423898993919673,0,Q8TF05;J3KRU1;J3QL26;J3KSB0;J3QLA6;J3QQV0,Q8TF05;J3KRU1;J3QL26;J3KSB0;J3QLA6;J3QQV0,1;1;1;1;1;1,1;1;1;1;1;1,1;1;1;1;1;1,Serine/threonine-protein phosphatase 4 regulatory subunit 1,PPP4R1,sp|Q8TF05|PP4R1_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PPP4R1 PE=1 SV=1;tr|J3KRU1|J3KRU1_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=PPP4R1 PE,1,1,0.8,950
CBX1,-0.3752443104,0.118141231648371,0,P83916;J3KS05;B5MD17;K7ELA4;C9JWS9,P83916;J3KS05;B5MD17;K7ELA4,5;5;4;3;1,4;4;3;2;1,4;4;3;2;1,Chromobox protein homolog 1,CBX1,sp|P83916|CBX1_HUMAN Chromobox protein homolog 1 OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=1;tr|J3KS05|J3KS05_HUMAN Chromobox protein homolog 1 (Fragment) OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=8;tr|B5MD17|B5MD17_HUMAN Chromobox protein homolog 1 (Fragment),5,4,32.4,185
HN1,0.2348025139,0.0653401846783467,0,Q9UK76;J3KT51;F2Z3M5;J3KSH8,Q9UK76;J3KT51,8;8;3;3,8;8;3;3,8;8;3;3,"Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed",HN1,sp|Q9UK76|JUPI1_HUMAN Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3;tr|J3KT51|J3KT51_HUMAN Jupiter microtubule-associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=1,8,8,51.3,154
DDX5,-0.286309506,0.068294539840708,0,P17844;J3KTA4;J3KRZ1;J3QSF1;J3QRQ7;J3KRX8;J3KTQ4;X6RLV5;J3QR02,P17844;J3KTA4,39;39;18;14;10;4;4;3;3,39;39;18;14;10;4;4;3;3,25;25;5;8;6;4;4;3;3,Probable ATP-dependent RNA helicase DDX5,DDX5,sp|P17844|DDX5_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1;tr|J3KTA4|J3KTA4_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,39,25,57,614
RPL19,0.0536316292,0.604581428575768,0,P84098;J3QR09;J3KTE4,P84098;J3QR09;J3KTE4,12;12;12,12;12;12,12;12;12,60S ribosomal protein L19;Ribosomal protein L19,RPL19,sp|P84098|RL19_HUMAN 60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1;tr|J3QR09|J3QR09_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1;tr|J3KTE4|J3KTE4_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 ,12,12,39.3,196
SRSF1,0.116972876,0.316297735397674,0,Q07955;J3KTL2;J3KSR8;J3QQV5;J3KSW7,Q07955;J3KTL2,16;16;7;5;5,16;16;7;5;5,15;15;7;5;5,Serine/arginine-rich splicing factor 1,SRSF1,sp|Q07955|SRSF1_HUMAN Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2;tr|J3KTL2|J3KTL2_HUMAN Serine/arginine-rich-splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=1,16,15,60.1,248
SNRPB;SNRPN,-0.1281101499,0.260153519258585,0,P14678;P63162;J3QLE5;J3KRY3;S4R3P3,P14678;P63162;J3QLE5;J3KRY3;S4R3P3,7;7;7;4;4,7;7;7;4;4,7;7;7;4;4,Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N,SNRPB;SNRPN,sp|P14678|RSMB_HUMAN Small nuclear ribonucleoprotein-associated proteins B and B OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2;sp|P63162|RSMN_HUMAN Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens OX=9606 GN=SNRPN PE=1 SV=1;tr|J3QLE5|J3QL,7,7,30,240
MRPS23,-0.1640626213,0.188896224768636,0,Q9Y3D9;J3QLR8,Q9Y3D9;J3QLR8,5;5,5;5,5;5,"28S ribosomal protein S23, mitochondrial",MRPS23,"sp|Q9Y3D9|RT23_HUMAN 28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=2;tr|J3QLR8|J3QLR8_HUMAN 28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=1",5,5,18.4,190
PNPO,-0.5329674188,0.00644020136341655,0,Q9NVS9;J3QQV6;J3QQZ9;A0A286YFL3,Q9NVS9;J3QQV6;J3QQZ9;A0A286YFL3,7;7;5;4,7;7;5;4,7;7;5;4,Pyridoxine-5-phosphate oxidase,PNPO,sp|Q9NVS9|PNPO_HUMAN Pyridoxine-5-phosphate oxidase OS=Homo sapiens OX=9606 GN=PNPO PE=1 SV=1;tr|J3QQV6|J3QQV6_HUMAN Pyridoxine-5-phosphate oxidase (Fragment) OS=Homo sapiens OX=9606 GN=PNPO PE=1 SV=2;tr|J3QQZ9|J3QQZ9_HUMAN Pyridoxine-5-phosphate oxidas,7,7,31,261
MYL12B;MYL12A;MYL9,0.3586326945,0.0409426091189809,0,O14950;P19105;J3QRS3;P24844;J3KTJ1,O14950;P19105;J3QRS3;P24844;J3KTJ1,4;4;4;2;2,4;4;4;2;2,4;4;4;2;2,Myosin regulatory light chain 12B;Myosin regulatory light chain 12A;Myosin regulatory light polypeptide 9,MYL12B;MYL12A;MYL9,sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2;sp|P19105|ML12A_HUMAN Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2;tr|J3QRS3|J3QRS3_HUMAN Myosin regulatory light chain 12A,4,4,34.3,172
ZNF207,0.146677221,0.283730630945256,0,O43670;J3QRS9;X6R4W8;J3KS31,O43670;J3QRS9;X6R4W8;J3KS31,3;3;3;2,3;3;3;2,3;3;3;2,BUB3-interacting and GLEBS motif-containing protein ZNF207,ZNF207,sp|O43670|ZN207_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1;tr|J3QRS9|J3QRS9_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1;tr|X6,3,3,6.5,478
BUB3,-0.4411175897,0.0139971328120838,0,O43684;J3QT28;J3QSX4,O43684;J3QT28;J3QSX4,10;10;5,10;10;5,10;10;5,Mitotic checkpoint protein BUB3,BUB3,sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1;tr|J3QT28|J3QT28_HUMAN Mitotic checkpoint protein BUB3 (Fragment) OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1;tr|J3QSX4|J3QSX4_HUMAN Mitotic checkpoint protein BUB,10,10,36.9,328
RPS15,0.1169618572,0.335224297280328,0,P62841;K7EJ78;K7EQJ5;K7ELC2;S4R456;K7EM56;A0A0B4J2B4;S4R417,P62841;K7EJ78;K7EQJ5;K7ELC2;S4R456;K7EM56;A0A0B4J2B4;S4R417,4;4;4;4;3;3;3;3,4;4;4;4;3;3;3;3,4;4;4;4;3;3;3;3,40S ribosomal protein S15,RPS15,sp|P62841|RS15_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|K7EJ78|K7EJ78_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|K7EQJ5|K7EQJ5_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 G,4,4,42.8,145
LONP1,-0.649059204,0.0370478067998974,0,P36776;K7EJE8;K7EKE6;K7ER27;K7EQF8,P36776;K7EJE8;K7EKE6;K7ER27,9;9;9;5;1,9;9;9;5;1,9;9;9;5;1,"Lon protease homolog, mitochondrial",LONP1,"sp|P36776|LONM_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=2;tr|K7EJE8|K7EJE8_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=1;tr|K7EKE6|K7EKE6_HUMAN Lon protease homolog, mitochond",9,9,10.8,959
PRKCSH,-0.2282698951,0.0818536612646499,0,P14314;K7ELL7;K7EPW7;A0A0C4DGP4;K7EKX1;K7EJ70,P14314;K7ELL7;K7EPW7,10;10;5;4;3;3,10;10;5;4;3;3,10;10;5;4;3;3,Glucosidase 2 subunit beta,PRKCSH,sp|P14314|GLU2B_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2;tr|K7ELL7|K7ELL7_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=1;tr|K7EPW7|K7EPW7_HUMAN Glucosidase 2 subunit beta (Fragment) OS=Homo ,10,10,16.3,528
SEH1L,0.2581332509,0.093706711408804,0,Q96EE3;K7ELV2;K7ENI5;K7EP88;K7EPZ5,Q96EE3;K7ELV2;K7ENI5;K7EP88,6;6;4;4;1,6;6;4;4;1,6;6;4;4;1,Nucleoporin SEH1,SEH1L,sp|Q96EE3|SEH1_HUMAN Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=3;tr|K7ELV2|K7ELV2_HUMAN Nucleoporin SEH1 (Fragment) OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=1;tr|K7ENI5|K7ENI5_HUMAN Nucleoporin SEH1 (Fragment) OS=Homo sapiens OX=9606 GN=SEH,6,6,25.8,360
PARK7,-0.4572680648,0.0101106929994067,0,Q99497;K7ELW0;K7EN27,Q99497;K7ELW0,12;12;5,12;12;5,12;12;5,Protein deglycase DJ-1,PARK7,sp|Q99497|PARK7_HUMAN Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2;tr|K7ELW0|K7ELW0_HUMAN Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=1,12,12,74.1,189
PIN1,-0.2954470186,0.170826370357955,0,Q13526;K7EN45;K7EMU7,Q13526;K7EN45;K7EMU7,2;2;1,2;2;1,2;2;1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,sp|Q13526|PIN1_HUMAN Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Homo sapiens OX=9606 GN=PIN1 PE=1 SV=1;tr|K7EN45|K7EN45_HUMAN Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Homo sapiens OX=9606 GN=PIN1 PE=1 SV=1;tr|K7EMU7|K7EMU7_HUMAN Pep,2,2,18.4,163
U2AF2,-0.094306705,0.626483981970957,0,K7ENG2;P26368,K7ENG2;P26368,3;2,3;2,3;2,Splicing factor U2AF 65 kDa subunit,U2AF2,tr|K7ENG2|K7ENG2_HUMAN U2 snRNP auxiliary factor large subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=1;sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4,3,3,22.5,307
RNMT,-0.5903344295,0.046803821843009,0,O43148;K7EP06;K7ERH6,O43148;K7EP06,5;5;1,5;5;1,5;5;1,mRNA cap guanine-N7 methyltransferase,RNMT,sp|O43148|MCES_HUMAN mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1;tr|K7EP06|K7EP06_HUMAN mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1,5,5,13,476
TBCB,-0.5375444838,0.00609242371888841,0,Q99426;K7EP07;A0A494C0X0;K7EK42,Q99426;K7EP07;A0A494C0X0;K7EK42,4;4;3;2,4;4;3;2,4;4;3;2,Tubulin-folding cofactor B,TBCB,sp|Q99426|TBCB_HUMAN Tubulin-folding cofactor B OS=Homo sapiens OX=9606 GN=TBCB PE=1 SV=2;tr|K7EP07|K7EP07_HUMAN Tubulin-folding cofactor B (Fragment) OS=Homo sapiens OX=9606 GN=TBCB PE=1 SV=8;tr|A0A494C0X0|A0A494C0X0_HUMAN Tubulin-folding cofactor B OS=Ho,4,4,28.3,244
DNAJC7,-0.3346533802,0.0549892720599941,0,Q99615;K7EPP7;K7ESP1;K7EIH8;K7ER44;K7EJL5;K7EN19;K7EJV7;K7EJE9;K7EK03;K7ELJ8;K7EJ24,Q99615;K7EPP7;K7ESP1;K7EIH8;K7ER44;K7EJL5;K7EN19;K7EJV7,6;6;5;5;4;3;3;3;2;2;2;1,6;6;5;5;4;3;3;3;2;2;2;1,6;6;5;5;4;3;3;3;2;2;2;1,DnaJ homolog subfamily C member 7,DNAJC7,sp|Q99615|DNJC7_HUMAN DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=2;tr|K7EPP7|K7EPP7_HUMAN DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=1;tr|K7ESP1|K7ESP1_HUMAN DnaJ homolog subfamily C member ,6,6,15.4,494
TMED1,-0.4764524033,0.10258169749115,0,Q13445;K7EQ63;K7EIN4,Q13445;K7EQ63;K7EIN4,2;2;1,2;2;1,2;2;1,Transmembrane emp24 domain-containing protein 1,TMED1,sp|Q13445|TMED1_HUMAN Transmembrane emp24 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TMED1 PE=1 SV=1;tr|K7EQ63|K7EQ63_HUMAN Transmembrane emp24 domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TMED1 PE=1 SV=1;tr|K7EIN4|K7EIN4_H,2,2,18.5,227
EIF3K,0.2155782819,0.159056284363789,0,Q9UBQ5;K7ES31;K7ERF1;K7EQM4;A0A087WVB9,Q9UBQ5;K7ES31;K7ERF1;K7EQM4;A0A087WVB9,4;4;4;2;2,4;4;4;2;2,4;4;4;2;2,Eukaryotic translation initiation factor 3 subunit K,EIF3K,sp|Q9UBQ5|EIF3K_HUMAN Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1;tr|K7ES31|K7ES31_HUMAN Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1;tr|K7ERF1|K7ERF1_HU,4,4,26.1,218
COPE,0.1055889616,0.41567421112282,0,O14579;M0QXB4;M0R061,O14579;M0QXB4;M0R061,4;4;3,4;4;3,4;4;3,Coatomer subunit epsilon,COPE,"sp|O14579|COPE_HUMAN Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=3;tr|M0QXB4|M0QXB4_HUMAN Coatomer protein complex, subunit epsilon, isoform CRA_g OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=1;tr|M0R061|M0R061_HUMAN Coatomer subunit epsilo",4,4,15.3,308
ETHE1,0.6893000717,0.336770997456267,0,O95571;M0QXB5;M0QY80,O95571;M0QXB5;M0QY80,5;5;3,5;5;3,5;5;3,"Persulfide dioxygenase ETHE1, mitochondrial",ETHE1,"sp|O95571|ETHE1_HUMAN Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens OX=9606 GN=ETHE1 PE=1 SV=2;tr|M0QXB5|M0QXB5_HUMAN Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens OX=9606 GN=ETHE1 PE=1 SV=1;tr|M0QY80|M0QY80_HUMAN Persulfide dio",5,5,22.8,254
FBL,0.238952694,0.0723691108408384,0,P22087;M0QXL5;M0R2Q4;M0R0P1;M0R299;M0R2U2;M0R1H0;M0R2B0,P22087;M0QXL5;M0R2Q4;M0R0P1;M0R299;M0R2U2;M0R1H0;M0R2B0,13;13;13;12;12;7;7;7,13;13;13;12;12;7;7;7,12;12;12;11;11;7;7;7,rRNA 2-O-methyltransferase fibrillarin,FBL,sp|P22087|FBRL_HUMAN rRNA 2-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2;tr|M0QXL5|M0QXL5_HUMAN rRNA 2-O-methyltransferase fibrillarin (Fragment) OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=1;tr|M0R2Q4|M0R2Q4_HUMAN rRNA 2-O-methyl,13,12,51.1,321
SLC1A5,-0.3205012612,0.102325089105301,0,Q15758;M0QXM4;M0QX44,Q15758;M0QXM4,3;3;1,3;3;1,3;3;1,Neutral amino acid transporter B(0);Amino acid transporter,SLC1A5,sp|Q15758|AAAT_HUMAN Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2;tr|M0QXM4|M0QXM4_HUMAN Amino acid transporter OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=1,3,3,7.9,541
TIMM44,0.4057048762,0.127947886271825,0,O43615;M0QXU7;M0R301;M0R124,O43615;M0QXU7;M0R301;M0R124,2;2;1;1,2;2;1;1,2;2;1;1,Mitochondrial import inner membrane translocase subunit TIM44,TIMM44,sp|O43615|TIM44_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens OX=9606 GN=TIMM44 PE=1 SV=2;tr|M0QXU7|M0QXU7_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 (Fragment) OS=Homo sapiens OX=9606 GN=TIMM4,2,2,5.3,452
SH3GL1,-0.2333091245,0.247905273354044,0,Q99961;M0QYE0;M0R0I3;Q99962;M0R2K6,Q99961;M0QYE0;M0R0I3,3;3;3;1;1,3;3;3;1;1,3;3;3;1;1,Endophilin-A2,SH3GL1,sp|Q99961|SH3G1_HUMAN Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1;tr|M0QYE0|M0QYE0_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=8;tr|M0R0I3|M0R0I3_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE,3,3,11.7,368
EXOSC5,-0.0632357892,0.574391465681496,0,Q9NQT4;M0R050,Q9NQT4;M0R050,2;2,2;2,2;2,Exosome complex component RRP46,EXOSC5,sp|Q9NQT4|EXOS5_HUMAN Exosome complex component RRP46 OS=Homo sapiens OX=9606 GN=EXOSC5 PE=1 SV=1;tr|M0R050|M0R050_HUMAN Exosome complex component RRP46 OS=Homo sapiens OX=9606 GN=EXOSC5 PE=1 SV=1,2,2,11.1,235
RPS5,0.1981620823,0.0972307508168954,0,P46782;M0R0F0;M0R0R2;M0QZN2,P46782;M0R0F0;M0R0R2;M0QZN2,11;11;11;8,11;11;11;8,11;11;11;8,"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed",RPS5,sp|P46782|RS5_HUMAN 40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4;tr|M0R0F0|M0R0F0_HUMAN 40S ribosomal protein S5 (Fragment) OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=1;tr|M0R0R2|M0R0R2_HUMAN 40S ribosomal protein S5 OS=Homo sapiens OX=9,11,11,55.9,204
