Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity TLE3-N1,Intensity TLE3-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
P24941;G3V5T9;E7ESI2;Q00526;K7EJ83,P24941;G3V5T9;E7ESI2,13;13;8;4;3,12;12;7;3;2,11;11;6;2;2,Cyclin-dependent kinase 2,CDK2,sp|P24941|CDK2_HUMAN Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=CDK2 PE=1 SV=2;tr|G3V5T9|G3V5T9_HUMAN Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=CDK2 PE=1 SV=1;tr|E7ESI2|E7ESI2_HUMAN Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=,13,11,57.0,24.7494476011543,23.0902125889807,27.0147819375732,27.3817075665771
P50613;D6R9G1;D6RAD4;D6REC6;Q9C098;D6RFL0;D6RGG9;D6RI01;D6R9Z2;D6RF14;D6RIG9;A0A1B0GTZ4,P50613;D6R9G1;D6RAD4;D6REC6,6;5;5;4;1;1;1;1;1;1;1;1,6;5;5;4;1;1;1;1;1;1;1;1,6;5;5;4;1;1;1;1;1;1;1;1,Cyclin-dependent kinase 7,CDK7,sp|P50613|CDK7_HUMAN Cyclin-dependent kinase 7 OS=Homo sapiens OX=9606 GN=CDK7 PE=1 SV=1;tr|D6R9G1|D6R9G1_HUMAN Cyclin-dependent kinase 7 OS=Homo sapiens OX=9606 GN=CDK7 PE=1 SV=1;tr|D6RAD4|D6RAD4_HUMAN Cyclin-dependent kinase 7 OS=Homo sapiens OX=9606 GN=,6,6,22.5,24.1085295614136,24.8293898289835,26.7956308721791,25.8133799954599
Q9NXV6;J3KNE1;D6RGD2,Q9NXV6;J3KNE1;D6RGD2,3;2;2,3;2;2,3;2;2,CDKN2A-interacting protein,CDKN2AIP,sp|Q9NXV6|CARF_HUMAN CDKN2A-interacting protein OS=Homo sapiens OX=9606 GN=CDKN2AIP PE=1 SV=3;tr|J3KNE1|J3KNE1_HUMAN CDKN2A-interacting protein OS=Homo sapiens OX=9606 GN=CDKN2AIP PE=1 SV=1;tr|D6RGD2|D6RGD2_HUMAN CDKN2A-interacting protein OS=Homo sapiens,3,3,7.4,23.9701803360886,21.8174162194552,24.086022162004,24.2216242897802
Q86X02,Q86X02,7,7,7,Cerebellar degeneration-related protein 2-like,CDR2L,sp|Q86X02|CDR2L_HUMAN Cerebellar degeneration-related protein 2-like OS=Homo sapiens OX=9606 GN=CDR2L PE=1 SV=2,7,7,19.6,4.20850867790137,4.29066777690332,26.9739940346939,26.7060920989144
Q9UKY7;H0Y8K3;D6R9V8;D6RFH2;D6RDN0;D6RAV0;D6R973,Q9UKY7;H0Y8K3,11;7;5;4;3;2;1,11;7;5;4;3;2;1,11;7;5;4;3;2;1,Protein CDV3 homolog,CDV3,sp|Q9UKY7|CDV3_HUMAN Protein CDV3 homolog OS=Homo sapiens OX=9606 GN=CDV3 PE=1 SV=1;tr|H0Y8K3|H0Y8K3_HUMAN Protein CDV3 homolog (Fragment) OS=Homo sapiens OX=9606 GN=CDV3 PE=1 SV=1,11,11,72.1,23.2827728465822,25.5875786204954,29.918690436952,29.7749714760403
P17676,P17676,8,8,8,CCAAT/enhancer-binding protein beta,CEBPB,sp|P17676|CEBPB_HUMAN CCAAT/enhancer-binding protein beta OS=Homo sapiens OX=9606 GN=CEBPB PE=1 SV=2,8,8,32.8,26.6642447923975,26.605548920554,24.6521206609293,24.3198270014465
Q03701;C9J9W7,Q03701,4;1,4;1,4;1,CCAAT/enhancer-binding protein zeta,CEBPZ,sp|Q03701|CEBPZ_HUMAN CCAAT/enhancer-binding protein zeta OS=Homo sapiens OX=9606 GN=CEBPZ PE=1 SV=3,4,4,5.2,4.20850867790137,4.29066777690332,25.3424862567794,25.7947388972684
Q9BXF3;A0A087WT21;B7WPH3;A0A0R4J2E1,Q9BXF3;A0A087WT21,5;4;2;2,5;4;2;2,5;4;2;2,Cat eye syndrome critical region protein 2,CECR2,sp|Q9BXF3|CECR2_HUMAN Cat eye syndrome critical region protein 2 OS=Homo sapiens OX=9606 GN=CECR2 PE=1 SV=2;tr|A0A087WT21|A0A087WT21_HUMAN Cat eye syndrome critical region protein 2 OS=Homo sapiens OX=9606 GN=CECR2 PE=1 SV=1,5,5,5.3,24.7154966156314,23.950380755067,23.6390933602238,24.2337153455674
Q92879;G5EA30;E9PQK4;E9PSH0;E9PKU1;E9PKA1;F5H4Y5;F5H0D8,Q92879;G5EA30;E9PQK4;E9PSH0;E9PKU1,5;5;3;3;3;1;1;1,5;5;3;3;3;1;1;1,5;5;3;3;3;1;1;1,CUGBP Elav-like family member 1,CELF1,"sp|Q92879|CELF1_HUMAN CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2;tr|G5EA30|G5EA30_HUMAN CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=1;tr|E9PQK4|E9PQK4_HUMAN CUGBP Elav-li",5,5,11.9,24.0937786056385,22.7474513578529,25.5188135307218,25.9019160875243
Q96BT3;H3BUW2;H3BTR4;H3BQJ0;I3L4F8,Q96BT3;H3BUW2;H3BTR4;H3BQJ0;I3L4F8,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Centromere protein T,CENPT,sp|Q96BT3|CENPT_HUMAN Centromere protein T OS=Homo sapiens OX=9606 GN=CENPT PE=1 SV=2;tr|H3BUW2|H3BUW2_HUMAN Centromere protein T (Fragment) OS=Homo sapiens OX=9606 GN=CENPT PE=1 SV=1;tr|H3BTR4|H3BTR4_HUMAN Centromere protein T OS=Homo sapiens OX=9606 GN=C,2,2,4.5,4.20850867790137,4.29066777690332,23.4965073729256,22.0052517229406
Q9UPN4;I3L2X7;I3L2J8;I3L4M5,Q9UPN4;I3L2X7;I3L2J8,5;4;4;1,5;4;4;1,5;4;4;1,Centrosomal protein of 131 kDa,CEP131,sp|Q9UPN4|CP131_HUMAN Centrosomal protein of 131 kDa OS=Homo sapiens OX=9606 GN=CEP131 PE=1 SV=3;tr|I3L2X7|I3L2X7_HUMAN Centrosomal protein of 131 kDa (Fragment) OS=Homo sapiens OX=9606 GN=CEP131 PE=1 SV=1;tr|I3L2J8|I3L2J8_HUMAN Centrosomal protein of 131,5,5,6.0,23.7335220863944,22.9400733860916,23.7098822945901,24.1617715826906
Q5SW79;H0Y2V6;E7EWM2;E7EMW0;H0Y4T4;Q96L14;E5RJT5;E5RFU8;E5RIH6;E5RG47;E5RGW7;H0YB66,Q5SW79;H0Y2V6,33;28;8;8;6;6;5;5;4;4;2;1,33;28;8;8;6;6;5;5;4;4;2;1,31;26;8;8;6;6;5;5;4;4;2;1,Centrosomal protein of 170 kDa,CEP170,sp|Q5SW79|CE170_HUMAN Centrosomal protein of 170 kDa OS=Homo sapiens OX=9606 GN=CEP170 PE=1 SV=1;tr|H0Y2V6|H0Y2V6_HUMAN Centrosomal protein of 170 kDa (Fragment) OS=Homo sapiens OX=9606 GN=CEP170 PE=1 SV=1,33,31,30.6,20.440808351284,23.3378331099349,30.3927410275591,30.0658665301838
Q9Y4F5;J3KQR7,Q9Y4F5;J3KQR7,5;5,5;5,5;5,Centrosomal protein of 170 kDa protein B,CEP170B,sp|Q9Y4F5|C170B_HUMAN Centrosomal protein of 170 kDa protein B OS=Homo sapiens OX=9606 GN=CEP170B PE=1 SV=4;tr|J3KQR7|J3KQR7_HUMAN Centrosomal protein of 170 kDa protein B OS=Homo sapiens OX=9606 GN=CEP170B PE=1 SV=1,5,5,4.3,4.20850867790137,4.29066777690332,24.660414229634,24.5672068903624
Q8TEP8;K7ELX0;H0Y966;H0Y9P3;A0A0A0MR42;K7ENP4,Q8TEP8;K7ELX0;H0Y966,8;6;4;3;3;3,8;6;4;3;3;3,8;6;4;3;3;3,Centrosomal protein of 192 kDa,CEP192,sp|Q8TEP8|CE192_HUMAN Centrosomal protein of 192 kDa OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=3;tr|K7ELX0|K7ELX0_HUMAN Centrosomal protein of 192 kDa (Fragment) OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=8;tr|H0Y966|H0Y966_HUMAN Centrosomal protein of 192,8,8,4.8,4.20850867790137,4.29066777690332,26.2531359453596,26.2504457472708
Q9C0F1;D6RBX1;D6RC25;D6RGX6,Q9C0F1,3;1;1;1,3;1;1;1,3;1;1;1,Centrosomal protein of 44 kDa,CEP44,sp|Q9C0F1|CEP44_HUMAN Centrosomal protein of 44 kDa OS=Homo sapiens OX=9606 GN=CEP44 PE=1 SV=2,3,3,11.8,4.20850867790137,4.29066777690332,25.0189889777434,23.7971905025005
Q53EZ4;H0Y432,Q53EZ4;H0Y432,2;2,2;2,2;2,Centrosomal protein of 55 kDa,CEP55,sp|Q53EZ4|CEP55_HUMAN Centrosomal protein of 55 kDa OS=Homo sapiens OX=9606 GN=CEP55 PE=1 SV=3;tr|H0Y432|H0Y432_HUMAN Centrosomal protein of 55 kDa (Fragment) OS=Homo sapiens OX=9606 GN=CEP55 PE=1 SV=1,2,2,6.5,4.20850867790137,4.29066777690332,24.3376289790479,22.7906436078291
Q6P2H3;H7BZW2,Q6P2H3;H7BZW2,5;5,5;5,5;5,Centrosomal protein of 85 kDa,CEP85,sp|Q6P2H3|CEP85_HUMAN Centrosomal protein of 85 kDa OS=Homo sapiens OX=9606 GN=CEP85 PE=1 SV=1;tr|H7BZW2|H7BZW2_HUMAN Centrosomal protein of 85 kDa (Fragment) OS=Homo sapiens OX=9606 GN=CEP85 PE=1 SV=1,5,5,7.5,23.2249831989686,25.255875149318,4.43802889902157,4.4166468749236
Q8IW35;E9PG22;F8WF91;H7C4Y5,Q8IW35;E9PG22;F8WF91,5;5;3;1,5;5;3;1,5;5;3;1,Centrosomal protein of 97 kDa,CEP97,sp|Q8IW35|CEP97_HUMAN Centrosomal protein of 97 kDa OS=Homo sapiens OX=9606 GN=CEP97 PE=1 SV=1;tr|E9PG22|E9PG22_HUMAN Centrosomal protein of 97 kDa OS=Homo sapiens OX=9606 GN=CEP97 PE=1 SV=1;tr|F8WF91|F8WF91_HUMAN Centrosomal protein of 97 kDa OS=Homo sapi,5,5,7.1,4.20850867790137,4.29066777690332,25.4331032540375,25.5009685177974
Q9UEE9,Q9UEE9,7,7,7,Craniofacial development protein 1,CFDP1,sp|Q9UEE9|CFDP1_HUMAN Craniofacial development protein 1 OS=Homo sapiens OX=9606 GN=CFDP1 PE=1 SV=1,7,7,26.8,26.7148942541377,26.0436431206338,27.4854666037521,27.5704388555703
P23528;G3V1A4;E9PP50;E9PK25;E9PQB7;E9PLJ3;E9PS23,P23528;G3V1A4;E9PP50;E9PK25;E9PQB7,8;7;7;7;4;3;3,8;7;7;7;4;3;3,6;5;5;5;2;2;3,Cofilin-1,CFL1,"sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3;tr|G3V1A4|G3V1A4_HUMAN Cofilin 1 (Non-muscle), isoform CRA_a OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1;tr|E9PP50|E9PP50_HUMAN Cofilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CFL1 PE=1",8,6,62.7,26.2124506685385,26.1458099670864,28.2328361098897,28.0641968183988
Q96JM3;S4R3K0;A0A2R8Y735;A0A2R8Y4S6,Q96JM3,38;7;7;6,38;7;7;6,38;7;7;6,Chromosome alignment-maintaining phosphoprotein 1,CHAMP1,sp|Q96JM3|CHAP1_HUMAN Chromosome alignment-maintaining phosphoprotein 1 OS=Homo sapiens OX=9606 GN=CHAMP1 PE=1 SV=2,38,38,51.6,29.4156462646487,28.825507111914,29.9910482342198,29.7559545719096
Q12873;A0A5F9ZHX5,Q12873;A0A5F9ZHX5,12;8,2;1,2;1,Chromodomain-helicase-DNA-binding protein 3,CHD3,sp|Q12873|CHD3_HUMAN Chromodomain-helicase-DNA-binding protein 3 OS=Homo sapiens OX=9606 GN=CHD3 PE=1 SV=3;tr|A0A5F9ZHX5|A0A5F9ZHX5_HUMAN Chromodomain-helicase-DNA-binding protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=CHD3 PE=1 SV=1,12,2,7.4,23.8081346280759,23.7060934868291,4.43802889902157,4.4166468749236
Q14839;F5GWX5;A0A2R8Y425;A0A2R8Y5J0;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y212;A0A2R8Y521;A0A0C4DGG9;A0A2R8YFD8;A0A2R8YDJ9;A0A2R8YD40;A0A2R8YDW2;A0A2R8Y445;A0A2R8Y8C1;A0A2R8YER1;A0A2R8Y4X2;A0A2R8Y5Z7;A0A2R8Y685;A0A2R8Y8B3;A0A2R8Y7I0;A0A2R8Y7M9;A0A2R8Y5M9;A0A2R8YE38;Q8TDI0;K7EMY3;F5H6N4;F2Z2R5;A0A2R8Y6G9;H7C3H7;A0A2R8Y7X1;F6T542;A0A2R8Y795,Q14839;F5GWX5;A0A2R8Y425;A0A2R8Y5J0;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y212;A0A2R8Y521;A0A0C4DGG9;A0A2R8YFD8;A0A2R8YDJ9;A0A2R8YD40;A0A2R8YDW2;A0A2R8Y445;A0A2R8Y8C1;A0A2R8YER1;A0A2R8Y4X2;A0A2R8Y5Z7;A0A2R8Y685,76;76;76;76;76;76;76;76;76;74;69;68;62;61;61;61;60;46;44;37;29;29;24;18;14;10;6;5;3;2;1;1;1,76;76;76;76;76;76;76;76;76;74;69;68;62;61;61;61;60;46;44;37;29;29;24;18;14;10;6;5;3;2;1;1;1,66;66;66;66;66;66;66;66;66;64;59;58;52;53;53;53;50;39;37;33;26;26;21;17;6;4;6;2;3;0;1;0;1,Chromodomain-helicase-DNA-binding protein 4,CHD4,sp|Q14839|CHD4_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2;tr|F5GWX5|F5GWX5_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1;tr|A0A2R8Y425|A0A2R8Y425_HUMAN Chromodom,76,66,46.9,28.524474043121,28.8925840875519,31.7094402891573,31.5030368165248
Q8TD26;C9JFU2;H7C294,Q8TD26,20;3;3,12;1;1,12;1;1,Chromodomain-helicase-DNA-binding protein 6,CHD6,sp|Q8TD26|CHD6_HUMAN Chromodomain-helicase-DNA-binding protein 6 OS=Homo sapiens OX=9606 GN=CHD6 PE=1 SV=4,20,12,8.3,24.2852447270758,26.072388117244,24.5333245036524,24.3025308211803
Q9P2D1;O14646;O14647;A0A1B0GTU9,Q9P2D1,73;1;1;1,73;1;1;1,59;0;0;0,Chromodomain-helicase-DNA-binding protein 7,CHD7,sp|Q9P2D1|CHD7_HUMAN Chromodomain-helicase-DNA-binding protein 7 OS=Homo sapiens OX=9606 GN=CHD7 PE=1 SV=3,73,59,31.2,29.6585189617742,30.1229979746052,28.5182957889121,28.2592559335002
Q9HCK8;A0A2R8Y840;H0YJG4;A0A2R8Y4P3;A0A2R8YFT4;H0YJA4;A0A2R8YFI9;G3V2T9,Q9HCK8;A0A2R8Y840;H0YJG4,48;40;34;17;9;5;4;3,36;28;22;16;9;5;2;3,23;15;20;4;0;5;2;0,Chromodomain-helicase-DNA-binding protein 8,CHD8,sp|Q9HCK8|CHD8_HUMAN Chromodomain-helicase-DNA-binding protein 8 OS=Homo sapiens OX=9606 GN=CHD8 PE=1 SV=5;tr|A0A2R8Y840|A0A2R8Y840_HUMAN Chromodomain-helicase-DNA-binding protein 8 (Fragment) OS=Homo sapiens OX=9606 GN=CHD8 PE=1 SV=1;tr|H0YJG4|H0YJG4_HUMA,48,23,25.8,27.0862854330665,28.5800699642321,28.0128655834624,28.0641968183988
Q3L8U1;H3BTW3;A0A087WU44,Q3L8U1;H3BTW3,14;14;4,2;2;2,2;2;2,Chromodomain-helicase-DNA-binding protein 9,CHD9,sp|Q3L8U1|CHD9_HUMAN Chromodomain-helicase-DNA-binding protein 9 OS=Homo sapiens OX=9606 GN=CHD9 PE=1 SV=2;tr|H3BTW3|H3BTW3_HUMAN Chromodomain-helicase-DNA-binding protein 9 OS=Homo sapiens OX=9606 GN=CHD9 PE=1 SV=9,14,2,5.5,23.8937557030225,23.0750109695888,23.2214514093069,22.9768717372807
Q8IWX8;J3QK89,Q8IWX8;J3QK89,24;24,24;24,24;24,Calcium homeostasis endoplasmic reticulum protein,CHERP,sp|Q8IWX8|CHERP_HUMAN Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=3;tr|J3QK89|J3QK89_HUMAN Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=1,24,24,32.1,29.3325973893704,29.2457665903516,28.6121742355268,28.6709441552203
Q9UQN3;C9J0A7;A0A087WW88;Q92828,Q9UQN3;C9J0A7;A0A087WW88,3;3;2;1,3;3;2;1,3;3;2;1,Charged multivesicular body protein 2b,CHMP2B,sp|Q9UQN3|CHM2B_HUMAN Charged multivesicular body protein 2b OS=Homo sapiens OX=9606 GN=CHMP2B PE=1 SV=1;tr|C9J0A7|C9J0A7_HUMAN Charged multivesicular body protein 2b OS=Homo sapiens OX=9606 GN=CHMP2B PE=1 SV=1;tr|A0A087WW88|A0A087WW88_HUMAN Charged multiv,3,3,13.1,4.20850867790137,4.29066777690332,26.5230385553062,26.2588786855279
Q9H444,Q9H444,4,4,4,Charged multivesicular body protein 4b,CHMP4B,sp|Q9H444|CHM4B_HUMAN Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1,4,4,22.8,23.7807672210889,23.4087277805108,26.9005808768405,26.6207279270555
Q9NZZ3,Q9NZZ3,6,6,6,Charged multivesicular body protein 5,CHMP5,sp|Q9NZZ3|CHMP5_HUMAN Charged multivesicular body protein 5 OS=Homo sapiens OX=9606 GN=CHMP5 PE=1 SV=1,6,6,29.7,26.4962211043465,25.585345168692,27.8926709332398,28.5019176468174
Q8WUX9;E5RFR8;E5RJI3;E5RIU9,Q8WUX9,4;1;1;1,4;1;1;1,4;1;1;1,Charged multivesicular body protein 7,CHMP7,sp|Q8WUX9|CHMP7_HUMAN Charged multivesicular body protein 7 OS=Homo sapiens OX=9606 GN=CHMP7 PE=1 SV=1,4,4,12.1,4.20850867790137,4.29066777690332,25.2563791727447,23.6787411063596
Q9UHD1;E9PHZ2;E9PPQ5;E9PIZ4;E9PSD5;E9PL00;E9PIF7,Q9UHD1;E9PHZ2,11;6;4;3;3;2;1,11;6;4;3;3;2;1,11;6;4;3;3;2;1,Cysteine and histidine-rich domain-containing protein 1,CHORDC1,sp|Q9UHD1|CHRD1_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=2;tr|E9PHZ2|E9PHZ2_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=1,11,11,43.1,24.6337273992086,26.0726334457291,28.9043760830109,28.7633824885925
Q8WVB6;E7EXA6;A0A0D9SF58;F8WCC1,Q8WVB6;E7EXA6;A0A0D9SF58,6;6;6;2,6;6;6;2,6;6;6;2,Chromosome transmission fidelity protein 18 homolog,CHTF18,sp|Q8WVB6|CTF18_HUMAN Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens OX=9606 GN=CHTF18 PE=1 SV=1;tr|E7EXA6|E7EXA6_HUMAN Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens OX=9606 GN=CHTF18 PE=1 SV=2;tr|A0A0D9SF58|A0A0D,6,6,9.0,23.8045942703706,24.6961482749868,23.6210913861726,24.6035412300742
Q6FI81;H3BV90;H3BT65;H3BUG4;H3BPG7;H3BQ23;H3BTZ8,Q6FI81;H3BV90;H3BT65;H3BUG4;H3BPG7,15;13;12;11;10;7;1,15;13;12;11;10;7;1,15;13;12;11;10;7;1,Anamorsin,CIAPIN1,sp|Q6FI81|CPIN1_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=2;tr|H3BV90|H3BV90_HUMAN Fe-S cluster assembly protein DRE2 OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=1;tr|H3BT65|H3BT65_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=,15,15,57.4,26.5051248755273,25.7364739839995,29.6607984238152,29.8685744958408
I3L2J0;I3L2I4,I3L2J0,67;4,67;4,33;4,,CIC,tr|I3L2J0|I3L2J0_HUMAN Protein capicua homolog OS=Homo sapiens OX=9606 GN=CIC PE=1 SV=1,67,33,36.3,30.2642765029648,30.5222491761953,28.8625719531616,28.8439190391468
O14578;H7BYJ3,O14578;H7BYJ3,2;2,2;2,2;2,Citron Rho-interacting kinase,CIT,sp|O14578|CTRO_HUMAN Citron Rho-interacting kinase OS=Homo sapiens OX=9606 GN=CIT PE=1 SV=2;tr|H7BYJ3|H7BYJ3_HUMAN Citron Rho-interacting kinase (Fragment) OS=Homo sapiens OX=9606 GN=CIT PE=1 SV=1,2,2,1.1,4.20850867790137,4.29066777690332,24.0806653135036,21.3780894896174
Q9ULV3;H0Y5D5;F5H2X7;A0A0U1RQR2;A0A494C0L7;Q9BTG3;Q5SYW2,Q9ULV3;H0Y5D5;F5H2X7;A0A0U1RQR2;A0A494C0L7;Q9BTG3;Q5SYW2,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,Cip1-interacting zinc finger protein,CIZ1,sp|Q9ULV3|CIZ1_HUMAN Cip1-interacting zinc finger protein OS=Homo sapiens OX=9606 GN=CIZ1 PE=1 SV=2;tr|H0Y5D5|H0Y5D5_HUMAN Cip1-interacting zinc finger protein (Fragment) OS=Homo sapiens OX=9606 GN=CIZ1 PE=1 SV=1;tr|F5H2X7|F5H2X7_HUMAN Cip1-interacting zin,2,2,4.1,23.7249689253653,22.9317849573516,21.6188084633088,23.053687742329
Q14008;E9PQH5;H0YEK7;H0YDX5;H0YCF6,Q14008,99;10;8;8;7,99;10;8;8;7,99;10;8;8;7,Cytoskeleton-associated protein 5,CKAP5,sp|Q14008|CKAP5_HUMAN Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3,99,99,54.1,25.2577463493739,27.2081582850494,32.9163964219819,32.8032235847045
Q7Z460;F8WA11;H0Y5T1;C9J151,Q7Z460;F8WA11;H0Y5T1,12;12;7;1,12;12;7;1,8;8;3;1,CLIP-associating protein 1,CLASP1,sp|Q7Z460|CLAP1_HUMAN CLIP-associating protein 1 OS=Homo sapiens OX=9606 GN=CLASP1 PE=1 SV=1;tr|F8WA11|F8WA11_HUMAN CLIP-associating protein 1 OS=Homo sapiens OX=9606 GN=CLASP1 PE=1 SV=2;tr|H0Y5T1|H0Y5T1_HUMAN CLIP-associating protein 1 (Fragment) OS=Homo,12,8,10.7,26.6333998512452,26.7626857639406,26.6827108940511,26.4653810661518
P51798;H0Y2M6;H3BNG8;I3L470,P51798;H0Y2M6,8;5;1;1,8;5;1;1,8;5;1;1,H(+)/Cl(-) exchange transporter 7,CLCN7,"sp|P51798|CLCN7_HUMAN H(+)/Cl(-) exchange transporter 7 OS=Homo sapiens OX=9606 GN=CLCN7 PE=1 SV=2;tr|H0Y2M6|H0Y2M6_HUMAN Chloride channel 7, isoform CRA_c OS=Homo sapiens OX=9606 GN=CLCN7 PE=1 SV=1",8,8,12.9,4.20850867790137,4.29066777690332,26.1768930883028,25.4978662082541
O00299,O00299,7,7,7,Chloride intracellular channel protein 1,CLIC1,sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4,7,7,41.1,25.5905226346169,23.1277506733767,28.0483283827057,27.2237981612291
Q14677,Q14677,24,24,24,Clathrin interactor 1,CLINT1,sp|Q14677|EPN4_HUMAN Clathrin interactor 1 OS=Homo sapiens OX=9606 GN=CLINT1 PE=1 SV=1,24,24,37.4,29.1341087306249,28.8272953078008,30.1515840613615,30.3417018780505
P30622;A0A3B3ITA2;F5H0N7;J3KP58,P30622;A0A3B3ITA2,3;2;1;1,3;2;1;1,3;2;1;1,CAP-Gly domain-containing linker protein 1,CLIP1,sp|P30622|CLIP1_HUMAN CAP-Gly domain-containing linker protein 1 OS=Homo sapiens OX=9606 GN=CLIP1 PE=1 SV=2;tr|A0A3B3ITA2|A0A3B3ITA2_HUMAN CAP-Gly domain-containing linker protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CLIP1 PE=1 SV=1,3,3,2.3,24.7751002444925,25.8399251598031,28.3545163478927,27.9756905514717
Q96JQ2;G3V3D8;G3V4C0,Q96JQ2,14;2;1,14;2;1,14;2;1,Calmin,CLMN,sp|Q96JQ2|CLMN_HUMAN Calmin OS=Homo sapiens OX=9606 GN=CLMN PE=1 SV=1,14,14,18.2,4.20850867790137,4.29066777690332,28.0694818914126,27.8590502597059
O15516;H7C0J4;C9JK03;H7C0Z2;H7BZA3,O15516,4;1;1;1;1,4;1;1;1;1,3;0;0;0;0,Circadian locomoter output cycles protein kaput,CLOCK,sp|O15516|CLOCK_HUMAN Circadian locomoter output cycles protein kaput OS=Homo sapiens OX=9606 GN=CLOCK PE=1 SV=1,4,3,7.7,25.4745385032101,24.6177328953855,4.43802889902157,4.4166468749236
Q00610;A0A087WVQ6;J3QL20;J3KSQ2;J3KS13,Q00610;A0A087WVQ6,5;5;1;1;1,5;5;1;1;1,5;5;1;1;1,Clathrin heavy chain 1;Clathrin heavy chain,CLTC,sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5;tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1,5,5,3.7,23.4030650757272,23.2108912790433,25.1166818629242,23.8322904968883
O75153;K7EIG1;A0A494C0R8;I3L2B0;I3L4B5;I3L318,O75153;K7EIG1;A0A494C0R8;I3L2B0,13;13;13;12;1;1,13;13;13;12;1;1,12;12;12;12;1;1,Clustered mitochondria protein homolog,CLUH,sp|O75153|CLU_HUMAN Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2;tr|K7EIG1|K7EIG1_HUMAN Clustered mitochondria protein homolog (Fragment) OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2;tr|A0A494C0R8|A0A494C0R8_HUMAN Clustered,13,12,12.0,4.20850867790137,4.29066777690332,27.1104823539937,26.4561024489278
Q8N1G2;H0YCQ1;H0Y4T0;Q5T7F5,Q8N1G2,12;1;1;1,12;1;1;1,12;1;1;1,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1,CMTR1,sp|Q8N1G2|CMTR1_HUMAN Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=CMTR1 PE=1 SV=1,12,12,13.4,25.6679299084173,25.5260872614662,26.4505127915659,26.2666909062372
